en,pt,tr,de,fr,title,speaker,duration,tags
"
											This is another subject
that comes in place,
											and this is a prediction.
											A little smaller face, we didn't get
the complete cranial structure,
											but still, it's in the ballpark.
											This is a subject that comes in our lab,
											and this is the prediction.
											So these people have never been seen
in the training of the machine.
											These are the so-called ""held-out"" set.
											But these are people that you will
probably never believe.
											We're publishing everything
in a scientific publication,
											you can read it.
									","
											Este é outro sujeito que aparece
											e este é uma previsão.
											Uma cara um pouco mais pequena, 
não temos a estrutura craniana completa,
											mesmo assim, está dentro da previsão.
											Este é um sujeito que entrou
no nosso laboratório,
											e esta é a previsão.
											Estas pessoas nunca foram vistas
durante o treino da máquina.
											São aquilo a que se chama
""grupos externos"".
											Mas são pessoas que, provavelmente,
vocês não acreditariam que existiam.
											Estamos a publicar tudo
numa publicação científica,
											podem lê-la.
											Mas, como estamos no palco,
Chris desafiou-me.
											Provavelmente vou expor-me
e tentar prever alguém
											que vocês podem reconhecer.
											Portanto, neste tubo de coleta de sangue
											— vocês não fazem ideia do que tivemos
que fazer para arranjar este sangue —
									","
											Burada farklı bir konu daha var.
											Bu da tahmin.
											Daha küçük bir ölçekte bakacak olursak
tam bir sonuç alamıyoruz
											ancak yine de aşağı yukarı aynı.
											Laboratuvarımıza gelen bir konu bu.
											Ve bu da bizim tahminimiz.
											Yani bu insanlar makinenin eğitiminde
hiç bulunmadılar.
											Bunlar sözde direnen kısımlar.
											Ancak bu insanlar muhtemelen asla
inanmayacağınız türden.
											Bilimsel organlarla her şeyi yayımlıyoruz
											ve okuyabilirsiniz.
									","
											Das ist eine andere Versuchsperson
											und das ist die Vorhersage.
											Ein schmaleres Gesicht,
die Schädelstruktur stimmt nicht ganz,
											aber es ist immer noch
die richtige Größenordnung.
											Das ist die Versuchsperson,
die in unser Labor kam,
											und das ist die Vorhersage.
											Diese Menschen waren nie in das Training
der Maschinen eingebunden.
											Sie gehören zur
sogenannten ""Bereitschaftsgruppe"".
											Was sie vermutlich nicht glauben werden,
aber das sind echte Menschen.
											Wir drucken alles in einer
wissenschaftlichen Veröffentlichung ab,
											sodass man es nachlesen kann.
									","
											Voici un autre sujet qui est venu,
											et ceci est la prédiction.
											Un visage un peu plus petit,
											nous n'avons pas
la structure crânienne complète.
											mais tout de même, c'est assez proche.
											Voici un sujet qui est venu à notre labo,
											et voici la prédiction.
											Ces gens n'ont jamais été vus
pendant l'entraînement de la machine.
											On les appelle « échantillon caché ».
											Mais on ne peut pas trop
se fier à ces gens non plus.
											On publie tout
dans les revues scientifiques,
											vous pouvez le lire.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											But since we are onstage,
Chris challenged me.
											I probably exposed myself
and tried to predict
											someone that you might recognize.
											So, in this vial of blood —
and believe me, you have no idea
											what we had to do to have
this blood now, here —
											in this vial of blood is the amount
of biological information
											that we need to do a full genome sequence.
											We just need this amount.
											We ran this sequence,
and I'm going to do it with you.
											And we start to layer up
all the understanding we have.
											In the vial of blood,
we predicted he's a male.
											And the subject is a male.
											We predict that he's a meter and 76 cm.
											The subject is a meter and 77 cm.
											So, we predicted that he's 76;
the subject is 82.
											We predict his age, 38.
											The subject is 35.
											We predict his eye color.
											Too dark.
											We predict his skin color.
											We are almost there.
											That's his face.
									","
											neste tubo de coleta de sangue está
a quantidade de informações biológicas
											de que precisamos, para fazer
uma sequência de genoma completa.
											Só precisamos desta quantidade.
											Fizemos correr esta sequência
e vou fazê-lo convosco.
											Começamos por utilizar
todos os conhecimentos que temos.
											Com o tubo de coleta de sangue
previmos que era um homem.
											E o sujeito é um homem.
											Previmos que tem 1,76 m de altura.
											O sujeito tem 1,77 cm de altura.
											Previmos que pesa 76 kg
e o sujeito pesa 82.
											Previmos que tem 38 anos.
											O sujeito tem 35 anos.
											Previmos a cor dos olhos:
											Muito escuros.
											Previmos a cor da pele.
											Estamos quase lá.
											Esta é a cara dele.
									","
											Sahnede olan biz olduğumuzdan
Chris bana meydan okudu.
											Kendimi öne atıverdim.
Belki de tanıyabileceğiniz birini
											tahmin etmeye çalıştım.
											Şu kan tüpünü elde edebilmek için
neler yapmak zorunda
											kaldığımızı tahmin edemezsiniz.
											Bu kan tüpü, genom dizisini
tam anlamıyla yapabilmemiz için
											gereken biyolojik bilgiyi barındırıyor.
											İhtiyacımız olan miktar bu.
											Bu diziyi başlatıyoruz ve bunu
sizle yapacağım.
											Tüm anlama kabiliyetimizi bir üst
kademeye çıkarmaya başlıyoruz.
											Bu kan tüpüyle, onun bir
erkek olduğunu saptadık.
											Deneğimiz bir erkek.
											Onun bir metre 76 cm olduğunu saptadık.
											Deneğimiz bir metre 77 cm.
											Yani kendisini 76 diye
saptadık, denek 82 çıktı.
											Yaşını 38 diye saptadık.
											Deneğimiz 35 çıktı.
											Göz rengini tahmin ettik.
											Oldukça koyu.
											Ten rengini tahmin ettik.
											Neredeyse geldik.
											Bu kendisinin yüzü.
									","
											Aber seit wir anfingen,
fordert Chris mich heraus.
											Ich lehnte mich aus dem Fenster
und versuchte eine Vorhersage zu jemandem,
											den sie vielleicht erkennen.
											In diesem Blutröhrchen —
											Sie können sich nicht vorstellen,
was wir anstellen mussten,
											
um das Blut jetzt hier zu haben —,
											ist die Menge an biologischer Information,
											die wir für eine vollständige
Genom-Sequenz benötigen.
											Diese Menge genügt.
											Wir führten die Sequenzierung durch
und ich werde es mit Ihnen machen.
											Wir wendeten die ganzen
vorhandenen Erkenntnisse an.
											Wir sagten mit dem Blutröhrcheninhalt
das männliche Geschlecht vorher.
											Die Person ist männlich.
											Wir sagten vorher,
dass er 1 Meter und 76 cm groß ist.
											Die Person ist 1 Meter und 77 cm.
											Wir sagten vorher,
dass er 76 Kilo schwer ist,
											die Person ist 82 Kilo schwer.
											Wir sagten vorher, sein Alter wäre 38.
											Die Person ist 35.
											Wir sagten seine Augenfarbe vorher.
											Zu dunkel.
											Wir sagten seine Hautfarbe vorher.
											Sie stimmt fast überein.
											Das ist sein Gesicht.
									","
											Quitte à être sur scène,
Chris m'a lancé un défi.
											J'ai probablement pris un risque
et j'ai essayé de prédire
											quelqu'un que vous reconnaitrez peut-être.
											Dans cette fiole de sang,
croyez-moi, vous n'avez pas idée
											de ce que l'on a dû faire
pour avoir ce sang ici,
											dans cette fiole de sang se trouve
la quantité d'information biologique
											nécessaire pour un séquençage
complet du génome.
											Nous avons juste besoin de cette quantité.
											Nous avons analysé cette séquence,
et je vais le faire avec vous.
											Et nous avons commencé à empiler
toutes les connaissances que nous avions.
											Dans cette fiole de sang, nous avons
prédit que c'était un homme.
											Et le sujet était un homme.
											Nous avons prédit qu'il mesurait 1,76 m.
											Il mesure en fait 1,77 m.
											Nous avons prédit
qu'il faisait 76 kg, il en fait 82.
											Nous avons prédit son âge : 38 ans.
											Le sujet a 35 ans.
											Nous avons prédit la couleur de ses yeux.
											Trop foncé.
											Nous avons prédit la couleur de sa peau.
											On y est presque.
											Voici son visage.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											Now, the reveal moment:
											the subject is this person.
									","
											Agora, o momento da revelação:
											o sujeito é esta pessoa.
									","
											Şimdi, görme zamanı:
											Deneğimiz bu kişi.
									","
											Nun kommt der Augenblick der Offenbarung:
											Das ist die Versuchsperson.
									","
											Maintenant, le moment de vérité :
											le sujet est cette personne.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Rires)
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											And I did it intentionally.
											I am a very particular
and peculiar ethnicity.
											Southern European, Italians —
they never fit in models.
											And it's particular — that ethnicity
is a complex corner case for our model.
											But there is another point.
											So, one of the things that we use
a lot to recognize people
											will never be written in the genome.
											It's our free will, it's how I look.
											Not my haircut in this case,
but my beard cut.
											So I'm going to show you, I'm going to,
in this case, transfer it —
											and this is nothing more
than Photoshop, no modeling —
											the beard on the subject.
											And immediately, we get
much, much better in the feeling.
									","
											Fi-lo intencionalmente.
											Eu sou duma etnia
muito especial e peculiar.
											Os europeus do sul, os italianos
nunca encaixam nos modelos.
											No nosso modelo,
a etnia é um caso complexo.
											Mas há uma outra questão.
											Uma das coisas que usamos muito
para reconhecer pessoas

											nunca estará escrita no genoma.
											É a nossa livre vontade,
como é o meu aspeto.
											Não é o meu corte de cabelo, neste caso,
mas o corte da minha barba.
											Vou mostrar-vos,
neste caso, transferi-la
											— e isto não é mais do que o Photoshop
não há aquilo modelos —
											a barba do sujeito.
											Imediatamente, temos uma sensação
muito melhor.
									","
											Ve bunu bilerek yaptım.
											Çok özel ve tuhaf bir etnik kökenim var.
											Güney Avrupa, İtalyanlar
bunlar hiç kalıba uymazlar.
											Ve bu özeldir — bu etniklik
modelimiz için karmaşık bir durumdur.
											Ancak farklı bir konu daha var.
											Yani insanları tanımak için 
kullandığımız şeylerden biri
											genomlarda asla yer almayacak.
											Kendi hür irademiz, nasıl göründüğümüzdür.
											Bu durumda saç kesimim değil de
sakal kesimim konumuz.
											Size bir şey göstereceğim.
Böyle bir durumda
											bu, Photoshop veya modellemeden
fazla bir şey değil.
											Konumuz sakal.
											Ve bir anda daha çok
iyi hissetmeye başladık.
									","
											Ich stellte mich bewusst zur Verfügung.
											Ich gehöre einer speziellen
und eigentümlichen Ethnie an.
											Südeuropäer, Italiener —
sie passen zu keinem Modell.
											Es ist heikel,
											dass Ethnizität ein komplexer Ausnahmefall
für unser Modell ist.
											Aber es gibt einen weiteren Aspekt.
											Die Merkmale, die wir häufig
zur Personenerkennung nutzen,
											wird nicht in das Genom geschrieben.
											Es ist unser freier Wille,
es ist wie ich aussehe.
											In diesem Fall nicht mein Haarschnitt,
aber wie mein Bart gestutzt ist.
											Ich werde in diesem Fall den Bart —
											das ist nichts weiter als Photoshop,
kein Modellieren —
											auf die Vorhersage übertragen.
											Sofort bekommen wir
einen besseren Eindruck davon.
									","
											Et je l'ai fait intentionnellement.
											Je suis d'une ethnicité très particulière.
											Européens du sud, Italiens,
les modèles ne correspondent jamais.
											C'est particulier, cette ethnicité
est un cas complexe pour notre modèle.
											Mais, il y a encore autre chose.
											L'une des choses que l'on utilise
beaucoup pour reconnaître les gens
											n'est jamais écrite dans le génome.
											C'est notre libre arbitre,
ce dont on a l'air.
											Ici, pas ma coupe de cheveux,
mais ma barbe.
											Je vais vous montrer,
je vais juste la transférer,
											ce n'est que du Photoshop,
pas de modélisation,
											la barbe du sujet.
											Et immédiatement, on arrive
bien mieux à me reconnaitre.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											So, why do we do this?
											We certainly don't do it
for predicting height
											or taking a beautiful picture
out of your blood.
											We do it because the same technology
and the same approach,
											the machine learning of this code,
											is helping us to understand how we work,
											how your body works,
											how your body ages,
											how disease generates in your body,
											how your cancer grows and develops,
											how drugs work
											and if they work on your body.
									","
											Porque é que fazemos isto?
											Claro que não o fazemos
para prever a altura,
											ou para obter uma bela imagem
a partir do nosso sangue.
											Fazemo-lo porque a mesma tecnologia
e a mesma abordagem,
											a aprendizagem da máquina
deste código,

											está a ajudar-nos a compreender 
como funcionamos,
											como funciona o nosso corpo,
											como o nosso corpo envelhece,
											como as doenças se geram no nosso corpo,
											como o cancro cresce e se desenvolve,
											como funcionam os medicamentos
											e se funcionam no nosso corpo.
									","
											Bunu neden yapıyoruz?
											Bunu tabii ki boyu hesaplamak için ya da
											kanınızdan güzel bir resim
çekmek için yapmıyoruz.
											Bunu, aynı teknoloji
ve aynı girişim kullanılarak,
											yani bu kodun makine öğrenimi,
											bize, nasıl çalıştığımızı,
											vücudunuzun nasıl çalıştığını,
											bedeninin nasıl yaşlandığını,
											hastalıkların vücudunda nasıl oluştuğunu,
											kanserin nasıl oluştuğu ve büyüdüğünü,
											ilaçların anlamını
											ve vücudunda işe yarayıp yaramadığını
öğrenmek için yapıyoruz.
									","
											Warum machen wir das?
											Wir machen es sicherlich nicht,
um die Größe vorherzusagen
											oder aus unserem Blut heraus
ein schönes Bild zu erstellen.
											Wir machen das, weil dieselbe Technologie
und dieselbe Herangehensweise,
											wie die Maschinen von diesem Code lernten,
											uns verstehen hilft,
wie wir funktionieren,
											wie unser Körper funktioniert,
											wie unser Körper altert,
											wie sich Krankheiten
in unserem Körper entwickeln,
											wie Krebs wächst und sich entwickelt,
											wie Medikamente wirken
											und ob sie sich auf den Körper auswirken.
									","
											Pourquoi fait-on donc ça ?
											On ne le fait certainement pas
pour prédire la taille,
											ou avoir une belle image
à partir de votre sang.
											On le fait car la même technologie
et la même approche,
											l'apprentissage par la machine
pour ce code,
											nous aide à comprendre
comment nous fonctionnons,
											comment votre corps fonctionne,
											comment votre corps vieillit,
											comment les maladies
se déclarent dans votre corps,
											comment votre cancer grandit
et se développe,
											comment les médicaments marchent,
											et s'ils fonctionnent dans votre corps.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											This is a huge challenge.
											This is a challenge that we share
											with thousands of other
researchers around the world.
											It's called personalized medicine.
											It's the ability to move
from a statistical approach
											where you're a dot in the ocean,
											to a personalized approach,
											where we read all these books
											and we get an understanding
of exactly how you are.
											But it is a particularly
complicated challenge,
											because of all these books, as of today,
											we just know probably two percent:
											four books of more than 175.
									","
											Isto é um desafio enorme.
											Isto é um desafio que partilhamos
											com milhares de outros investigadores
pelo mundo inteiro.
											Chama-se medicina personalizada.
											É a capacidade de passar
de uma abordagem padronizada
											em que somos um ponto no oceano,
											para uma abordagem personalizada,
											onde lemos todos estes livros
											e obtemos a compreensão
de como somos, exatamente.
											Mas é um desafio
especialmente complicado,
											porque de todos estes livros,
no momento atual,
											apenas conhecemos talvez 2%,
											quatro livros entre mais de 175.
									","
											Bu büyük bir adım.
											Bu, dünya çapında binlerce farklı
											araştırmacılarla paylaştığımız bir adım.
											Buna personalized medicine 
(kişiye özel ilaç) diyoruz.
											Bu, istatistiklere dayanan bir girişimden,
											okyanusta bir nokta gibiyken,
											bu tüm kitapları okuduğumuz
											ve tam olarak nasıl olduğumuz 
hakkında bir anlayışa
											sahip olacağımız
kişiye özel yapılan bir girişimdir.
											Ancak bu biraz karmaşık bir adımdır.
											Çünkü bu tüm kitapların günümüzde
											muhtemelen yüzde ikisini biliyoruz.
											175'ten fazlasından dört kitap.
									","
											Das ist eine riesige Aufgabe.
											Das ist eine Aufgabe,
											die wir mit Tausenden
anderer Forscher weltweit teilen.
											Sie nennt sich personalisierte Medizin.
											Das ist die Fähigkeit,
sich von einen statistischen Ansatz,
											wo man ein Tropfen im Ozean ist,
											hinzubewegen auf einen
personalisierten Ansatz,
											wo man alle Bücher gelesen hat
											und man die Erkenntnis hat,
wie es einem genau geht.
											Aber das ist eine besonders
komplizierte Aufgabe,
											weil wir aus den ganzen Büchern
nach heutigem Stand
											wahrscheinlich nur zwei Prozent wissen:
											vier Bücher von mehr als 175.
									","
											C'est un sérieux défi.
											C'est un défi que l'on partage
											avec des milliers d'autres chercheurs
de par le monde.
											C'est la médecine personnalisée.
											C'est la faculté de partir
d'une approche statistique
											où l'on est juste
une goutte dans l'océan,
											à une approche personnalisée,
											où nous lisons tous ces livres
											et nous arrivons à comprendre
exactement comment vous êtes.
											Mais c'est un défi
particulièrement compliqué,
											parce que de tous ces livres, à ce jour,
											on ne connaît probablement que 2 % :
											quatre livres sur plus de 175.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											And this is not the topic of my talk,
											because we will learn more.
											There are the best minds
in the world on this topic.
											The prediction will get better,
											the model will get more precise.
											And the more we learn,
											the more we will
be confronted with decisions
											that we never had to face before
											about life,
											about death,
											about parenting.
									","
											Não é este o tópico da minha palestra,
											porque vamos aprender mais.
											Temos as melhores cabeças
no mundo neste tópico.
											As previsões vão melhorar,
											o modelo vai ser mais preciso.
											E quanto mais aprendermos
											mais seremos confrontados
com decisões
											que nunca tivemos que enfrentar
até agora,
											sobre a vida,
											sobre a morte,
											sobre a paternidade.
											Nesta conversa,
									","
											Bu, konuşmamın konusu değil,
											çünkü daha öğreneceğiz.
											Bu konu üzerine dünyada çok iyi
mantık yürütenler var.
											Tahminler daha iyi hâle gelecek,
											model daha kesinleşecek.
											Öğrendikçe; hayat hakkında,
ölüm hakkında,
											ebeveynlik hakkında 

											daha önce hiç
											karşılaşmadığımız sorularla
											karşılaşmak zorunda
											kalacağız.
									","
											Das ist nicht das Thema meines Vortrags,
											weil wir mehr erfahren werden.
											Die besten Köpfe auf der Welt
sind an diesem Thema dran.
											Die Vorhersagen werden besser werden,
											die Modelle werden präziser werden.
											Je mehr wir erfahren,
											desto mehr werden wir
mit Entscheidungen konfrontiert,
											die wir vorher nicht treffen mussten:
											Über das Leben,
											über den Tod,
											über Elternschaft.
									","
											Et ce n'est pas le sujet
de mon intervention,
											car on en saura plus à l'avenir.
											Les meilleurs cerveaux de la planète
travaillent sur ces sujets.
											Les prédictions vont s'améliorer,
											le modèle va devenir plus précis.
											Et plus on apprendra,
											plus l'on se retrouvera devant des choix
que nous n'avons jamais eus à faire avant
											sur la vie,
											sur la mort,
											sur l'éducation parentale.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											So, we are touching the very
inner detail on how life works.
											And it's a revolution
that cannot be confined
											in the domain of science or technology.
											This must be a global conversation.
											We must start to think of the future
we're building as a humanity.
											We need to interact with creatives,
with artists, with philosophers,
											with politicians.
											Everyone is involved,
											because it's the future of our species.
											Without fear, but with the understanding
											that the decisions
that we make in the next year
											will change the course of history forever.
									","
											estamos a tocar no pormenor mais íntimo
de como a vida funciona.
											É uma revolução que não se pode limitar
											ao domínio da ciência ou da tecnologia.
											Tem que ser uma conversa global.
											Precisamos de começar a pensar no futuro
											que estamos a construir
enquanto Humanidade.
											Precisamos de interagir
com pessoas criativas,
											com artistas, com filósofos,
com políticos.
											Todos estão envolvidos,
											porque trata-se do futuro
da nossa espécie.
											Sem medo, mas com a compreensão
											de que as decisões 
que tomarmos no próximo ano
											alterarão o curso da História para sempre.
									","
											Yani hayatın nasıl işlediği hakkında
bayağı bir ince detaya iniyoruz.
											Bu, bilim ya da teknoloji alanlarıyla
											sınırlandırılamayacak kadar 
büyük bir devrim.
											Bu, küresel bir konu olmalı.
											İnsanlık olarak inşa ettiğimiz
geleceği düşünmeye başlamak zorundayız.
											Yaratıcı kişilerle, sanatçılarla,
filozoflarla, politikacılarla
											irtibat kurmalıyız.
											Herkes bu işin içinde,
											çünkü bu bizim türümüzün geleceği.
											Gelecek yıl, korkusuzca ve anlayarak
											vereceğimiz kararlar
											tarihin gidişatını 
sonsuza dek değiştirecek.
									","
											Wir berühren den innersten Ausschnitt
der Funktionsweise des Lebens.
											Es ist eine Revolution,

											die nicht auf das Gebiet der Wissenschaft
oder der Technologie begrenzt werden kann.
											Das muss eine weltweite Diskussion geben.
											Wir müssen über die Zukunft
unserer Menschheit nachdenken.
											Wir müssen mit Kreativen,
Künstlern, Philosophen,
											mit Politikern den Austausch suchen.
											Jeder ist beteiligt,
											weil es um die Zukunft unserer Art geht.
											Ohne Angst, aber mit der Erkenntnis,
											dass die Entscheidungen,
die wir in den nächsten Jahren treffen,
											den Gang der Geschichte
für immer verändern.
									","
											Nous touchons donc aux détails intimes
du fonctionnement de la vie.
											Et c'est une révolution
qui ne peut pas être confinée
											au domaine de la science
ou des technologies.
											Ceci doit être une conversation globale.
											Nous devons réfléchir à l'avenir
que nous construisons tous.
											Nous devons interagir avec
les créateurs, les artistes,
											les philosophes et les politiciens.
											Chacun est impliqué
car il s'agit de l'avenir de notre espèce.
											Sans peur, mais en comprenant
											que les décisions que nous prendrons
durant l'année à venir
											changeront pour toujours
le cours de l'histoire.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											Thank you.
									","
											Obrigado.
									","
											Teşekkürler.
									","
											Danke.
									","
											Merci.
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
"
","
","
","
","
",How to read the genome and build a human being,Riccardo Sabatini,15:28,"biology,choice,complexity,biotech,DNA,genetics,disease,future,humanity,health,medical research,identity,medicine,nature,potential,science,technology,machine learning"
