fr,en,de,tr,es,title,speaker,duration,tags
"
											ED: Bien, bien.
											Alors, ""J'ai vu de nombreux trains et aussi roulé dans un d'eux.
											J'espère que tu as passé un bon moment chez Buddy pour sa fête.""
											Bien les gars, vous êtes bons !
											Donc, ma mère et Charles entretenaient cette relation affectueuse,
											et s'envoyaient l'un l'autre ce genre de choses .
											Et ça aussi, ça fait partie du truc, vous savez,
											ils avaient l'habitude de dire : ""Prenez votre plaisir avec sérieux.""
									","
											ED: Okay, good.
											So, ""I saw many trains and also rode on one.
											I hope you had a nice time at Buddy's party.""
											So you guys did pretty good, cool.
											So my mom and Charles had this great relationship
											where they'd send those sorts of things back and forth to one another.
											And it's all part of the, you know,
											they used to say, ""Take your pleasure seriously.""
									","
											ED: Okay, gut.
											Also, ""Ich sah viele Züge und bin auch mit einem gefahren.
											Ich hoffe du hattest eine gute Zeit auf Buddys Party.
											Ihr wart ziemlich gut, cool.
											Meine Mutter und Charles hatten eine tolle Beziehung,
											wo sie solche Dinge hin und her geschickt haben.
											Das ist alles Teil von, ihr wisst schon,
											man sagt dazu ""Nimm das Vergnügen ernst.""
									","
											ED: Tamam, peki.
											Sonuç olarak ""Birçok tren gördüm ve birine bindim.
											Umarım arkadaşının partisinde iyi vakit geçirmişsindir.""
											Aferin, iyi buldunuz.
											Annem ve Charles'ın harika bir ilişkisi vardı
											birbirlerine bu tarz şeyleri gönderirlerdi.
											Bu biraz da şu anlama geliyor,
											şöyle derlerdi ""Eğlenceni ciddiye al""
									","
											ED: Vale, muy bien.
											Así que ""Yo vi muchos trenes y también me monté en uno.
											Espero que hayas pasado un buen momento en la fiesta de Buddy"".
											Así que a ustedes les fue muy bien, estupendo.
											Mi madre y Charles tuvieron una relación grandiosa
											donde se enviaban esas clase de cosas el uno al otro.
											y es todo parte de, ya saben,
											como solían decir: ""Toma tu placer en serio"".
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											Là, ce sont quelques images d'un de mes projets
											appellé Kymaerica.
											C'est en quelque sorte un univers alternatif.
											C'est une sorte d'une ré-interprétation du paysage.
											Ces plaques sont des plaques que nous avons installées en Amérique du Nord.
											Nous en mettre six au Royaume Uni la semaine prochaine.
											Et ils commémorent dans le monde linéaire des événementsde l'univers fictif.
											Alors, bien sûr, puisqu'elles sont en bronze alors ça doit être vrai.
									","
											These are some images from a project of mine
											that's called Kymaerica.
											It's sort of an alternative universe.
											It's kind of a reinterpretation of the landscape.
											Those plaques are plaques we've been installing around North America.
											We're about to do six in the U.K. next week.
											And they honor events in the linear world from the fictional world.
											So, of course, since it's bronze it has to be true.
									","
											Das sind einige Bilder von einem meiner Projekte,
											es heisst Kymaerica.
											Das ist eine Art Alternativuniversum.
											Es ist eine Art Neuinterpretation der Landschaft.
											Das sind Gedenktafel, die wir in Nordamerika installiert haben.
											Wir werden nächste Woche 6 in Grossbritannien ausstellen.
											Und sie gedenken Ereignisse in der Linearwelt von der fiktionalen Welt.
											Und natürlich, da sie aus Bronze sind, müss es wahr sein.
									","
											Bunlar benim bazı projelerimden kesitler,
											adı Kymaerica.
											Biraz alternatif bir evren.
											Biraz da manzaranın farklı yorumlanması.
											Bunlar Kuzey Amerika'ya monte ettiğim plaklar.
											Önümüzdeki hafta İngiltere'de altı tane yapacağız.
											Onlar gerçek dünyadaki olayları sanal dünyadan onurlandırıyorlar.
											Bronz olduğu için de gerçek olması gerekir.
									","
											Estas son algunas imágenes de un proyecto mío
											que se llama Kymaerica.
											Es una especie de universo alternativo.
											Es de alguna manera una reinterpretación del paisaje.
											Aquellas placas son placas que hemos estado instalando alrededor de Norte América.
											Estamos cerca de hacer seis en Reino Unido la próxima semana.
											Y ellos honran acontecimientos en el mundo lineal del mundo ficticio.
											Así que, por supuesto, como es bronce tiene que ser cierto.
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											Vidéo: ""Kymaerica, avec tes cascades,
											tombant à travers nos ...""
									","
											Video: Kymaerica with waterfalls,
											tumbling through our —
									","
											Video: ♫Kymaerica mit den Wasserfällen,♫
											♫die durch unser –♫
									","
											Video: Şelalelerle Kymaerica,
											dünyanızın üzerinde yuvarlanıyor —
									","
											Vídeo: Kymaerica con cascadas,
											derribando nuestro —
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											ED: Il s'agit d'une chanson traditionnelles Kymaericaine.
											Et nous avons eu un concours d'orthographe à Paris, en Illinois.
									","
											ED: This is one of the traditional Kymaerican songs.
											And so we had spelling bees in Paris, Illinois.
									","
											ED: Das ist eines der traditionellen kymaericanische Lieder.
											Und wir hatten Buchstabierwettbewerb in Paris, Illinois.
									","
											ED: Bu Kymaerican geleneksel şarkılarından biri.
											Paris, İllinois'de heceleme yarışması yaptık.
									","
											ED: Esta es una de las canciones tradicionales kymaericanas.
											Y entonces tuvimos el concurso de deletreo ""Spelling bees"" en París, Illinois.
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											Vidéo: ton mot [a épeler] est ""Caroline du Nord"".
									","
											Video: Your word is N. Carolina.
									","
											Video: Dein Wort ist N. Carolina.
									","
											Video: Senin sözcüğün N. Carolina.
									","
											Vídeo: Tu palabra es N. Carolina.
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											Girl: Y-I-N-D-I-A-N-A.
									","
											Girl: Y-I-N-D-I-A-N-A.
									","
											Mädchen: Y-I-N-D-I-A-N-A.
									","
											Kız: Y-İ-N-D-İ-A-N-A.
									","
											Chica: Y-I-N-D-I-A-N-A
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											ED: Et puis Embassy Row qui est un site historique.
											Parce que, dans l'histoire Kymaericaine,
											C'est là que commença la diaspora parisienne , là où est l'ambassade.
											Vous pouvez réellement effectuer cette visite et vivre là
											cette expérience de fiction, en trois dimensions.
											Et la ville a vraiment accroché.
											Nous avons organisé le concours d'orthographe en liaison avec le Club de Gwomeus.
									","
											ED: And then Embassy Row is actually a historical site,
											because in the Kymaerican story
											this is where the Parisian Diaspora started, where there embassy was.
											So you can actually visit and have this three-dimensional
											fictional experience there.
											And the town has really embraced it.
											We had the spelling bee in conjunction with the Gwomeus Club.
									","
											ED: Und dann Embassy Row ist eigentliche eine historische Stätte.
											Da in der kymaericanischen Geschichte
											die Pariser Diaspora hier ihren Anfang genommen hat, wo die Botschaft gestanden hat.
											Also kan man wirklich zu Besucht kommen und ein dreidimensionales
											fiktionales Erlebnis hier haben.
											Und das Dorf hat es wirklich mit offenen Armen empfangen.
											Wir hatten den Buchstabiertwettbewerb in Verbindung mit dem Gwomeus Club.
									","
											ED: Ve sonra Embassy Row aslında gerçekten tarihsel bir alan,
											çünkü Kymaerican hikayesinde
											Paris Diasporası orada, elçiliğin olduğu yerde başladı.
											Oraya gidip bu üç boyutlu
											hayal ürününü yaşayabilirsiniz.
											Kasaba bunu benimsedi.
											Gwomeus Kulübü ile birlikte bir heceleme yarışması da düzenledik.
									","
											ED: Y entonces, Fila de la Embajada es de hecho un sitio histórico.
											Porque en la historia kymaericana
											aquí es donde la Diáspora Parisina comenzó, donde estaba la embajada.
											Así que se puede visitar y tener esta experiencia
											ficticia tridimensional.
											Y el pueblo realmente lo ha asimilado.
											Tuvimos el concurso de deletreo con el Club Gwomeus.
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											Mais ce qui est vraiment cool, c'est que nous prenons notre environnement visuel
											comme inévitable. Ce qu'il n'est pas.
											D'autres choses auraient pu arriver. Les Japonais auraient pu découvrir Monterey.
											Et nous aurions pu naître il y a 100.000 ans.
											Et il ya beaucoup de choses amusantes. Ici, le Musée du Banc.
											Ils ont des cartes à échanger.
											Et toutes sortes de trucs chouettes.
											Et vous êtes pris au piège dans la texture de Kymaerica.
											Les Tahatchabe, la grande culture des constructeurs routiers.
											Un gars nommé Nobu Naga,
											la soi-disant japonais Colomb.
											Mais maintenant, je vais vous renvoyer au monde réel.
									","
											But what is really cool is that we take our visual environment
											as inevitable. And it's not.
											Other things could have happened. The Japanese could have discovered Monterey.
											And we could have been born 100,000 years ago.
											And there are a lot of fun things. This is the Museum of the Bench.
											They have trading cards
											and all sorts of cool things.
											And you're kind of trapped in the texture of Kymaerica.
											The Tahatchabe, the great road building culture.
											A guy named Nobu Naga,
											the so-called Japanese Columbus.
											But now I'm going to return you to the real world.
									","
											Aber was wirklich cool ist, ist dass wir unsere visuelles Umgebung
											als zwangsläufig betrachten. Aber dem ist nicht so.
											Andere Dinge hätten passieren können. Die Japaner hätten Monterey entdecken können.
											Und wir hätte 100,000 Jahre früher auf die Welt kommen können.
											Und da sind eine ganze Menge spassige Dinge. Das ist das Museum der Parkbank.
											Sie haben Tauschkarten.
											Und alles mögliche an coolen Sachen.
											Und man ist wir gefangen in der Textur von Kymaerica.
											Der Tahatchabe, die grosse Strassenbaukultur.
											Ein Typ mit dem Namen Nobu Naga,
											der sogenannte janpanische Kolumbus.
											Aber ich werde euch jetzt der realen Welt zurückführen.
									","
											Asıl harika olan görsel çevremizi kaçınılmaz olarak algılıyoruz.
											Aslında böyle değil.
											Başka şeyler de olabilirdi. Japonlar Monterey'i keşfedebilirlerdi.
											Yüz bin sene önce doğabilirdik.
											Orada birçok eğlenceli şey var. Bu Bank Müzesi.
											Orada oyun kartları
											ve birçok hoş şeyler var.
											Kymaerica'da tuzağa düşürülmüş gibisiniz.
											Tahatchabe, harika yol yapımı kültürü.
											Nobu Naga adında bir adam,
											Japonya'nın Kolombus'u.
											Şimdi sizi gerçek dünyaya geri getiriyorum.
									","
											Pero lo realmente interesante es que consideramos nuestro ambiente visual
											como algo inevitable. Y no lo es.
											Otras cosas pudieron haber pasado. Los japoneses podrían haber descubierto Monterrey.
											Y nosotros podríamos haber nacido hace 100.000 años.
											Y hay muchas cosas divertidas. Este es el Museo del Banco.
											Tienen tarjetas coleccionables.
											Y toda clase de cosas interesantes.
											Y están un poco atrapados en la textura de Kymaerica.
											El Tahatchabe, la gran cultura de edificio de camino.
											Un tipo llamado Nobu Naga,
											también llamado el Colón Japonés.
											Pero ahora los voy a traer de vuelta al mundo real.
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											Et voici Cranbrook. J'ai une véritable friandise pour vous.
											Qui est le premier film que Charles ait jamais fait.
											Alors regardons cela. Personne ne l'a jamais vu.
											Cranbrook est très généreux de nous laisser le montrer ici pour la première fois.
											C'est un film sur Maya Gretel, une céramiste célèbre, professeur à Cranbrook.
											Et il l'a fait pour l'exposition 1939 de l'École.
											Film muet. Nous n'avons pas de bande-son pour le moment.
											Très simple. C'est juste un début. Mais c'est ce truc d' ""apprendre par la pratique"".
											Vous voulez apprendre à faire des films? Faites un film.
											Et vous essayez quelque chose.
									","
											And this is Cranbrook. I've got a real treat for you,
											which is the first film that Charles ever made.
											So let's watch that. Nobody's ever seen it.
											Cranbrook is very generous to let us show it for the first time here.
											It's a film about Maya Gretel, a famous ceramicist, and a teacher at Cranbrook.
											And he made it for the 1939 faculty exhibition.
											Silent. We don't have a track for it yet.
											Very simple. It's just a start. But it's that learn-by-doing thing.
											You want to learn how to make films? Go make a movie.
											And you try something out.
									","
											Und das ist Cranbrook. Ich habe einen echten Leckerbissen für euch.
											Es ist der erste Film, den Charles je gemacht hat.
											Lass ihn uns anschauen. Niemand hat es je gesehen.
											Cranbrook ist sehr grosszügig, dass er ihn uns hier zum ersten Mal zeigen lässt.
											Es ist ein Film über Maya Gretel, eine bekannte Keramikkünstlerin, und Lehrerin am Cranbrook.
											Er hat es für die Fachausstellung 1939 gemacht.
											Es ist stumm, wir haben noch keine Tonspur dafür.
											Sehr einfach. Es ist nur ein Anfang. Aber es ist learn-by-doing.
											Wollt ihr wissen wie man Filme macht? Geht und macht einen.
											Und ihr probiert etwas aus.
									","
											Bu Cranbrook. Bu sizin hoşunuza gidecek,
											Charles'in yaptığı ilk film.
											Şimdi izleyelim. Bunu daha önce hiç kimse görmedi.
											Cranbrook bunu burada ilk defa görmemize izin verdiği için çok cömert.
											Maya Gretel hakkında bir film. Kendisi bir seramikçi ve Cranbrook'ta bir öğretmen.
											Onu ilk defa 1939 fakülte sergisi için yaptı.
											Sessiz. Henüz bunun için bir parçamız yok.
											Çok basit. Sadece başlangıç. Fakat yaparak öğrenme şeylerinden.
											Nasıl film yapıldığını mı öğrenmek istiyorsunuz? O zaman film yapın.
											Bir şeyler deneyin.
									","
											Y esto es Cranbrook. Tengo una sorpresa para Uds.
											¿Cuál fue la primera película que hizo Charles?
											Así que veámosla. Nadie la ha visto.
											Cranbrook es muy generoso por dejarnos mostrarla por primera vez aquí.
											Es una película acerca de Maya Gretel, una famosa ceramicista, y profesora en Cranbrook.
											Y la hizo para la exhibición de la facultad en 1939.
											En Silencio. No tenemos una canción todavía.
											Muy simple. Es solo un inicio. Pero es una de esas cosas que se aprenden haciéndolas.
											¿Quieres aprender cómo hacer películas? Ve y haz una.
											E intenta algo.
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											Mais voici ce qui est vraiment super.
											Vous voyez ce fauteuil là-bas? L'orange? C'est le fauteuil organique. 1940.
											Dans le même temps que Charles faisait cette chaise,
											il faisait ce film.
											Mon idée, c'est que ce champ de vision, cette vision holistique
											du design, était en eux depuis le début.
											Ce n'était pas ""Oh, nous avons fait quelques chaises et obtenu du succès.
											Maintenant, nous allons faire des films. ""
											Ça a toujours fait partie de la façon dont ils regardaient le monde. Et c'est ça qui est vraiment puissant.
											Et je pense que nous tous dans cette salle, quand vous mettez en avant le design,
											il ne s'agit pas de ne faire qu'une seule chose.
											C'est aussi la façon dont vous abordez les problèmes. Et il y a cette grande et belle interconnexion
											entre le design, le business et le monde.
											Donc nous allons voir le dernier clip.
											Et je vous ai montré quelques-unes des images. Je veux simplement mettre l'accent sur le son, maintenant.
											C'est la voix de Charles.
									","
											But here is what's really great.
											See that chair there? The orange one? That's the organic chair. 1940.
											At the same time that Charles was doing that chair,
											he was doing this film.
											So my point is that this scope of vision, this holistic vision
											of design, was with them from the beginning.
											It wasn't like ""Oh, we made some chairs and got successful.
											Now we're going to do some movies.""
											It was always part of how they looked at the world. And that's what's really powerful.
											And I think that all of us in this room, as you move design forward,
											it's not about just doing one thing.
											It's about how you approach problems. And there is this huge, beautiful commonality
											between design, business and the world.
											So we're going to do the last clip.
											And I've shown you some of the images. I just want to focus on sound now.
											So this is Charles' voice.
									","
											Aber hier ist, was wirklich grossartig ist.
											Seht ihr diesen Stuhl da? Den orangenen? Das ist der Organic Chair. 1940.
											Zur gleichen Zeit als Charles den Stuhl gemacht hat,
											hat er auch diesen Film gemacht.
											Was ich damit aufzeigen will, ist die Bandbreite der Vision, der ganzheitlichen Vision
											des Designs, war von Anfang an dabei.
											Es war nicht àla ""Oh, wir haben einpaar Stühle gemacht und sind erfolgreich damit
											und jetzt machen wir Filme.""
											Es war schon immer Teil deren Betrachtungsweise der Welt. Und das ist wirklich gewaltig.
											Und ich denke, dass wir alle in diesem Raum, wenn man Design vorwärts treibt,
											geht es nicht darum nur eine Sache zu tun.
											Es geht darum wie man Probleme angeht. Und da ist diese grosse, wunderschöne Gemeinsamkeit
											zwischen Design, das Wirtschaftsleben und die Welt.
											Jetzt sehen wir den letzten Clip.
											Ich habe euch schon einige der Bilder gezeigt. Jetzt möchte ich mich auf die Tonspur konzentrieren.
											Das ist Charles Stimme.
									","
											Burası gerçekten harika.
											Oradaki sandalyeyi görüyor musunuz? Turuncu olanını ? 1940'ta yapılmış organik sandalye.
											Charles bu filmi çekerken aynı zamanda
											o sandalyeyle uğraşıyordu.
											Bence onlar bu bakış açısına, kutsal bakış açısına
											başından beri sahiplerdi.
											Yani şöyle değildi ""Birkaç tane sandalye yaptık ve başarılı olduk.
											Şimdi de biraz film yapalım.""
											Bu onların dünyaya nasıl baktıklarının bir parçasıydı. Bence bu çok güçlü.
											Ve bence bu odadaki hepimizde bu var, tasarımı ileri götürdükçe,
											sadece tek şey yapmak değil.
											Bu problemlere nasıl yaklaştığınız. Ve bu büyük resimde,
											tasarımda, iş hayatında ve dünyadaki ortak nokta.
											Bu son kaydı göreceğiz.
											Size bazı resimler gösterdim. Şimdi sese odaklanmak istiyorum.
											Bu Charles'in sesi.
									","
											Pero aquí viene lo realmente grandioso.
											¿Ves esa silla de ahí? ¿La anaranjada? Esa es la silla orgánica. 1940.
											Al mismo tiempo que Charles estaba haciendo esa silla,
											estaba haciendo esta película.
											Lo que quiero decir es que esta visión, la visión holística
											de diseño, estaba con ellos desde el principio.
											No es que hiciéramos algunas sillas, fueran un éxito y
											ahora fuéramos a hacer algunas películas"".
											Fue siempre parte de cómo ellos miraban el mundo. Y eso fue realmente poderoso.
											Y pienso que todos nosotros en este salón, a medida que avanzamos en el diseño,
											no se trata de hacer una cosa.
											Se trata de cómo abordas los problemas. Y está esa inmensa y hermosa cosa en común
											entre diseño, negocios y el mundo.
											Así que veremos el último clip.
											Y les he mostrado algunas de las imágenes. Sólo quiero centrarme en el sonido ahora.
											Así que esta es la voz de Charles.
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											Charles Eames: En Inde, les sans caste, et le plus basses castes,
											mangent très souvent, surtout dans le sud de l'Inde,
											ils mangent dans une feuille de bananier.
											Et ceux un peu plus haut dans l'échelle sociale
											manger dans une sorte de plat de céramique grossière.
											Et un peu plus haut, quand il y a un glaçage
											sur une ce qu'ils appellent un thali.
											Si vous êtes encore un peu plus haut dans l'échelle,
											ce sera dans un thali de laiton.
											Et puis, on peut commencer à se poser des questions.
											Il existe des choses comme des thalis en plaqué argent.
											Et il y a des thalis en argent massif.
											Et je suppose qu'il doit bien exister un dingo qui possède
											un thali en or pour manger dedans.
									","
											Charles Eames: In India, those without, and the lowest in caste,
											eat very often, particularly in southern India,
											they eat off of a banana leaf.
											And those a little bit up the scale
											eat off of a sort of a low-fired ceramic dish.
											And a little bit higher, why they have a glaze
											on a thing they call a thali.
											If you're up the scale a little bit more,
											why, a brass thali.
											And then things get to be a little questionable.
											There are things like silver-plated thalis.
											And there is solid silver thalis.
											And I suppose some nut has had a
											gold thali that he's eaten off of.
									","
											Charles Eames: In Indien, diejenigen ohne und in den tiefsten Kaste
											essen sehr oft, vor allem in Südindien,
											von Bananenblättern.
											Und diejenigen etwas höher auf der Skala
											essen von einer Art niedrig-gebranntem Keramikgeschirr.
											Und noch etwas höher, haben sie eine Glasur
											auf etwas, das sie Thali nennen.
											Und wenn man noch etwas höher auf der Skala steht,
											ein Kupferthali.
											Und dann werden die Dinge etwas fragwürdig.
											Da gibt es Dinge wie Silberüberzogene Thalis.
											Und dann gibt es gediegene Silberthalis.
											Und ich denke irgendsoeine Nuss hatte
											ein goldenes Thali von dem er gegessen hat.
									","
											Charles Eames: Hindistan'da, en düşük kasttakiler,
											özellikle Güney Hindistan'da çok sık yerler,
											muz yaprağından yerler.
											Biraz daha üst kasttakiler
											düşük ısıda ısıtılmış seramik kaplardan yerler.
											Biraz daha üsttekiler, thali dedikleri daha çok ısıtılmış
											şeyde yerler.
											Daha da üstteyseniz
											pirinç thalide yersiniz.
											Sonra işler biraz daha karışır.
											Gümüş kaplanmış thaliler vardır.
											Tamamen gümüşten yapılmış thaliler vardır.
											Eminim tamamen altından bir thaliden
											yiyen bir çatlak da vardır.
									","
											Charles Eames: En India, aquellos que carecen y que están en el más bajo estatus,
											comen, muy a menudo, particularmente en el sur de la India,
											comen de una hoja de plátano.
											Y aquellos un poco más arriba en la escala
											comen de una clase de plato de cerámica de bajo fuego.
											Y un poco más arriba de la escala, tienen un barniz
											en una cosa que ellos llaman ""thali"".
											Si estás un poco más arriba en la escala,
											por qué, un latón thali.
											Y luego las cosas se vuelven un poco cuestionables.
											Hay cosas como thalis plateados.
											Y hay thalis de plata sólido
											Y supongo que algún chiflado ha tenido un
											thali de oro del que ha comido.
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
											Mais vous pouvez aller plus loin.
											Et les gars qui ont non seulement les moyens,
											mais aussi atteint un certain degré de connaissance et de compréhension,
											passent à l'étape suivante, et ils mangent dans une feuille de bananier.
											Et je pense qu'en ces temps
											quand on tombe et qu'on recouvre ses esprits,
											alors, d'une manière ou d'une autre,
											la parabole de la feuille de bananier
											a plutôt l'air de marcher ici aussi.
											Parce que je ne suis pas prêt à dire
											que la feuille de bananier dans laquelle celui-ci mange
											est la même que celle dans laquelle l'autre mange.
											Mais c'est le processus qui s'est passé au coeur de l'homme,
											qui transforme la feuille de bananier.
									","
											But you can go beyond that.
											And the guys that have not only means,
											but a certain amount of knowledge and understanding,
											go to the next step, and they eat off a banana leaf.
											And I think that in these times
											when we fall back and regroup,
											that somehow or other,
											the banana leaf parable
											sort of got to get working there,
											because I'm not prepared to say
											that the banana leaf that one eats off of
											is the same as the other eats off of.
											But it is that process that has happened within the man
											that changes the banana leaf.
									","
											Aber man kann noch darüber hinaus gehen.
											Und die Typen, die nicht nur Geldmittel hatten,
											sonder auch ein gewisses Mass an Wissen und Verständnis
											gehen zum nächsten Schritt über und essen von einem Bananenblatt.
											Und ich denke dass in diesen Zeiten,
											wenn wir zurückfallen und uns wieder sammeln,
											dass auf die eine Art oder andere
											die Bannenblattparabel
											hier zutrifft.
											Weil ich nicht bereit bin zu sagen,
											dass das Bananenblatt, von dem man isst
											ist dasselbe Blatt von dem andere essen.
											Aber es ist dieser Prozess, der innerhalb des Menschen stattfand,
											der das Bananenblatt verändert.
									","
											Bunun daha da ötesine gidebilirsiniz.
											Sadece durumu iyi olan değil
											ama belirli bir miktarda bilgiye ve anlayışa sahip olanlar da
											muz yaprağından yiyorlar.
											Ve bence bu zamanlarda
											geride kalıp yeniden gruplaştığımızda
											bu şekilde ya da diğer şekilde,
											muz yaprağı benzetmesinin
											bir amacı var,
											çünkü size
											birisinin muz yaprağının
											diğerinin kullandığı araçtan daha üstün olduğunu söylemeyeceğim.
											Fakat bu muz yaprağını değiştiren süreç
											insanın içinde oluyor.
									","
											Pero puedes ir más allá.
											Y los hombres que no sólo tienen medios,
											sino una cierta cantidad de conocimiento y entendimiento,
											van al siguiente paso, y comen de una hoja de plátano.
											Y creo que en estos tiempos
											cuando volvemos atrás y nos reagrupamos,
											de una manera u otra,
											la parábola de la hoja de plátano
											de alguna manera tiene que funcionar.
											Porque no estoy preparado para decir
											que la hoja de plátano de la que come uno
											es la misma de la que comen otros.
											Pero es ese el proceso que ha pasado dentro del hombre
											que cambia la hoja de plátano.
									",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
"
","
","
","
","
",The design genius of Charles + Ray Eames,Eames Demetrios,15:08,"children,creativity,design,film,product design"
