en,tr,pt,de,fr,title,speaker,duration,tags
"
											Now, what are the obligations?
											And here, for me,
it gets really interesting,
											and it deviates very much
from your typical image of the alpha male.
											The alpha male
has two sorts of obligations.
											One is to keep the peace in the group.
											We call that the control role,
											to control fights in the group,
											and the second is to be the most empathic,
											the consoler in chief, basically,
of the nation, so to speak.
									","
											Zorunluluklar neler?
											Bu aşamayı hep ilginç bulmuşumdur,
											aklınıza yerleşmiş klasik alfa algısından
o kadar çok farklılık gösteriyor ki.
											Alfa erkeğin iki zorunluluğu var.
											Birincisi grupta barışı sağlamak.
											Buna kontrol görevi diyoruz,
											gruptaki kavgalar kontrol ediliyor.
											İkincisi de empati kurmak,
											tıpkı bir milletin barış elçisi gibi.
									","
											Quais são as suas obrigações?
											Para mim, as coisas aqui
tornam-se muito interessantes
											e desviam-se muito da imagem típica
do macho alfa.
											O macho alfa tem dois tipos
de obrigações.
											Uma é manter a paz no grupo.
											Chamamos-lhe o papel de controlo,
											controlar as lutas dentro do grupo.
											O segundo é mostrar empatia,
											ser o chefe consolador da nação,
por assim dizer.
									","
											Was sind die Verpflichtungen?
											Hier wird es für mich sehr interessant
											und weicht sehr von dem typischen
Image des Alpha-Männchen ab.
											Der Alpha-Mann hat zwei Verpflichtungen.
											Eine ist, den Gruppenfrieden zu bewahren.
											Das ist die Kontrollrolle, die Kämpfe
in der Gruppe zu kontrollieren,
											und die zweite ist, der empathischste,
											sozusagen der Cheftröster
der Nation zu sein.
									","
											Maintenant, quelles sont les obligations ?
											Et ici, pour moi, 
ça devient vraiment intéressant,
											et ça change beaucoup
de l'image typique du mâle alpha
											Le mâle alpha a deux types d'obligations.
											Une est de maintenir la paix 
dans le groupe.
											C'est le rôle de contrôle,
											contrôler les luttes dans le groupe.
											Et le deuxième est d'être 
le plus empathique,
											le chef consolateur, en gros,
de la nation, si je peux dire.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											So first of all, keeping the peace.
											This is a male who stops a fight
between two females.
											Two females on the left and the right
											have been screaming and yelling
at each other over food,
											because food is very
important for the females,
											and so he stops the fight between them
and stands between them like this.
											And it's very interesting to me
that alpha males, when they do this,
											they become impartial.
											They don't support their mom
or their best buddy.
											No, no, they stop fights,
											and they come up
for the underdog in general.
											And this makes them
extremely popular in the group,
											because they provide security
											for the lowest-ranking
members of the group.
											And so they become impartial,
											which is an unusual condition
for a chimpanzee to be in,
											because they're usually
very fond of their friends and so on,
											and these alpha males
who are good at this,
											they can be very effective
at keeping the peace in the group.
									","
											Öncelikle barışı sağlamak.
											İki dişi arasındaki
kavgayı durduran bir erkek.
											Sağ ve sol taraftaki iki dişi
											yiyecek yüzünden birbirlerine
bağırıp çağırıyorlar,
											çünkü yiyecek dişiler için çok önemli,
											alfa erkek kavgayı durdurup
aralarında bu şekilde duruyor.
											Aslında çok ilginç,
alfa erkekleri bunu yaptıklarında
											tarafsız oluyorlar.
											Annelerini veya en iyi 
arkadaşlarını savunmuyorlar.
											Kavgaları durduruyorlar
											ve genelde zayıf olanlara
destek çıkıyorlar.
											Bu da onları grupta
oldukça popüler yapıyor,
											çünkü grubun en düşük kıdemli üyeleri için
											güvence sağlıyorlar.
											Tarafsız olduklarından bahsettim,
											şempanzeler için pek de
alışılmış bir durum değil,
											çünkü arkadaşlarına çok düşkün olurlar vs.
											ve bu konuda iyi olan alfa erkekler
											gruptaki barışı sağlamakta da
çok etkili olabiliyorlar.
									","
											Primeiro que tudo, manter a paz.
											Este é um macho que impede
uma luta entre duas fêmeas.
											Duas fêmeas, à esquerda e à direita,
											andavam aos gritos uma com
a outra, por causa da comida,
											porque a comida
é muito importante para as fêmeas.
											Ele impede a luta entre elas
e mete-se no meio, assim.
											Acho muito interessante
que os machos alfa, quando fazem isto,
											são imparciais.
											Não defendem a mãe
nem o seu melhor amigo.
											Não, impedem as lutas
											e geralmente, protegem
os menos favorecidos.
											Isto torna-os muito populares
dentro do grupo,
											porque proporcionam segurança
											para os membros do grupo
de posição mais baixa.
											São imparciais,
											o que é uma situação invulgar
para um chimpanzé,
											porque, habitualmente, são 
muito solidários com os amigos.
											Estes machos alfa
que são bons nisso,
											podem ser muito eficazes
em manter a paz no seio do grupo.
									","
											Also vor allem den Frieden bewahren.
											Hier beendet ein Männchen
einen Kampf zwischen zwei Frauen.
											Zwei Frauen, links und rechts,
											haben sich über das Essen
gestritten und geschrien,
											weil Essen für die Frauen
sehr wichtig ist,
											und so stoppt er den Kampf zwischen
ihnen und steht zwischen ihnen.
											Ich finde es sehr interessant,
dass Alpha-Männer, wenn sie das tun,
											unparteiisch werden.
											Sie halten nicht zu ihrer Mutter
oder dem besten Kumpel.
											Nein, sie beenden Kämpfe,
											sie unterstützen den Außenseiter.
											Das macht sie extrem
beliebt in der Gruppe,
											weil sie Sicherheit
											für die untersten Mitglieder
der Gruppe bieten.
											Und so werden sie unparteiisch,
											eine ungewöhnliche Eigenschaft
für einen Schimpansen,
											weil sie normalerweise ihre
Freunde sehr mögen und so weiter,
											und Alpha-Männchen, die gut darin sind,
											können sehr effektiv 
den Frieden in der Gruppe bewahren.
									","
											Alors premièrement, maintenir la paix.
											C'est un mâle qui arrête une bagarre
entre deux femelles.
											Deux femelles à gauche et à droite
											se crient dessus pour de la nourriture,
											car la nourriture est importante
pour les femelles.
											Alors il arrête la bagarre entre elles
et se met entre elles comme ceci.
											Et je trouve ça très intéressant, 
quand les mâles alpha font ça,
											ils deviennent impartiaux.
											Ils ne soutiennent ni leur mère 
ni leur meilleur ami -
											non, non, ils arrêtent les bagarres,
											et ils soutiennent l'opprimé en général.
											Et ça les rend très populaires 
dans le groupe
											parce qu'ils offrent de la sécurité
											aux membres les plus bas du classement.
											Alors ils deviennent impartiaux,
											ce qui est un état inhabituel 
pour un chimpanzé
											parce qu'ils sont normalement
très attachés à leurs amis.
											Les mâles alpha qui sont très bons à ça
											peuvent être très efficaces
pour maintenir la paix.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											And the second thing they do
is they show empathy for others.
											Now, I do an enormous amount
of research on empathy,
											and I don't have time to go into it,
											but empathy is nowadays a topic
that we study in rodents and dogs
											and elephants and primates,
											all sorts of animals.
											And what you see here is two bonobos.
											The one in front
											has been beaten up in a fight.
											The one in the back puts
her arms around her and consoles her.
											This is also actually how we measure
empathy in young children,
											by looking at how they respond
to distressed individuals.
											And high-ranking males,
they do a lot of this.
											High-ranking males provide an enormous
amount of comfort in the group,
											and they go to places
where there are earthquakes
											or hurricanes
											and they provide comfort.
											The pope does this.
The presidents do this.
											All the leaders in the world
have to do this job.
											The queen does it and so on.
											They all have to do this job,
											so providing consolation,
and that's a very important task.
											And males who are good at these two,
											keeping the peace and providing comfort,
											they become extremely popular leaders,
											and there's actually
some self-interest involved in it.
											They don't do it just for the group,
											because it also stabilizes their position.
											The more popular
a male becomes as alpha male
											and the more the rest of them
respects them and looks up to them,
											the better their position is defended
											in case it's going to be
challenged by somebody else,
											because then, of course, the whole group
is going to support that male
											because they want to keep
a leader who is good for them.
											So the group is usually very supportive
of males who are good leaders,
											and it's not supportive at all of bullies.
											And when bullies lose their position,
											they may end up
in a very bad situation there.
									","
											Yaptıkları ikinci şey de
diğerlerin için empati kurmak.
											Empati üzerine inanılmaz
çok araştırma yapıyorum,
											bunun derinine inecek zamanımız yok
											ama empati bugünlerde
kemirgenlerde, köpeklerde, fillerde,
											primatlarda ve daha birçok hayvan türünde
											üzerinde çalıştığımız bir konu oldu.
											Burada iki bonobo görüyorsunuz.
											Ön taraftaki
											bir kavgada yenilmiş.
											Arkada duran da kollarını
ona sarmış, onu teselli ediyor.
											Çocuklarda da empatiyi
bu şekilde ölçüyoruz,
											sıkıntılı bireylere nasıl
tepki verdiklerini inceleyerek.
											Kıdemli erkekler bunu çok sık yapıyor.
											Kıdemli erkekler grupta inanılmaz
seviyede teselli sağlıyorlar,
											deprem, fırtına gibi afetlerin yaşandığı
											yerlere gidiyorlar
											ve tesellide bulunuyorlar.
											Papa da aynını yapıyor.
Devlet başkanları da.
											Dünyadaki tüm liderler
bu işi yapmak zorunda.
											Kraliçe de yapıyor.
											Bu işten hepsi sorumlu,
											yani tesellide bulunmak
çok önemli bir görev.
											Bu iki konuda iyi olan erkekler,
											barış ve teselli konusunda,
											inanılmaz popülr liderlere dönüşüyorlar.
											İşin içinde bireysel çıkar da var.
											Bunu yalnızca grup için yapmıyorlar,
											bunu yapmak konumlarını sağlamlaştırıyor.
											Bir erkek, alfa olarak
ne kadar popüler olursa
											geri kalanlar da o derece
ona saygı duyuyor ve imreniyor,
											konumları o derece savunma kazanıyor,
											çünkü başka bir tanesi tarafından
meydan okunabilir,
											böyle bir durumda tüm grup
o erkeği savunacak
											çünkü kendileri için
iyi olan bir lider isterler.
											Yani grup iyi lider olan erkeklere
genellikle destek çıkıyor
											ve zorbalara kesinlikle arka çıkmıyor.
											Zorbalar konumlarını kaybettiklerinde
											kendilerini çok kötü
bir durumun içinde bulabilirler.
									","
											A segunda coisa que fazem
é que mostram empatia pelos outros.
											Eu faço muita investigação
sobre a empatia,
											e não tenho tempo para entrar nesta área
											mas a empatia é hoje um tópico
que estudamos nos roedores e nos cães,
											nos elefantes e nos primatas,
											em todos os tipos de animais.
											Vemos aqui dois bonobos fêmeas.
											A da frente foi derrotada numa luta.
											A que está atrás
abraça-a e consola-a.
											É assim que medimos a empatia
nas crianças,
											observando como elas reagem
às pessoas infelizes.
											Os machos de estatuto alto
fazem isto muitas vezes.
											Os machos de estatuto alto 
dispensam muito conforto ao grupo,
											vão a locais onde houve
tremores de terra
											ou furacões
											e proporcionam conforto.
											O papa faz isso,
Os presidentes fazem isso.
											Todos os líderes do mundo
têm de exercer essa função.
											A rainha faz o mesmo, etc.
											Todos têm que fazer esse papel,
											porque proporcionar consolo
é uma tarefa muito importante.
											Os machos que forem bons
nestas duas coisas,
											manter a paz e proporcionar conforto,
											tornam-se líderes
extremamente populares
											e há algum interesse pessoal
envolvido nisso.
											Não o fazem apenas pelo grupo,
											mas porque isso também
estabiliza a sua posição.
											Quanto mais popular 
for um macho alfa,
											e quanto mais os restantes
o respeitem e o venerem,
											melhor será defendida
a sua posição,
											no caso de vir a ser desafiado
por qualquer um.
											Porque, claro, todo o grupo
vai apoiar esse macho
											porque querem manter
um líder que é bom para eles.
											O grupo normalmente apoia
os machos que são bons líderes
											e não apoia minimamente os rufias.
											Quando os rufias perdem posição,
											podem acabar numa situação muito má.
									","
											Als zweites, zeigen sie
Mitgefühl für andere.
											Ich forsche sehr viel über Empathie und
ich habe keine Zeit, darauf einzugehen,
											aber Empathie ist heutzutage ein Thema,
das wir bei Nagern und Hunden untersuchen
											und Elefanten und Primaten,
											alle möglichen Tiere.
											Was Sie hier sehen, sind zwei Bonobos.
											Der eine da vorne
wurde in einem Kampf verprügelt.
											Die hintere legt ihre
Arme um sie und tröstet sie.
											So messen wir Empathie
auch bei kleinen Kindern,
											indem man sich ansieht, wie sie auf
notleidende Menschen reagieren.
											Und hochrangige Männer tun das sehr oft.
											Hochrangige Männer bieten
der Gruppe viel Trost.
											Sie gehen zu Orten, wo es Erdbeben gibt,
											oder Wirbelstürme,
											und sie bieten Trost.
											Der Papst macht das. Die Präsidenten auch.
											Alle Führer der Welt
müssen diesen Job machen.
											Die Königin macht es und so weiter.
											Sie alle müssen das tun,
											Trost spenden, und das ist
eine sehr wichtige Aufgabe.
											Männer, die diese beiden Dinge gut können,
											den Frieden bewahren und trösten,
											werden extrem populäre Führer,
											und natürlich sind da einige
Eigeninteressen involviert.
											Sie tun es nicht nur für die Gruppe,
											sondern auch, weil es
ihre Position stabilisiert.
											Je beliebter ein Männchen
als Alpha-Männchen wird,
											und je mehr der Rest sie respektiert
und zu ihnen aufschaut,
											umso besser wird ihre Position verteidigt,
											falls sie herausgefordert werden,
											weil die ganze Gruppe
dieses Männchen unterstützen wird,
											weil sie den Anführer behalten
wollen, der gut für sie ist.
											Daher unterstützt die Gruppe normalerweise
Männer, die gute Anführer sind,
											und unterstützt auf keinen Fall Tyrannen.
											Wenn Tyrannen ihre Position verlieren,
											können sie in einer sehr
schlechten Situation enden.
									","
											Et deuxièmement, ils montrent aussi 
de l'empathie envers les autres.
											Maintenant, je fais beaucoup 
de recherche sur l'empathie,
											et je ne pourrais pas tout expliquer
											mais aujourd'hui on étudie l'empathie
parmi les rongeurs et les chiens
											chez les éléphants et les primates,
											tout sorte d'animaux.
											Ce que vous voyez ici sont deux bonobos.
											Celle qui est devant
											s'est fait tabasser.
											Celle qui est à l’arrière met ses bras 
autour d'elle et la console.
											En fait, nous mesurons l'empathie 
chez les enfants comme ceci aussi,
											en regardant comment ils réagissent 
avec les individus en difficulté.
											Et les hommes hauts placés,
ils le font beaucoup.
											Les mâles hauts placés offrent 
un énorme réconfort dans le groupe,
											et ils vont là où il y a
des tremblements de terre
											ou des ouragans
											et ils apportent du réconfort.
											Le pape le fait. Les présidents le font.
											C'est le travail de tous 
les leaders du monde
											La reine le fait, etc.
											Ils doivent tous le faire.
											Alors apporter du réconfort - 
et c'est une tâche très importante.
											Et les mâles qui font bien ces deux choses
											maintenir la paix et offrir du réconfort,
											ils deviennent des leaders très populaires
											Et en fait, il y a 
de l'intérêt personnel impliqué
											Ils ne le font pas juste pour le groupe
											parce que ça stabilise
aussi leur position.
											Plus un mâle alpha devient populaire,

											et plus les autres le respectent
et l'admirent,
											et plus sa position est défendue
											au cas où elle est contestée
par quelqu'un d'autre
											parce que, alors,
le groupe entier va soutenir ce mâle
											car il veulent garder un leader
qui est bon pour eux.
											Le groupe soutient donc beaucoup
les mâles qui sont de bons leaders
											et il ne soutient pas du tout les tyrans.
											Et quand un tyran perd sa position,
											il peut finir dans une
très mauvaise situation.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											This is data actually
on the consolation behavior.
											This is data on consolation
in chimpanzees,
											and you see for the medium-
and low-ranking individuals,
											the females do more of it than the males.
											This is basically the whole community.
											And this is true for all
the mammal studies on empathy
											is that females
have more of it than males.
											But look at the alpha male.
											The alpha male does
far more than anybody else.
											And so that's the data on alpha males
being the consoler in chief, basically.
									","
											Bu verilerde teselli
davranışını görüyorsunuz.
											Şempanzeler arasındaki teselli,
											orta ve düşük kıdemli olanlara bir bakın,
											dişiler bunu erkeklerden daha çok yapıyor.
											Aslında tüm topluluğu kapsıyor.
											Bu durum memelilerde empati üzerine 
yapılan tüm araştırmalarda geçerli,
											dişiler erkeklerden 
daha çok empati sahibi.
											Ancak alfa erkeğe bir bakın.
											Alfa erkek diğer herkesten
daha çok empati kuruyor.
											Yani temelde barış elçisi görevindeki
alfa erkeklere ait veriler.
									","
											Estes são dados
sobre o comportamento de consolo.
											São dados sobre o consolo em chimpanzés.
											Vemos que, nos indivíduos
de situação baixa e média,
											as fêmeas consolam mais
do que os machos.
											Isto é, basicamente,
toda a comunidade.
											Verifica-se em todos os estudos
de mamíferos sobre a empatia.
											As fêmeas têm mais empatia
do que os machos.
											Mas olhem para o macho alfa.
											O macho alfa tem mais empatia
do que ninguém.
											Estes são os dados sobre o macho alfa
que é o consolador chefe.
									","
											Das sind Daten zum Trostverhalten.
											Dies sind Daten zum Trost bei Schimpansen.
											Hier die mittleren und
niedrigrangigen Individuen,
											die Frauen machen da mehr als die Männer.
											Das ist in allen Gemeinschaften so.
											Und für alle Säugetierstudien
über Empathie gilt,
											dass Frauen mehr davon haben als Männer.
											Beachten Sie das Alpha-Männchen.
											Das Alpha-Männchen macht
viel mehr als jeder andere.
											Das sind die Daten über Alpha-Männchen,
die im Grunde genommen die Tröster sind.
									","
											Voilà des données 
sur le comportement consolateur
											chez les chimpanzés
											et vous voyez pour les individus 
de moyen et bas classements
											que les femelles le font plus 
que les mâles
											En gros, ça, c'est la communauté entière.
											On le voit dans chaque étude
sur l'empathie des mammifères
											que les femelles en ont 
plus que les mâles.
											Mais regardez le mâle alpha.
											Le mâle alpha fait beaucoup plus 
que le reste.
											Voilà les données sur le mâle alpha
en tant que chef consolateur, en gros.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											The last thing I want to say
is something about alpha females.
											This is a picture of Mama,
the alpha female in the Arnhem zoo
											where I used to work,
											who is now all over the internet,
											I think a hundred million
clicks at the moment,
											for a video of her dying at the age of 59,
											which happened last year.
											And Mama was an absolute
centrum of the group.
											So she was not physically capable
of dominating the males.
											She ranked below the males,
but she was the center of the community,
											and if there was big trouble
in the community,
											everyone would end up in the arms of Mama.
											And so she was a very important figure.
											And so I don't want to minimize
the position of alpha females
											in the chimpanzee group.
									","
											Bahsetmek istediğim son şey
alfa dişiler hakkında.
											Mama'nın bir resmi,
Arnhem Hayvanat Bahçesi'nde alfa dişi,
											orada çalışıyordum,
											şimdi internette çok izleniyor,
											59 yaşında hayatını
kaybederken çekilmiş videosu
											sanırım şu an 100 bin kez izlendi,
											bu geçen seneydi.
											Mama kesinlikle grubun merkeziydi.
											Erkekleri domine edecek
fiziksel kapasitede değildi.
											Erkeklerden kıdemde aşağıdaydı
ama yine de yopluluğun merkeziydi
											ve toplulukta bir sorun olduğunda
											herkes soluğu Mama'nın kollarında alırdı.
											Oldukça önemli bir figürdü.
											Bu yüzden şempanze gruplarında
											alfa dişilerin konumunu
minimize etmek istemiyorum.
									","
											A última coisa que quero dizer
é uma coisa sobre as fêmeas alfa.
											Isto é uma foto de Mama,
a fêmea alfa no zoo Arnhem,
											onde eu trabalhava,
											que está agora na Internet.
											Penso que há cem milhões
de visitas neste momento
											num vídeo sobre a morte dela
aos 59 anos,
											que ocorreu no ano passado.
											Mama era um centro absoluto do grupo.
											Não tinha condições físicas
para dominar os machos.
											Tinha uma posição inferior à dos machos,
mas era o centro da comunidade.
											Se houvesse grandes problemas
na comunidade.
											todos acabavam nos braços de Mama.
											Era uma figura muito importante.
											Não quero minimizar
a posição das fêmeas alfa
											no grupo dos chimpanzés.
									","
											Schließlich möchte ich
etwas über Alpha-Frauen sagen.
											Dies ist ein Bild von Mama, 
der Alpha-Frau im Zoo von Arnheim
											wo ich früher gearbeitet habe,
die populär im Internet ist,
											ich glaube 100 Mio. Klicks im Moment,
											mit einem Video
ihres Todes im Alter von 59,
											aus dem letzten Jahr.
											Und Mama war ein absolutes
Zentrum der Gruppe.
											Sie war körperlich nicht in der Lage,
die Männchen zu dominieren.
											Sie stand unter den Männern, aber
sie war das Zentrum der Gemeinschaft,
											und nach großen Problemen
in der Gemeinschaft,
											endete jeder in den Armen von Mama.
											Deshalb war sie eine sehr wichtige Figur.
											Deshalb möchte ich die Position 
der Alpha-Weibchen nicht minimieren
											in der Schimpansengruppe.
									","
											Je vais finir avec quelque chose
sur les femelles alpha.
											Voilà une image de Mama,
la femelle alpha dans le zoo d'Arnhem
											où je travaillais avant,
											qui est partout sur internet,
											je crois 100 millions de clics à date
											pour une vidéo d'elle en train de mourir
à l'âge de 59 ans,
											l'année dernière.
											Mama était le centre absolu du groupe.
											Elle n'était pas capable
physiquement de dominer les mâles.
											Elle était classée en dessous des mâles,
mais était le centre de la communauté
											et si la communauté était en difficulté,
											tout le monde finissait 
dans les bras de Mama.
											Donc elle était une figure 
très importante.
											Donc je ne veux pas minimiser
la position des femelles alpha
											pour les chimpanzés.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											And then we have a species
that is equally close to us
											as the chimpanzee, the bonobo.
											We often forget about the bonobo,
but the bonobos have a matriarchal society
											and the alpha individual
is a female, generally.
											Generally, it's a female
who is at the top of the community,
											and we know much less
about how this is done
											and how they get to that position,
and what they do with it,
											because we know much less
about bonobos in general.
											But I do want to emphasize
											that the alpha in a group
doesn't need to be a male,
											and that actually in one
of our close relatives, it is a female.
									","
											Bir de bize eşit derecede
yakın bir tür var,
											şempanze, bonobo örneği.
											Bonoboları unutuyoruz
ama ana erkil bir topluluk yapılar var
											ve genellikle dişiler alfa oluyor.
											Genelde topluluğun başında bir dişi var
											ve bunu nasıl yaptıkları,
o konuma nasıl geldikleri
											ve işi nasıl yürüttükleri hakkında
çok daha az şey biliyoruz.
											çünkü bonobolar hakkında
çok az şey biliyoruz.
											Ama şunu vurgulamak istiyorum,
											bir gruptaki alfa
erkek olmak zorunda değil
											ve en yakın akrabalarımızdan
birinde alfa bir dişi.
									","
											Depois, temos uma espécie
que está tão perto de nós
											como os chimpanzés, são os bonobos.
											Esquecemo-nos dos bonobos,
que têm uma sociedade matriarcal
											em que o chefe alfa, geralmente,
é uma fêmea.
											Geralmente, é uma fêmea
que está no topo da comunidade.
											Sabemos muito menos
como isso acontece
											e como elas chegam a essa posição
e o que é que fazem com isso,
											porque sabemos muito menos
sobre os bonobos em geral.
											Mas quero realçar
											que o alfa num grupo
não precisa de ser um macho
											e que, num dos nossos parentes
mais próximos, é uma fêmea.
									","
											Und dann haben wir eine
Spezies, die uns ähnlich nah ist
											wie der Schimpanse, der Bonobo.
											Wir vergessen oft den Bonobo, die
eine matriarchale Gesellschaft haben,
											und das Alpha-Individuum
ist generell weiblich.
											An der Spitze der Gruppe ist
normalerweise ein Weibchen.
											Wir wissen wenig darüber,
wie das passiert,
											wie sie zu dieser Position kommen
und was sie damit machen,
											weil wir im Allgemeinen viel
weniger über Bonobos wissen.
											Aber ich möchte betonen,
											dass das Alpha in einer Gruppe
nicht männlich sein muss,
											und das es tatsächlich bei einem unserer
nahen Verwandten, eine Frau ist.
									","
											Et après nous avons une espèce
qui est aussi proche de nous
											que le chimpanzé : le bonobo.
											On oublie souvent le bonobo,
mais ils ont une société matriarcale
											et l'individu alpha est généralement 
une femelle.
											En général, c'est une femelle 
au sommet de la communauté
											et on sait peu sur
la façon dont ça advient,
											comment elles accèdent à la position
et ce qu'elles en font
											car nous savons beaucoup moins
sur les bonobos en général.
											Mais je veux souligner
											que l'alpha dans le groupe
n'est pas forcément un mâle,
											et qu'en fait, chez un de nos
parents proches, c'est une femelle.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											So the message I want to leave you with
											is that if you are looking
at men in our society
											who are the boss of, let's say,
											a family or a business
or Washington or whatever,
											you call them alpha male,
											you should not insult chimpanzees
											by using the wrong label.
									","
											Yani vermek istediğim mesaj şu,
											toplumumuzdaki erkeklere baktığınız zaman
											diyelim ki
											bir ailenin veya bir şirketin,
hatta Washington'ın lideri diyelim,
											onu alfa olarak görüyorsunuz,
											yanlış etiket kullanarak
											şempanzelere hakaret etmeyin.
									","
											A mensagem que vos quero deixar
											é que, se procurarem homens
na nossa sociedade
											que sejam os chefes,
por exemplo, duma família
											dum negócio, de Washington
ou de outra coisa qualquer,
											e lhe chamamos macho alfa,
											não devemos insultar os chimpanzés
											usando o rótulo errado.
									","
											Die Botschaft, mit der
ich Sie verlassen möchte ist,
											dass, wenn Sie Männer in
unserer Gesellschaft betrachten —
											wer ist der Boss, sagen wir mal,
											eine Familie oder ein Geschäft oder
Washington oder was auch immer,
											und Sie nennen ihn ein Alpha-Männchen;
											Beleidigen Sie Schimpansen nicht
mit einem falschen Etikett.
									","
											Le message avec lequel 
je veux vous laisser
											est que si vous regardez les hommes 
dans notre société
											qui sont le chef de, disons,
											une famille, une entreprise,
Washington ou autre,
											vous les appelez mâle alpha,
											vous ne devriez pas insulter 
les chimpanzés
											en utilisant le mauvais terme.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Risos)
									","
											(Lachen)
									","
											(Rires)
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
","
","
","
","
",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
"
											You should not call a bully an alpha male.
											Someone who is big and strong
and intimidates and insults everyone
											is not necessarily an alpha male.
											An alpha male has all sorts of qualities,
											and I have seen bully
alpha males in chimpanzees,
											they do occur,
											but most of the ones that we have
											have leadership capacities
											and are integrated in their community,
											and, like Amos at the end,
											they are loved and respected,
											and so it's a very different situation
than you may think.
									","
											Bir zorbayı alfa kabul edemezsiniz.
											Büyük ve güçlü olan ve herkesi
korkutan ve inciten bir kişi
											alfa demek değildir.
											Bir alfa erkeğin pek çok niteliği var,
											şempanzelere arasında da zorbalar gördüm,
											olduğu oluyor,
											ama rastladıklarımızın çoğu
											liderlik yetilerine sahip
											ve toplulukla bütünleşmişler,
											işin sonunda Amos gibi
											saygı duyuluyor ve seviliyorlar,
											yani sandığınızdan çok farklı bir durum.
									","
											Não devemos chamar 
macho alfa a um rufia.
											Alguém que é grande e forte
e intimida e insulta toda a gente
											não é necessariamente um macho alfa.
											Um macho alfa tem
todo o tipo de qualidades.
											Eu já vi machos alfa rufias
em chimpanzés
											- também aparecem -
											mas a maioria dos alfa machos
											têm capacidades de liderança
											e estão integrados nas suas comunidades.
											Tal como Amos, no final,
são amados e respeitados.
											Portanto, é uma situação
muito diferente do que podem julgar.
									","
											Sie sollten einen Tyrannen nicht als
Alpha-Männchen bezeichnen.
											Jemand, der groß und stark ist und
jeden einschüchtert und beleidigt
											ist kein Alpha-Männchen.
											Ein Alpha-Männchen hat viele Qualitäten
											und ich habe tyrannische Alpha-Männchen
bei Schimpansen gesehen,
											sie kommen vor,
											aber die meisten haben
											Führungsfähigkeiten
											und sind in ihrer Gemeinschaft integriert,
											und, wie Amos am Ende,
											werden sie geliebt und respektiert
											und das ist eine ganz anders
als Sie vielleicht denken.
									","
											On ne doit pas appeler un tyran
un mâle alpha.
											Quelqu'un qui est grand, fort,
qui intimide et insulte tout le monde
											n'est pas forcément un mâle alpha.
											Un mâle alpha a toutes sortes de qualités,
											et j'ai vu des mâles alpha tyranniques 
chez les chimpanzés,
											ça arrive,
											mais la plupart de ceux qu'on a
											ont des qualités de leader
											et sont intégrés dans leur communauté
											et, comme Amos vers la fin,
											ils sont aimés et respectés.
											Alors c'est très différent
de ce que l'on pourrait penser.
									",The surprising science of alpha males,Frans de Waal,15:54,"animals,biology,body language,primates,apes,communication,community,nature,science,politics,empathy,peace,biodiversity"
