fr,en,es,de,title,speaker,duration,tags
"
											Leurs colifichets et babioles ne coûtaient pas si cher.
									","
											Their trinkets and baubles cost little enough.
									","
											Sus chucherías y baratijas costaban poco.
									","
											Ihr Nippes und Plunder waren billig genug.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											De 4à à 50, plus habile et sournois,
									","
											From 40 to 50, grown easy and sly,
									","
											De los 40 hasta los 50, me ablandé y me puse más astuto,
									","
											Zwischen 40 und 50, 
jetzt faul und gerissen,
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											je les menai diner et boire, comme porcs dans leur bauge.
									","
											I wined them and dined them, like pigs in a sty.
									","
											Las agasajé, como cerdos en una pocilga.
									","
											dinierten wir wie Schweine im Stall.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Nous nous en régalions, et roulions dans la fange,
									","
											We feasted and reveled and rutted in muck,
									","
											Festejamos y nos deleitamos y nos pudrimos en mugre.
									","
											Wir feierten, schwelgten, 
wälzten uns im Dreck,
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											oubliant nos dangers, et oubliant de feindre.
									","
											Forgetting our peril, forgetting to duck,
									","
											Olvidándonos del riesgo, olvidando de escondernos,
									","
											vergaßen die Gefahr, 
vergaßen unsere Deckung.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Oubliant que les flèches du temps sont plus tranchantes que des couteaux.
									","
											Forgetting times arrows are sharper than knives.
									","
											Olvidándonos de que las flechas del tempo son más agudas que cuchillos.
									","
											Vergaßen, dass die Zeit schärfere Wunden 
als jedes Messer reißt.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Jusqu'à être gavés, dans nos ventres
											et nos vies.
									","
											Grown sick to our stomachs,
											and sick of our lives.
									","
											Sintiéndonos mal de estómago,
											y hartos con nuestra vida.
									","
											Überfressen und krank
											und unseres Lebens satt.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											L'amour est venu me rendre visite,
											timide tel une biche.
									","
											Love came to visit me,
											shy as a fawn.
									","
											El amor vino a visitarme,
											tímido como un cervato.
									","
											Die Liebe besuchte mich,
											scheu wie ein Reh.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Mais me trouvant occupé,
											elle s'est envolée avec le jour.
									","
											But finding me busy,
											she fled with the dawn.
									","
											Pero como me halló ocupado,
											voló, con el amanacer.
									","
											Aber sie fand mich beschäftigt
											und floh im Morgengrauen.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Hummm... Il y a ...
											J'ai gagné plus qu'assez de fric, et je prends plus qu'assez de plaisir
											dans mon métier.
											Alors, Mesdames et Messieurs, la poésie m'est tombée dessus vraiment par surprise.
											Vraiment par surprise. J'étais un peu malade.
											OK, j'étais malade.
											OK, en fait, j'avais une maladie mortelle.
											J'étais dans une clinique. Je n'avais pas le droit de passer des coups de fil.
											Je n'avais le droit de voir aucune de mes... enfin, bref.
											Alors , à la fin, j'ai quémandé un paquet de Post-it à une infirmière.
											Et à une autre, un stylo, un crayon..
											Et je ne savais pas quoi faire d'autre, alors j'ai commencé à écrire de la poésie.
											C'était en octobre 2000.
									","
											Um, there are —
											I've got far too much money and I have far too much fun
											in my businesses.
											So poetry came as a complete shock to me, ladies and gentlemen.
											A complete shock. I was a little ill.
											Okay, I was ill.
											Okay, I had a life-threatening illness, you know.
											I was in a clinic. I wasn't allowed to make telephone calls.
											I wasn't allowed to see any of my — you know, whatever.
											So, in the end I begged a pack of Post-it notes off a nurse.
											And from another nurse, I begged a pencil, pen.
											And I didn't know what else to do. So I started to write poetry.
											That was in October of 2000.
									","
											Bueno, hay—
											Tengo demasiado dinero y me divierto demasiado
											en mi carrera.
											Así que la poesía realmente me chocó, damas y caballeros.
											Realmente me chocó. Estaba un poco enfermo.
											Bueno, estaba enfermo.
											Bueno, tenía una enfermedad muy grave, saben.
											Estaba en una clínica. No me permitieron llamar a nadie.
											No me permitieron ver a ninguno de mis— saben, de todas formas.
											Así que al final le pedí a una enfermera que me trajera una caja de notas adhesivas.
											Y le pedí a otra enfermera que me trajera un lápiz, un bolígrafo.
											Y no sabía qué hacer. Entonces me puse a escribir poesía.
											Era octubre de 2000.
									","
											Ich habe viel zu viel Geld
											und viel zu viel Spaß im Geschäft.
											Poesie war ein völliger Schock für mich,
meine Damen und Herren.
											Ein völliger Schock. Ich war etwas krank.
											Okay, ich war krank.
											Okay, ich war todsterbenskrank.
											Ich war in einer Klinik. 
Ich durfte nicht telefonieren.
											Ich durfte niemanden sehen — 
sie wissen schon.
											Ich erbettelte mir Zettel 
von einer Schwester.
											Von einer anderen einen Stift.
											Ich hatte sonst nichts zu tun, 
also begann ich, Gedichte zu schreiben.
											Das war im Oktober 2000.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Je ne suis pas un sale type.
											Mais quelquefois, j'essaie de me mettre à la place d'un sale type.
											Je ne suis pas une super-jolie fille super-connue,
											qui fait tomber les hommes à la renverse quand elle rentre dans une pièce, vous voyez.
											Mais quelquefois, j'essaie de me mettre à sa place.
											(Rires)
											Sans trop de succès.
											Mais je trouve ça intéressant. J'adore écrire des vers historiques.
											J'adore penser à ce qu'ils pensaient, à comment c'était.
									","
											I'm not an evil man.
											But sometimes I try to put myself in an evil man's position.
											I'm not a glorious and fantastic-looking woman,
											who men fall down, you know, when she walks in a room.
											But sometimes I try to put myself in that position.
											(Laughter)
											Not with much success.
											But it's interesting to me. I love to write historical verse.
											I love to think what they thought, what it was like.
									","
											No soy maléfico.
											Pero a veces trato de ponerme en la posición de un hombre maléfico.
											No soy una mujer gloriosa y hermosa,
											por quien se derrieten los hombre cuando entra en una habitación.
											Pero a veces trato de ponerme en esa posición.
											(Risa)
											Sin mucho éxito.
											Pero me interesa. Me encanta escribir verso histórico.
											Me encanta pensar lo que ellos pensaban, cómo era.
									","
											Ich bin kein bösartiger Mann.
											Aber manchmal versuche ich einer zu sein.
											Ich bin keine fantastisch aussehende Frau,
											vor der Männer in die Knie gehen, 
wenn sie einen Raum betritt.
											Aber manchmal versuche ich eine zu sein.
											(Gelächter)
											Nicht mit viel Erfolg.
											Das finde ich interessant. 
Insbesondere historische Gedichte.
											Was haben sie gedacht, wie es war damals?
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Parce que même si
											beaucoup parmi les orateurs et les gens qui sont dans le public,
											vous puissiez non seulement aller sur la lune,
											vous voyez, transformer complètement les moindres choses -
											Le clonage va tout transformer. La navigation vocale va tout transformer.
											Je sais pas. Vous pouvez faire tout ce que vous voulez.
											Vous êtes si malins, les gars, et les filles aussi, vous pouvez faire tout ça !
									","
											Because although
											many of the speakers and many of the people who are in the audience,
											although you guys can not only go to the moon,
											you know, you're going to totally transform everything.
											Cloning will transform everything. Voice navigation will transform everything.
											I don't know. You can do anything you want.
											All you guys are so clever, and women, you can do it all!
									","
											Porque aunque
											muchos de los oradores y muchas de las personas que están en la audiencia,
											aunque ustedes no sólo pueden ir a la luna,
											saben que van a tranformar todo completamente.
											La clonación transformará todo. La navegación por voz transformará todo.
											No sé. Pueden hacer lo que quieran.
											Cada uno de ustedes es tan listo, y mujeres, pueden hacerlo todo.
									","
											Denn viele der Vortragenden
											und viele Leute im Publikum
											können nicht nur zum Mond fliegen,
											sondern alles komplett verändern.
											Klonen wird alles verändern. 
Genauso wie Sprachsteuerung.
											Ihr könnt einfach alles machen.
											Ihr alle seid so schlau,
Männer wie Frauen.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Mais la nature humaine ne change pas, mon pote.
											Mes amis, la nature humaine est exactement la même que quand
											quand ma ancêtre
											— c'était probablement mon ancêtre —
											mis ses mains autour du cou du dernier homme de Néanderthal,
											et a battu à mort cet enfoiré.
											Vous croyez qu'on n'a pas fait ça ?
											Oh si, on l'a bien fait.
											On les a tués jusqu'au dernier.
											Centimètre par centimètre, on les a tués.
											On les a pourchassés partout où ils étaient.
											Rivaux pour la viande. Rivaux pour les baies.
											Et on continue à agir ainsi,
											même avec tous les génies assemblés dans cette salle.
											Notre nature n'a pas changé d'un iota.
											Et ne changera jamais.
											Même quand on se sera tirés de cette petite planète,
											et qu'on aura mis nos œufs dans d'autres paniers.
									","
											But human nature doesn't change, mate.
											My friends, human nature is exactly the same as it was
											when my ancestor —
											probably it was my ancestor —
											got his hands around the neck of the last Neanderthal,
											and battered the bastard to death.
											You think we didn't do that?
											Oh, we did.
											We killed every single one of them.
											Inch by inch we killed them.
											We hunted them down wherever they were.
											Rivals for meat. Rivals for berries.
											We're still doing it,
											with all of the genius assembled in this room.
											Our natures haven't changed a single iota.
											And they never will.
											Even when we've got off this little planet,
											and have put some of our eggs in some other baskets.
									","
											Pero la naturaleza humana no cambia, amigo.
											Mis amigos, la naturaleza humana es exactamente la misma que era
											cuando mi antepasado-
											probablemente era mi antepasado—
											puso sus manos alrededor del cuello del último Neandertal.
											y azotó al bastardo hasta matarlo.
											¿Creen que no lo hicimos?
											Sí, lo hicimos.
											Los matamos a todos.
											Palmo a palmo los matamos.
											Los cazamos dondequiera que estuvieran.
											Rivales por la carne. Rivales por bayas.
											Todavía lo estamos haciendo,
											con toda la genialidad reunida en esta habitación.
											Nuestra naturaleza no ha cambiado ni una pizca.
											Y no cambiarán nunca.
											Aun cuando partimos de este planetecita.
											y hemos puesto algunos de nuestros huevos en otras cestas.
									","
											Aber die menschliche Natur 
ändert sich nicht.
											Es war genau die gleiche menschliche Natur
											als mein Vorfahre —
											wahrscheinlich war es mein Vorfahre —
											seine Hände um den Hals 
des letzten Neanderthalers legte
											und den Mistkerl zu Tode prügelte.
											Sie denken, wir haben das nicht getan?
											Oh, das haben wir.
											Wir haben jeden von ihnen getötet.
											Stück für Stück.
											Wir haben sie überall gejagt.
											Rivalen um Fleisch und Beeren.
											Wir machen es immer noch.
											All die Genies, die hier versammelt sind
											und unsere Natur hat sich 
kein bisschen verändert.
											Und das wird sie auch nie.
											Selbst wenn wir diesen 
kleinen Planeten verlassen
											und nicht alles auf eine Karte setzen.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Et je suis aussi mauvais que vous.
											J'ai passé huit ans
											à diriger l'une des entreprises d'édition qui a rencontré le plus de succès au monde.
											Et à sept heures, chaque soir,
											il m'a fallu toujours plus de filles, elles-mêmes déjà corrompues.
											Je n'ai jamais rien fait à qui que ce soit qui ne le fût déjà.
											Et j'ai pris du crack
											chaque nuit pendant sept ans.
											C'était comme l'Enfer de Dante.
											C'était incroyable.
											Un des effets secondaires du crack est de vous permettre de garder une érection
											pendant quatre heures.
											Et de rester éveillé pendant 12.
											C'était absolument incroyable.
											J'ai 22 filleuls.
											Que dois-je leur dire?
											J'ai arrêté seulement parce que je me suis demandé, si j'étais pris,
											""Qu'est-ce qui arriverait à ma mère ?""
											Si vous êtes une femme, rappelez-vous cela.
											L'amour de votre fils
											peut complètement transformer tout ce qu'il fait.
									","
											And I am as bad as you.
											I spent eight years
											running one of the most successful publishing businesses in the world.
											And at seven o'clock every night,
											I took me some more girls, already corrupted.
											I never did anything to anyone that wasn't.
											And I took crack cocaine,
											every single night for seven years.
											It was like Dante's ""Inferno.""
											It was unbelievable.
											One of the offshoots of crack cocaine is that you keep an erection
											for about four hours.
											And you stay up for 12.
											It was absolutely unbelievable.
											Twenty-two godchildren I've got.
											What do I say to them?
											I only stopped because I thought if I got caught,
											what would happen to my mother.
											If you're a woman, remember that.
											The love of your son
											can utterly transform anything he does.
									","
											Y soy tan malo como ustedes.
											Pasé ocho años
											encabezando una de las editoriales más exitosas en el mundo.
											Y a las siete en punto cada noche,
											me traje unas chicas ya corrompidas.
											Nunca hice nada con nadie que no fuera corrompido ya,
											Y tomé crack cocaína,
											cada noche durante siete años.
											Era como el ""Inferno"" de Dante,
											Fue increíble.
											Una de las ventajas de crack cocaína es que te quedas con una erección
											por casi cuatro horas.
											Y te quedas despierto durante 12.
											Fue absolutamente increíible.
											Tengo 22 ahijados.
											¿Qué les digo?
											Sólo paré porque pensé en
											lo que le pasaría a mi madre si me descubrieron.
											Si eres mujer, acuérdate de esto.
											El amor de su hijo
											puede transformar completamente cualquier cosa que hace.
									","
											Und ich bin so schlimm wie Sie.
											Ich habe acht Jahre damit verbracht
											einen der erfolgreichsten Verlage 
der Welt zu leiten.
											Und um sieben Uhr jeden Abend,
											nahm ich mir ein paar verdorbene Mädels.
											Ich hatte niemals welche, 
die es nicht waren.
											Ich nahm Crack,
											jede Nacht für sieben Jahre.
											Es war wie Dantes ""Inferno"".
											Es war unglaublich.
											Eine der Nebenwirkungen von Crack ist,
											dass man eine vierstündige Erektion hat.
											Und Sie bleiben wach für 12 Stunden.
											Es war völlig unfassbar.
											Ich habe 22 Patenkinder.
											Was erzähle ich denen?
											Ich habe nur aufgehört, weil ich dachte,
											was passiert mit meiner Mutter, 
wenn ich auffliege?
											Falls Sie eine Frau sind, 
merken Sie sich das.
											Die Liebe Ihres Sohnes
											kann alles verändern, was er tut.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											""Notre Dame Blanche""
									","
											""Our Lady in White.""
									","
											""Nuestra dama vestida de blanco.""
									","
											""Unsere Weiße Madonna.""
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Elle était pâle, inerte.
									","
											Pale she was, listless;
									","
											Pálida era, lánguida;
									","
											Blass war sie, lustlos;
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Et douce au toucher.
									","
											And soft to the touch.
									","
											y blanda al toque.
									","
											eine zarte Berührung.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Généreuse maîtresse, par beaucoup adorée.
									","
											A generous mistress Whom many loved much.
									","
											Una amante generosa a quien muchos amaron.
									","
											Eine großzügige Herrin,
von vielen geliebt.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Épaule contre épaule, nuit après nuit,
									","
											Shoulder to shoulder, Night after night,
									","
											Hombro con hombro, noche tras noche,
									","
											Schulter an Schulter, Nacht für Nacht,
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											nous l'avons amassée et vendue —
									","
											We hoarded and sold her —
									","
											La acaparamos y la vendimos—
									","
											haben wir sie gehortet und verkauft —
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Notre Dame Blanche.
									","
											Our Lady in White.
									","
											Nuestra dama vestida de blanco.
									","
											Unsere Weiße Madonna.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Nous ne respirions que pour savourer
											ses caresses cristallines.
									","
											We breathed but to savor
											her crystal caress.
									","
											Respiramos por saborear
											su caricia cristalina
									","
											Wir lebten nur,
											um ihren kristallenen Kuss zu spüren.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Nous ne désirions rien que caresser l'ourlet de sa robe.
									","
											We craved but to favor the hem of her dress.
									","
											Nos morimos por tocar el dobladillo de su vestido.
									","
											Wir sehnten uns nur 
ihren Rocksaum zu verehren.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											On se camait et on causait,
											niant notre soif.
									","
											We dabbled and babbled,
											Denying our thirsts.
									","
											Nos interesamos ligeramente, tartamudeamos,
											Negando nuestra sed,
									","
											Wir panschten und faselten,
											verleugneten unseren Durst.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Mais toujours on s'escrimait
											à d'abord coucher avec elle.
									","
											But always we scrabbled
											to lie with her first.
									","
											Pero siempre hurgábamos
											a ser el primero a tenderse con ella.
									","
											Aber immer mühten wir uns
											als erster bei ihr zu liegen.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Absente, elle nous manquait,
											on devenait hagards et gris.
									","
											Absent, we missed her,
											grew haggard and limp.
									","
											Ausente, le echamos menos,
											Nos pusimos demacrados y débiles.
									","
											Fehlte sie, vermissten wir sie,
											wurden hager und schlaff.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											On jouait avec sa sœur,
											ou on menaçait son mac.
									","
											Toyed with her sister,
											or threatened her pimp.
									","
											Jugueteamos con su hermana,
											o amenazamos su chulo.
									","
											Spielten mit ihrer Schwester,
											oder bedrohten ihren Kuppler.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Et de Babel vint la rumeur : La Dame est de retour !
									","
											Came word out of Babel, the lady returns!
									","
											Se oyó decir en Babel, ¡vuelve la dama!
									","
											Erging Wort aus Babel, 
die Herrin kehrt zurück!
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Et là, chacun son tour, sur la table nous la prîmes.
									","
											And there on the table we took her, in turns.
									","
											Y allí en la mesa la fumamos, en rondas.
									","
											Und hier auf dem Tisch 
nahmen wir sie, nacheinander.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Et, sentant le pouvoir dont rêvent les tyrans,
									","
											Sensing the power that tyranny craves,
									","
											Sintiendo el poder por el cual muere la tiranía,
									","
											Sie spürte die Macht in der Tyrannei,
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											là, à cette heure même, elle nous fit ses esclaves.
									","
											There in that hour, she made us her slaves.
									","
											Allí en esa hora, nos convirtió en sus esclavos.
									","
											und versklavte uns in jenem Moment.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Nombreux ceux, là, qui voulaient l'embrasser.
									","
											Many there were, to covet her kiss.
									","
											Había muchos que querían recibir su beso,
									","
											Es waren viele, die ihren Kuss begehrten.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Ma honte comme un aiguillon,
											j'ai fui l'abîme.
									","
											My shame as a spur,
											I fled the abyss.
									","
											Mi lástima como espuela,
											Yo huí del abismo.
									","
											Meine Scham als Ansporn,
											floh ich vom Abgrund.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											Mais de justesse seulement.
									","
											But only just.
									","
											Pero sólo apenas
									","
											Geradeso.
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Aplausos)
									","
											(Applaus)
									",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
"
","
","
","
",Odes to vice and consequences,Felix Dennis,17:24,"entertainment,history,literature,poetry,writing,books"
