pt,tr,en,fr,title,speaker,duration,tags
"
											Finalmente, só quero falar um pouco
											sobre aplicar estas coisas 
a doenças cardíacas
											porque é um grande problema clínico.
											Uma das coisas que sabemos
											é que, infelizmente, 
se tivermos um ataque cardíaco
											esse tecido pode começar a morrer
											e o resultado pode não ser 
muito bom ao longo do tempo.
											Seria muito bom, na verdade,
											se pudéssemos impedir esse tecido morto
											de morrer ou ajudá-lo a regenerar.
											Há imensos ensaios com células
estaminais por todo o mundo
											e usam muitos tipos diferentes de células,
											mas um tópico comum 
que parece surgir
											é que muitas vezes, 
essas células vão morrer
											uma vez implantadas.
											Podem ser colocadas no coração
											ou no sistema sanguíneo,
											mas em qualquer caso,
parece que não conseguimos
											obter o número certo de células
											no local em que as queremos
											e conseguir proporcionar 
o tipo maravilhoso
											de regeneração celular
que gostaríamos de ter
											para ter bons resultados clínicos.
									","
											Şimdi son olarak
											bu tür bir şeyin kardiyo vasküler hastalıklarda kullanımına
											değinmek istiyorum çünkü bu büyük bir klinik sorun.
											Bildiğimiz şeylerden biri maalesef
											eğer kalp krizi geçirirseniz
											o dokunun ölmeye başlamasıdır
											ve bunun sonucu zaman içinde iyi olmayabilir.
											Eğer bu dokuyu ölmekten kurtarabilseydik
											ya da yeniden canlanmasını sağlayabilseydik
											gerçekten çok harika olurdu.
											Dünya çapında pek çok kök hücre denemesi yapılıyor
											ve hepsi farklı hücre tipleri kullanıyor.
											Ortaya çıkan ortak konu,
											çoğunlukla, bu hücrelerin yerleştirildikten hemen sonra
											ölecek olmaları.
											Bunları ister kalbe
											ister kan sistemine koyun
											her iki şekilde de
											gitmelerini istediğimiz lokasyonlara gidip
											iyi klinik sonuçlar almak için
											gerekli güzel hücre yenilenmesi türünü yaratmaya
											yetecek doğru sayıda hücre
											elde edemiyoruz.
									","
											Now finally, I just want to talk a little bit about
											applying this sort of thing to cardiovascular disease,
											because this is a really big clinical problem.
											And one of the things that we know is that,
											unfortunately, if you have a heart attack,
											then that tissue can start to die,
											and your outcome may not be very good over time.
											And it would be really great, actually,
											if we could stop that dead tissue
											either from dying or help it to regenerate.
											And there's lots and lots of stem 
cell trials going on worldwide,
											and they use many different types of cells,
											but one common theme that seems to be coming out
											is that actually, very often, those cells will die
											once you've implanted them.
											And you can either put them into the heart
											or into the blood system,
											but either way, we don't seem to be able
											to get quite the right number of cells
											getting to the location we want them to
											and being able to deliver the sort of beautiful
											cell regeneration that we would like to have
											to get good clinical outcomes.
									","
											Enfin, je voulais parler de la possibilité
											d'appliquer ces procédures 
aux maladies cardiovasculaires,
											car cela reste un très grand 
problème clinique.
											Une des choses que nous savons c'est que,
											malheureusement, quand on a un infarctus,
											le tissu peut commencer à mourir,
											et le résultat peut ne pas être bon
à la longue.
											Il serait souhaitable
											qu'on puisse arrêter ce tissu mort
											de mourir ou de l'aider à se regénérer.
											Il y a beaucoup d'essais sur les cellules souches
dans le monde en ce moment
											et on utilise des types de cellules différents,
											mais une thématique qui revient le plus
											c'est que ces cellules vont mourir
											assez souvent après l'implant.
											Donc on peut soit les mettre dans le coeur
											ou dans le réseau sanguin,
											mais dans les deux cas, on n'arrive pas
											à acheminer le bon nombre de cellules
											à l'endroit voulu
											pour pouvoir amener la sorte de
											regénération de cellules qu'on aimerait avoir
											pour avoir de bons résultats cliniques.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Assim algumas das coisas 
em que estamos a pensar
											e em que muitas outras pessoas 
na área estão a pensar
											é desenvolver materiais com esse fim.
											Mas há aqui uma diferença.
											Ainda precisamos de químicos, mecânicos,
											de topografia deveras interessante,
											e de formas muitos interessantes
de rodear as células.
											Mas também as células
											gostariam provavelmente
de um material
											que pudesse ser condutor,
											porque as células responderão muito bem
											e conduzirão sinais entre si.
											Podem vê-las agora
											batendo em sincronia
nestes materiais,
											e é um desenvolvimento muito excitante
											que está a decorrer.
									","
											Bizim düşündüğümüz
											ve bu alandaki pek çok insanın düşündüğü şey
											bu amaca yönelik malzemeler üretmek.
											Ama burada bir fark var.
											Hala kimyaya, hala mekaniğe
											hala gerçekten ilginç topografiye ihtiyacımız var
											ve hala hücreleri çevreleyecek çok ilginç yollar bulmamız gerekiyor.
											Ama şimdi, hücreler
											büyük olasılıkla tıpkı iletken olabilen
											bir malzeme gibi,
											çünkü hücrelerin kendileri çok iyi yanıt verecek
											ve birbirleri arasında sinyal alış verişi yapacaklar.
											Şu anda onları eş zamanlı olarak
											bu malzemeler üzerinde atarken görebiliyorsunuz
											ve bu devam eden çok ama çok
											heyecan verici bir gelişme.
									","
											And so some of the things that we're thinking of,
											and many other people in the field are thinking of,
											are actually developing materials for that.
											But there's a difference here.
											We still need chemistry, we still need mechanics,
											we still need really interesting topography,
											and we still need really interesting 
ways to surround the cells.
											But now, the cells also
											would probably quite like a material
											that's going to be able to be conductive,
											because the cells themselves will respond very well
											and will actually conduct signals 
between themselves.
											You can see them now
											beating synchronously on these materials,
											and that's a very, very exciting development
											that's going on.
									","
											Une des choses 
auxquelles nous réfléchissons,
											ainsi que d'autres personnes du milieu,
											c'est de développer des matériaux pour ça.
											Mais il y a une différence.
											Nous avons toujours besoin de chimie, 
de mécanique,
											de topographie vraiment intéressante,
											de façons vraiment intéressantes 
d'entourer les cellules.
											Mais maintenant, les cellules aussi
											voudront un matériau
											qui sera conductif,
											car les cellules vont se répondre
											et se transmettre des signaux.
											Vous les voyez ici
											communiquant sur ces matériaux,
											et tout ceci est très très excitant
											comme travaux.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Então para concluir, gostaria de dizer
											que poder trabalhar nesta área
											— todos nós que trabalhamos nesta área —
											não é só ciência super excitante,
											mas tem o potencial
											de ter impacto nos pacientes,
											quer sejam grandes ou pequenos,
											é realmente um grande privilégio.
											E por isso, gostaria de vos 
agradecer a todos também.
									","
											Kısaca özetlemek gerekirse, söylemek isterim ki
											böyle bir alanda çalışabilmek
											bu alanda çalışan hepimiz için
											sadece süper heyecan verici bir bilim değil,
											aynı zamanda
											hastalar üzerinde etki potansiyeli
											ne kadar büyük ya da küçük olurlarsa olsun
											bence büyük bir ayrıcalık.
											Bütün bunlar için sizlere de teşekkür etmek isterim.
									","
											So just to wrap up, I'd like to actually say that
											being able to work in this sort of field,
											all of us that work in this field
											that's not only super-exciting science,
											but also has the potential
											to impact on patients,
											however big or small they are,
											is really a great privilege.
											And so for that, I'd like to thank all of you as well.
									","
											Pour finir, j'aimerais dire que
											de pouvoir travailler dans ce domaine,
											tous ceux qui travaillent dans ce domaine —
											non seulement c'est de la science
super excitante,
											mais ça a le potentiel
											de changer la vie des patients
											de façon plus ou moins grande,
											et c'est un privilège.
											Et pour cela, j'aimerais 
vous remercier également.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											Obrigado.
									","
											Teşekkürler.
									","
											Thank you.
									","
											Merci.
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Applause)
									","
											(Applaudissements)
									",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
"
","
","
","
",A new way to grow bone,Molly Stevens,14:52,"biotech,medicine,science,technology,synthetic biology,molecular biology,medical research,biomechanics,materials,design,biology,engineering,future,health,health care"
