en,pt,tr,es,fr,de,title,speaker,duration,tags
"
											On the other hand,
											if you typically see something stressful
as a challenge to be tackled,
											then blood flows to your heart
and to your brain,
											and you experience a brief
but energizing spike of cortisol.
											And thanks to that habitual
""bring it on"" attitude,
											your telomeres do just fine.
											So ...
											What is all of this telling us?
											Your telomeres do just fine.
											You really do have power
to change what is happening
											to your own telomeres.
									","
											Por outro lado,
											se tipicamente vêem algo ""stressante""
como um desafio a ser conquistado,
											então o sangue flui
para o coração e para o cérebro,
											e conseguimos experimentar um curto
mas energizante pico de cortisol.
											Graças a essa atitude de ""venham eles"",
											os vossos telómeros ficam bem.
											Então...
											o que é que isto tudo nos diz?
											Os nossos telómeros ficam bem.
											Temos realmente o poder de mudar
											o que está a acontecer
com os nossos telómeros.
									","
											Diğer yandan,
											Stresli bir durumu
aşılacak bir zorluk olarak görürseniz,
											kan kalbinize ve beyninize akar
											ve kısa ama enerji veren
bir kortizol dalgası yaşarsınız.
											Bu ''hadi bakalım'' tavrı sayesinde
											telomerleriniz güvende olur.
											Yani...
											Tüm bunlar bize ne söylüyor?
											Telomerleriniz güvende.
											Kendi telomerlerinize olanları
											değiştirme gücüne sahipsiniz.
									","
											Por otra parte,
											si normalmente ves algo estresante 
como un desafío que debe abordarse,
											entonces la sangre fluye 
a tu corazón y a tu cerebro,
											y experimentas un pico breve 
pero energizante de cortisol.
											Y gracias a esa actitud 
habitual de ""fuerza"",
											tus telómeros están bien.
											Así que,
											¿qué nos dice todo esto?
											Los telómeros están bien.
											Realmente tenemos poder 
para cambiar lo que le sucede
											a los propios telómeros.
									","
											D'un autre côté,
											si une personne considère une situation
stressante comme un défi à relever,
											alors le sang irriguera normalement
son cœur et son cerveau
											et elle ne ressentira qu'un bref pic
de cortisol énergisant.
											Grâce à cette attitude « à la cool »
habituelle,
											ses télomères se porteront très bien.
											Donc...
											Qu'est-ce que cela veut dire ?
											Nos télomères se portent bien.
											Nous avons le pouvoir de changer
ce qu'il se passe
											pour nos propres télomères.
									","
											Aber wenn Sie etwas Stressvolles
als Herausforderung wahrnehmen,
											dann durchflutet das Blut
Ihr Herz und Gehirn
											und Sie erleben einen kurzen
aber energetisierenden Cortisolgipfel.
											Und dank Ihrer motivierten Einstellung
											geht es Ihren Telomeren gut.
											Also,
											was sagt uns das alles?
											Den Telomeren geht es gut
											und Sie können wirklich beeinflussen,
											was mit Ihren Telomeren passiert.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											But our curiosity
just got more and more intense,
											because we started to wonder,
											what about factors outside our own skin?
											Could they impact
our telomere maintenance as well?
											You know, we humans
are intensely social beings.
											Was it even possible
that our telomeres were social as well?
											And the results have been startling.
											As early as childhood,
											emotional neglect, exposure to violence,
											bullying and racism
											all impact your telomeres,
and the effects are long-term.
											Can you imagine the impact on children
											of living years in a war zone?
											People who can't trust their neighbors
											and who don't feel safe
in their neighborhoods
											consistently have shorter telomeres.
											So your home address
matters for telomeres as well.
											On the flip side,
											tight-knit communities,
being in a marriage long-term,
											and lifelong friendships, even,
											all improve telomere maintenance.
									","
											Mas a nossa curiosidade tornou-se
cada vez mais intensa,
											porque começamos a pensar,
											então e os factores
fora da nossa própria pele?
											Poderão eles influenciar também
a manutenção dos telómeros?
											Como sabem, nós humanos somos
seres extremamente sociais.
											Será possível que os telómeros
também fossem sociais?
											Os resultados estão a ser surpreendentes.
											Tão cedo como na infância,
											a negligência emocional, 
a sujeição a violência,
											o ""bullying"" e o racismo
											todos têm impacto nos telómeros,
e os efeitos são a longo prazo.
											Conseguem imaginar o impacto nas crianças
											que vivem durante anos em zonas de guerra?
											Pessoas que não podem confiar
nos seus vizinhos
											e que não se sentem seguros
nos seus bairros
											têm quase sempre telómeros mais curtos.
											A vossa morada também afecta os telómeros.
											Por outro lado,
											comunidades unidas,
casamentos prolongados,
											e até, amizades de uma vida inteira,
											todos eles melhoram
a manutenção dos telómeros.
									","
											Ancak merakımız daha da körüklendi
											çünkü kendi vücudumuz dışındaki
											etkenleri de merak etmeye başladık.
											Onlar da telomer düzenimizi
etkileyebilir miydi?
											Biz insanlar 
çok sosyal varlıklarız.
											Telomerlerimizin de 
sosyal olması mümkün olabilir miydi?
											Sonuçlar şaşırtıcı.
											Çocukluktan itibaren,
											duygusal ihmal, şiddete maruz kalma,
											zorbalık ve ırkçılık
											telomerlerimizi etkiliyor
ve sonuçlar uzun süreli.
											Savaş bölgesinde yıllarca 
yaşayan çocukların
											üzerindeki etkiyi düşünebiliyor musunuz?
											Komşularına güvenemeyen insanlar
											ve kendi mahallesinde güvende
hissetmeyen insanlar
											sürekli daha kısa telomerlere sahipler.
											Yani ev adresiniz bile
telomerleriniz için önemli.
											Diğer yandan,
											çok yakın topluluklar,
uzun süreli evlilikler
											ve yaşam boyu arkadaşlıklar
											telomer düzenini iyileştiriyor.
									","
											Pero nuestra curiosidad 
se volvió más y más intensa,
											porque empezamos a preguntarnos,
											¿qué pasa con los factores externos 
a nuestra propia piel?
											¿Podrían afectar la resistencia 
de los telómeros también?
											Los humanos somos seres 
intensamente sociales.
											¿Era posible que nuestros telómeros 
también fueran sociales?
											Y los resultados han sido sorprendentes.
											Ya desde la infancia,
											la negligencia emocional, 
la exposición a la violencia,
											el acoso escolar y el racismo
											todos impactan en los telómeros, 
y los efectos son a largo plazo.
											¿Pueden imaginar el impacto en los niños
											de vivir años en una zona de guerra?
											Las personas que 
no pueden confiar en sus vecinos
											y que no se sienten seguras en sus barrios
											consistentemente tienen 
telómeros más cortos.
											Por lo tanto, la dirección de su hogar 
también es importante para los telómeros.
											Por otro lado,
											comunidades muy unidas, 
estar en un matrimonio a largo plazo,
											y tener amistades 
para toda la vida, incluso
											todos mejoran el mantenimiento 
de los telómeros.
									","
											Mais notre curiosité a continué de grandir
											car nous nous sommes posé la question
											de savoir ce qu'il en était des facteurs
extérieurs à notre peau.
											Peuvent-ils avoir également un impact
sur l'entretien de nos télomères ?
											Vous voyez, en tant qu'humains,
nous sommes des êtres sociaux.
											Se pourraient-ils alors que nos télomères
soient aussi sociaux que nous ?
											Les résultats sont surprenants.
											Dès le plus jeune âge,
											la négligence émotionnelle,
l'exposition à la violence,
											le harcèlement et le racisme
											ont un impact sur nos télomères et les
effets se ressentent sur le long terme.
											Quel serait l'impact sur des enfants
											ayant longtemps vécu en zone de guerre ?
											Les personnes qui ne font pas confiance
											à leurs voisins et ne se sentent pas
en sécurité dans leur quartier
											ont des télomères plus courts.
											Notre lieu de résidence a donc
un impact sur nos télomères.
											A l'inverse,
											des communautés soudées, un
mariage qui dure depuis des années
											ou des amitiés de toute une vie
											améliorent l'entretien de nos télomères.
									","
											Doch unsere Neugier wurde
immer stärker und stärker.
											Wir fragten uns:
											„Haben auch äußere Faktoren Einfluss
											auf den Zustand unserer Telomere?“
											Wir Menschen sind sehr soziale Lebewesen.
											Könnten unsere Telomere auch sozial sein?
											Die Antwort ist aufregend.
											Schon in der frühen Kindheit
											beeinflussen emotionale
Vernachlässigung, Gewalterfahrungen,
											Mobbing und Rassismus
											alle zusammen die Telomere
und die Auswirkung sind nachhaltig.
											Können Sie sich die Wirkung auf Kinder
											in Kriegsgebieten vorstellen?
											Menschen ohne Vertrauen in ihre Nachbarn,
											die sich in ihrer Umgebung
nicht sicher fühlen,
											haben durchweg kürzere Telomere.
											Ihre Wohnadresse ist
auch für Telomere wichtig.
											Auf der Kehrseite
											verbessern starke Gemeinschaften,
eine lang anhaltende Ehe
											und lebenslange Freundschaften
											den Zustand Ihrer Telomere bedeutend.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											So what is all this telling us?
											It's telling us that I have the power
to impact my own telomeres,
											and I also have the power to impact yours.
											Telomere science has told us
just how interconnected we all are.
									","
											Então, o que nos diz isto tudo?
											Diz-nos que eu tenho o poder
de influenciar os meus telómeros,
											mas também tenho o poder
de influenciar os vossos.
											A ciência dos telómeros acabou de nos
mostrar quão interligados estamos todos.
									","
											Peki tüm bunlar bize ne söylüyor?
											Kendi telomerlerimi etkileme
gücüne sahip olduğunu söylüyor,
											ve sizinkini etkileme gücüne de.
											Telomer bilimi bize ne kadar
birbirine bağlı olduğumuzu gösterdi.
									","
											Y ¿qué que nos dice todo esto?
											Nos dice que tenemos el poder 
de impactar los propios telómeros,
											y también tenemos el poder 
de impactar el de otros.
											La ciencia de los telómeros nos dice 
cuán interconectados estamos todos.
									","
											Qu'est-ce que cela veut dire ?
											Cela signifie que je peux à la fois avoir
un impact sur mes télomères,
											mais aussi sur les vôtres.
											La science des télomères nous indique
à quel point nous sommes connectés.
									","
											Was sagt uns das alles?
											Einerseits habe ich Einfluss
auf meine eigenen Telomere
											aber auch auf die meiner Nächsten.
											Die Telomerwissenschaft zeigt,
wie verbunden wir alle sind.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											But I'm still curious.
											I do wonder
											what legacy all of us
											will leave for the next generation?
											Will we invest
											in the next young woman or man
											peering through a microscope
at the next little critter,
											the next bit of pond scum,
											curious about a question
we don't even know today is a question?
											It could be a great question
that could impact all the world.
											And maybe, maybe you're curious about you.
											Now that you know
how to protect your telomeres,
											are you curious what are you going to do
											with all those decades
of brimming good health?
											And now that you know you could impact
the telomeres of others,
											are you curious
											how will you make a difference?
											And now that you know the power
of curiosity to change the world,
											how will you make sure
that the world invests in curiosity
											for the sake of the generations
that will come after us?
									","
											Mas eu continuo curiosa.
											Eu pergunto-me
											que legado vamos nós todos deixar
para a próxima geração?
											Iremos nós investir
											na próxima rapariga ou rapaz
											a espreitar pelo microscópio
para outra criatura qualquer,
											o próximo pedaço de lodo lacustre,
											curiosos sobre uma pergunta
que ainda nem sabemos que é uma pergunta?
											Poderá ser uma pergunta excelente
que pode ter impacto no mundo.
											E talvez vocês estejam curiosos
sobre vocês mesmos.
											Agora que já sabem como
proteger os vossos telómeros,
											estão curiosos sobre o que vão fazer
											com todas essas décadas extra
repletas de boa saúde?
											Agora que sabem que podem
influenciar os telómeros dos outros,
											estão curiosos
											como vocês podem fazer a diferença?
											E agora que sabem que o poder
da curiosidade pode mudar o mundo,
											como é que vão garantir que o mundo
investe em curiosidade
											para o bem das gerações
que virão depois de nós?
									","
											Ama hâlâ merak ediyorum.
											Merak ediyorum,
											bir sonraki nesil için
											nasıl bir düşünce tarzı bırakacağız?
											Bir sonraki
											genç erkek veya kadının
											mikroskopla küçük bir canlıya bakışını
											başka bir yosunu inceleyişini 
destekleyecek miyiz?
											Bizim bile bugün bilmediğimiz
bir sorunun cevabını merak edişini?
											Tüm dünyayı etkileyecek
harika bir soru olabilir.
											Belki de siz de kendiniz 
hakkında meraktasınızdır.
											Telomerlerinizi korumayı bildiğinize göre
											sağlıklı yaşamak için 
önünüzdeki yıllar
											neler yapacağınız hakkında 
merakta mısınız?
											Başkalarının telomerlerini de
etkileyebildiğinizi bildiğinize göre,
											nasıl bir fark yaratacağınızı
											merak ediyor musunuz?
											Dünyayı değiştirebilecek
merak gücüne sahip olduğunuza göre,
											bizden sonraki nesiller için
											dünyanın merakı destekleyeceği
konusunda nasıl emin olacaksınız?
									","
											Pero todavía siento curiosidad.
											Me pregunto:
											¿Qué legado todos nosotros
											dejaremos a la próxima generación?
											¿Invertiremos
											en la próxima joven mujer u hombre
											que mire por un microscopio 
la próxima criaturita,
											el siguiente fragmento 
de escoria del estanque,
											con curiosidad por una pregunta que 
ni sabemos hoy que es una pregunta?
											Podría ser una gran pregunta 
que podría afectar a todo el mundo.
											Y quizá, tal vez, sientan curiosidad 
sobre Uds. mismos.
											Ahora que saben
cómo proteger sus telómeros,
											¿sienten curiosidad por lo que van a hacer
											con todas esas décadas de buena salud?
											Y ahora que saben que podrían influir 
en los telómeros de otros,
											¿sienten curiosidad
											por cómo marcarán la diferencia?
											Y ahora que conocen el poder que tiene
la curiosidad para cambiar el mundo,
											¿cómo asegurarán que el mundo 
invierta en curiosidad
											por el bien de las generaciones venideras?
									","
											Mais je reste curieuse.
											Je me demande quel héritage
											est-ce que nous allons laisser
											aux générations à venir ?
											Allons-nous investir
											dans la prochaine femme
ou le prochain homme
											qui se penchera sur un microscope
pour identifier une nouvelle petite bête,
											une nouvelle créature des mares,
											et qui s'intéressera à un problème
que l'on ne se pose pas aujourd'hui ?
											Cela pourrait être un problème
à l'échelle mondiale.
											Et maintenant, peut être que vous êtes
curieux à propos de vous-même.
											Vous savez comment
protéger vos télomères,
											alors qu'allez-vous faire maintenant
											que vous avez des décennies
à vivre en bonne santé ?
											Maintenant que vous pouvez avoir
un impact sur les télomères des autres,
											vous demandez-vous
											comment vous allez faire
la différence ?
											Maintenant que vous avez vu que la
curiosité pouvait changer le monde,
											comment allez-vous vous assurer
que le monde investisse dans la curiosité
											pour le bien des générations futures ?
									","
											Aber ich bin immer noch neugierig.
											Ich frage mich,
											welches gemeinsame Vermächtnis
											wir der nächsten Generation hinterlassen.
											Werden wir die nächsten jungen
Frauen und Männer fördern,
											die durch ein Mikroskop auf den
nächsten Einzeller spähen,
											das nächste Stückchen Entengrütze?
											Die neugierig auf die Antwort
einer Frage sind,
											die wir noch nicht kennen und
riesige Bedeutung haben könnte?
											Und vielleicht sind Sie
wissbegierig über sich selbst?
											Da Sie nun Ihre Telomere schützen können,
											fragen Sie sich, wie Sie diese
											Jahrzehnte der besseren
Gesundheit nutzen wollen?
											Und da Sie nun auch Macht über
die Telomere anderer haben,
											fragen Sie sich,
											was Sie anders machen werden?
											Und da Sie nun von der Macht der
Neugier zum Verändern der Welt wissen,
											wie werden Sie absichern,
dass die Welt in Neugier investiert,
											zum Wohle der Generationen nach uns?
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											Thank you.
									","
											Obrigada.
									","
											Teşekkür ederim.
									","
											Gracias.
									","
											Merci.
									","
											Danke.
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
"
","
","
","
","
","
",The science of cells that never get old,Elizabeth Blackburn,18:46,"aging,biology,bioethics,biomechanics,health,human body,innovation,life,discovery,nature,DNA,science,Nobel Prize"
