en,es,fr,tr,pt,title,speaker,duration,tags
"
											So as I prepare to close,
											I started with a story from nine years ago
and I'll end with one.
											So after my cousin was murdered,
											I was lucky enough
to go on the Freedom Rides
											with some of the original freedom riders.
											And they taught me a lot
about restructuring the road.
											And one guy in particular,
Bob Singleton, asked me a question
											I'm going to leave with us today.
											We were going to Anniston,
Alabama, and he said, ""Michael,""
											and I said, ""Yes, sir.""
									","
											Así que estando a punto de concluir,
											empecé con una historia de hace
nueve años y terminaré con otra.
											Después del asesinato de mi primo,
											tuve la suerte de poder ir a una
de las marchas de la libertad
											con algunos de los jinetes
de la libertad originales.
											Aprendí mucho de ellos sobre
la restructuración del camino.
											Un hombre en particular, Bob Singleton,
me hizo esta pregunta
											que les haré al concluir.
											Yendo a Anniston, Alabama,
me dijo: ""Michael,""
											y le contesté: ""Si, señor"".
									","
											Alors que je m'approche de ma conclusion,
											j'ai commencé par une histoire
d'il y a neuf ans
											et finirai avec une autre.
											Après le meurtre de mon cousin,
											j'ai eu la chance de participer
à quelques Freedom Rides
											avec certains des premiers activistes.
											Ils m'ont beaucoup appris
sur la restructuration de la route.
											Un gars en particulier, Bob Singleton,
m'a posé une question
											avec laquelle je vais vous quitter.
											Nous allions à Anniston, dans l'Alabama,
et il a dit : « Michael ? »
											et j'ai dit : « Oui, Monsieur. »
									","
											Konuşmamı sonlandırmaya hazırlanırken,
											dokuz yıl öncesinden bir hikâyeyle 
başladım ve bir tanesiyle bitireceğim.
											Kuzenim öldürüldükten sonra,
											birkaç esas özgürlük yolcusuyla
Özgürlük Yolcuğuna
											katılacak kadar şanslıydım.
											Bana yolu yeniden yapılandırma
konusunda çok şey öğrettiler.
											Özellikle bir adam, Bob Singleton, 
bana bir soru sordu.
											Bugün burada paylaşacağım.
											Anniston, Alabama'ya gidiyorduk 
ve ""Michael"" dedi,
											''Evet, efendim.'' dedim.
									","
											Agora que me preparo para finalizar,
											comecei com uma história de há nove anos
e vou acabar com outra.
											Depois do homicídio do meu primo,
											tive a sorte de ir nas
Viagens da liberdade
											com alguns dos originais
viajantes da liberdade.
											Eles ensinaram-me muito
sobre como restruturar o caminho.
											Uma pessoa em particular,
Bob Singleton, fez-me uma pergunta
											que vou deixar hoje connosco.
											Estávamos a ir para Anniston,
no Alabama, e ele disse: ""Michael,""
											e eu respondi: ""Sim, senhor.""
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											He said, ""I was arrested
on August 4, 1961.
											Now why is that day important?""
									","
											Me dijo: ""Me arrestaron
el 4 de agosto 1961.
											¿Qué tiene de importante ese día?"".
									","
											Il a dit : « J'ai été arrêté
le 4 août 1961.
											Pourquoi ce jour est-il important ? »
									","
											""4 Ağustos 1961'de tutuklandım.
											Neden o gün önemli?"" dedi.
									","
											Ele disse: ""Fui preso no dia
4 de agosto, de 1961.
											""Porque será esse dia importante?""
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											And I said, ""Well, you were arrested,
											if you weren't arrested,
we wouldn't be on this bus.
											if we weren't on this bus,
we wouldn't have the rights we enjoy.""
									","
											Y contesté: ""Lo arrestaron,
											si no lo hubieran arrestado
no estaría en este bus.
											Si no estuviera en este bus no tendríamos
los derechos que disfrutamos"".
									","
											J'ai dit : « Vous avez été arrêté,
											si ce n'avez pas été le cas,
nous ne serions pas dans ce bus
											et par conséquent,
nous ne jouirions pas de nos droits. »
									","
											''Tutuklanmışsınız,
											eğer tutuklanmamış olsaydınız
bu otobüste olmazdık,
											eğer bu otobüste olmasaydık 
sahip olduğumuz haklar olmazdı."" dedim.
									","
											Aí eu respondi: ""Bem, o senhor foi preso
											""e, se não fosse,
não estaríamos neste autocarro.
											""Se não estivéssemos aqui,
não teríamos os direitos que temos"".
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											He rolled his eyes and said, ""No, son.""
											He said, ""On that day,
Barack Obama was born.""
											And then he said he had no idea
that the choice he made
											to restructure the road
											would pave the way,
											so a child born as a second class citizen,
											who wouldn't be able to even get
a cup of water at a counter,
											would have the chance,
50 years later, to be president.
									","
											Puso los ojos en blanco
y replicó: ""No, hijo"".
											""Barack Obama nació ese día"".
											Y luego dijo que no tenía ni idea
que la decisión que tomó
											de restructurar el camino
											daría lugar
											a que un niño nacido como
un ciudadano de segunda clase,
											que no podía ni pedir agua
en el mostrador,
											llegara a tener la posibilidad,
50 años después, de llegar a presidente.
									","
											Il a levé les yeux au ciel
et a dit : « Non, fiston.
											C'est le jour de la naissance
de Barack Obama. »
											Puis il a dit qu'il ignorait
que le choix qu'il ferait
											pour restructurer la route
											ouvrirait la voie
											pour qu'un enfant né
en tant que citoyen de deuxième classe,
											qui ne pourrait même pas avoir
un verre d'eau dans un bar,
											aurait la chance, 50 ans plus tard,
d'être président.
									","
											Gözlerini devirdi ve 
""Hayır evlat,
											o gün Barack Obama doğdu.'' dedi.
											Sonra, yolun yeniden yapılandırılması 
konusundaki seçiminin
											tezgâhtan bir bardak
su bile alamayacak
											ikinci sınıf vatandaş 
olarak doğmuş bir çocuğun
											50 yıl sonra cumhurbaşkanı
olma şansını elde etmesine
											yol açacağına dair
											hiçbir fikri olmadığını söyledi.
									","
											Ele revirou os olhos
e disse: ""Não, meu filho.
											""Nesse dia, nasceu o Barack Obama.""
											Depois disse que não fazia a menor ideia
de que a escolha que ele tinha feito
											para restruturar o caminho,
											ia abrir o caminho
											para que uma criança nascida
como cidadão de segunda categoria,
											que nem sequer podia pedir
um copo de água ao balcão,
											teria a possibilidade, 
50 anos mais tarde, de ser presidente.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											Then he looked at me and he said,
											""What are you prepared to do today
											so that 50 years from now
											a child born has a chance
to be president?""
											And I think, TED, that's
the question before us today.
											We know things are jacked up.
											I think what we've seen
recently isn't abnormal
											but a reflection of a system
that's been structured
											to produce such crazy outcomes.
											But I think it's also an opportunity.
											Because these structures we inherit
aren't acts of God
											but acts of men and women,
they're policy choices,
											they're by politicians like me,
approved by voters like you.
											And we have the chance
and the awesome opportunity
											to do something about it.
									","
											Me miró y dijo:
											""¿Qué estás dispuesto a hacer hoy
											para que dentro de 50 años
											un niño recién nacido
pueda llegar a ser presidente?
											Y yo pienso, TED, que esta es la pregunta
con que nos enfrentamos hoy día.
											Sabemos que las cosas están empeorando.
											Creo que lo que estamos viendo
no es fuera de lo común,
											sino un reflejo de un sistema estructurado
											para producir resultados tan locos.
											Y creo que también es una oportunidad.
											Porque estas estructuras que heredamos
no son actos de Dios
											sino de hombres y mujeres,
son elecciones políticas,
											hechas por políticos como yo,
aprobados por votantes como Uds.
											Y tenemos una maravillosa oportunidad
											de poder hacer algo sobre esto.
									","
											Puis il m'a regardé et a dit :
											« Qu'es-tu prêt à faire aujourd'hui
											pour que dans 50 ans,
											un enfant ait la chance
d'être président ? »
											TED, je crois que c'est la question
à laquelle nous faisons face.
											Nous savons qu'il y a un problème.
											Ce que nous avons vu récemment
n'est pas anormal
											mais c'est le reflet d'un système
qui a été structuré
											pour produire des résultats aussi fous.
											Mais je pense que c'est une opportunité.
											Car ces structures dont nous héritons
ne sont pas divines
											mais humaines et découlent
de choix politiques,
											sont créées par des politiciens
et approuvées par des électeurs.
											Nous avons la chance
et la formidable opportunité
											d'y faire quelque chose.
									","
											Sonra bana baktı ve dedi ki:
											“Bugün ne yapmaya hazırsın ki
											bundan 50 yıl sonra
											doğan bir çocuğun başkan
olma şansı olsun?”
											TED, bence, bugün önümüzdeki soru bu.
											İşlerin değiştiğini biliyoruz.
											Bence son zamanlarda 
gördüklerimiz anormal değil
											ama böyle çılgın sonuçlar üretmek için
											yapılandırılmış bir sistemin yansıması.
											Fakat bence bu da bir fırsat.
											Miras aldığımız bu yapılar
Tanrı'nın hareketi değil;
											erkeklerin ve kadınların eylemleri
ve siyasi tercihleri,
											benim gibi politikacılar
sizin onayladığınız kişiler.
											Bu konuda bir şeyler yapma şansımız
											ve harika fırsatımız var.
									","
											Depois olhou para mim e perguntou:
											""O que estás disposto a fazer
para que daqui a 50 anos,
											""uma criança recém-nascida
											""tenha a possibilidade de ser presidente?""
											Penso que esta é a nossa pergunta de hoje.
											Sabemos que as coisas não estão bem.
											Penso que o que temos visto recentemente
											não é nada mais que o reflexo
do sistema que foi estruturado,
											para produzir estes resultados.
											Mas também considero 
que é uma oportunidade.
											As estruturas que herdamos
não são atos de Deus,
											mas sim atos de homens
e mulheres, são opções políticas
											de políticos como eu,
aprovados por eleitores como vocês.
											Temos a possibilidade 
e uma fantástica oportunidade
											de fazer algo quanto a isso.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											So my question is:
What are we prepared to do today,
											so that a child born today,
50 years from now
											isn't born in a society
rooted in white supremacy;
											isn't born into a society
riddled with misogyny;
											isn't born into a society riddled
with homophobia and transphobia
											and anti-Semitism
and Islamophobia and ableism,
											and all the phobias and -isms?
											What are we prepared to do today,
											so that 50 years from now
											we have a road in our society
that's structured
											to reflect what we hold
to be self-evident?
											That all men, that all women,
											that even all trans people
											are created equal
											and are endowed by your Creator
with certain unalienable rights,
											including life, liberty
and the pursuit of happiness.
									","
											Así que mi pregunta es:
¿Qué estamos dispuestos a hacer hoy
											para que un niño que nazca hoy,
dentro de 50 años,
											no nazca en una sociedad arraigada
en una supremacía blanca;
											no nazca en una sociedad misógina;
											no nazca en una sociedad donde 
la homofobia y la transfobia sean normales
											así como el antisemitismo, la islamofobia
y el nivel de capacidad de las personas,
											y todas las fobias y cosas
que terminan en -ismo?
											¿Qué estamos dispuestos a hacer hoy,
											para que en 50 años
											tengamos un camino en nuestra sociedad
estructurado para reflejar
											lo que nos es autoevidente?
											Que todos los hombres, todas las mujeres,
											y hasta la gente trans
											fueron creados iguales
											y que recibieron ciertos derechos
inalienables del Creador,
											que incluyen la vida, la libertad
y la búsqueda de la felicidad.
									","
											Ma question est : que sommes-nous
prêts à faire aujourd'hui
											pour qu'un enfant
né aujourd'hui, dans 50 ans,
											ne soit pas dans une société
ancrée dans la suprématie blanche,
											ne soit pas dans une société
criblée de misogynie,
											ne soit pas dans une société criblée
d'homophobie, de transphobie,
											d'antisémitisme, d'islamophobie
et de capacitisme
											et toutes les phobies et -ismes ?
											Que sommes-nous prêts à faire aujourd'hui
											pour que dans 50 ans,
											nous ayons une route dans notre société
qui soit structurée
											pour refléter ce que
nous tenons pour évident ?
											Pour que tous les hommes,
toutes les femmes,
											mêmes toutes les personnes transgenres,
											naissent égaux
											et soient dotés par notre Créateur
de certains droits inaliénables
											y compris le droit à la vie, la liberté
et la poursuite du bonheur ?
									","
											Sorum şu: 
Bugün ne yapmaya hazırız ki
											bugün doğan bir çocuk 
bundan 50 yıl sonra
											beyaz üstünlüğüne dayanan
bir toplumda doğmasın,
											kadın düşmanı bir toplumda doğmasın,
											homofobi ve transfobi,
											Anti-Semitizm, İslamofobi,
engelli ayrımclığı
											ve tüm fobilerle dolu 
bir toplumda doğmasın.
											Bugün ne yapmaya hazırız ki
											bundan 50 yıl sonra
											toplumumuzu yansıtan bir yol
											yapılandırılmış olsun.
											Tüm erkekler, tüm kadınlar,
											tüm trans insanlar
											eşit ve yaratıcınız tarafından belirli 
devredilemez haklarla yaratıldı.
											Yaşam, özgürlük ve mutluluk arayışı dahil.
									","
											Portanto a minha pergunta é:
O que estamos dispostos a fazer hoje,
											para que uma criança
nascida hoje, daqui a 50 anos,
											não nasça numa sociedade
com raízes na supremacia branca,
											não nasça numa sociedade
cheia de misoginia,
											não nasça numa sociedade cheia
de homofobia e transfobia,
											antissemitismo, discriminação
ao Islão, aos deficientes,
											e todos os demais preconceitos?
											O que estamos dispostos a fazer hoje,
											para que, daqui a 50 anos,
											tenhamos um caminho na nossa sociedade,
que seja estruturado
											para refletir aquilo
que achamos tão óbvio?
											Em que todos os homens, 
todas as mulheres,
											todas as pessoas transexuais,
											sejam criadas igualmente,
											e desfrutem os direitos inalienáveis
dados pelo vosso criador,
											incluindo a vida, a liberdade
e a busca da felicidade?
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											Thank you.
									","
											Gracias.
									","
											Merci.
									","
											Teşekkür ederim.
									","
											Obrigado.
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Aplausos)
									",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
"
","
","
","
","
",The political power of being a good neighbor,Michael Tubbs,17:25,"politics,activism,social change,government,society,community,history,leadership,inequality,poverty,United States"
