en,es,fr,de,pt,tr,title,speaker,duration,tags
"
											These are the descendants of Hans Frank
											who was Hitler's personal legal advisor
											and governor general of occupied Poland.
											Now this bloodline includes numerous empty portraits,
											highlighting a complex relationship
											to one's family history.
											The reasons for these absences
											include people who declined participation.
											There's also parents who participated
											who wouldn't let their children participate
											because they thought they were too young to decide for themselves.
											Another section of the family
											presented their clothing, as opposed to their physical presence,
											because they didn't want to be identified
											with the past that I was highlighting.
											And finally, another individual
											sat for me from behind
											and later rescinded his participation,
											so I had to pixelate him out so he's unrecognizable.
									","
											Estos son los descendientes de Hans Frank
											que era el asesor jurídico personal de Hitler
											y el gobernador general de la Polonia ocupada.
											Este linaje incluye numerosos retratos vacíos,
											poniendo de relieve una relación compleja
											con la historia de la familia de uno mismo.
											Las razones de estas ausencias
											incluyen a personas que declinaron su participación.
											También hay padres que participaron
											que no dejaron que sus hijos participaran
											porque pensaron que eran demasiado jóvenes para decidir por sí mismos.
											Otra sección de la familia
											presentó sus prendas de vestir, en lugar de su presencia física,
											porque no querían ser identificados
											con el pasado que yo estaba poniendo de relieve.
											Y, por último, otra persona
											se sentó de espaldas a mi
											y más tarde rescindió su participación,
											así que tuve que pixelarlo para que sea irreconocible.
									","
											Chapitre 11. Voici les descendants de Hans Frank
											qui était le conseiller juridique personnel d’Hitler
											et gouverneur général de la Pologne occupée.
											Cette lignée contient de nombreux portraits vides,
											ce qui souligne une relation complexe
											de l'histoire d'une famille.
											Parmi les raisons de ces absences
											certaines personnes ont refusé de participer.
											Il y a aussi des parents qui ont participé
											mais qui n'ont pas laissé participer leurs enfants
											parce qu'ils pensaient qu'ils étaient trop jeunes pour décider eux-mêmes.
											Une autre section de la famille
											présentait leurs vêtements, plutôt que leur présence physique,
											parce qu'ils ne voulaient pas qu’on les identifie
											au passé que je mettais en évidence.
											Et pour finir, un autre individu
											a posé pour moi de dos
											et plus tard a annulé sa participation,
											j'ai donc dû retoucher la photo pour qu’on ne puisse pas le reconnaître.
									","
											Das sind die Nachfahren von Hans Frank,
											der Hitlers persönlicher Rechtsberater
											und Generalgouverneur 
des besetzten Polen war.
											Dieser Stammbaum umfasst 
nun zahlreiche leere Porträts,
											die eine komplexe Beziehung
											zur eigenen Familiengeschichte hervorheben.
											Zu den Gründen für ihr Fehlen gehört,
											dass Personen die Teilnahme verweigerten.
											Es gab auch Eltern, die teilnahmen,
											aber ihre Kinder nicht teilnehmen ließen,
											weil sie dachten, dass sie zu jung seien, 
um für sich selbst zu entscheiden.
											Ein anderer Teil der Familie
											präsentierten ihre Kleidung
anstelle ihrer physischen Präsenz,
											weil sie nicht mit der Vergangenheit
											identifiziert werden wollten, 
die ich herausstellte.
											Und schließlich gab es einen Einzelnen,
											der für mich rücklings saß
											und später seine Teilnahme zurückzog,
											daher musste ich ihn verpixeln, 
damit er unkenntlich ist.
									","
											Estes são os descendentes de Hans Frank
											que foi o conselheiro
legal particular de Hitler
											e o governador-geral da Polónia ocupada.
											Esta linhagem tem vários retratos vazios,
											destacando as relações complexas
											na história desta família.
											Os motivos destas ausências
											incluem gente que se recusou a participar.
											Há também os pais que participaram
											mas não autorizaram
que os filhos participassem,
											justificando que eles seriam muito novos 
para decidir sozinhos.
											Outra parte da família
											ofereceu as suas roupas, 
em vez da sua presença física,
											porque não quiseram ser identificados
											com o passado que eu estava a destacar.
											Por fim, outro indivíduo
											que pousou de costas
											e mais tarde rescindiu 
a sua participação,
											por isso tive que pixelá-lo
para ele ficar irreconhecível.
									","
											[Bölüm 11]
Bunlar, Hitler'in
											şahsi hukuk danışmanı 
ve işgal edilmiş Polonya'nın valisi
											olan Hans Frank'ın soyu.
											Bu soy kütüğü ise, aile geçmişiyle
											karmaşık bir ilişkiyi ön plana çıkartan
											çok sayıda boş portre içeriyor.
											Katılmayı reddeden insanlar,
											bu eksikliklerin sebeplerinden birisi.
											Bunun yanısıra, çocuklarının kendi başına
											karar vermeleri için çok küçük olduğunu
											düşünerek kendileri katılım sağlayıp
											çocuklarına izin vermeyen aileler var.
											Ailenin diğer kısmı, kendileri 
bizzat katılmadılar çünkü öne
											çıkardığım bu geçmişle ilişkilendirilmek
											istemediler ama giysilerini verdiler.
											Sonunda, bir diğer birey,
											arkasını dönerek oturdu ve sonra
											katılımını iptal etti, bu sebeple
											tanınmasın diye görüntüyü 
mozaiklemem gerekti .
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											In the footnote panel that accompanies this work
											I photographed an official Adolph Hitler postage stamp
											and an imitation of that stamp
											produced by British Intelligence
											with Hans Frank's image on it.
											It was released in Poland
											to create friction between Frank and Hitler,
											so that Hitler would imagine
											Frank was trying to usurp his power.
									","
											En el panel de notas que acompaña a este trabajo,
											fotografié un sello oficial de Adolph Hitler
											y una imitación de ese sello
											producido por la Inteligencia británica
											con la imagen de Hans Frank.
											Fue lanzado en Polonia
											para crear fricción entre Frank y Hitler,
											de modo que Hitler imaginara que
											Frank estaba tratando de usurpar su poder.
									","
											Dans le panneau de notes qui accompagne cette œuvre
											j'ai photographié un timbre officiel d'Adolph Hitler
											et une imitation de ce timbre
											réalisée par les services secrets britanniques
											avec l'image de Hans Frank.
											Il est sorti en Pologne
											pour créer un conflit entre Frank et Hitler,
											pour qu'Hitler s'imagine
											que Frank essayait d'usurper son pouvoir.
									","
											In der Fußnoten-Tafel, die diese Arbeit begleitet,
											fotografierte ich eine offizielle 
Adolf-Hitler-Briefmarke
											und eine Imitation dieser Briefmarke,
											die vom britischen Geheimdienst hergestellt wurde,
											mit dem Bild Hans Franks darauf.
											Sie wurde in Polen herausgegeben,
											um Spannungen zwischen 
Frank und Hitler zu schaffen,
											damit Hitler annahm,
											dass Frank versuchte, 
seine Macht an sich zu reißen.
									","
											Na nota de rodapé
que acompanha este trabalho,
											fotografei o selo de correio 
oficial de Adolph Hitler
											e uma imitação daquele selo
											produzida pelos serviços
de informações britânicos
											com a imagem de Hans Frank.
											Foi lançado na Polónia
											para criar tensão entre Frank e Hitler,
											para fazer Hitler pensar
											que Frank estava a tentar
usurpar o seu poder.
									","
											Bu çalışmadaki dipnot panelinde,
											resmi bir Adolph Hitler posta pulu ile
											bu pulun Britanya İstihbaratı tarafından
											üretilmiş, üzerinde Hans Frank'ın
											resmi olan taklidini fotoğrafladım.
											Bu pul, Hitler'in, Frank'ın onun gücünü
											ele geçirmeye çalıştığını düşünmesine,
											ve ikili arasında bir sürtüşme yaratmaya
											yönelik, Polonyada piyasaya sürülmüştür.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											Again, talking about fate,
											I was interested in the stories and fate
											of particular works of art.
											These paintings were taken by Hans Frank
											during the time of the Third Reich.
											And I'm interested in the impact of their absence and presence through time.
											They are Leonardo da Vinci's ""Lady With an Ermine,""
											Rembrandt's ""Landscape With Good Samaritan""
											and Raphael's ""Portrait of a Youth,""
											which has never been found.
									","
											Una vez más, hablando del destino
											estaba interesada en las historias y el destino
											de determinadas obras de arte.
											Estas pinturas fueron tomadas por Hans Frank
											durante el Tercer Reich.
											Me interesa el impacto de su ausencia y su presencia a través del tiempo.
											Se trata de la ""Dama del armiño"" de Leonardo da Vinci,
											""Paisaje con buen samaritano"" de Rembrandt
											y ""Retrato de un joven"" de Rafael,
											que nunca ha sido encontrado.
									","
											Encore une fois, en parlant de destin,
											j'étais intéressée par les histoires et le destin
											de certaines œuvres d'art.
											Ces tableaux ont été pris par Hans Frank
											pendant le Troisième Reich.
											Et je m’intéresse à l'impact de leur absence et de leur présence à travers le temps.
											Ce sont « La Dame à l'hermine » de Léonard de Vinci,
											« Paysage Avec Le Bon Samaritain » de Rembrandt
											« Portrait d'un jeune » de Raphaël
											qui n'a jamais été retrouvé.
									","
											Wieder ist die Rede von Schicksal.
											Ich war an den Geschichten 
und dem Schicksal
											von bestimmten Kunstwerken interessiert.
											Diese Gemälde nahm Hans Frank
											während der Zeit des Dritten Reichs an sich.
											Mich interessiert der Einfluss ihrer Abwesenheit 
und Anwesenheit im Lauf der Zeit.
											Es sind Leonardo da Vincis ""Dame mit Hermelin"",
											Rembrandts ""Landschaft mit 
dem barmherzigen Samariter""
											und Rafaels ""Porträt eines jungen Mannes"",
											das nie gefunden wurde.
									","
											De novo, falando sobre destino,
											eu estava interessada
nas histórias e no destino
											de uns trabalhos de arte especiais.
											Estas pinturas foram levadas 
por Hans Frank
											durante o regime do Terceiro Reich.
											Eu estou interessada no impacto da 
sua ausência e presença ao longo do tempo.
											Estas pinturas são ""Dama com Arminho""
de Leonardo da Vinci,
											""Paisagem com o Bom Samaritano"" 
de Rembrandt
											e ""Retrato de um Jovem"" de Rafael,
											que nunca foram encontradas.
									","
											Yine kadere gelirsek,
											belirli sanat eserlerinin öyküleri
											ve kaderleriyle ilgilendim.
											Bu tablolar, Hans Frank tarafından,
											Nazi Almanyası zamanında alınmıştır.
											Zaman içinde varlıkları ve ortadan
											kaybolmalarının etkisiyle ilgileniyorum.
											Bunlar, Leonardo da Vinci'nin ""Lady With
an Ermine''
											Rembrandt'ın Landscape With Good Samaritan
											ve Raphael'in ''Portrait of a Youth'' 
tabloları ve bulunamamışlardır.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											Chapter 12 highlights
											people being born into a battle that is not of their making,
											but becomes their own.
											So this is the Ferraz family
											and the Novaes family.
											And they are in an active blood feud.
											This feud has been going on since 1991
											in Northeast Brazil in Pernambuco,
											and it involved the deaths
											of 20 members of the families
											and 40 others associated with the feud,
											including hired hit men, innocent bystanders
											and friends.
											Tensions between these two families date back to 1913
											when there was a dispute over local political power.
											But it got violent in the last two decades
											and includes decapitation
											and the death of two mayors.
											Installed into a protective wall
											surrounding the suburban home of Louis Novaes,
											who's the head of the Novaes family,
											are these turret holes,
											which were used for shooting and looking.
									","
											El capítulo 12 destaca a personas
											que nacen en una batalla que no crearon,
											pero se convierte en suya.
											Esta es la familia Ferraz
											y la familia Novaes.
											Y están en una disputa familiar activa.
											Esta disputa ha estado sucediendo desde el año 1991
											en el noreste de Brasil, en Pernambuco,
											e involucra las muertes
											de 20 miembros de las familias
											y de otros 40 asociados a la disputa,
											incluyendo a sicarios, transeúntes inocentes
											y amigos.
											Las tensiones entre estas dos familias se remontan a 1913
											cuando hubo una disputa por el poder político local.
											Sin embargo, se volvió violenta en las últimas dos décadas
											e incluye la decapitación
											y la muerte de dos alcaldes.
											Instalados tras un muro de protección
											que rodea la casa de las afueras de Luis Novaes,
											que es el jefe de la familia Novaes,
											están estos agujeros de torreta,
											que se utilizaban para disparar y mirar.
									","
											Le chapitre 12 met l'accent sur
											les gens qui naissent dans une bataille qu'ils n'ont pas voulue
											mais qui devient la leur.
											Voici donc la famille Ferraz
											et la famille Novaes.
											Et ils sont impliqués dans une vendetta.
											Cette querelle dure depuis 1991
											au Nord Est du Brésil dans l’état de Pernambouc,
											et il a causé la mort
											de 20 membres des familles
											et 40 autres personnes associées à la querelle,
											y compris des tueurs à gages embauchés, des passants innocents
											et des amis.
											Les tensions entre ces deux familles remontent à 1913
											quand il y eu un conflit au sujet du pouvoir politique local.
											Mais elle est devenue violente au cours des deux dernières décennies
											avec des décapitations
											et la mort de deux maires.
											Installés dans un mur de protection
											qui entoure la maison de banlieue de Louis Novaes,
											qui est le chef de la famille Novaes,
											il y a ces trous de tourelle,
											qui ont été utilisés pour photographier et regarder.
									","
											Kapitel 12 stellt Menschen in den Mittelpunkt,
											die in einen Krieg hinein geboren werden, 
den sie nicht gemacht haben,
											aber der zu ihrem wird.
											Das ist also die Familie Ferraz
											und die Familie Novaes.
											Zwischen ihnen herrscht eine lebhafte Blutfehde.
											Diese Fehde existiert seit 1991
											in Pernambuco, im Nordosten von Brasilien,
											und führte zum Tod
											von 20 Familienmitgliedern
											und 40 anderen, die mit der Fehde zu tun hatten,
											einschließlich angeheuerter Schläger, 
unschuldiger Zuschauer
											und Freunde.
											Die Spannungen zwischen den 
beiden Familien reichen bis 1913 zurück,
											als es Streit über lokale 
politische Machtverhältnisse gab.
											Sie wurden in den letzten zwei Jahrzehnten gewaltsam
											und umfassen Enthauptungen
											und den Tod von zwei Bürgermeistern.
											Eingelassen in eine Schutzmauer,
											die das vorstädtische Zuhause 
von Louis Novaes umgab,
											dem Familienoberhaupt der Novaes,
											sind diese Schießschlitze,
											die zum Schießen und Schauen benutzt werden.
									","
											O Capítulo 12 destaca pessoas
											que nasceram no meio
de uma guerra que não criaram,
											mas que se torna a sua guerra.
											Esta é a família Ferraz
											e a família Novaes.
											Estão numa batalha constante.
											Esta disputa existe desde 1991
											em Pernambuco, no Nordeste brasileiro,
											e envolve as mortes
											de 20 membros das duas famílias
											e outras 40 mortes
associadas com a disputa,
											incluindo assassinos contratados, 
pessoas inocentes
											e amigos.
											As tensões entre estas duas famílias
começaram em 1913,
											quando houve uma disputa 
de poder político local.
											Mas a disputa ficou violenta 
nas duas últimas décadas
											e inclui decapitações
											e a morte de dois presidentes da câmara.
											Instalados num muro de proteção
											que cerca a casa suburbana de Luís Novaes,
											que é o patriarca da família Novaes,
											há estes buracos nas torres,
											que eram usados
para disparar e para vigiar.
									","
											[Bölüm 12]
											ise kendilerinin olmayan ama 
bir parçası haline geldikleri
											bir savaşın içinde düyaya gelen insanları
											ön plana çıkarıyor.
											Bu Ferraz ailesi ile Novaes ailesi.
											Aslında onlar, devam eden 
bir kan davası içindeler.
											Bu dava, 1991'den beri
											Kuzey Doğu Brezilya'da Pernambuco'da 
devam etmekte olup
											kiralık tetikçiler,yoldan geçen suçsuzlar
											ve arkadaşların da dahil olduğu
											davaya karışmış 40 kişi
											ve ailelerden 20 bireyin
											ölümünü kapsıyor.
											Bu iki aile arasındaki gerginlik,
yerel siyasi iktidar üzerine
											bir anlaşmazlığın çıktığı 
1913 yılına dayanmaktadır.
											Ama dava, şu son 20 yılda şiddetlenmiş,
											2 belediye başkanının boynunun vurulması
											ve ölümünü kapsamıştır.
											Novaes ailesinin reisi Louis Novaes'in
											banliyö evini çevreleyen 
koruyucu duvarda,
											ateş açmak ve gözetlemek için
											kullanılmış olan bu kule delikleri
											bulunuyor.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											Brazil's northeast state of Pernambuco
											is one of the nation's most violent regions.
											It's rooted in a principle of retributive justice,
											or an eye for an eye,
											so retaliatory killings
											have led to several deaths in the area.
											This story, like many of the stories in my chapters,
											reads almost as an archetypal episode,
											like something out of Shakespeare,
											that's happening now and will happen again in the future.
											I'm interested in these ideas of repetition.
											So after I returned home, I received word
											that one member of the family
											had been shot 30 times in the face.
									","
											El estado brasileño de Pernambuco, al noreste,
											es una de las regiones más violentas del país.
											Se basa en un principio de justicia punitiva,
											o de ojo por ojo,
											así que los asesinatos por represalia
											han dado lugar a varias muertes en la zona.
											Esta historia, como muchas de las historias de mis capítulos,
											se lee casi como un episodio arquetípico,
											como algo de Shakespeare,
											que está sucediendo ahora y volverá a suceder en el futuro.
											Me interesan estas ideas de repetición.
											Así que después de regresar a casa, recibí la noticia
											de que un miembro de la familia
											había recibido 30 disparos en la cara.
									","
											L'état de Pernambouc au Nord Est du Brésil
											est une des régions les plus violentes du pays.
											Il est ancré à un principe de justice punitive,
											ou œil pour œil,
											et donc les meurtres pour représailles
											ont conduit à plusieurs décès dans la région.
											Cette histoire, comme la plupart des histoires dans mes chapitres,
											se lit presque comme un épisode parfait,
											comme quelque chose de Shakespeare,
											qui se passe maintenant et qui se passera à nouveau dans l'avenir.
											Je m’intéresse à ces idées de répétition.
											Donc, après être rentrée chez moi, j'ai entendu dire
											qu'on avait tiré 30 fois dans la figure
											d'un membre de la famille.
									","
											Brasiliens nordöstliches Bundesland Pernambuco
											ist eine der gewalttätigsten Regionen des Landes.
											Sie fußt auf dem Prinzip der Vergeltung,
											oder Auge um Auge.
											So haben Vergeltungsmorde
											zu zahlreichen Toten 
in der Region geführt.
											Diese Geschichte, wie viele 
Geschichte in meinen Kapiteln,
											liest sich fast wie eine 
archetypische Begebenheit,
											wie etwas von Shakespeare,
											das gerade passiert und 
wieder passieren wird.
											Ich interessiere mich für 
die Idee von Wiederholung.
											Nach meiner Heimkehr
wurde mir mitgeteilt,
											dass einem Familienmitglied
											30 Mal ins Gesicht geschossen worden war.
									","
											O estado brasileiro de Pernambuco
											é uma das regiões mais violentas do país.
											Está enraizado no princípio 
da justiça retributiva,
											ou olho por olho.
											Por isso, assassínios de retaliação
											causaram muitas mortes naquela área.
											Esta história, como outras 
nos meus capítulos,
											parece um episódio tirado de arquétipos,
											algo saído de Shakespeare,
											mas que está a acontecer agora 
e vai continuar no futuro.
											Interessa-me esta ideia de repetição.
											Quando voltei para casa, 
informaram-me
											que um membro da família
											tinha levado 30 tiros na cara.
									","
											Brezilya'nın Kuzey Doğu eyaleti olan
											Pernambuco, ülkenin en çok şiddet içeren
bölgelerinden biridir.
											Kökleri cezalandırıcı adalet ya da
											kısasa kısas ilkesine dayanmaktadır
											dolayısıyla misilleme cinayetleri
											bölgede birçok ölüme neden olmuştur.
											Bu hikaye, bölümlerdeki diğer birçoğu gibi
											neredeyse ilkörnek bir bölüm 
olarak anlam kazanıyor,
											tıpkı şimdi gerçekleşen ve gelecekte
											tekrar gerçekleşecek olan 
Shakespeare'den çıkma bir şey gibi.
											Yinelemeye dair bu fikirlerle
ilgileniyorum.
											Eve döndükten sonra, bir aile bireyinin
											yüzünden 30 kez vurulduğu
											haberini aldım.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											Chapter 17
											is an exploration of the absence of a bloodline
											and the absence of a history.
											Children at this Ukrainian orphanage
											are between the ages of six and 16.
											This piece is ordered by age
											because it can't be ordered by blood.
											In a 12-month period when I was at the orphanage,
											only one child had been adopted.
											Children have to leave the orphanage at age 16,
											despite the fact that there's often nowhere for them to go.
											It's commonly reported in Ukraine
											that children, when leaving the orphanage
											are targeted for human trafficking,
											child pornography and prostitution.
											Many have to turn to criminal activity for their survival,
											and high rates of suicide are recorded.
									","
											Capítulo 17
											es una exploración de la ausencia de un linaje
											y la ausencia de una historia.
											Los niños de este orfanato de Ucrania
											tienen entre 6 y 16 años.
											Esta pieza está ordenada por edad
											porque no puede ser ordenada por la sangre.
											En 12 meses en los que estuve en el orfanato,
											sólo fue adoptado un niño.
											Los niños tienen que dejar el orfanato a los 16 años,
											a pesar del hecho que con frecuencia no hay ningún lugar a donde puedan ir.
											En Ucrania se señala con frecuencia
											que los niños, al salir del orfanato
											son objeto de trata de personas,
											pornografía infantil y prostitución.
											Muchos tienen que recurrir a actividades delictivas para sobrevivir
											y se registran altas tasas de suicidio.
									","
											Le chapitre 17
											est une exploration de l'absence d'une lignée
											et de l'absence d'une histoire.
											Les enfants de cet orphelinat ukrainien
											ont entre 6 et 16 ans.
											Cette pièce est en ordre d'âge
											car elle ne peut pas être ordonnée par descendance.
											Sur une période de 12 mois quand j'étais à l'orphelinat,
											un seul enfant a été adopté.
											Les enfants doivent quitter l'orphelinat à l'âge de 16 ans,
											bien que souvent ils n’aient nulle part où aller.
											Il est courant en Ukraine de signaler
											que les enfants, au moment de quitter l'orphelinat
											deviennent les cibles du trafic d'êtres humains,
											de la pornographie et de la prostitution infantiles.
											Beaucoup d'entre eux doivent se tourner vers des activités criminelles pour survivre,
											et on enregistre des taux de suicide élevés.
									","
											Kapitel 17
											ist eine Erforschung des Fehlens von Stammbäumen
											und des Fehlens einer Geschichte.
											Die Kinder in diesem ukrainischen Kinderheim
											sind zwischen sechs und 16 Jahre alt.
											Diese Arbeit ist nach dem Alter geordnet,
											weil sie nicht nach Abstammung 
geordnet werden kann.
											In einem Zeitraum von 12 Monaten, 
in dem ich im Kinderheim war,
											wurde nur ein Kind adoptiert.
											Mit 16 müssen die Kinder 
das Kinderheim verlassen,
											obwohl sie oft nirgendwo hin können.
											In der Ukraine wird häufig berichtet,
											dass Kinder nach dem Verlassen des Kinderheims
											Ziel von Menschenhandel,
											Kinderpornografie und Prostitution sind.
											Um zu überleben, müssen viele einer 
kriminellen Beschäftigung nachgehen
											und es werden hohe Selbstmordraten verzeichnet.
									","
											O capítulo 17
											é uma exploração da ausência 
de uma linhagem
											e da ausência de uma história.
											As crianças neste orfanato na Ucrânia
											têm idades entre os 6 e os 16 anos.
											Este trabalho é ordenado por idade
											porque não pode ser organizado 
por laços de sangue.
											Durante os 12 meses
em que estive no orfanato,
											apenas uma criança foi adotada.
											Elas têm que deixar o orfanato 
quando completam 16 anos,
											embora geralmente não tenham 
nenhum outro lugar para ir.
											Há muitos relatos na Ucrânia
											de crianças que, ao deixar o orfanato,
											são vítimas de tráfico humano,
											pornografia infantil e prostituição.
											Muitas envolvem-se em atividades
criminosas para sobreviver,
											e as taxas de suicídio são altas.
									","
											[Bölüm 17]
											Bir soy kütüğünün ve bir tarihin ortada
											olmamasına yönelik bir incelemedir.
											Bu Ukrayna yetimhanesindeki çocuklar,
											6 ila 16 yaşları arasındalar.
											Bu parçada veri, 
soya göre düzenlenemediği
											için yaşa göre düzenlenmiştir.
											Yetimhanede bulunduğum 
12 aylık süre içinde,
											sadece bir çocuk evlat edinildi.
											Çocuklar, genellikle gidecek bir yerleri
olmamasına rağmen
											16 yaşında yetimhaneyi terk etmek
zorundalar.
											Ukrayna'da bundan sıkça 
bahsedilmektedir
											yetimhaneden ayrılan çocuklar,
											insan ticareti, çocuk pornografisi
											ve seks işçiliğinin hedefi olmaktadırlar.
											Çoğu, hayatta kalmak için suç işlemeye 
yönelmek zorunda kalır
											ve yüksek intihar oranları kaydedilmiştir.
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
											This is a boys' bedroom.
											There's an insufficient supply of beds at the orphanage
											and not enough warm clothing.
											Children bathe infrequently
											because the hot water isn't turned on until October.
											This is a girls' bedroom.
											And the director listed the orphanage's most urgent needs
											as an industrial size washing machine and dryer,
											four vacuum cleaners, two computers,
											a video projector, a copy machine,
											winter shoes and a dentist's drill.
											This photograph, which I took at the orphanage of one of the classrooms,
											shows a sign which I had translated when I got home.
											And it reads: ""Those who do not know their past
											are not worthy of their future.""
									","
											Este es un dormitorio de niños.
											Hay un suministro insuficiente de camas en el orfanato
											y no hay suficiente ropa de abrigo.
											Los niños se bañan con poca frecuencia
											porque el agua caliente no se enciende hasta octubre.
											Este es un dormitorio de niñas.
											Y el director incluye en la lista de necesidades más urgentes del orfanato
											una máquina de tamaño industrial para lavado y secado,
											cuatro aspiradoras, dos ordenadores,
											un proyector de vídeo, una fotocopiadora,
											zapatos de invierno y un taladro de dentista.
											Esta fotografía que tomé en el orfanato de una de las aulas de clase,
											muestra un cartel que traduje al llegar a casa.
											Y dice: ""Aquellos que no conocen su pasado
											no son dignos de su futuro"".
									","
											Voici une chambre de garçons.
											Il n'y a pas assez de lits à l'orphelinat
											et pas assez de vêtements chauds.
											Les enfants ne se lavent que rarement
											parce que l'eau chaude n'est activée qu'à la fin d'octobre.
											Voici une chambre de filles.
											Et le directeur a fait la liste des besoins les plus urgents de l'orphelinat :
											une machine à laver et un sèche-linge de taille industrielle,
											quatre aspirateurs, deux ordinateurs,
											un vidéoprojecteur, une photocopieuse,
											des chaussures d’hiver et une fraise de dentiste.
											Cette photo d'une des salles de classe, que j'ai prise à l'orphelinat,
											montre un panneau que j'ai fait traduire quand je suis rentrée.
											Et il dit: « Ceux qui ne connaissent pas leur passé
											ne sont pas dignes de leur avenir. »
									","
											Das ist ein Jungenschlafraum.
											Es gibt eine unzureichende Versorgung 
mit Betten im Kinderheim
											und es gibt nicht genügend warme Kleidung.
											Die Kinder baden unregelmäßig,
											weil das warme Wasser nicht 
vor Oktober eingeschaltet wird.
											Das ist ein Mädchenschlafraum.
											Und der Leiter listete die dringendsten 
Bedürfnisse des Waisenhauses auf,
											wie Waschmaschine und 
Trockner in Industriegröße,
											vier Staubsauger, zwei Computer,
											einen Beamer, einen Kopierer,
											Winterschuhe und Zahnarztbohrer.
											Dieses Foto, das ich von einem 
Klassenraum im Waisenhaus machte,
											zeigt ein Schild, das ich bei 
meiner Heimkehr übersetzen ließ.
											Dort steht: ""Diejenigen, die
ihre Vergangenheit nicht kennen,
											verdienen ihre Zukunft nicht.""
									","
											Este é um quarto de meninos.
											Não há camas suficientes no orfanato
											nem suficiente roupas quentes.
											As crianças tomam banho esporadicamente
											porque só há água quente
a partir de outubro.
											Este é um quarto de meninas.
											O diretor listou as necessidades 
mais urgentes do orfanato
											como uma máquina de lavar roupa
e uma secadora industriais,
											quatro aspiradores, 
dois computadores,
											um projetor de vídeo, uma fotocopiadora,
											sapatos de inverno
e uma broca de dentista.
											Esta fotografia, que tirei
de uma das salas de aula no orfanato,
											mostra uma placa que traduzi 
quando voltei para casa.
											Diz: ""Quem não conhece o seu passado
											""não é merecedor do seu futuro.""
									","
											Bu, erkekler için yatak odası.
											Yetimhanede, yetersiz sayıda yatak vardır
											ve kıyafetler de yeterli değildir.
											Çocuklar, yeterince sık banyo yapamıyor
											çünkü Ekim'e kadar sıcak su verilmiyor.
											Bu ise, kızların yatak odası.
											Müdür, yetimhanenin en acil ihtiyaçlarını,
											endüstriyel boyutta bir yıkama 
ve kurutma makinesi,
											dört elektrikli süpürge, iki bilgisayar
											bir projeksiyon cihazı, 
bir fotokopi makinesi,
											kışlık ayakkabılar, bir dişçi matkabı
olarak listeledi.
											Yetimhaneye ait bir sınıfta 
çektiğim bu fotoğrafta
											Eve dönünce çevirisini 
yaptırdığım bir yazı var.
											Ve şöyle diyor: ''Geçmişini bilmeyenler
											geleceğe layık değillerdir.''
									",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
"
","
","
","
","
","
",The stories behind the bloodlines,Taryn Simon,17:59,"art,culture,global issues,photography"
