en,tr,fr,es,title,speaker,duration,tags
"
											Now, this is the obligatory moment
in the presentation where I have to say,
											not everything is about race.
											Crime is a thing, should be reported,
											but ask yourself, do we need armed men
to show up and resolve this situation,
											because when they show up for me,
											it's different.
											We know that police officers
											use force more with black people
than with white people,
											and we are learning
the role of 911 calls in this.
											Thanks to preliminary research
from the Center for Policing Equity,
											we're learning that in some cities,
											most of the interactions
between cops and citizens
											is due to 911 calls,
											not officer-initiated stops,
											and most of the violence,
the use of force by police on citizens,
											is in response to those calls.
											Further, when those officers
responding to calls use force,
											that increases in areas
											where the percentage
of the white population
											has also increased,
											aka gentrification,
											aka unicycles and oat milk,
											aka when BBQ Becky feels threatened,
											she becomes a threat to me
in my own neighborhood,
											which forces me and people like me
											to police ourselves.
											We quiet ourselves, we walk on eggshells,
											we maybe pull over to the side of the road
											under the brightest light we can find
											so that our murder
											might be caught cleanly on camera,
											and we do this because we live in a system
											in which white people
can too easily call on deadly force
											to ensure their comfort.
									","
											İşte bu noktada şunu söylemek zorundayım:
											Her şey ırkla ilgili değil.
											Suçun ihbar edilmesi gerek
											ama kendinize sorun, silahlı kuvvetlerin
gelip bu sorunu çözmesi mi gerek?
											Çünkü benim için geldiklerinde
											durum farklı.
											Şunu biliyoruz ki
											polis, siyahilere karşı beyazlara oranla
daha fazla güç kullanıyor
											ve burada 911'in rolünü de öğreniyoruz.
											The Center for Policing Equity'nin
ön araştırması sayesinde
											şunu öğreniyoruz ki bazı şehirlerde
											polis ve vatandaş etkileşiminin sebebi
											911 aramaları,
											polis memurunun kendi müdahalesi değil.
											Polisin vatandaşlar üzerindeki
şiddetinin çoğu,
											o aramalara yanıt olarak ortaya çıkıyor.
											Dahası, o aramalara yanıt için
memurlar güç kullandığında
											beyaz nüfus yüzdesinin
											artmış olduğu alanlarda
											şiddette de artış oluyor,
											yani soylulaştırma,
											yani tek teker ve yulaf sütü,
											yani mangal Becky'nin 
tehdit altında hissetmesi,
											benim mahallemde bana karşı
bir tehdide dönüşüyor,
											bu da beni ve benim gibi insanları
											polise yönlendiriyor.
											Sessizleşiyoruz, korkarak adım atıyoruz,
											bulabildiğimiz en parlak ışık altında
											arabamızı kenara çekiyoruz,
											öldürülürsek
											kamera görüntüsü net olsun diye
											ve bunu yapıyoruz
çünkü öyle bir sistemde yaşıyoruz ki
											beyazlar kolaylıkla 
rahatlarını sağlamak için
											ölümcül güçleri arayabiliyor.
									","
											C'est le moment obligatoire
dans la présentation où je dois dire
											qu'il n'est pas toujours question de race.
											Les crimes existent,
ils devraient être signalés,
											mais demandez-vous si nous avons besoin
											que des hommes armés
viennent pour régler cette situation,
											car quand ils viennent pour moi,
											c'est différent.
											Nous savons que les officiers de police
											ont plus recours à la force
											avec des gens noirs
qu'avec des gens blancs
											et nous découvrons le rôle
des appels à la police dans tout cela.
											Grâce des recherches préliminaires
du centre pour l'équité policière,
											nous apprenons qu'il y a des villes
											où la plupart des interactions
entre la police et les citoyens
											sont dues à des appels à la police,
											à des arrestations
non initiées par la police
											et pour la plupart de la violence,
											le recours à la force
par la police sur les citoyens
											est en réponse à ces appels.
											De plus, quand ces officiers qui répondent
aux appels ont recours à la force,
											cela est accru dans les zones
											où le pourcentage
de Blancs dans la population
											est également accru,
											soit de la gentrification,
											soit des monocycles et du lait d'avoine,
											soit quand la Becky du barbecue
se sent menacée,
											elle devient une menace pour moi
dans mon propre quartier,
											ce qui nous force,
moi et les gens comme moi,
											à nous contenir.
											Nous devenons plus calmes,
nous marchons sur des œufs,
											peut-être que nous nous rangeons
											sous la lumière la plus lumineuse possible
											afin que notre meurtre
											puisse être filmé clairement
											et nous faisons cela
car nous vivons dans un système
											où les gens blancs peuvent trop facilement
appeler des forces mortelles
											pour assurer leur confort.
									","
											Pero es obligatorio decir 
en mi presentación
											que no todo va sobre el racismo.
											El delito es una cosa 
que debería ser reportado,
											pero pregúntense ¿Necesitamos
hombres armados para solucionar esto?
											Porque para mí, cuando ellos aparecen,
											es diferente.
											Conocemos que la policía
											usa la fuerza contra los negros más
que contra los blancos,
											y aprendemos que el 911 
es la manera para hacerlo.
											Gracias a la investigación preliminar 
del ""Center for olicing Equity""
											sabemos que en unas ciudades
											la mayoría de las interacciones 
entre la policía y los ciudadanos
											es a través de las llamadas al 911,
											no por detenciones de la policía.
											La mayoría de actos violentos y de fuerza
de la policía contra los ciudadanos
											son las repuestas a aquellas llamadas.
											Además, cuando aquellos agentes responden
a las llamadas usando la fuerza,
											aumenta en lugares
											donde el porcentaje de blancos
											ha aumentado también,
											lo conocido por gentrificación,
											por monociclos y por la leche de avena,
											y cuando Becky Barbacoa 
se siente en peligro,
											ella se convierte en un peligro 
para el barrio,
											que me obliga a mí y 
a otras personas como yo
											a ser nosotros mismos agentes de policía.
											Nos tranquilizamos, 
vamos con pies de plomo.
											Quizás vayamos al lado de la carretera
											allá bajo la luz que podemos encontrar
											para que el asesino
											quizá sea detectado por la cámara.
											Y lo hacemos porque vivimos en un sistema
											en el cual los blancos diariamente 
pueden llamar a las autoridades
											para asegurarse
de que todo va bien para ellos.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplausos)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											The California Safeway
											didn't just call cops
on black woman donating food to homeless.
											They ordered armed,
unaccountable men upon her.
											They essentially called in a drone strike.
											This is weaponized discomfort,
											and it is not new.
									","
											The California Safeway
											evsizlere bağış yapan kadını
sadece polise ihbar etmedi.
											Silahlı, hesap vermeyecek olan
insanları aradılar.
											Resmen bir dron saldırısı gibi.
											Bu silahlı huzursuzluk
											ve yeni de değil.
									","
											Le supermarché
											ne s'est pas contenté d'appeler la police
											au sujet d'une femme
donnant à manger aux sans-abris.
											Il a commandé des hommes armés,
sans compte à rendre.
											Il a appelé à une frappe de drone.
											Le malaise est devenu une arme
											et ce n'est pas nouveau.
									","
											El vendedor del mercado no solo llamó
											a la policía porque una negra
donaba comida a la gente sin hogar.
											Ellos ordenaron 
muchos hombres armados contra ella.
											Básicamente pidieron 
un ataque con drones.
											Eso es incomodidad armada,
											y eso no es nuevo.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											From 1877 to 1950,
											there were at least 4,400 documented
racial terror lynchings of black people
											in the United States.
											They had headlines as well.
											""Rev. T.A. Allen was lynched
in Hernando, Mississippi
											for organizing local sharecroppers.""
											""Oliver Moore was lynched
in Edgecomb County, North Carolina,
											for frightening a white girl.""
											""Nathan Bird was lynched
near Luling, Texas,
											for refusing to turn his son
over to a mob.""
											We need to change the action,
											whether that action is ""lynches""
											or ""calls police.""
									","
											1877'den 1950'ye
											siyahiler üzerinde en az
4400 belgelenmiş linç girişimi oldu,
											ABD içinde.
											Manşetler de oldu.
											''Rev. T.A. Hernando,
Missisipi'de linç edildi.
											ekinlerini kiraladığı için.''
											''Oliver Moore Edgecomb,
Kuzey Karolina'da linç edildi,
											beyaz bir kızı korkuttuğu için.""
											""Nathan Bird, Luling, Teksas yakınında
											oğlunu çeteye
teslim etmediği için linç edildi.''
											Bu eylemleri değiştirmemiz lazım,
											gerek ''linç edilmek,''
											gerekse ''polise ihbar etmek'' olsun.
									","
											De 1877 à 1950,
											il y a eu au moins 4 400 lynchages
de terreur raciale documentés
											envers des personnes noires
aux États-Unis.
											Ils ont également fait les gros titres.
											« Le révérend T.A. Allen a été lynché
à Hernando, Mississippi,
											pour avoir organisé les métayers locaux ».
											« Oliver Moore a été lynché
dans le comté d'Edgecombe
											pour avoir effrayé une fille blanche ».
											« Nathan Bird a été lynché au Texas
											pour avoir refusé de livrer
son fils à la pègre ».
											Nous devons changer l'action,
											que cette action soit « lynche »
											ou « appelle la police ».
									","
											Desde 1877 hasta 1950,
											al menos se documentaron 4400 
linchamientos raciales
											de negros EE. UU.
											Tuvieron titulares también.
											""La revolucionaria T.A Allen fue linchado 
en Hernando, Mississippi
											por organizar aparceros locales"".
											""Oliver Moore fue linchado en
Edgecomb County, Carolina del Norte
											por asustar a una chica blanca.
											Nathan Bird fue linchado
cerca Luling, Texas
											por rechazar que su hijo 
fuera a una banda.
											Necesitamos cambiar la acción,
											de un linchamiento
											o de llamar a la policía.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											And now that I have shortened
the distance between those two,
											let's get back to our game,
to our mission.
									","
											Ben de bu ikisi arasındaki
mesafeyi birbirine yaklaştırdım,
											şimdi oyuna, amacımıza geri dönelim.
									","
											Maintenant que j'ai réduit
la distance entre les deux,
											revenons-en à notre jeu, à notre mission.
									","
											Y ahora que he disminuido 
la distancia entre ambas,
											volvamos al juego, a la misión.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											Our objective in level three
is to change the action.
											So what if, instead of
											""Calls Cops On Black Woman
Donating Food To Homeless,""
											that California Safeway simply thanks her.
											Thanking is far cheaper than bringing
law enforcement to the scene.
									","
											Seviye 3'te amacımız eylemi değiştirmek.
											Şu manşetler yerine,
											''Evsizlere yemek bağışı yapan kadını
polise ihbar ettiler.''
											California Safeway ona teşekkür etse.
											Teşekkür etmek, polisi olay yerine
çağırmaktan çok daha ucuz.
									","
											Notre objectif qu niveau trois
est de changer l'action.
											Et si au lieu de
											« Appelle la police au sujet d'une femme
donnant à manger aux sans-abris »,
											ce supermarché se contentait
de la remercier ?
											Remercier coûte bien moins cher
que d'appeler les forces de l'ordre.
									","
											Nuestro objetivo en el nivel tres
es cambiar la acción.
											Entonces, ¿Qué pasa si, en vez de
											llamar a la policía porque 
una negra dona comida
											a gente sin hogar, 
que el supermercado dé las gracias?
											Dar las gracias es más barato 
que llamar a la policía.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplauso)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											Or, instead,
											they could give the food
they would have wasted to her,
											upped their civic cred.
											Or, the white woman who called the police
on the eight-year-old black girl,
											she could have bought all the inventory
from that little black girl,
											support a small business.
											And the white woman who called the police
on the black real estate investor,
											we would all be better off,
the cops agree,
											if she had simply ignored him
and minded her own damn business.
									","
											Ya da şöyle...
											Onun için harcadıkları yemeği verseler,
											medeniliklerini yüceltseler.
											Ya da sekiz yaşındaki siyahi kızı
polise ihbar eden beyaz kadın,
											onun sattığı her şeyi satın alabilirdi,
											küçük bir işletmeyi desteklerdi.
											Siyahi emlakçıyı
polise ihbar eden beyaz kadın,
											polisler de daha iyi olacağına katılırdı,
											eğer onu görmezden gelip
kendi işine baksaydın.
									","
											Ou au lieu de cela,
											ils pourraient lui donner
la nourriture qu'ils auraient jetée,
											accroître leur engagement civique.
											Ou la femme blanche qui a appelé la police
au sujet de la fille noire de huit ans
											aurait pu acheter tous les stocks
de cette petite fille noire,
											soutenir une petite affaire.
											Et la femme blanche qui a appelé la police
au sujet de l'investisseur noir,
											la police s'accorde à dire
que nous irions mieux
											si elle l'avait simplement ignoré
et s'était occupée de ses affaires.
									","
											O, en vez de,
											dar la comida que ellos 
han perdido por ella
											para donarla en algo bueno para todos.
											O si la mujer blanca que llamó a la 
policía a causa de una niña negra de 8,
											comprara agua de la chica
											para apoyarla?
											¿Y si la mujer blanca que llamó a la 
policía debido a un inversor inmobiliario,
											pudiéramos ser mejores, 
los policías también lo piensan,
											si ella lo ignorase y se ocupara de
sus propios asuntos?
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											Minding one's own damn business
is an excellent choice, excellent choice.
											Choose it more often.
									","
											Kendi işine bakmak gerçekten
harika bir seçim.
											Bu seçimi daha sık yapın.
									","
											S'occuper de ses affaires
est un choix excellent, excellent.
											Choisissez de le faire plus souvent.
									","
											Atender los asuntos propios 
es una opción excelente.
											Háganlo más a menudo.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											Level three is complete,
but there is a final bonus level,
											where the objective is inclusion.
											We have also seen headlines like this:
											""Powerful Man Masturbates
In Front Of Young Women
											Visiting His Office.""
											What an odd choice
for powerful man to make.
											So many other actions available to him.
									","
											Seviye 3 de tamamlandı,
şimdi bonus bir seviye var,
											burada amaç kapsayıcılık.
											Şu tür manşetler de gördük:
											''Güç sahibi adam, odasına gelen
genç kadınların önünde
											mastürbasyon yapıyor.''
											Güç sahibi bir adam için tuhaf bir seçim.
											Yapabileceği o kadar çok şey vardı ki.
									","
											Le niveau trois est terminé,
mais il y a un niveau final bonus
											où l'objectif est l'inclusion.
											Nous avons tous vu de tels titres :
											« Un homme puissant se masturbe
devant de jeunes femmes
											visitant son bureau ».
											Quel choix bizarre à faire
pour un homme puissant.
											Il y avait tant d'autres
actions possibles.
									","
											El nivel tres es completo,
pero hay un nivel más y final,
											donde el objetivo es la inclusión.
											Hemos visto tales titulares:
											""Un hombre poderoso se masturba
delante de mujeres jovenes
											que visitan su oficina""
											¡Qué estupidez de un hombre poderoso!
											Puede hacer muchas otras cosas.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											Like, such as, ""listens to,""
											""mentors,""
											""inspired by, starts joint venture,
everybody rich now.""
									","
											Mesela ''dinlemek,''
											''rehberlik yapmak,''
											''esinlenmek, girişimde bulunmak,
şimdi herkes zengin.''
									","
											Comme « écoute »,
											« encadre »,
											« inspiré par, s'associe à,
tout le monde est maintenant riche ».
									","
											Como, por ejemplo, ""escucha a"",
											""asesora a""
											""inspirado por, crea una empresa,
todos somos ricos ahora"".
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Risas)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											I want to live in that world
of everybody rich now,
											but because of his poor choice,
we are all in a poorer world.
											Doesn't have to be this way.
											This word game reminded me that
there is a structure to white supremacy,
											as there is to misogyny,
											as there is to all
systemic abuses of power.
											Structure is what makes them systemic.
											I'm asking people here
											to see the structure,
											where the power is in it,
											and even more importantly
to see the humanity
											of those of us made targets
by this structure.
									","
											Herkesin zengin olduğu dünyada
yaşamak istiyorum
											ama o adamın seçimi yüzünden
daha yoksul bir dünyada yaşıyoruz.
											Böyle olmak zorunda değil.
											Bu oyun bana beyaz üstünlüğünün
bir yapısı olduğunu hatırlattı,
											tıpkı kadın düşmanlığı gibi,
											tıpkı tüm gücü suistimallerde olduğu gibi.
											Bu yapı, onları sistematik hâle getiriyor.
											Buradaki insanlardan
											o yapıyı görmelerini istiyorum,
											gücün nerede olduğunu
											ve daha da önemlisi
											o yapının hedef hâline getirdiği
insanların insanlığını.
									","
											Je veux vivre dans ce monde
où tout le monde est riche
											mais, à cause de son mauvais choix,
											nous vivons tous
dans un monde plus mauvais.
											Cela n'a pas à être ainsi.
											Ce jeu de mots m'a rappelé qu'il y a
une structure dans la suprématie blanche,
											comme dans la misogynie,
											comme dans tout abus
de pouvoir systémique.
											La structure le rend systémique.
											Je demande aux gens ici
											de voir la structure,
											où le pouvoir est au sein de la structure
											et, surtout, de voir l'humanité
											chez ceux d'entre nous
pris pour cibles par cette structure.
									","
											Quiero vivir en ese mundo 
donde todos son ricos,
											pero porque él no eligió bien,
todos estamos en un mundo peor.
											No debería pasar así.
											La palabra de juego me recordó 
la supremacía de la blancura,
											como ser misógino,
											como todos abusos sistemáticos del poder.
											La estructura los hace sistemáticos.
											Pido a las personas aquí
											que vean la estructura,
											donde está el poder,
											aunque es más importante ver
la humanidad
											de todos quienes hacen los objetivos
según esta estructura.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											I am here because I was loved
and invested in and protected and lucky,
											because I went to the right schools,
I'm semifamous, mostly happy,
											meditate twice a day,
											and yet,
											I walk around in fear,
											because I know that someone
seeing me as a threat
											can become a threat to my life,
											and I am tired.
											I am tired of carrying
											this invisible burden
of other people's fears,
											and many of us are,
											and we shouldn't have to,
											because we can change this,
											because we can change the action,
which changes the story,
											which changes the system
											that allows those stories to happen.
											Systems are just collective
stories we all buy into.
											When we change them,
											we write a better reality
for us all to be a part of.
											I am asking us
											to use our power to choose.
											I am asking us to level up.
									","
											Buradayım çünkü sevildim,
okutuldum, korundum ve şanslıydım
											çünkü doğru okullara gittim,
yarı ünlüyüm, genellikle mutluyum,
											günde iki kez meditasyon yapıyorum,
											ancak yine de
											korku içinde yürüyorum
											çünkü biliyorum ki
beni tehdit olarak gören biri
											hayatımda bir tehdide dönüşebilir
											ve ben bundan bıktım.
											İnsanların korkularının yükünü
											sırtımda taşımaktan yoruldum,
											pek çoğumuz da öyle
											ve böyle olmaması gerek
											çünkü bunu değiştirebiliriz
											çünkü eylemi değiştirebiliriz,
haberler de değişir
											bu haberlerin olmasını sağlayan
											o sistem de değişir.
											Sistemler sadece bizim inandığımız
kolektif hikâyeler bütünü.
											Onları değiştirdiğimiz zaman
											parçası olduğumuz
çok daha iyi bir gerçeklik yazabiliriz.
											Sizden şunu istiyorum,
											seçme gücümüzü kullanın.
											Seviye atlayın.
									","
											Je suis ici car j'ai été aimé,
qu'on a investi en moi,
											que j'ai été protégé et chanceux,
											que j'ai été aux bonnes écoles,
je suis un peu connu, plutôt heureux,
											que je médite deux fois par jour
											et pourtant,
											je vis dans la peur
											car je sais que quelqu'un
me percevant comme étant une menace
											peut devenir une menace pour ma vie
											et je suis fatigué.
											J'en ai marre de porter
											ce poids invisible de la peur des autres,
											beaucoup d'entre nous le portent
											et nous ne devrions pas avoir à le faire
											car nous pouvons changer cela,
											nous pouvons changer l'action,
qui change l'histoire,
											qui change le système
											qui permet à ces histoires de se dérouler.
											Les systèmes ne sont que des histoires
collectives auxquelles nous adhérons tous.
											Quand nous les changeons,
											nous écrivons une meilleure réalité
à laquelle nous pouvons tous prendre part.
											Je vous demande
											de faire usage
de votre pouvoir de décision.
											Je vous demande de passer
au niveau suivant.
									","
											Estoy aquí porque fui amado, protegido 
y tuve suerte
											porque estuve en los colegios adecuados,
por ser semifamoso, casi siempre feliz
											meditando dos veces al día,
											y todavía,
											tengo miedo,
											porque estoy seguro de que 
si alguien me considera como un peligro
											puede poner en peligro mi vida,
											estoy cansado.
											Estoy cansado por asumir
											esta responsabilidad 
de los miedos de los demás,
											la mayoría de nosotros está cansados
											y no lo deberíamos estar,
											porque podemos cambiar esto,
											podemos cambiar la acción que
cambia la historia,
											que cambia el sistema
											que permite que sucedan estas historias.
											Los sistemas son historias colectivas 
que todos aceptamos.
											Cuando las cambiamos,
											escribimos una realidad mejor 
para ser un parte de ella.
											Nos pido
											usar nuestro poder para elegir.
											Pido a todos nosotros subir de nivel.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											Thank you.
											I am Baratunde Rafiq Thurston.
									","
											Teşekkürler.
											Ben Baratunde Rafiq Thurston.
									","
											Merci.
											Je suis Baratunde Rafiq Thurston.
									","
											Gracias.
											Soy Baratunde Rafiq Thurston.
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Aplauso)
									","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
"
","
","
","
","How to deconstruct racism, one headline at a time",Baratunde Thurston,16:50,"race,social change,humanity,activism,law,violence,United States,community,society,inequality,history"
