fr,de,tr,title,speaker,duration,tags
"
											Qu'est-ce qui se passe après ça ?
											Et bien, voyons un peu.
											Ce sont des machines
qui doivent parler à des machines
											et à qui nous devons parler,
et au fil du temps,
											nous allons devoir apprendre
											comment communiquer avec les ordinateurs
											et comment faire en sorte 
que les ordinateurs communiquent avec nous
											de la façon dont nous sommes habitués,
											non pas avec un clavier ou avec une souris,
											mais en parlant et en faisant des gestes
											avec le langage naturel humain 
auquel nous sommes habitués.
											Nous avons donc besoin
de quelque chose comme Z6PO
											pour devenir traducteur entre nous-mêmes
											et certaines des autres machines
avec lesquelles nous vivons.
									","
											Was kommt danach?
											Schauen wir mal.
											Es gibt Maschinen, die mit anderen
Maschinen kommunizieren müssen
											und zu denen wir reden müssen und dann
											müssen wir lernen,
											mit Computern zu kommunizieren
											und sie dazu bringen, 
mit uns so zu kommunizieren,
											wie wir es gewohnt sind,
											nicht über Keyboards, nicht mit Mäusen,
											sondern mit Worten und Gesten
											und all der natürlichen 
menschlichen Sprache, die wir kennen.
											Wir brauchen so etwas wie C3PO,
											um zwischen uns
											und einigen der Maschinen zu übersetzen, 
mit denen wir zusammenleben.
									","
											Sonra ne olur?
											Bir bakalım.
											Makinelerle konuşan makineler ve
											bizimle konuşan makineler var. Zaman geçtikçe,
											bilgisayarlarla nasıl iletişim
											kuracağımızı ve onlara kendimizle nasıl
											iletişim kurduracağımızı öğrenmek zorunda kalacağız.
											Hem de alışık olduğumuz yöntemlerle.
											Klavyelerle veya farelerle değil;
											konuşma, mimik ve
											alışık olduğumuz doğal insan diliyle.
											Yani birlikte yaşadığımız makinelerden bazısıyla
											aramızda tercüman olmak için
											C3PO gibi bir şeye ihtiyacımız olacak.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											Maintenant, il y a un projet en cours
											appelé l'Internet interplanétaire.
											Ça fonctionne entre la Terre et Mars.
											Ça fonctionne sur la Station Spatiale Internationale.
											Ça fait partie du vaisseau spatial 
qui est en orbite autour du Soleil
											et qui réunit deux planètes.
											Donc le système interplanétaire est en cours,
											mais il y a un dernier projet,
											que l'Agence pour les projets de 
recherche avancée de défense [DARPA],
											qui est à l'origine de l'ARPANET,
											qui a construit Internet, 
construit l'architecture interplanétaire,
											et qui maintenant a pour projet
de concevoir un vaisseau spatial
											pour atteindre l'étoile la plus proche en 100 ans.
											Ça signifie que nous sommes en train d'apprendre
											grâce à ces interactions avec d'autres espèces
											qui nous enseignerons, finalement,
											comment nous pourrions interagir 
avec les extra-terrestres d'un autre monde.
											Je suis vraiment impatient.
									","
											Es gibt ein Projekt, das
											""Das Interplanetarische Internet"" heißt.
											Eine Transaktion zwischen der Erde und Mars.
											Es operiert auf der International Space Station.
											Es ist Teil eines Raumschiffs, 
das um die Sonne kreist,
											ein Rendezvous zwischen zwei Planeten.
											Das interplanetarische System ist auf Kurs,
											aber es gibt da noch ein letztes Projekt:
											Die Defense Advanced Research Projects Agency,
											die ARPANET finanziert hat,
											das Internet finanzierte 
und die interplanetarische Architektur,
											finanziert gerade ein Projekt,
um ein Raumschiff zu entwerfen,
											das in 100 Jahren zum nächsten Stern gelangt.
											Das bedeutet, dass das, was wir gerade
											über diese Interaktionen 
mit anderen Arten lernen,
											uns letztendlich beibringt,
											wie wir vielleicht mit Aliens 
von einem anderen Planeten interagieren.
											Ich kann es kaum erwarten.
									","
											Şimdi yapım aşamasında olan gezegenler arası internet
											diye bir proje var.
											Dünya ve Mars arasında faaliyet gösteriyor.
											Uluslararası Uzay İstasyonu tarafından yönetiliyor.
											Güneşin etrafında yörüngede olan ve iki gezegen arasında
											gelip giden uzay mekiğinin bir parçası.
											Yani gezegenler arası sistem yolda.
											Ama son bir proje daha var:
											Orjinal ARPANET'i, interneti ve
											gezegenler arası mimariyi finanse eden
											ABD Savunma Bakanlığı İleri Araştırma Projeleri Ajansı
											şimdi de yüz yıl içinde en yakın yıldıza gitmek için
											...bir uzay mekiği tasarlama projesini finanse ediyor.
											Bu da demek oluyor ki diğer türlerle
											.etkileşim yoluyla öğrendiklerimiz...
											en nihayetinde bize, başka bir dünyadan gelen.
											bir uzaylıyla nasıl iletişim kurabileceğimizi öğretecek.
											Sabırsızlıkla bekliyorum.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkış)
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											June Cohen : Tout d'abord, merci,
											et je voudrais dire que quatre personnes
											qui pourraient nous parler
pendant quatre jours entiers
											ont en réalité réussi à se limiter
à quatre minutes chacun,
											nous vous en remercions.
									","
											June Cohen: Erstmal, danke!
											ich möchte hier gerne anmerken, 
dass vier Leute,
											die uns vier Tage lang 
etwas erzählen könnten,
											und uns je eine vierminütige Rede hielten.
											Dafür bedanken wir uns.
									","
											June Cohen: Her şeyden önce, teşekkürler.
											Dört tam gün boyunca bizimle konuşabilen
											dört kişinin her birinin dörder dakikadan...
											...konuşabildiğini belirtmek istiyorum ve
											bunun için size teşekkür ediyorum.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											J'ai tant de questions,
											mais peut-être quelques détails pratiques
que le public voudrait connaître.
											Vous lancez cette idée ici à TED — 
PG : Aujourd'hui.
									","
											Ich hab so viele Fragen.
											Aber vielleicht möchte das Publikum 
zuerst etwas Praktisches erfahren.
											Diese Idee hat bei TED Premiere.
PG: Heute!
									","
											Bir sürü sorum var,
											ama belki seyircilerin bilmek isteyebileceği bir kaç pratik şey.
											Bu fikrinizi burada, TED'de faaliyete geçiriyorsunuz. —-
Peter Gariel: Bu gün.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											JC : Aujourd'hui. 
C'est la première fois que vous en parlez.
											Dites m'en un peu plus sur la façon 
dont vous allez mettre en œuvre cette idée.
											Quelles sont les prochaines étapes ?
									","
											JC: Heute. Das ist das erste Mal, 
dass ihr über dieses Thema sprecht.
											Wohin wird uns diese Idee führen?
											Was kommt danach?
									","
											June Cohen: Bu gün. İlk defa bahsediyorsunuz.
											Bu fikri nerelere kadar götüreceğinizden biraz bahsedin.
											Bir sonraki adım ne?
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											PG : Je pense que nous voulons impliquer 
le plus grand nombre de gens
											possible pour nous aider
											à penser à des interfaces intelligentes
qui rendraient ceci possible.
									","
											PG: Wir möchten so viele Menschen 
wie möglich begeistern,
											uns dabei zu helfen, 
über kluge Benutzeroberflächen nachzudenken,
											die all das ermöglichen werden.
									","
											Peter Gabriel: Bence buradaki insanlardan mümkün olduğunca
											fazlasının bize yardım etmesini
											ve bunları mümkün kılacak akıllı arayüzler düşünmelerini sağlamaya çalışıyoruz.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											NG : Techniquement parlant,
											il y a une fondation (= 501(c)(3)) , 
une infrastructure web
											et tout le reste, 
mais ce n'est pas encore prêt à marcher,
											donc on va travailler dessus, 
et contactez-nous
											si vous voulez des informations à ce sujet.
											L'idée c'est que ce sera — 
vraiment comme les fonctions Internet
											en tant que réseau de réseaux,
											c'est la contribution principale de Vint,
											qui sera l'emballage autour de toutes ces initiatives,
											qui sont merveilleuses individuellement,
pour les relier à l'échelle mondiale.
									","
											NG: Und mechanisch gesprochen
											gibt es ein 501(c)(3) und eine Web-Infrastruktur
											und all das, aber sie kann noch nicht starten;
											hier ist die Idee, also kontaktiert uns,
											wenn ihr Infos dazu haben wollt.
											Die Grundidee ist ähnlich der des Internets:
											Es wird ein Netzwerk der Netzwerke geben,
											das ist Vints Hauptbeitrag,
											das diese ganzen Initiativen zusammenhält,
											die wunderbar individuell sind 
und global verlinkt werden.
									","
											NG: Mekanik olarak,
											501(c)(3) ve web arayüzü ve her şey var,
											ama başlatmak için hazır değil.
											Onu açacağız. Bununla ilgili bilgi
											almak istiyorsanız bizimle iletişim kurun.
											Fikir şu: Ağların ağı gibi,
											internet fonksiyonlarına çok benzer.
											Bu da Vint'in temel katkısı.
											Bu, tüm o bireysel olarak muhteşem inisiyatifleri küresel olarak
											birleştirebilmek için bir kaplık niteliğinde olacak.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											JC : Bien, et avez-vous une adresse internet
											que nous pourrions consulter dès aujourd'hui ?
									","
											JC: Richtig und hast du eine Webadresse,,
											die wir uns noch angucken sollten?
									","
											June Cohen: Peki, daha sonra bakabileceğimiz
											bir web adresiniz var mı?
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											NG : Très bientôt. 
JC : Très bientôt. Nous reviendrons là-dessus.
									","
											NG: Bald.
JC: Bald. Wir werden dich kontaktieren.
									","
											NG: Yakında.
JC: Yakında. Bu konuda sana geri döneceğiz.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											Et très rapidement, juste pour clarifier les choses.
											Certaines personnes ont pu 
regarder la vidéo que vous avez montrée
											et penser, et bien, ce n'est qu'une webcam.
											Qu'est-ce qu'il y a de spécial ?
											Si vous pouviez parlez juste un instant
											de la façon dont vous voulez aller au delà ?
									","
											Und noch schnell, um das klarzustellen;
											einige Leute könnten 
bei deinem Video gedacht haben,
											na ja, das ist nur eine Videokamera.
											Was ist daran so besonders?
											Könntest du uns noch kurz erklären,
											wie du das umgehen möchtest?
									","
											Hızlıca bir açıklama yapalım.
											Bazı insanlar gösterdiğiniz videoya bakıp
											bu sadece webcam diye düşünmüş olabilir.
											Bunun özelliği nedir?
											Bunu nasıl yaptığınızdan
											biraz bahsedebilir misin?
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											NG : Donc il s'agit d'infrastructure vidéo évolutive,
											pas de relation unitaire mais multiple,
											donc il est dimensionné 
pour des échanges vidéo symétriques
											et le partage de contenu à travers
ces sites partout sur la planète.
											Donc il y a beaucoup
de transformation de signaux en aval,
											pas un vers plusieurs, 
mais pour plusieurs vers plusieurs.
									","
											NG: Dies ist eine skalierbare Videoinfrastruktur
											nicht von wenigen zu wenigen,
sondern von vielen zu vielen,
											die das symmetrische Teilen 
von Videos ermöglicht
											und das Teilen von Inhalten auf diesen Seiten 
auf dem ganzen Planeten.
											Es gibt eine integrierte Signalverarbeitung,
											nicht von einem zu vielen, 
sondern von vielen zu vielen.
									","
											NG: Bu ölçeklendirilebilir video altyapısı,
											azdan aza değil, çoktan çoğa.
											Yani simetrik video ve içerik paylaşımını tüm dünyada
											bu siteler üzerinden ölçeklendirir.
											Yani çok fazla arka uç sinyal işleme var,
											ama birden çoğa değil, çoktan çoğa.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											JC : Bien, ensuite d'un point de vue pratique,
											quelles technologies regardez-vous en premier ?
											Je sais que vous avez mentionné le fait 
qu'un clavier est un élément clé.
									","
											JC: Gut, auf einem praktischem Level,
											welche Technologien sind zuerst dran?
											Das Keyboard scheint sehr bedeutsam zu sein.
									","
											JC: Peki, uygulama düzeyinde,
											ilk olarak hangi teknolojilere bakıyorsunuz?
											Klavyenin, bunun kilit bir parçası olduğundan bahsettiğinizi biliyorum.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											DR : Nous essayons de développer 
un écran tactile interactif pour les dauphins.
											C'est en quelque sorte
la suite du travail précédent,
											et nous avons récolté 
nos premiers fonds aujourd'hui
											donc c'est notre premier projet.
									","
											DR: Wir entwickeln gerade 
einen Touchscreen für Delphine.
											Das schließt an einige der früheren Arbeiten an.
											Wir haben gerade Geld 
für dieses Projekt erhalten,
											es ist also unser erstes Projekt.
									","
											DR: Yunuslar için etkileşimli dokunmatik ekran geliştirmeye çalışıyoruz.
											Bu daha önceki bazı çalışmaların bir çeşit devamı ve
											bu amaca yönelik başlangıç parasını bu gün aldık.
											Yani ilk projemiz.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											JC : Même avant la conférence ! 
DR : Oui.
									","
											JC: Vor dieser Rede sogar.
DR: Yeah.
									","
											JC: Hatta tam da konuşmadan önce.
DR: Evet.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											JC : Wouah. Bien joué.
											Très bien, et bien merci beaucoup à vous tous 
de nous avoir rejoints.
											C'est un grand plaisir de vous avoir sur scène.
									","
											JC: Wow. Gut gemacht.
											Nun, vielen Dank euch allen, 
dass ihr dabei wart.
											Es war so eine Freude, 
euch auf der Bühne zu haben.
									","
											JC: Vay. Çok güzel.
											Pekala, bize katıldığınız için hepinize teşekkür ederiz.
											Sizi sahnede görmek çok büyük bir zevkti.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											DR : Merci.
VC : Merci.
									","
											DR: Danke schön. 
VC: Danke schön.
									","
											DR: Teşekkürler.
VC: Teşekkürler.
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkış)
									",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
"
","
","
",The interspecies internet? An idea in progress,"Diana Reiss, Peter Gabriel, Neil Gershenfeld and Vint Cerf",20:01,"Internet,animals,technology"
