en,fr,de,tr,pt,es,title,speaker,duration,tags
"
											This is also revealing
about the power of democracy
											as a refuge from dictatorship.
											How many politicians have you heard say,
											""We believe in the power of our example,
not the example of our power.""
											What they mean is what we stand for
is more important than the bombs we drop.
											Refugees seeking sanctuary
											have seen the West as a source
of hope and a place of haven.
											Russians, Iranians,
											Chinese, Eritreans, Cubans,
											they've come to the West for safety.
											We throw that away at our peril.
									","
											Cela révèle aussi
le pouvoir de la démocratie
											comme un refuge contre la dictature.
											Combien de politiciens
avez-vous entendu dire :
											« Nous croyons en la force
de notre exemple,
											pas en l'exemple de notre force. »
											Ils disent que nos principes sont
plus importants que nos bombes.
											Les réfugiés cherchant protection
											voient l'Occident comme un lieu
d'espoir et un havre de paix.
											Les Russes, les Iraniens,
											les Chinois, les Érythréens, les Cubains,
											tous sont venus en Occident
pour la sécurité.
											Nous prenons un risque en l'oubliant.
									","
											Das offenbart auch
die Macht der Demokratie
											als Zuflucht vor Diktatur.
											Wie viele Politiker haben Sie sagen hören:
											""Wir glauben an die Macht des Vorbilds,
nicht an ein Exempel unserer Macht.""
											Sie meinen, wichtiger ist, wofür wir
stehen, als die Bomben, die wir abwerfen.
											Flüchtlinge, die Zuflucht suchen,
											sahen den Westen als Quelle
von Hoffnung und als Zufluchtsort.
											Russen, Iraner,
											Chinesen, Eritreer, Kubaner —
											sie kommen auf der Suche
nach Sicherheit in den Westen.
											Wir werfen das auf eigenes Risiko weg.
									","
											Bu ayrıca demokrasierin
diktatörlüklerden
											farkını da göstermektedir.
											Kaç tane politikacıyı şunu 
söylerken duydunuz:
											''Biz örnek oluşumuzun gücüne inanıyoruz, 
gücümüzün örnek oluşuna değil.''
											Demek istedikleri şey, neleri savunduğumuz
attığımız bombalardan daha önemli.
											Mülteciler sığınma arıyor
											Batıyı umut ve güven kaynağı
olarak görüyorlar.
											Ruslar, İranlılar
											Çinliler, Eritreliler, Kübalılar
											Batı'ya, güvenlikleri için geldiler.
											Bundan canımız pahasına 
vazgeçiyoruz.

									","
											Isto também revela o poder da democracia
											como refúgio da ditadura.
											Quantos políticos ouviram dizer,
											""Acreditamos no poder do nosso exemplo,
não no exemplo do nosso poder.""
											Isto quer dizer: o que apoiamos tem
mais valor do que as bombas que lançamos.
											Os refugiados que procuram um refúgio
											viram o ocidente como uma fonte de
esperança e um porto de abrigo.
											Russos, iranianos,
											chineses, eritreus, cubanos,
											vieram para o ocidente
à procura de segurança.
											Colocamo-nos em perigo
ao descartarmos isso.
									","
											Esto también nos muestra
que el poder de la democracia
											es un refugio contra la dictadura.
											¿A cuántos políticos has escuchado decir:
											""Creemos en el poder de nuestro ejemplo,
no en el ejemplo de nuestro poder""?
											Esto quiere decir que nuestros principios
valen más que las bombas que lanzamos.
											Los refugiados que buscan asilo
											perciben al Occidente como una fuente
de esperanza y un lugar seguro.
											Rusos, iraníes,
											chinos, eritreos, cubanos,
											han llegado al Occidente
en busca de refugio.
											Si lo olvidamos sería una lástima.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											And there's one other thing
it reveals about us:
											whether we have any humility
for our own mistakes.
											I'm not one of these people
											who believes that all the problems
in the world are caused by the West.
											They're not.
											But when we make mistakes,
we should recognize it.
											It's not an accident
that the country which has taken
											more refugees than any other,
the United States,
											has taken more refugees from Vietnam
than any other country.
											It speaks to the history.
											But there's more recent history,
in Iraq and Afghanistan.
											You can't make up
for foreign policy errors
											by humanitarian action,
											but when you break something,
you have a duty to try to help repair it,
											and that's our duty now.
									","
											Et cela révèle encore une chose sur nous :
											avons-nous de l'humilité
face à nos propres erreurs ?
											Je ne suis pas l'un de ceux
											qui pensent que tous les problème
dans le monde sont causés par l'Occident.
											Ce n'est pas le cas.
											Mais quand on commet des erreurs,
il faut les reconnaître.
											Ce n'est pas un hasard
si le pays qui a accueilli
											le plus de réfugiés, les États-Unis,
											a accueilli plus de réfugiés vietnamiens
que de n'importe quel autre pays.
											Cela reflète l'histoire.
											Et l'histoire se répète,
en Irak et en Afghanistan.
											Vous ne pouvez pas corriger
des erreurs de politique étrangère
											par l'aide humanitaire,
											mais si vous cassez quelque chose,
vous avez le devoir d'aider à le réparer.
											C'est notre devoir aujourd'hui.
									","
											Und das offenbart eine Sache über uns:
											ob wir wegen unserer
eigenen Fehler Demut empfinden.
											Ich bin nicht einer dieser Menschen,
											die glauben, dass alle Probleme der Welt
durch den Westen verursacht werden.
											Das werden sie nicht.
											Aber wenn wir Fehler machen,
sollten wir sie erkennen.
											Es ist kein Zufall, dass das Land,
das mehr Flüchtlinge aufgenommen hat,
											als jedes andere, die USA,
											mehr Flüchtlinge aus Vietnam aufnahm,
als jedes andere Land.
											Das ist historisch bedingt.
											Aber es gibt eine jüngere Geschichte
im Irak und in Afghanistan.
											Man kann außenpolitische Fehler
nicht wiedergutmachen
											durch humanitäre Hilfe,
											aber zerstört man etwas, hat man
die Pflicht beim Reparieren zu helfen,
											und das ist jetzt unsere Pflicht.
									","
											Hakkımızda, söylediği bir diğer şey ise:
											hatalarımızdan öğrenecek kadar
mütevazi olup olmadığımız.
											Ben dünyadaki tüm sorunların
											Batı'nın eseri olduğuna inanan
insanlardan değilim.
											Çünkü değiller.
											Ama hata yaptığımızda bunu 
kabul etmeliyiz.
											Amerika'nın diğer ülkelerden
daha çok Vietnamlı
											mülteci kabul edişi
											bir raslantı değil.
											Bu tarihini anlatır.
											Ama daha yakın tarihte,
Irak ve Afganistan var.
											Dış politika hatalarını
insani yardımla,
											telafi edemezsiniz,
											ama birşeyi kırdığınızda,
düzeltmekle mükellefsiniz
											ve bu da artık 
bizim sorumluluğumuz.
									","
											E há mais uma coisa que revela sobre nós:
											Se temos alguma humildade para com
os nossos erros.
											Não sou uma daquelas pessoas
											que acredita que todos os problemas do
mundo são causados pelo ocidente.
											Não são.
											Mas quando erramos,
devíamos reconhecê-lo.
											Não é por acaso que o país
											que acolheu mais refugiados
do que qualquer outro, os EUA,
											acolheu mais refugiados do Vietname
do que qualquer outro país.
											Tem em conta a História.
											Mas há História mais recente, no Iraque
e Afeganistão.
											Não podemos compensar os erros
da política externa
											com ação humanitária,
											mas quando estragamos alguma coisa,
temos o dever de tentar repará-la,
											e esse é o nosso dever, agora.
									","
											Y hay algo más que revela de nosotros:
											si mostramos humildad
ante a nuestros errores.
											No soy uno de esos que creen
											que todos los problemas del mundo
han sido causados por el Occidente.
											Porque no es así.
											Pero cuando cometemos errores,
debemos reconocerlos.
											No es una casualidad que el país
que más refugiados ha recibido, EE. UU.,
											ha recibido más refugiados de Vietnam
que de cualquier otro país.
											Nos habla de su historia.
											Pero hay una historia más reciente,
en Irak y en Afganistán.
											No se pueden compensar los errores
de la política exterior
											con acciones humanitarias,
											pero cuando se destruye algo
se tiene el deber de ayudar a repararlo
											y ahora ese es nuestro deber.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											Do you remember
at the beginning of the talk,
											I said I wanted to explain
that the refugee crisis
											was manageable, not insoluble?
											That's true. I want you
to think in a new way,
											but I also want you to do things.
											If you're an employer,
											hire refugees.
											If you're persuaded by the arguments,
											take on the myths
											when family or friends
or workmates repeat them.
											If you've got money, give it to charities
											that make a difference
for refugees around the world.
											If you're a citizen,
											vote for politicians
											who will put into practice
the solutions that I've talked about.
									","
											Rappelez-vous,
au début de mon discours,
											je vous ai dit vouloir expliquer
que la crise des réfugiés
											était gérable, pas insoluble.
											C'est vrai, je veux que
vous voyiez les choses différemment,
											mais aussi que vous agissiez.
											Si vous êtes employeur,
											embauchez des réfugiés.
											Si vous êtes convaincus,
											combattez les clichés
											quand des amis, la famille
ou des collègues les propagent.
											Si vous avez de l'argent, donnez à des ONG
											qui aident les réfugiés
dans le monde entier.
											Si vous êtes un citoyen,
											votez pour ceux
											qui veulent mettre en œuvre
les solutions dont j'ai parlé.
									","
											Erinnern Sie sich, dass ich
zu Beginn des Vortrags sagte,
											ich wollte erklären,
dass die Flüchtlingskrise
											handhabbar ist und nicht unlösbar?
											Das ist wahr.
											Ich möchte, dass Sie anders denken,
aber ich möchte auch, dass Sie Dinge tun.
											Wenn Sie ein Arbeitgeber sind,
											beschäftigen Sie Flüchtlinge.
											Sind Sie von den Argumenten überzeugt,
											stellen Sie sich gegen die Gerüchte,
											wenn Familie, Freunde
oder Kollegen sie wiederholen.
											Wenn Sie Geld haben,
geben Sie es Hilfswerken,
											die für Flüchtlinge auf der Welt
etwas bewirken können.
											Sind Sie ein Staatsbürger,
											wählen Sie Politiker,
											die die angesprochenen Lösungen,
umsetzen werden.
									","
											Hatırlıyor musunuz,
konuşmamın başında size,
											mülteci krizinin yönetilebilir
olduğunu, çözülemez olmadığını
											anlatmak istediğimi söylemiştim?
											Bu gerçek. Sizlerin daha değişik
düşünmenizi istiyorum,
											ama ayrıca birşeyler yapmanızı da
istiyorum.
											Eğer bir işveren iseniz,
											mültecileri çalıştırın.
											Eğer bu argümanlardan ikna olmuşsanız
önyargılara saldırın
											eğer aileniz, arkadaşlarınız veya
											meslektaşlarınız bunları tekrarlıyorsa.
											Eğer paranız varsa, tüm dünyada
											mültecilerin hayatlarını değiştirmeye
çalışan vakıflara bağışlayın.
											Eğer bir vatandaşsanız,
											bahsettiğim çözümleri
pratiğe dökecek siyasetçilere
											oy verin.
									","
											Lembram-se quando, 
no início desta palestra,
											disse que queria explicar que esta crise
											era controlável, tinha solução?
											Isso é verdade.
											Quero que pensem de uma nova maneira,
											mas também quero que façam coisas.
											Se forem empregadores,
											contratem refugiados.
											Se foram persuadidos com estes argumentos,
											desmistifiquem os mitos
											quando a família, amigos
ou colegas os repetirem.
											Se têm dinheiro,
doem-no a instituições de caridade
											que apoiem refugiados em todo o mundo.
											Se forem cidadãos,
											votem em políticos
											que ponham em prática
as soluções que falámos há pouco.
									","
											¿Recuerdan que al comienzo de la charla
											les dije que quería explicarles
que la crisis de los refugiados
											es manejable y tiene solución?
											Es verdad, quiero que piensen
de una forma distinta
											pero también quiero que hagan algo.
											Si son un empleadores,
											contraten refugiados.
											Si los argumentos los han convencido,
											refuten los mitos
											que escuchen de parte de amigos,
familiares y colegas.
											Si tienen dinero, donen a la caridad
											que apoye a los refugiados en el mundo.
											Si son ciudadanos,
											voten por políticos
											que pongan en práctica
las soluciones que he mencionado.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											The duty to strangers
											shows itself
											in small ways and big,
											prosaic and heroic.
											In 1942,
											my aunt and my grandmother
were living in Brussels
											under German occupation.
											They received a summons
											from the Nazi authorities
to go to Brussels Railway Station.
											My grandmother immediately thought
something was amiss.
											She pleaded with her relatives
											not to go to Brussels Railway Station.
											Her relatives said to her,
											""If we don't go,
if we don't do what we're told,
											then we're going to be in trouble.""
											You can guess what happened
											to the relatives who went
to Brussels Railway Station.
											They were never seen again.
											But my grandmother and my aunt,
											they went to a small village
											south of Brussels
											where they'd been on holiday
in the decade before,
											and they presented themselves
at the house of the local farmer,
											a Catholic farmer called Monsieur Maurice,
											and they asked him to take them in.
											And he did,
											and by the end of the war,
											17 Jews, I was told,
were living in that village.
									","
											Notre devoir envers les étrangers
											se matérialise
											par des actes, petits ou grands,
											simples ou héroïques.
											En 1942,
											ma tante et ma grand-mère
vivaient à Bruxelles
											sous l'occupation allemande.
											Elles reçurent l'ordre
											des autorités nazies
de se rendre à la gare.
											Ma grand-mère comprit immédiatement
que quelque chose n'allait pas.
											Elle supplia ses connaissances
											de ne pas y aller.
											Ses connaissances lui répondirent :
											« Si on n'y va pas,
											on aura des problèmes. »
											Vous pouvez deviner ce qu'il est advenu
											de ceux qui se sont rendus à la gare.
											On ne les a jamais revus.
											Mais ma grand-mère et ma tante
											sont allées dans un petit village
											au sud de Bruxelles,
											où elles avaient passé des vacances
quelques années auparavant,
											elles ont été voir un agriculteur,
											un agriculteur catholique, M. Maurice,
											et lui ont demandé de les héberger.
											Ce qu'il fit,
											et à la fin de la guerre,
											17 Juifs, m'a-t-on dit,
vivaient dans le village.
									","
											Die Pflicht gegenüber Fremden
											zeigt sich
											im Großen und Kleinen,
											im Alltäglichen und Heldenhaften.
											1942 lebten meine Tante
und Großmutter in Brüssel
											unter deutscher Besatzung.
											Sie erhielten eine Vorladung
von den Nazi-Behörden,
											zum Brüsseler Hauptbahnhof zu gehen.
											Meine Großmutter dachte sofort,
dass etwas nicht stimmte.
											Sie flehte ihre Verwandten an,
											nicht zum Brüsseler Hauptbahnhof zu gehen.
											Ihre Verwandten sagten zu ihr:
											""Wenn wir nicht gehen und nicht tun,
was uns befohlen wurde,
											werden wir Ärger bekommen.""
											Sie ahnen wohl,
was den Verwandten passierte,
											die zum Brüsseler Hauptbahnhof gingen.
											Sie wurden nie mehr gesehen.
											Aber meine Großmutter und meine Tante
											gingen in ein kleines Dorf,
											südlich von Brüssel,
											wo sie ein Jahrzehnt vorher
ihren Urlaub verbracht hatten.
											Sie gingen zum Haus des ansässigen Bauern,
											ein katholischer Bauer
namens Monsieur Maurice,
											und baten ihn, sie aufzunehmen.
											Was er auch tat,
											und zu Kriegsende
											lebten 17 Juden in diesem Dorf.
									","
											Yabancılara olan sorumluluğumuzu
											küçük ve büyük,
											kahramanca ve sıradan 
gösterebiliriz.
											1942'de
											halam ve büyükannem
Belçika'da Alman
											işgali altında yaşıyorlardı.
											Nazi yetkililerinden 

											Brüksel Tren İstasyonuna
gitmelerini söyleyen bir celp almışlardı.
											Büyükannem hemen birşeylerin
doğru olmadığını hissetti.
											Akrabalarına Brüksel tren istasyonuna 

											gitmemeleri için yalvardı.
											Akrabaları ona
											''Eğer gitmezsek,
Bize denileni yapmazsak
											o zaman başımız belaya girer.''
											Tren istasyonuna giden akrabalarına
											neler olduğunu tahmin edebiliyorsunuz.
											Onları bir daha görmediler.
											Ama büyükannem ve halam,
											güney Brüksel'de
											bir on yıl kadar önce tatile gittikleri
											küçük bir köye gittiler
											ve yerli Katolik çiftçi Mösyö Maurice'in
											kapısını çalıp,
											onları içeri almalarını istemişler.
											O da kabul etmiş.
											Ve savaşın sonuna kadar
											o köyde 17 yahudinin
yaşadığını öğrendim.
									","
											O dever para com os estranhos
											demonstra-se
											de pequenas e grandes maneiras,
											prosaicas e heróicas.
											Em 1942,
											a minha tia e a minha avó
viviam em Bruxelas
											durante a ocupação alemã.
											Elas receberam uma convocação
											das autoridades nazis
para ir à estação de comboios de Bruxelas.
											A minha avó pensou imediatamente que
alguma coisa estava mal.
											Ela implorou aos seus familiares
											para não irem à estação de comboios.
											Os familiares disseram-lhe:
											""Se não formos,
se não fizermos o que nos dizem,
											""vamos ficar em sarilhos.""
											Podem adivinhar o que aconteceu
											aos familiares que foram à estação.
											Nunca mais foram vistos.
											Mas a minha avó e a minha tia,
											foram a uma pequena vila
											no sul de Bruxelas
											onde já tinham passado férias,
na década anterior,
											e foram à casa do agricultor da região,
											um católico chamado Monsieur Maurice,
											e pediram-lhe para ele as acolher.
											E ele fê-lo,
											e no final da guerra,
											segundo me disseram, 
17 judeus estavam a viver naquela vila.
									","
											El deber hacia el prójimo
											se demuestra
											en gestos pequeños y grandes,
											prosaicos y heroicos.
											En 1942,
											mi tía y mi abuela vivían en Bruselas,
bajo la ocupación alemana.
											Ellas recibieron las citaciones
que les enviaron las autoridades nazis
											para acudir a la estación 
de tren de Bruselas.
											Mi abuela inmediatamente sospechó
que algo no estaba bien.
											Le imploró a sus familiares
											que no fueran a la estación
de tren de Bruselas.
											Sus familiares le dijeron:
											""Si no vamos, si no hacemos
lo que nos dicen
											nos meteremos en problemas"".
											Pueden imaginarse lo que le pasó
											a esos familiares que acudieron
a la estación de tren de Bruselas.
											Nunca más los vieron.
											Pero mi abuela y mi tía
											se fueron a una pequeña aldea
al sur de Bruselas,
											donde, una década atrás,
habían ido de vacaciones
											y se presentaron ante la casa
del granjero local,
											un campesino católico
llamado Monsieur Maurice,
											y le preguntaron si las podían alojar.
											Y él aceptó,
											y cerca del final de la guerra,
											me contaron que 17 judíos
estuvieron viviendo en la aldea.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											And when I was teenager, I asked my aunt,
											""Can you take me to meet
Monsieur Maurice?""
											And she said, ""Yeah, I can.
He's still alive. Let's go and see him.""
											And so, it must have been '83, '84,
											we went to see him.
											And I suppose, like only a teenager could,
											when I met him,
											he was this white-haired gentleman,
											I said to him,
											""Why did you do it?
											Why did you take that risk?""
											And he looked at me and he shrugged,
											and he said, in French,
											""On doit.""
											""One must.""
											It was innate in him.
											It was natural.
											And my point to you is it should be
natural and innate in us, too.
											Tell yourself,
											this refugee crisis is manageable,
											not unsolvable,
											and each one of us
											has a personal responsibility
to help make it so.
											Because this is about the rescue
of us and our values
											as well as the rescue
of refugees and their lives.
									","
											Quand j'étais adolescent,
j'ai demandé à ma tante :
											« Peux-tu m'emmener
rencontrer M. Maurice ? »
											Elle me répondit : « Oui.
Il est toujours vivant. Allons le voir. »
											C'était en 1983, 1984,
											nous sommes allés le voir.
											Et comme seul un adolescent ose le faire,
											quand je l'ai rencontré,
											ce monsieur aux cheveux blancs,
											je lui ai demandé :
											« Pourquoi l'avoir fait ?
											Pourquoi avez-vous pris ce risque ? »
											Il me regarda, haussa les épaules
											et me répondit, en français :
											« On doit. »
											On doit.
											C'était en lui.
											C'était naturel.
											Et mon argument ici est
que cela devrait être naturel et en nous.
											Dîtes-vous
											que la crise des réfugiés est gérable,
											pas insoluble,
											et chacun de nous
											a une responsabilité personnelle.
											Parce qu'il s'agit de nous sauver,
de sauver nos valeurs,
											tout autant que les réfugiés.
									","
											Als Jugendlicher bat ich meine Tante:
											""Kannst du mich zu
Monsieur Maurice bringen?""
											Sie sagte: ""Ja, kann ich.
Er lebt noch. Besuchen wir ihn.""
											Es muss so '83, '84 gewesen sein,
											als wir ihn besuchten.
											Und wie es wohl nur ein Jugendlicher kann,
											fragte ich ihn,
											einen weißhaarigen Gentleman,
											als ich ihn traf:
											""Warum haben Sie das getan?
											Warum haben Sie das riskiert?""
											Er sah mich an, zuckte mit den Achseln
											und sagte auf Französisch:
											""On doit.""
											""Man muss.""
											Es war ihm angeboren.
											Es war selbstverständlich.
											Ich will damit sagen, es sollte für uns
											auch angeboren
und selbstverständlich sein.
											Sagen Sie sich selbst:
											Diese Flüchtlingskrise ist handhabbar,
											nicht unlösbar,
											und jeder einzelne von uns
											hat die persönliche Verantwortung,
dabei zu helfen.
											Denn es geht, um die Rettung
von uns und unseren Werten,
											genauso wie um die Rettung
der Flüchtlinge und deren Leben.
									","
											Gençken halama sormuştum
											''Beni Mösyö Maurice'le 
tanıştırabilir misin?''
											''Evet götürebilirim. Halâ hayatta.
Haydi onu görmeye gidelim.''
											Sanırım 83 veya 84 yılıydı,
											onu görmeye gittik.
											Ve sanırım sadece gençlerin
											sorabileceği bir şekilde
											onunla tanıştığımda
											gri saçlı bir centilmendi,
											dedim ki '' Neden bunu yaptın?
											Neden bu riski aldın?''
											Omuzlarını silkip bana baktı ve
											bana Fransızca cevap verdi,
											''On doit.''
											''Mecbursun.''
											Bu özünden geliyordu.
											Doğaldı.
											Anlatmaya çalıştığım bunun,
bizim özümüzden geliyor olması gerektiği.
											Kendinize deyin ki,
											bu mülteci sorunu yönetilebilir,
											çözülemez değil
											ve hepimizin
											bunu sağlamakta kişisel
sorumluluğu var.
											Çünkü bu bizlerin ve değerlerimizin
kurtuluşuna dair olduğu kadar
											mültecilerin ve hayatlarının da
kurtuluşu demektir.
									","
											Quando era jovem, perguntei à minha tia:
											""Podes-me apresentar o Monsieur Maurice?""
											Ela respondeu: ""Sim, posso. 
Ele ainda está vivo. Vamos vê-lo.""
											E então, deve ter sido em 1983 ou 84,
											fomos vê-lo.
											E pressuponho, como apenas
um adolescente poderia fazer,
											quando o conheci
											— ele era este senhor de cabelos brancos —
											perguntei-lhe:
											""Porque é que o fez?
											""Porque é que correu esse risco?""
											E ele olhou-me e encolheu os ombros,
											e disse, em francês:
											""On doit.""
											""É um dever.""
											Era inato nele.
											Era tão natural.
											E a minha ideia é que isto devia de 
ser inato em nós, também.
											Digam a vocês mesmos,
											a crise dos refugiados é controlável,
											tem solução,
											e cada um de nós,
											tem uma responsabilidade individual
para ajudar a que assim seja.
											Porque isto é sobre nós mesmos
e os nossos valores
											tal como é sobre os refugiados
e as suas vidas.
									","
											Cuando era adolescente
le pregunté a mi tía:
											""¿Puede llevarme a conocer
a Monsieur Maurice?""
											Me contestó: ""Sí, sí puedo. 
Aún vive. Vamos a visitarlo"".
											Debía ser como el año 83, 84,
											cuando lo fuimos a visitar.
											Y creo que pude,
											pues era apenas un adolescente 
cuando lo conocí,
											él era un hombre con los cabellos blancos,
											pude preguntarle:
											""¿Por qué lo hizo?
											¿Por qué se tomó ese riesgo?""
											Él me miró, se encogió de hombros
											y respondió en francés:
											""On doit"".
											""Por deber"".
											Era innato en él.
											Era natural.
											Y mi punto es que también debería ser
natural e innato en nosotros.
											Repítanselo,
											la crisis de los refugiados es manejable,
											tiene solución,
											y cada uno de nosotros
											tiene la responsabilidad personal
de hacerlo posible.
											Porque esto se trata del rescate 
de nosotros y de nuestros valores,
											así como del rescate
de los refugiados y de sus vidas.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											Thank you very much indeed.
									","
											Merci beaucoup.
									","
											Ich danke Ihnen vielmals!
									","
											Gerçekten çok teşekkürler.
									","
											Muito obrigado.
									","
											Muchísimas gracias.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
											Bruno Giussani: David, thank you.
David Miliband: Thank you.
									","
											Bruno Giussani : David, merci.
David Miliband : Merci.
									","
											Bruno Gussani: Danke, David.
David Miliband: Danke.
									","
											Bruno Giussani: David, teşekkürler.
David Miliband: Teşekkür ederim.
									","
											Bruno Giussani: David, obrigado.
David Miliband: Obrigado eu.
									","
											Bruno Giussani: David, gracias.
David Miliband: Gracias a Uds.
									",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
"
","
","
","
","
","
",The refugee crisis is a test of our character,David Miliband,18:38,"big problems,activism,collaboration,children,community,future,disaster relief,global issues,history,government,humanity,policy,refugees,security,social change,society,TED Books"
