de,es,pt,tr,fr,title,speaker,duration,tags
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											Was lernen wir daraus?
											Wir lernen sehr viel davon.
											Eines davon ist,
											wenn wir im Stande sind, abstrakt über das Leben
											nachzudenken, —
											und wir sprechen nicht von Dingen wie Pflanzen,
											und wir sprechen nicht von Aminosäuren,
											und wir sprechen nicht über Bakterien,
											aber wenn wir darüber als Prozess nachdenken —
											dann könnten wir anfangen über das Leben zu denken,
											nicht als etwas, was speziell auf der Erde anzutreffen ist,
											sondern als etwas, das überrall exestieren könnte.
											Weil es sich dabei um
											Informationskonzepte handelt,
											die Informationen speichern
											in physischen Substraten
											alles: Teile, Nukleinsäuren
											alles was ein Alphabet ist,
											und sicherstellt, dass dort ein gewisser Prozess besteht,
											damit diese Information gespeichert werden kann
											für länger als man von den
											Zeitachsen für den Verfall der Inforamtionen erwarten würde.
											Und wenn man das machen kann,
											dann hat man Leben.
									","
											¿Qué aprendimos de esto?
											Bueno, creo que aprendimos varias cosas.
											Una de ellas es
											que si somos capaces de pensar en la vida
											en términos abstractos...
											y no estamos hablando de cosas como las plantas;
											y no estamos hablando de aminoácidos,
											y no hablamos de bacterias,
											sino que pensamos en términos de procesos...
											entonces podemos empezar a pensar en la vida,
											no como algo que es especial de la Tierra,
											sino que podría existir en cualquier lugar.
											Porque sólo tiene que ver
											con este concepto de información,
											de almacenar información
											en sustratos físicos...
											cualquier cosa: bits, ácidos nucleicos,
											cualquier cosa que sea un alfabeto,
											y asegurarse de que haya algún proceso
											para almacenar información
											por más tiempo del esperado
											por las escalas de tiempo del deterioro de la información.
											Y, si pueden hacerlo,
											entonces tienen vida.
									","
											O que aprendemos com isto?
											Bem, penso que aprendemos
várias coisas com isto.
											Uma delas é que,
											se somos capazes de pensar sobre a vida
											em termos abstractos
											— e não estamos a falar de coisas
como as plantas,
											e não estamos a falar de aminoácidos,
											e não estamos a falar de bactérias,
											mas pensamos em termos de processos —
											então poderemos começar a pensar
sobre a vida,
											não algo assim tão especial como na Terra,
											mas algo que poderá existir
em qualquer lado.
											Porque realmente tem a ver, apenas,
											com estes conceitos de informação,
											de armazenamento de informação
											no interior de substratos
											— qualquer coisa: ""bits"",
ácidos nucleicos,
											qualquer coisa que seja um alfabeto —
											e o assegurar
de que há algum tipo de processo
											para que esta informação
possa ser armazenada
											por muito mais tempo
do que poderíamos esperar
											que fossem as escalas de tempo
para a deterioração da informação.
											E se o conseguirmos fazer,
											então temos vida.
									","
											biz ne öğrenebiliriz?
											Bundan bir çok şey öğrenebileceğimizi düşünüyorum.
											bunlardan biri,
											eğer biz yaşamı
											soyur bir açıdan düşünebilirsek—
											ve bu gibi bitkilerden bassetmez isek,
											ve biz amino asitlerden bassetmez isek ,
											ve bakterilerden bassetmes isek,
											ama biz süreçler açısından düşünüyoruz.
											sonra o zaman biz yaşam hakkında düşünmeye başlarız,
											değil dünya için çok özel olamayan,
											ama , aslında , herhangi bir yerde var olabilecek bir şey.
											Çünkü gerçekten ve sadece
											bu bilgilerle
											fiziksel subratlar içinde
											bilgi depolamak zorudadır.
											herhangi bir şey:bit nükleik asit
											alfabenin herhangi bir unsuru—
											ve kesinlikle bir çok süreç var
											böylece bu bilgi sandığından çok uzun bir süre
											depolanabilir.
											bilgi bozulma ölçeklerinde
											Ve eğer yapabilirsen,
											sonra bir yaşama sahip olursun.
									","
											Qu'apprenons-nous de cela ?
											Eh bien, je pense que nous apprenons un certain nombre de choses.
											L'une d'elles est de savoir
											si nous capables de penser à la vie
											en des termes abstraits.
											Et on ne parle pas de choses comme les plantes,
											et on ne parle pas des acides aminés,
											et on ne parle pas de bactéries,
											mais on pense en termes de processus.
											Alors on peut commencer à penser à la vie,
											non pas comme quelque chose de si spécifique à la Terre,
											mais qui en fait pourrait exister n'importe où.
											Parce que ça a vraiment seulement à voir
											avec ces concepts d'information,
											de stockage de l'information
											à l'intérieur de substrats physiques
											(n'importe quelle information : octets, acides nucléiques,
											quoi que ce soit qui soit un alphabet)
											et avec l'assurance qu'il y a des processus
											pour que l'information soit stockée
											pour bien plus longtemps que l'échelle de temps
											à laquelle vous vous attendriez à ce que l'information se détériore.
											Et si vous pouvez faire cela,
											alors vous avez de la vie.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											Also das erste, was wir lernen,
											ist, dass es möglich ist Leben zu definieren
											allein als ein Prozess
											ohne Bezug auf
											die Dinge, die uns lieb sind,
											insofern uns das Leben auf der Erde lieb ist.
											Und in gewisser Weise bringt uns das davon weg,
											wie all unsere wissenschaftlichen Entdeckungen, oder viele davon-
											es ist dieses ständige Enttrohnen der Menschheit-
											weil wir denken dass wir etwas besonderes sind, weil wir am Leben sind.
											Wir können Leben machen. Wir können Leben im Computer herstellen.
											Natürlich, in beschränkter Weise,
											aber wir haben gelernt, was man braucht,
											um es tatsächlich herzustellen.
											Und wenn man es einmal hat
											dann ist es keine schwierige Aufgabe mehr
											zu sagen, dass, wenn man die grundlegenden Prozesse versteht,
											die sich nicht auf ein bestimmtes Substart beziehen,
											dann kann man losgehen
											und andere Welten versuchen
											und herausfinden welche Art des chemischen Alphabets da sein kann,
											die gängige Chemie
											die Geochemie des Planeten herausfinden,
											sodass man weiß, wie die Verteilung ausschauen würde
											in der Abwesenheit des Lebens,
											sich die großen Abweichungen anschauen-
											das Ding, das hervorschaut und sagt:
											""Diese Chemikalie sollte wirklich nicht da sein.""
											Dann weiß man nicht ob da Leben ist,
											aber man kann sagen
											""Zumindest schaue ich mir die Chemikalie ganz genau an
											und schaue, woher sie kommt.""
											Und das kann die Chance sein,
											um tatsächlich Leben zu entdecken,
											wenn wir es nicht sehen können.
									","
											Así que lo primero que aprendimos
											es que es posible definir la vida
											sólo en términos de procesos,
											sin referirnos para nada
											al tipo de cosas que apreciamos,
											como tipo de vida en la Tierra.
											Y que de alguna forma nos quita del centro,
											como todos nuestros descubrimientos científicos, o la mayoría,
											-de este continuo destronamiento del hombre-
											de pensar que somos especiales porque estamos vivos.
											Bueno podemos hacer vida. Podemos hacer vida en una computadora.
											Cierto, es limitada,
											pero hemos aprendido lo que hace falta
											para construirla realmente.
											Y una vez que tenemos eso,
											entonces ya no es tarea difícil
											decir, si entendemos los procesos fundamentales
											que no se refieren a ningún sustrato particular,
											entonces podemos salir
											e intentarlo en otros mundos;
											deducir qué tipo de alfabeto químico podría haber ahí,
											conocer bien la química normal,
											la geoquímica del planeta,
											para que sepamos cómo se ve esta distribución
											en ausencia de vida,
											y entonces buscar desviaciones más grandes a partir de ello;
											esto que sobresale y dice:
											""Este químico no debería estar ahí"".
											Ahora no sabemos que hay vida,
											pero podríamos decir:
											""Bueno, al menos veré con precisión este compuesto químico
											y veré de dónde viene"".
											Y esa sería nuestra oportunidad
											de descubrir vida en realidad
											cuando no la podemos ver.
									","
											Então a primeira coisa que aprendemos
											é que é possível definir vida
											exclusivamente em termos de processos,
											sem fazer qualquer referência
											ao tipo de coisas que nos são caras,
											no que toca ao tipo de vida na Terra.
											E isto, de certo modo, retira-nos de novo,
											como todas as nossas descobertas
científicas, ou muitas delas
											— é este contínuo destronamento do homem —
											de como pensamos que somos especiais
porque estamos vivos.
											Bem, conseguimos criar vida. 
Conseguimos criar vida no computador.
											Concedo, é limitada,
											mas aprendemos o que é preciso
											para realmente construí-la.
											E assim que temos isso,
											então deixa de ser uma tarefa
tão difícil
											dizer se compreendermos
os processos fundamentais
											que não se referem a nenhum
substrato em particular,
											então podemos ir
											e tentar outros mundos,
											descobrir que tipo de alfabetos
químicos lá estarão,
											descobrir o suficiente
sobre a química normal,
											a geoquímica do planeta,
											para que saibamos
como é que esta distribuição seria
											na ausência de vida,
											e então procurar
por grandes desvios a isso
											— isto aqui a sobressair, que diz:
											""Este químico não devia mesmo estar aqui.""
											Bem, não sabemos que há vida então,
											mas poderíamos dizer:
											""Bem, ao menos vou ter de olhar
com muita precisão para este químico,
											""para ver de onde ele vem.""
											E essa talvez seja a nossa hipótese
											de realmente descobrir vida
											quando não a podemos observar
visivelmente.
									","
											böulece öğrendiğimiz ilk sey
											hayatı tanımlamak
											tek başına süreçleri açısından,
											hiç bir referasn olmadan
											bizim tuttuğumuz varlıkların türü
											dünya da ki hayatın yanı sıra
											ve bir bakıma bizi tekrar ortadan kaldırır.
											bizim bilimsel keşiflerimiz gibi ya da bir çoğu gibi
											tahttan indirilen bu adam kalıcıdır
											düşünüyoruz çünkü varız.
											Biz bir yaşam oluşturabiliriz.biz bilgisaar ortamında bir yaşam oluşturabiliriz.
											farz edelim ki bu sınırlı,
											ama gerçekten yaratmak için ne gerektiğini
											öğrendik.
											Ve bir defa sahip olduğumuz,
											sonra temel süreçleri anlamak ve acıklamak gibi
											zor bir görev olmaktan çıkar
											yani herhangi bir özel yüzeyden söz etmiyoruz,
											sonra dışarı
											diğer dünyalara gidebiliriz,
											burda ne tür bir alfabe olduğunu anlarız belki,
											normal kimyası hakkında yeterli bir bilgi,
											gezegenin jeokimyası
											böylece biz bu dağılım neye benziyor biliyoruz
											yaşam yokluğunda,
											ve o zaman bu büyük sapmalar
											bu dışarı taşacak,
											''Bu kimyasal gerçekten orda olmalı'' deyip.
											Şimdi orda yaşam olup olmadığını bilmiyoruz,
											Fakat
											''Eh en azından ben bu hassas kimyasala göz atmaya gidiyorum
											ve nerden geldiğime bak'' diyebilirdim.
											Ve bu bizim gözle görülür
											hayatı keşvetme bir şansımız
											olabilir.
									","
											Donc la première chose que nous avons apprise
											est qu'il est possible de définir la vie
											uniquement en termes de processus ,
											sans faire du tout référence
											au type de choses que nous chérissons,
											comme le type de vie sur terre.
											Et dans un sens cela nous éloigne encore,
											comme toutes nos découvertes scientifiques, ou beaucoup d'entre elles -
											c'est l'homme perpétuellement détroné -
											de la manière dont nous nous pensons spéciaux parce que nous sommes vivants
											Nous pouvons fabriquer la vie. Nous pouvons fabriquer la vie dans des ordinateurs.
											Certes, c'est limité,
											mais nous avons appris ce qu'il faut
											pour réellement la construire.
											Et une fois que nous avons cela,
											ce n'est alors plus une tâche si difficile
											de dire, si nous comprenons le processus fondamental
											qui ne réfère à aucun substrat particulier,
											nous pouvons aller
											essayer d'autres mondes,
											comprendre quelles sortes d'alphabets chimiques pourraient exister,
											comprendre suffisamment la chimie normale,
											la géochimie de la planète,
											pour savoir à quoi ressemblera la distribution
											en l'absence de vie,
											et puis chercher ce qui en dévie largement,
											cette chose qui dépasse et qui nous fait dire
											""Cet élément chimique ne devrait pas être là.""
											Maintenant nous ne savons pas qu'il y alors de la vie,
											mais on pourrait dire :
											""Au moins je vais devoir regarder très précisément cet élément chimique
											et voir d'où il vient.""
											Et cela pourrait être notre chance
											de vraiment découvrir de la vie
											quand nous ne pouvons pas la détecter visuellement.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											Und das ist die Message,
											die ich für Sie habe.
											Leben kann weniger rätselhaft sein
											als wir denken,
											wenn wir versuchen uns vorzustellen, wie es auf anderen Planeten wäre.
											Und wenn man das Geheimnis des Lebens rausnimmt,
											dann ist es auch ein wenig leichter
											über unsere Art zu leben nachzudenken
											und dass wir vielleicht nicht so etwas Besonderes sind, wie wir immer denken.
											Und ich verlasse Sie mit diesen Worten
									","
											Y ese es el único mensaje para llevarse a casa
											que tengo para Uds.
											La vida puede ser menos misteriosa
											de lo que imaginamos
											cuando intentamos pensar cómo sería en otros planetas.
											Y si quitamos el misterio de la vida
											creo que es más fácil
											pensar cómo vivimos
											y que tal vez no somos tan especiales como siempre pensamos.
											Los dejaré con eso.
									","
											E então essa é realmente a única mensagem
para levarem para casa
											que tenho para vós.
											A vida pode ser menos misteriosa
											do que aquilo que fazemos dela
											quando tentamos pensar
como seria noutros planetas.
											E se removermos o mistério da vida,
											então penso que é um pouco mais fácil
											para nós pensar acerca de como vivemos,
											e como talvez não sejamos tão especiais
como sempre pensámos que somos.
											E vou deixar-vos com isto.
									","
											Ve bu yüzden senden aldığım
											ev mesajıdır.
											Hayat bizim yaptığımızdan biraz
											daha gizemli olabilir.
											biz diğer gezegenlerde nasıl bir yaşam olduğunu düşünürsek.
											Ve biz hayatın gizemini kaldırırsak
											sonra biraz kolay olur
											nasıl yaşayacağımızı dünmemiz için
											ve belki de biz düşündüğümüz kadar özel değiliz.
											artık ayrılıyorum.
									","
											Et c'est vraiment le seul point à retenir
											que j'ai à vous soumettre.
											La vie peut être moins mystérieuse
											que nous l'imaginons
											quand nous essayons d'imaginer comment cela doit être sur d'autres planètes.
											Et si nous retirons le mystère de la vie,
											je pense que c'est alors un peu plus facile
											pour nous de penser à comment nous vivons,
											et en quoi nous ne sommes peut-être pas aussi spéciaux que nous le pensons.
											Je vais vous laisser là-dessus.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											Vielen Dank
									","
											Muchas gracias.
									","
											E muito obrigado.
									","
											Ve hepinize teşekkürler.
									","
											Merci beaucoup.
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
											(Applaus)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkış)
									","
											(Applaudissements)
									",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
"
","
","
","
","
",Finding life we can't imagine,Christoph Adami,18:51,"TEDx,bacteria,biology,evolution,life,science"
