fr,de,tr,es,title,speaker,duration,tags
"
											Et ce que vous voyez en bas à droite ici
											est un échantillon dans lequel une simple goutte
											de sang a été déposée au dessus,
											et qui s'est infiltrée, et diffusée d'elle-même
											dans les 16 trous du bas,
											dans un morceau de papier qui ressemble à une puce,
											de l'épaisseur de 2 feuilles de papier.
											Et dans ce cas particulier, nous nous intéressions juste
											à la possibilité de le répliquer.
											Mais c'est, en principe, la façon de résoudre
											le problème de la ""fièvre d'origine inexpliquée"".
											Parce que chacune de ces tâches devient alors
											un test pour un ensemble particulier de marqueurs
											de maladie.
											Et ceci fonctionnera en temps voulu.
									","
											Und was Sie dort unten auf der rechten Seite sehen,
											ist ein Beispiel, in dem eine einzelne
											Blutprobe oben aufgebracht wurde,
											und es ist durch gegangen und hat sich von selbst
											in diese 16 Löcher unten verbreitet,
											in einem Stück Papier, das im Grunde wie eich Chip aussieht,
											zwei Stück Papier dick.
											Und in diesem speziellen Fall ware wir nur interessiert
											in der Reproduzierbarkeit dieser Sache.
											Aber dies ist, im Grunde, der Weg das
											""Fieber mit unbekannter Ursache""-Problem zu lösen.
											Da jeder einzelne dieser Punkte dann
											ein Test für ein spezielles Set von
											Krankheitsmarkern wird.
											Und das wird mit der Zeit natürlich funktionieren.
									","
											Şurada sağ tarafta gördüğünüz
											örneğin üstüne bir damla kan örneği
											konulmuştur ve bu kan
											kendisini aşağıda bulunan
											16 deliğe akıtmıştır.
											Bu parça kağıt bir çipi andırır
											iki kağıt kalınlığında.
											Bu spesifik örnekte biz sadece bunun
											tekrarlanabilirliğini inceliyorduk.
											Ama presipte ""kaynağı belirsiz ateş""
											problemini bu şekılde çözersınız.
											Çünkü bütün bu noktalar farkı
											hastalıklar için bireysel testlere
											belirleyeci olacaklar.
											Ve bu zamanla çalışacaktır.
									","
											Y lo que ven ahí en la parte inferior derecha
											es una muestra en la que una muestra individual
											de sangre se ha colocado en la parte superior
											y ha atravesado y se ha distribuido
											en estos 16 hoyos de la parte de abajo,
											en un pedazo de papel, que básicamente se ve como un chip,
											con un grosor de dos pedazos de papel.
											Y en este caso en particular lo que nos interesaba
											era la capacidad de reproducir eso.
											Pero esta es, en principio, la manera en la que se resuelve
											el problema de la ""fiebre de origen no explicado"".
											Porque cada uno de esos puntos luego se convierte
											en una prueba para un determinado juego de marcadores
											de enfermedades.
											Y esto funcionará en su debido tiempo.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Et voici un exemple d'un objet un petit peu plus complexe.
											Voici la puce.
											Vous trempez un coin. Le fluide va au centre.
											Il se diffuse lui-même dans ces trous
											ou puits divers, et change de couleur.
											Le tout en utilisant du papier et du scotch pour tapis.
											Donc, je pense que c'est aussi bon marché
											que l'on puisse être capable de concevoir et de fabriquer.
									","
											Und hier ist ein Beispiel eines etwas komplizierteren Gerätes.
											Dort ist der Chip.
											Sie tauchen eine Ecke ein. Die Flüsigkeit geht in die Mitte.
											Es verbreitet sich von selbst in diese verschiedenen
											Schächte oder Löcher und ändert die Farbe.
											Und alles erreicht mit Papier und Teppichklebeband.
											So, ich denke, es hat die minimale Kost,
											die wir wahrscheinlich erreichen können um Sachen herzustellen.
									","
											ve burada biraz daha kompleks bir cihazin bir örneği var
											iste çip
											köşesini daldırırsınız, sıvı merkeze gider
											ve kendisini çeşitli deliklere veya kuyucuklara akıtır
											ve renk değiştirir.
											ve gene hepsi kağıt ve halı bandı ile yapılır.
											Bence bu bulabilceğimiz
											en ucuz yol bu şeyleri yapmak için.
									","
											Y aquí hay un ejemplo de un dispositivo un poco más complicado.
											Ahí esta el chip.
											Sumergen una esquina. El fluido llega al centro.
											Y se distribuye en estos
											pozos u hoyos, y cambia de color.
											Y todo está hecho con papel y cinta adhesiva.
											Entonces, creo que es lo más barato
											que podremos llegar a hacer este tipo de cosas.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Maintenant, j'ai une, ou plutôt deux dernières histoires
											à vous raconter, pour terminer cette présentation.
											Voilà la première. Une des choses que l'on doit faire occasionnellement
											c'est de séparer les cellules sanguines du sérum.
											et la question était,
											ici, nous le faisons en prenant un échantillon.
											On le place dans une centrifugeuse.
											On le fait tourner, et cela extrait les cellules sanguines. Génial.
											Que se passe t-il si vous n'avez pas d'électricité,
											ni de centrifugeuse, ni autre chose ?
											Et nous avons réfléchi pendant un moment à savoir comment on pourrait faire.
											Et la façon, en fait, de le faire, est présentée ici.
											Vous prenez un batteur à œufs,
											que l'on trouve partout. Vous sciez une des lames.
											Et vous prenez ensuite des tubes,
											et vous les fixez dessus. Vous mettez le sang dedans. Vous tournez.
											Quelqu'un s'assied et le fait tourner.
											Ça marche très très bien.
									","
											Nun, ich habe Ihnen eine, zwei letzte, kurze Geschichten
											zu erzählen, um diese Sache abzuschließen.
											Dies ist eine. Eines der Dinge, die man von Zeit zu Zeit machen muss,
											ist Blutzellen vom Serum zu trennen.
											Und die Frage war,
											hier erreichen wir es, indem wir eine Probe nehmen.
											Wir bringen es in eine Zentrifuge.
											Wir schleudern es und Sie erhalten die Blutzellen. Sehr gut.
											Was passiert, wenn Sie keine Elektrizität und
											keine Zentrifuge und andere Sachen haben?
											Und wir dachten eine Weile darüber nach, wie Sie das erreichen können.
											Und die Art, in der Tat, wie Sie es machen, wird hier gezeigt.
											Sie nehmen einen Quirl,
											den es überall gibt. Sie sägen eine Klinge ab.
											Und dann nehmen Sie Schläuche
											und befestigen es daran. Sie lassen das Blut in. Sie schleudern es.
											Jemand sitzt dort und schleudert es.
											Es funktionert wirklich, wirklich gut.
									","
											Şimdi bu işi bitirmeden önce, son bir
											iki kısa hikayem olacak.
											Birinin arasıra yaptigi şeylerden biri
											o da şudur ki serumdan kan hücrelerini ayirmak
											Burada bir örnek alırız
											santrifüje koyarız, çevirirz onu
											kan hücrelerini alırız, süper.
											Ama sorun şuki
											Elektrik yoksa ne olur?
											veya bir sentrifüj yoksa?
											ve biz bu konu üstünde biraz düşündük
											ve sonuç burada gösterildiği gibi
											bir yumurta çırpma aleti alırsınız
											ki bu heryerde, bıçakların birini sökersiniz
											bir tüp alıp buna yapıştırırsınız
											kanı içine koyarsınız ve onu çevirirsiniz.
											Biri orda oturur ve bunu çevirir
											Çok guzel işe yarıyor.
									","
											Ahora, me queda una última, bueno dos pequeñas historias
											por contarles, para terminar este asunto.
											Ésta es una de ellas. Una de las cosas que uno debe hacer
											ocasionalmente es separar células de la sangre del suero.
											Y la pregunta era,
											aquí lo hacemos tomando una muestra.
											Poniéndola en una centrífuga.
											La centrifugamos y descartamos las células sanguíneas. Genial.
											¿Qué pasa si no tienen electricidad,
											ni una centrífuga, ni nada?
											Y pensamos por un tiempo cómo se podría lograr esto.
											Y, de hecho, la manera en la que se hace, es lo que les muestro aquí.
											Obtienen un batidor de huevos,
											que se puede encontrar en cualquier sitio. Y le quitan una aspa.
											Y luego toman unos tubos,
											los pegan al aspa que queda, los llenan de sangre y lo hacen girar.
											Alguien se sienta ahí y lo hace girar.
											Y funciona muy muy bien.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Et nous avons ensuite calculé la physique des batteurs à œufs
											et des tubes qui s'alignent automatiquement, et tout le reste de ce genre de choses,
											nous l'avons envoyé à un journal (pour publication).
											Nous étions très fiers de ça, en particulier du titre
											qui était : ""Un batteur à œufs utilisé comme centrifugeuse"".
											(Rires)
											Nous l'avons envoyé, et il nous est revenu, refusé.
											J'ai appelé l'éditeur et demandé
											""Qu'est ce qui se passe ? Comment est-ce possible ?""
											L'éditeur a répondu, avec un dédain énorme,
											""Je l'ai lu.
											Et nous n'allons pas le publier, parce que nous ne publions
											que ce qui a rapport avec la science"".
											Et c'est un problème important
											parce que ça veut dire que nous devons,
											en tant que société,
											penser à ce qui est important pour nous.
											Et si c'est juste les journaux et les publications scientifiques,
											nous avons un problème.
									","
											Und wir sagten, dass wir die Physik hinter Quirlen und
											sich selbst anpassenden Schläuchen und den Rest dieser Art von Dingen betrachteten,
											vershickten es an ein Fachblatt.
											Wir waren sehr stolz darauf, besonders auf den Titel,
											""Quirle als Zentrifugen"".
											(Gelächter)
											Und wir schickten es aus und es kam postwendend zurück.
											Ich ruf den Redakteur and und sagte,
											""Was geht hier vor sich? Wie ist das möglich?.""
											Der Redakteur sagte mit großer Missachtung,
											""Ich las es.
											Und wir werden es nicht veröffentlichen, weil wir nur
											Wissenschaft veröffentlichen.""
											Und es ist ein wichtiges Problem,
											da es bedeutet, dass wir als
											eine Gesellschaft bedenken müssen,
											was wir wertschätzen.
											Und falls das nur wissenschaftliche Beiträge und Phys Rev Letters sind,
											dann haben wir ein Problem.
									","
											ve biz dedik ki yumurta çırpıcısının
											tüplerin ve geri kalan herşeyin fiziklerini yaptık
											ve bir dergiye yolladık
											Özellikle başlıkdan çok gurur duyuyorduk,
											""Yumurta çırpıcısı Sentrifüjü""
											(Gülüşmeler)
											ve yolladık, ve iade mektubu olarak geri geldi.
											Editörü aradim ve dedim ki
											""Neler oluyor? Bu nasıl mümkün olabilir""
											ve editör dedi ki, gayet büyük bir küçümseme ile
											""Ben bunu okudum.
											ve biz bunu yayınlamayacağız, çünkü biz
											sadece bilim yayinlariz.""
											ve bu önemli bir konu
											çünkü biz bir toplum olarak
											neye değer verdiğimizi
											bir düşünmeliyiz.
											ve eğer bunlar sadece kağıtlar ve fizik eleştirme mektupları ise
											bir sorunumuz var.
									","
											Y dijimos que estudiamos la física de los batidores de huevos,
											y de los tubos autoalineados y todas esas cosas,
											y lo enviar a una revista científica.
											Y estamos muy orgullosos de esto, sobre todo del título
											que era ""Batidor de huevos como centrífuga"".
											(Risas)
											Lo enviamos y regresó por correo.
											Llamé al editor y le dije,
											""¿Qué sucede?¿Cómo es posible?""
											Y el editor dijo, con gran desdén,
											""Leí esto.
											Y no lo vamos a publicar, porque nosotros sólo
											publicamos ciencia.""
											Y esto es un asunto importante
											porque significa que tenemos que,
											como sociedad,
											reflexionar sobre lo que valoramos.
											Y si son sólo artículos científicos y tratados sobre física,
											entonces tenemos un problema.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Voici un autre exemple de quelque chose qui ...
											C'est un petit spectrophotomètre.
											Cela mesure l'absorption de la lumière dans un échantillon.
											Ce qui est bien, c'est que vous avez une source lumineuse qui s'allume
											et s'éteint à 1.000 Hertz.
											Et une autre source lumineuse qui détecte cette lumière à 1.000 Hz.
											Et donc, vous pouvez utiliser ce système en plein jour.
											Ça fonctionne à peu de choses près
											comme un système qui coûte environ
											100.000 dollars US
											Ca coûte 50 dollars US. On pourrait peut être le produire pour 50 cents,
											si on réfléchit sérieusement au problème.
											Pourquoi personne ne le fait ? La réponse, c'est :
											""Comment gagner de l'argent dans un système capitalistique, en faisant ça ?""
											Problème intéressant.
									","
											Hier ist ein weiteres Beispiel etwas, das ist —
											Das ist ein kleines Spektrophotometer.
											Es misst die Absorption von Licht in einer Probe.
											Die tolle Sache dabei ist, dass Sie Licht haben, dass
											ein und aus flimmert mit ungefähr 1.000 Hertz.
											Eine weitere Lichtquelle, die Licht mit 1000 Hertz erfasst.
											Und daher können Sie dieses System in vollem Tageslicht betreiben.
											Es leistet ungefähr das selbe wie
											ein System um die
											100.000 Dollars.
											Es kostet 50 Dollars. Wir können es wahrscheinlich für 50 Cents herstellen,
											falls wir das erreichen möchten.
											Warum macht das niemand? Und die Antwort ist,
											""Wie machen Sie so Profit in einem kapitalistischen System?""
											Interessantes Problem.
									","
											ve bir örnek daha
											bu da ufak bir spektrofotometre.
											Bir örnekte ışığın emmilmesini ölçer.
											bununla ilgili harika olan şey ise, 1000 hertz de açınıp kapanan titrek
											bir ışık kaynağınız var.
											başka bir ışık kaynağı ise bunu alagılar gene 1,000 hertz de
											sonuç olarak bu sistemi güpegündüz çalıştırabilirsiniz.
											yaklaşık 100,000 dolar olan bir
											sisteme nerdeyse denk bir
											şekilde çalışır.
											Maliyeti 50 dolar biz bunu kafamiza koyarsak
											50 sente kadar düşürebilirz.
											Neden bunu kimse yapmıyor, cevap şu ki:
											""Bunu yaparak kapitalist bir sistemde nasil kar yaparsiniz""
											Garip bir problem.
									","
											Y aquí hay otro ejemplo de algo que es —
											Esto es un pequeño espectrofotómetro.
											Mide la absorción de luz en una muestra.
											Y lo ingenioso de esto es que tienes una fuente de luz que parpadea
											a unos 1.000 hertzios
											Otra fuente de luz que detecta luz a 1.000 hertzios.
											Así que pueden emplear este sistema en plena luz del día.
											Y funciona de manera equivalente
											a un sistema que cuesta alrededor de
											100.000 dólares.
											Esto cuesta 50 dólares. Y probablemente lo podemos hacer por 50 centavos,
											si nos centramos en ello.
											¿Y por qué nadie lo hace? La respuesta es,
											""¿cómo se pueden generar ganancias en un sistema capitalista haciendo eso?"".
											Es un problema interesante.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Donc, laissez-moi terminer en disant
											que nous avons réfléchi à ça comme une sorte de problèmes de conception.
											Et nous nous sommes demandés, quelle est l'idée scientifique commune derrière tout cela ?
											Et nous avons décidé que nous devons y penser
											non pas tant en terme de coûts,
											mais en terme de simplicité.
											Simplicité est un joli mot. Et vous devez alors réfléchir
											à savoir ce que la simplicité signifie.
											Je sais ce que c'est, mais je ne sais pas ce que ça veut vraiment dire.
									","
											So, lassen Sie mich abschließen mit dem Gedanken,
											dass wir darüber als eine Art Ingenieursproblem nachgedacht haben.
											Und wir haben gefragt, was ist die verbindende, wissenschaftliche Idee hier?
											Und wir haben entschieden, dass wir darüber nicht so sehr im Hinblick
											auf die Kosten nachdenken sollten,
											sondern im Hinblick auf Einfachheit.
											Einfachheit ist ein schönes Wort. Und Sie müssen darüber nachdenken,
											was Einfachheit bedeutet.
											Ich weiß, was es ist, aber ich weiß eigentlich nicht, was es bedeutet.
									","
											Son bir şey diyerek bitireyim
											biz bunu bir mühendislik problemi şeklinde düşündük
											ve sorduk burada bilimsel birleştirici fikir nedir
											ve karar verdik ki maliyet açısından değil
											basitlik açısından
											düşünmeliyiz.
											Sadelik harika bir kelime ve sadeliğin anlamı
											nedir bunu düşünmeniz lazim.
											Ben nedir biliyorum ama tam olarak ne demektir onu bilmiyorum.
									","
											Así que, déjenme terminar diciéndo,
											que pensamos en esto como si fuera un problema ingenieril.
											Y nos hemos preguntado, ¿cuál es la idea científica unificadora aquí?
											Y hemos decidido que deberíamos pensar en ello
											no tanto en términos de costo,
											sino en términos de simplicidad.
											Simplicidad es una palabra genial. Y deben de reflexionar
											sobre qué significa simplicidad.
											Yo sé lo que es, pero en realidad no sé lo que significa.
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
											Donc, ça m'a assez intéressé pour mettre en place
											plusieurs groupes de personnes.
											Et le plus récent implique un petit groupe de personnes au MIT,
											l'un d'eux est un gamin exceptionnellement brillant
											qui est une des très rares personnes que je pourrais
											considérer comme un réel génie.
											Nous avons cherché pendant une journée entière sur comment définir la simplicité.
											Et je vais vous donner la réponse à cette question
											d'une profonde pensée scientifique.
											""C'est impossible de le faire foirer"" (Rires)
											Donc, dans un sens, vous avez ce que vous payez.
											Merci beaucoup.
											(Rires)
									","
											So, ich war in der Tat genug daran interessiert um mehrere
											Gruppen von Leuten zusammen zu stellen.
											Und die letzte enthielt einige Leute vom MIT,
											einer davon ein außergewöhnlich helles Kind,
											einer der sehr wenigen Leute, über die ich denke,
											dass er ein echtes Genie ist.
											Wir bemühten uns alle für einen ganzen Tag über Einfachheit nachzudenken.
											Und ich möchte Ihnen die Antowrt dieses
											tiefen wissenschaftlichen Gedankens geben:
											(Gelächter)
											So, in diesem Sinne, bekommen Sie, für was Sie bezahlen.
											Vielen Dank.
											(Gelächter)
									","
											Sonuçta bunu bir grup insani bir araya getircek
											kadar merakliydim.
											En sonuncu bir kaç tane MIT mezunu insan da içeriyordu,
											içlerinden biri benim orjinal bir
											dahi olduğunu düşündüğüm
											olağınüstü zeki bir çocuk.
											Hepimiz tam bir gün boyunca çabaladık düşündük sadelık nedir?
											ve ben size bu derin bilimsel düşüncenin
											cevabını vermek istiyorum
											""İçine sıçılması imkansiz olan""
											sonuç olarak, ne ödediyseniz onu alırsınız.
											Çok teşekkurler
											(Gülüşmeler)
									","
											Así que estaba realmente tan interesado en esto como para juntar
											a varios grupos de personas.
											Y los últimos en involucrarse fueron un par de personas del MIT (Instituto de Tecnología de Massachusetts),
											siendo uno de ellos un joven excepcionalmente brillante
											y una de las pocas personas que identificaría como
											un auténtico genio.
											Batallamos durante un día entero pensando sobre la simplicidad.
											Y les quiero dar el resultado de este
											profundo pensamiento científico.
											(Risas) (¿Qué es simplicidad? “Es aquello imposible de jo..r”)
											Así que, de alguna forma, lo barato sale caro.
											Muchas gracias.
											(Risas)
									",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
"
","
","
","
",A lab the size of a postage stamp,George Whitesides,16:16,"TEDx,chemistry,disease,poverty,science,technology,biotech,innovation,health,health care"
