pt,tr,es,en,fr,title,speaker,duration,tags
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											A filantropia de dados
é boa para os negócios
											e também pode ajudar a revolucionar
o mundo humanitário.
											Se coordenássemos
o planeamento e logística
											em todas as vertentes
de uma operação humanitária,
											conseguiríamos alimentos, roupa e abrigo
para mais centenas de milhares de pessoas.
											Mas para isto as empresas
têm de se chegar à frente
											e desempenhar o seu papel
na criação desta revolução.
									","
											Veri filantropisi iş anlamında da mantıklı
											ve insani yardım dünyasında
bir devrim yaratabilir.
											Planlama ve lojistiği 
insani yardım operasyonunun
											tüm alanlarında koordine edersek,
											yüz binlerce daha fazla insanı 
doyurabilir ve giydirebiliriz.
											Şirketler de elini taşın altına koymalı
ve bu devrimi gerçekleştirebilmek için
											üzerine düşeni yapmalı.
									","
											La filantropía de datos
tiene sentido comercialmente,
											y también puede impulsar una revolución
en el mundo humanitario.
											Si coordinamos nuestra
planificación y logística
											a lo largo de las facetas más importantes
de la operación humanitaria,
											podríamos alimentar, vestir y acoger
a otros cientos de miles de personas,
											y las compañías necesitan dar el paso
y tomar el papel que sé que pueden tomar
											para hacer realidad esa revolución.
									","
											Data philanthropy
makes good business sense,
											and it also can help
revolutionize the humanitarian world.
											If we coordinated
the planning and logistics
											across all of the major facets
of a humanitarian operation,
											we could feed, clothe and shelter
hundreds of thousands more people,
											and companies need to step up
and play the role that I know they can
											in bringing about this revolution.
									","
											La philanthropie des données
fait sens commercialement
											et ça peut aussi aider
à révolutionner le monde humanitaire.
											Si on coordonnait
l'organisation et la logistique
											à travers tout les facettes majeures
d'une opération humanitaire,
											on pourrait nourrir, habiller, héberger
des centaines de milliers de personnes.
											Les sociétés doivent se bouger
et jouer le rôle dont elles sont capables
											dans cette révolution.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Já devem ter ouvido falar em
""alimentar a mente"".
											Bem, aqui trata-se
de usar a mente para alimentar.
											É, finalmente, a ideia certa
na altura certa.
									","
											""Düşündürücü şey"" lafını duymuşsunuzdur.
											Bu gerçekten besini düşündürücü.
											Ve sonunda, doğru zamanda, doğru fikir.
									","
											Quizás hayan escuchado la expresión
""alimento para el cerebro"".
											Bueno, esto es, literalmente,
usar el cerebro para alimentar.
											Finalmente se trata de la idea correcta 
en el momento correcto.
									","
											You've probably heard of the saying
""food for thought.""
											Well, this is literally thought for food.
											It finally is the right idea
at the right time.
									","
											Vous avez sans doute entendu l'expression
« nourriture pour la pensée ».
											Ici c'est vraiment
une pensée pour la nourriture.
											C'est enfin la bonne idée
au bon moment.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											(Risos)
									","
											(Kahkahalar)
									","
											(Risas)
									","
											(Laughter)
									","
											(Rires)
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Très magnifique.
									","
											Très magnifique.
(Fransızca: çok güzel)
									","
											Très magnifique.
									","
											Très magnifique.
									","
											Très magnifique.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											Obrigada.
									","
											Teşekkürler.
									","
											Muchas gracias.
									","
											Thank you.
									","
											Merci.
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
											(Aplausos)
									","
											(Alkış)
									","
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
"
","
","
","
","
",Your company's data could help end world hunger,Mallory Freeman,11:15,"big problems,humanity,data,collaboration,decision-making,society,communication,innovation,technology"
