en,es,pt,fr,tr,de,title,speaker,duration,tags
"
											And I felt like the child in the garden.
											For the first time on this new journey,
I could see exactly where we were headed.
											If we could build an economy that would
use things rather than use them up,
											we could build a future that really
could work in the long term.
											I was excited.
											This was something to work towards.
											We knew exactly where we were headed.
We just had to work out how to get there,
											and it was exactly with this in mind
											that we created the Ellen MacArthur
Foundation in September 2010.
									","
											Y me sentí como la niña en el jardín.
											Por primera vez en ese nuevo trayecto,
podía ver exactamente adónde íbamos.
											Si pudiéramos crear una economía que
usara las cosas en lugar de agotarlas,
											Podríamos construir un futuro que
pudiera realmente funcionar a largo plazo.
											Yo estaba entusiasmada.
											Eso era algo por lo que trabajar.
											Sabíamos exactamente adónde íbamos.
											Sólo teníamos que averiguar
cómo llegar hasta allá
											Y fue exactamente con eso presente
											que creamos la Fundación Ellen MacArthur
en septiembre de 2010.
									","
											e tem-se sempre adaptado
a usar materiais eficazmente.
											É um sistema complexo
mas, nele, não há desperdícios
											Tudo é metabolizado.
											Não é uma economia linear,
mas circular.
											Senti-me como uma criança num jardim.
											Pela primeira vez, nesta minha caminhada,
percebi exatamente para onde seguir.
											Se construíssemos uma economia 
que usasse as coisas em vez de as consumir,
											podíamos construir um futuro
que fosse viável a longo prazo.
											Fiquei empolgada.
									","
											Je me suis sentie
comme l'enfant dans le jardin.
											Pour la première fois dans cette aventure,
											je pouvais voir
exactement où nous allions.
											Si nous pouvions bâtir une économie
											qui utiliserait les choses
au lieu de les consommer,
											nous pourrions bâtir un futur
qui serait viable sur le long terme.
											J'étais excitée.
											C'était la voie à suivre.
											Nous savions exactement où aller.
											Nous devions juste
comprendre comment y aller,
											et c'est avec cette idée-là en tête
											que nous avons créé la Fondation 
Ellen MacArthur en septembre 2010.
									","
											Ve ben bahçedeki o çocuk gibi hissettim.
											Bu yeni maceramda ilk kez, nereye 
yöneldiğimizi tam olarak görebiliyordum.

											Nesneleri tüketmekten ziyade 
kullanan bir ekonomi kurabilsek,

											gerçekten uzun vadede işleyecek 
bir gelecek inşa edebiliriz.

											Heyecanlanmıştım.
											Bu çözüm üretecek bir şeydi.
											Nereye doğru gittiğimizi tam 
olarak biliyorduk. Oraya ulaşmak için
											çok çalışmak zorunda kaldık.
Bu duygu ve düşüncelerle
											2010 yılı Eylül ayında Ellen MacArthur 
Vakfı'nı kurduk.
									","
											Ich fühlte mich wie das Kind im Garten.
											Erstmals auf diesem neuen Weg
sah ich klar vor mir wohin es geht.
											Könnten wir eine Wirtschaft erschaffen,
die Dinge gebraucht anstatt verbraucht,
											würde das eine Zukunft erschaffen,
die auf lange Sicht funktioniert.
											Ich war begeistert.
											Darauf konnte man hinarbeiten.
											Wir wussten genau, wohin es gehen sollte.
Wir mussten nur ausarbeiten, wie.
											Und in diesem Zusammenhang
											gründeten wir im September 2010
die Ellen-MacArthur-Stiftung.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											Many schools of thought fed our thinking
and pointed to this model:
											industrial symbiosis, performance economy,
sharing economy, biomimicry,
											and of course, cradle-to-cradle design.
											Materials would be defined
as either technical or biological,
											waste would be designed out entirely,
											and we would have a system
that could function
											absolutely in the long term.
									","
											Muchas corrientes de pensamiento
nos sirvieron de base
											y apuntaban a este modelo:
											simbiosis industrial,
economía del rendimiento,
											consumo colaborativo, biomimetismo,
											y claro, diseño de la cuna a la cuna.
											Los materiales serían definidos
como técnicos o como biológicos,
											los desechos serían 
completamente eliminados,
											y tendríamos un sistema
que lograría funcionar
											absolutamente a largo plazo.
									","
											Era uma coisa em que podíamos avançar.
											Sabíamos exatamente para onde ir.
Só tínhamos que pensar em como lá chegar.
											Foi com esta ideia na cabeça
											que criámos a Fundação Ellen MacArthur,
em setembro de 2010.
											Baseámo-nos em muitas escolas de pensamento
											que apontavam para este modelo:
											Simbiose industrial, 
economia de desempenho,
											economia de partilha, biomimética
									","
											Beaucoup d'écoles de pensée ont nourri 
notre réflexion et indiqué ce modèle :
											symbiose industrielle, 
économie performante,
											économie de partage, biomimétisme,
											et bien sûr, une production
du berceau au berceau.
											Les matières seraient soit définies 
comme techniques, soit comme biologiques,
											le gaspillage serait entièrement supprimé,
											et on aurait un système 
qui pourrait absolument fonctionner
											sur le long terme.
									","
											Bir çok düşünce okulu düşüncemizi besledi 
ve bizi bu modele yönlendirdi:
											Sanayisel ortak yaşam, performans 
ekonomisi, paylaşım ekonomisi, biyomimikri
											ve elbette, “beşikten beşiğe 
tasarım” anlayışı.
											Materyaller ya teknik ya da 
biyolojik olarak tarif edilecek.
											Çöp tamamen düzenlenecek
											ve biz uzun vadede işleyecek

											bir sisteme sahip olacaktık.

									","
											Viele Denkrichtungen gaben uns Anstöße
und wiesen zu diesem Modell:
											Industriesymbiose, wirtschaftliche
Leistungsfähigkeit, ""Sharing Economy"",
											Biomimetik und natürlich
""Cradle to Cradle-Design"".
											Materialien würden als technisch
oder biologisch definiert,
											und alles ohne Abfall konzipiert werden.
											Damit hätten wir ein System,
											das auf lange Sicht funktionieren könnte.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											So what could this economy look like?
											Maybe we wouldn't buy light fittings,
but we'd pay for the service of light,
											and the manufacturers
would recover the materials
											and change the light fittings
when we had more efficient products.
											What if packaging was so nontoxic
it could dissolve in water
											and we could ultimately drink it?
It would never become waste.
											What if engines were re-manufacturable,
											and we could recover
the component materials
											and significantly reduce energy demand.
											What if we could recover components
from circuit boards, reutilize them,
											and then fundamentally recover
the materials within them
											through a second stage?
											What if we could collect
food waste, human waste?
											What if we could turn that
into fertilizer, heat, energy,
											ultimately reconnecting nutrients systems
											and rebuilding natural capital?
											And cars — what we want
is to move around.
											We don't need to own
the materials within them.
											Could cars become a service
											and provide us with
mobility in the future?
											All of this sounds amazing, but these
aren't just ideas, they're real today,
											and these lie at the forefront
of the circular economy.
											What lies before us is to expand them
and scale them up.
									","
											Bueno, ¿cómo sería esta economía?
											Tal vez no compraríamos portalámparas,
sino pagaríamos por el servicio de luz,
											y los fabricantes recuperarían
los materiales
											y cambiarían los portalámparas
											cuándo tuviéramos
productos más eficientes.
											¿Y qué tal embalajes no tóxicos
que pudieran disolverse en água
											y los pudiéramos beber?
Nunca se convertirían en desechos.
											¿Y si los motores fueran re-fabricables,
											y pudiéramos recuperar
sus componentes
											y reducir significativamente
la demanda energética.
											¿Y si pudiéramos recuperar componentes
de las placas de circuitos, reusarlos,
											y básicamente recuperar
sus materiales
											mediante una segunda etapa?
											¿Y si pudiéramos recoger
restos de comida, excrementos?
											¿Y convertirlos en fertilizantes, 
calor, energía,
											volviedo al final a conectar
sistemas de nutrientes
											y reconstruyendo capital natural?
											Y carros... Lo que queremos
es desplazarnos.
											No necesitamos poseer los 
materiales de que constan.
											¿Los carros podrían ser un servicio
											y proporcionarnos
movilidad en el futuro?
											Todo eso suena increíble, pero no son
solo ideas, sino realidades de hoy,
											que están en la vanguardia
de la economía circular.
											Lo que tenemos que hacer es
extenderlas y ampliarlas.
									","
											e, claro, produção de berço a berço.
											Os materiais seriam definidos,
enquanto técnicos ou biológicos,
											o desperdício seria totalmente suprimido,
											e teríamos um sistema
que podia funcionar sem falhas
											a longo-prazo.
											Qual seria o aspeto desta economia?
											Talvez não comprássemos lâmpadas
mas pagaríamos o fornecimento da luz
											e os fabricantes recuperariam os materiais
											e mudariam as lâmpadas
quando houvesse produtos mais eficazes.
											E se as embalagens não fossem tóxicas
e se dissolvessem na água
											que podíamos continuar a beber?
											Nunca seriam um desperdício.
											E se os motores
pudessem voltar a ser fabricados
											Se pudéssemos recuperar os componentes
											e reduzir consideravelmente
o gasto em energia?
											Se pudéssemos recuperar peças
dos circuitos impressos, reutilizá-los
											e recuperar os materiais que eles contêm,
uma segunda vez?
											Se pudéssemos recolher as sobras
dos alimentos, os dejetos humanos,
											transformar tudo isso
em fertilizantes, calor, energia,
											restabelecendo os sistemas nutritivos
											e reconstruindo um capital natural?
											E os carros 
— nós queremos é deslocar-nos,
											não precisamos de possuir
o que está dentro deles.
									","
											À quoi donc ressemblerait cette économie ?
											Peut-être que l'on n'achèterait 
pas de lampes
											mais que l'on paierait
pour un service.
											Les fabricants 
récupéreraient les matériaux,
											et remplaceraient les appareils 
par des produits plus efficaces.
											Et si des emballages non-toxiques
pouvaient se dissoudre dans l'eau
											et à la fin, être bus ?
											Ne devenant jamais des déchets.
											Et si les moteurs pouvaient 
être remanufacturés,
											si on pouvait récupérer leurs pièces
											et considérablement réduire 
la demande en énergie.
											Et si on pouvait récupérer les éléments 
des circuits imprimés, les réutiliser,
											et récupérer les matériaux 
à l'intérieur, une deuxième fois ?
											Et si on pouvait collecter
les restes de nourriture ?
											Et si on pouvait les transformer
en engrais, en chaleur, en énergie,
											à la fin rétablir les systèmes nutritifs
											et construire à nouveau 
un capital naturel ?
											Et les voitures — ce que l'on veut, 
c'est se déplacer.
											Nous n'avons pas besoin 
de posséder les matériaux.
											Les voitures pourraient-elles devenir 
un service et nous offrir la mobilité ?
											Tout ceci semble incroyable,
											mais ce ne sont pas 
que des idées, c'est réel,
											et elles sont au premier rang 
de l'économie circulaire.
											La prochaine étape devant nous 
est de les développer et les diffuser.
									","
											Peki bu ekonomi neye benzetilebilir?
											Belki aydınlatma cihazlarını 
satın almazdık, fakat elektrik
											hizmeti için para öderdik,
üreticiler materyalleri tamir eder
											ve daha iyi ürünler olduğunda 
cihazları değiştirirlerdi.
											Ya ambalajlar toksik olmasa 
ve suda çözülebilse 

											ve biz onu içebilsek ve 
hiç çöp olmasa?
											Ya motorlar tekrar üretilebilir olsa
											ve biz bileşen malzemeleri 
tamir edebilsek 

											ve enerji talebini önemli 
bir oranda azaltabilsek?
											Ya devre kartlarının bileşen 
malzemeleri tamir edebilsek, 

											ikinci bir aşama yoluyla 
içindeki materyalleri
											tamamıyla tamir edebilsek?
											Ya yiyecek ve insan 
artıklarını toplayabilsek?
											Ya onlardan gübre, ısı, enerji,
											nihayetinde besleyici sistemleri 
tekrar birbirine bağlasak 

											ve doğal sermayeyi tekrar kursak?
											Ve arabalar — istediğimiz şey 
bir yerlere gitmek.
											İçindeki materyallere 
sahip olmamız gerekmiyor.
											Arabalar bir hizmet olabilir
											ve gelecekte bize hareketlilik
sağlayabilir mi?
											Bunlar kulağa çok hoş geliyor, fakat 
bunlar sadece fikir değil, artık gerçek
											ve bunlar döngüsel ekonominin 
başında yer alıyor.

											Bizim önümüzde olan şey 
bunları genişletmek ve büyütmek.

									","
											Wie könnte diese Wirtschaft aussehen?
											Vielleicht würden wir nicht für Lampen,
sondern für Licht-Service bezahlen.
											Hersteller würden
Materialien zurückgewinnen
											und die Lampen austauschen,
wenn es effizientere Produkte gäbe.
											Was, wenn Verpackung so ungiftig wäre,
dass sie sich in Wasser auflöst
											und wir sie schließlich trinken könnten.
Daraus würde nie Abfall.
											Wenn Motoren wiederaufbereitbar wären,
											und wir alle Komponenten
zurückgewinnen könnten
											und der Energiebedarf
erheblich gesenkt würde?
											Was, wenn wir die Komponenten aus Platinen
wiederverwerten könnten
											und dann in der nächsten Stufe,
											die Rohstoffe herausholen?
											Wenn wir Lebensmittelabfälle, 
menschliche Exkremente sammeln
											und in Dünger, Wärme
und Energie umwandeln,
											und letztlich das Nährstoffsystem
wieder verbinden
											und Naturkapital wieder aufbauen?
											Und Autos — uns geht es darum,
uns zu bewegen.
											Dazu müssen wir die Materialien
in ihnen nicht besitzen.
											Autos könnten ein Service werden
											und uns in Zukunft Mobilität sichern.
											Das alles klingt fantastisch, aber es sind
nicht nur Ideen; das ist heute real
											und steht an der Spitze
der Kreislaufwirtschaft.
											Wir müssen das nun ausweiten
und im großen Maßstab ermöglichen.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											So how would you shift
from linear to circular?
											Well, the team and I at the foundation
thought you might want to work
											with the top universities in the world,
											with leading businesses within the world,
											with the biggest convening
platforms in the world,
											and with governments.
											We thought you might want
to work with the best analysts
											and ask them the question,
											""Can the circular economy decouple
growth from resource constraints?
											Is the circular economy able
to rebuild natural capital?
											Could the circular economy
replace current chemical fertilizer use?""
											Yes was the answer to the decoupling,
											but also yes, we could replace
current fertilizer use
											by a staggering 2.7 times.
											But what inspired me most
about the circular economy
											was its ability to inspire young people.
											When young people see the economy
through a circular lens,
											they see brand new opportunities
on exactly the same horizon.
											They can use their creativity
and knowledge
											to rebuild the entire system,
											and it's there for the taking right now,
											and the faster we do this, the better.
									","
											Entonces ¿cómo pasar de 
lo lineal a lo circular?
											Desde la Fundación creemos
que a Uds. les gustaría trabajar
											con las mejores universidades del mundo,
											con los negocios líderes en el mundo,
											con las mayores plataformas
colaborativas del mundo,
											y los gobiernos.
											Que Uds. podrían querer trabajar
con los mejores analistas
											y hacerles la pregunta:
											""¿Puede la economía circular disociar
											el crecimiento
de las limitaciones de recursos?
											¿La economía circular consigue
recrear capital natural?
											¿Podría la economía circular remplazar
el uso de fertilizantes químicos?
											Sí es la respuesta a la disociación,
											pero también sí, podríamos reducir
el uso actual de fertilizantes
											sorprendentemente hasta 2,7 veces.
											Pero lo que más que inspiró
de la economía circular
											fue su habilidad para 
inspirar a los jóvenes.
											Cuándo los jóvenes miran la economía
mediante lentes circulares,
											ven nuevas oportunidades
sobre un horizonte idéntico.
											Ellos pueden usar
su creatividad y conocimiento
											para reconstruir el sistema entero.
											Y está ahí ahora para quien lo quiera,
											y cuanto más rápido lo hagamos, mejor.
									","
											Poderiam os carros passar a ser um serviço
											e proporcionar-nos a mobilidade no futuro?
											Tudo isto parece incrível, mas não são
apenas ideias, são hoje uma realidade.
											Estão na primeira linha
da economia circular.
											O que enfrentamos 
é alargá-las e aumentá-las.
											Então, como passamos
do linear para o circular?
											Na Fundação, quisemos trabalhar
											com as melhores universidades do mundo,
											com as empresas de ponta,
de todo o mundo,
											com as maiores plataformas do mundo
											e com os governos.
											Pensámos trabalhar 
com os melhores analistas
											e perguntar-lhes:
											“A economia circular poderá dissociar
o crescimento das limitações de recursos?”
											“Poderá reconstituir o capital natural?
											""Poderá substituir o uso 
dos atuais fertilizantes químicos?”
											“Sim”, foi a resposta à dissociação.
											E “Sim”, podemos reduzir
o uso dos fertilizantes atuais
											numa espantosa ordem de grandeza
de 2,7 pontos.
											Mas o que mais me animou
sobre a economia circular

											foi a sua capacidade de motivar os jovens.
											Quando os jovens veem a economia
através da perspetiva circular,
											veem novas oportunidades
na mesma linha do horizonte,
									","
											Alors, comment passeriez-vous 
du linéaire au circulaire ?
											À la Fondation, nous avons
voulu travailler
											avec les meilleures universités du monde,
avec les entreprises de pointe,
											avec les plus grandes 
plateformes du monde,
											et avec les gouvernements.
											Ou avec les meilleurs analystes 
et leur poser la question :
											« Cette économie peut-elle 
séparer la croissance
											des contraintes en ressources ?
											L'économie circulaire peut-elle 
reconstruire du capital naturel ?
											L'économie circulaire peut-elle remplacer
l'utilisation d'engrais chimiques ? »
											Oui fut la réponse à cette séparation,
											mais également oui, nous pourrions 
diminuer l'utilisation d'engrais
											en la divisant par 2,7.
											Ce qui m'a le plus inspiré 
dans l'économie circulaire
											était sa capacité à inspirer les jeunes.
											Lorsque les jeunes voient l'économie 
à travers un prisme circulaire,
											ils voient de nouvelles opportunités
sur la même ligne d'horizon.
											Ils peuvent utiliser 
leur créativité et leur savoir
											pour reconstruire le système entier,
											et il n'y a plus qu'à agir,
											et plus vite nous le faisons, 
meilleur ce sera.
									","
											Peki doğrusaldan döngüsele
nasıl geçiş yapardınız?

											Takımım ve ben vakıfta düşündük ki
											siz dünyanın en iyi üniversiteleriyle
											dünyadaki öncü işletmelerle,
											dünyada bir çok kişinin 
katıldığı platformlarla
											ve hükümetlerle çalışmak istersiniz.
											Düşündük ki, en iyi analistlerle çalışıp
											onlara şunu sormak istersiniz:
											""Döngüsel ekonomi büyümeyi 
kaynak kısıtlılığından ayrıştırabilir mi?

											Döngüsel ekonomi doğal 
sermayeyi yeniden kurabilir mi?

											Döngüsel ekonomi mevcut kimyasal 
gübre kullanımının yerini alabilir mi?""
											Ayrıştırabilmeye olan cevap evetti,
											mevcut kimyasal gübre kullanımının 
değiştirilmesine de evetti,
											çarpıcı bir şekilde 2.7 kat fazla.
											Fakat bana döngüsel ekonomi hakkında 
en çok ilham veren şey 

											gençlere ilham verme yeteneğiydi.
											Gençler ekonomiyi dairesel 
bir lensle görürlerse,
											tamamen aynı ufukta 
yepyeni fırsatları görürler.
											Onlar sistemin tümünü 
yeniden kurmak için 

											yaratıcılık ve bilgilerini 
kullanabilirler
											ve işte orada şu an 
sizin almanızı bekliyor,
											ve bunu ne kadar hızlı yaparsak 
o kadar iyi.
									","
											Wie würden sie von Linear-
auf Kreislaufwirtschaft umstellen?
											Bei der Stiftung dachten
das Team und ich daran,
											mit den Spitzenuniversitäten der Welt,
											mit leitende Firmen der Welt,
											mit den weltweit größten Plattformen
											und Regierungen zusammenzuarbeiten.
											Wir überlegten, mit den
besten Analysten zu arbeiten
											und sie zu fragen:
											""Kann Kreislaufwirtschaft Wachstum
von beschränkten Ressourcen lösen?
											Kann Kreislaufwirtschaft
Naturkapital wieder aufbauen?
											Könnte Kreislaufwirtschaft den Einsatz
von chemischen Dünger ersetzen?""
											Die Antwort war Ja. Wir können das
											voneinander lösen und auch
den heutigen Einsatz von Düngemitteln
											um das erstaunliche 2,7-fache senken.
											Mich inspirierte die Kreislaufwirtschaft
											vor allem dadurch,
wie sie junge Leute inspiriert.
											Wenn junge Leute die Wirtschaft
als Kreislauf sehen,
											sehen sie am gleichen Horizont
funkelnagelneue Möglichkeiten.
											Sie können ihre Kreativität
und ihr Wissen dazu nutzen,
											das ganze System zu erneuern.
											Und jetzt kann man das umsetzen,
											je schneller wir das machen, umso besser.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											So could we achieve this
in their lifetimes?
											Is it actually possible?
											I believe yes.
											When you look at the lifetime of
my great-grandfather, anything's possible.
											When he was born, there were only
25 cars in the world;
											they had only just been invented.
											When he was 14, we flew
for the first time in history.
											Now there are 100,000 charter flights
											every single day.
											When he was 45, we built
the first computer.
											Many said it wouldn't catch on,
but it did, and just 20 years later
											we turned it into a microchip
											of which there will be thousands
in this room here today.
											Ten years before he died,
we built the first mobile phone.
											It wasn't that mobile, to be fair,
											but now it really is,
											and as my great-grandfather
left this Earth, the Internet arrived.
											Now we can do anything,
											but more importantly,
											now we have a plan.
									","
											¿Y lo podríamos alcanzar
a lo largo de sus vidas?
											¿Es realmente posible?
											Yo creo que sí.
											Si uno mira la vida
de mi bisabuelo, todo es posible.
											Cuándo él nació,
sólo había 25 carros en el mundo;
											acababan de inventarlos.
											Cuando cumplió 14 años, volamos
por primera vez en la historia.
											Ahora hay 100.000 vuelos chárter
											todos los días.
											Cuando cumplió 45 años,
construimos el primer ordenador.
											Muchos dijeron que no tendría éxito,
pero lo tuvo, y apenas 20 años después
											lo convertimos en un microchip
											de los cuáles habrá miles
en este salón hoy.
											Diez años antes de su muerte,
construimos el primer teléfono móvil.
											No era tan móvil, en realidad,
											pero ahora sí lo es,
											y mientras mi bisabuelo dejaba
esta Tierra, llegaba Internet.
											Ahora podemos hacer cualquier cosa,
											pero lo más importante:
											ahora tenemos un plan.
									","
											podem utilizar a sua criatividade
e conhecimentos
											para reconstruir todo o sistema.
											Já existe, há que passar à ação,
											e quanto mais depressa, melhor.
											Poderemos consegui-lo
durante a vida deles?
											Será mesmo possível?
											Eu acredito que é.
											Quando olhamos para a duração
da vida do meu bisavô, tudo é possível.
											Quando ele nasceu,
só havia 25 carros no mundo;
											tinham acabado de ser inventados.
											Quando ele tinha 14 anos,
voámos pela primeira vez na história.
											Agora temos 
100 000 voos comerciais por dia.
											Quando ele tinha 45 anos,
construímos o primeiro computador.
											Muitos disseram que não se aguentaria,
mas aguentou-se
											e, 20 anos depois,
transformámo-lo num microchip.
											Hoje, aqui nesta sala, 
temos milhares deles.
											Dez anos antes de ele morrer,
construímos o primeiro telemóvel.

											A bem dizer, não era lá muito móvel,
mas agora é.

											Quando o meu bisavô abandonou
esta Terra, chegou a Internet.
											Hoje, podemos fazer tudo
									","
											Pouvons-nous accomplir 
ça durant leurs existences ?
											Est-ce vraiment possible ?
											Je crois que oui.
											Lorsque vous regardez l'existence de mon 
arrière-grand-père, tout est possible.
											Lorsqu'il est né, il n'y avait 
que vingt-cinq voitures dans le monde ;
											elles venaient à peine d'être inventées.
											Lorsqu'il avait 14 ans, nous avons volé 
pour la première fois de l'histoire.
											Maintenant, il y a 100 000 vols charters
											chaque jour.
											Lorsqu'il avait 45 ans, nous avons 
construit le premier ordinateur.
											Beaucoup ont dit que ça ne prendrait pas,
c'était faux, et vingt ans après,
											nous l'avons transformé en puce,
											dont il y a des milliers 
dans cette pièce aujourd'hui.
											Dix ans avant sa mort, nous avons 
fabriqué le premier téléphone mobile.
											À dire vrai, ce n'était pas si mobile, 
mais maintenant ça l'est vraiment.
											Et alors que mon arrière-grand-père 
a quitté cette Terre, Internet est arrivé.
											Dorénavant, nous pouvons tout faire,
											mais le plus important,
											maintenant nous avons un plan.
									","
											Buna ulaşmaya onların ömrü yeter mi?
											Bu gerçekten mümkün mü?
											Ben inanıyorum ki evet.
											Büyük büyükbabamın hayatına 
bakarsanız, her şey mümkün.

											O doğduğunda dünyada 
sadece 25 tane araba vardı;

											daha yeni icat edilmişlerdi.
											O 14 yaşındayken, tarihte ilk kez uçtuk.
											Şimdiyse her gün 100 bin adet
											çarter uçuşu yapılıyor.
											O 45 yaşındayken, ilk bilgisayarı yaptık.
											Çokları “Tutmaz bu.” dediler, fakat tuttu,
											sadece 20 yıl sonra onu bir
mikroçipe dönüştürdük
											ki bugün bu salonda binlercesi var.
											O ölmeden 10 yıl önce ilk
taşınabilir telefonunu yaptık.
											Açıkçası çok da taşınabilir değildi,
											fakat şimdi gerçekten de öyle.
											Büyük büyükbabam dünyadan 
göçtüğünde, internet geldi.
											Şimdi her şeyi yapabiliriz,
											fakat daha da önemlisi,
											şimdi bizim bir planımız var.
									","
											Können wir das
zu ihren Lebzeiten schaffen?
											Ist das wirklich möglich?
											Ich glaube Ja.
											Betrachtet man das Leben meines
Urgroßvaters, dann ist alles möglich.
											Als er geboren wurde,
gab es nur 25 Autos auf der Welt;
											man hatte sie gerade erst erfunden.
											Als er 14 war, flogen wir
zum ersten Mal in der Geschichte.
											Heutzutage gibt es jeden einzelnen Tag
											100 000 Charterflüge.
											Als er 45 war,
bauten wir den ersten Computer.
											Viele sagten, dass würde sich
nicht durchsetzen. Doch das tat es.
											Nach nur 20 Jahren
wurden sie zu Mikrochips,
											von denen es heute
hier im Raum Tausende gibt.
											10 Jahre vor seinem Tod,
bauten wir das erste Mobiltelefon.
											Ehrlich gesagt, war das nicht so mobil,
											doch nun ist es das wirklich.
											Als mein Urgroßvater von uns ging,
kam das Internet.
											Jetzt können wir alles machen,
											aber noch wichtiger ist,
											dass wir einen Plan haben.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											Thank you.
									","
											Gracias.
									","
											mas o mais importante
									","
											Merci.
									","
											Teşekkür ederim.


									","
											Danke.
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
											(Applause)
									","
											(Aplausos)
									","
											é que hoje temos um plano.
											Obrigada
											(Aplausos)
									","
											(Applaudissements)
									","
											(Alkışlar)
									","
											(Applaus)
									",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
"
","
","
","
","
","
",The surprising thing I learned sailing solo around the world,Dame Ellen MacArthur,16:47,"economics,environment,oceans"
