fr,en,de,es,title,speaker,duration,tags
"
											♫ Qui est-ce debout ♫
									","
											♫ Who's that standing ♫
									","
											♫ Wer steht da ♫
									","
											♫ ¿Quién está ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ à la fenêtre ? ♫
									","
											♫ at the window?♫
									","
											♫ wohl am Fenster? ♫
									","
											♫ en la ventana? ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ J'ai trouvé un nouvel ami ♫
									","
											♫ I found a new friend ♫
									","
											♫ Ich habe einen neuen Freund ♫
									","
											♫ He encontrado un nuevo amigo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ sous mon oreiller. ♫
									","
											♫ underneath my pillow. ♫
									","
											♫ unter meinem Kissen gefunden. ♫
									","
											♫ debajo de mi almohada. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Viens et démolis ma voiture ♫
									","
											♫ Come on and wreck my car ♫
									","
											♫ Komm und schrotte mein Auto. ♫
									","
											♫ Ven y arruina mi coche. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Viens et démolis ma voiture ♫
									","
											♫ Come on and wreck my car ♫
									","
											♫ Komm und schrotte mein Auto. ♫
									","
											♫ Ven y arruina mi coche. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Viens et démolis ma voiture ♫
									","
											♫ Come on and wreck my car ♫
									","
											♫ Komm und schrotte mein Auto. ♫
									","
											♫ Ven y arruina mi coche. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Viens et démolis ma voiture ♫
									","
											♫ Come on and wreck my car ♫
									","
											♫ Komm und schrotte mein Auto. ♫
									","
											♫ Ven y arruina mi coche. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ C'est pas toi le gars qui m'a tapé dans l'œil ? ♫
									","
											♫ Aren't you the guy who hit me in the eye? ♫
									","
											♫ Bist du nicht der Typ, der mich ins Auge gehauen hat? ♫
									","
											♫ ¿No eres el tipo que me golpeó en el rostro? ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ C'est pas toi le gars qui m'a tapé dans l'œil ? ♫
									","
											♫ Aren't you the guy who hit me in the eye? ♫
									","
											♫ Bist du nicht der Typ, der mich ins Auge gehauen hat? ♫
									","
											♫ ¿No eres el tipo que me golpeó en el rostro? ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ S'il te plaît passe-moi le lait, s'il te plaît. ♫
									","
											♫ Please pass the milk, please. ♫
									","
											♫ Bitte reiche mir die Milch, bitte. ♫
									","
											♫ Por favor, pásame la leche. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ S'il te plaît passe-moi le lait, s'il te plaît. ♫
									","
											♫ Please pass the milk, please. ♫
									","
											♫ Bitte reiche mir die Milch, bitte. ♫
									","
											♫ Por favor, pásame la leche. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ S'il te plaît passe-moi le lait, s'il te plaît. ♫
									","
											♫ Please pass the milk, please. ♫
									","
											♫ Bitte reiche mir die Milch, bitte. ♫
									","
											♫ Por favor, pásame la leche. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Laisse-moi tranquille, laisse-moi tranquille. ♫
									","
											♫ Leave me alone, leave me alone. ♫
									","
											♫ Lass mich in Ruh, lass mich in Ruh. ♫
									","
											♫ Déjame solo, déjame solo. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Qui frappe sur le mur ? ♫
									","
											♫ Who's knocking on the wall? ♫
									","
											♫ Wer klopft da an die Wand? ♫
									","
											♫ ¿Quién está golpeando la pared? ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Tout seul, tout seul. ♫
									","
											♫ All alone, all alone. ♫
									","
											♫ Ganz allein, ganz allein. ♫
									","
											♫ Solo, completamente solo. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Tout seul ♫
									","
											♫ All by myself. ♫
									","
											♫ Ganz für mich. ♫
									","
											♫ Todo por mí mismo. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Qu'est-ce que ce truc bleu fait là ? ♫
									","
											♫ What's that blue thing doing here? ♫
									","
											♫ Was macht das blaue Ding hier? ♫
									","
											♫ ¿Qué hace aquí esa cosa azul? ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Quelque chose a attrapé ma main ♫
									","
											♫ Something grabbed ahold of my hand ♫
									","
											♫ Etwas hat mich an der Hand gepackt, ♫
									","
											♫ Algo me tomó por la mano ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne savais pas ce qui tenait ma main ♫
									","
											♫ I didn't know what had my hand ♫
									","
											♫ ich wusste nicht, was mich an der Hand hielt, ♫
									","
											♫ yo no supe que fue ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ mais c'est à ce moment que tous mes ennuis ont commencé. ♫
									","
											♫ but that's when all my troubles began. ♫
									","
											♫ aber das war der Anfang all meiner Probleme. ♫
									","
											♫ pero sí que allí comenzaron todos mis problemas. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ I don't understand you ♫
									","
											♫ Ich verstehe dich nicht. ♫
									","
											♫ No te comprendo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ I don't understand you ♫
									","
											♫ Ich verstehe dich nicht. ♫
									","
											♫ No te comprendo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ I cannot understand you ♫
									","
											♫ Ich kann dich nicht verstehen. ♫
									","
											♫ No puedo entenderte ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ I cannot understand you ♫
									","
											♫ Ich kann dich nicht verstehen. ♫
									","
											♫ No puedo entenderte ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne comprends pas les choses que tu dis ♫
									","
											♫ I don't understand the things you say ♫
									","
											♫ Ich verstehe nicht, was du sagst. ♫
									","
											♫ No entiendo lo que dices ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne peux pas comprendre un seul mot ♫
									","
											♫ I can't understand a single word ♫
									","
											♫ Ich versteh kein einziges Wort. ♫
									","
											♫ No entiendo ni una palabra ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ I don't understand you ♫
									","
											♫ Ich verstehe dich nicht. ♫
									","
											♫ No te comprendo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ I don't understand you ♫
									","
											♫ Ich versteh dich nicht. ♫
									","
											♫ No te comprendo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ I just don't understand you ♫
									","
											♫ Ich versteh dich einfach nicht. ♫
									","
											♫ Sencillamente no te entiendo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ I don't understand you ♫
									","
											♫ Ich versteh dich nicht. ♫
									","
											♫ No te comprendo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ I do not understand you ♫
									","
											♫ Ich versteh dich nicht. ♫
									","
											♫ No te comprendo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ Don't understand you ♫
									","
											♫ Versteh dich nicht. ♫
									","
											♫ No te comprendo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je ne te comprends pas ♫
									","
											♫ Don't understand you ♫
									","
											♫ Versteh dich nicht. ♫
									","
											♫ No te comprendo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je me retourne ♫
									","
											♫ I turn around ♫
									","
											♫ Ich dreh mich um, ♫
									","
											♫ Doy la vuelta ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je vois le son ♫
									","
											♫ See the sound ♫
									","
											♫ seh den Ton ♫
									","
											♫ Veo el sonido ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je me retourne et je vois la chose ♫
									","
											♫ Turn around and see the thing ♫
									","
											♫ Dreh mich um und seh das Ding, ♫
									","
											♫ Doy la vuelta y veo ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ qui a fait le son. ♫
									","
											♫ that made the sound. ♫
									","
											♫ das den Ton gemacht hat. ♫
									","
											♫ lo que produce el sonido. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Murmure mystérieux ♫
									","
											♫ Mysterious whisper ♫
									","
											♫ Mysteriöses Flüstern ♫
									","
											♫ Susurro misterioso ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Murmure mystérieux ♫
									","
											♫ Mysterious whisper ♫
									","
											♫ Mysteriöses Flüstern ♫
									","
											♫ Susurro misterioso ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Murmure mystérieux ♫
									","
											♫ Mysterious whisper ♫
									","
											♫ Mysteriöses Flüstern ♫
									","
											♫ Susurro misterioso ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Murmure mystérieux ♫
									","
											♫ Mysterious whisper ♫
									","
											♫ Mysteriöses Flüstern ♫
									","
											♫ Susurro misterioso ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Le jour où l'amour est venu jouer. ♫
									","
											♫ The day that love came to play. ♫
									","
											♫ Der Tag, an dem die Liebe zum Spielen kam. ♫
									","
											♫ El día que el amor entre en juego ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je fais une crise cardiaque ♫
									","
											♫ I'm having a heart attack ♫
									","
											♫ Ich krieg 'nen Herzinfarkt. ♫
									","
											♫ Me da un ataque al corazón ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je fais une crise cardiaque ♫
									","
											♫ I'm having a heart attack ♫
									","
											♫ Ich krieg 'nen Herzinfarkt. ♫
									","
											♫ Me da un ataque al corazón ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je fais une crise cardiaque ♫
									","
											♫ I'm having a heart attack ♫
									","
											♫ Ich krieg 'nen Herzinfarkt. ♫
									","
											♫ Me da un ataque al corazón ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je fais une ... ♫
									","
											♫ I'm having a ... ♫
									","
											♫ Ich krieg 'nen... ♫
									","
											♫ Me da un... ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Bouts des doigts ♫
									","
											♫ Fingertips ♫
									","
											♫ Fingerspitzen ♫
									","
											♫ La yema de los dedos ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Bouts des doigts ♫
									","
											♫ Fingertips ♫
									","
											♫ Fingerspitzen ♫
									","
											♫ La yema de los dedos ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Je marche le long des couloirs sombres ♫
									","
											♫ I walk along darkened corridors ♫
									","
											♫ Ich laufe abgedunkelte Korridore lang ♫
									","
											♫ Camino por pasillos oscuros ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Et je marche le long des couloirs sombres ♫
									","
											♫ And I walk along darkened corridors ♫
									","
											♫ Und ich laufe abgedunkelte Korridore lang ♫
									","
											♫ camino por pasillos oscuros. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											Merci beaucoup - ""Fingertips"".
									","
											Thank you very much — ""Fingertips.""
									","
											Vielen Dank – ""Fingerspitzen"".
									","
											Muchas gracias; ""La yema de los dedos"".
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Applaus)
									","
											(Aplausos)
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Nous prenons les appels - des morts. ♫
									","
											♫ We're taking calls — from the dead. ♫
									","
											♫ Wir nehmen Anrufe an – von den Toten. ♫
									","
											♫ Recibimos llamadas... de los muertos. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Nous prenons les appels - des morts. ♫
									","
											♫ We're taking calls — from the dead. ♫
									","
											♫ Wir nehmen Anrufe an – von den Toten. ♫
									","
											♫ Recibimos llamadas... de los muertos. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Nous prenons les appels téléphoniques des morts. ♫
									","
											♫ We're taking phone calls from the dead. ♫
									","
											♫ Wir nehmen Telefonanrufe an – von den Toten. ♫
									","
											♫ Recibimos llamadas telefónicas de los muertos. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Ils appellent d'outre-tombe. ♫
									","
											♫ They're calling from beyond the grave. ♫
									","
											♫ Sie rufen von jenseits des Grabes an. ♫
									","
											♫ Son llamadas de ultratumba. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ D'outre-tombe. ♫
									","
											♫ Beyond the grave. ♫
									","
											♫ Von jenseits des Grabes. ♫
									","
											♫ De ultratumba. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Ils ont quelques questions ♫
									","
											♫ They have some questions ♫
									","
											♫ Sie haben ein paar Fragen. ♫
									","
											♫ Tienen preguntas ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Et des choses à partager ♫
									","
											♫ And things to share ♫
									","
											♫ Und ein paar Mitteilungen für uns ♫
									","
											♫ y cosas para compartir ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ d'en dessous du sol froid, froid. ♫
									","
											♫ From underneath the cold, cold ground. ♫
									","
											♫ von unterhalb des kalten, kalten Bodens. ♫
									","
											♫ que vienen de abajo, de la gélida tierra. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											Nous sollicitons des appels téléphoniques des morts
											comme présentation spéciale à TED.
											Nous prenons les appels en direct sur scène
											ici à TED à Monterey.
											Et je pense que nous avons un appel.
											Bonjour !
											Vous êtes en direct.
											Bonjour. Qui est là, s'il vous plaît ?
											Suis-je en direct ?
											Bonjour.
											Vous êtes à l'antenne avec They Might Be Giants.
											C'est Eleanor Roosevelt.
											Bonjour, Eleanor, s'il vous plaît ...
											Je veux parler à ...
											S'il vous plaît éteignez votre radio, Eleanor.
											Je veux parler à Randi.
											J'ai une question pour Randi.
											Quelle est votre question, s'il vous plaît?
											Je veux parler au magnifique Randi.
											Avez-vous un badge plastifié, Eleanor ?
											Je veux mes millions de dollars.
											Eleanor, je suis désolé,
											avez-vous un badge plastifié ?
											Non, je n'ai pas de badge.
											Eh bien, je pense que nous allons arrêter
											cette partie du spectacle.
									","
											We're soliciting phone calls from dead people
											as a special TED presentation.
											We're taking calls live on stage
											here at TED in Monterey.
											And I think we have a caller coming in here.
											Hello there.
											You're live.
											Hello. Who's there, please?
											Am I on the air?
											Hi there.
											You're on with They Might Be Giants.
											This is Eleanor Roosevelt.
											Hello, Eleanor, please ...
											I want to talk to ...
											Please turn off your radio, Eleanor.
											I wanna talk to Randi.
											I've got a question for Randi.
											What's your question, please?
											I want to talk to the Amazing Randi.
											Do you have a laminated badge, Eleanor?
											I want my million dollars.
											Eleanor, I'm sorry,
											do you have a laminated badge?
											No, I don't have a badge.
											Well, I think we're going to stop
											that part of the show.
									","
											Wir bitten im Rahmen einer besonderen TED-Präsentation
											um Anrufe von toten Leuten.
											Wir nehmen live auf der Bühne
											hier bei TED in Monterey die Anrufe entgegen.
											Und ich glaube, wir haben einen Anrufer.
											Hallo.
											Sie sind live!
											Hallo, wer ist denn da, bitte?
											Kann man mich hören?
											Hallo.
											Sie sind bei They Might Be Giants.
											Hier ist Eleanor Roosevelt.
											Hallo, Eleanor, bitte...
											Ich möchte gern mit...
											Bitte schalten Sie Ihr Radio aus, Eleanor.
											Ich möchte mit Randi sprechen.
											Ich habe eine Frage an Randi.
											Wie lautet Ihre Frage, bitte?
											Ich möchte mit dem Tollen Randi sprechen.
											Haben Sie einen Besucherausweis, Eleanor?
											Ich möchte meine Million Dollar.
											Eleanor, es tut mir leid,
											aber haben Sie einen Besucherausweis?
											Nein, ich habe keinen Ausweis.
											Hm, ich glaube, wir werden mit diesem Teil
											der Show aufhören.
									","
											Solicitamos llamadas telefónicas de gente muerta
											como presentación especial en TED.
											Recibimos llamadas en vivo en el escenario
											aquí en TED de Monterrey.
											Creo que tenemos una llamada.
											Hola.
											Estás en vivo.
											Hola. ¿Quién habla, por favor?
											¿Estoy al aire?
											Hola.
											Está hablando con They Might Be Giants.
											Habla Eleanor Roosevelt.
											Hola, Eleanor, por favor...
											Quiero hablar con...
											Por favor, Eleanor, apaga la radio.
											Quiero hablar con Randi.
											Tengo una pregunta para Randi.
											¿Cuál es tu pregunta? Adelante.
											Quiero hablar con el Asombroso Randi.
											¿Tiene un distintivo laminado, Eleanor?
											Quiero mi millón de dólares.
											Eleanor, lo siento,
											¿tiene un distintivo laminado?
											No, no tengo un distintivo.
											Bueno, creo que vamos a detener
											esa parte del espectáculo.
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
