pt,en,es,tr,fr,title,speaker,duration,tags
"
											É por isso que em 2014,
criámos a ""Costa Rica Limpia"".
											""Limpia"" significa ""limpa"",
											porque queremos dar poder
e inspirar os cidadãos.
											Se os cidadãos não se envolverem,
											as decisões sobre transportes limpos
vão ficar adiadas infinitamente,
											ou seja, discussões técnicas sem fim,
											e avalanches de ""lobbys""
dos vários interesses instalados.
											Querermos ser um país limpo
movido a energia renovável
											faz já parte da nossa história.
											Não deveríamos deixar
ninguém por isso em causa.
									","
											That is why, in 2014,
we created Costa Rica Limpia.
											""Limpia"" means ""clean,""
											because we want to empower
and we want to inspire citizens.
											If citizens don't get engaged,
											clean transportation decisions
will be bogged down by endless,
											and I mean endless, technical discussions,
											and by avalanches of lobbying
by various established interests.
											Wanting to be a green country
powered by renewables
											is already part of our story.
											We should not let anybody
take that away from us.
									","
											Por eso, en 2014,
creamos Costa Rica Limpia.
											Y decimos ""Limpia""
											porque queremos potenciar 
e inspirar a los ciudadanos.
											Si los ciudadanos no se comprometen,
											las decisiones de transporte
limpio no progresarán
											y me refiero a las discusiones
técnicas interminables,
											y a las avalanchas de cabildeo
por diversos intereses establecidos.
											Querer ser un país verde
alimentado por energías renovables
											ya es parte de nuestra historia.
											No debemos dejar que nadie nos quite eso.
									","
											Bu yüzden biz 2014'te 
Costa Rica Limpia'yı kurduk.
											""Limpia"" temiz demek.
											Çünkü vatandaşlarımızı güçlendirmek
ve onlara ilham olmak istiyoruz.
											Eğer vatandaşlar dâhil olmazsa
											temiz ulaşım kararları 
sonu gelmeyen tartışmalarla
											ve farklı birçok çıkara 
yönelik lobi faaliyetleriyle
											çıkmaza girecektir.
											Yenilenebilir enerji kaynaklarından 
beslenen bir ülke olmak
											bizim hikâyemizin zaten bir parçası.
											Bunu kimsenin elimizden almasına
müsaade etmemeliyiz.
									","
											Un énorme travail sur le terrain
est nécessaire.
											C'est pourquoi, en 2014,
nous avons créé Costa Rica Limpia.
											« Limpia » signifie « propre »,
											parce que nous voulons responsabiliser
et inspirer les citoyens.
											Si les citoyens ne s'impliquent pas,
											les décisions sur le transport propre
seront bloquées
											par des discussions techniques
absolument sans fin
											et par une avalanche de lobbying
de la part des personnes en place.
											Vouloir être un pays vert
alimenté par les énergies renouvelables
											fait déjà partie de notre histoire.
											Il ne faut laisser personne
nous le reprendre.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											No ano passado, trouxemos pessoas
das nossas sete províncias
											para falar sobre a mudança climática
de uma forma que lhes interesse,
											e trouxemos também, este ano,
											outro grupo de costa-riquenhos
											para falar sobre energias renováveis.
											E sabem que mais?
											Estas pessoas discordavam
em praticamente tudo
											exceto no tocante a energias renováveis
											e transportes e ar limpos.
											Aproxima as pessoas.
									","
											Last year, we brought people
from our seven provinces
											to talk about climate change
in terms that matter to them,
											and we also brought this year
											another group of Costa Ricans
											to talk about renewable energy.
											And you know what?
											These people disagree on almost everything
											except on renewable energy
											and clean transportation and clean air.
											It brings people together.
									","
											El año pasado, trajimos gente
de nuestros siete cantones
											para hablar del cambio climático
en términos importantes para ellos,
											y también trajimos este año
											otro grupo de costarricenses
											para hablar de las energías renovables.
											¿Y saben qué?
											Estas personas discrepan en casi todo
											salvo en energías renovables
											y en transporte y aire limpio.
											Eso une a las personas.
									","
											Geçen sene, ülkemizdeki yedi ilden
insanları iklim değişikliğinin
											onlar için önemli olan yönlerini
konuşmaları için bir araya getirdik.
											Bu sene de başka bir grup
											Kosta Rikalıyı yenilenebilir enerjiyi
											konuşmaları için bir araya getirdik.
											Aslına bakarsanız,
											bu insanlar yenilenebilir enerji,
											temiz ulaşım ve temiz hava 
dışında her konuda
											farklı fikirlere sahipler.
											Ama bu onları bir araya getirdi.
									","
											L'an dernier, nous avons rassemblé
des gens venant de nos sept provinces
											pour parler de changement climatique
d'une façon qui les touche
											et nous avons aussi invité, cette année,
											un autre groupe de Costaricains
											pour parler de l'énergie renouvelable.
											Et vous savez quoi ?
											Ces gens étaient en désaccord
sur presque tout,
											hormis sur les énergies renouvelables,
											le transport propre et l'air pur.
											Ça rassemble vraiment les gens.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											E a chave para uma participação real
											é a ajudar as pessoas
a não se sentirem pequenas.
											As pessoas sentem-se impotentes,
											e estão fartas de não serem ouvidas.
											Então fazemos coisas concretas,
											e traduzimos linguagem técnica
para termos leigos
											para mostrar aos cidadãos que temos
um papel a desempenhar juntos.
											Pela primeira vez, estamos a perseguir
as promessas que foram feitas
											em relação a transportes limpos,
											e os políticos sabem
que têm de as cumprir,
											mas o ponto crucial vai ser
quando formarmos coligações
											— cidadãos, companhias,
											os campeões dos transportes públicos —
											que vão fazer da mobilidade elétrica
o novo normal,
											especialmente num país em desenvolvimento.
									","
											And the key to real participation
											is to help people not to feel small.
											People feel powerless,
											and they are tired of not being heard.
											So what we do is concrete things,
											and we translate technical issues
into citizen language
											to show that citizens have a role to play
and can play it together.
											For the first time, we're tracking
the promises that were made
											on clean transportation,
											and politicos know
that they have to deliver it,
											but the tipping point will come
when we form coalitions —
											citizens, companies,
											champions of public transportation —
											that will make electric mobility
the new normal,
											especially in a developing country.
									","
											Y la clave para una participación real
											es ayudar a la gente
a no sentirse pequeña.
											Las personas se sienten impotentes,
											y están cansadas ​​de no ser escuchadas.
											Hacemos cosas concretas,
											y traducimos problemas técnicos
a un lenguaje ciudadano
											para mostrar que los ciudadanos
tienen un papel que desempeñar juntos.
											Por primera vez, damos seguimiento
a las promesas que se hicieron
											sobre el transporte limpio,
											y los políticos saben 
que tienen que cumplir,
											pero el punto de inflexión se producirá
cuando formemos coaliciones,
											los ciudadanos, las empresas,
											los expertos del transporte público,
											que hagan de la movilidad eléctrica 
la nueva normalidad,
											especialmente en un país en desarrollo.
									","
											Katılımda esas olan,
insanların kendilerinin
											küçük olduğunu düşünmemelerini
sağlamaktır.
											İnsanlar güçsüz hissediyor
											ve seslerinin duyulmamasından bıkmışlar.
											Bizim yaptıklarımız somut şeyler.
											Vatandaşların da birer rolü olduğunu
ve bu rolleri birlikte yerine
											getirebileceklerini göstermek için 
teknik meseleleri halk diline çeviriyoruz.
											İlk defa, temiz ulaşımla ilgili
verilen sözlerin
											takibini yapıyoruz.
											Siyasiler sözlerini tutmak zorunda
olduklarını biliyorlar
											ama asıl yıkıcı hamle bir araya 
geldiğimizde ortaya çıkacak —
											vatandaşlar, şirketler,
											elektrikli ulaşımı normal
hâle getirecek olan
											toplu taşımanın şampiyonları,
											özellikle de gelişmekte olan ülkelerde.
									","
											La clé pour une participation réelle,
											c'est d'aider les gens
à ne pas se sentir petits.
											Les gens se sentent impuissants
											et ils sont fatigués
de ne pas être entendus.
											Ce qu'on fait,
ce sont des choses concrètes
											et nous traduisons les problèmes
techniques dans le langage des citoyens
											pour montrer que les citoyens ont
un rôle à jouer et peuvent collaborer.
											Pour la première fois, nous tenons
les promesses qui ont été faites
											sur le transport propre
											et les politiciens savent
qu'ils doivent agir,
											mais la bascule arrivera
lorsque nous formerons des coalitions —
											citoyens, entreprises,
											garants du transport en commun —
											cela fera de la mobilité électrique
une nouvelle norme,
											en particulier,
dans les pays en développement.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Por altura das próxima eleições,
											acredito que cada candidato
terá de divulgar a sua posição
											sobre a abolição
dos combustíveis fósseis.
											Porque esta questão tem de entrar
no nosso discurso político.
											Estou a dizer-vos: esta não
é uma questão de política climática
											ou de uma agenda ambiental.
											É sobre que país queremos
											e sobre as cidades que temos
											e as cidades que queremos
											e sobre quem faz essa escolha.
											Porque, no fim do dia,
o que temos de mostrar
											é que o desenvolvimento
com energias renováveis
											é bom para as pessoas,
											para os costa-riquenhos
que estão vivos hoje
											e especialmente para aqueles
que ainda não nasceram.
									","
											By the time the next election comes,
											I believe every candidate
will have to disclose where they stand
											on the abolition of fossil fuels.
											Because this question
has to enter our mainstream politics.
											And I'm telling you,
this is not a question of climate policy
											or environmental agenda.
											It's about the country that we want
											and the cities that we have
											and the cities that we want
											and who makes that choice.
											Because at the end of the day,
what we have to show
											is that development with renewable energy
											is good for the people,
											for Costa Ricans that are alive today
											and especially for those
who haven't been born.
									","
											Para las próximas elecciones
											creo que todos los candidatos 
tendrán que dar su postura
											respecto a la supresión
de los combustibles fósiles.
											Porque esta pregunta tiene que entrar 
en nuestra política principal.
											Y les digo, esto no es
una cuestión de política climática
											o agenda ambiental.
											Tiene que ver con el país que queremos
											y las ciudades que tenemos
											y las ciudades que queremos
											y quién toma esa decisión.
											Porque al final, tenemos que mostrar
											que el desarrollo con energías renovables
											es bueno para el pueblo,
											para los costarricenses
que están vivos hoy en día
											y sobre todo para aquellos
que aún no han nacido.
									","
											Bir sonraki seçim dönemine kadar
											her adayın fosil yakıtların kaldırılması 
konusundaki tavrını
											ortaya koyacağına inanıyorum.
											Çünkü bu sorunun politikamızın
temel sorunlarından olması gerekiyor.
											Ve sizi temin ederim, bu konu 
iklim politikası
											veya çevre politikası meselesi değil.
											Bu konu istediğimiz ülke,
											sahip olduğumuz şehirler,
											sahip olmak istediğimiz şehirler
											ve bu seçimi kimin yaptığıyla ilgili.
											Çünkü nihayetinde göstermemiz gereken
											yenilenebilir enerjiyle 
sağlanan gelişmenin
											insanlar için iyi olduğu,
											bugün hayatta olan ve özellikle de
											henüz doğmamış Kosta 
Rikalılar için iyi olduğudur.
									","
											D'ici les prochaines élections,
											je crois que tous les candidats
devront faire savoir où ils se situent
											sur l'abolition des énergies fossiles.
											Car cette question doit entrer
dans notre politique générale.
											Et je vous promets que ce n'est pas
une question de politique climatique
											ou de programme environnemental.
											Il est question du pays que nous voulons,
											des villes que nous avons,
											des villes que nous voulons
											et de ceux qui font ce choix.
											Parce qu'au final,
ce que nous devons montrer,
											c'est que le développement
avec les énergies renouvelables
											est bon pour les gens,
											pour les Costaricains
qui vivent aujourd'hui
											et surtout pour ceux
qui ne sont pas encore nés.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Este é o nosso Museu Nacional
atualmente.
											É luminoso e pacifico,
											e quando estamos à sua frente,
											é muito difícil de acreditar
que era um quartel militar
											no fim dos anos 40.
											Começámos uma nova vida
sem exército neste sitio,
											e é aqui que a nossa abolição
											dos combustíveis fósseis
vai ser um dia anunciada.
											E vamos fazer história mais uma vez.
									","
											This is our National Museum today.
											It's bright and peaceful,
											and when you stand up in front of it,
											it's really hard to believe
these were military barracks
											at the end of the '40s.
											We started a new life
without an army in this place,
											and here is where our abolition
											of fossil fuels will be announced one day.
											And we will make history again.
									","
											Este es nuestro Museo Nacional hoy.
											Es luminoso y tranquilo,
											y al verlo ahí
											es realmente difícil creer
que eran cuarteles militares
											a finales de la década de 1940.
											Empezamos una nueva vida
sin un ejército en ese lugar,
											y aquí es donde nuestra abolición
											de combustibles fósiles
se dará a conocer algún día.
											Y vamos a hacer historia de nuevo.
									","
											Bu bizim Ulusal Müze'miz.
											Ne kadar da huzur verici!
											Önünde durduğunuz zaman,
											bunların 40'ların sonlarında
askeri kışlalar olduğuna
											inanmak zor.
											Biz burada ordusuz bir hayat başlattık.
											Bir gün yine burada fosil yakıtları
											kaldırdığımızı da ilan edeceğiz
											ve yine tarihe geçeceğiz.
									","
											Voici notre musée national.
											Il est lumineux et paisible
											et, quand vous vous trouvez devant,
											il est difficile de croire
que c'était une caserne
											à la fin des années 40.
											Nous avons commencé une nouvelle vie
sans armée à cet endroit
											et c'est là que notre abolition
											des combustibles fossiles
sera un jour annoncée.
											Et nous ferons l'histoire à nouveau.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											Obrigada.
									","
											Thank you.
									","
											Gracias.
									","
											Teşekkürler.
									","
											Merci.
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
											(Aplausos)
									","
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaudissements)
									",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
"
","
","
","
","
",A small country with big ideas to get rid of fossil fuels,Monica Araya,15:52,"alternative energy,activism,climate change,collaboration,community,environment,communication,future,global development,global issues,history,humanity,infrastructure,innovation,law,natural resources,nature,policy,pollution,social change,transportation,electricity"
