tr,es,en,fr,de,title,speaker,duration,tags
"
											İşte Yargıç Scalia'nın
											genel kanaati etkileyen
											Aristo önermesini ele alış şekli.
											Yargıç Scalia'nın görüşü
											iki nedenle
											tartışmaya açık.
											Öncelikle hiçbir sporsever böyle şeyler söylemez.
											(Kahkahalar)
											İlgilendiğimiz herhangi bir spor dalının
											kurallarının takdire şayan değerlerin
											ve yeteneklerin
											ortaya çıkmasını sağladıklarını değil de,
											azıcık keyfi olduğunu düşünseydik,
											hiçbir müsabakanın
											sonucuna aldırmazdık.
											Bu yaklaşıma bir de
											şu açıdan karşı çıkılabilir.
											Yüzeysel bir bakışla bu tartışma
											—bu golf arabası tartışması—
											adaletin,
											haksız rekabetin sorgulandığı bir münazara gibi görünmektedir.
											Ama mesele sadece adalet olsaydı,
											net ve basit bir çözüm bulmak kolaydı.
											Ne olurdu bu çözüm? (Dinleyiciler: Herkese golf arabası verilsin.)
											İsteyen herkese
											golf arabası verilsin.
											Böylece adil olma uğraşı son bulur.
									","
											Así que ahí lo tienen al juez Scalia
											enfrentando la premisa aristotélica
											de la opinión mayoritaria.
											La opinión del juez Scalia
											es cuestionable
											por dos razones.
											Primero, ningún fanático de los deportes hablaría de esa forma.
											(Risas)
											Si pensáramos que las reglas
											de los deportes que nos interesan
											son simplemente arbitrarias,
											en vez de ideadas para reconocer
											las virtudes y excelencias
											que pensamos son valiosas de admirar,
											no nos importaría el resultado de un partido.
											También es objetable
											por un segundo motivo.
											A primera vista,
											pareciera ser — este debate sobre el carrito de golf —
											un debate sobre la equidad,
											lo que es una ventaja injusta.
											Pero si la equidad fuese lo único en juego,
											habría sido una solución fácil y obvia.
											¿Qué sería? (Audiencia: Dejemos a todos usar el carrito)
											Dejemos a todos andar en un carrito de golf
											si así lo quieren.
											Entonces la objeción de la equidad desaparece.
									","
											So there you have Justice Scalia
											taking on the Aristotelian premise
											of the majority's opinion.
											Justice Scalia's opinion
											is questionable
											for two reasons.
											First, no real sports fan would talk that way.
											(Laughter)
											If we had thought that the rules
											of the sports we care about
											are merely arbitrary,
											rather than designed to call forth
											the virtues and the excellences
											that we think are worthy of admiring,
											we wouldn't care about the outcome of the game.
											It's also objectionable
											on a second ground.
											On the face of it,
											it seemed to be — this debate about the golf cart —
											an argument about fairness,
											what's an unfair advantage.
											But if fairness were the only thing at stake,
											there would have been an easy and obvious solution.
											What would it be? (Audience: Let everyone use the cart.)
											Let everyone ride in a golf cart
											if they want to.
											Then the fairness objection goes away.
									","
											Il y a donc le juge Scalia
											qui s'en prend à la prémisse aristotélicienne
											de l'opinion majoritaire.
											L'avis du juge Scalia
											est discutable
											pour 2 raisons.
											D'abord, aucun fan de sports ne le prendrait comme ça.
											(Rires)
											Si nous pensions que les règles
											des sports qui nous intéressent
											sont simplement arbitraires
											et non pas faites pour évoquer
											les vertus et l'excellence
											dignes de notre admiration,
											nous ne nous intéresserions pas aux résultats du jeu.
											C'est aussi désobligeant
											pour une seconde raison.
											Superficiellement,
											ce débat sur la voiturette de golf semble être
											un débat sur l'équité,
											sur la nature d'un avantage injuste.
											Si l'équité était la seule chose en jeu,
											il y aurait eu une solution simple et évidente.
											Laquelle ? Public : Que tout le monde ait une voiturette.
											Laissez chacun utiliser une voiturette
											s'il le veut.
											L'objection d'équité disparaît
									","
											So, hier haben Sie Richter Scalia,
											der sich der aristotelischen Voraussetzung annimmt
											trotz der Meinung der Mehrheit.
											Die Meinung des Richters Scalia
											ist fragwürdig:
											aus zwei Gründen.
											Als Erstes, kein echter Sport- Fan würde in dieser Weise sprechen.
											(Lachen)
											Wenn wir denken würden, dass die Sportregeln,
											um die wir uns sorgen,
											nur willkürlich wären
											und nicht geschaffen um
											die Tugenden und vorzüglichen Leistungen hervorzuheben
											von denen wir denken, dass sie Bewunderung wert sind,
											würden wir uns nicht über den Ausgang des Spiels Gedanken machen.
											Sie ist ebenfalls strittig
											aus dem zweiten Grund.
											Auf den erste Blick
											scheint - dieser Streit um den Golfwagen -
											eine Auseinandersetzung über Fairness zu sein:
											was ist ein unlauterer Vorteil?
											Aber, wenn Fairness das einzige Argument im Spiel wäre,
											hätte es eine einfache und verständliche Lösung gegeben.
											Und die wäre? (Auditorium : Lassen wir jeden Golfspieler Golfwagen benutzen.)
											Lasst jeden einen Golfwagen fahren, wenn er will.
											Lasst jeden einen Golfwagen fahren, wenn er will.
											Dann entfällt die Auseinandersetzung über Fairness.
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											Ama korkarım,
											herkese golf arabası vermek,
											Casey Martin'e
											bir ayrıcalık tanımaktan ziyade,
											büyük golfçüleri ve PGA'yı
											aforoz etmek olacaktır.
											Neden?
											çünkü bu golf arabası ihtilafı
											yalnız golfün özünü
											tehdit etmekle kalmıyor,
											aynı zamanda ona ilişkin
											hangi becerilerin,
											hangi atletik kabiliyetlerin
											değerli ve takdire şayan olduğu
											hususunu da tartışmaya açıyor.
											Olabildiğince nazik
											ele alayım, meseleyi:
											Golfçüler, bu oyunun atletik statüsü
											konusunda bir parça hassastır.
											(Kahkahalar)
											Neticede koşma yok, atlama yok
											üstelik top da öylece duruyor.
											(Kahkahalar)
											O halde golf, arabayla gezerken bile
											oyanabilecek bir oyun.
											Bu durumda .
											büyük golfçülere,
											gerçekten büyük sporculara
											atfettiğimiz saygı ve
											takdiri atfetmek zorlaşacak.
											Golf ve flüt tartışmaları,
											adaletin neyi gerektirdiği problemini
											""mevzubahis aktivitenin
											özü nedir ve
											bu aktiviteye ilişkin
											hangi yüksek nitelikler
											saygıyı ve
											takdiri hak ediyor?""
											sorusunu yanıtlamadan
											çözmenin
											mümkün olmadığını
											gösteriyor.
									","
											Pero dejar a todo el mundo andar en un carrito
											habría sido, me imagino,
											más una aberración
											para los grandes del golf
											y para la PGA,
											que una excepción para Casey Martin.
											¿Por qué?
											Porque lo que estaba en cuestión
											en la disputa por el carrito de golf
											no era sólo la naturaleza esencial del golf,
											sino también la pregunta:
											¿Qué habilidades
											vale la pena
											honrar y reconocer
											como talentos atléticos?
											Déjenme explicar este punto
											lo más delicadamente posible:
											los golfistas son poco sensibles
											al estado atlético de su juego.
											(Risas)
											Después de todo, no se corre, no se salta,
											y la pelotita permanece quieta.
											(Risas)
											Entonces, si el golf es la clase de juego
											que puede jugarse mientras se da vueltas en un carrito de golf,
											sería difícil otorgar
											a los grandes del golf
											el prestigio que otorgamos,
											el honor y reconocimiento
											que va para los atletas realmente grandes.
											Esto pone de manifiesto
											que tanto para el golf
											como para las flautas,
											es difícil decidir
											lo que necesita la justicia
											sin resolver la pregunta:
											""¿Cuál es la naturaleza esencial
											de la actividad en cuestión,
											y qué cualidades,
											qué excelencias,
											conectadas con esa actividad,
											son valiosas de honrar y reconocer?""
									","
											But letting everyone ride in a cart
											would have been, I suspect,
											more anathema
											to the golfing greats
											and to the PGA,
											even than making an exception for Casey Martin.
											Why?
											Because what was at stake
											in the dispute over the golf cart
											was not only the essential nature of golf,
											but, relatedly, the question:
											What abilities
											are worthy
											of honor and recognition
											as athletic talents?
											Let me put the point
											as delicately as possible:
											Golfers are a little sensitive
											about the athletic status of their game.
											(Laughter)
											After all, there's no running or jumping,
											and the ball stands still.
											(Laughter)
											So if golfing is the kind of game
											that can be played while riding around in a golf cart,
											it would be hard to confer
											on the golfing greats
											the status that we confer,
											the honor and recognition
											that goes to truly great athletes.
											That illustrates
											that with golf,
											as with flutes,
											it's hard to decide the question
											of what justice requires,
											without grappling with the question,
											""What is the essential nature
											of the activity in question,
											and what qualities,
											what excellences
											connected with that activity,
											are worthy of honor and recognition?""
									","
											mais, si on laissait tout un chacun avoir une voiturette,
											il y aurait, je pense,
											plus d'anathème
											de la part des grands du golf
											et de la PGA.
											Plus qu'en faisant une exception pour Casey Martin.
											Pourquoi ?
											Ce qu'il y avait en jeu
											dans la controverse de la voiturette
											ce n'était pas la nature fondamentale du golf
											mais la question
											des talents
											qui valent
											honneur et reconnaissance
											en tant que talents athlétiques.
											Je vais formuler ce point
											aussi délicatement que possible :
											les golfeurs sont un peu sensibles
											quant à la nature athlétique de leur jeu.
											(Rires)
											Après tout, il n'y a ni course, ni saut
											et la balle est immobile.
											(Rires)
											Donc, si le golf est le genre de jeu
											que l'on peut pratiquer au volant d'une voiturette,
											c'est difficile d'accorder
											aux grands du golf
											le statut que l'on confère,
											l'honneur et la reconnaissance
											qui vont aux vrais grands athlètes.
											Ça illustre que,
											avec le golf,
											comme avec les flûtes,
											il est ardu de trancher la question
											de ce que la justice réclame
											sans se confronter à la question :
											""Quelle est la nature fondamentale
											de l'activité en question,
											quelles qualités,
											quelle excellence
											en lien avec cette activité
											valent d'être honorées et reconnues ?""
									","
											Aber die Möglichkeit jeden einen Wagen fahren zu lassen,
											wäre, habe ich den Verdacht,
											eher ein noch großerer Fluch
											für die Golfgrößen,
											wie auch für die PGA,
											als der für Casey Martin eine Außnahme machen zu müssen.
											Warum?
											Weil, was im Disput über den Golfwagen war,
											Weil, was im Disput über den Golfwagen war,
											das war nicht nur der wesentliche Charakter des Golfspiels,
											sondern sein Bezug zu der Frage
											welche Fähigkeiten es wert sind,
											welche Fähigkeiten es wert sind,
											dass man sie honoriert
											und als sportliche Talente anerkennt?
											Lassen Sie mich den springenden Punkt
											so delikat wie möglich nennen.
											Golfspieler sind etwas empfindlich
											was den sportlichen Status ihres Spiels angeht.
											(Lachen)
											Jedenfalls, es gibt kein Laufen und Springen
											und der Ball bleibt ruhig.
											(Lachen)
											Also, wenn Golf eine Art vom Spiel wäre,
											das während Rundfahrten mit dem Wagen gespielt werden könnte,
											wäre es für Golfgrößen schwierig
											wäre es für Golfgrößen schwierig
											über Ehre und Anerkennung zu sprechen,
											über Ehre und Anerkennung zu sprechen,
											die ihnen wirklich zukommt.
											Das zeigt, dass im Fall von Golf,
											Das zeigt, dass im Fall von Golf,
											wie auch der der Flöten,
											es schwierig macht zu entscheiden
											was Gerechtigkeit verlangt,
											ohne sich mit der Frage zu befassen:
											""Was ist das Wesen
											der fraglichen Aktivität
											und welche Fähigkeiten,
											welche herausragende Leistungen,
											die mit dieser Aktivität verbunden sind,
											Honorierung und Anerkennung wert sind?""
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											Güncel siyasi tartışmalarda gelecek vaadeden
											bir başka örnek,
											eşcinsel evliliği.
											Devletin sadece geleneksel
											kadın - erkek evliliğini tescil etmesi
											gerektiğini savunanalar da var,
											eşcinsel evliliğini
											tescil etmesi gerektiğini savunanlar da.
											Kaçınız ilk gruptakileri
											destekliyor?
											yani sadece geleneksel evliliğin resmi sayılmasını?
											Kaçınız eşcinsellerin de resmi nikahla evlenmesinden yana?
											Şu açıdan bakalım:
											ahlak ve adalet hakkındaki
											düşünüş biçimimizin altında
											evlilikle ilgili
											tartışmalar yatıyor.
											Eşcinsel evliliğe karşı çıkanlar
											evliliğin temel amacının nesli devam ettirmek olduğunu,
											esasen bunun teşvike,
											takdire ve saygıya layık ve
											korumaya değer olduğunu söylüyor.
											Eşcinsel evliliği savunanlar ise
											üremenin evliliğin tek amacı olmadığını dile getiriyor.
											Hani ömür boyu sürecek karşılıklı sevgi ve bağlılık?
											Evlilik asıl bu bağlılık demek.
											Demek ki, flütten golf arabasına,
											oradan eşcinsel evliliği gibi
											hararetli tartışmalara konu olan her şeyde
											Aristo'nun dediği geçerli.
											Toplumsal kurum ve kabullerin
											amacını,
											hangi vasıfların
											saygıya ve takdire şayan olduğunu tartışmadan,
											adalet üzerine tartışmak pek kolay değil.
									","
											Veamos un último ejemplo
											que se destaca en el debate político actual:
											el matrimonio del mismo sexo.
											Hay quienes están a favor de que el Estado reconozca
											sólo el matrimonio tradicional
											entre un hombre y una mujer,
											y hay quienes están a favor de que el Estado reconozca
											el matrimonio del mismo sexo.
											¿Cuántos aquí
											están a favor de la primera política:
											que el Estado sólo debe reconocer el matrimonio tradicional?
											¿Y cuántos están a favor de la segunda, el matrimonio del mismo sexo?
											Ahora, digámoslo de esta manera,
											¿Cuál es el razonamiento
											sobre la justicia y la moralidad
											que subyace en la discusión
											que tenemos sobre el matrimonio?
											Quienes se oponen al matrimonio del mismo sexo dicen
											que el propósito del matrimonio,
											fundamentalmente, es la procreación,
											y eso es valioso de honrar,
											reconocer y alentar.
											Y los defensores del matrimonio del mismo sexo dicen que no,
											la procreación no es el único propósito del matrimonio.
											¿Qué hay del compromiso de amor mutuo y para toda la vida?
											De eso se trata realmente el matrimonio.
											Entonces con las flautas, con los carritos de golf,
											y aún con una cuestión sumamente reñida
											como es el matrimonio del mismo sexo,
											Aristóteles tiene razón.
											Es muy difícil discutir sobre la justicia
											sin antes discutir
											sobre el propósito de las instituciones sociales
											y sobre las cualidades que vale la pena
											honrar y reconocer.
									","
											Let's take a final example
											that's prominent in contemporary political debate:
											same-sex marriage.
											There are those who favor state recognition
											only of traditional marriage
											between one man and one woman,
											and there are those who favor state recognition
											of same-sex marriage.
											How many here
											favor the first policy:
											the state should recognize traditional marriage only?
											And how many favor the second, same-sex marriage?
											Now, put it this way:
											What ways of thinking
											about justice and morality
											underlie the arguments we have
											over marriage?
											The opponents of same-sex marriage say
											that the purpose of marriage,
											fundamentally, is procreation,
											and that's what's worthy of honoring
											and recognizing and encouraging.
											And the defenders of same-sex marriage say no,
											procreation is not the only purpose of marriage;
											what about a lifelong, mutual, loving commitment?
											That's really what marriage is about.
											So with flutes, with golf carts,
											and even with a fiercely contested question
											like same-sex marriage,
											Aristotle has a point.
											Very hard to argue about justice
											without first arguing
											about the purpose of social institutions
											and about what qualities are worthy
											of honor and recognition.
									","
											Prenons un dernier exemple
											qui est saillant dans le débat politique contemporain :
											le mariage homosexuel.
											Il y a ceux qui sont pour une reconnaissance par l'Etat
											du seul mariage traditionnel
											entre un homme et une femme.
											Il y a ceux qui sont pour une reconnaissance par l'Etat
											du mariage homosexuel.
											Combien d'entre vous
											sont pour la première politique :
											l'Etat ne devrait reconnaître que le mariage traditionnel ?
											Combien sont pour la seconde : mariage homosexuel ?
											Prenons-le comme ça maintenant :
											quels modes de pensée
											sur la justice et la morale
											sont à la base de la querelle que nous avons
											sur le mariage ?
											Les opposants au mariage homosexuel disent
											que le rôle du mariage,
											fondamentalement, c'est la procréation.
											C'est ça qu'il faut honorer,
											reconnaître et encourager.
											Les défenseurs du mariage homosexuel disent non,
											la procréation n'est pas la seule fonction du mariage.
											Quid d'un engagement mutuel de toute une vie dans l'amour ?
											C'est ça le mariage.
											Ainsi, avec des flûtes, des voiturettes de golf
											et même une question extrêmement controversée
											comme le mariage homosexuel,
											Aristote a raison.
											Très difficile de parler de justice
											sans parler d'abord
											des buts des institutions sociales
											et des qualités qui méritent
											honneur et reconnaissance.
									","
											Lass uns das aktuelle, abschließende Beispiel
											Lass uns das aktuelle, abschließende Beispiel
											von Homoehen betrachten, welches markant ist für die politische Debate.
											Es gibt manche, die Anerkennung der traditionellen Ehen
											Es gibt manche, die Anerkennung der traditionellen Ehen
											zwischen Mann und Frau bevorzugen,
											und die anderen,
											die für Homoehen sind.
											Wie viele hier
											stimmen der ersten Version bei:
											der Staat soll nur die traditionellen Ehen anerkennen?
											Und wie viele sind für die zweite, für Homoehen?
											Jetzt betrachten wir es so,
											welche Art von Denken
											über Gerechtigkeit und Moral
											untermauert die Argumente, die wir
											über Ehe haben?
											Die Widersacher von Homoehen sagen,
											dass der Zweck der Ehe
											grundsätzlich die Zeugung ist
											und das sei Honorierung,
											Anerkennung und Unterstützung wert.
											Verteidiger der Homoehen sagen nein,
											die Zeugung ist nicht der einzige Zweck der Ehe.
											Was ist mit einer lebenslangen, gegenseitigen, liebevollen Bindung?
											Das ist der wesentliche Bestandteil der Ehe.
											So hat Aristoteles mit Flöten, Golfwägen
											und der heftig umkämpften Frage
											der Homoehen Recht.
											der Homoehen Recht.
											Es ist sehr schwierig über Gerechtigkeit zu diskutieren,
											ohne als Erstes auszudiskutieren,
											was für ein Zweck die sozialen Institutionen haben
											und welche Fähigkeiten
											Honorierung und Anerkennung wert sind.
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											Öyleyse örnek vakalardan
											bir adım geri çekilip,
											bunların ışık tuttuğu asıl hedefe,
											hem ABD'de hem dünyada
											siyasi tartışma ölçütlerini nasıl geliştirebileceğimize,
											yükselteceğimize bakmalıyız.
											Siyasetteki
											ahlaki problemlere
											çok doğrudan dalmanın,
											görüş ayrılıklarına,
											hoşgörüsüzlüğe ve çatışmaya
											çanak tuttuğunu düşünmek, yaygın bir eğilim.
											Öyleyse,
											insanların uygar dünyaya taşıdığı
											ahlaki kanaat ve
											dini inanışları tartışmaktan kaçınmalıyız.
											Bence yaptığımız tartışma
											tam tersini gösterdi.
											En derin ahlaki kabullerin
											siyasi tartışmanın dışında
											bırakılmasındansa,
											yurttaşların bunları
											gündelik hayata
											taşımasının,
											karşılıklı saygının
											daha iyi bir yöntemi
											olduğunu gördük.
											İşte bu,
											bence demokratik tartışma sanatının
											yeniden inşasına gidecek yoldur.
									","
											Entonces, tomemos distancia de estos casos
											y veamos cómo pueden alumbrar el camino
											en el que pudiésemos mejorar y elevar,
											los términos del discurso político
											en los Estados Unidos,
											y, de hecho, en todo el mundo.
											Existe una tendencia de pensar
											que si nos comprometemos muy directamente
											con las cuestiones morales en política,
											es una receta para la discrepancia,
											y aún más, una receta para
											la intolerancia y la coerción.
											Así que mejor alejarse de esto,
											ignorar,
											las convicciones morales y religiosas
											que la gente trae a la vida cívica.
											Me parece que nuestra discusión
											refleja lo contrario,
											que la mejor forma
											de respeto mutuo
											es comprometerse directamente
											con las convicciones morales
											que los ciudadanos traen a la vida pública,
											en vez de exigirles
											que dejen sus convicciones morales más profundas
											fuera de la política
											antes de entrar en ella.
											Me parece que ese es el camino
											para empezar a restablecer
											el arte del debate democrático.
									","
											So let's step back from these cases
											and see how they shed light
											on the way we might improve, elevate,
											the terms of political discourse
											in the United States,
											and for that matter, around the world.
											There is a tendency to think
											that if we engage too directly
											with moral questions in politics,
											that's a recipe for disagreement,
											and for that matter, a recipe for
											intolerance and coercion.
											So better to shy away from,
											to ignore,
											the moral and the religious convictions
											that people bring to civic life.
											It seems to me that our discussion
											reflects the opposite,
											that a better way
											to mutual respect
											is to engage directly
											with the moral convictions
											citizens bring to public life,
											rather than to require
											that people leave their deepest moral convictions
											outside politics
											before they enter.
											That, it seems to me, is a way
											to begin to restore
											the art of democratic argument.
									","
											Prenons du recul sur ces affaires
											et voyons comment elles nous éclairent
											sur la façon d'améliorer, d'élever
											les termes du discours politique
											aux Etats-Unis
											et, sur cette question, dans le monde.
											Il y a une tendance à penser
											que si on s'engage trop directement
											vers les questions de morale en politique,
											c'est une recette pour le désaccord
											et, en la matière, une recette pour
											l'intolérance et la contrainte.
											Mieux vaut répugner à,
											ignorer
											les certitudes morales et religieuses
											que les gens amènent dans la vie civique.
											Il me semble que notre discussion
											reflète le contraire.
											Une meilleure voie
											vers le respect mutuel
											consiste à embrayer directement
											avec les convictions morales
											que les citoyens amènent à la vie publique
											plutôt que d'exiger
											que les gens laissent leurs plus profondes convictions morales
											en-dehors de la politique
											avant d'y entrer.
											Ça, me semble-t-il, est une façon
											pour commencer à restaurer
											l'art du débat démocratique.
									","
											Also lass uns einen Schritt zurück machen von diesen Fällen
											und schauen, wie sie uns helfen können,
											und schauen, wie sie uns helfen können,
											den politischen Diskurs
											in den Vereinigten Staaten
											und in der Welt zu verbessern und auf ein höheres Niveau zu bringen.
											Es gibt eine Tendenz zu denken,
											dass, wenn wir
											Moralfragen in die Politik einbeziehen,
											dass zu Uneinigkeit führen
											und in diese Weise
											zur Intoleranz und Zwängen führen wird.
											Also besser weg schauen,
											moralische und religiöse überzeugungen ignorieren,
											moralische und religiöse überzeugungen ignorieren,
											die die Menschen in das soziale Leben einbringen.
											Es scheint mir, dass unsere Diskussion
											das Gegenteil zeigt, es wäre ein besserer Weg
											das Gegenteil zeigt, es wäre ein besserer Weg
											sich gegenseitige Respekt entgegen zu bringen,
											wenn wir die moralischen Überzeugungen der Menschen
											wenn wir die moralischen Überzeugungen der Menschen
											direkt miteinzubeziehen,
											anstatt zu verlangen,
											dass die Menschen diese
											aus der Politik raus lassen.
											aus der Politik raus lassen.
											Das scheint mir, ist der Weg
											auf dem wir anfangen sollten
											wieder demokratische Auseinadersetzungen zu führen.
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											Çok teşekkür ederim.
									","
											Muchas gracias.
									","
											Thank you very much.
									","
											Merci beaucoup.
									","
											Danke schön.
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											teşekkür ederim.
									","
											Gracias.
									","
											Thank you.
									","
											Merci.
									","
											Danke.
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											teşekkür ederim.
									","
											Gracias.
									","
											Thank you.
									","
											Merci.
									","
											Danke.
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											Çok teşekkür ederim.
											Sağ olun. Teşekkürler.
											Chris.
											Sağ ol Chris.
									","
											Muchas gracias.
											Gracias. Gracias.
											Chris.
											Gracias, Chris.
									","
											Thank you very much.
											Thanks. Thank you.
											Chris.
											Thanks, Chris.
									","
											Merci beaucoup.
											Merci.
											Chris.
											Merci Chris.
									","
											Danke schön.
											Danke. Danke Ihnen.
											Chris
											Danke, Chris
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											Chris Anderson: Flütten golf sahasına
											ve eşcinsel evliliğe.
											Dahice bir bağlantı kurdun.
											Sen de açık öğretimin öncülerinden birisin.
											Verdiğin bu ders, gelecekteki büyük derslerin ilki.
											Bundan sonraki aşama hakkında neler düşünüyorsun?
									","
											Chris Anderson: De las flautas a los campos de golf
											y al matrimonio del mismo sexo.
											Esa fue una relación genial.
											Tu eres un pionero de la educación abierta.
											Tu serie de conferencias fueron de las primeras en hacerlo grande.
											¿Cuál es tu visión de la siguiente fase de esto?
									","
											Chris Anderson: From flutes to golf courses
											to same-sex marriage —
											that was a genius link.
											Now look, you're a pioneer of open education.
											Your lecture series was one of the first to do it big.
											What's your vision for the next phase of this?
									","
											Chris Anderson : Des flûtes aux parcours de golf
											aux mariages homosexuels.
											C'était une transition géniale.
											Vous êtes un pionnier des Ressources Éducatives Libres.
											Votre série de conférences était l'une des premières à voir ça en grand.
											Quelle est votre vision sur la prochaine étape ?
									","
											Chris Anderson: Von Flöten über Golfplätze
											zu Gleichgeschlechtlichen-Ehen:
											Das war eine geniale Verlinkung.
											Sie sind ein Pionier der öffentlichen Bildung.
											Ihre Vorlesungen sind die ersten, die das groß vorgemacht haben.
											Was ist Ihre Vorstellung von dem nächsten Schritt?
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
