es,pt,tr,de,title,speaker,duration,tags
"
											Cuando tenía 19 años, tuve un accidente
de auto muy grave.
											Salí expulsada del auto y di muchas vueltas.
											Salí del auto y me desperté con una herida en la cabeza,
											en el pabellón de rehabilitación. 
Me habían retirado de la universidad
											y supe que mi coeficiente intelectual (CI) 
había caído 2 desviaciones estándar.
											Fue muy traumático.
											Supe que mi CI había bajado porque me habían identificado como alguien brillante,
											y antes me habían llamado niña prodigio.
											Así, que me retiraron de la universidad y 
yo trataba de volver.
											Me decían: ""No podrás terminar el programa.
											Simplemente acepta que hay otras cosas que puedes hacer,
											pero esto no te va a funcionar"".
											Tuve que luchar con esto, y debo decir,
											que te quiten tu identidad, tu verdadera identidad,
											—para mi era el ser brillante—
											que te lo arrebaten... No hay nada 
que te haga sentir más impotente que eso.
											Me sentía totalmente impotente. Me esforcé, 
trabajé y trabajé.
											Tuve suerte y trabajé; tuve más suerte y seguí trabajando.
									","
											Quando eu tinha 19 anos, sofri um acidente
de automóvel muito grave.
											Fui projetada para fora do carro, 
dei várias voltas.
											Fui projetada para fora do carro
e acordei numa ala de reabilitação
											para doentes com traumatismo craniano.
											Saí da faculdade e soube que o meu QI
tinha descido dois desvios-padrão,
											o que foi muito traumatizante.
											Eu conhecia o meu QI, porque 
tinha sido classificada como inteligente
											e em criança tinham-me
declarado sobredotada.
											Saio da faculdade, tento sempre
regressar, mas dizem-me:
											""Não vais conseguir terminar a faculdade.
											""Há outras coisas que podes fazer,
											""mas isso não vai resultar contigo.""
											Debati-me com isto e, devo dizer,
											ser-nos roubada a identidade, 
a nossa mais profunda identidade
											— que para mim era ser inteligente —
											não há nada que nos faça sentir
com menos poder do que isso.
											Eu sentia-me completamente impotente.
											Trabalhei muito e tive sorte,
trabalhei e tive sorte.
									","
											19 yaşındayken gerçekten kötü bir araba kazası geçirdim.
											Arabadan dışarı fırlayıp birçok kere yuvarlandım.
											Arabadan dışarıya fırlamıştım. Ve gözlerimi beyin
											rehibilitasyon merkezinde açtım, kolejden ayrıldım
											ve I.Q.'mun iki standard sapma değerinde düştüğünü öğrendim,
											ki benim için çok sarsıcı bir durumdu.
											I.Q.'mu biliyordum çünkü zeki birisi olarak tanımlanmıştım
											ve çocukluğumda ileri zekalı olarak bilinirdim.
											Kolejden ayrılmak zorunda kalmış, geri dönmeye çalışıyordum.
											Çevremdekiler, ""Koleji bitiremezsin.
											Bilmeni isteriz ki, yapabileceğin başka şeyler de var,
											fakat kolej senin için uygun değil."" gibi şeyler söylüyorlardı.
											Bu durumla gerçekten çok mücadele ettim ve söylemeliyim ki,
											sahip olduğunuz karakterin, ana karakterin, ki bu benim için
											zeki olmaktı, bunun sizden alınması kadar
											sizi bundan daha güçsüz hissettirebilecek bir durum yoktur.
											Bu yüzden kendimi tamamen güçsüz hissettim. Çalıştım, çalıştım ve çalıştım
											ve şansım yolunda gitti ve çalıştım ve şansım yolunda gitti ve çalıştım.
									","
											Als ich 19 war hatte ich einen
sehr schweren Autounfall.
											Ich wurde aus dem Auto geschleudert,
überschlug mich mehrmals.
											Ich wurde aus dem Auto geschleudert.
Ich wachte mit einer Kopfverletzung
											in einem Reha-Zentrum auf.
Ich war nicht mehr am College eingeschrieben.
											Ich erfuhr, dass mein IQ um zwei
Standardabweichungen gefallen war.
											Das war für mich sehr traumatisch.
											Ich kannte meinen IQ, da mir Intelligenz wichtig war.
											Ich war als Kind als hochbegabt bezeichnet worden.
											Ich war also nicht mehr auf dem College,
ich versuchte wieder zurückzukehren.
											Sie sagten: ""Du wirst deinen
Abschluss nicht schaffen.
											Du kannst andere Dinge tun,
											aber das wird dir nicht gelingen.""
											Das war sehr schwierig für mich und
ich muss sagen,
											dass, wenn einem seine Identität, 
der Kern seiner Selbst, genommen wird,
											und das war für mich
intelligent zu sein,
											wenn einem das weggenommen wird —
nichts lässt Sie sich machtloser fühlen.
											Ich fühlte mich vollkommen machtlos.
Ich arbeitete und arbeitete und arbeitete
											und ich hatte Glück und arbeitete,
und hatte Glück und arbeitete.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Hasta que por fin me gradué en la universidad.
											Me tomó 4 años más que a mis compañeros.
											Logré convencer a alguien, 
mi ángel consejera, Susan Fiske,
											que me aceptara, y así terminé en Princeton.
											Pensaba que yo no debería estar ahí.
											Yo era una impostora.
											La noche anterior a mi charla de primer año;
											en Princeton la charla de primer año es de 20 minutos,
											con 20 personas. Así es.
											Tenía tanto temor de verme excluída al día siguiente,
											que la llamé y le dije, ""Renuncio"".
											Ella me contestó: ""No vas a renunciar
											porque yo estoy arriesgándome contigo, y tú te quedas.
											Te vas a quedar. Te diré lo que vas a hacer.
											Vas a fingir.
											Vas a dictar todas las charlas que te puedan solicitar.
											Vas a hacerlo cuantas veces sea posible,
											aunque te aterres y te paralices, y
											tengas una experiencia fuera de tí misma, hasta que
											llegue el momento de decir, ´Caramba. Lo estoy logrando.
											Ya me transformé y en verdad lo estoy haciendo´""
											Y eso fue lo que hice. 5 años en el postgrado,
											en unos cuantos años, y estoy en Northwestern,
											y luego me mudé a Harvard, ahí estoy. Ya no lo pienso más.
											Pero por un buen tiempo estuve repitiéndome,
											""No debería estar aquí. No debería estar aquí"".
									","
											Acabei por me formar na faculdade.
											Levei mais quatro anos 
do que os meus colegas,
											mas convenci alguém, 
o meu anjo conselheiro, Susan Fiske,
											a levar-me, e acabei em Princeton.
											Eu sentia: eu não devia estar aqui.
											Sou uma impostora.
											Na noite anterior à minha
palestra do primeiro ano
											— em Princeton, é uma palestra
de 20 minutos, para 20 pessoas —
											eu tinha tanto medo de ser 
desmascarada no dia seguinte,
											que lhe telefonei e disse: 
""Desisto"".
											Ela disse: 
""Não vais nada desistir,
											porque eu apostei em ti, 
e vais ficar.
											Vais ficar, e vais fazer o seguinte:
											vais fingir.
											Vais fazer todas as palestras
que te pedirem para fazeres.
											Vais fazer e voltar a fazer,
											mesmo que estejas
aterrorizada e paralisada
											e a ter uma experiência
fora-do-corpo,
											até chegar o momento em que dizes: 
""Meu Deus, estou a fazer isto.
											""Ou seja, tornei-me nisto.
Estou realmente a fazer isto.""
											Foi isso que fiz. 
Cinco anos de pós-graduação,
											alguns anos, sabem,
estou em Northwestern,
											mudei-me para Harvard, 
estou em Harvard.
											Já não penso mais nisso agora, 
mas durante muito tempo pensei:
											""Não devia estar aqui. 
Não devia estar aqui"".
									","
											Sonunda kolejden mezun oldum.
											Mezun olmak yaşıtlarıma kıyasla fazladan dört yılımı aldı ve
											melek gibi birisi olan danışmanım Susan Fiske'yi
											beni kabul etmesi için ikna ettim ve kendimi Princeton'da buldum,
											Daha sonra, ""Ben buraya ait değilim, ben bir taklitçiyim"",
											gibi şeyler düşünmeye başladım.
											Birinci sınıf konuşmamdan bir gece once,
											ki bu konuşma Princeton'da 20 kişinin önünde
											20 dakikalık bir konuşmadır.
											Ertesi gün gerçeklerin ortaya çıkacağından korkup
											Susan'i arayıp ""Vazgeçiyorum"" dedim.
											O da ""Hayır, vazgeçmiyorsun,
											çünkü senin için riski göze aldım ve sen kalıyorsun"" dedi.
											Burada kalacaksın ve şu dediğimi yapacaksın.
											Taklit edeceksin.
											Senden istenen her konuşmayı yapacaksın.
											Yalnızca tekrar tekrar bunu yapacaksın,
											korkmuş ve donmuş veya
											aklın çıkmış bile olsa, ""Aman allahım, yapabiliyorum""
											dediğin zamana kadar yapacaksın.
											""Sonunda gerçekleştirdim, gerçekten yapıyorum"" dediğin ana kadar.
											Benim yaptığım da buydu. 5 yıl Lisansüstü eğitim,
											birkaç yıllığına, biliyorsunuz Northwestern'deydim,
											Harvard'a transfer oldum, şimdi Harvard'dayım, artık
											bunun hakkında düşünmüyorum, fakat uzunca bir süre
											""Buraya ait değilim. Buraya ait değilim."" diye düşünüyordum.
									","
											Letztendlich schaffte ich meinen
College-Abschluss.
											Ich brauchte vier Jahre länger als
meine Altersgenossen.
											Ich überzeugte meine
göttliche Mentorin Susan Fiske,
											sich meiner anzunehmen und
so landete ich in Princeton.
											Und ich fühlte mich, 
als hätte ich dort nichts zu suchen.
											Wie eine Betrügerin.
											In der Nacht vor meiner 
Rede im ersten Jahr,
											diese Präsentation in Princeton
dauert 20 Minuten
											und findet vor 20 Zuhörern statt.
Mehr nicht.
											Ich hatte solche Angst,
am nächsten Tag bloßgestellt zu werden,
											dass ich sie anrief und sagte:
""Ich breche ab.""
											Ihre Antwort war: ""Du
brichst nicht ab,
											denn ich bin ein Risiko mit dir eingegangen.
Du bleibst.
											Du wirst bleiben und
Folgendes tun:
											Du wirst es vortäuschen.
											Du wirst jede Präsentation halten,
die dir aufgetragen wird.
											Du wirst es einfach tun und tun
und tun,
											sogar wenn es dir davor graut
und du gelähmt bist vor Angst
											und du eine außerkörperliche Erfahrung hast.
Du wirst es solange tun,
											bis zu dem Moment, wo du sagst:
'Oh Mann, ich tue es.
											Ich habe es verinnerlicht.
Ich tue es wirklich.'""
											Genau das tat ich dann auch.
Fünf Jahre Graduiertenschule
											an der Northwestern,
											dann weiter zu Harvard.
Ich bin in Harvard, ich denke
											nicht mehr daran, aber für eine 
lange Zeit dachte ich:
											""Ich habe hier nichts zu suchen.
Ich habe hier nichts zu suchen.""
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Al final de mi primer año en Harvard,
											una estudiante que no había hablado 
en clase durante todo el semestre,
											a quien le habían dicho, ""Tienes 
que participar o suspenderás"",
											vino a mi oficina. Yo no la había conocido antes.
											Y, totalmente derrotada, me dijo:
											""Yo no debería estar aquí"".
											Ese fue mi momento, por que me ocurrieron dos cosas.
											La primera fue que me di cuenta,
											caramba, ya no me siento más así.
											Ya no siento esos temores. Pero ella si los siente y yo la comprendo.
											Y la segunda fue ¡ella sí debe estar aquí!
											De igual forma, si puede fingirlo, puede lograrlo.
											Así, le dije: ""Sí, por supuesto. ¡Tú debes estar aquí!
											Y mañana vas a aparentar que puedes.
											vas a volverte poderosa y, ya sabes,
											vas a — "" (Aplausos)
											(Aplausos)
											""Vas a ir a la clase,
											y vas a hacer el mejor comentario de todos"".
											¿Saben? Ella hizo el mejor comentario de todos.
											y todos vinieron a rodearla y decían:
											""Ay, ni habíamos notado estar ahí sentada"" 
¿Se imaginan? (Risas)
									","
											No fim do meu primeiro ano em Harvard,
											uma aluna que não tinha falado na aula 
durante todo o semestre,
											a quem eu tinha dito:
""Tens que participar senão reprovas"",
											veio ao meu gabinete.
Na realidade eu não a conhecia.
											Ela vinha extremamente abatida, 
e disse:
											""Eu não devia estar aqui"".
											Aquele momento foi importante para mim.
Porque aconteceram duas coisas.
											A primeira, foi que compreendi:
											""Meu Deus, já não me sinto assim.
											Já não sinto aquilo, mas ela sente, 
e eu sei qual é essa sensação.
											A segunda foi: ""Ela tem que estar aqui!""
											Ela pode fingir, ela pode conseguir ser.
											Então, disse-lhe: ""Sim, deves! 
Tu deves estar aqui!
											""E amanhã vais fingir,
vais fazer-te poderosa e vais...
											(Aplausos)
											""... vais entrar na sala de aula,
											""e vais fazer o melhor 
comentário de sempre.""
											Sabem? Ela fez o melhor 
comentário de sempre,
											e as pessoas voltavam-se e diziam:
											""Meu Deus, eu nem sequer tinha reparado 
que ela estava ali sentada""
									","
											Harvard'daki ilk yılımın sonlarında
											tüm dönem boyunca hiç konuşmamış,
											""Bak, derse katılım göstermelisin, yoksa sınıfta kalacaksın"" dediğim bir öğrencim
											ofisime geldi. Onu aslında hiç tanımıyordum.
											Tamamen ezilmiş bir halde içeriye girip
											""Ben buraya ait değilim"" dedi.
											Benim için dönüm noktası o zamandı. Çünkü iki şey meydana geldi
											İlki, anladım ki,
											aman tanrım, artık o duyguyu hissetmiyorum. Anladığınız üzere,
											eskisi gibi hissetmiyorum, fakat o öyle hissediyor ve onun hislerini anlayabiliyorum.
											İkincisi ise, o buraya ait!
											O da taklit edebilir, o da gerçekleştirebilir.
											Ben de karşılık olarak, ""Tabi ki öylesin! Buraya aitsin!
											Ve yarın taklit edeceksin,
											kendini güçlü hissettireceksin, ve biliyorsunuz,
											sonunda —""(Alkışlar)
											(Alkışlar)
											""Sınıfa gideceksin
											ve şimdiye kadar yapılmış en iyi yorumlamayı yapacaksın.""
											Biliyor musunuz? Yapılmış en iyi yorumlamayı yaptı
											ve insanlar. ""aman tanrım,
											onun orada oturduğunu bile bilmiyorduk"" dercesine bakışlarını ona çevirdiler. (Kahkahalar)
									","
											Am Ende meines ersten Jahres in Harvard,
											kam eine Studentin, die sich das ganze Semester
im Unterricht nicht zu Wort gemeldet hatte,
											und zu der ich gesagt hatte: ""Du musst dich beteiligen,
sonst fällst du durch.""
											in mein Büro. Ich kannte sie überhaupt nicht.
											Sie war vollkommen niedergeschlagen und
sagte Folgendes:
											""Ich habe hier nichts zu suchen.""
											Das war der ausschlaggebende Punkt für mich.
Zwei Dinge passierten gerade.
											Zum einen wurde mir klar,
											dass ich mich glücklicherweise nicht mehr so fühlte.
											Ich fühle mich nicht mehr so, aber sie schon, 
und ich konnte das nachvollziehen.
											Und zweitens, sie gehörte hier hin!
											Sie kann es vortäuschen 
und sie kann es werden.
											Ich sagte ihr also: ""Tust du doch!
Du gehörst hier hin!
											Und morgen wirst du es vortäuschen,
											und du wirst eine innere Kraft entwickeln,
und du ...
											du wirst ... "" (Applaus)
											(Applaus)
											""Und du wirst in den Seminarraum gehen,
											und du wirst den besten Wortbeitrag 
in der Geschichte leisten.""
											Und wissen Sie was? Genau das geschah,
											und die Mitstudenten drehten sich um,
und sagten:
											""Du meine Güte, ich habe sie vorher noch nie
bemerkt!"" (Gelächter)
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Ella regresó unos meses más tarde, y me di cuenta
											que no solo había fingido hasta que lograrlo,
											sino que en realidad había fingido hasta transformarse.
											Ella había cambiado.
											Ahora quiero decirles, que no hay que fingir hasta hacerlo.
											Fínjanlo hasta serlo. ¿Saben?
											Hay que hacerlo suficientemente hasta transformarse e internalizarlo.
									","
											Ela veio ter comigo uns 
meses mais tarde, e eu compreendi
											que ela tinha fingido 
até conseguir fazer,
											e também tinha fingido
até se tornar nisso.
											Portanto, ela tinha mudado.
											E quero dizer-vos, 
não finjam até conseguirem fazer.
											Finjam até se tornarem nisso.
											Façam-no até se tornarem verdadeiramente 
nisso e interiorizarem-no.
									","
											Aylar sonra öğrencim yanıma geldi ve
											onun, bunu yapana kadar değil de
											gerçekleştirene kadar taklit ettiğini anladım.
											Sonunda o değişti.
											Ben de size, yalnızca yapabilene kadar değil
											gerçekleştirene kadar taklit edin demek istiyorum.
											Ta ki gerçekleştirip, özümseyene kadar yapın.
									","
											Monate später suchte sie mich erneut auf,
und mir wurde bewusst,
											dass sie es nicht nur vorgetäuscht hatte,
bis sie es geschafft hatte,
											aber dass sie es vorgetäuscht hatte,
bis sie es letztendlich wurde.
											Sie hat sich also verändert.
											Daher möchte ich Ihnen sagen:
Täuschen Sie es nicht vor, bis Sie es schaffen.
											Täuschen Sie es vor, bis Sie es werden.
Verstehen Sie?
											Machen Sie weiter, bis Sie es tatsächlich
geworden sind und verinnerlichen Sie es.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Lo último que les voy a dejar es esto.
											Pequeños retoques pueden llevar a grandes cambios.
											Eso sucede en 2 minutos.
											2 minutos, 2 minutos, 2 minutos.
											Antes de la próxima situación estresante de evaluación ,
											durante 2 minutos, traten de hacer esto, en el ascensor,
											en el baño, en su escritorio a puerta cerrada.
											Eso es lo que quieren hacer. Configuren su cerebro
											para lograr lo mejor de la situación.
											Hay que elevar la testosterona. Y bajar el cortisol.
											No salgan de esa situación pensando 
que no mostraron lo que son.
											Salgan de esa situación sintiendo creer que
											que han dicho quienes son y lo han demostrado.
									","
											A última coisa com que vos deixo é isto:
											Pequenos ajustes podem conduzir 
a grandes mudanças.
											Portanto, são dois minutos.
											Dois minutos, dois minutos,
dois minutos.
											Antes de irem para a próxima situação 
de avaliação stressante,
											tentem fazer isto, durante dois minutos,
no elevador, na casa de banho,
											à vossa secretária, com a porta fechada.
											É o que vocês querem fazer.
											Configurem o cérebro para lidar
o melhor possível com aquela situação.
											Elevem a vossa testosterona. 
Baixem o vosso cortisol.
											Não saiam daquela situação a sentir
que não mostraram quem são.
											Saiam dali a sentir: 
""Oh, apetece-me dizer quem sou
											""e mostrar quem sou.""
									","
											Sizlere en son olarak söyleyeceğim şey ise şu.
											Küçük ayarlamalar büyük değişikliklere yol açabilir.
											Bahsettiğim şey bu iki dakika.
											İki dakika, iki dakika, iki dakika.
											Bir sonraki stres yaratan, değerlendirileceğiniz bir duruma girmeden önce
											iki dakikalığına, bunu deneyin, asansörde,
											tuvalette, kapalı kapılar ardındaki masanızda.
											Yapmanız gereken şey bu. Zihninizi o durumla
											en iyi şekilde başedebilecek şekilde ayarlayın.
											Testesteronunuzu yükseltin. Kortizolünüzü düşürün.
											Durumu, ""oh, onlara kim olduğumu gösteremedim"" şeklinde bırakmayın.
											Durumu, ""onlara kim olduğumu anlatıp
											gösterebildim"" hissiyle bırakın.
									","
											Ich möchte mit dem Folgenden abschließen.
											Kleine Modifikationen können
zu großen Veränderungen führen.
											Das sind zwei Minuten.
											Zwei Minuten, zwei Minuten, zwei Minuten.
											Wenn Sie das nächste Mal einer
stressigen Bewertungen ausgesetzt sind,
											versuchen Sie das für zwei Minuten,
im Fahrstuhl,
											im Toilettenraum, hinter Ihrem Schreibtisch
im abgeschlossenen Büro.
											Sie sollten das tun. 
Stimmen Sie Ihr Gehirn darauf ein,
											bestmöglich mit dieser Situation
umzugehen.
											Kurbeln Sie Ihren Testosteronlevel an.
Drosseln Sie Ihr Cortisollevel.
											Gehen Sie nicht mit einem Gefühl, dass Sie
nicht zeigen konnten, wer Sie wirklich sind.
											Gehen Sie mit dem Gefühl,
											dass Sie wirklich sagen und zeigen konnten,
wer Sie sind.
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
											Por eso quiero pedirles primero, que
											traten de asumir una posición de poder,
											y también quiero pedirles
											que compartan la teoría, porque esto es simple.
											No hay ningún ego en esto. (Risas)
											Dénselo a la gente, compártanlo,
											porque los que pueden usarlo mejor son los que
											no tienen recursos, ni tecnología,
											ni posición, ni ningún poder. Hay que dárselo a ellos
											porque pueden hacerlo en privado.
											Necesitan sus cuerpos, privacidad y dos minutos,
											y puede cambiar significativamente 
los resultados de su vida.
											Gracias. (Aplausos)
											(Aplausos)
									","
											Então, quero pedir-vos,
											primeiro, que tentem poses de poder,
											e também quero pedir-vos
											que partilhem a ciência,
porque isto é simples.
											O meu ego não está aqui envolvido.
											Divulguem. Partilhem com as pessoas,
											porque as pessoas que mais podem 
beneficiar com isto
											são as que não têm recursos,
nem tecnologia, nem status, nem poder.
											Deem-lhes isto, porque podem
fazê-lo em privado.
											Só precisam do corpo,
privacidade e dois minutos.
											Isso pode mudar significativamente 
a vida delas.
											Obrigada.
											(Aplausos)
									","
											Sizlerden ilk olarak
											hem güç duruşunu denemenizi
											hem de
											bu bilimi paylaşmanızı rica ediyorum. Çünkü bu basit.
											Egomun bununla ilgisi yok. (Kahkahalar)
											Verin. İnsanlarla paylaşın,
											çünkü bunu en cok kullanabilecek olanlar
											kaynağı, teknolojisi
											mevkisi ve gücü olmayan insanlar. Bunu onlarla paylaşın ki
											özel hayatlarında bunu yapabilsinler.
											Vücutlarına, kendileri ile başbaşa kalmaya ve iki dakikaya ihtiyaçları var
											ve bu onların hayatlarında önemli değişikliklerle sonuçlanabilir.
											Teşekkürler. (Alkışlar)
											(Alkışlar)
									","
											Ich möchte Sie bitten,
											dass Sie versuchen, die
Macht-Haltung einzunehmen.
											Und ich möchte Sie bitten,
											die Ergebnisse weiterzugeben,
denn es ist so einfach.
											Ich habe hierauf keinen 
Alleinanspruch. (Gelächter)
											Geben Sie es weiter.
Teilen Sie es mit anderen,
											denn die Menschen, die es benötigen,
sind meistens solche,
											die über keine Mittel oder 
Technologien verfügen,
											keinen Status und Macht haben.
Geben Sie es an diese weiter,
											denn sie können es 
in Abgeschiedenheit tun.
											Sie brauchen ihre Körper, Privatsphäre
und zwei Minuten.
											Es kann den weiteren Lebensweg 
im großen Maße beeinflussen.
											Vielen Dank. (Applaus)
											(Applaus)
									",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
"
","
","
","
",Your body language may shape who you are,Amy Cuddy,21:02,"body language,brain,business,psychology,self,success,science"
