es,pt,en,de,title,speaker,duration,tags
"
											Les voy a dar una idea rápida de 
un par de este tipo de preguntas.
											Soy un neurocientífico, así que, 
¿cómo íbamos a llegar
											a una pregunta sobre la neurociencia?
											Debido a que no siempre es tan sencillo.
											Así, por ejemplo, se podría decir, bueno 
¿qué es lo que hace el cerebro?
											Bueno, una cosa que hace el 
cerebro, es que nos mueve.
											Caminamos sobre dos piernas.
											Eso parece un poco simple, de 
alguna manera u otra.
											Es decir, prácticamente todo el mundo 
de más de 10 meses de edad
											anda sobre dos piernas, ¿verdad?
											A lo mejor no es tan interesante.
											Así que tal vez queremos elegir algo 
un poco más complicado de ver.
											¿Qué les parece el sistema visual?
											Ahí está, el sistema visual.
											Quiero decir, amamos nuestros sistemas visuales. 
Hacemos todo tipo de cosas interesantes.
											De hecho, hay más de 12.000 neurólogos
											que trabajan sobre el sistema visual,
											desde la retina a la corteza visual,
											en un intento de entender no 
solamente el sistema visual
											sino también entender cómo 
los principios generales,
											o cómo el cerebro, pueden funcionar.
											Pero aquí está la cosa:
											nuestra tecnología ha sido bastante buena
											en replicar lo que hace el sistema visual.
											Tenemos televisión, tenemos películas,
											tenemos animación, tenemos fotografía,
											tenemos el reconocimiento de patrones, 
todo este tipo de cosas.
											Funcionan de manera diferente que nuestros 
sistemas visuales en algunos casos,
											pero sin embargo, hemos sido muy buenos en
											hacer que la tecnología trabaje 
como nuestro sistema visual.
											De alguna manera u otra, 
en cien años de la robótica,
											nunca vieron un robot caminando a dos patas,
											porque los robots no caminan a dos patas
											porque no es una cosa tan fácil de hacer.
											100 años de robótica,
											y no podemos conseguir que un robot pueda moverse 
más de un par de pasos de una manera u otra.
											Les pides que suban un plano inclinado, y se caen.
											Se dan la vuelta y se caen. 
Es un problema serio.
											Entonces, ¿qué es lo más difícil de hacer 
para el cerebro?
											¿Que deberíamos estar estudiando?
											Tal vez debería ser caminar sobre 
dos piernas, o el sistema motor.
											Les voy a dar un ejemplo de mi propio laboratorio,
											mi propia pregunta maloliente,
											ya que trabajamos en el sentido del olfato.
											Esto es un diagrama de cinco moléculas
											y un tipo de anotación química.
											Estas son solo viejas moléculas simples, 
pero si las inhalan
											por esos dos pequeños agujeros 
en la parte delantera de su cara,
											tendrán en su mente la clara impresión de una rosa.
											Si hay una verdadera rosa allí, 
serán esas moléculas,
											pero incluso si no hay rosa allí,
											tendrán el recuerdo de una molécula.
											¿Cómo convertimos moléculas en percepciones?
											¿Cuál es el proceso mediante 
el cual eso podría pasar?
											He aquí otro ejemplo: dos moléculas muy simples, 
una vez más en este tipo de notación química.
											Puede que sea más fácil 
visualizarlas de esta manera,
											los círculos grises son 
átomos de carbono, los blancos
											son átomos de hidrógeno y los rojos 
átomos de oxígeno.
											Ahora bien, estas dos moléculas difieren 
en solo un átomo de carbono
											y dos pequeños átomos de hidrógeno 
que se desplazan junto con él,
											y sin embargo uno de ellos, 
el acetato de heptilo,
											tiene el olor característico de una pera,
											mientras que el acetato de hexilo 
es inconfundiblemente un plátano.
											Así que hay dos preguntas muy interesantes 
aquí, me parece a mí.
											Una de ellas es, ¿cómo puede una pequeña 
molécula tan simple como esta
											crear una percepción en el cerebro que es tan clara
											como una pera o un plátano?
											Y en segundo lugar, ¿cómo demonios 
podemos saber la diferencia
											entre dos moléculas que difieren en
un solo átomo de carbono?
											Quiero decir, eso es extraordinario para mí,
											claramente el mejor detector de 
químicos en la superficie del planeta.
											Y ni siquiera piensas en ello, ¿cierto?
									","
											Deixem-me dar-vos alguns exemplos 
desse tipo de questões.
											Eu sou neurocientista, então 
como é que podemos colocar
											uma questão no meu domínio?
											Porque nem sempre é assim tão fácil.
											Assim, por exemplo, poderíamos perguntar:
""o que é que o cérebro faz?""
											Bem, ele faz-nos, por exemplo, 
caminhar por aí.
											Nós caminhamos sobre duas pernas.
											Isso parece ser demasiado simples, 
de uma forma ou de outra.
											Quer dizer, quase toda a gente 
com mais de 10 meses de idade
											caminha sobre as duas pernas, certo?
											Então, isso talvez não seja assim 
tão interessante.
											Então, em vez disso, talvez queiramos 
escolher algo um pouco mais complicado.
											Que tal o sistema visual?
											Aqui têm, o sistema visual.
											Nós adoramos a nossa visão. Permite-nos 
fazer uma série de coisas interessantes.
											Na verdade, existem mais de 
doze mil neurocientistas
											que se ocupam da visão,
											desde a retina ao córtex visual,
											na tentativa de compreender
não apenas o sistema visual,
											mas, também, os princípios gerais
											de como o cérebro funciona.
											Mas, vejamos:
											a tecnologia tem-se saído bastante bem
											na réplica do sistema visual.
											Temos a televisão, os filmes,
											a animação, a fotografia,
											o reconhecimento de padrões, 
todo esse tipo de coisas.
											Em alguns casos, funcionam de forma diferente 
do nosso sistema visual,
											mas, mesmo assim, temos sido muito bons a
											fazer com que a tecnologia funcione 
como o nosso sistema visual.
											De uma forma ou de outra, 
em cem anos de robótica,
											nunca viram um robô 
caminhar sobre duas pernas,
											porque os robôs não caminham 
sobre duas pernas
											porque não é algo assim 
tão fácil de se fazer.
											Cem anos de robótica
											e não existe um robô que dê 
mais do que um par de passos.
											Se o colocamos num plano inclinado, ele cai.
											Se o fazemos virar, ele cai.
É um problema sério.
											Então, qual é a coisa mais difícil de
um cérebro efetuar?
											O que é que devíamos estar a estudar?
											Talvez seja caminhar sobre duas pernas, 
ou o sistema motor.
											Dou-vos um exemplo do meu laboratório,
											a minha particular questão aromática,
											uma vez que estudamos o olfato.
											Aqui está um esquema de cinco moléculas
											uma espécie de expressão química.
											São apenas moléculas simples, 
mas, se as cheirarem
											através destes dois pequenos orifícios
que têm na cara,
											terão, na vossa mente, 
a nítida impressão de uma rosa.
											Se existir ali, realmente, uma rosa, 
serão essas moléculas,
											mas, mesmo que não exista 
nenhuma rosa ali,
											terão a memória de uma molécula.
											Como é que transformamos 
moléculas em perceções?
											Qual é o processo através do qual 
isso acontece?
											Outro exemplo: duas moléculas muito simples, 
novamente neste tipo de expressão química.
											Talvez seja mais fácil de 
as visualizar desta forma,
											assim, os círculos cinzentos são 
átomos de carbono, os brancos
											são átomos de hidrogénio e os vermelhos 
átomos de oxigénio.
											Estas duas moléculas diferem apenas 
por um átomo de carbono
											e dois pequenos átomos de hidrogénio 
que o acompanham,
											e, ainda assim. um deles, o acetato de heptila,
											tem o cheiro característico de uma pêra,
											e o acetato de hexila cheira, 
inconfundivelmente,a banana.
											Então, parece-me que existem aqui 
duas questões muito interessantes.
											Primeiro, como é que uma 
simples e pequena molécula com esta
											cria, no nosso cérebro, 
essa perceção tão clara
											de uma pêra ou de de uma banana?
											Segundo, como raio é que conseguimos 
distinguir a diferença
											entre duas moléculas que, apenas, diferem 
num único átomo de carbono?
											Isso é extraordinário para mim,
											indiscutivelmente o melhor detetor de produtos 
químicos à face da terra.
											E nem sequer refletimos acerca disto,
não é?
									","
											Let me give you a quick idea of a couple of these sorts of questions.
											I'm a neuroscientist, so how would we come up
											with a question in neuroscience?
											Because it's not always quite so straightforward.
											So, for example, we could say, well what is it that the brain does?
											Well, one thing the brain does, it moves us around.
											We walk around on two legs.
											That seems kind of simple, somehow or another.
											I mean, virtually everybody over 10 months of age
											walks around on two legs, right?
											So that maybe is not that interesting.
											So instead maybe we want to choose something a little more complicated to look at.
											How about the visual system?
											There it is, the visual system.
											I mean, we love our visual systems. We do all kinds of cool stuff.
											Indeed, there are over 12,000 neuroscientists
											who work on the visual system,
											from the retina to the visual cortex,
											in an attempt to understand not just the visual system
											but to also understand how general principles
											of how the brain might work.
											But now here's the thing:
											Our technology has actually been pretty good
											at replicating what the visual system does.
											We have TV, we have movies,
											we have animation, we have photography,
											we have pattern recognition, all of these sorts of things.
											They work differently than our visual systems in some cases,
											but nonetheless we've been pretty good at
											making a technology work like our visual system.
											Somehow or another, a hundred years of robotics,
											you never saw a robot walk on two legs,
											because robots don't walk on two legs
											because it's not such an easy thing to do.
											A hundred years of robotics,
											and we can't get a robot that can move more than a couple steps one way or the other.
											You ask them to go up an inclined plane, and they fall over.
											Turn around, and they fall over. It's a serious problem.
											So what is it that's the most difficult thing for a brain to do?
											What ought we to be studying?
											Perhaps it ought to be walking on two legs, or the motor system.
											I'll give you an example from my own lab,
											my own particularly smelly question,
											since we work on the sense of smell.
											But here's a diagram of five molecules
											and sort of a chemical notation.
											These are just plain old molecules, but if you sniff those molecules
											up these two little holes in the front of your face,
											you will have in your mind the distinct impression of a rose.
											If there's a real rose there, those molecules will be the ones,
											but even if there's no rose there,
											you'll have the memory of a molecule.
											How do we turn molecules into perceptions?
											What's the process by which that could happen?
											Here's another example: two very simple molecules, again in this kind of chemical notation.
											It might be easier to visualize them this way,
											so the gray circles are carbon atoms, the white ones
											are hydrogen atoms and the red ones are oxygen atoms.
											Now these two molecules differ by only one carbon atom
											and two little hydrogen atoms that ride along with it,
											and yet one of them, heptyl acetate,
											has the distinct odor of a pear,
											and hexyl acetate is unmistakably banana.
											So there are two really interesting questions here, it seems to me.
											One is, how can a simple little molecule like that
											create a perception in your brain that's so clear
											as a pear or a banana?
											And secondly, how the hell can we tell the difference
											between two molecules that differ by a single carbon atom?
											I mean, that's remarkable to me,
											clearly the best chemical detector on the face of the planet.
											And you don't even think about it, do you?
									","
											Hier ein kurzer Eindruck 
von einigen dieser Fragen.
											Ich bin Neurowissenschaftler.
											Wie finden wir neue Fragen 
in der Neurowissenschaft?
											Der Prozess ist nicht immer so geradlinig.
											Zum Beispiel könnten wir fragen: 
Was genau tut das Gehirn denn?
											Eine Sache wäre die: 
Es bewegt uns.
											Wir laufen auf zwei Beinen.
											Das scheint recht simpel.
											Fast jeder, der älter als 10 Monate ist,
											läuft auf zwei Beinen, oder nicht?
											Vielleicht ist das also nicht so interessant.
											Vielleicht sollten wir uns 
eine kompliziertere Frage anschauen.
											Wie wäre es mit dem visuellen System?
											Hier haben wir es.
											Wir lieben unser visuelles System.
Damit können wir so viel machen.
											Es gibt mehr als 12.000 
Neurowissenschaftler,
											die sich damit beschäftigen,
											mit allem von der Retina 
zum visuellen Kortex,
											um nicht nur das visuelle System 
zu verstehen,
											sondern auch die allgemeinen Prinzipien
											der Funktionsweise des Gehirns.
											Aber hier ist der Knaller:
											Unsere Technologie 
ist ziemlich gut darin,
											die Funktion des visuellen Systems 
zu reproduzieren.
											Wir haben TV, wir haben Filme,
											wir haben Animation und Fotografie,
											wir haben Mustererkennung, 
all so was.
											Sie funktionieren nicht immer genau 
wie unser visuelles System,
											aber wir sind doch einer Technologie,
											die wie unser visuelles System funktioniert, 
recht nahe gekommen.
											Aber irgendwie haben wir 
in 100 Jahren der Robotik
											keinen Roboter auf 
zwei Beinen laufen sehen,
											denn Roboter laufen nicht 
auf zwei Beinen,
											es ist nämlich keine einfache Sache.
											100 Jahre der Robotik
											und wir kriegen keinen Roboter dazu, 
sich mehr als ein paar Schritte zu bewegen.
											Sollen sie eine Schräge hochlaufen,
fallen sie um.
											Sie sollen sich umdrehen und fallen um.
Ein ernsthaftes Problem.
											Was ist also die schwierigste Aufgabe für ein Gehirn?
											Was sollten wir untersuchen?
											Vielleicht der Gang auf zwei Beinen,
oder das motorische System.
											Hier ein Beispiel aus meinem Labor,
											meine ziemlich stinkenden Fragen,
											da wir mit dem Geruchssinn arbeiten.
											Aber hier ist ein Diagramm 
mit fünf Molekülen
											und einer Art chemischen Schemas.
											Das sind einfach nur Moleküle, 
aber wenn Sie die riechen,
											mit diesen beiden kleinen Löchern
in Ihrem Gesicht,
											dann taucht in Ihrer Vorstellung
der Eindruck einer Rose auf.
											Wenn eine echte Rose da ist, 
sind diese Moleküle da,
											aber selbst wenn sie nicht da ist,
											haben Sie die Erinnerung eines Moleküls.
											Wie können wir Moleküle 
in Wahrnehmung umändern?
											Was für ein Prozess 
liegt dem zugrunde?
											Hier ist ein weiteres Beispiel:
Zwei sehr einfache Moleküle in dieser chemischen Formel.
											Vielleicht stellen Sie 
sie sich eher so vor,
											dass die grauen Kreise 
Kohlenstoffatome sind,
											die weißen Wasserstoff 
und die roten Sauerstoff.
											Diese zwei Moleküle unterscheiden sich 
in einem Kohlenstoffatom,
											und zwei Wasserstoffatome, 
die bei ihm mitfahren,
											und doch hat eines von ihnen, Heptylacetat,
											den eindeutigen Geruch einer Birne,
											und Hexylacetat ist 
ganz klar eine Banane.
											Jetzt kommen zwei 
sehr interessante Fragen.
											Erstens: Wie kann ein 
so einfaches kleines Molekül
											eine Wahrnehmung 
in Ihrem Gehirn erzeugen,
											die so klar wie eine Birne 
oder Banane ist?
											Zweitens: Wie zur Hölle 
können wir den Unterschied
											zwischen zwei Molekülen feststellen, die sich 
durch ein Kohlenstoffatom unterscheiden?
											Das ist doch bemerkenswert,
											und der beste chemische Detektor 
auf dem Planeten.
											Und Sie denken noch 
nicht einmal drüber nach!
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Así que esta es una de mis 
citas favoritas que nos lleva
											de regreso a la ignorancia y 
a la idea de las preguntas.
											Me gusta citar porque creo que 
las personas fallecidas
											no deben ser excluidas de la conversación.
											Y también creo que es importante 
tener en cuenta que
											la conversación lleva teniendo lugar 
desde hace un tiempo, por cierto.
											Así Erwin Schrodinger, un gran físico cuántico
											y, creo, filósofo, señala cómo hay que
											""acatar la ignorancia por un período 
indefinido"" de tiempo.
											Y es este acatar la ignorancia
											lo que yo creo que tenemos 
que aprender a hacer.
											Es una cosa difícil. No es un asunto tan fácil.
									","
											Aqui está uma das minhas citações preferidas 
que nos transporta,
											de volta, à ignorância e às questões.
											Eu gosto de fazer citações porque 
penso que os mortos
											não devem ser excluídos das conversas.
											E, também penso que é importante
perceber que
											estas conversas já duram há algum tempo.
											Erwin Schrodinger, 
um grande físico quântico
											e, creio, filósofo, sublinhou 
que temos de
											""respeitar a ignorância por um 
período indefinido"" de tempo.
											E é este ""respeito pela ignorância""
											que, penso eu, teremos de 
aprender como fazer.
											Isto é difícil. Não é uma coisa
assim tão fácil de se fazer.
									","
											So this is a favorite quote of mine that takes us
											back to the ignorance and the idea of questions.
											I like to quote because I think dead people
											shouldn't be excluded from the conversation.
											And I also think it's important to realize that
											the conversation's been going on for a while, by the way.
											So Erwin Schrodinger, a great quantum physicist
											and, I think, philosopher, points out how you have to
											""abide by ignorance for an indefinite period"" of time.
											And it's this abiding by ignorance
											that I think we have to learn how to do.
											This is a tricky thing. This is not such an easy business.
									","
											Hier ist eines meiner Lieblingszitate
											und es bringt uns zurück zur Ignoranz 
und zur Idee der Fragen.
											Ich zitiere gern, 
da ich Leute ungern aus
											Gesprächen ausschließe, 
nur weil sie tot sind.
											Und außerdem finde ich 
den Gedanken wichtig,
											dass diese Konversation 
schon seit einer Weile abläuft.
											Erwin Schrödinger also, 
ein großer Quantenphysiker
											und, wie ich meine, Philosoph,
bemerkt, dass man
											""der Ignoranz eine unbestimmte 
Zeitperiode folgen"" muss.
											Und dieses Befolgen der Ignoranz
											müssen wir meiner Meinung nach lernen.
											Das ist schwierig. 
Es ist wirklich nicht so einfach.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Supongo que todo se reduce 
a nuestro sistema educativo,
											así que voy a hablar un poco acerca 
de la ignorancia y la educación,
											porque creo que ahí es donde 
realmente tiene que tener lugar.
											Así que por una vez, enfrentémoslo,
											en la era de Google y Wikipedia,
											el modelo de negocio de la universidad
											y, probablemente, de las escuelas secundarias, 
simplemente va a tener que cambiar.
											No podemos más, vender hechos para vivir.
											Están disponibles con un clic del ratón,
											o si quieren, probablemente podrían 
simplemente preguntar al muro
											uno de estos días, donde sea 
que vayan a ocultar las cosas
											que nos dicen todo.
									","
											Suponho que nos submete 
ao nosso sistema educativo,
											por isso, vou falar-vos um pouco
sobre ignorância e educação,
											porque penso ser aí onde tudo, 
realmente, tem de começar.
											Por isso, de uma vez por todas, 
encaremos a realidade
											na era do Google e da Wikipédia,
											o modelo de negócio das universidades
											e, provavelmente, das escolas secundárias, 
terá simplesmente de ser alterado.
											Não podemos continuar a vender 
factos para ganhar a vida.
											Eles estão à disposição de 
um simples clique no rato
											ou, se desejarem, poderão, 
simplesmente, perguntar às paredes
											um destes dias, onde quer que irão 
esconder as coisas
											que nos dirão tudo.
									","
											I guess it comes down to our education system,
											so I'm going to talk a little bit about ignorance and education,
											because I think that's where it really has to play out.
											So for one, let's face it,
											in the age of Google and Wikipedia,
											the business model of the university
											and probably secondary schools is simply going to have to change.
											We just can't sell facts for a living anymore.
											They're available with a click of the mouse,
											or if you want to, you could probably just ask the wall
											one of these days, wherever they're going to hide the things
											that tell us all this stuff.
									","
											Es liegt wohl an unserem 
pädagogischen System,
											und nun komme ich 
zu Ignoranz und Erziehung,
											denn hier kommt es
wirklich zum Tragen.
											Sehen wir den Tatsachen ins Gesicht.
											Im Zeitalter von Google und Wikipedia
											muss sich das Geschäftsmodell 
der Universität
											und wahrscheinlich auch der Oberstufe
grundlegend ändern.
											Wir können nicht einfach 
vom Verkauf von Fakten leben.
											Man erhält sie auf einen Mausklick,
											oder wenn man möchte, kann man 
wahrscheinlich einfach eine Wand fragen,
											eines Tages zumindest, oder 
wo auch immer sie die Dinge verstecken,
											die uns das alles erzählen.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Entonces, ¿qué tenemos que hacer? Tenemos 
que dar a nuestros estudiantes
											el gusto por las fronteras, por lo que 
está fuera de esa circunferencia,
											por lo que está fuera de los hechos, 
lo que está más allá de los hechos.
									","
											Então, o que temos de fazer?
Temos de despertar nos nossos alunos
											o gosto pelas fronteiras, por aquilo que 
está além dessa circunferência,
											por aquilo que é exterior aos factos, 
que está um pouco além dos factos.
									","
											So what do we have to do? We have to give our students
											a taste for the boundaries, for what's outside that circumference,
											for what's outside the facts, what's just beyond the facts.
									","
											Was müssen wir also tun?
Wir müssen unseren Schülern
											ein Gefühl für die Grenzen geben,
was außerhalb des Umkreises liegt,
											was außerhalb der Fakten liegt,
genau hinter den Fakten.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											¿Cómo lo hacemos?
											Pues bien, uno de los problemas, por supuesto,
											resultan ser los exámenes.
											Actualmente contamos con un sistema educativo
											que es muy eficiente, pero es muy 
eficiente en una cosa bastante mala.
											En segundo grado, todos los 
niños están interesados ​​en la ciencia,
											las niñas y los niños.
											Les gusta desarmar cosas. 
Tienen una gran curiosidad.
											Les gusta investigar las cosas. 
Van a los museos de ciencia.
											Les gusta jugar por ahí. Están en segundo grado.
											Están interesados​​.
											Pero para el 11 o 12 grado, menos del 10 %
											tienen algún interés en la ciencia,
											y mucho menos el deseo de 
seguir una carrera en ciencias.
											Así que tenemos este sistema muy eficiente
											para ahuyentar cualquier interés en la 
ciencia de la cabeza de todos.
									","
											Como fazemos isso?
											Bem, um dos problemas, claro está,
											passa pelos exames.
											Atualmente, temos um sistema educativo
											que é muito eficiente, mas, 
muito eficiente em insensatez.
											Na escola primária, todas as crianças 
se interessam por ciência,
											as raparigas e os rapazes.
											Eles gostam de desmantelar coisas.
São extremamente curiosos.
											Gostam de investigar.
Vão a museus da ciência.
											Eles gostam de brincar.
Estão na escola primária.
											São interessados.
											Mas, quando chegam ao ensino secundário, 
menos de 10 por cento
											deles possui, ainda, 
algum interesse pela ciência
											e, muito menos, o desejo de 
fazer disso uma carreira.
											Então, possuímos este sistema 
francamente eficiente
											em erradicar, de todas as mentes, 
qualquer interesse pela ciência.
									","
											How do we do that?
											Well, one of the problems, of course,
											turns out to be testing.
											We currently have an educational system
											which is very efficient but is very efficient at a rather bad thing.
											So in second grade, all the kids are interested in science,
											the girls and the boys.
											They like to take stuff apart. They have great curiosity.
											They like to investigate things. They go to science museums.
											They like to play around. They're in second grade.
											They're interested.
											But by 11th or 12th grade, fewer than 10 percent
											of them have any interest in science whatsoever,
											let alone a desire to go into science as a career.
											So we have this remarkably efficient system
											for beating any interest in science out of everybody's head.
									","
											Wie tun wir das?
											Als eines der Probleme
											stellen sich die Tests heraus.
											Wir haben zur Zeit ein Bildungssystem,
											das sehr effizient ist in 
einer sehr schlechten Sache.
											In der zweiten Klasse finden 
alle Kinder Wissenschaft toll,
											Mädchen und Jungen.
											Sie nehmen Zeug auseinander. 
Sie sind total neugierig.
											Sie untersuchen Dinge.
Sie gehen in wissenschaftliche Museen.
											Sie spielen gern herum.
Sie sind in der zweiten Klasse.
											Sie sind interessiert.
											Aber in der 11. oder 12. Klasse 
interessieren sich
											weniger als 10 Prozent 
auch nur im Ansatz dafür,
											geschweige denn will irgendjemand 
Wissenschaftler werden.
											Dieses unglaublich effiziente System
											treibt also effektiv jegliches wissenschaftliche 
Interesse aus den Köpfen heraus.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											¿Es esto lo que queremos?
											Creo que esto viene de lo que un profesor colega mío
											llama ""el método bulímico de la educación"".
											Ya saben. Pueden imaginar lo que es.
											Atascamos sus gargantas 
con un montón de hechos
											y luego ellos los vomitan 
para ponerlos en un examen
											y todo el mundo se va a casa sin 
peso intelectual añadido alguno.
									","
											É isto o que desejamos?
											Penso que isto advém daquilo que 
um colega meu
											define como 
""o método bulímico da educação.""
											Vocês sabem. 
Podem imaginar o que seja.
											Aqui, enfiamos-lhes um monte de factos 
pela goela abaixo
											e depois, acolá, eles vomitam-os 
nos exames,
											e toda a gente vai para casa sem 
qualquer tipo de mais valia intelectual.
									","
											Is this what we want?
											I think this comes from what a teacher colleague of mine
											calls ""the bulimic method of education.""
											You know. You can imagine what it is.
											We just jam a whole bunch of facts down their throats over here
											and then they puke it up on an exam over here
											and everybody goes home with no added intellectual heft whatsoever.
									","
											Wollen wir das?
											Ein Lehrerkollege von mir 
nannte die Ursache dafür
											""die bulimische Bildungsmethode"".
											Sie wissen, was ich meine, oder?
											Wir stopfen ihnen einfach 
einen Haufen Fakten in den Hals
											und dann kotzen sie sie 
beim Test wieder raus
											und alle gehen nach Hause ohne 
jegliche intellektuelle Bereicherung.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
											Esto no puede continuar.
											Entonces, ¿qué hacemos? Bueno, 
los genetistas, tengo que decir,
											tienen una máxima interesante según la cual viven.
											Los genetistas siempre dicen, que siempre 
obtienes lo que seleccionas.
											Y eso se entiende como una advertencia.
											Así que siempre vamos a conseguir 
lo que seleccionamos,
											y parte de lo que seleccionamos está 
en nuestros métodos de evaluación.
											Bueno, se habla mucho acerca 
de las pruebas y la evaluación,
											y tenemos que pensar cuidadosamente 
cuando estamos examinando
											cuando estamos evaluando o 
cuando estamos escardando,
											si estamos escardando gente,
											si estamos haciendo algún corte.
											La evaluación es una cosa. Se oye hablar 
mucho acerca de la evaluación
											en la literatura de estos días, 
en la literatura educativa,
											pero evaluación realmente equivale 
a retroalimentación y asciende
											a una oportunidad para el ensayo y error.
											Viene a ser la oportunidad de trabajar durante 
un período de tiempo más largo
											con este tipo de retroalimentación.
											Eso es diferente de desherbar, y 
por lo general, hay que decir,
											cuando la gente habla acerca de la evaluación, 
de evaluar estudiantes,
											evaluar profesores, evaluar escuelas,
											evaluar programas, de lo que realmente 
están hablando es de desherbar.
											Y eso es malo, porque entonces 
conseguirás lo que seleccionas,
											que es lo que hemos conseguido hasta ahora.
									","
											Isto não pode continuar a acontecer.
											Então o que fazemos?
Bem, os geneticistas, tenho de o dizer,
											têm uma máxima interessante 
que gostam de enunciar.
											Eles dizem sempre que 
""obtemos sempre aquilo que procuramos.""
											E dizem-no em tom de aviso.
											Então, se obtemos sempre 
aquilo que procuramos
											uma parte do que procuramos encontramos 
nos nossos métodos de aferição.
											Bem, fala-se muito sobre exames 
e sobre avaliação,
											e temos de pensar cuidadosamente, 
quando concebemos exames,
											se estamos a avaliar ou
se estamos a eliminar,
											se estamos a eliminar pessoas,
											se estamos a fazer algum corte.
											A avaliação é uma coisa.
Lemos muito sobre avaliação
											em literatura, nos dias de hoje, 
em literatura educacional,
											mas, na verdade, a avaliação 
implica retorno, implica
											a oportunidade de tentativa e erro.
											Implica a oportunidade de trabalhar durante 
um maior período de tempo
											com este tipo de retorno.
											É diferente de eliminar e, 
normalmente, tenho a dizer-vos
											que, quando me falam sobre avaliação, 
em avaliar alunos,
											avaliar professores, escolas,
											programas, as pessoas estão, realmente, 
a referir-se à eliminação.
											E isso é mau porque, depois, obtém-se 
aquilo que se selecionou,
											que é o que temos conseguido até agora.
									","
											This can't possibly continue to go on.
											So what do we do? Well the geneticists, I have to say,
											have an interesting maxim they live by.
											Geneticists always say, you always get what you screen for.
											And that's meant as a warning.
											So we always will get what we screen for,
											and part of what we screen for is in our testing methods.
											Well, we hear a lot about testing and evaluation,
											and we have to think carefully when we're testing
											whether we're evaluating or whether we're weeding,
											whether we're weeding people out,
											whether we're making some cut.
											Evaluation is one thing. You hear a lot about evaluation
											in the literature these days, in the educational literature,
											but evaluation really amounts to feedback and it amounts
											to an opportunity for trial and error.
											It amounts to a chance to work over a longer period of time
											with this kind of feedback.
											That's different than weeding, and usually, I have to tell you,
											when people talk about evaluation, evaluating students,
											evaluating teachers, evaluating schools,
											evaluating programs, that they're really talking about weeding.
											And that's a bad thing, because then you will get what you select for,
											which is what we've gotten so far.
									","
											Das kann so nicht weitergehen.
											Was tun wir also? 
Hier haben die Genetiker
											einen sehr praktischen Leitspruch.
											Sie sagen: ""Bei einem Screening 
findet man immer, was man gesucht hat.""
											Und das soll eine Warnung sein.
											Wenn wir also etwas aussieben,
haben wir im Ergebnis immer das Ausgesiebte.
											Und wir sieben teilweise nach
unseren Testmethoden aus.
											Wir hören eine Menge über
Testen und Evaluation
											und müssen beim Testen 
vorsichtig darüber nachdenken,
											ob wir hier bewerten oder aussieben.
											Ob wir nicht die Leute aussieben
											und bestimmte Menschen ausschließen.
											Bewerten ist die eine Sache.
Heutzutage hört man viel
											über Bewertungen
in der pädagogischen Literatur,
											doch Bewertung läuft 
auf Feedback hinaus
											und auf eine Möglichkeit, 
aus Fehlern zu lernen.
											Auf eine Chance, längerfristig
											mit dieser Art Feedback zu arbeiten.
											Das hat nichts mit Aussieben zu tun
und ich sage hier oft,
											wenn Leute übers Bewerten von Studenten,
											von Lehrern, von Schulen
oder Programmen sprechen,
											dann geht es hier eigentlich ums Aussieben.
											Und das ist schlecht, denn wir erhalten das, 
was wir vorausgewählt haben,
											und das haben wir bis jetzt auch erhalten.
									",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
"
","
","
","
",The pursuit of ignorance,Stuart Firestein,18:33,"education,humor,neuroscience,science,mind,curiosity,teaching"
