en,es,pt,de,fr,title,speaker,duration,tags
"
											And yet,
											and yet,
											with all of our talk in this culture
about moon shots,
											too few members of Generation Possible
and those of us who mentor them
											are taking on nuclear weapons.
											It's as if there's a taboo.
											But I remember something Kennedy said
that has really stuck with me,
											and that is something to the effect
											that humans can be as big as the solutions
											to all the problems we've created.
											No problem of human destiny, he said,
											is beyond human beings.
											I believe that.
											And I bet a lot of you here
believe that, too.
											And I know Generation
Possible believes it.
									","
											Y todavía
											y todavía,
											con toda nuestra charla en esta cultura 
de desafíos lunares,
											muy pocos de la generación posible 
y aquellos que somos sus mentores
											toman el tema de las armas nucleares.
											Es como si hubiera un tabú.
											Pero recuerdo algo que dijo Kennedy, 
que realmente lo tengo grabado
											y es que
											los humanos podemos ser 
tan grandes como las soluciones
											a todos los problemas que hemos creado.
											No hay problema 
en el destino humano, dijo,
											que esté más allá de los humanos.
											Yo creo eso.
											Y apuesto a que muchos de Uds. 
aquí también.
											Y sé que la generación posible lo cree.
									","
											Mesmo assim,
											mesmo assim,
											como toda a nossa conversa nesta cultura
sobre objetivos impossíveis,
											poucos membros da Geração Possível
e os seus mentores
											falam de armas nucleares.
											É como se houvesse um tabu.
											Mas lembro-me de algo que Kennedy disse
e que ficou na minha mente,
											algo sobre como os seres humanos
											podem ser tão grandiosos
como as soluções
											para os problemas que criámos.
											Ele disse: ""Nenhum problema
do destino humano
											""vai além dos seres humanos.""
											Acredito nisso.
											Aposto que muitos de vós
acreditam no mesmo.
											Sei que a Geração Possível
acredita nisso.
									","
											Und trotzdem,
											trotzdem,
											obwohl wir so oft über
unsere ehrgeizigen Pläne reden,
											nehmen sich zu wenige in der Generation
der Möglichkeiten und ihre Mentoren
											des Atomwaffenthemas an.
											Als ob es ein Tabu wäre.
											Aber ich erinnere mich
an einige Worte Kennedys,
											die mir in Erinnerung geblieben sind:
											Menschen können
gleich groß wie die Lösungen
											zu allen Problemen sein,
die wir verursachen.
											Kein Problem der Menschheit, sagte er,
											kann jemals größer als die Menschen sein.
											Ich glaube daran.
											Und ich wette, viele von Ihnen
glauben das auch.
											Die Generation
der Möglichkeiten glaubt das.
									","
											Et pourtant...
											Et pourtant,
											malgré tous nos discours
sur les voyages lunaires,
											rares sont les membres
de Génération Possible
											et ceux d'entre nous qui les encadrons,
qui se chargent des armes nucléaires.
											C'est comme s'il existait un tabou.
											Mais je me rappelle quelque chose
qu'a dit Kennedy qui m'a vraiment marquée
											qui veut dire que les humains
peuvent être aussi grands
											que les solutions à tous
les problèmes que nous avons créés.
											« Aucun problème lié
à la destinée humaine, a-t-il dit,
											n'est au-delà des capacités
des êtres humains. »
											J'y crois.
											Et je parie que beaucoup
d'entre vous ici y croient aussi.
											Et je sais que Génération
Possible y croit.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											So it's time to commit to a date.
											Let's end the nuclear weapons chapter
											on the 100th anniversary of its inception.
											After all, by 2045, we will have held
billions of people hostage
											to the threat of nuclear annihilation.
											Surely, 100 years will have been enough.
											Surely, a century of economic development
											and the development of military strategy
											will have given us better ways
to manage global conflict.
											Surely, if ever there was a global
moon shot worth supporting,
											this is it.
									","
											Así que es hora de comprometerse 
con una fecha.
											Vamos a terminar 
el capítulo de las armas nucleares
											en el 100 aniversario de su creación.
											Después de todo, en el 2045, 
habremos mantenido rehén
											a miles de millones de personas 
por la amenaza de la aniquilación nuclear.
											Seguramente, 100 años 
habrán sido suficientes.
											Sin duda, un siglo 
de desarrollo económico
											y desarrollo de la estrategia militar
											nos han dado mejores formas 
de gestionar los conflictos globales.
											Seguramente, si alguna vez hubo
											un desafío lunar mundial 
digno de apoyo, es este.
									","
											Está na altura de estabelecer uma data.
											Vamos fechar o capítulo
do armamento nuclear
											no 100º aniversário do seu início.
											Em 2045, milhares de milhões de pessoas
											terão sido reféns da ameaça
da destruição nuclear.
											Certamente, 100 anos bastam.
											Certamente, um século
de desenvolvimento económico
											e de desenvolvimento de estratégia militar
											terão fornecido melhores formas
de lidar com os conflitos globais.
											Certamente, se alguma vez houve
um objetivo impossível global
											que valesse a pena apoiar, é este.
									","
											Deshalb ist es Zeit,
ein Datum festzulegen.
											Schließen wir das Atomwaffen-Kapitel
											am 100. Jahrestag seiner Einführung.
											Immerhin werden wir bis 2045
Milliarden Menschen
											der Gefahr der nuklearen Auslöschung
ausgesetzt haben.
											100 Jahre müssen doch genug sein.
											Ein Jahrhundert voller Fortschritte
											in der Wirtschaft und Militärstrategie
											muss bessere Wege zum Lösen
globaler Konflikte hervorgebracht haben.
											Wenn es jemals ein ehrgeiziges
globales Projekt gab,
											das Unterstützung verdient,
											das hier ist es.
									","
											Donc, il est temps de fixer une date.
											Terminons le chapitre
des armes nucléaires,
											le jour du 100ème
anniversaire de sa création !
											Après tout, d'ici 2045, nous aurons pris
des milliards de personnes
											en otage de la menace
de l'annihilation nucléaire.
											Sans aucun doute, cent ans auraient suffi.
											Sans aucun doute, un siècle
de développement économique
											et le développement
de la stratégie militaire
											nous auraient apporté de meilleures façons
de gérer les conflits mondiaux.
											Sans aucun doute, s'il existait un projet
de voyage lunaire méritant notre aide,
											ce serait celui-ci.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											Now, in the face of real threats —
											for instance, North Korea's recent
nuclear weapons tests,
											which fly in the face of sanctions —
											reasonable people disagree
											about whether we should maintain
some number of nuclear weapons
											to deter aggression.
											But the question is:
What's the magic number?
											Is it a thousand?
											Is it a hundred? Ten?
											And then we have to ask:
											Who should be responsible for them?
											I think we can agree, however,
											that having 15,000 of them
represents a greater global threat
											to Jasmine's generation than a promise.
									","
											Ahora bien, en vista de 
las amenazas reales, por ejemplo,
											las recientes pruebas de armas 
nucleares de Corea del Norte,
											que son sancionables,
											la gente razonable no se pone de acuerdo
											acerca de si debemos mantener 
un cierto número de armas nucleares
											para disuadir la agresión.
											Pero la cuestión es: 
¿Cuál es el número mágico?
											¿Mil?
											¿Cien? ¿Diez?
											Y tenemos que preguntarnos:
											¿Quién debe ser responsable de ellas?
											Sin embargo, creo que podemos 
ponernos de acuerdo,
											que tener 15 000 armas representa 
una mayor amenaza mundial
											para la generación de Jasmine 
que una promesa.
									","
											Enfrentando as ameaças reais
											— por exemplo, os recentes testes
de armas nucleares da Coreia do Norte,
											desafiando sanções —
											pessoas razoáveis discordam
											se deveríamos manter
ou não armas nucleares
											para dissuadir a agressão.
											Mas a pergunta é:
Qual é o número mágico?
											Será mil?
											Será cem? Dez?
											Então, temos de perguntar:
											Quem se responsabilizará por elas?
											Penso que podemos concordar
											que ter umas 15 000 representa
uma maior ameaça global
											para a geração de Jasmine,
do que uma promessa.
									","
											Angesichts der reale Bedrohungen,
											wie Nordkoreas jüngste Atomwaffentests,
											die Sanktionen verletzen —
											vernünftige Menschen
sind sich nicht einig,
											ob wir einige Atomwaffen behalten sollten,
											um Angreifer abzuschrecken.
											Aber was ist die magische Zahl?
											Eintausend?
											Hundert? Zehn?
											Und dann stellt sich die Frage,
											wer die Verantwortung dafür übernimmt.
											Aber ich glaube, wir sind uns einig,
											dass 15 000 Atomwaffen eine größere
Gefahr für Jasmines Generation sind
											als ein Versprechen.
									","
											En présence de menaces réelles -
											par exemple, les tests nucléaires
récents de la Corée du Nord
											qui défient les sanctions -
											les personnes sensées divergent
											quant à un éventuel maintien
d'un certain nombre d'armes nucléaires
											pour dissuader l'agression.
											Mais la question est :
quel est le nombre magique ?
											Est-ce un millier ?
											Est-ce une centaine ? Dix ?
											Ensuite, nous devons demander :
qui devrait en avoir la responsabilité ?
											Je pense que nous pouvons convenir
											qu'en avoir 15 000 représente
une menace mondiale plus grande
											pour la génération de Jasmine,
qu'une promesse.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											So it's time we make a promise
											of a world in which we've broken
the stranglehold
											that nuclear weapons have
on our imaginations;
											in which we invest
in the creative solutions
											that come from working backward
from the future we desperately want,
											rather than plodding forward
from a present
											that brings all of the mental models
and biases of the past with it.
											It's time we pledge our resources
as leaders across the spectrum
											to work on this old problem in new ways,
											to ask, ""How might we?""
											How might we make good on a promise
											of greater security
for Jasmine's generation
											in a world beyond nuclear weapons?
											I truly hope you will join us.
									","
											Así que es hora de que hagamos una promesa
											de un mundo en el cual
rompamos el dominio
											que tienen las armas nucleares 
en nuestra imaginación;
											en la que invirtamos 
en soluciones creativas
											que trabajen hacia atrás desde el futuro 
que deseamos desesperadamente,
											en lugar de avanzar a paso pesado 
desde un presente
											cargado de modelos mentales 
y prejuicios del pasado.
											Es hora de comprometernos con nuestros 
recursos como líderes de todo el espectro
											para trabajar en este viejo problema 
de nuevas maneras,
											para preguntarnos: 
""¿Cómo podemos lograrlo?""
											¿Cómo podemos hacer valer una promesa
											de una mayor seguridad 
para la generación de Jasmine
											en un mundo más allá 
de las armas nucleares?
											Realmente espero que se unan a nosotros.
									","
											Está na altura de fazer a promessa
											de um mundo em que quebrámos
o estrangulamento
											que as armas nucleares exercem
na nossa imaginação;
											num mundo em que investimos
em soluções criativas
											que vêm de trabalho retrógrado
de um futuro que desesperadamente queremos,
											em vez de seguir lentamente
de um presente
											que encerra todos os seus modelos mentais
e preconceitos do passado.
											Está na altura de prometer os nossos 
recursos, enquanto líderes do espetro,
											para trabalhar neste velho problema
de novas formas,
											para perguntar: ""Como podemos?""
											Como podemos sair-nos bem
numa promessa
											por uma melhor segurança
para a geração de Jasmine
											num mundo para além 
do armamento nuclear?
											Espero que se juntem a nós.
									","
											Es ist Zeit für ein Versprechen
											für eine Welt, in der wir
den Würgegriff der Atomwaffen
											auf unsere Visionen beenden,
											in der wir in kreative
Lösungen investieren,
											die von der ersehnten Zukunft
rückwärts arbeiten,
											statt aus der Gegenwart loszustampfen,
											die alle Einstellungen und Vorurteile
der Vergangenheit mit sich trägt.
											Es wird Zeit, dass
wir alle als Wegbereiter
											mit neuen Methoden an diesem 
alten Problem arbeiten
											und fragen: ""Wie könnten wir?""
											Wir könnten wir Jasmines Generation
											ein Versprechen von höherer Sicherheit
											in einer atomwaffenfreien Welt geben?
											Ich hoffe sehr, dass Sie mitmachen.
									","
											Il est donc temps
de faire la promesse
											d'un monde dans lequel
nous avons brisé l'emprise
											des armes nucléaires
sur nos imaginations ;
											dans lequel nous investissons
dans les solutions créatives
											issues d'un travail à reculons à partir
du futur que nous voulons vraiment,
											plutôt que d'avancer
laborieusement à partir d'un présent
											qui apporte avec lui tous les modèles
mentaux et les préjugés du passé.
											Il est temps d'engager nos ressources,
en tant que dirigeants de tous horizons,
											pour travailler sur ce vieux
problème de façon nouvelle,
											pour demander :
« Comment pourrions-nous ? »
											Comment pourrions-nous
respecter notre promesse
											d'une plus grande sécurité
pour la génération de Jasmine
											dans un monde au-delà
des armes nucléaires ?
											J'espère vraiment
que vous nous rejoindrez.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											Thank you.
									","
											Gracias.
									","
											Obrigada.
									","
											Danke.
									","
											Merci.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											Thank you.
									","
											Gracias.
									","
											Obrigada.
									","
											Danke.
									","
											Merci.
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
											(Applause)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									","
											(Applaudissements)
									",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
"
","
","
","
","
",The world doesn't need more nuclear weapons,Erika Gregory,14:59,"collaboration,fear,government,global issues,history,humanity,nuclear energy,nuclear weapons,technology,peace,security,terrorism,violence,war"
