de,en,es,fr,pt,title,speaker,duration,tags
"
											Sie können sich denken, 
in welche Richtung, oder?
											In 168 Stunden pro Woche
											können Sie Zeit für die Dinge finden, 
die Ihnen wichtig sind.
											Wenn Sie mehr Zeit mit den
Kindern verbringen möchten,
											mehr für eine Prüfung lernen,
											3 Stunden Sport machen oder 2 Stunden 
ehrenamtlich arbeiten möchten,
											dann können Sie das,
											selbst wenn Sie viel
mehr als Vollzeit arbeiten.
									","
											You can guess in which direction, right?
											Anyway, in 168 hours a week,
											I think we can find time
for what matters to you.
											If you want to spend
more time with your kids,
											you want to study more
for a test you're taking,
											you want to exercise for three hours
and volunteer for two,
											you can.
											And that's even if you're working
way more than full-time hours.
									","
											Pueden adivinar en qué dirección, ¿verdad?

											De todos modos, en 168 horas a la semana,
											Creo que podemos encontrar tiempo
a lo que nos importa.
											Si quieren pasar más tiempo con sus hijos,

											quieren estudiar más para una prueba
que tomarán,
											quieren hacer ejercicio por tres horas
y dos de voluntariado,
											sí se puede.
											Y eso es incluso si están trabajando
mucho más que horas de tiempo completo.
									","
											Vous pouvez deviner dans quel sens, non ?
											De toute façon,
en 168 heures par semaine,
											vous pouvez trouver du temps
pour ce qui compte pour vous.
											Si vous voulez passer du temps
avec vos enfants,
											vous voulez étudier davantage
pour votre examen,
											vous voulez faire 3 heures d'exercice
et faire 2 heures de bénévolat,
											vous pouvez.
											Et ça, même si vous travaillez
beaucoup plus qu'un temps plein.
									","
											Conseguem adivinhar
se a mais se a menos, não é?
											Seja como for,
em 168 horas numa semana,
											penso que conseguimos encontrar
tempo para aquilo que importa.
											Se querem passar
mais tempo com os vossos filhos,
											se querem estudar
mais para o próximo teste,
											se querem fazer 3 horas de exercício
e 2 horas de voluntariado,
											conseguem.
											Mesmo que trabalhem muito mais
que as horas normais de trabalho.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Wir haben also jede Menge Zeit,
was toll ist.
											Denn wissen Sie was?
											Wir brauchen gar nicht so viel Zeit, 
um tolle Dinge zu machen.
											Aber wenn viele von uns 
etwas Zeit haben, was machen wir da?
											Das Handy rausholen, stimmt's?
											E-Mails löschen.
											Oder wir werkeln am Haus rum.
											Oder schauen fern.
									","
											So we have plenty of time, which is great,
											because guess what?
											We don't even need that much
time to do amazing things.
											But when most of us have
bits of time, what do we do?
											Pull out the phone, right?
											Start deleting emails.
											Otherwise, we're puttering
around the house
											or watching TV.
									","
											Tenemos mucho tiempo, lo cual es genial,

											¿adivinen qué?

											No necesitamos tanto tiempo
para hacer cosas asombrosas.
											Pero cuando muchos de nosotros
tenemos poco tiempo, ¿qué hacemos?
											Sacan el teléfono, ¿verdad?

											Comienzan a eliminar correos electrónicos.
											O si no, holgazaneamos en casa
											o vemos televisión.
									","
											Nous avons plein de temps,
ce qui est génial,
											parce que devinez quoi ?
											On n'a pas besoin d'autant de temps
pour faire des choses inouïes.
											Mais quand on a un peu de temps,
qu'est-ce qu'on fait ?
											On sort le téléphone, non ?
											On efface les mails.
											Sinon, on flâne dans la maison
											ou on regarde la télé.
									","
											Então temos muito tempo,
o que é ótimo,
											porque sabem que mais?
											Não precisamos assim de tanto
tempo para fazer coisas fantásticas.
											Mas quando a maioria de nós
tem um tempinho, o que fazemos?
											Puxamos do telemóvel, não é?
											Apagamos e-mails.
											Ou então, andamos
muito ocupados em casa
											ou a ver TV.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Aber kurze Momente können 
eine große Bedeutung haben.
											Sie können Ihre freien Momente
											zu Momenten der Freude machen.
											Vielleicht entscheiden Sie im Bus,
etwas Schönes zu lesen,
											auf dem Weg zur Arbeit.
											Als ich, um zur Arbeit zu kommen,
											jeden Morgen zwei Busse
und die U-Bahn nehmen musste,
											habe ich mir am Wochenende 
immer Lesestoff geholt.
											Das machte das Ganze
sogar fast schon angenehm.
											Pausen auf Arbeit können zum 
Meditieren oder zum Beten genutzt werden.
											Wenn das Abendessen mit der Familie 
wegen des übervollen Arbeitstags ausfällt,
											kann ein Frühstück mit
der Familie ein guter Ersatz sein.
									","
											But small moments can have great power.
											You can use your bits of time
											for bits of joy.
											Maybe it's choosing to read
something wonderful on the bus
											on the way to work.
											I know when I had a job
that required two bus rides
											and a subway ride every morning,
											I used to go to the library
on weekends to get stuff to read.
											It made the whole experience
almost, almost, enjoyable.
											Breaks at work can be used
for meditating or praying.
											If family dinner is out
because of your crazy work schedule,
											maybe family breakfast
could be a good substitute.
									","
											Pero los pequeños momentos
pueden tener gran poder.
											Pueden usar su poco tiempo
											por fragmentos de alegría.
											Tal vez está eligiendo leer
algo maravilloso en el autobús
											de camino al trabajo.
											Tuve un trabajo que requería
dos viajes en bus
											y un paseo en metro cada mañana,

											iba a la biblioteca los fines de semana 
para tener algo que leer.
											Hizo toda la experiencia
casi, casi, agradable.
											Los descansos en el trabajo 
pueden usarse para meditar o rezar.
											Si la cena familiar es imposible
debido a su loco horario de trabajo,
											quizás un desayuno familiar
podría ser un buen sustituto.
									","
											Mais les petits moments
peuvent avoir un grand pouvoir.
											Vous pouvez utiliser ces bouts de temps
											pour des bouts de joie.
											Ça peut être choisir de lire
quelque chose de beau dans le bus
											sur la route du boulot.
											Quand j'avais un boulot
où je prenais deux bus
											et un métro chaque matin,
											j'allais à la bibliothèque
le week-end prendre des livres.
											Ça rendait l'expérience
presque, presque, agréable.
											Pendant les pauses au boulot,
on peut méditer ou prier.
											Si on n'a pas le temps
pour un dîner familial,
											on peut le remplacer
par un petit-déjeuner familial.
									","
											Mas os pequenos momentos
podem ter um grande poder.
											Podem usar bocados de tempo
											para bocados de alegria.
											Talvez seja escolher ler
algo maravilhoso no autocarro,
											a caminho do trabalho.
											Tive um trabalho em que tinha
de apanhar dois autocarros
											e o metro todas as manhãs.
											Costumava ir à livraria aos fins de semana
comprar livros para ler.
											Tornava a experiência quase agradável.
											As pausas no trabalho podem servir
para meditar ou rezar.
											Se o jantar em família é impossível,
devido aos vossos horários,
											talvez um pequeno almoço em família
seja um bom substituto.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Man muss seine gesamte 
Zeit im Blick haben,
											um zu sehen, wo man die guten 
Dinge unterbringen kann.
											Daran glaube ich fest.
											Die Zeit ist da.
											Auch wenn wir beschäftigt sind,
											haben wir Zeit für die wichtigen Dinge.
											Wenn wir uns auf 
das Wichtige konzentrieren,
											können wir das Leben aufbauen,
das wir uns wünschen,
											in der Zeit, die wir haben.
									","
											It's about looking at
the whole of one's time
											and seeing where the good stuff can go.
											I truly believe this.
											There is time.
											Even if we are busy,
											we have time for what matters.
											And when we focus on what matters,
											we can build the lives we want
											in the time we've got.
									","
											Se trata de mirar 
la totalidad de su tiempo
											y ver dónde puede estar lo bueno.
											Realmente lo creo.
											Hay tiempo.
											Incluso si estamos ocupados,
											tenemos tiempo para lo que importa.
											Y cuando nos centramos en lo que importa,
											podemos construir las vidas que queremos

											en el tiempo que tenemos.

									","
											Il s'agit de regarder
l'ensemble de notre temps
											et de voir où on peut mettre
les trucs sympas.
											Je crois vraiment à ceci.
											Il y a du temps.
											Même si on est occupé,
											on a du temps pour ce qui compte.
											Quand on se concentre sur ce qui compte,
											on peut construire les vies que l'on veut
											dans le temps qu'on a.
									","
											Trata-se de olhar para o tempo
de alguém como um todo
											e perceber onde se podem
encaixar as coisas boas.
											Acredito mesmo nisto.
											Há tempo.
											Mesmo quando estamos ocupados,
											temos tempo para o que é importante.
											Quando nos focamos no que é importante,
											podemos construir
a vida que queremos
											no tempo que temos.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											Danke.
									","
											Thank you.
									","
											Gracias.
									","
											Merci.
									","
											Obrigada.
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
											(Applaus)
									","
											(Applause)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Aplausos)
									",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
"
","
","
","
","
",How to gain control of your free time,Laura Vanderkam,11:54,"choice,goal-setting,happiness,personal growth,work,work-life balance,time"
