fr,en,pt,tr,es,title,speaker,duration,tags
"
											L'Afrique ?
											On a pas mal entendu dire que
la décennie de l'Afrique est arrivée.
											Dans ce monde G-zéro,
c'est une époque géniale
											pour quelques pays africains
											qui sont bien gouvernés
et fortement urbanisés,
											avec beaucoup de gens intelligents,
une main d’œuvre qui se féminise
											et un dynamisme commercial qui décolle.
											Mais pour la plupart des pays africains,
											ça va être plus dangereux,
											avec des conditions climatiques extrêmes,
											le radicalisme islamiste
et le radicalisme chrétien,
											une gouvernance de faible qualité,
											des frontières impossibles à défendre,
des migrations forcées.
											Ces pays pourraient
être rayés de la carte.
											Alors on va voir se produire
une réelle ségrégation
											entre les gagnants
et les perdants en Afrique.
									","
											Africa, right?
											A lot of people have said
it's going to be Africa's decade, finally.
											In a G-Zero world,
it is absolutely an amazing time
											for a few African countries,
											those governed well
with a lot of urbanization,
											a lot of smart people,
women really getting into the workforce,
											entrepreneurship taking off.
											But for most of the countries in Africa,
											it's going to be a lot more dicey:
											extreme climate conditions,
											radicalism both from Islam
and also Christianity,
											very poor governance,
											borders you can't defend,
lots of forced migration.
											Those countries can fall off the map.
											So you're really going to see
an extreme segregation going on
											between the winners
and the losers across Africa.
									","
											África, certo?
											Muitas pessoas têm dito que
esta será finalmente a década de África.
											Num mundo G-Zero,
é uma altura absolutamente fantástica
											para alguns países africanos,
											os que são bem governados
com alta taxa de urbanização,
											muitas pessoas inteligentes,
mulheres a fazerem parte da força laboral,
											o empreendedorismo a dar um salto.
											Mas para a maioria dos países de África,
											o futuro é mais incerto:
											condições climáticas extremas,
											radicalismo proveniente do Islão
e do Cristianismo,
											governações muito fracas,
											fronteiras impossíveis de defender,
muita migração forçada.
											Estes países podem desaparecer do mapa.
											Portanto irão assistir 
a uma segregação extrema
											entre os vencedores
e os perdedores por toda a África.
									","
											Afrika?
											Birçok insan sonunda
Afrika'nın zamanı geldiğini söylüyor.
											G-Sıfır Dünyası'nda,
yeni birkaç Afrika ülkesi
											için kesinlikle mükemmel bir zaman,
											iyi yönetilen ve
kentleşmenin yaygın olduğu,
											birçok zeki insanıyla,
kadınların iş gücüne gerçekten katıldığı,
											girişimciliğin kalkındığı ülkeler için.
											Ancak Afrika'daki ülkelerin çoğu için,
											daha da tehlikeli hâle gelecek:
											uç noktada iklim koşulları,
											İslam ve de Hristiyanlık için radikalizm,
											çok zayıf yönetim,
											savunulamaz sınırlar, çokça zoraki göç.
											Bu ülkeler haritadan silinebilir.
											Yani Afrika'da kazananlar
ve kaybedenler arasında
											çok aşırı bir ayrımcılık
oluştuğunu göreceksiniz.
									","
											¿África?
											Mucha gente ha dicho que va a ser 
la década de África, por fin.
											En un mundo G cero, es una época genial
											para unos pocos países africanos,
											los gobernados bien 
sin mucha urbanización,
											hay mucha gente inteligente, mujeres
que ingresan al mercado laboral,
											el emprendimiento que despega.
											Pero para la mayoría 
de los países de África,
											va a ser mucho más peligroso:
											Condiciones climáticas extremas,
											radicalismo tanto islámico
como cristiano,
											muy mala gobernabilidad,
											fronteras que no puedes defender,
mucha migración forzada.
											Esos países pueden caerse del mapa.
											Se producirá una gran segregación
											entre los ganadores y los perdedores
en toda África.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Pour en revenir aux États-Unis...
											Qu'est-ce que je pense de nous ?
											Il y a beaucoup de gens contrariés,
											pas ici à TEDx, je sais bien,
											mais aux États-Unis, et grand Dieu,
											après 15 mois de campagne,
c'est compréhensible.
											Je comprends ça.
											Mais beaucoup de gens contrariés disent :
« Washington ne marche pas,
											on se méfie de l'establishment.
On hait les médias. »
											Même des mondialistes comme moi
doivent faire face à ça.
									","
											Finally, back to the United States.
											What do I think about us?
											Because there are a lot of upset people,
											not here at TEDx, I know,
											but in the United States, my God,
											after 15 months of campaigning,
we should be upset.
											I understand that.
											But a lot of people are upset
because they say, ""Washington's broken,
											we don't trust the establishment,
we hate the media.""
											Heck, even globalists like me
are taking it on the chin.
									","
											Por fim, de volta aos EUA,
											O que penso sobre nós?
											Por haver muitas pessoas zangadas,
											não aqui na TEDx, eu sei,
											mas nos EUA, meu Deus,
											depois de 15 meses de campanha,
devíamos mesmo estar zangados.
											Eu compreendo isso.
											Mas muitas pessoas estão zangadas
porque dizem ""Washington não funciona,
											""não confiamos nas elites do poder,
detestamos os 'media'.""
											Bem, até globalistas como eu
estão a ""comer e calar"".
									","
											Sonunda tekrar Birleşik Devletler'e.
											Bizim hakkımızda ne düşünüyorum?
											Çünkü birçok sinirli insan var,
											burada, TEDx'de yok biliyorum,
											ama Amerika'da, aman Tanrım,
											15 aylık seçim sürecinden sonra,
sinirli olmalıyız.
											Bunu anlayabiliyorum.
											Ancak birçok insan üzgün
ve diyor ki ""Washington çökmüş,
											hükûmete güvenmiyoruz,
basından nefret ediyoruz.""
											Kahrolsun, benim gibi küreselciler
bile bunu sineye çekiyor.
									","
											Finalmente, volviendo a EE.UU.
											¿Qué pienso de nosotros?
											Porque hay un montón de gente molesta,
											no aquí en TEDx, lo sé,
											pero en EE.UU., mi Dios,
											tras 15 meses de campaña,
deberíamos estar molestos.
											Lo entiendo.
											Pero mucha gente está molesta
y dice: ""Washington no funciona,
											no confiamos en el establishment,
detestamos a los medios"".
											Diablos, hasta los globalistas como yo
debemos enfrentar eso.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Je pense que nous devons reconnaître,
											mes amis campeurs,
											que quand l'ours est à vos trousses,
											dans le contexte mondial, il ne s'agit pas
de courir plus vite que lui
											mais seulement plus vite
que les autres campeurs.
									","
											Look, I do think we have to recognize,
											my fellow campers,
											that when you are being
chased by the bear,
											in the global context,
you need not outrun the bear,
											you need to only outrun
your fellow campers.
									","
											Vejam, eu acredito que temos de admitir,
											meus caros campistas,
											que quando estão a ser
perseguidos por um urso,
											num contexto global, não precisam
de correr mais rápido do que o urso,
											só precisam de correr mais rápido
do que os vossos companheiros campistas.
									","
											Bakın, bence şunu kabul etmeliyiz,
											yoldaş kampçılar,
											ayı tarafından kovalandığınızda
											küresel anlamda,
ayıdan kaçmanız gerekmiyor,
											sadece diğer kampçılardan
daha hızlı kaçmanız gerekiyor.
									","
											Pienso que tenemos que reconocer,
											compañeros de campamento,
											que cuando te persigue el oso,
											en el contexto mundial,
no se debe correr más rápido que él,
											solo tienes que correr más rápido
que tus compañeros de campamento.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											(Rires)
									","
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Risas)
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Je viens de vous parler
											de ce qui arrive à nos amis campeurs.
											De ce point de vue,
											on s'en sort pas mal.
											Beaucoup de gens disent :
											« Adoptons le dollar et le marché
immobilier new-yorkais.
											Envoyons nos enfants
dans des universités américaines. »
											Nous avons des super voisins :
											le Canada, le Mexique
et deux grandes étendues d'eau.
											Vous imaginez comme la Turquie
aimerait avoir de tels voisins ?
											Ce sont des voisins trop bien !
									","
											Now, I just told you
											about our fellow campers.
											Right? And from that perspective,
											we look OK.
											A lot of people in that context say,
											""Let's go dollar.
Let's go New York real estate.
											Let's send our kids
to American universities.""
											You know, our neighbors are awesome:
											Canada, Mexico
and two big bodies of water.
											You know how much Turkey
would love to have neighbors like that?
											Those are awesome neighbors.
									","
											Acabei de vos falar
											sobre os nossos companheiros campistas.
											Certo? E através dessa perspetiva,
											tudo parece correr bem para nós.
											Muitas pessoas nesse contexto dizem:
											""Vamos apostar no dólar.
Vamos apostar em imóveis em Nova Iorque.
											""Vamos mandar os nossos filhos
para universidades norte-americanas.""
											Sabem, os nossos vizinhos são fantásticos:
											Canadá, México
e dois grandes corpos de água.
											Sabem o quão a Turquia
adoraria ter vizinhos assim?
											São vizinhos fantásticos.
									","
											Şimdi, size yoldaş
											kampçılar hakkında konuştum.
											Değil mi? Ve bu bakış açısından
											iyi durumda görünüyoruz.
											Bu bağlamda birçok kişi şöyle söyler,
											""Hadi dolar alalım,
New York'ta gayrimenkul alalım,
											çocuklarımızı Amerikan
üniversitelerine gönderelim.""
											Biliyorsunuz ki komşularımız muhteşemler:
											Kanada, Meksika ve
iki büyük su birikintisi.
											Türkiye'nin böyle komşuları olmasını
ne kadar isteyeceğinin farkında mısınız?
											Bunlar muhteşem komşular.
									","
											Acabo de hablarles
											de nuestros compañeros campistas.
											¿Cierto? Y desde esa perspectiva,
											estamos bien.
											Mucha gente en ese contexto dice:
											""Invirtamos en el dólar.
Invirtamos en inmuebles en Nueva York.
											Enviemos a nuestros niños 
a universidades de EE.UU.""
											Ya saben, tenemos vecinos geniales:
											Canadá, México y dos océanos.
											¿Saben cuánto le encantaría a Turquía
tener vecinos como esos?
											Son vecinos encantadores.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Le terrorisme est un problème
aux États-Unis.
											Nous ne le savons que trop bien
ici, à New York.
											Mais le problème est bien pire
en Europe.
											Et bien pire encore au Moyen-Orient
											qu'en Europe.
											Voici des facteurs importants.
											Nous venons d'accepter 10 000 réfugiés
syriens et nous nous en plaignons.
											Et comment ça se fait ?
Ils ne peuvent pas nager jusqu'ici.
											Pas vrai ? Les Turcs adoreraient
n'avoir que 10 000 réfugiés.
											Et les Jordaniens, les Allemands,
les Britanniques, pas vrai ?
											Mais ce n'est pas le cas.
											Voilà la réalité
de la situation américaine.
									","
											Terrorism is a problem
in the United States.
											God knows we know it here in New York.
											But it's a much bigger problem
in Europe than the US.
											It's a much bigger problem
in the Middle East
											than it is in Europe.
											These are factors of large magnitude.
											We just accepted 10,000 Syrian refugees,
and we're complaining bitterly about it.
											You know why?
Because they can't swim here.
											Right? I mean, the Turks would love
to have only 10,000 Syrian refugees.
											The Jordanians,
the Germans, the Brits. Right?
											That's not the situation.
											That's the reality of the United States.
									","
											O terrorismo é 
um problema nos EUA.
											Nós sabemos bem isso aqui em Nova Iorque.
											Mas é um problema muito 
maior na Europa do que nos EUA.
											É um problema ainda
maior no Médio Oriente
											do que é na Europa.
											Estes são fatores de grande magnitude.
											Aceitámos acolher 10 000 refugiados
sírios e queixamo-nos veementemente disso.
											Sabem porquê?
Porque eles não conseguem nadar até aqui.
											Não é? Quer dizer, os turcos 
adorariam ter só 10 000 refugiados sírios.
											Os jordanos,
os alemães, os britânicos. Certo?
											Mas esse não é o caso.
											Essa é a realidade dos EUA.
									","
											Terörizm Birleşik Devletler'de bir sorun.
											Tanrı bilir ki bunu
New York'ta çok iyi biliyoruz.
											Ancak Avrupa'da, ABD'den
çok daha büyük bir sorun.
											Orta Doğu'da ise Avrupa olduğundan
											daha da büyük bir sorun.
											Bunlar çok önemli etkenler.
											Sadece 10 bin Suriyeli mülteci
kabul ettik ve sürekli söyleniyoruz.
											Neden biliyor musunuz?
Çünkü buraya yüzemiyorlar.
											Değil mi? Yani, Türkiye sadece 10 bin
Suriyeli mülteciyi o kadar çok isterdi ki!
											Ürdünlüler, Almanlar,
İngilizler. Değil mi?
											Durum bu değil.
											Bu Birleşik Devletler'in gerçekliği.
									","
											El terrorismo es un problema en EE.UU.
											Solo Dios sabe lo que pasamos 
aquí en Nueva York.
											Pero es un problema mucho más grande
en Europa que en EE.UU.
											Es un problema mucho más grande
en Medio Oriente
											que en Europa.
											Estos son factores de gran magnitud.
											Acabamos de aceptar 10 000 refugiados 
sirios, y nos quejamos mucho de eso.
											¿Saben por qué?
Porque no pueden nadar hasta aquí.
											A los turcos les encantaría
tener solo 10 000 refugiados sirios.
											A los jordanos, alemanes, 
británicos. ¿Cierto?
											Esa no es la situación.
											Esa es la realidad de EE.UU.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Ça a l'air plutôt pas mal.
											Voilà notre défi :
											dans un monde G-zéro, il faut diriger
											en étant un exemple.
											Si nous ne voulons pas
assurer la sécurité du monde
											ou être les architectes
du commerce mondial
											ou promouvoir nos valeurs dans le monde,
											et que nous ne ferons plus tout ça,
											et que le XXIe siècle change,
											alors nous devons incarner
un exemple si persuasif
											que les autres pays continueront à dire :
											ils ne sont pas juste les plus rapides ;
											même quand l'ours n'est pas là,
ils ont une position enviable ;
											suivons donc leur exemple.
									","
											Now, that sounds pretty good.
											Here's the challenge.
											In a G-Zero world, the way you lead
											is by example.
											If we know we don't want to be
the global cop anymore,
											if we know we're not going to be
the architect of global trade,
											we're not going to be
the cheerleader of global values,
											we're not going to do it
the way we used to,
											the 21st century is changing,
											we need to lead by example —
be so compelling
											that all these other people
are going to still say,
											it's not just they're faster campers.
											Even when the bear is not chasing us,
this is a good place to be.
											We want to emulate them.
									","
											Isso soa muito bem.
											Aqui está o desafio.
											Num mundo G-Zero, a maneira como se lidera
											é pelo exemplo.
											Se sabemos que não queremos 
ser mais os polícias do mundo,
											se sabemos que não vamos ser
os arquitetos do comércio mundial,
											não vamos ser
a claque de apoio aos valores globais,

											não o vamos fazer
da maneira como costumávamos,
											o século XXI está a mudar,
											precisamos de liderar pelo exemplo
— sermos tão apelativos
											que todas as outras pessoas
irão continuar a dizer:
											""não é só eles 
serem campistas mais rápidos.
											""Mesmo quando o urso não nos persegue,
este é um bom lugar para estar.
											""Queremos imitá-los.""
									","
											Şimdi, bu kulağa iyi geliyor.
											Zorluk da tam burada.
											G-Sıfır dünyasında, öncülüğü
											örnek olarak yaparsınız.
											Artık küresel polis
olmayacağımızı biliyorsak,
											küresel ticaretin kurucusu
olmayacağımızı biliyorsak,
											küresel değerlerin amigosu olmayacağız,
											bunu eskiden yaptığımız
gibi yapmayacağız,
											21. yüzyıl değişiyor,
											örnek olarak liderlik yapmalıyız,
öylesine çetin olmalıyız ki
											diğer bütün insanlar şöyle diyecek,
											sadece daha hızlı kampçılar
olmalarından değil.
											Ayı bizi kovalamıyor olsa bile
burası iyi bir yer.
											Onları özendireceğiz.
									","
											Eso suena bastante bien..
											Pero este es el desafío.
											En un mundo G cero, uno lidera
											con el ejemplo.
											Si sabemos que ya no queremos 
ser la policía del mundo,
											si sabemos que no seremos 
los arquitectos del comercio mundial,
											que no seremos los animadores 
de los valores mundiales,
											no lo haremos como solíamos hacerlo,
											el siglo XXI está cambiando,
											debemos liderar con el ejemplo,
ser tan convincentes
											que toda esa otra gente dirá
											que no es justo que sean 
los campistas más veloces.
											Aun cuando el oso no nos persigue,
este es un buen lugar para estar.
											Queremos emularlos.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Notre course électorale cette année
n'est pas une très bonne façon
											de diriger par l'exemple.
											Hillary Clinton dit pouvoir revenir
aux années 1990.
											On peut toujours promouvoir
nos valeurs dans le monde,
											être les architectes
du commerce mondial
											et assurer la sécurité du monde.
											Quant à Donald Trump, il veut revenir
aux années 1930.
											Son credo, c'est « Faites ce que je dis
ou bien barrez-vous. »
											Les deux candidats ignorent cette vérité
fondamentale dans un monde G-zéro :
											bien que les États-Unis
ne soient pas en déclin,
											il est, de fait, de plus en plus difficile
											pour les Américains d'imposer leur volonté
											ou d'avoir une grande influence
											sur l'ordre mondial.
									","
											The election process this year
is not proving a good option
											for leading by example.
											Hillary Clinton says
it's going to be like the '90s.
											We can still be
that cheerleader on values.
											We can still be
the architect of global trade.
											We can still be the global sheriff.
											And Donald Trump wants
to bring us back to the '30s.
											He's saying, ""Our way or the highway.
You don't like it, lump it."" Right?
											Neither are recognizing
a fundamental truth of the G-Zero,
											which is that even though
the US is not in decline,
											it is getting objectively harder
											for the Americans to impose their will,
											even have great influence,
											on the global order.
									","
											O processo eleitoral deste ano
não se apresenta como uma boa opção
											para a liderança através do exemplo.
											Hillary Clinton diz
que vai ser como nos anos 90.
											Podemos continuar a ser
a claque de apoio aos valores.
											Podemos continuar a ser
os arquitetos do comércio mundial.
											Podemos continuar
a ser os ""xerifes"" globais.
											E Donald Trump quer
levar-nos de volta aos anos 30.
											Ele diz: ""Ou aceitam a nossa maneira ou 
saem. Se não gostam, temos pena."" Não é?

											Nenhum deles está a reconhecer
uma verdade fundamental do G-Zero,
											que é que, mesmo que os
EUA não estejam em declínio,
											está a tornar-se
objetivamente mais difícil
											para os norte-americanos 
imporem a sua vontade,
											para terem grande influência
											na ordem mundial.
									","
											Bu senenin seçim süreci
örnek liderlik yapmak için
											iyi bir seçenek sunmuyor.
											Hillary Clinton 90'lar
gibi olacağını söylüyor.
											Değerlerin amigosu olabiliriz hâlâ.
											Hâlâ küresel ticaretin
kurucusu olabiliriz.
											Hâlâ küresel şerif olabiliriz.
											Donald Trump ise bizi
30'lara geri götürmek istiyor.
											""Ya sev ya terk et! İşte hendek
işte deve"" diyor. Değil mi?
											İkisi de G-Sıfır'ın temel
gerçeğini kabul etmiyor,
											o da şu ki, ABD zayıflıyor olmasa da
											Amerikalılar için isteklerini
											kabul ettirmek hatta
											küresel düzene büyük etki etmek
											gittikçe zorlaşıyor.
									","
											El proceso electoral de este año
no está demostrando ser una buena opción
											para liderar con el ejemplo.
											Hillary Clinton dice que
será como en los años 90.
											Podemos aún ser los animadores
de los valores.
											Podemos aún ser los arquitectos 
del comercio mundial.
											Podemos aún ser la policía del mundo.
											Y Donald Trump quiere llevarnos
de vuelta a los años 30.
											Dice: ""Es como yo digo y si no, no.
Si no te gusta, es tu problema"", ¿sí?
											Tampoco están reconociendo
una verdad fundamental del G cero,
											que es que aunque EE.UU. 
no está en declive,
											es objetivamente más difícil
											para EE.UU. imponer su voluntad,
											aunque tiene gran influencia,
											a nivel mundial.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Sommes-nous prêts à être leaders
en montrant l'exemple ?
											Comment réparer cette situation
											après le mois de novembre
											et l'arrivée du prochain président ?
											Soit nous avons une nouvelle crise
qui nous oblige à agir,
											comme une dépression économique,
											une autre crise financière mondiale,
											ou, Dieu nous en garde, un 11 septembre.
											Soit, sans crise,
											nous devrons accepter
											que les délocalisations
les inégalités, les difficultés
											qui se multiplient aux États-Unis
											sont urgentes en elles-mêmes
											et doivent faire réagir nos dirigeants.
											Nous avons ces voix.
											Avec chacun de nos téléphones portables,
											nous avons ces voix qui peuvent
les faire changer.
									","
											Are we prepared to truly lead by example?
											What would we have to do to fix this
											after November,
											after the next president comes in?
											Well, either we have to have
another crisis that forces us to respond.
											A depression would do that.
											Another global financial
crisis could do this.
											God forbid, another 9/11 could do that.
											Or, absent crisis,
											we need to see that the hollowing out,
the inequality, the challenges
											that are growing and growing
in the United States,
											are themselves urgent enough
											to force our leaders to change,
											and that we have those voices.
											Through our cell phones, individually,
											we have those voices
to compel them to change.
									","
											Estaremos preparados para
liderar verdadeiramente pelo exemplo?
											O que teríamos de fazer para corrigir isto
											depois de novembro,
											depois de o novo presidente
assumir o cargo?
											Bem, ou teremos de sofrer
outra crise que nos force a reagir.
											Uma depressão faria isso.
											Outra crise financeira global faria isso.
											Deus nos livre, outro
11 de setembro poderia fazer isso.
											Ou, na falta de uma crise,
											precisamos de ver que a externalização,
a desigualdade, os desafios
											que estão constantemente 
a aumentar nos EUA,
											são, por si só, suficientemente urgentes
											para obrigar os nossos líderes a mudar,
											e que temos essas vozes.
											Através dos 
nossos telemóveis, individualmente,
											temos essas vozes
para os convencer a mudar.
									","
											Gerçekten örnek olarak
liderlik yapmaya hazır mıyız?
											Bunu sağlamak için
											Kasım'dan sonra
											yeni başkan gelince ne yapmalıyız?
											Ya bizi tepki vermeye zorlayacak
başka bir kriz olacak.
											Bir buhran bunu yapabilir.
											Başka bir küresel ekonomik kriz olabilir.
											Tanrı korusun, yeni bir
11 Eylül bunu yapabilir.
											Ya da kriz olmadan,
											gittikçe büyüyen ve Amerika'da büyüyen
											boşlukların, eşitsizliğin, zorlukların
											ta kendilerinin artık liderlerimizi
											değişime zorlayacak kadar önemli olduğunu
											ve bu sese sahip olduğumuzu görmeliyiz.
											Cep telefonlarımızdan, bireysel olarak,
											onları değişime zorlayacak sese sahibiz.
									","
											¿Estamos preparados para 
liderar con el ejemplo?
											¿Qué tendríamos que hacer 
para resolver esto
											después de noviembre,
											después de que llegue 
el próximo presidente?
											Bueno, o tenemos que tener otra crisis 
que nos obligue a responder.
											Una depresión podría ser.
											Otra crisis financiera mundial
podría ser.
											Dios no lo quiera, 
otro 11-S podría lograrlo.
											O, en ausencia de crisis,
											necesitamos ver que el hueco,
la desigualdad, los desafíos
											que crecen y crecen en EE.UU.,
											son suficientemente urgentes
											para obligar a nuestros líderes a cambiar,
											y que tenemos esas voces.
											Con nuestros móviles, a nivel personal,
											tenemos esas voces
para obligarlos a cambiar.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Il y a aussi un troisième choix,
											peut-être le plus probable :
											nous ne ferons ni l'un ni l'autre
											et dans quatre ans, je reviendrai ici
											et je ferai exactement le même discours.
									","
											There is, of course, a third choice,
											perhaps the most likely one,
											which is that we do
neither of those things,
											and in four years time you invite me back,
											and I will give this speech yet again.
									","
											Há, é claro, uma terceira opção,
											talvez a mais provável,
											que é nós
não fazermos nenhuma dessas coisas
											e daqui a quatro anos
convidam-me novamente
											e voltarei a fazer este discurso.
									","
											Elbette üçüncü bir seçenek de var,
											belki de en muhtemel olanı,
											o da bu ikisini de yapmamak
											ve dört sene içinde
beni yeniden çağırmanız
											ve size tekrar bu konuşmayı yapmak.
									","
											Hay, por supuesto, una tercera opción,
											quizá la más probable,
											que es no hacer esas cosas,
											y en cuatro años me invitan a volver,
											y daré este discurso una vez más.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											Merci. Merci beaucoup.
									","
											Thank you very, very much.
									","
											Muito, muito obrigado.

									","
											Teşekkür ederim, çok teşekkür ederim.
									","
											Muchas, muchas gracias.
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Aplausos)
									",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
"
","
","
","
","
",How the US should use its superpower status,Ian Bremmer,15:37,"business,china,Asia,democracy,Africa,Europe,Foreign Policy,global issues,global development,government,iraq,law,Iran,Middle East,money,military,motivation,New York,security,politics,society,South America,war,TEDx,Syria"
