fr,en,tr,de,title,speaker,duration,tags
"
											Nos deux équipes ont travaillé
ensemble pendant cette année
											pour concevoir le mémorial.
											Le mémorial nous fera voyager
											à travers un type de bâtiment
classique, presque familier,
											comme le Parthénon
ou les colonnades du Vatican.
											Mais en entrant,
											le sol s'effondre sous nos pieds
et notre perception change,
											nous réalisons que ces colonnes
évoquent les lynchages
											qui se sont produits
sur la place publique.
											En continuant,
											nous commençons à comprendre
l'ampleur du nombre
											de ceux qui doivent encore
trouver le repos.
											Leurs noms seront gravés
sur les repères au-dessus de nous.
											A l'extérieur, il y aura un champ
avec des colonnes identiques.
											Mais ce sont des colonnes temporaires,
attendant au purgatoire
											d'être placées dans les comtés
où ces lynchages ont eu lieu.
											Sur les années à venir,
											ce site servira de témoin
											quand tous ces repères seront réclamés
											et placés dans ces comtés
de façon visible.
											Notre nation commencera à guérir
de plus d'un siècle de silence.
									","
											Our two teams have worked
together over the last year
											to design this memorial.
											The memorial will take us on a journey
											through a classical,
almost familiar building type,
											like the Parthenon
or the colonnade at the Vatican.
											But as we enter,
											the ground drops below us
and our perception shifts,
											where we realize that these columns
evoke the lynchings,
											which happened in the public square.
											And as we continue,
											we begin to understand the vast number
											of those who have yet to be put to rest.
											Their names will be engraved
on the markers that hang above us.
											And just outside will be a field
of identical columns.
											But these are temporary columns,
waiting in purgatory,
											to be placed in the very counties
where these lynchings occurred.
											Over the next few years,
											this site will bear witness,
											as each of these markers is claimed
											and visibly placed in those counties.
											Our nation will begin to heal
from over a century of silence.
									","
											İki ekibimiz geçtiğimiz sene boyunca
bu anıtı tasarlamak için
											birlikte çalıştılar.
											Bu anıt bizi, Parthenon
											veya Vatikan'daki sütunlar gibi klasik,
											neredeyse alışık olduğumuz
bir yolculuğa çıkaracak.
											Ancak içeri doğru ilerlediğimizde,
											yer adeta kayıyor gibi olacak
											ve bu sütunların meydandaki linç 
eylemlerini çağrıştırdığını
											fark ettiğimiz andan itibaren
algımız değişecek.
											Devam ettiğimizde,
											ne kadar büyük bir rakamdan bahsettiğimizi
											ve bunu görmezden geldiğimizi
anlamaya başlayacağız.
											İsimleri üzerimizde asılı duran
işaretlere kazınacak.
											Hemen dışarıda, tamamıyla aynı 
sütunların olduğu bir yer olacak.
											Bu sütunlar arafta bekleyecek
											ve linç olan eyaletlere yerleştirilecek.
											Birkaç sene süresince,
											bu sütunların her biri yerini bulmasına,
											görünür şekilde ait olduğu
eyalete yerleştirilmesine,
											bu mekân şahitlik edecek.
											Ulusumuz yüz yılı aşan sessizlikten sonra
şifa bulmaya başlayacak.
									","
											Unsere beiden Teams haben
im letzten Jahr zusammengearbeitet,
											um diese Gedenkstätte zu gestalten.
											Die Gedenkstätte wird uns
mit auf eine Reise
											durch einen klassischen,
fast vertrauten Bautyp nehmen,
											wie der Parthenon oder
der Säulengang im Vatikan.
											Aber beim Betreten
fällt der Boden unter uns ab
											und unsere Wahrnehmung verändert sich,
											wenn wir merken, dass die Pfeiler
die Lynchmorde heraufbeschwören,
											die auf öffentlichen Plätzen stattfanden.
											Beim Weitergehen beginnen wir,
											die enorme Anzahl derer zu begreifen,
											die noch zur Ruhe gebettet werden müssen.
											Ihre Namen werden in die Gedenktafeln,
die über uns hängen, eingraviert.
											Und direkt davor wird es ein Areal
mit identischen Pfeilern geben.
											Aber das sind temporäre Pfeiler,
die im Fegefeuer darauf warten,
											in den Bezirken aufgestellt zu werden,
in denen die Lynchmorde stattfanden.
											In den nächsten Jahren
											wird dieser Ort Zeugnis davon ablegen,
											wie jede dieser Gedenktafeln zugeordnet
											und sichtbar in den Bezirken
aufgestellt wird.
											Langsam wird sich unsere Nation
											von über einem Jahrhundert
des Schweigens befreien.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											En réfléchissant à comment le construire,
											nous nous sommes souvenus d'Ubudehe,
											le processus de construction
découvert au Rwanda.
											Nous réfléchissions
si nous pouvions remplir ces colonnes
											avec le sol de ces sites
où ces tueries ont eu lieu.
											Bryan et son équipe ont commencé
à collecter ce sol
											et à le préserver dans des urnes
											avec les membres de la famille,
les dirigeants et les descendants.
											L'art de la collecte du sol
											a mené à une guérison spirituelle.
											C'est un acte
de justice réparatrice.
									","
											When we think about
how it should be built,
											we were reminded of Ubudehe,
											the building process
we learned about in Rwanda.
											We wondered if we could fill
those very columns
											with the soil from the sites
of where these killings occurred.
											Brian and his team have begun
collecting that soil
											and preserving it in individual jars
											with family members, community
leaders and descendants.
											The act of collecting soil itself
											has lead to a type of spiritual healing.
											It's an act of restorative justice.
									","
											Bunu nasıl yapacağımızı düşündüğümüzde,
											Ubudehe'yi hatırladık,
											Ruanda'da öğrendiğimiz yapım süreci.
											Bu sütunları, cinayetlerin olduğu
											yerlerdeki toprakla doldurabilir miydik?
											Brian ve ekibi, aile üyeleriyle,
topluluk liderleri
											ve topluluktan kimselerle 
bu topraklardan toplamaya
											ve farklı kavanozlarda muhafaza
etmeye başladılar.
											Bu toprakları topluyor olma eylemi bile

											bir çeşit manevi iyileşmeyi sağladı.
											Bu, adaleti yeniden
canlandıran bir eylemdi.
									","
											Als wir überlegten,
wie es gebaut werden sollte,
											kam uns Ubudehe in den Sinn,
											der Bauprozess, den wir
in Ruanda kennengelernt hatten.
											Wir fragten uns, ob wir die Pfeiler
											mit Erde von den Plätzen füllen könnten,
auf denen die Morde stattgefunden hatten.
											Brian und sein Team fingen an,
die Erde zu sammeln
											und sie in individuellen
Gefäßen aufzubewahren,
											mit Angabe von Familienmitgliedern,
kommunalen Anführern und Nachfahren.
											Schon allein das Sammeln von Erde
											führte zu einer Art spirituellen Heilung.
											Es ist ein Akt der Wiedergutmachung.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Comme l'a remarqué
un membre de l'équipe EJI
											lors de la collecte du sol
où Will McBride a été lynché :
											« Si Will McBride a laissé
une goutte de sueur,
											une goutte de sang,
											un follicule de cheveux —
											j'espère le déterrer
											et que tout son corps
puisse reposer en paix. »
									","
											As one EJI team member noted
											in the collection of the soil
from where Will McBride was lynched,
											""If Will McBride left one drop of sweat,
											one drop of blood,
											one hair follicle —
											I pray that I dug it up,
											and that his whole body
would be at peace.""
									","
											EJI ekibinin üyelerinden birisi,
											McBride'ın linç mahallindeki
topraktan alırken şöyle dedi:
											""Eğer McBride'dan bir damla alın teri,
											bir damla kan,
											bir saç teli kaldıysa,
											kazıp çıkarmış olayım diye
											dua ediyorum ve tüm bedeni
böylece huzur bulacak.
									","
											Wie ein Mitglied des EJI-Teams
											beim Sammeln der Erde, wo Will McBride
gelyncht worden war, bemerkte:
											""Wenn Will McBride einen Schweißtropfen,
											einen Blutstropfen,
											ein Haarfollikel zurückgelassen hat —
											dann habe ich es hoffentlich ausgegraben,
damit sein Körper Frieden finden kann.""
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Nous prévoyons de commencer
ce mémorial cette année
											et ce sera un endroit où, enfin, parler
des actes innommables
											qui ont meurtri cette nation.
									","
											We plan to break ground
on this memorial later this year,
											and it will be a place to finally speak
of the unspeakable acts
											that have scarred this nation.
									","
											Bu anıtın temelini bu sene
atmayı planlıyoruz.
											Sonunda, bu ulusu yaralayan
ve konuşulamayan eylemlerin
											adına konuşacak bir yer olacak.
									","
											Wir wollen gegen Ende des Jahres
mit dem Bau der Gedenkstätte beginnen.
											Es wird ein Ort sein, der endlich
von den unsäglichen Taten erzählt,
											die diese Nation gezeichnet haben.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Alkışlar)
									","
											(Applaus)
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Ce jour-là, quand mon père
m'a dit que cette maison —
											notre maison —
											lui avait sauvé la vie,
											ce que j'ignorais,
											c'est qu'il parlait d'une relation
bien plus profonde
											entre l'architecture et nous.
											Les bâtiments ne sont pas juste
des sculptures expressives.
											Ils rendent visibles nos aspirations
personnelles et collectives
											en tant que société.
											Une bonne architecture
peut nous donner espoir.
											Une bonne architecture peut guérir.
									","
											When my father told me
that day that this house —
											our house —
											had saved his life,
											what I didn't know
											was that he was referring
to a much deeper relationship
											between architecture and ourselves.
											Buildings are not simply
expressive sculptures.
											They make visible our personal
and our collective aspirations
											as a society.
											Great architecture can give us hope.
											Great architecture can heal.
									","
											Babam o gün bana, bu evin —
											bizim evimizin—
											hayatını kurtardığını söylediğinde,
											kastettiğinin, mimariyle

											kendimizle olan ilişki 

											arasındaki çok derin bağ
olduğunu anlayamamışım.
											Yapılar sadece ifade eden, yontulmuş
heykeller değillerdir.
											Bireysel ve kolektif arzularımızı
toplumsal olarak
											görünür kılarlar.
											İyi mimari bize umut verebilir.
											İyi mimari iyileştirir.
									","
											Als mein Vater mir
damals sagte, dieses Haus —
											unser Haus —
											hätte sein Leben gerettet,
											wusste ich nicht,
											dass er sich auf eine
viel tiefere Beziehung
											zwischen Architektur und uns selbst bezog.
											Gebäude sind nicht nur
ausdrucksstarke Skulpturen.
											Sie machen unsere persönlichen
und gemeinschaftlichen Bestrebungen
											als Gesellschaft sichtbar.
											Großartige Architektur
kann uns Hoffnung geben.
											Großartige Architektur kann heilen.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											Merci beaucoup.
									","
											Thank you very much.
									","
											Teşekkürler.
									","
											Vielen Dank.
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
											(Applaudissements)
									","
											(Applause)
									","
											(Alkışlar)
									","
											(Applaus)
									",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
"
","
","
","
",Architecture that's built to heal,Michael Murphy,15:38,"Africa,architecture,collaboration,beauty,community,design,health care,engineering,humanity,inequality,public health,materials,public spaces,social change,United States,society"
