fr,de,title,speaker,duration,tags
"
											Alors après un peu de négociation,
											ils ont accepté de le faire.
											Mais j'ai l'impression 
que beaucoup de leurs arguments
											étaient liés 
d'une manière quelconque
											à l'aversion 
que les gens ont toujours
											pour l'idée du traitment,
											que si jamais on se met
											à traiter beaucoup de gens 
des communautés indigentes,
											cela relèverait de l'exploitation,
											parce qu'on les changerait.
											Il existe 
cet impératif moral faux
											qui semble être omniprésent
											que le traitement de la dépression,
											les médicaments et ainsi de suite, 
consistent en artifices,
											et que ce n'est pas naturel.
											Et je trouve cela très abusé.
											Il serait naturel 
que nos dents tombent,
											mais personne ne milite 
contre le dentifrice,
											au moins 
pas dans mon entourage.
									","
											Nach einem gewissen Maß 
an Verhandlungen,
											stimmten sie zu.
											Aber ich denke, dass vieles von dem, 
was sie sagten,
											auf merkwürdige Weise 
mit der Abneigung verbunden war,
											die Menschen immer noch haben,
											gegenüber der Idee von Behandlung,
											der Vorstellung, dass es 
ein ausbeuterischer Akt wäre,
											wenn wir losziehen würden und Menschen 
in notleidenden Gemeinden
											behandeln würden,
											denn wir würden sie ändern.
											Es gibt dieses falsche moralische Gebot,
											das es überall zu geben scheint,
											dass die Behandlung von Depressionen,
											die medizinische Behandlung 
und so weiter, ein Trick seien,
											und dass es nicht natürlich ist.
											Ich denke, dass das 
äußerst fehlgeleitet ist.
											Es wäre natürlich, dass 
den Menschen die Zähne ausfallen,
											aber es gibt niemanden, der 
sich gegen Zahnpasta ausspricht,
											zumindest nicht in meinen Kreisen.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Et puis les gens disent : 
« Bon, mais finalement,
											la dépression fait partie de 
ce qu'on est sensé éprouver ?
											La dépression, ça fait partie 
de notre évolution, non ?
											Ça fait partie 
de sa personalité, non ? »
											Et je réponds alors, 
que l'état d'esprit s'adapte.
											Etre capable 
de ressentir la tristesse et la peur
											et la joie et le plaisir
											et toutes nos autres humeurs,
											est d'une valeur énorme.
											Et la grande dépression 
est ce qui survient
											quand ce système 
ne fonctionne plus.
											Quand il ne s'adapte plus.
									","
											Und dann sagen Menschen: 
""Sind Depressionen
											nicht ein Teil dessen, 
was Menschen erleben sollen?
											Haben wir uns nicht dazu entwickelt, 
Depressionen zu haben?
											Ist das nicht Teil unserer 
Persönlichkeit?""
											Dazu würde ich sagen, 
Stimmung ist anpassungsfähig.
											In der Lage zu sein, 
Traurigkeit und Furcht,
											Freunde und Vergnügen
											und all die anderen Stimmungen, 
die wir haben, zu fühlen,
											ist unglaublich wertvoll.
											Und schwere Depressionen 
sind etwas, das auftritt,
											wenn dieses System zerbricht.
											Es ist schlecht angepasst.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Les gens m'abordent et disent :
											« Pourtant, je crois que 
si je tiens le coup encore un an,
											je crois que 
je pourrais m'en sortir. »
									","
											Menschen kommen zu mir und sagen:
											""Ich denke, 
wenn ich nur ein Jahr durchhalte,
											komme ich da irgendwie durch.""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Et je leur dis toujours :
« Oui vous pourriez éventuellement
											vous en sortir mais vous n'aurez 
plus jamais 37 ans.
											La vie est courte, et cela représente 
une année entière
											que vous êtes prêt 
à abandonner.
											Réfléchissez. »
									","
											Und ich sage ihnen immer: 
""Sie können da durchkommen,
											aber Sie werden nie mehr 37 sein.
											Das Leben ist kurz 
und das ist ein ganzes Jahr,
											das Sie aufgeben wollen.
											Überdenken Sie das.""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											C'est une étrange pauvreté 
dans la langue anglaise,
											et dans beaucoup d'autres langues,
											qu'on se serve du même mot, 
dépression,
											afin de décrire 
comment se sent un enfant,
											s'il pleut le jour de son anniversaire
											et afin de décrire 
comment se sent une personne
											juste avant de se suicider.
									","
											Es ist eine sonderbare Armut 
der englischen Sprache,
											und auch vieler anderer Sprachen,
											dass wir dasselbe Wort, 
Depressionen, nutzen,
											um zu beschreiben, wie Kinder sich fühlen,
											wenn es an ihrem Geburtstag regnet,
											und um zu beschreiben, wie sich jemand fühlt,
											eine Minute, bevor er Selbstmord begeht.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Les gens me disent : « Alors, est-ce 
continu avec la tristesse normale ? »
											Et je réponds : « D'une certaine façon, 
elle continue avec la tristesse normale.
											Il existe une certaine continuité,
											mais c'est pareil 
à la continuitié qui existe
											entre avoir une clôture de fer 
devant sa maison
											sur laquelle 
apparaît une tache de rouille
											et il te faut poncer et repeindre,
											et ce qui arrive si vous laissez
la maison pendant 100 ans
											et elle finit par rouiller 
au point de n'être plus
											qu'un tas de poussière orange.
											Et c'est la tache
de poussière orange,
											ce problème de poussière orange
											c'est à ceci 
que nous comptons répondre. »
									","
											Ich wurde gefragt: ""Ist es 
mit normaler Traurigkeit vergleichbar?""
											Ich erklärte, dass es gewissermaßen 
mit normaler Traurigkeit vergleichbar ist.
											Es gibt ein bestimmtes Maß an Verbindung,
											aber es ist die gleiche Art von Verbindung
											zwischen einem Eisenzaun 
außerhalb des Hauses,
											der ein paar Rostflecken hat,
											die man abschleifen 
und überstreichen muss,
											und dem, was passiert, 
wenn man das Haus 100 Jahre verlässt
											und es durchrostet, 
bis es nur noch ein Haufen
											von orangefarbenem Staub ist.
											Es ist dieser orangefarbene Staubfleck,
											dieses orangefarbene Staubproblem,
											das wir angehen wollen.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Alors là, quand les gens disent :
											« Vous prenez des pilules de bonheur,
cela vous rend heureux ? »
											Mais, la réponse est non.
											Mais manger mon déjeuner 
ne me rend pas triste,
											et le répondeur de mon téléphone 
ne me rend pas triste,
											et prendre une douche
ne me rend pas triste.
											Je ressens plus, en fait, je crois,
											parce que j'arrive 
à ressentir la tristesse sans nullité.
											Les déceptions professionnelles,
											les relations dégradées,
											et le réchauffement climatique
me rendent triste.
											Voilà les choses 
qui me rendent triste maintenant.
											Alors, je me suis demandé, 
quelle en est la conclusion ?
											Comment s'en sortent ses gens 
qui ont de meilleures vies
											en dépit d'une dépression
plus sévère.
											Quel est le mécanisme 
de résilience?
											Et peu à peu, j'ai trouvé que
											ceux qui nient leurs expériences,
											ceux qui disent : 
« Il y a longtemps
											j'ai fait une dépression
et je ne veux plus jamais y penser
											et je ne vais pas y faire attention
											et je vais tout simplement
reprendre ma vie en main. »
											paradoxalement, 
ceux sont ces gens-là
											qui en sont les plus asservis.
											Nier la dépression 
ne fait que la renforcer.
											Tandis que vous la refusez, 
elle grandit.
											Et ceux qui réussissent le mieux
											c'est ceux 
qui arrivent à tolérer le fait
											qu'ils vivent dans cet état.
											Ceux qui arrivent 
à tolérer leur dépression
											sont ceux qui atteignent 
la résilience.
									","
											Die Menschen sagen jetzt also:
											""Du nimmst jetzt diese Happy Pills.
Fühlst du dich glücklich?""
											Das tue ich nicht.
											Aber ich bin nicht traurig, 
dass ich zu Mittag essen muss,
											und ich bin nicht traurig 
über meinen Anrufbeantworter,
											und ich bin nicht traurig, 
wenn ich duschen muss.
											Ich fühle tatsächlich mehr,
											weil ich Traurigkeit 
ohne Nichtigkeit fühlen kann.
											Ich bin traurig über 
berufliche Enttäuschungen,
											über beschädigte Beziehungen,
											über Klimaerwärmung.
											Über diese Dinge bin ich jetzt traurig.
											Ich frage mich - was ist das Fazit?
											Wie haben das die Menschen, 
die ein besseres Leben haben,
											sogar mit schwereren Depressionen 
durchgestanden?
											Was ist der Mechanismus von Resilienz?
											Mit der Zeit fand ich heraus,
											dass die Menschen, 
die ihre Erfahrungen leugnen,
											die sagen: ""Ich war vor langer Zeit depressiv
											und ich will nie mehr darüber sprechen
											und ich werde nicht mehr daran denken,
											ich werde einfach mit 
meinem Leben weitermachen."",
											ironischerweise die Menschen sind,
											die nahezu von dem, 
was sie haben, unterjocht werden.
											Depressionen auszusperren, 
verstärken sie nur.
											Wenn man sich vor ihnen versteckt, 
wachsen sie.
											Und die Menschen, denen es besser geht,
											sind diejenigen, 
die die Tatsache tolerieren,
											dass sie dieses Problem haben.
											Diejenigen, die ihre Depressionen 
tolerieren können,
											sind diejenigen, die Resilienz erlangen.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Alors Frank Russakoff m'a dit :
											« Si je pouvais repartir à zéro,
											je suppose que
je ne le ferais pas ainsi,
											mais curieusement, 
je suis reconnaissant
											de ce que j'ai vécu.
											Je suis content 
d'avoir été 40 fois à l'hôpital.
											Cela m'a appris 
des tas de choses sur l'amour,
											et la relation entretenue 
avec mes parents et mes médecins
											m'a été très chère, 
et elle le sera toujours. »
									","
											Daher sagte Frank Russakoff zu mir:
											""Wenn ich es nochmal durchleben müsste,
											würde ich es wahrscheinlich 
nicht so machen,
											aber auf sonderbare Weise bin ich dankbar,
											dass ich das erlebt habe.
											Ich bin froh, 40 Mal in der Klinik 
gewesen zu sein.
											Es lehrte mich so viel über Liebe,
											und meine Beziehung zu meinen Eltern 
und meinen Ärzten
											war so wichtig für mich, 
und sie wird es immer sein.""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Et Maggie Robbins a dit :
											« Autrefois j'ai été bénévole
dans une clinique du SIDA,
											et je ne cessais pas de parler,
											et les gens avec qui j'avais affaire
											n'étaient guère réceptifs, 
et je me suis dit :
											« Ce n'est pas très sympa 
ou aimable de leur part. »
											Et puis je me suis rendu compte,
											qu'ils n'allaient jamais faire
											plus que quelques petites minutes 
de bavardage.
											Cela marquait tout simplement 
une occasion
											où je n'avais pas de SIDA 
et je ne mourais pas,
											mais j'arrivais à tolérer qu'eux,
ils l'avaient
											et ils allaient mourir.
											Nos besoins sont 
nos plus grands avantages.
											Il s'avère que j'ai appris
											à donner 
tout ce dont j'ai besoin. »
									","
											Und Maggie Robbins sagte:
											""Ich half ehrenamtlich in einer AIDS-Klinik,
											und ich redete und redete und redete,
											und die Menschen, 
mit denen ich zu tun hatte,
											waren nicht sehr empfänglich, 
und ich dachte:
											'Das ist nicht sehr freundlich 
oder hilfreich von ihnen.'
											Und dann erkannte ich,
											dass sie nicht mehr machen würden
											als diese paar Minuten Small Talk.
											Es wäre einfach eine Gelegenheit,
											wo ich kein AIDS hatte 
und nicht sterben würde,
											aber die Tatsache tolerieren konnte, 
dass sie es hatten
											und das sie sterben würden.
											Unsere Bedürfnisse 
sind unser größtes Kapital.
											Es zeigt sich, dass ich gelernt habe,
											alles zu geben, was ich brauche.""
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Valoriser sa dépression
											n'empêche pas la rechute,
											mais il pourrait faire 
en sort qu'une rechute éventuelle
											et la rechute 
même soit plus facile à tolérer.
											Il ne s'agit pas vraiment
											de trouver 
une importance quelconque
											et de décider que votre dépression
a été très significative.
											Il s'agit de chercher cette importance
											et s'imaginer, 
quand il se produit de nouveau :
											« Ça va être l'enfer,
											mais je vais en tirer quelque chose. »
											Au cours de ma propre dépression
											j'ai appris à quel point
une émotion peut être intense,
											comment elle peut être plus vraie
que des faits,
											et j'ai découvert que 
cette expérience-là
											m'a permis
d'éprouver des émotions positives
											d'une manière plus intense 
et plus nette.
											À l'opposé de la dépression, 
ce n'est pas le bonheur
											mais la vitalité.
											et en ce moment, j'ai une vie vitale,
											même les jours où je suis triste.
											J'ai senti 
cet enterrement dans ma tête,
											et je me suis assis 
à côté du colosse
											au bout du monde,
											et j'ai découvert
											quelque chose au fond de moi
											que je ne peux 
qu'appeler une âme
											que je n'avais jamais formulée
avant ce jour il y a 20 ans
											quand l'enfer est venu 
me rendre visite subitement.
											Et je crois que,
bien que je déteste être déprimé
											et j'ai horreur 
d'être encore déprimé,
											j'ai trouvé un moyen 
d'aimer la dépression
											Je l'aime 
puisqu'elle m'a obligé
											de trouver de la joie 
et de m'y accrocher.
											Je l'aime 
parce que chaque jour je décide
											parfois vaillamment,
											parfois contre à l'encontre 
de la raison du moment,
											d'adhérer aux raisons de vivre,
											Et cela, je crois, 
représente une extase très rare.
									","
											Die eigenen Depressionen zu schätzen,
											verhindert keinen Rückfall,
											aber es kann die Aussicht auf einen Rückfall
											und sogar den Rückfall selbst 
leicht erträglicher machen.
											Es geht nicht so sehr darum,
											einen tieferen Sinn zu finden 
und zu entscheiden,
											dass Ihre Depressionen 
eine wichtige Rolle spielen.
											Es geht darum, diese Bedeutung zu suchen,
											wenn sie erneut kommen, und zu denken:
											""Das wird die Hölle,
											aber dadurch werde ich etwas lernen.""
											Ich habe während meiner 
eigenen Depressionen gelernt,
											wir stark eine Emotion sein kann,
											wie sie wahrhaftiger sein kann als Fakten,
											und ich merkte, dass diese Erfahrung
											mir erlaubte, positive Emotionen
											intensiver zu erleben.
											Das Gegenteil von Depressionen 
ist nicht Glück,
											sondern Vitalität,
											und heute ist mein Leben vital,
											sogar an den Tagen, 
an denen ich traurig bin.
											Ich fühlte dieses Begräbnis 
in meinem Gehirn
											und saß neben dem Koloss
											am Rande der Welt,
											und ich bemerkte
											etwas in mir selbst,
											das ich eine Seele nennen müsste,
											was ich bis zu dem Tag 
vor 20 Jahren nie formuliert hatte,
											als die Hölle mir einen 
Überraschungsbesuch abstattete.
											Obwohl ich es hasste, depressiv zu sein
											und es hassen würde, 
wieder depressiv zu werden,
											habe ich einen Weg gefunden, 
meine Depressionen zu lieben.
											Ich liebe sie, 
weil sie mich gezwungen hat,
											Freude zu finden 
und mich an sie zu klammern.
											Ich liebe sie, 
denn ich entscheide täglich,
											manchmal spielerisch,
											und manchmal entgegen 
der Vernunft des Augenblicks,
											mich an die Gründe zu leben 
zu klammern.
											Ich denke, das ist 
eine sehr privilegierte Begeisterung.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											Merci.
									","
											Vielen Dank.
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
											(Applaudissements)
									","
											(Applaus)
									","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
"
","
","Depression, the secret we share",Andrew Solomon,29:21,"TEDx,culture,depression,medicine,mental health,suicide"
