en,es,pt,de,fr,tr,title,speaker,duration,tags
"
											Maybe more interestingly,
											90 percent of the nervous fibers
that connect gut and brain
											deliver information
from our gut to our brain.
											And when you think about it a little bit,
											it does make sense,
because our brain is very isolated.
											It's in this bony skull
surrounded by a thick skin,
											and it needs information
to put together a feeling
											of ""How am I, as a whole body, doing?""
											And the gut, actually, is possibly
the most important advisor for the brain
											because it's our largest sensory organ,
											collecting information not only
on the quality of our nutrients,
											but really also on how are so many
of our immune cells doing,
											or things like the hormones
in our blood that it can sense.
											And it can package this information,
and send it up to the brain.
											It can, there, not reach areas
like visual cortex or word formations —
											otherwise, when we digest,
											we would see funny colors
or we would make funny noises — no.
											But it can reach areas
for things like morality,
											fear or emotional processing
											or areas for self-awareness.
									","
											Quizás lo más interesante es que,
											el 90 % de las fibras nerviosas
que conectan cerebro e intestino
											transmiten información 
del intestino al cerebro.
											Y cuando piensas en eso un poco,
											tiene sentido,
porque nuestro cerebro está muy aislado.
											Está dentro de un cráneo huesudo
rodeado de piel gruesa,
											y necesita información 
para contestar la pregunta:
											¿Cómo está todo mi cuerpo?.
											Y nuestros intestinos, que tal vez 
son los mejores asesores del cerebro
											porque son nuestro órgano sensorial 
mas grande,
											recogen información, no solo
de la calidad de nuestros nutrientes,
											sino también de cómo les va
a nuestras células inmunes,
											o de las hormonas que
están en nuestra sangre.
											Y empaqueta esta información,
y la envía al cerebro.
											No llega a las áreas como el córtex 
visual o de formación de palabras,
											de lo contrario, cuando digiriéramos,
											veríamos colores divertidos
o haríamos ruidos extraños.
											Pero puede llegar a áreas
para cosas como la moral,
											miedo, procesamiento emocional
											o áreas de la autoconciencia.
									","
											Talvez ainda mais interessante,
											90% das fibras nervosas
que ligam os intestinos e o cérebro
											transmitem informações
dos intestinos para o cérebro.
											Quando pensamos nisso,
até faz sentido,
											porque o cérebro está muito isolado.
											Está dentro do crânio ossudo,
rodeado por uma pele espessa,
											e precisa de informações
para abranger uma sensação
											""Como é que eu, enquanto corpo,
estou a funcionar?""
											O intestino, possivelmente,
é o mais importante alerta para o cérebro
											porque é o nosso maior órgão sensitivo,
											que recolhe informações
sobre a qualidade dos nutrientes
											e também sobre como estão a funcionar
as muitas células do sistema imunitário
											ou coisas como as hormonas
no nosso sangue, que eles percecionam.
											Pode empacotar estas informações
e enviá-las para o cérebro.
											Pode não atingir áreas
como o córtex visual
											ou de formação de palavras
											— senão, quando digeríssemos,
											veríamos cores divertidas
ou faríamos barulhos cómicos.
											Mas atinge áreas para coisas
como a moral, o medo
											ou o processamento
de emoções
											ou as áreas para a lucidez.
									","
											Spannenderweise 
liefern 90 % der Nervenfasern,
											die Darm und Gehirn verbinden,
											Informationen von unserem 
Darm zu unserem Gehirn.
											Wenn Sie ein wenig darüber nachdenken,
											macht es Sinn, denn 
unser Gehirn ist sehr isoliert.
											Es sitzt in diesem knochigen Schädel, 
umgeben von einer dicken Haut,
											und braucht Informationen, 
um das Gefühl von:
											""Wie geht es mir, als ganzem Körper?"",
zusammenzusetzen.
											Der Darm ist wahrscheinlich 
der wichtigste Ratgeber für das Gehirn,
											denn es ist unser größtes Sinnesorgan,
das nicht nur Informationen
											über die Qualität 
unserer Nahrungsmittel sammelt,
											sondern auch darüber, wie es vielen
von unseren Immunzellen geht
											oder Dinge wie Hormone
in unserem Blut, die er spüren kann.
											Er kann diese Information verpacken 
und an das Gehirn schicken.
											Dort kann er den visuellen Cortex 
oder Wortbildungen nicht erreichen —
											sonst würden wir, wenn wir verdauen,
											lustige Farben sehen oder 
lustige Geräusche machen — nein.
											Aber er kann Bereiche
für Dinge wie Moralverständnis,
											Angst oder emotionale Verarbeitung
											oder für Selbstbewusstsein erreichen.
									","
											Ce qui est plus intéressant
											est le fait que 90% des fibres nerveuses
reliant les deux organes
											transfèrent l'information
des intestins vers le cerveau.
											Quand vous y réfléchissez un peu,
											c'est logique, car notre
cerveau est très isolé.
											Il est dans sa boîte crânienne,
entouré d'une peau épaisse,
											et il a besoin d'informations
pour former cette impression de :
											« Comment est-ce je vais, 
en tant qu'organisme ? »
											Les intestins sont vraisemblablement les
conseillers les plus importants du cerveau
											car c'est notre plus gros organe sensoriel
											qui collecte des informations non
seulement sur la qualité des nutriments,
											mais aussi sur l'état de nos
nombreuses cellules immunitaires,
											ou sur les hormones dans le sang,
qu'ils peuvent sentir.
											Ils rassemblent ces informations 
et les envoient au cerveau.
											Là, ils ne peuvent pas atteindre les zones
du cortex visuel ou de formation des mots,
											autrement, quand on digère,
											on verrait des drôles de couleurs
ou on ferait des drôles de bruits, non.
											Mais ils peuvent atteindre 
les zones relatives à la morale,
											à la peur, au traitement des émotions
											ou à la conscience de soi.
									","
											Daha ilginç olan şu:
Beyin ve bağırsakları bağlayan
											sinir liflerinin yüzde 90'ı
											bilgiyi bağırsaklarımızdan beyne iletiyor.
											Bu konuda biraz düşününce
aslında mantıklı geliyor
											çünkü beynimiz çok izole edilmiş durumda.
											Kemikli kafatasının içinde
kalın bir deriyle çevrili
											ve ""Ben nasılım, bedenim ne durumda?""
											hissini oluşturacak bilgiye ihtiyacı var.
											Gerçekten de bağırsaklar beynin 
en önemli danışmanı
											çünkü en büyük duyu organımız,
											aldığımız besinlerin kalitesi 

											bağışıklık hücrelerimizin durumunu
											aynı zamanda kandaki hormonlar gibi
bir çok konuda bilgi toplar.
											Ve bütün bu bilgileri toparlayıp
beyne iletir.
											Yani tabii görsel korteks
ya da kelime bilgisi
											bölümlerine ulaşamaz
o zaman sindirim yaparken
											garip renkler görüp
komik sesler çıkartırdık — kalsın.
											Ama maneviyat ile ilgili yerlere
											mesela korkuya, duygusal süreçlere
											ya da bireysel farkındalık 
alanlarına etki eder.
									",The surprisingly charming science of your gut,Giulia Enders,14:03,"bacteria,health,human body,medical research,medicine,TEDx,science"
"
","
","
","
","
","
",The surprisingly charming science of your gut,Giulia Enders,14:03,"bacteria,health,human body,medical research,medicine,TEDx,science"
"
											So it does make sense
											that when our body and our brain
are putting together this feeling
											of, ""How am I, as a whole body, doing?""
											that the gut has something
to contribute to this process.
											And it also makes sense
											that people who have conditions
like irritable bowel syndrome
											or inflammatory bowel disease
											have a higher risk of having
anxiety or depression.
											I think this is good information to share,
											because many people will think,
											""I have this gut thing, and maybe
I also have this mental health thing.""
											And maybe — because science is not
clear on that right now —
											it's really just that the brain
is feeling sympathy with their gut.
									","
											Así que tiene sentido
											que cuando nuestro cuerpo y cerebro 
hacen la pregunta:
											""¿Cómo está todo mi cuerpo?"",
											los intestinos tienen algo 
que contribuir en este proceso.
											Y también tiene sentido que
											las personas que tienen
el sindrome del intestino sensible
											o la enfermedad inflamatoria del intestino
											tienen un mayor riesgo de sufrir 
ansiedad o depresión.
											Creo que es bueno compartir esto,
											porque muchos piensan,
											""Tengo este problema con mis intestinos y 
tal vez tengo este problema mental"".
											Y tal vez , ya que la ciencia no
sabe en este momento,
											es solo que el cerebro siente
simpatía por los intestinos.
									","
											Portanto, faz sentido
											que, enquanto o corpo e o cérebro
											analisam em conjunto
esta sensação de
											""Como é que estou a funcionar,
enquanto corpo?""
											o intestino contribua para este processo.
											E também faz sentido
											que as pessoas que têm uma situação
do tipo síndrome do cólon irritável
											ou uma doença inflamatória intestinal
											sofram um risco maior
de terem ansiedade ou depressão
											Acho que é uma boa informação
que temos que partilhar
											porque muita gente vai pensar:
											""Tenho este problema intestinal,
e talvez tenha um problema mental"".
											E talvez — porque a ciência
ainda não é clara por enquanto —
											seja apenas porque o cérebro
está em sintonia com o cólon.
									","
											Also macht es Sinn,
											dass, wenn Körper und Gehirn 
dieses Gefühl zusammensetzen:
											""Wie geht es meinem gesamten Körper?"",
											dass der Darm etwas 
zu diesem Prozess beiträgt.
											Und es macht auch Sinn,
											dass Menschen, die Erkrankungen 
wie das Reizdarmsyndrom
											oder entzündliche Darmerkrankungen haben,
											ein größeres Risiko für 
Angst oder Depression haben.
											Diese wichtigen Informationen
sollte man teilen,
											denn viele Menschen denken:
											""Ich habe diese Darmsache, 
vielleicht stimmt's auch im Kopf nicht.""
											Vielleicht — die Wissenschaft
ist sich darüber nicht im Klaren —
											ist es einfach so, dass das Gehirn 
Sympathie für den Darm empfindet.
									","
											C'est donc logique
											que, quand notre corps et notre cerveau
constituent cette impression
											de « Comment je vais
en tant qu'organisme, »
											nos intestins aient quelque chose
à apporter à ce processus.
											Et il est aussi logique
											que les gens qui souffrent
du syndrome du côlon irritable
											ou d'une maladie inflammatoire intestinale
											aient un risque d'anxiété 
ou de dépression plus élevé.
											Je pense que c'est quelque
chose d'important à savoir
											car beaucoup de gens se diront :
											« Si j'ai ce problème intestinal, il est
peut-être alors mental aussi. »
											Et peut-être aussi - la science n'a pas
encore tranché là-dessus -
											que le cerveau éprouve
de la compassion pour ses intestins.
									","
											""Ben nasılım, bedenim
ne durumda?"" sorusuna
											beynimiz ve bağırsaklarımız 
birlikte cevap veriyor
											o zaman bağırsakların da
											bu süreçte payı var demek.
											Bu da huzursuz bağırsak sendromu
											ya da inflamatuvar
bağırsak hastalığı mağdurlarının
											daha yüksek kaygı ve depresyon
											riski taşımasını açıklıyor.
											Bu bilgiyi paylaşmanın
önemli olduğunu düşünüyorum
											çünkü insanlar şöyle düşünür;
											""Bağırsaklarımda sıkıntı var
ruhsal problemim de var.""
											Ama belki de beynimiz 
bağırsaklarımızı duyumsuyordur.
											Bilim henüz bu konuda 
netlik kazanamadı.
									",The surprisingly charming science of your gut,Giulia Enders,14:03,"bacteria,health,human body,medical research,medicine,TEDx,science"
"
","
","
","
","
","
",The surprisingly charming science of your gut,Giulia Enders,14:03,"bacteria,health,human body,medical research,medicine,TEDx,science"
"
											This has yet to grow in evidence
until it can come to practice.
											But just knowing about
these kinds of research
											that's out there at the moment
											helps me in my daily life.
											And it makes me think
differently of my moods
											and not externalize so much all the time.
											I feel oftentimes during the day
we are a brain and a screen,
											and we will tend to look
for answers right there
											and maybe the work is stupid
or our neighbor —
											but really, moods can also
come from within.
											And just knowing this helped me,
											for example, when I sometimes
wake up too early,
											and I start to worry and wander
around with my thoughts.
											Then I think, ""Stop.
What did I eat yesterday?
											Did I stress myself out too much?
											Did I eat too late or something?""
											And then maybe get up
and make myself a tea,
											something light to digest.
											And as simple as that sounds,
											I think it's been
surprisingly good for me.
									","
											Debe haber más evidencia para
que se pueda llegar a la práctica.
											Pero solo saber acerca de 
este tipo de investigaciones
											que están disponibles ahora,
											me ayuda en mi vida diaria.
											Y me ayuda a pensar de manera diferente
en cuanto a mi estado de ánimo
											y a no exteriorizar tanto todo el tiempo.
											Y a menudo siento durante el día
que somos un cerebro y una pantalla.
											y solemos buscar las respuestas
allí mismo;
											pensamos que nuestro trabajo es tonto 
o que nuestro vecino lo es,
											pero los estados de ánimo 
pueden surgir de dentro.
											Y el solo hecho de saber esto 
me ha ayudado,
											por ejemplo, cuando me
levanto temprano
											y comienzo a preocuparme
y a pensar mucho.
											Luego pienso, ""Alto. 
¿Qué comí ayer?
											¿Me estresé demasiado?
											¿Comí demasiado tarde o algo así?"".
											Entonces me levanto y 
me preparo una taza de té,
											algo liviano para digerir.
											Y tan simple como suena,
											creo que ha sido
sorprendentemente bueno para mí.
									","
											Isto ainda precisa de ser demonstrado 
antes de poder ser posto em prática.
											Mas o facto de ter conhecimento
deste tipo de investigação
											que se está a fazer neste momento
											ajuda-me na minha vida diária.
											Leva-me a pensar de modo
diferente quanto à minha disposição
											e não estar sempre
a ser muito exuberante.
											Sinto, com frequência, durante o dia,
que somos um cérebro e temos um ecrã
											e temos tendência a procurar
respostas ali mesmo.
											Ou é o trabalho que é estúpido
ou é o nosso vizinho...
											mas a disposição
também pode vir do interior.
											Saber isso ajuda-me, por exemplo,
											quando, por vezes, acordo cedo demais
											e começo a preocupar-me,
os meus pensamentos vagueiam
											e eu penso: ""Espera!
O que é que eu comi ontem?
											""Enervei-me em demasia?
											""Comi tarde demais ou quê?""
											Por vezes, levanto-me e faço um chá,
uma coisa leve para digerir.
											Por mais simples que pareça,
											penso que tem sido
extremamente bom para mim.
									","
											Es muss erst noch mehr Erkenntnisse geben,
bis es angewendet werden kann.
											Aber allein die Tatsache,
von der Forschung zu wissen,
											die es da im Moment gibt,
											hilft mir in meinem täglichen Leben.
											Es lässt mich anders
über meine Launen denken
											und nicht immer so viel 
nach außen verlagern.
											Tagsüber denke ich oft, dass wir
ein Gehirn und ein Bildschirm sind,
											wir neigen dazu, dort Antworten zu suchen,
											und uns nervt die Arbeit
oder unser Nachbar —
											aber Launen können auch von innen kommen.
											Allein das zu wissen, hat mir geholfen,
											zum Beispiel wenn ich mal zu früh aufwache
											und anfange, mich zu sorgen
und wirre Gedanken habe.
											Dann denke ich: ""Halt. Was 
habe ich gestern gegessen?
											Hab ich mich zu sehr gestresst?
											Habe ich zu spät gegessen oder so?""
											Ich stehe vielleicht auf, 
mache mir einen Tee,
											etwas Leichtes zur Verdauung.
											Und so einfach das klingt,
											ich denke, es war 
überraschend gut für mich.
									","
											Cela reste à être prouvé
pour pouvoir arriver chez votre médecin.
											Mais le simple fait de connaître
ce type de recherches
											en cours actuellement
											m'aide dans ma vie quotidienne.
											Cela me fait percevoir
mes humeurs différemment
											et ne pas toujours externaliser autant.
											J'ai souvent l'impression dans la journée
que nous sommes un cerveau et un écran,
											et que c'est là que nous
cherchons des réponses.
											Certes, le travail ou un voisin
est sûrement idiot,
											mais l'humeur peut vraiment 
émaner de l'intérieur.
											Simplement savoir ça m'a aidée,
											par exemple, quand je me réveille trop tôt
											et que je me perds
dans des pensées angoissantes.
											Je me dis alors : « Stop !
J'ai mangé quoi hier ?
											Est-ce que je suis trop stressée ?
											Est-ce que j'ai dîné trop tard
ou autre chose ? »
											Après ça, je me lève et je me fais du thé,
											quelque chose de léger.
											Aussi simple que ça paraît,
											je pense que ça a étonnamment
bien marché pour moi.
									","
											Bu konunun tıbba geçmesi için
daha çok kanıt bulunmalı.
											Yine de bu alandaki
günümüz çalışmaları bile
											bana günlük hayatımda
											yardımcı oluyor.
											Ve günlük ruh hâlim konusunda
farklı düşünmeme durumumu
											çok fazla içselleştirmememi sağlıyor.
											Sadece çevremiz ve aklımızla
ilişkiliymişiz gibi hissediyoruz
											mesela işimizle ya da komşumuzla 
ilgili sorunlara bakıyoruz
											ama gerçekte ruhsal durumumuz
											içimiz ile de alakalı olabilir.
											Sırf bunu bilmenin bile
faydası oldu
											mesela çok erken uyanırsam
											düşüncelerimle ilgili
kaygılanıp duruyorum.
											Sonra durup;
""Dur bi, ben dün ne yemiştim?
											Kendimi çok fazla strese mi soktum?
											Ya da yediklerimle ilgili mi?""
											Sonra da kendime bir çay yapıp
											hafif şeyler yiyorum.
											Kulağa ne kadar basit gelse de
											bu bende şaşırtıcı derecede
çok işe yarıyor.
									",The surprisingly charming science of your gut,Giulia Enders,14:03,"bacteria,health,human body,medical research,medicine,TEDx,science"
"
","
","
","
","
","
",The surprisingly charming science of your gut,Giulia Enders,14:03,"bacteria,health,human body,medical research,medicine,TEDx,science"
"
											Step three took me further
away from our body,
											and to really understanding
bacteria differently.
											The research we have today
is creating a new definition
											of what real cleanliness is.
											And it's not the hygiene hypothesis —
											I think many maybe know this.
											So it states that when you have
too little microbes in your environment
											because you clean all the time,
											that's not really a good thing,
											because people get more allergies
or autoimmune diseases then.
											So I knew this hypothesis,
											and I thought I wouldn't learn so much
											from looking at cleanliness in the gut.
											But I was wrong.
									","
											El tercer paso me alejó del cuerpo,
											y realmente entendí 
las bacterias de manera diferente.
											La investigación que tenemos hoy
está creando una nueva definición
											de lo que es la limpieza real.
											Y no es la hipótesis de la higiene,
											que muchos tal vez conocen.
											Tener muy pocos microbios en el entorno,
											porque uno se lava todo el tiempo,
											no es realmente bueno,
											porque las personas llegan a tener 
más alergias o enfermedades autoinmunes.
											Yo sabía esta hipótesis,
											y pensé que no aprendería mucho
											de examinar la limpieza en los intestinos.
											Pero estaba equivocada.
									","
											O passo três afastou-me
mais ainda do corpo
											para compreender as bactérias
de modo diferente.
											A investigação que hoje existe
é criar uma nova definição
											do que é de facto a limpeza.
											Mas não é a hipótese da higiene
											— acho que muitos já o devem saber.
											Afirma que, quando temos
micróbios a menos no ambiente,
											porque estamos sempre a fazer limpezas,
											isso não é nada bom
											porque as pessoas arranjam
mais alergias ou doenças autoimunes.
											Eu conhecia esta hipótese
											e pensava que não ia aprender
grande coisa
											observando a limpeza no cólon.
											Mas estava enganada.
									","
											Der dritte Schritt hat mich weiter
weg vom Körper geführt,
											dahin, Bakterien wirklich 
anders wahrzunehmen.
											Die heutige Forschung erschafft
eine neue Definition davon,
											was echte Sauberkeit ist.
											Und es ist nicht die Hygienehypothese —
											Viele kennen sie vermutlich.
											Sie besagt, dass, wenn man zu wenig 
Mikroben in seiner Umgebung hat,
											weil man die ganze Zeit putzt,
											es nicht unbedingt gut ist,
											denn die Menschen bekommen dann 
mehr Allergien oder Autoimmunkrankheiten.
											Ich kannte diese Hypothese
											und dachte, wenig dabei zu lernen,
											die Sauberkeit im Darm anzuschauen.
											Aber ich lag falsch.
									","
											La troisième étape m'a emmenée 
plus loin du corps,
											pour vraiment comprendre 
les bactéries autrement.
											La recherche d'aujourdhui
crée une nouvelle définition
											de ce que la vraie propreté est.
											Et ce n'est pas l'hypothèse de l'hygiène,
											beaucoup le savent peut-être.
											Elle soutient que quand vous avez
trop peu de microbes autour de vous
											parce que vous nettoyez trop,
											ce n'est pas une bonne chose,
											car les gens attrapent alors plus 
d'allergies ou de maladies auto-immunes.
											Je connaissais ces théories,
											et je pensais ne pas apprendre vraiment
											en observant la propreté
dans les intestins.
											Mais j'avais tort.
									","
											Üçüncü aşamada ise bedenimizin 
dışarıdan bakıp
											bakterileri anlamaya yöneltti.
											Şimdiki araştırmalar
											temizliğin gerçek anlamı konusunda
yeni bir tanım yaratıyor.
											Bu belki bazılarınızın bildiği
											hijyen hipotezinden farklı bir tanım.
											Buna göre; sürekli temizlik yaparsanız
											çevrenizde çok az mikrop vardır
											bu da aslında iyi bir şey değil
											çünkü daha fazla alerji 
ve otoimmün hastalık kaparsınız.
											Ben bu yeni hipotezi biliyordum
											ancak bağırsakların temizliği ile

											alakasını görememiştim.
											Ama yanılmıştım.
									",The surprisingly charming science of your gut,Giulia Enders,14:03,"bacteria,health,human body,medical research,medicine,TEDx,science"
"
","
","
","
","
","
",The surprisingly charming science of your gut,Giulia Enders,14:03,"bacteria,health,human body,medical research,medicine,TEDx,science"
"
											It turns out,
											real cleanliness is not about
killing off bacteria right away.
											Real cleanliness is a bit different.
											When we look at the facts,
											95 percent of all bacteria on this planet
don't harm us — they can't,
											they don't have the genes to do so.
											Many, actually, help us a lot,
											and scientists at the moment
are looking into things like:
											Do some bacteria help us clean the gut?
											Do they help us digest?
											Do they make us put on weight
or have a lean figure
											although we're eating lots?
											Are others making us feel more courageous
or even more resilient to stress?
											So you see, there are more questions
when it comes to cleanliness.
											And, actually, the thing is,
it's about a healthy balance, I think.
											You can't avoid the bad all the time.
											This is simply not possible;
											there's always something bad around.
											So what really the whole deal is
when you look at a clean gut,
											it's about having good bacteria,
enough of them,
											and then some bad.
											Our immune system needs the bad, too,
											so it knows what it's looking out for.
									","
											Sucede que
											la verdadera limpieza no es 
matar las bacterias de inmediato.
											La verdadera limpieza es diferente.
											Cuando analizamos los hechos,
											vemos que el 95 % de las bacterias 
en este planeta no nos hacen daño.
											No pueden. 
No tienen los genes para hacerlo.
											De hecho, muchas nos ayudan,
											y, en este momento, los científicos
plantean cosas como:
											¿Algunas bacterias nos ayudan 
a limpiar el intestino?
											¿Nos ayudan a digerir?
											¿Nos hacen subir de peso
o tener una figura delgada
											aunque estemos comiendo mucho?
											¿Nos ayudan a ser más valientes
o incluso más resistentes al estrés?
											Así que como ven, hay muchas 
preguntas en cuanto a la limpieza.
											Y, en realidad, creo que se trata 
de un equilibrio saludable.
											No se puede evitar lo malo todo el tiempo.
											Simplemente no es posible.
											Siempre hay algo malo 
alrededor de nosotros.
											Así que un intestino realmente limpio es
											uno que tenga suficientes 
bacterias buenas,
											y también malas.
											Nuestro sistema inmune 
necesita las malas también,
											para que sepa de lo que 
debe cuidarse.
									","
											Acontece
											que a verdadeira limpeza não é
matar logo todas as bactérias.
											A verdadeira limpeza é um pouco diferente.
											Quando olhamos para os factos,
											95% de todas as bactérias neste planeta
não nos fazem nenhum mal — não podem,
											não têm genes para isso.
											Muitas delas ajudam-nos imenso
											e os cientistas hoje
observam coisas como:
											""Há bactérias que nos ajudam
a limpar o intestino?
											""Ajudam-nos a digerir?
											""Contribuem para o aumento de peso
ou para uma figura esguia
											""embora comamos muito?
											""Há outras que nos fazem sentir
mais corajosos
											""ou mais resistentes ao 'stress'?""
											Como veem, há mais perguntas
quando se trata da limpeza.
											Penso que tudo se reduz
a um equilíbrio saudável.
											Não podemos estar sempre a evitar as más.
											Isso é impossível.
											Há sempre qualquer coisa má à nossa volta.
											O que conta é que, quando olharmos
para um intestino limpo,
											haja bastantes bactérias boas,
bactérias suficientes,
											e algumas más.
											O nosso sistema imunitário
também precisa das más.
											por isso é que sabe
aquilo que procura.
									","
											Es stellte sich heraus,
											dass richtige Sauberkeit nicht heißt,
Bakterien sofort zu vernichten.
											Richtige Sauberkeit ist ein wenig anders.
											Wenn man die Tatsachen ansieht,
											schaden uns 95 % aller Bakterien
nicht — sie können es nicht,
											sie haben nicht die Gene dazu.
											Viele helfen uns dagegen viel.
											Forscher sehen sich 
im Moment Dinge an wie:
											Unterstützen uns manche Bakterien,
den Darm zu reinigen?
											Helfen sie uns, zu verdauen?
											Lassen sie uns zunehmen oder schlank sein,
											obwohl wir viel essen?
											Machen uns andere mutiger 
oder sogar stressresistenter?
											Es sind noch viele Fragen offen, 
wenn es um Sauberkeit geht.
											In Wirklichkeit geht es wohl
um ein gesundes Gleichgewicht.
											Das Schlechte ist nicht immer vermeidbar.
											Es ist schlicht unmöglich;
											irgend etwas Schlechtes ist immer da.
											Um was es also wirklich geht, 
bei einem sauberen Darm,
											sind gute Bakterien, genug davon,
											und wenige schlechte.
											Das Immunsystem 
braucht auch die schlechten,
											damit es weiß, wonach es suchen muss.
									","
											En réalité,
											la vraie propreté n'est pas l'élimination 
immédiate des bactéries.
											La vraie propreté est un peu différente.
											Quand on regarde les faits,
											95% des bactéries de la planète ne nous
sont pas nuisibles ; elles ne peuvent pas
											car elles n'ont pas les gènes pour.
											Beaucoup nous aident énormément
											et les scientifiques regardent
en ce moment les choses ainsi :
											« Des bactéries nous aident-elles
à nettoyer nos intestins ?
											Et pour digérer ?
											Nous font-elles grossir ou mincir
											même en mangeant beaucoup ?
											D'autres nous rendent-elles plus courageux
ou résistants au stress ? »
											Vous voyez, la propreté implique
plus de questions.
											En fait, je pense que c'est 
une question de bon équilibre.
											Vous ne pouvez pas toujours 
éviter le nuisible.
											C'est simplement impossible,
											Il y a du nuisible partout.
											Il s'agit donc, quand vous regardez
un intestin propre,
											de cultiver les bonnes bactéries,
et suffisamment,
											avec un peu de nuisible.
											Notre système immunitaire en a besoin
											pour savoir contre quoi se défendre.
									","
											Meğerse; gerçek temizlik
											bütün bakterileri öldürmek değilmiş.
											Gerçek temizlik bundan daha farklı.
											Verilere bakarsak;
dünya üzerindeki bakterilerin yüzde 95'i
											bizim için tamamen zararsız
											zarar vermezler çünkü 
genleri müsait değil.
											Birçoğu ise bize çok yardımcı.
											Günümüzde bilim adamları
											Hangi bakteriler bağırsaklarımızın
temizlenmesine
											ya da sindirime yardım ediyor,
											hangileri kilo almamızı
ya da ince kalmamızı sağlıyor
											Ya da strese karşı direncimizi
etkileyenleri var mı?
											gibi konuları araştırıyorlar.
											Konu temizlik olunca
sorulacak çok soru var.
											Bence olay sağlıklı bir dengeyle alakalı.
											Kötü şeylerden sürekli kaçınamazsınız.
											Bu tamamen imkansızdır
											her zaman kötü şeyler olacaktır.
											Yani temiz bir bağırsağa baktığınızda
											biraz kötü bakteri
											ama yeterince çok da iyi bakteri vardır.
											Bağışıklık sistemimizin kötülere de
ihtiyacı vardır
											böylece neyi arayacağını bilir.
									",The surprisingly charming science of your gut,Giulia Enders,14:03,"bacteria,health,human body,medical research,medicine,TEDx,science"
"
","
","
","
","
","
",The surprisingly charming science of your gut,Giulia Enders,14:03,"bacteria,health,human body,medical research,medicine,TEDx,science"
