en,tr,fr,de,pt,title,speaker,duration,tags
"
											Their fur has grooves
that attract moisture
											and act as tiny hydroponic
gardens for algae,
											and they also attract
a host of invertebrates.
											So they are their own slow-moving,
miniature ecosystem.
											They become one with the trees.
											And we think that
their movements are so slow,
											they slip under the radar
of the monstrous harpy
											as it's flying about the canopy,
scanning for action.
									","
											Tüyleri nemi çekiyor
											ve su yosunları için
hidroponik bir bahçe görevi görüyor,
											ayrıca omurgasızları da çekiyorlar.
											Yani kendi başlarına yavaş ilerleyen,
minyatür bir ekosistem oluşturuyorlar.
											Ağaçlarla bütünleşiyorlar.
											Biz de hareketleri çok yavaş olduğu için
											o vahşi kartalın radarından
kurtulduklarını sanıyoruz,
											kartal aksiyon hevesiyle
kanopinin üzerinden uçarken.
									","
											Son pelage a des rainures
qui attirent l'humidité
											et agissent comme de petits jardins
hydroponiques pour les algues
											et attirent également
tout un tas d'invertébrés.
											Le paresseux est son propre
écosystème lent et miniature.
											Il ne fait qu'un avec l'arbre.
											Nous pensons que
ses mouvements sont si lents
											qu'ils passent sous le radar
de la monstrueuse harpie
											pendant qu'elle vole
au-dessus de la canopée,
											à la recherche d'action.
									","
											In ihrem Fell sind kleine Rillen,
die Feuchtigkeit anziehen
											und als hydroponische Gärten dienen,
in denen Algen wachsen können
											und kleine wirbellose Tiere anziehen.
											Sie sind also ihr eigenes,
											sich langsam bewegendes
Miniatur-Ökosystem.
											Sie werden eins mit den Bäumen.
											Wir vermuten, ihre Bewegungen
sind so extrem langsam,
											dass die Harpyie, die nach Bewegungen
im Blätterdach sucht, sie nicht bemerkt.
									","
											atuando como minúsculos
jardins hidropónicos para as algas,
											e também atraem uma multidão
de invertebrados.
											Elas são o seu próprio ecossistema
em miniatura em lento andamento.
											Elas tornam-se unas com as árvores.
											Pensamos que os movimentos delas
são tão lentos
											que escapam ao radar
da monstruosa harpia
											quando sobrevoa as copas das árvores,
em busca de ação.
											As preguiças são ninjas discretas,
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											Sloths are stealth ninjas,
											and they rarely leave
the safety of the canopy —
											except to defecate,
											which they do about once a week
at the base of a tree.
											Now, this risky and energetic behavior
has long been a mystery,
											and there are lots of theories
as to why they do it.
											But I think they're leaving surreptitious
scented messages for potential mates.
											Because, you see, sloths are generally
silent, solitary creatures,
											except for when the female is in heat.
											She will climb to the top of a tree
and scream for sex.
											In D-sharp.
									","
											Tembel hayvanlar görünmez ninja
											ve kanopinin emniyetini
nadiren terk ediyorlar —
											dışlamak için hariç,
											onu da bir ağacın kökünde
haftada bir yapıyorlar.
											Bu riskli ve enerji gerektiren şey
hep bir gizem olmuştur
											ve neden yaptıklarına dair de
bir dizi teori var.
											Bence potansiyel eş için
koku mesajları bırakıyorlar.
											Çünkü tembel hayvanlar
genelde sessiz, yalnız hayvanlar,
											çiftleşme dönemindeki dişiler hariç.
											Bir ağacın tepesine tırmanır
ve seks için çığlık atarlar.
											En yüksek notadan.
									","
											Le paresseux est un ninja furtif
											et il quitte rarement
la sécurité de la canopée —
											à part pour déféquer,
											ce qu'il fait environ une fois
par semaine au pied d'un arbre.
											Ce comportement risqué et énergétique
a longtemps été un mystère
											et il y a beaucoup de théories
quant à pourquoi il agit ainsi.
											Mais je pense qu'il laisse
des messages odorants subreptices
											à ses partenaires potentiels.
											Car le paresseux est généralement
une créature silencieuse et solitaire,
											à part quand la femelle est en chaleur.
											Elle montera en haut d'un arbre
et criera à la relation sexuelle.
											Un ré.
									","
											Faultiere sind kleine Tarn-Ninjas,
											die die sicheren Baumkronen
selten verlassen.
											Außer, um ihren Darm zu entleeren,
											was etwa einmal pro Woche
am Fuß eines Baumes geschieht.
											Das ist riskant und anstrengend
und war lange ein Rätsel.
											Es gibt viele Theorien, warum sie das tun.
											Ich denke, sie hinterlassen Duftmarken
für potenzielle Partner.
											Eigentlich sind es ruhige Einzelgänger —
											außer, wenn die Weibchen rollig sind.
											Sie klettert ganz oben auf einen Baum
und schreit laut nach Sex.
											In Dis.
									","
											e raramente abandonam a segurança da copa,
											exceto para defecar,
											o que fazem uma vez por semana,
na base de uma árvore.
											Este comportamento arriscado e enérgico
foi sempre um mistério,
											e há muitas teorias sobre a razão
para elas fazerem isto.
											Creio que elas estão a deixar mensagens
sub-reptícias de odor
											para potenciais parceiros.
											Porque as preguiças são, em geral,
criaturas silenciosas e solitárias,
											exceto quando a fêmea está no cio.
											Ela sobe até ao topo da árvore
e grita a pedir sexo.
											Em Ré Sustenido.
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											Não acreditam?
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											Don't believe me?
									","
											İnanmıyor musunuz?
									","
											Vous ne me croyez pas ?
									","
											Sie glauben mir nicht?
									","
											(Som do grito de uma preguiça)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Sound of sloth scream)
									","
											(Tembel hayvan çığlık sesi)
									","
											(Cri de paresseux)
									","
											(Faultier-Ruf)
									","
											Ré Sustenido.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											D-sharp.
											This and only this note
will get the male's attention.
											It mimics the sound
of the kiskadee flycatcher.
											So the female remains covert,
											even when yodeling for sex
at the top of her lungs.
											Her clandestine booty calls
will carry for miles across the canopy,
											and males will beat
a slow path towards her.
									","
											En yüksek tondan.
											Sadece bu ton erkeğin dikkatini çeker.
											Kiskadee sinek avcısı kuşun
sesini taklit ederler.
											Yani aslında dişiler gizlenir,
											seks için avazları çıkana kadar
bağırırken bile.
											Bu gizli seks çağrısı
kanopi boyunca kilometrelerce duyulur
											ve erkekler ona doğru yavaş bir yol izler.
									","
											Ré.
											Cette note uniquement
attirera l'attention du mâle.
											Cela imite le son du tyran quiquivi.
											La femelle demeure à couvert,
											même quand elle appelle à pleins poumons
à des relations sexuelles.
											Son appel clandestin à un plan cul
est transmis à des kilomètres à la ronde
											et les mâles feront
un lent chemin vers elle.
									","
											Dis.
											Nur diese eine Note
erregt männliche Aufmerksamkeit.
											Sie imitiert den Ruf des Schwefeltyranns,
											sodass sie lauthals nach Sex rufen kann
und dennoch in Deckung bleibt.
											Die heimlichen, aber eindeutigen Angebote
sind viele Kilometer weit hörbar
											und die Männchen, nun ja, 
""rennen"" ihnen die Bude ein.
									","
											Esta é a única nota
que desperta a atenção do macho.
											Imita o som de um tiranídeo.
											A fêmea mantém-se coberta,
											mesmo a cantar a plenos pulmões.
											Os seus convites clandestinos
para sexo casual
											têm um alcance de quilómetros
através das copas das árvores,
											e os machos apressar-se-ão lentamente
a ir ter com ela.
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											Penso que as mensagens de odor
no excremento dela
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											I think scented messages in her dung
will help send Romeo up the right tree
											so that he doesn't waste precious energy
scaling the wrong one.
											Sex, by the way, is the only thing
that sloths do swiftly.
											I've seen them do it in the wild,
											and it's over and done
with in a matter of seconds.
											But then, why waste precious energy on it,
											particularly after that journey?
									","
											Bence dışkıdaki koku mesajları
Romeo'nun doğru ağacı bulmasını sağlıyor,
											böylece yanlış ağaçla
değerli enerjisini kaybetmiyor.
											Bu arada seks,
tembel hayvanların hızlı yaptığı tek şey.
											Vahşi doğada onları izledim
											ve her şey sadece birkaç saniye sürüyor.
											Ama buna neden değerli
enerjinizi harcıyasınız ki?
											Hem de o yorucu yolculuk sonrasında.
									","
											Je pense que les messages odorants
dans ses excréments
											aideront à envoyer Roméo
en haut du bon arbre
											afin qu'il ne gaspille pas
sa précieuse énergie
											à escalader le mauvais arbre.
											D'ailleurs, le sexe est la seule chose
que les paresseux font rapidement.
											Je les ai vus dans la nature
											et cela est terminé
en l'espace de quelque secondes.
											Pourquoi gaspiller une précieuse énergie,
											surtout après un tel périple ?
									","
											Die Duftstoffe in ihrem Dung helfen Romeo,
den richtigen Baum zu finden,
											sodass er nicht den falschen erklimmt
und dabei wertvolle Energie verschwendet.
											Sex ist übrigens das Einzige,
das bei Faultieren schnell geht.
											Ich habe sie dabei
in der Wildnis beobachtet
											und es ist eine Sache von Sekunden.
											Aber warum Energie verschwenden,
gerade nach der anstrengenden Reise?
									","
											orientam o Romeu a subir à árvore certa,
											para não perderem uma preciosa energia
a escalar a árvore errada.
											A propósito, sexo é a única coisa
que as preguiças fazem depressa.
											Vi-as fazer isso na selva,
											e está tudo feito e acabado
em questão de segundos.
											Mas também, para quê gastar
preciosa energia nisso,
											em especial, depois daquela viagem?
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Laughter)
									","
											(Kahkahalar)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											Unlike other mammals,
											sloths don't also waste time maintaining
a constant warm body temperature.
											Energy from the sun is free,
											so they bask in the sun like lizards
											and wear an unusually thick coat
for the tropics to keep that heat in.
											Sloths have a freakishly low metabolism.
											And we think that this might be
one of the reasons
											that they can sometimes
recover from injuries
											that would kill most animals.
											This sloth recovered
from a double amputation,
											and I've known sloths
that have managed to survive
											even power line electrocutions.
											And we now think that a low metabolism
may well be key to surviving extinction.
											Researchers at Kansas University
who were studying mollusks
											found that a high metabolism
predicted which species of mollusk
											had gone extinct.
									","
											Diğer memelilerin aksine,
											tembel hayvanlar sabit bir vücut ısısı
korumaya çalışarak da zaman harcamaz.
											Güneş enerjisi bedava,
											o yüzden güneşte kertenkele gibi uzanırlar
											ve tropik alanda ısıyı içeri almak için
inanılmaz kalın bir mantoya bürünürler.
											Metabolizmaları da inanılmaz yavaş.
											Sanırım bu özellikleri
											pek çok memeliyi
öldürebilecek yaralanmalardan
											kurtulabilmelerinin nedenlerinden biri.
											Bu tembel hayvan çift ampüte geçirdi
											ve ben yüksek gerilim hattına tutulmuş
											ama hayatta kalmış
tembel hayvanlar gördüm.
											Artık düşük metabolizmanın soy tükenme
karşısında çok önemli olduğu kanısındayız.
											Kansas Üniversitesi araştırmacıları
salyangozlar üzerinde çalışırken
											yüksek metabolizmanın
soyu tükenen salyangozu bulmada
											tahminde bulunduğunu ortaya koydu.
									","
											Contrairement à d'autres mammifères,
											le paresseux ne perd pas de temps
											à maintenir une température
corporelle constante.
											L'énergie du soleil est gratuite,
											alors il se prélasse
au soleil tel un lézard
											et porte un manteau exceptionnellement
épais pour les tropiques
											pour conserver cette chaleur.
											Le paresseux a un métabolisme
incroyablement lent.
											Nous pensons que cela pourrait être
l'une des raisons
											pour lesquelles il se remet de blessures
											qui tueraient la plupart des animaux.
											Ce paresseux s'est remis
d'une double amputation
											et j'ai vu des paresseux
ayant réussi à survivre
											à une électrocution
par des lignes à haute tension.
											Nous pensons qu'un métabolisme lent
pourrait être la clé
											pour survivre à une extinction.
											Des chercheurs de l'université du Kansas
qui étudiaient les mollusques
											ont découvert qu'un métabolisme élevé
prédisait quelles espèces de mollusques
											avaient disparu.
									","
											Anders als andere Säugetiere
verschwenden sie auch keine Energie damit,
											eine konstante Körpertemperatur zu halten.
											Sonnenenergie ist gratis!
											Wie die Eidechsen sonnen sie sich
											und speichern die Wärme durch ihr Fell,
das für die Tropen ungewöhnlich dick ist.
											Der Stoffwechsel von Faultieren
ist wirklich extrem langsam.
											Unter anderem wohl deshalb
können sich Faultiere
											auch von schweren Verletzungen erholen,
											die viele andere Tiere
nicht überlebt hätten.
											Dieses Faultier erholte sich
von einer doppelten Amputation.
											Sogar eigentlich tödliche Stromschläge
von Strommasten überlebten einige.
											Wir glauben, dieser langsame Stoffwechsel
könnte der Schlüssel zum Überleben sein.
											An der Kansas Universität forschte man
mit Weichtieren und fand heraus,
											dass das Aussterben bestimmter Arten
an ihrem schnellen Stoffwechsel lag.
									","
											Ao contrário dos outros mamíferos,
											as preguiças também
não desperdiçam tempo
											a manter uma temperatura
corporal constante.
											A energia solar é gratuita,
											por isso, elas apanham sol como lagartos,
											e usam um espesso casaco invulgar
nos trópicos, para manter o calor.
											As preguiças têm um metabolismo
estranhamente lento.
											Pensamos que essa
é provavelmente uma das razões
											para elas, por vezes,
conseguirem recuperar de lesões
											que matariam a maior parte dos animais.
											Esta preguiça recuperou
de uma amputação dupla,
											e conheci preguiças que conseguiram
sobreviver até a eletrocussões
											causadas por linhas elétricas.
											Pensamos agora que um metabolismo lento
pode ser fundamental para sobreviver.
											Pesquisadores da Universidade do Kansas
que estudavam moluscos
											descobriram que o metabolismo rápido
predizia que espécie de molusco
											se tornara extinto.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											Sloths have been around on this planet
in one shape or another
											for over 40 million years.
											The secret to their success
is their slothful nature.
											They are energy-saving icons.
											And I founded the Sloth
Appreciation Society
											to both promote and protect
their slow, steady, sustainable lives.
											I'm a pretty speedy character.
											I'm sure you've guessed.
											And the sloths have taught me
a lot about slowing down.
											And I think that the planet would benefit
											if we all took a slowly digested
leaf out of their book.
									","
											Tembel hayvanlar
40 milyon yılı aşkın süredir
											öyle ya da böyle bu gezegendeler.
											Başarılarının sırrı tembel doğaları.
											Onlar enerji koruyan ikonlar.
											Tembel Hayvan Tanıma Derneği'ni
kurmamın amacı
											onların yavaş, dengeli, sürdürülebilir
hayatlarını korumak ve promote etmek.
											Ben oldukça hızlı bir karakterim.
											Tahmin etmişsinizdir.
											Tembel hayvanlar da
bana yavaşlamayı öğretti.
											Ve öyle düşünüyorum ki
hepimiz onların kitabından
											yavaş yavaş hazmadilmiş bir yaprak alsak
gezegen bundan fayda görür.
									","
											Le paresseux est sur cette planète
sous une forme ou une autre
											depuis plus de 40 millions d'années.
											Le secret de sa réussite
est sa nature paresseuse.
											C'est une icône de l'économie d'énergie.
											J'ai fondé la Société
d'appréciation du paresseux
											pour promouvoir et protéger
sa vie lente, stable et durable.
											Je suis d'une nature dynamique.
											Vous avez dû le deviner.
											Le paresseux m'a beaucoup appris
sur comment ralentir.
											Je pense que
cela bénéficierait à la planète
											si nous adoptions un peu
leur rythme de vie.
									","
											Über 40 Millionen Jahre existieren
Faultiere nun auf diesem Planeten.
											Ihr Erfolgsgeheimnis ist ihre Faulheit.
											Sie sind Energiespar-Vorbilder.
											Um ihren langsamen und nachhaltigen
Lebensstil zu schützen und wertzuschätzen,
											gründete ich den ""Verein
zur Würdigung von Faultieren"".
											Ich bin ein sehr hibbeliger Mensch,
											das haben Sie sicher schon bemerkt.
											Von den Faultieren habe ich
viel über Entschleunigung gelernt.
											Auch die Welt würde davon profitieren,
											wenn wir alle diese Lektion
genauso gründlich verdauen
											wie ein Faultier seine Blätter.
									","
											As preguiças têm vivido neste planeta
de uma forma ou de outra,
											há mais de 40 milhões de anos.
											O segredo do sucesso delas
é a sua natureza lenta.
											Elas são ícones de poupança de energia.
											Fundei a Sociedade
de Valorização das Preguiças
											para promover e proteger as suas vidas
lentas, estáveis e sustentáveis.
											Eu sou uma pessoa bastante apressada.
											Tenho a certeza que adivinharam.
											As preguiças ensinaram-me muito
a abrandar o ritmo.
											Penso que o planeta beneficiaria
											se todos comêssemos uma folha
de lenta digestão do seu livro.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											How about we all embrace our inner sloth
											by slowing down,
											being more mindful,
											reducing wasteful convenience,
											being economical with our energy,
											recycling creatively
											and reconnecting with nature.
											Otherwise, I fear,
											it will be us humans that turn out to be
											""the stupidest animals
that can be found in the world.""
									","
											İçimizdeki tembel hayvanı kucaklayalım mı,
											yavaşlayarak,
											daha düşünceli olarak,
											atıkları azaltarak,
											enerjimiz konusunda ekonomik davranarak,
											yaratıcı şekilde geridönüşüm yaparak
											ve doğayla yeniden bağ kurarak.
											Çünkü korkarım aksi hâlde,
											""dünyada bulunabilecek en aptal hayvanlar""
											biz insanlar olacağız.
									","
											Et si nous embrassions tous
le paresseux en nous
											en ralentissant,
											en étant plus attentifs,
											en réduisant le gaspillage
lié à des commodités,
											en économisant notre énergie,
											en recyclant de façon créative
											et en renouant avec la nature.
											Autrement, j'ai peur
											que ce soit nous, les êtres humains,
qui nous avérerons être
											« l'animal le plus stupide
que l'on puisse trouver dans le monde ».
									","
											Lassen wir unser inneres Faultier frei,
											indem wir uns Zeit nehmen, achtsamer sind,
											Qualität über Komfort stellen,
											sparsam mit Energie umgehen,
kreativ recyceln,
											und uns wieder mit der Natur verbinden!
											Sonst, fürchte ich,
sind wir Menschen bald
											""das dümmste Tier,
das man in dieser Welt finden kann"".
									","
											Que tal se todos aceitarmos
a preguiça que há em nós
											e abrandarmos o ritmo,
											sendo mais conscientes,
											reduzindo o desperdício da conveniência,
											economizando a nossa energia,
											sendo criativos na reciclagem,
											e voltando a interligar-nos
com a Natureza.
											Caso contrário, receio bem
											que sejamos nós, humanos, a acabar por ser
											""os animais mais estúpidos
que podem ser encontrados no mundo"".
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											Thank you very much.
									","
											Çok teşekkürler.
									","
											Merci beaucoup.
									","
											Vielen Dank.
									","
											Muito obrigada.
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											May the sloth be with you!
									","
											Tembel hayvan sizinle olsun!
									","
											Que la force du paresseux soit avec vous !
									","
											Möge das Faultier mit Ihnen sein!
									","
											""Que a preguiça esteja convosco!""
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
"
","
","
","
","
",Sloths! The strange life of the world's slowest mammal,Lucy Cooke,14:11,"animals,nature,evolution,science,environment,biology,life"
