en,tr,pt,es,de,title,speaker,duration,tags
"
											To reconcile this,
											we need to either change our culture
or change our expectations.
											So, imagine if we were all
less passive in love.
											If we were more assertive,
more open-minded, more generous
											and instead of falling in love,
											we stepped into love.
											I know that this is asking a lot,
											but I'm not actually
the first person to suggest this.
											In their book, ""Metaphors We Live By,""
											linguists Mark Johnson and George Lakoff
suggest a really interesting solution
											to this dilemma,
											which is to change our metaphors.
											They argue that metaphors really do shape
the way we experience the world,
											and that they can even act
as a guide for future actions,
											like self-fulfilling prophecies.
									","
											Bunu çözmek için,
											ya kültürümüzü ya da beklentilerimizi
değiştirmemiz gerekiyor.
											Hepimiz aşıkken daha az pasif
olsaydık nasıl olurdu düşünün.
											Daha özgüvenli, 
daha açık fikirli, daha cömert olsaydık
											ve aşık olmak yerine,
											aşka dahil olsaydık.
											Bunun çok şey istemek olduğunu biliyorum
											ama bunu öneren ilk insan değilim.
											""Metaforlar, Hayat, Anlam ve Dil""
											adlı kitaplarında dil bilimci Mark Johnson
ve George Lakoff bu ikileme çok ilginç
											bir çözüm sunuyor;
											kullandığımız mecazları değiştirmek.
											Benzetmelerimizin dünyayı deneyimleme
şeklimizi etkilediğini iddia ediyorlar.
											Hatta yapacağımız eylemlere rehber 
olarak hareket ediyorlar,
											kendini gerçekleştiren kehanetler gibi.
									","
											Para harmonizar isto,
											precisamos de mudar a nossa cultura
ou as nossas expetativas.
											Então, imaginem se todos fôssemos
menos passivos no amor.
											Se fôssemos mais assertivos,
mais tolerantes, mais generosos
											e em vez de ""cairmos"" no amor,
											""entrássemos"" no amor.
											Eu sei que isto é pedir muito,
											mas, na verdade, eu não sou
a primeira pessoa a sugerir isto.
											No livro, ""Metáforas da Vida Quotidiana,""
											os linguistas Mark Johnson e George Lakoff
sugerem uma solução muito interessante
											para este dilema,
											que é mudar as nossas metáforas.
											Eles argumentam que as metáforas modelam
a nossa forma de interpretar o mundo,
											e que elas até podem agir
como um guia para ações futuras,
											como profecias autocumpridas.
									","
											Para conciliar esto,
											necesitamos cambiar nuestra cultura
o cambiar nuestras expectativas.
											Entonces, imaginen si fuéramos todos
menos pasivos en el amor.
											Si fuéramos más asertivos,
más abiertos, más generosos
											y en vez de enamorarnos,
											nos abriéramos al amor.
											Sé que esto es pedir mucho,
											pero en realidad no soy
la primera persona que sugiere esto.
											En su libro ""Metáforas por 
las que vivimos"", los lingüistas
											Mark Johnson y George Lakoff sugieren 
una solución muy interesante
											a este dilema,
											que es cambiar nuestras metáforas.
											Argumentan que las metáforas dan forma 
a la manera de experimentar el mundo.
											Y que incluso pueden actuar
como una guía para acciones futuras,
											como profecías autocumplidas.
									","
											Um das in Einklang zu bringen,
											müssen wir entweder unsere Kultur
oder unsere Erwartungen verändern.
											Stellen Sie sich vor,
wir wären in der Liebe weniger passiv;
											wir wären selbstbewusster,
aufgeschlossener, großzügiger
											und würden statt ""falling in love""
[in Liebe fallen]
											""stepping into love""
[in die Liebe eintreten] sagen.
											Ich weiß, das ist viel verlangt,
											aber ich bin nicht die Erste,
die das vorschlägt.
											In ihrem Buch ""Leben In Metaphern""
											schlagen die Linguisten
Mark Johnson und George Lakoff
											eine sehr interessante Lösung
für dieses Dilemma vor:
											unsere Metaphern zu verändern.
											Sie erklären, dass Metaphern
unser Erlebnis der Welt formen,
											und unseren künftigen Handlungen
als Leitfaden dienen können,
											wie eine selbsterfüllende Prophezeihung.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											Johnson and Lakoff suggest
a new metaphor for love:
											love as a collaborative work of art.
											I really like this way
of thinking about love.
											Linguists talk about metaphors
as having entailments,
											which is essentially a way of considering
all the implications of,
											or ideas contained
within, a given metaphor.
											And Johnson and Lakoff
talk about everything
											that collaborating
on a work of art entails:
											effort, compromise,
patience, shared goals.
											These ideas align nicely
with our cultural investment
											in long-term romantic commitment,
											but they also work well
for other kinds of relationships —
											short-term, casual, polyamorous,
non-monogamous, asexual —
											because this metaphor brings
much more complex ideas
											to the experience of loving someone.
									","
											Johnson ve Lakoff aşk için
yeni bir mecaz öneriyor:
											Ortak yapılan bir sanat eseri olarak aşk.
											Aşkı böyle düşünme şeklini çok beğendim.
											Dil bilimciler mecazlardan
gereklilik olarak bahseder;
											temel olarak, içinde barındırdığı 
tüm çağrışımları ve düşünceleri
											belli bir mecazla düşünme şekli.
											Johnson ve Lakoff, ortak yapılan
bir sanat eserinin içerdiği
											her şeye değinir:
											Çaba, anlaşma, sabır, ortak amaçlar.
											Bu fikirler uzun,romantik
ilişkilerde kültürel yatırımımızla
											güzel bir şekilde düzene girer.
											Ayrıca başka ilişki türleri için de
işe yarar;
											-kısa süreli, geçici, çok aşklı, 
tek eşli olmayan, aseksüel-
											çünkü bu benzetmeler 
başkasını sevme deneyimini
											daha karmaşık fikirlere dönüştürür.
									","
											Johnson e Lakoff sugerem
uma nova metáfora para o amor:
											o amor como uma obra de arte colaborativa.
											Eu gosto realmente desta forma
de pensar no amor.
											Os linguistas falam das metáforas
como vinculações,
											que são essencialmente uma forma
de considerar todas as implicações
											ou ideias contidas dentro da metáfora.
											Johnson e Lakoff falam sobre tudo
											o que colaborar numa obra de arte requer:
											esforço, compromisso, paciência,
objetivos em comum.
											Estas ideias alinham-se agradavelmente 
com o nosso investimento cultural
											num compromisso romântico duradouro,
											mas também funcionam bem
para outros tipos de relações
											— de curto prazo, casuais, poligâmicas,
não monogâmicas, assexuadas —
											porque esta metáfora traz-nos 
ideias muito mais complexas
											para a experiência de amar alguém.
									","
											Johnson y Lakoff sugieren
una nueva metáfora para el amor:
											el amor como obra de arte colaborativa.
											Realmente me gusta esta forma 
de pensar el amor.
											Los lingüistas hablan de metáforas
como que tienen implicaciones,
											que es esencialmente una forma de 
considerar todas las implicaciones,
											o ideas contenidas dentro
de una metáfora dada.
											Johnson y Lakoff hablan de todo
											lo que implica la colaboración
en una obra de arte:
											esfuerzo, compromiso, paciencia, 
objetivos compartidos.
											Estas ideas se alinean bien
con nuestra inversión cultural
											en el compromiso romántico a largo plazo,
											pero también funcionan bien
para otros tipos de relaciones
											- a corto plazo, casual, poliamorosa,
no monógama, asexual -
											porque esta metáfora trae
ideas mucho más complejas
											a la experiencia de amar a alguien.
									","
											Johnson und Lakoff schlagen
eine neue Metapher für Liebe vor:
											Liebe als ein gemeinsam
erschaffenes Kunstwerk.
											Diese Art über Liebe
zu denken, mag ich sehr.
											Für Linguisten haben Metaphern
etwas wie Erfordernisse,
											mit denen man die verschiedenen
Implikationen oder Gedanken,
											die eine Metapher beinhaltet, erfasst.
											Johnson und Lakoff thematisieren alles,
											was künstlerische
Zusammenarbeit erfordert:
											Einsatz, Kompromisse,
Geduld, gemeinsame Ziele.
											Diese Gedanken passen gut
zu unserer kulturellen Veranlagung
											zur dauerhaften romantischen Beziehung,
											aber auch zu anderen Beziehungstypen:
											kurzzeitige, lockere, polyamuröse,
nicht-monogame, asexuelle ...
											Denn diese Metapher bringt
eine weit vielschichtigere Vorstellung
											in die Erfahrung, jemanden zu lieben.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											So if love is a collaborative work of art,
											then love is an aesthetic experience.
											Love is unpredictable,
											love is creative,
											love requires communication
and discipline,
											it is frustrating
and emotionally demanding.
											And love involves both joy and pain.
											Ultimately, each experience
of love is different.
									","
											Yani, aşk ortak yapılan bir sanat eseriyse
											aynı zamanda estetik bir deneyimdir.
											Aşk öngörülemez,
											aşk yaratıcıdır,
											aşk iletişim ve disiplin gerektirir,
											sinir bozucu ve
duygusal olarak talep edicidir.
											Aşk hem neşeyi hem de acıyı barındırır.
											Sonuç olarak, yaşanılan her aşk farklıdır.
									","
											Então, se o amor é uma obra
de arte colaborativa,
											então o amor é uma experiência estética.
											O amor é imprevisível,
											o amor é criativo,
											o amor requer comunicação e disciplina,
											é frustrante e emocionalmente exigente.
											O amor envolve tanto alegria como dor.
											Por fim, cada experiência
de amor é diferente.
									","
											Así que si el amor es 
una obra de arte colaborativa,
											entonces el amor es 
una experiencia estética.
											El amor es impredecible,
											el amor es creativo,
											el amor requiere comunicación
y disciplina,
											es frustrante
y emocionalmente exigente.
											Y el amor implica alegría y dolor.
											En última instancia, cada experiencia
de amor es diferente.
									","
											Wenn Liebe ein gemeinsam
erschaffenes Kunstwerk ist,
											dann ist sie eine ästhetische Erfahrung.
											Liebe ist unvorhersehbar,
											sie ist kreativ,
											erfordert Kommunikation und Disziplin,
											ist frustrierend und emotional fordernd
											und beinhaltet sowohl Freude
als auch Schmerz.
											Und letztlich ist
jede Liebeserfahrung anders.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											When I was younger,
											it never occurred to me that I was allowed
to demand more from love,
											that I didn't have to just accept
whatever love offered.
											When 14-year-old Juliet first meets —
											or, when 14-year-old Juliet
cannot be with Romeo,
											whom she has met four days ago,
											she does not feel disappointed or angsty.
											Where is she?
											She wants to die.
											Right?
											And just as a refresher,
at this point in the play,
											act three of five,
											Romeo is not dead.
											He's alive,
											he's healthy,
											he's just been banished from the city.
											I understand that 16th-century Verona
is unlike contemporary North America,
											and yet when I first read this play,
											also at age 14,
											Juliet's suffering made sense to me.
									","
											Gençken,
											aşktan daha fazlasını talep etmek
hiç aklıma gelmemişti.
											Oysa aşk ne sunarsa hemen 
kabul etmek zorunda değildim.
											14 yaşındaki Juliet ilk aşık olduğunda,
											ya da 14 yaşındaki Juliet, 
daha dört gün önce tanıştığı
											Romeo'dan ayrı kalamazken
											üzgün ya da endişeli hissetmiyordu.
											Ne haldeydi?
											Ölmek istiyordu.
											Değil mi?
											Küçük bir dipnot, oyunun üçüncü perde,
											beşinci sahnesinde,
											Romeo ölmemiş.
											Yaşıyor,
											sağlıklı,
											şehirden yeni sürülmüş.
											16. yy Verona'sının günümüz Kuzey 
Amerika'sının tersi olduğunu anlıyorum.
											Bu oyunu ilk okuduğumda,
											14 yaşındayken
											Juliet'in acı çekmesini anlıyordum.
									","
											Quando eu era mais nova,
											nunca me ocorreu que eu podia
exigir mais do amor,
											que eu não tinha apenas de aceitar
qualquer amor que me fosse oferecido.
											Quando a Julieta de 14 anos conhece Romeu
											—ou, quando a Julieta de 14 anos
não pode estar com Romeu,
											que ela conheceu há quatro dias —
											não se sente desiludida ou angustiada.
											Onde é que ela está?
											Ela quer morrer.
											Certo?
											E apenas para relembrar,
neste ponto da peça
											— ato três de cinco —
											o Romeu não está morto.
											Está vivo,
											saudável,
											apenas foi banido da cidade.
											Percebo que Verona do século XVI
não é como os EUA contemporâneos.
											ainda assim, quando li esta peça
pela primeira vez,
											também com 14 anos,
											o sofrimento de Julieta,
para mim, fez todo o sentido.
									","
											Cuando era más joven,
											nunca se me ocurrió que se me permitiera
exigir más del amor,
											que no tenía que aceptar simplemente
cualquier amor ofrecido.
											Cuando Julieta de 14 años conoce...
											o, cuando Julieta de 14 años
no puede estar con Romeo,
											a quien conoció hace cuatro días,
											ella no se siente 
decepcionada o angustiada.
											¿Dónde está?
											Ella quiere morir.
											¿Cierto?
											Y a modo de repaso,
en este punto de la obra,
											acto tres de cinco,
											Romeo no está muerto.
											Está vivo,
											está sano,
											acaba de ser desterrado de la ciudad.
											Entiendo que la Verona del s. XVI difiere 
de la América del Norte contemporánea,
											y sin embargo cuando leí 
esta obra por primera vez,
											también a los 14 años,
											el sufrimiento de Julieta 
tenía sentido para mí.
									","
											Als ich jünger war,
											kam mir nie in den Sinn, dass ich
mehr von der Liebe erwarten dürfte,
											dass ich nicht einfach
akzeptieren musste, was sie mir bot.
											Als die 14-jährige Julia
Romeo zum ersten Mal ...
											oder, als die 14-jährige Julia
nicht bei Romeo sein kann,
											den sie vor vier Tagen kennengelernt hat,
											ist sie nicht enttäuscht oder ängstlich.
											Wo ist sie?
											Sie will sterben. Richtig?
											Zur Erinnerung: Zu dieser Zeit im Stück,
											Akt Drei von Fünf,
											ist Romeo nicht tot.
											Er lebt
											und ist gesund.
											Er wurde nur aus der Stadt verbannt.
											Natürlich ging es im Verona
des 16. Jahrhunderts anders zu
											als im heutigen Nordamerika.
											Und dennoch:
Als ich das Stück erstmals las,
											auch im Alter von 14 Jahren,
											konnte ich Julias Leid nachvollziehen.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											Reframing love as something
I get to create with someone I admire,
											rather than something
that just happens to me
											without my control or consent,
											is empowering.
											It's still hard.
											Love still feels totally maddening
and crushing some days,
											and when I feel really frustrated,
											I have to remind myself:
											my job in this relationship
is to talk to my partner
											about what I want to make together.
											This isn't easy, either.
											But it's just so much better
than the alternative,
											which is that thing
that feels like madness.
									","
											Aşkı sadece kendi kontrolüm ve
rızam dışında başıma gelen bir şeydense,
											hayran olduğum biriyle ulaşacağım
bir şeymiş gibi,
											farklı bir çerçeveye oturtmak,
											bana güç veriyor.
											Hâlâ zor.
											Aşk hâlâ bütünüyle çıldırtıcı, 
bazı günler ezici,
											çok üzgün hissettiğim zamanlarda,
											kendime hatırlatmam gerekiyor:
											Bu ilişkide benim görevim,
partnerimle beraber yapmak istediğim şeyi
											konuşmak.
											Kolay da değil.
											Ancak delillik hissine 
kapılma alternatifinden
											daha iyidir.
									","
											Restruturar o amor como algo
que eu consigo criar com alguém que admiro,
											em vez de algo que acontece só comigo
											sem o meu controlo ou consentimento,
											dá-nos poder.
											Mesmo assim, é difícil.
											O amor continua a ser enlouquecedor
e arrasador em certos dias.
											Quando me sinto muito frustrada,
											tenho que me relembrar:
											o meu trabalho nesta relação
é falar com o meu parceiro
											sobre o que quero que construamos juntos.
											Isto também não é fácil.
											Mas é muito melhor do que a alternativa,
											que é aquela coisa que nos faz sentir 
como se fôssemos loucos.
									","
											Replantearse el amor como algo que 
voy a crear con alguien que admiro,
											en lugar de algo que me pasa a mí
											sin mi control o consentimiento,
											es empoderamiento.
											Todavía es difícil.
											El amor es algo loco
y abrumador algunos días,
											y cuando me siento realmente frustrada,
											tengo que recordarme a mí misma:
											mi trabajo en esta relación
es hablar con mi pareja
											sobre lo que quiero que hagamos juntos.
											Esto tampoco es fácil.
											Pero es mucho mejor que la alternativa,
											que es lo que parece una locura.
									","
											Die Liebe zu jemandem,
den man bewundert, neu auszurichten
											als etwas, das man gestaltet,
											statt als etwas, das einem ohne eigenes
Zutun oder Einverständnis widerfährt,
											gibt einem Kraft.
											Es ist immer noch schwer.
											Trotzdem ist Liebe an manchen Tagen
erdrückend und zum Verrücktwerden,
											und wenn ich sehr frustriert bin,
											muss ich mich erinnern:
											Es ist meine Aufgabe,
mit meinem Partner darüber zu reden,
											was ich gemeinsam umsetzen will.
											Das ist auch nicht einfach,
											aber viel besser als die Alternative:
											dieses Gefühl des Wahnsinns.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											This version of love is not about winning
or losing someone's affection.
											Instead, it requires
that you trust your partner
											and talk about things
when trusting feels difficult,
											which sounds so simple,
											but is actually a kind
of revolutionary, radical act.
											This is because you get to stop
thinking about yourself
											and what you're gaining
or losing in your relationship,
											and you get to start thinking
about what you have to offer.
											This version of love
allows us to say things like,
											""Hey, we're not very good collaborators.
Maybe this isn't for us.""
											Or, ""That relationship
was shorter than I had planned,
											but it was still kind of beautiful.""
									","
											Aşkı böyle yorumlamak, birinin sevgisini
kaybetme ya da kazanma konusu değil.
											Bunun yerine,partnerinize güvenmeyi
											ve güvenmenin zor olduğu zamanlarda
bunları konuşmayı gerektirir,
											ki bu çok basit geliyor.
											Fakat gerçekten devrim niteliğinde,
radikal bir tutum.
											Çünkü, kendinizi ve
ilişkinizde kazandığınız veya
											kaybettiğiniz şeyi düşünmeyi bırakmaya
											ve ne vereceğinizi düşünmeye başlarsınız.
											Aşkı böyle yorumlamak, ""Hey, 
biz pek de iyi ortaklar değiliz.
											Belki de bu bize göre değil."" gibi şeyler
söylememizi mümkün kılar.
											Ya da ""Bu ilişki tahminimden
daha kısa sürdü,
											ama yine de güzeldi."" deriz.
									","
											Esta versão de amor não é sobre 
ganhar ou perder o afeto de alguém.
											Pelo contrário, isto requer
que confiemos nos nossos parceiros
											e que falemos sobre as coisas 
quando confiar se torna difícil,
											o que soa muito simples,
											mas, na verdade, é um ato
um tanto revolucionário e radical.
											Isto porque conseguimos
deixar de pensar em nós próprios
											e o que estamos a ganhar
ou a perder nas nossas relações,
											e começamos a pensar
no que temos para oferecer.
											Esta versão de amor
permite-nos dizer coisas como:
											""Ei, não somos colaboradores muito bons.
Talvez isto não seja para nós"".
											Ou, ""Esta relação foi mais curta
do que eu havia planeado,
											""mas ainda assim, foi bonita"".
									","
											Esta versión del amor no implica ganar
o perder el afecto de alguien.
											En su lugar, requiere
confiar en la pareja
											y hablar cuando confiar parece difícil,
											algo que suena muy simple,
											pero es un acto revolucionario, radical.
											Esto se debe a que uno debe 
dejar de pensar en uno mismo
											y en lo que gana o pierde en la relación,
											y debe empezar a pensar
qué tiene para ofrecer.
											Esta versión del amor
nos permite decir cosas como:
											""No somos muy buenos colaboradores.
Tal vez esto no es para nosotros"".
											O, ""Esa relación fue más corta 
de lo que había planeado,
											pero fue algo hermoso"".
									","
											Diese Art der Liebe handelt nicht
vom Gewinnen oder Verlieren von Zuneigung,
											sondern erfordert gegenseitiges Vertrauen,
											und, sich auszusprechen,
wenn das Vertrauen schwerfällt.
											Das klingt einfach,
											ist aber ein revolutionärer,
radikaler Akt,
											weil man aufhört,
an sich selbst zu denken,
											und daran, was man in der Beziehung
bekommt oder verliert,
											und stattdessen überlegt,
was man geben kann.
											Diese Art der Liebe
ermöglicht uns, zu sagen:
											""Hey, unsere Zusammenarbeit klappt nicht,
vielleicht passen wir nicht zusammen.""
											Oder: ""Diese Beziehung
war kürzer als gedacht,
											aber sie war trotzdem irgendwie schön.""
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											The beautiful thing
about the collaborative work of art
											is that it will not paint
or draw or sculpt itself.
											This version of love allows us
to decide what it looks like.
									","
											Ortak sanat eserinin güzel yanı;
											kendi kendini boyamayacak, çizmeyecek
ya da yontmayacak olmasıdır.
											Aşkı böyle yorumlamak, nasıl görüneceğine
karar vermemizi mümkün kılar.
									","
											A coisa bonita sobre
a obra de arte colaborativa
											é que ela não será pintada, 
desenhada ou esculpida sozinha.
											Esta versão do amor permite-nos 
decidir com o que ele se parece.
									","
											Lo bello de la obra de arte colaborativa
											es que no se va a pintar 
o dibujar o esculpir a sí misma.
											Esta versión del amor nos permite
decidir su aspecto.
									","
											Das Schöne am gemeinsam
erschaffenen Kunstwerk ist,
											dass es sich nicht selbst malt,
zeichnet oder gestaltet;
											diese Art Liebe lässt uns entscheiden,
wie es aussehen soll.
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Obrigada.
									","
											Gracias.
									","
											Vielen Dank!
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
"
","
","
","
","
",A better way to talk about love,Mandy Len Catron,15:17,"love,humanity,relationships,mental health,writing,TEDx,collaboration,communication,compassion,depression,empathy,happiness,personality,trust"
