es,en,fr,de,tr,title,speaker,duration,tags
"
											Quisiera compartir con ustedes algunas imágenes de colmenas urbanas,
											porque pueden ser cualquier cosa.
											Quiero decir, realmente abran su mente con esto.
											Pueden pintar las colmenas para que hagan juego con sus casas.
											Pueden ocultar una colmena dentro de sus hogares.
											Aquí hay tres colmenas en la azotea
											del hotel Fairmont Copley Plaza,
											y son hermosas. Es decir, hacen juego con
											el nuevo color del interior de sus habitaciones para hacer
											algún tipo de madera teñida de azul para sus sábanas.
											Estas abejas son buenísimas y también van a usar
											las hierbas que crecen en el jardín.
											Eso es lo que los chefs van a usar para cocinar,
											y la miel —hacen eventos en vivo—
											usarán esa miel en sus bares.
											La miel es un gran sustituto nutricional del azúcar tradicional
											porque contiene diferentes tipos de azúcar.
									","
											I'd love to share with you some images of urban beehives,
											because they can be anything.
											I mean, really open your mind with this.
											You can paint a hive to match your home.
											You can hide a hive inside your home.
											These are three hives on the rooftop
											of the Fairmont Copley Plaza Hotel,
											and they're beautiful here. I mean, we matched
											the new color of the inside of their rooms to do
											some type of a stained wood with blue for their sheets,
											and these bees are terrific, and they also will use
											herbs that are growing in the garden.
											That's what the chefs go to to use for their cooking,
											and the honey — they do live events —
											they'll use that honey at their bars.
											Honey is a great nutritional substitute for regular sugar
											because there are different types of sugars in there.
									","
											J'aimerais vous montrer quelques images des ruches urbaines,
											parce qu'elles peuvent être n'importe quoi.
											Je veux dire, soyez ouvert à ça.
											Vous pouvez peindre une ruche assortie à votre maison.
											Vous pouvez cacher une ruche à l'intérieur de votre maison.
											Voici trois ruches sur le toit
											de l'hôtel Fairmont Copley Plaza,
											et elles sont magnifiques. Je veux dire, nous les avons assorties
											à la nouvelle couleur de l'intérieur des chambres pour faire
											un genre de bois colorés avec du bleu pour les draps,
											et ces abeilles sont fantastiques et elles vont également se servir
											des herbes qui poussent dans le jardin.
											C'est ce que les chefs vont utiliser pour la cuisine,
											et le miel, ils font des démonstrations devant vous,
											ils utiliseront ce miel dans leurs bars.
											Le miel est un substitut nutritionnel excellent du sucre ordinaire
											parce qu'il y a différents types de sucres dedans.
									","
											Ich möchte Ihnen gern ein paar Bilder von städtischen Bienenstöcken zeigen,
											sie sind nämlich sehr variabel.
											Da muss man wirklich umdenken.
											Man kann einen Bienenstock passend zum Haus anstreichen.
											Man kann ihn im Haus verstecken.
											Hier sind drei Stöcke auf dem Dach
											des Fairmont Copley Plaza Hotels
											und sie sind wunderschön. Wir haben die neuen Farben
											der Inneneinrichtung als eine Art gemasertes Holz
											mit blau wie die Bettdecken dargestellt,
											und diese Bienen sind großartig, außerdem gehen sie
											an die Kräuter, die im Garten wachsen.
											Die nehmen die Köche für ihre Gerichte.
											Und den Honig – es gibt Live-Veranstaltungen –
											sie verwenden den Honig an ihren Bars.
											Honig ist ein großartiger Ersatz für normalen Zucker,
											denn in ihm sind verschiedene Zuckerarten enthalten.
									","
											Kentsel arı kovanlarının görüntülerini
sizlerle paylaşmak isterim
											çünkü onlar herhangi bir şey olabilir.
											Yani, bu konuda zihninizi açık tutun.
											Evinize uyması için 
kovanı boyayabilirsiniz.
											Evinizde bir kovanı saklayabilirsiniz.
											Bunlar Fairmont Copley Plaza Otel'in
çatısındaki üç tane kovan
											ve harika gözüküyorlar.
											Odaların yeni rengi ile kovanların 
rengini birbirine uydurmak için
											kovan kapaklarını maviye boyadık
											ve bu arılar müthiş,
											ayrıca şu anda bahçede büyümekte 
olan bitkileri de kullanacaklar.
											Şeflerin yemek pişirmek
için kullandıkları şey bu
											ve balı — canlı etkinlikler yapıyorlar —
barlarında kullanacaklar.
											Bal normal şekere 
mükemmel bir besin alternatifi
											çünkü içinde çok çeşitli şekerler var.
									",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
","
","
","
","
",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
											También tenemos un proyecto de colmenas para las aulas,
											en el que —es una empresa sin fines de lucro—
											difundimos la idea alrededor del mundo para que sepan cómo
											llevar colmenas de abejas a las aulas
											o en el entorno de un museo, detrás de un vidrio,
											y usarlas como una herramienta educativa.
									","
											We also have a classroom hives project,
											where — this is a nonprofit venture —
											we're spreading the word around the world for how
											honeybee hives can be taken into the classroom
											or into the museum setting, behind glass,
											and used as an educational tool.
									","
											Nous avons également un projet de ruches en classe,
											où (c'est une entreprise à but non lucratif )
											nous faisons passer le mot dans le monde entier pour dire comment
											les ruches d'abeilles peuvent être amenées dans la salle de classe
											ou dans le cadre du Musée, derrière une vitre,
											et utilisées en tant qu'outil éducatif.
									","
											Es gibt auch ein Bienen-Schulprojekt,
											in dem – das ist ein Nonprofit-Unternehmen –
											in dem wir die Informationen verbreiten,
											wie Bienenstöcke im Klassenzimmer
											oder im Museum hinter Glas
											zur Erziehung benutzt werden können.
									","
											Ayrıca bir ''Sınıfta Kovan'' projemiz var.
											Bu projede — kar amacı yoktur —
											bal arısı kovanlarının 
nasıl sınıflara konabileceğini
											veya bir müzeye, camın arkasına konulup
											nasıl eğitim amaçlı 
kullanılabileceğini dünyaya yayıyoruz.
									",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
","
","
","
","
",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
											Esta colmena que ven aquí ha estado
											en la escuela secundaria Fenway desde hace muchos años.
											Las abejas vuelan directo a los jardines del parque Fenway.
											Nadie lo nota. Si no eres una flor,
											estas abejas no se preocupan por ti. (Risas)
											No lo hacen. Ellas dirían:
											«Permiso, estoy volando por aquí». (Risas)
											Aquí hay algunas otras imágenes que cuentan una parte de la historia
											que hizo que la apicultura urbana fuese excelente.
											En Nueva York, la apicultura fue ilegal hasta el 2010.
											Ese es un gran problema, porque ¿cómo se van a polinizar
											los jardines y cultivos localmente? ¿Con las manos?
											A nivel local en Boston, hay una gran empresa llamada
											«Green City Growers» [Cultivadores de ciudades verdes], y ellos van
											y polinizan sus cultivos de zapallos a mano con hisopos,
											y si no lo hacen dentro de un periodo de tres días, no hay ningún fruto.
											Sus clientes no están satisfechos, y hay gente que pasa hambre.
											Esto es importante.
									","
											This hive that you see here has been
											in Fenway High School for many years now.
											The bees fly right into the outfield of Fenway Park.
											Nobody notices it. If you're not a flower,
											these bees do not care about you. (Laughter)
											They don't. They don't. They'll say,
											""S'cuse me, flying around."" (Laughter)
											Some other images here in telling a part of the story
											that really made urban beekeeping terrific is
											in New York City, beekeeping was illegal until 2010.
											That's a big problem, because what's going to pollinate
											all of the gardens and the produce locally? Hands?
											I mean, locally in Boston, there is a terrific company
											called Green City Growers, and they are going
											and pollinating their squash crops by hand with Q-Tips,
											and if they miss that three day window, there's no fruit.
											Their clients aren't happy, and people go hungry.
											So this is important.
									","
											Cette ruche que vous voyez ici se trouve
											à Fenway High School depuis de nombreuses années maintenant.
											Les abeilles volent tout droit dans le champ du Fenway Park.
											Personne ne le remarque. Si vous n'êtes pas une fleur,
											ces abeilles ne se soucient pas de vous. (Rires)
											Non. Vous ne les intéressez pas. Elles vous le disent,
											« Pardon, je vole. » (Rires)
											D'autres images ici qui racontent une partie de l'histoire
											qui a vraiment rendu l'apiculture urbaine formidable, c'est
											que dans la ville de New York, l'apiculture était illégale jusqu'en 2010.
											C'est un gros problème : qu'est-ce qui va polliniser
											tous les jardins et les produits localement ? Faut-il le faire à la main ?
											Je veux dire, localement à Boston, il y a une entreprise formidable
											appelée Green City Growers, et ils vont
											polliniser leurs récoltes de courges à la main avec des cotons-tiges,
											et s’ils ratent cette fenêtre de trois jours, il n'y a aucun fruit.
											Leurs clients ne sont pas contents, et les gens ont faim.
											C'est donc important.
									","
											Diesen Bienenstock hier gibt es jetzt schon
											seit vielen Jahren an der Fenway High School.
											Die Bienen fliegen direkt in die Außenanlage des Fenway Park.
											Niemand bemerkt sie. Wenn man keine Blume ist,
											finden die Bienen einen ziemlich uninteressant. (Lachen)
											Man ist ihnen einfach egal. Sie sagen einfach:
											""Tschulligung, flieg nur 'rum."" (Lachen)
											Hier noch ein paar andere Bilder, die auf andere Weise belegen,
											wieso Imkerei in Städten so einen Kultstatus hat.
											In New York City war Imkerei bis 2010 illegal.
											Das war ein riesiges Problem, denn was sollte alle Gärten
											und das lokale Obst und Gemüse bestäuben? Hände?
											Es gibt in Boston eine tolle Firma, die sich
											Green City Growers nennt, und sie bestäuben
											ihre Kürbispflanzen per Hand mit Ohrenstäbchen,
											und wenn sie dieses dreitägige Zeitfenster verpassen, gibt es keine Ernte.
											Ihre Kunden sind unglücklich und die Leute haben Hunger.
											Das ist also wichtig.
									","
											Burada gördüğünüz kovan
uzun yıllardır Fenway Lisesinde.
											Arılar Fenway Park'ın bahçesine uçuyor.
											Kimse fark etmiyor.
											Bir çiçek değilseniz 
bu arılar sizi umursamazlar.
											(Kahkahalar)
											Hayır, umursamazlar.
											Söyleyecekleri tek şey
''Affedersin, uçuyorum'' olacaktır.
											Şehir arıcılığını müthiş hale getiren
hikayenin bir kısmını anlatan
											buradaki bazı diğer resimler de 
New York şehrinden.
											2010 yılına kadar arıcılık yasa dışıydı.
											Bu, büyük bir sorun
											çünkü bahçelere ve yerel ürünlere 
polen hangi şekilde yayılacak? Ellerle mi?
											Demek istediğim Boston'da Green City 
Growers adında müthiş bir yerel şirket var
											ve kabak ekinlerini pamuklu çubuk 
yardımıyla polenliyorlar
											ve eğer bu üç günlük elverişli zamanı
kaçırırlarsa meyve olmuyor.
											Müşteriler memnun olmuyor ve aç kalıyor.
											Yani bu önemli.
									",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
","
","
","
","
",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
											Tenemos también algunas imágenes de la miel de Brooklyn.
											Esto fue un misterio en el New York Times
											porque la miel era muy roja y hasta
											Intervino el departamento de medicina forense de Nueva York
											y llevó a cabo experimentos para constatar
											que la coloración roja provenía
											de una fábrica de cerezas al marrasquino en esa misma calle. (Risas)
											Así que pueden adaptar su miel para que tenga el sabor que deseen
											plantando flores agradables para las abejas.
									","
											We have also some images of honey from Brooklyn.
											Now, this was a mystery in the New York Times
											where the honey was very red, and the
											New York State forensics department came in
											and they actually did some science to match
											the red dye with that found
											in a maraschino cherry factory down the street. (Laughter)
											So you can tailor your honey to taste however you want
											by planting bee-friendly flowers.
									","
											Nous avons aussi quelques images de miel de Brooklyn.
											C'était un mystère dans le New York Times
											car le miel était très rouge et
											le Département de médecine légale de l'état de New York est venu,
											ils ont fait des analyses et ils ont trouvé que ça venait
											du colorant rouge utilisé
											dans une usine de cerise au marasquin au bout de la rue. (Rires)
											Vous pouvez donc adapter votre miel au goût que vous souhaitez
											en plantant des fleurs qui attirent les abeilles.
									","
											Wir haben hier ein paar Bilder von Honig aus Brooklyn.
											Das war ein Mysterium in der New York Times,
											wo der Honig sehr rot war
											und die forensische Abteilung des New York State kam,
											um die rote Farbe darin mit irgendeiner wissenschaftlichen
											Methode mit der in einer Fabrik
											für Maraschino-Kirschen um die Ecke zu vergleichen. (Lachen)
											Man kann seinen Honig also nach Belieben zurechtschneidern,
											indem man bienenfreundliche Blumen anpflanzt.
									","
											Ayrıca elimizde Brooklyn 
balının görüntüleri var.
											Bu New York Times'da bir gizemdi,
											bal çok kırmızıydı,
											o yüzden New York 
adli tıp departmanı geldi
											ve sokağın aşağısındaki 
kiraz likörü fabrikasında bulunan
											kırmızı boya ile karşılaştırmak
için biraz bilim yaptılar.
											(Kahkahalar)
											Böylece arı dostu çiçekler dikerek
											kendi balınızı damak 
tadınıza göre yapabilirsiniz.
									",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
","
","
","
","
",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
											París ha sido un excelente modelo para la apicultura urbana.
											Desde hace muchos años, han tenido colmenas en la azotea
											de la casa de la ópera y eso hizo que la gente comenzara a pensar:
											«¡Guau!, podemos hacerlo, y deberíamos hacerlo».
											También en Londres y en Europa a través de la Unión,
											están muy avanzados en el uso de azoteas verdes
											y la integración de colmenas,
											y les voy a mostrar una nota final aquí.
									","
											Paris has been a terrific model for urban beekeeping.
											They've had hives on the rooftop of their opera house
											for many years now, and that's what really got people started, thinking,
											""Wow, we can do this, and we should do this.""
											Also in London, and in Europe across the board,
											they're very advanced in their use of green rooftops
											and integrating beehives,
											and I'll show you an ending note here.
									","
											Paris est un modèle formidable pour l'apiculture urbaine.
											Ils ont des ruches sur le toit de leur opéra
											depuis de nombreuses années, et c'est ce qui a poussé les gens à penser,
											« Ouah, nous pouvons le faire et nous devrions le faire. »
											A Londres et en Europe aussi, dans l'ensemble,
											ils sont très avancés dans l'utilisation des toits verts
											et dans l'intégration des ruches,
											et je vais vous montrer une note de fin.
									","
											Paris hat eine Vorreiterrolle in Sachen urbaner Bienenzucht.
											Dort stehen seit vielen Jahren schon Bienenstöcke
											auf dem Dach der Oper und das brachte die Leute zum Denken.
											""Wow, wir könnten das tun und wir sollten das tun.""
											Auch in London und überall in Europa
											sind sie ziemlich weit, was Gründächer und die Integration
											von Bienenstöcken betrifft.
											Hier nun mein Schlusswort.
									","
											Paris, kentsel arıcılık
için müthiş bir model.
											Yıllardır opera binalarının
çatısında kovanları var
											ve insanları şöyle düşünmeye 
iten esas şey bu:
											''Vay be, biz bunu yapabiliriz, 
biz de bunu yapmalıyız.''
											Ayrıca Londra ve kapsamlı 
bir şekilde Avrupa
											kovanlarını entegre etmek 
ve yeşil çatılarını kullanmakta önde
											ve size burada 
bir bitiş notu göstereceğim.
									",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
","
","
","
","
",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
											Me gustaría animarlos a abrir su mente.
											¿Qué pueden hacer para salvar o ayudar a las abejas
											o para que el futuro de las ciudades sea sostenible?
											Bueno, realmente, solo cambien su perspectiva.
											Traten de entender que las abejas son muy importantes.
											Una abeja no va a picarles si la miran.
											La abeja muere. Las abejas mueren cuando pican,
											así que ellas tampoco quieren picarlos. (Risas)
											No es nada para entrar en pánico. Están por toda la ciudad.
											Pueden incluso tener sus propias colmenas si lo desean;
											hay grandes recursos disponibles,
											hasta hay empresas que ayudan a establecerlas y brindan tutoría.
											Y es importante para el sistema educativo mundial
											que los estudiantes aprendan sobre la agricultura en todo el mundo
											como esta niña a la que, una vez más, ni siquiera la están picando.
											Gracias. (Aplausos)
									","
											I would like to encourage you to open your mind.
											What can you do to save the bees or to help them
											or to think of sustainable cities in the future?
											Well, really, just change your perspective.
											Try to understand that bees are very important.
											A bee isn't going to sting you if you see it.
											The bee dies. Honeybees die when they sting,
											so they don't want to do it either. (Laughter)
											It's nothing to panic about. They're all over the city.
											You could even get your own hive if you want.
											There are great resources available,
											and there are even companies that will help get you set up and mentor you
											and it's important for our educational system in the world
											for students to learn about agriculture worldwide
											such as this little girl, who, again, is not even getting stung.
											Thank you. (Applause)
									","
											Je tiens à vous encourager à ouvrir votre esprit.
											Que pouvez-vous faire pour sauver les abeilles ou pour les aider
											ou pour penser à l'avenir des villes durables ?
											Oui, vraiment, changez simplement votre point de vue.
											Essayez de comprendre que les abeilles sont très importantes.
											Une abeille ne va pas vous piquer si vous la voyez.
											L'abeille meurt. Les abeilles meurent quand elles piquent,
											donc elles ne veulent faire ni l'un ni l'autre. (Rires)
											Il n'y a pas de raison de paniquer. Elles sont partout dans la ville.
											Vous pouvez même avoir votre propre ruche si vous le souhaitez.
											Des ressources formidables sont disponibles,
											et il y a même des entreprises qui vous aideront à l'installer et vous épauleront
											et il est important pour notre système d'éducation dans le monde
											que les élèves en apprennent davantage sur l'agriculture dans le monde entier
											comme cette petite fille, qui, encore une fois, ne se fait même pas piquer.
											Merci. (Applaudissements)
									","
											Ich möchte Sie ermuntern, Ihren Horizont zu erweitern.
											Was ist Ihr Beitrag zur Rettung der Bienen oder zu ihrer Hilfe,
											oder sich Gedanken über nachhaltige Städte der Zukunft zu machen?
											Ändern Sie einfach Ihre Perspektive.
											Versuchen Sie zu verstehen, dass Bienen sehr wichtig sind.
											Eine Biene sticht Sie nicht, wenn sie Sie sieht.
											Die Biene stirbt. Honigbienen sterben, wenn sie stechen,
											also wollten sie es auch nicht tun. (Lachen)
											Da muss man keine Panik kriegen. Sie sind überall in der Stadt.
											Sie können sich sogar Ihren eigenen Stock zulegen.
											Es gibt großartige Ressourcen
											und es gibt sogar Firmen, die beim Aufbau helfen und beraten,
											und es ist wichtig für unser weltweites Bildungssystem,
											dass Schüler über weltweite Landwirtschaft lernen,
											wie dieses kleine Mädchen hier. Die auch nicht gestochen wird.
											Danke. (Beifall)
									","
											Sizi zihninizi açmaya teşvik ediyorum.
											Arıları korumak veya onlara 
yardım etmek için ne yapabilirsiniz?
											Gelecekte sürdürülebilir şehirler
hakkında ne düşünüyorsunuz?
											Peki, sadece bakış açınızı değiştirin.
											Arıların önemli olduğunu anlamaya çalışın.
											Bir arıyı gördünüz diye o sizi sokmaz.
											Arı ölür.
											Bal arısı soktuğu zaman ölür,
											yani onlar da sizi sokmak istemiyor.
											Panik yapacak bir şey yok.
											Onlar şehirde her yerdeler.
											İsterseniz kendi kovanınızı alabilirsiniz.
											Harika kaynaklar mevcut,

											kovanınızı kuracak ve danışmanlık 
yapacak şirketler bile var,
											ve bu eğitim sistemimiz için 
ve tüm öğrencilerin
											dünya çapındaki tarım hakkında
bilgi sahibi olabilmeleri için çok önemli,
											arı tarafından sokulmayacak 
olan bu küçük kız gibi.
											Teşekkür ederim.
											(Alkış)
									",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
"
","
","
","
","
",Every city needs healthy honey bees,Noah Wilson-Rich,12:43,"TEDx,animals,bees,cities,global issues,insects,science,environment,nature,agriculture,activism,biology,botany,plants,climate change,sustainability,infrastructure,ecology,urban planning,natural resources"
