en,tr,es,fr,de,title,speaker,duration,tags
"
											If a former terrorist ...
											if a terrorist can learn to stop hating
											and still not hate
when their child is killed,
											surely the rest of us can stop our habits
											of demeaning and dehumanizing each other.
											And I will tell you there are stories
like Bassam's all over the world,
											plus study after study after study
											that says, no, we are neither designed
nor destined as human beings to hate,
											but rather taught to hate
by the world around us.
											I promise you,
											none of us pops out of the womb
hating black people or Republicans.
											There is nothing in our DNA
that makes us hate Muslims or Mexicans.
											For better or for worse,
											we are all a product
of the culture around us.
											And the good news is,
											we're also the ones
who shape that culture,
											which means we can change it.
									","
											Eğer eski bir terörist...
											bir terörist, çocuğu öldürüldüğünde bile
											nefret etmeyi bırakabiliyorsa
											elbette biz de birbirimizi aşağılayan
											ve insanlıktan çıkaran 
alışkanlıklarımıza son verebiliriz.
											Size birbiri ardına yapılan çalışmaları
ve dünyanın her yerinden
											Bassam'ınki gibi hikâyeler anlatabilirim,
											hepsi de insanoğlunun nefret etmeye
odaklı ve mahkum olmadığını
											çevremizdeki dünya tarafından
nefretin öğretildiğini söylüyor.
											Sizi temin ederim,
											hiçbirimiz siyahi veya Cumhuriyetçilerden
nefret ederek doğmuyoruz.
											Genlerimizde Müslüman veya Meksikalılardan
nefret etmeye dair hiçbir şey yok.
											İyi veya kötü
											hepimiz çevremizdeki kültürün
bir parçasıyız.
											İyi haber şu ki
											biz aynı zamanda bu kültüre
yön veren kişileriz,
											yani bunu değiştirebiliriz.
									","
											Si un exterrorista...
											si un terrorista puede aprender
a despojarse del odio
											e incluso perdonar cuando
matan a su niño,
											entonces nosotros podemos dejar
											de menospreciarnos
y deshumanizarnos entre nosotros.
											Y les comento que las historias
como Bassam están en todo el mundo,
											y hay infinidad de estudios
según los cuales
											no estamos hechos ni destinados
de manera alguna para odiar,
											sino para que el mundo nos enseñe a odiar.
											Les aseguro
											que nadie sale del útero odiando
a los negros ni a los republicanos.
											No hay nada en nuestro ADN
											que nos haga odiar a los musulmanes
ni a los mexicanos.
											Para bien o para mal,
											todos somos producto
de la cultura circundante.
											Pero la buena noticia
											es que somos nosotros mismos
quienes hacemos la cultura,
											lo cual significa que la podemos cambiar.
									","
											Si un ancien terroriste...
											si un terroriste peut apprendre
à arrêter de haïr
											et ne pas haïr quand son enfant est tué,
											nous autres pouvons
mettre un terme à nos habitudes
											de dévalorisation
et de déshumanisation des autres.
											Il y a des histoires comme celle
de Bassam partout dans le monde
											et énormément d'études
											qui disent que, en tant qu'être humains,
											nous ne sommes pas faits
ni destinés à haïr
											mais que le monde autour de nous
nous apprend à haïr.
											Je vous le promets,
											personne ne sort de l'utérus
en haïssant les Noirs ou les Républicains.
											Il n'y a rien dans notre ADN qui nous fait
haïr les Musulmans ou les Mexicains.
											Pour le meilleur ou le pire,
											nous sommes tous des produits
de la culture dans laquelle on baigne.
											La bonne nouvelle est
											que nous sommes aussi ceux
qui façonnent cette culture
											et nous pouvons la changer.
									","
											Wenn ein früherer Terrorist —
											wenn ein Terrorist lernen kann,
aufzuhören, zu hassen,
											selbst dann nicht hasst,
wenn sein Kind getötet wird,
											kann der Rest von uns ganz sicher auch
unsere Gewohnheiten beenden
											uns gegenseitig zu erniedrigen
und entmenschlichen.
											Ich sage Ihnen, Geschichten wie 
Bassam's gibt es überall auf der Welt.
											Plus Studie über Studie 
über Studie die sagt:
											Nein, wir Menschen sind weder so
konzipiert noch dazu bestimmt zu hassen,
											sondern eher gelehrt zu hassen
von der Welt um uns herum.
											Ich verspreche Ihnen,
											niemand von uns kommt zur Welt und hasst
schwarze Leute und Republikaner.
											Es gibt nichts in unserer DNA, das uns
Muslime oder Mexikaner hassen lässt.
											Was auch immer geschieht,
											wir sind alle ein Produkt
der Kultur um uns herum.
											Und die gute Nachricht ist,
											wir sind auch diejenigen,
die diese Kultur gestalten,
											also können wir sie auch ändern.
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											The first step is starting to recognize
the hate inside ourselves.
											We need to catch ourselves
											and our hateful thoughts
in all their forms
											in all of us ...
											and work to challenge
our ideas and assumptions.
											That doesn't happen overnight,
											I am telling you right here,
											it is a lifelong journey,
but it's one we all need to take.
									","
											İlk adım içimizdeki nefreti
tanımaktan geçiyor.
											Kendimizle yüzleşmemiz lazım,
											içimizdeki tüm nefret dolu düşüncelerle.
											Fikir ve varsayımlarımıza
											meydan okumayı başarmamız lazım.
											Bu bir günde olmayacak.
											Bunu şimdiden söylüyorum,
											bu hayatboyu sürecek
ama çıkmamız gereken bir yolculuk.
									","
											El primer paso es empezar a reconocer
el odio que llevamos dentro.
											Debemos reconocernos a nosotros mismos
											y a nuestros pensamientos
del odio en todas sus formas,
											en todos nosotros.
											Y debemos trabajar para cuestionar
nuestras ideas y suposiciones.
											No se hace de un día para el otro,
											lo advierto:
											es un viaje que dura toda la vida,
pero debemos hacerlo.
									","
											La première étape est de reconnaître
cette haine en nous.
											Nous devons nous surprendre,
											surprendre nos pensées haineuses
sous toutes formes
											en nous, nous tous...
											et travailler à contester
nos idées et suppositions.
											Cela n'arrive pas en un jour,
											je vous le dis,
											c'est le voyage d'une vie
mais nous devons tous le faire.
									","
											Zuerst müssen wir beginnen,
den Hass in uns selbst zu erkennen.
											Wir müssen uns selbst ertappen
											und unsere hasserfüllten Gedanken
in all ihren Formen
											in jedem von uns —
											und unsere Ideen und
Annahmen hinterfragen.
											Das geschieht nicht über Nacht,
											das sag ich Ihnen direkt.
											Es ist eine lebenslange Reise,
aber eine, die wir alle machen müssen.
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											And then second:
											if we want to challenge
the hate in our societies,
											we need to promote policies
and institutions and practices
											that connect us as communities.
											Literally, like integrated
neighborhoods and schools.
											That by the way is the reason
to support integration.
											Not just because
it's the right thing to do,
											but because integration
systematically combats hate.
											There are studies
that teenagers who participate
											in racially integrated classes
and activities reduce their racial bias.
											And when little kids go to racially
integrated kindergartens
											and elementary schools —
											they develop less bias to begin with.
											But the fact is in so many ways
and in so many places around our world,
											we are separated from each other.
											In the United States, for instance,
											three-quarters of white people
don't have any non-white friends.
									","
											İkincisi:
											toplumlarımızda nefrete
meydan okumak istiyorsak
											bizi topluluklar olarak birbirimize
bağlayan düzenlemeler,
											kurumlar ve uygulamalara ihtiyacımız var.
											Örneğin entegre mahalle ve okullar.
											Bu, entegrasyonu
desteklememizin bir sebebi.
											Yalnızca doğru olan bu olduğu için değil,
											çünkü entegrasyon sistematik olarak
nefretle savaşıyor.
											Farklı ırklardan öğrencilerin olduğu
sınıf ve aktivitelere katılan
											gençlerin ırkçı önyargılarının 
azaldığına dair çalışmalar var.
											Küçük çocuklar farklı ırklarla entegre
anaokullarına
											ve ilkokullara gittiklerinde
											çok daha az önyargı geliştiriyorlar.
											Ancak gerçek dünyanın her yerinde
pek çok farklı şekilde etrafımızı sarmış,
											birbirimizden ayrılmış durumdayız.
											Birleşik Devletler'de örneğin,
											beyaz insanların dörtte üçünün
beyaz olmayan arkadaşları yok.
									","
											Y lo segundo:
											si queremos cuestionar el odio
que hay en nuestra sociedad,
											debemos promover políticas,
instituciones y prácticas
											que nos conecten como comunidades.
											Literalmente, como los barrios
y las escuelas integradas.
											A propósito, ese es el motivo
para apoyar la integración.
											No solo porque es lo que se debe hacer,
											sino porque la integración 
combate el odio sistemáticamente.
											Estudios demuestran
que si los adolescentes participan
											en clases y actividades
de integración racial,
											reducen sus prejuicios raciales.
											Y cuando los pequeños van
a jardín de infantes y escuelas primarias
											de integración racial,
											construyen también menos prejuicios.
											Pero lo cierto es que de muchas maneras
y en muchos lugares del mundo,
											estamos separados unos de otros.
											En EE. UU., por ejemplo,
											tres cuartos de la gente blanca
no tienen amigos no blancos.
									","
											Deuxièmement :
											si nous voulons contester
la haine dans nos sociétés,
											nous devons promouvoir des politiques,
des institutions et des pratiques
											qui nous unissent en tant que communautés.
											Comme des quartiers
et des écoles intégrés.
											C'est pour cela qu'il faut
soutenir l'intégration.
											Pas parce que c'est ce qu'il faut faire,
											mais parce que l'intégration
combat systématiquement la haine.
											D'après des études,
les adolescents qui participent
											à des classes et activités
racialement intégrées
											réduisent leurs préjugés raciaux.
											Quand les enfants vont dans des écoles
maternelles et primaires
											racialement intégrées,
											ils développent moins de préjugés.
											Le fait est que de bien des façons
et dans tant d'endroits dans le monde,
											nous sommes séparés des autres.
											Aux États-Unis par exemple,
											les trois quarts de la population blanche
n'ont pas d'amis non blancs.
									","
											Zweitens:
											Wenn wir den Hass in unserer
Gesellschaft bekämpfen wollen,
											müssen wir Richtlinien, Institutionen
und Praktiken fördern,
											die uns als Gemeinschaft verbinden.
											Wortwörtlich, wie z.B.
integrierte Nachbarschaften und Schulen.
											Das ist genau der Grund,
Integration zu unterstützen.
											Nicht nur, weil es das Richtige ist,
											sondern weil Integration
systematisch Hass bekämpft.
											Es gibt Studien, dass Teenager
durch Teilnahme an
											integrierten Klassen und Aktivitäten
ihre Voreingenommenheit reduzieren.
											Und wenn kleine Kinder in ethnisch
integrierte Kindergärten
											und Grundschulen gehen,

											entwickeln sie von vornherein
weniger Voreingenommenheit.
											Aber auf so viele Arten und in so
vielen Orten auf unserer Welt
											sind wir voneinander getrennt.
											In den USA, zum Beispiel,
											haben drei Viertel der weißen Bevölkerung
keine nicht-weißen Freunde.
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											So in addition to promoting
those proactive solutions,
											the other thing we need to do
is upend the hate in our institutions
											and our policies
											that perpetuate dehumanization
and difference
											and otherizing and hate,
											like systems of sexual harassment
and sexual assault in the workplace,
											or our deeply racially imbalanced
											and deeply racially biased
criminal ""justice"" system.
											We need to change that.
											Again, it will not happen overnight.
											It needs to happen.
									","
											Bu önalıcı çözümleri 
yaygınlaştırmanın yanısıra,
											yapmamız gereken diğer şey
kurum ve düzenlemelerimizde
											insan ayrımcılığı ve farklılığı,
											ötekileştirmeyi ve nefreti
devam ettiren düzenlemeleri
											tamamen yok etmeliyiz,
											örneğin işyerinde cinsel taciz
											veya çok derinden ırksal açıdan
											dengeli olmayan önyargılı
ceza ''adalet'' sistemi.
											Bunu değiştirmemiz lazım.
											Bu bir günde olmayacak.
											Yine de olması lazım.
									","
											De manera que, además de promover
esas soluciones proactivas,
											lo otro que debemos hacer es
erradicar el odio de las instituciones

											y de las políticas que perpetúan
la deshumanización, la diferencia,
											la discriminación y el odio,
											como los sistemas de acoso 
y abuso sexual en el trabajo,
											o nuestro sistema de ""justicia"" penal
											tan profundamente injusto y 
tendencioso en materia racial.
											Es necesario cambiar eso.
											Repito, no será de un día para el otro.
											Pero debe ocurrir.
									","
											En plus de promouvoir
ces solutions proactives,
											nous devons également renverser
la haine dans nos institutions
											et nos politiques
											qui perpétuent
la déshumanisation, la différence,
											l'ostracisme et la haine
											comme les systèmes de harcèlement sexuel
ou d'agression sexuelle au travail,
											notre système de « justice » pénale
											profondément racialement
déséquilibré et partial.
											Nous devons changer cela.
											Cela n'arrivera pas en un jour.
											Cela doit se faire.
									","
											Zusätzlich also zur Förderung
dieser proaktiven Lösungen,
											müssen wir den Hass
in unseren Institutionen und
											in unseren Richtlinien umkehren,
											welche Entmenschlichung und Unterschied
											und Ausgrenzung und Hass
aufrechterhalten,
											wie die Systeme zur sexuellen Belästigung
und sexueller Übergriffe am Arbeitsplatz
											oder unser zutiefst
ethnisch unausgewogenes
											und zutiefst ethnisch
voreingenommenes Rechtssystem.
											Wir müssen das ändern.
											Auch das wird nicht über Nacht geschehen,
											Aber es muss geschehen.
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											And then ...
											when we connect together
											in these connection spaces,
											facilitated by connection systems,
											we need to change the way
we talk to each other
											and connect with one another
											and relate with generosity
and open-mindedness
											and kindness and compassion
											and not hate.
											And that's it.
											That's it.
									","
											Ayrıca...
											bu bağlantı sistemleriyle
											bu bağlantı noktalarında
											yollarımız kesiştiği zaman,
											birbirimizle konuşma
ve bağ kurma şeklimizi de
											değiştirmemiz gerekiyor
											nefretle değil,
cömertlikle, açık görüşlülükle,
											nezaket ve anlayışla
											davranmamız gerekiyor.
											Hepsi bu.
											Hepsi bu.
									","
											Y luego,
											cuando nos unimos
											en estos espacios de conexión,
											facilitados por sistemas de conexión,
											debemos cambiar la manera
en que nos hablamos
											y nos conectamos unos a otros.
											Debemos relacionamos con generosidad
y apertura mental,
											bondad y compasión,
											y no con odio.
											Y eso es todo.
											Es todo.
									","
											Et puis...
											quand nous créons des liens
											dans ces espaces de réunion,
											quand c'est rendu possible
par des systèmes d'association,
											nous devons changer la façon
dont nous parlons aux autres,
											créons des liens avec les autres
											et devons nouer des relations
avec générosité, ouverture d'esprit,
											gentillesse et compassion
											et non de la haine.
											C'est tout.
											C'est tout.
									","
											Und dann —
											wenn wir miteinander verbunden sind
											in diesen Räumen der Verbundenheit,
											ermöglicht durch Systeme
der Verbundenheit,
											müssen wir die Art und Weise ändern,
wie wir miteinander sprechen
											und uns miteinander verbinden
											und uns mit Großzügigkeit
und Aufgeschlossenheit verbinden
											und Güte und Mitgefühl
											und nicht Hass.
											Und das ist alles.
											Das ist alles.
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											I have solved it all, right?
											That's it.
											That is pretty much —
											there's a few details —
											but that's pretty much all we have to do.
											It's not that complicated, right?
											But it's hard.
											The hate that we feel
towards certain groups of people
											because of who they are
or what they believe
											is so ingrained in our minds
and in our society
											that it can feel inevitable
											and impossible to change.
											Change is possible.
											Just look at the terrorist
who became a peace activist.
											Or look at the bully who learned
to apologize to her victim.
									","
											Olayı çözdüm, değil mi?
											Hepsi bu.
											Yani baktığınız zaman...
											birkaç ayrıntı var
											ama yapmamız gerekenlerin hepsi bu.
											O kadar da karmaşık değil
											ama oldukça zor.
											Kimlikleri veya inançları yüzünden
											belli gruplara karşı duyduğumuz nefret
											hem zihnimize hem de toplumumuza
öylesine işlemiş ki
											bunun kaçınılmaz ve 
değiştirilmesi imkansız
											bir şey olduğu hissine kapılabiliriz.
											Değişim mümkün.
											Barış aktivisti olan teröriste bir bakın.
											Mağdur ettiği kişiden özür dileyen
zorbaya bir bakın.
									","
											Lo resolví, ¿verdad?
											Es así.
											Pues sí,
											hay otros detalles,
											pero esto es lo que debemos hacer.
											No es tan complicado, ¿o sí?
											Pero no es fácil.
											El odio que sentimos
por algunos grupos de personas
											en función de lo que son o lo que creen
											está tan grabado en nuestra mente
y en la sociedad
											que parece inevitable
											e imposible de cambiar.
											El cambio es posible.
											Y si no, veamos al terrorista
que se transformó en activista por la paz,
											o el acosador escolar que aprendió
a disculparse ante su víctima.
									","
											J'ai tout résolu, n'est-ce pas ?
											C'est tout.
											C'est globalement —
											il y a quelques détails —
											mais c'est tout ce que nous devons faire.
											Ce n'est pas si compliqué, si ?
											Mais c'est difficile.
											La haine que nous ressentons
envers certains groupes de personnes
											à cause de leur identité
ou de leur croyance
											est si ancrée dans nos esprits
et dans notre société
											que cela semble inévitable
											et impossible à changer.
											Un changement est possible.
											Regardez le terroriste
qui est devenu pacifiste.
											Ou bien la harceleuse qui a appris
à s'excuser auprès de sa victime.
									","
											Ich habe es alles gelöst, richtig?
											Das ist es.
											Abgesehen von Feinheiten —
											das ist so ziemlich alles,
was wir tun müssen.
											Das ist nicht so kompliziert, oder?
											Aber es ist schwer.
											Der Hass, den wir fühlen,
einer bestimmten Gruppe gegenüber
											wegen dessen, was sie sind
oder woran sie glauben
											ist so in unserem Verstand verwurzelt
und in unserer Gesellschaft,
											dass es sich unvermeidbar anfühlen kann
											und unmöglich zu ändern.
											Veränderung ist möglich.
											Nehmen Sie Terroristen,
der ein Friedensaktivist wurde.
											Oder die Mobberin, der lernte,
sich bei ihrem Opfer zu entschuldigen.
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											The entire time I was traveling
around the Middle East and Rwanda
											and across the United States,
											hearing these unbelievable stories
of people in communities
											who had left entire histories
of hate behind,
											I was still looking for Vicky.
											It was so hard find her that I hired
a private investigator
											and he found her.
											I mean, he sort of found her.
											The truth is, it became clear
that the person I'm calling Vicky
											had gone to extraordinary lengths
to hide her identity.
											But anyway, a year after
I began my journey,
											I wrote Vicky an apology.
											And a few months later,
											she wrote back.
									","
											Orta Doğu, Rwanda 
ve Birleşik Devletler boyunca
											seyahat ettiğim tüm zaman boyunca
											nefret dolu tarihlerini geride bırakmış
											bu toplulukların inanılmaz 
hikâyelerini dinlerken bile
											hâlâ Vicky'yi arıyordum.
											Onu bulmak o kadar zordu ki
özel bir detektif tuttum
											ve detektif onu buldu.
											Yani, kısmen onu buldu.
											Aslına bakarsanız, Vicky dediğim kişi
											kimliğini gizlemek için olağanüstü
önlemler almıştı.
											Yine de bu yola çıktıktan bir sene sonra
											Vicky'ye bir özür mektubu yazdım.
											Birkaç ay sonra da
											bana cevap yazdı.
									","
											Todo el tiempo que pasé
viajando por el Medio Oriente y Ruanda
											y por todo EE. UU.,
											escuchando estas increíbles historias
de gente en comunidades
											que habían dejado atrás
todo un pasado de odio,
											todavía buscaba a Vicky.
											Me costaba tanto encontrarla
que contraté a un investigador privado,
											que fue quien la encontró.
											En cierto modo, digamos.
											Lo cierto es que la persona
que yo llamo Vicky
											había intentado ocultar su identidad
por todos los medios.
											De todas maneras, un año después
de empezar mi viaje,
											le escribí una disculpa.
											Y unos meses después,
											me contestó.
									","
											Tout le temps où j'ai voyagé
au Moyen-Orient, au Rwanda
											et à travers les États-Unis,
											à entendre ces histoires incroyables
de gens dans des communautés
											ayant laissé des histoires entières
de haine derrière eux,
											je cherchais encore Vicky.
											Il était si dur de la trouver
que j'ai engagé un détective privé
											et il l'a trouvée.
											Enfin, en quelque sorte.
											En vérité, il s'est avéré
que la personne que j'appelle Vicky
											avait pris des mesures extraordinaires
pour cacher son identité.
											Un an après le début de mon voyage,
											j'ai écrit une lettre d'excuses à Vicky.
											Quelques mois après,
											elle a répondu.
									","
											Die gesamte Zeit, die ich
im Mittleren Osten und Ruanda gereist bin,
											und quer durch die USA,
											die unglaublichen Geschichten
von Leuten in Gemeinschaften hörend,
											die die gesamten Geschichten
des Hasses hinter sich ließen,
											war ich immer noch
auf der Suche nach Vicky.
											Das war so schwer,
											dass ich einen Privatdetektiv
engagierte und er fand sie.
											Ich meine, fand sie sozusagen.
											Die Wahrheit ist, es wurde klar,
dass die Person, die ich Vicky nenne
											außerordentlich weit gegangen war,
um ihre Identität zu verbergen.
											Wie dem auch sei: Ein Jahr,
nachdem ich meine Reise begann,
											schrieb ich Vicky eine Entschuldigung.
											Und einige Monate später
											schrieb sie zurück.
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											(Sigh)
									","
											(İç çeker)
									","
											(Suspira)
									","
											(Soupir)
									","
											(Seufzen)
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											I'm not going to lie,
											I wanted to be forgiven.
											I wasn't.
									","
											Yalan söylemeyeceğim,
											affedilmek istedim.
											Affedilmedim.
									","
											No voy a mentir,
											quería su perdón.
											Pero no me lo dio.
									","
											Je ne vais pas mentir,
											je voulais être pardonnée.
											Ce ne fut pas le cas.
									","
											Ich werde nicht lügen,
											ich wollte, dass mir vergeben wird.
											Wurde mir nicht.
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											(Sigh)
									","
											(İç çeker)
									","
											(Suspiro)
									","
											(Soupir)
									","
											(Seufzen)
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											She offered me sort of
conditional forgiveness.
											What she wrote was ...
											""Messages such as yours
cannot absolve you of your past actions.
											The only way to do that
is to improve the world,
											prevent others
from behaving in similar ways
											and foster compassion.""
											And Vicky's right.
											Which is why I'm here.
									","
											Bana şartlı bir af teklif etti.
											Yazdığı şey şuydu...
											''Seninki gibi mektuplar
geçmişte yaptıklarından seni azletmez.
											Bunu başarmanın tek yolu
dünyayı iyileştirmek,
											başkalarının benzer şekillerde
davranmasını önlemek
											ve şefkat teşvik etmek.''
											Vicky haklıydı.
											Bu yüzden buradayım.
									","
											Vicky me dio una especie
de perdón condicional.
											Y me contestó esto:
											""Mensajes como el tuyo
no pueden absolverte de tus actos pasados.
											La única manera de lograrlo es
haciendo un mundo mejor,
											evitando que otros se comporten
de manera parecida
											y fomentando la compasión"".
											Y Vicky tiene razón.
											Por eso estoy aquí.
									","
											Elle m'a offert un pardon conditionnel.
											Elle a écrit :
											« Des messages comme le tien
ne peuvent pas t'absoudre
											de tes actions passées.
											La seule façon d'obtenir cela
est d'améliorer le monde,
											d'empêcher les autres
d'agir de façon similaire
											et de promouvoir la compassion. »
											Vicky a raison.
											C'est pour cela que je suis ici.
									","
											Sie bot mir eine Art
bedingte Vergebung an.
											Was sie schrieb war:
											""Botschaften wie Ihre können Sie nicht
von vergangenen Handlungen freisprechen.
											Der einzige Weg, dies zu tun,
ist, die Welt zu verbessern,
											andere davon abzubringen,
sich genauso zu verhalten.
											und Mitgefühl fördern.""
											Und Vicky hat recht.
											Weshalb ich hier bin.
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											Thank you.
									","
											Teşekkür ederim.
									","
											Gracias.
									","
											Merci.
									","
											Danke.
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
											(Applause)
									","
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
"
","
","
","
","
",What we can do about the culture of hate,Sally Kohn,17:46,"compassion,community,relationships,culture,society,social change"
