en,es,de,tr,title,speaker,duration,tags
"
											What also gives me hope
											is the resilience of patients.
											Online we came together,
											and we shared our stories.
											We devoured what research there was.
											We experimented on ourselves.
											We became our own scientists
and our own doctors
											because we had to be.
											And slowly I added five percent here,
five percent there,
											until eventually, on a good day,
											I was able to leave my home.
											I still had to make ridiculous choices:
											Will I sit in the garden for 15 minutes,
or will I wash my hair today?
											But it gave me hope
that I could be treated.
											I had a sick body; that was all.
											And with the right kind of help,
maybe one day I could get better.
									","
											Otra cosa que me da esperanza
											es la resistencia de los pacientes.
											La red nos unió
											y compartimos nuestras historias.
											Devoramos toda investigación que hubiese.
											Experimentamos con nosotros mismos.
											Nos convertimos en nuestros 
propios médicos y pacientes
											porque teníamos que serlo.
											Y lentamente añadí 5 % por aquí, 
5 % por allá,
											hasta que, eventualmente, un buen día
											pude salir de casa.
											Aún así tenía que hacer 
elecciones ridículas:
											Hoy ¿me sentaré en el jardín 
15 minutos o me lavaré el pelo?
											Pero me dio la esperanza 
de que podía ser tratada.
											Tenía un cuerpo enfermo; eso era todo.
											Y con la clase de ayuda correcta, 
quizás un día yo podría mejorar.
									","
											Was mir auch Hoffnung macht,
											ist die Widerstandskraft der Patienten.
											Wir kamen online zusammen
											und erzählten uns unsere Geschichten.
											Wir verschlangen die
wissenschaftliche Literatur.
											Wir experimentierten an uns selbst.
											Wir wurden unsere eigenen Forscher
											und unsere eigenen Ärzte,
											weil wir es mussten.
											Langsam ging es mir 5 % 
hier und 5 % dort besser,
											bis es mir endlich,
an guten Tagen, möglich war,
											mein Zuhause zu verlassen.
											Ich musste immer noch 
lächerliche Entscheidungen treffen:
											Will ich heute eine Viertelstunde
im Garten sitzen
											oder mir die Haare waschen?
											Aber es gab mir Hoffnung,
											dass ich behandelt werden könnte.
											Ich hatte einen kranken Körper; 
das war alles.
											Und mit der richtigen Hilfe
											könnte es mir vielleicht
eines Tages besser gehen.
									","
											Bana umut veren diğer şey ise
											hastaların direnci.
											İnternette bir araya geldik
											ve hikayelerimizi paylaştık.
											Olan araştırmaları yalayıp yuttuk.
											Kendi üzerimizde deney yaptık.
											Kendi bilim insanımız ve doktorumuz olduk
											çünkü mecburduk.
											Yavaş yavaş ilerleme kaydettim
											ve nihayet, iyi günümdeysem
											evimden çıkabiliyordum.
											Yine saçma tercihler
yapmak zorunda kaldım:
											Bahçede 15 dakika oturacak mıyım
yoksa bugün saçımı mı yıkayacağım?
											Ama tedavi edilebilecek
olmak bana umut verdi.
											Hasta bir vücudum vardı, hepsi bu.
											Doğru bir yardımla belki
bir gün iyi olabilirdim.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											I came together with patients
around the world,
											and we started to fight.
											We have filled the void
with something wonderful,
											but it is not enough.
											I still don't know if I will ever
be able to run again,
											or walk at any distance,
											or do any of those kinetic things
that I now only get to do in my dreams.
											But I am so grateful
for how far I have come.
											Progress is slow,
											and it is up
											and it is down,
											but I am getting a little better each day.
									","
											Me junté con pacientes de todo el mundo
											y empezamos a luchar.
											Llenamos el vacío con algo maravilloso,
											pero no es suficiente.
											Aún no sé si podré volver 
a correr de nuevo,
											o caminar cualquier distancia,
											o hacer alguna de esas cosas cinéticas 
que solo logro realizar en mis sueños.
											Pero me siento muy agradecida 
de lo lejos que he llegado.
											El progreso es lento,
											y tiene altibajos
											pero mejoro un poquito cada día.
									","
											Ich tat mich mit Patienten
											auf der ganzen Welt zusammen
											und wir begannen zu kämpfen.
											Wir haben das Vakuum 
mit etwas Wundervollem gefüllt,
											aber das reicht nicht.
											Ich weiß noch nicht, ob ich
jemals wieder joggen
											oder mehr als ein paar Meter gehen
											oder körperlich so aktiv sein kann,
											wie ich es nur noch in meinen Träumen bin.
											Aber ich bin dankbar dafür,
wie weit ich gekommen bin.
											Die Fortschritte gehen langsam,
											und es geht bergauf
											und bergab.
											Aber es geht mir jeden Tag 
ein klein wenig besser.
									","
											Dünyanın her yerinden
hastalarla bir araya geldim
											ve mücadeleye başladık.
											Eksiği harika bir şeyle doldurduk
											ama bu yeterli değil.
											Bir daha hiç koşabilecek miyim
											ya da bir mesafeyi yürüyebilecek miyim
											ya da sadece rüyamda yaptığım kinetik
şeyleri yapabilecek miyim hâlâ bilmiyorum.
											Ama katettiğim yol için çok memnunum.
											İlerleme yavaş;
											inişli
											ve çıkışlı
											ama her gün biraz daha iyi oluyorum.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											I remember what it was like
when I was stuck in that bedroom,
											when it had been months
since I had seen the sun.
											I thought that I would die there.
											But here I am today,
											with you,
											and that is a miracle.
									","
											Recuerdo cómo era estar 
atrapada en ese dormitorio,
											cuando habían pasado meses 
desde que había visto el sol.
											Pensaba que moriría ahí.
											Pero aquí estoy hoy
											con Uds.,
											y eso es un milagro.
									","
											Ich weiß noch, wie ich in dem
Schlafzimmer gefangen war,
											als es Monate her war, seit ich 
die Sonne gesehen hatte.
											Ich dachte, ich würde dort sterben.
											Aber heute bin ich hier,
											mit Ihnen,
											und das ist ein Wunder.
									","
											Yatak odasında mahsur kaldığım,
güneşi aylar önce gördüğüm zamanın
											nasıl olduğunu hatırlıyorum.
											Orada öleceğimi sanmıştım.
											Ama bugün buradayım,
											sizinleyim
											ve bu bir mucize.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											I don't know what would have happened
had I not been one of the lucky ones,
											had I gotten sick before the internet,
											had I not found my community.
											I probably would have already
taken my own life,
											as so many others have done.
											How many lives could
we have saved, decades ago,
											if we had asked the right questions?
											How many lives could we save today
											if we decide to make a real start?
									","
											No sé qué habría pasado de no haber 
sido una de los afortunados,
											si hubiese enfermado antes de Internet,
											de no haber encontrado mi comunidad.
											Probablemente me hubiese quitado ya 
mi propia vida,
											como muchos otros han hecho.
											¿Cuántas vidas pudimos 
haber salvado hace décadas,
											de haber hecho las preguntas adecuadas?
											¿Cuántas podríamos salvar hoy
											si decidimos empezar de verdad?
									","
											Ich weiß nicht, was passiert wäre,
											wenn ich nicht so viel Glück gehabt hätte,
											wenn ich vor dem
Internetzeitalter erkrankt wäre,
											wenn ich nicht meine
Gemeinschaft gefunden hätte.
											Ich hätte mir wahrscheinlich längst
das Leben genommen,
											wie es soviele andere getan haben.
											Wie viele Leben hätten wir
schon vor Jahrzehnten retten können,
											wenn wir die richtigen Fragen 
gestellt hätten?
											Wie viele Leben könnten wir heute retten,
											falls wir beschließen,
											einen echten Anfang zu machen?
									","
											Şanslı olanlardan biri olmasaydım,
											internet bulunmadan önce hasta olsaydım,
											topluluğumu bulmasaydım
ne olurdu bilmiyorum.
											Muhtemelen çoktan canıma kıymıştım,
											tıpkı birçoğunun yapmış olduğu gibi.
											Eğer doğru soruları sormuş
olsaydık onlarca yıl önce
											kaç hayatı kurtarabilirdik?
											Eğer gerçek bir başlangıç
yapmaya karar verirsek
											bugün kaç hayatı kurtarabiliriz?
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											Even once the true cause
of my disease is discovered,
											if we don't change
our institutions and our culture,
											we will do this again to another disease.
											Living with this illness has taught me
											that science and medicine
are profoundly human endeavors.
											Doctors, scientists and policy makers
											are not immune to the same biases
											that affect all of us.
									","
											Incluso una vez que la verdadera causa 
de mi enfermedad sea descubierta,
											si no cambiamos nuestras instituciones 
y nuestra cultura,
											haremos lo mismo con otra enfermedad.
											Vivir con esta enfermedad 
me ha hecho entender
											que la ciencia y la medicina 
son asuntos profundamente humanos.
											Los médicos, científicos 
y funcionarios públicos
											no son inmunes a los mismos prejuicios
											que nos afectan a todos.
									","
											Eines Tages wird die wahre Ursache
											meiner Krankheit gefunden werden,
											aber wenn wir nicht unsere Institutionen
											und unsere Kultur verändern,
											werden wir dasselbe
einer anderen Krankheit antun.
											Das Leben mit dieser Krankheit lehrte mich,
											dass Wissenschaft und Medizin
											zutiefst menschliche Unterfangen sind.
											Ärzte, Wissenschaftler
und Entscheidungsträger
											sind nicht immun gegen 
dieselben Vorurteile,
											die uns alle betreffen.
									","
											Hastalığımın gerçek sebebi bulunsa bile,
											kuruluşlarımızı ve kültürümüzü
değiştirmezsek
											başka bir hastalığa da aynısını yaparız.
											Bu hastalıkla yaşamak bana
											bilim ve tıbbın insan çabası
olduğunu öğretti.
											Doktorlar, bilim insanları
ve politika yapıcılar
											hepimizi etkileyen aynı ön yargılardan
											muaf değiller.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											We need to think in more nuanced ways
about women's health.
											Our immune systems are just as much
a battleground for equality
											as the rest of our bodies.
											We need to listen to patients' stories,
											and we need to be willing
to say, ""I don't know.""
											""I don't know"" is a beautiful thing.
											""I don't know"" is where discovery starts.
											And if we can do that,
											if we can approach the great vastness
of all that we do not know,
											and then, rather than fear uncertainty,
											maybe we can greet it
with a sense of wonder.
									","
											Tenemos que pensar de manera diferente 
sobre la salud de las mujeres.
											Nuestros sistemas inmunes son tanto 
un campo de batalla para nuestra igualdad
											como lo son el resto de nuestros cuerpos.
											Tenemos que escuchar historias de pacientes
											y tenemos que estar dispuestos 
a decir ""No sé"".
											""No sé"" es algo bello.
											Con ""No sé"" empieza el descubrimiento.
											Y si podemos hacer eso,
											si podemos acercarnos a la gran 
inmensidad de todo lo que no sabemos
											entonces, en lugar de 
temer a la incertidumbre,
											quizá podamos saludarla maravillados.
									","
											Wir müssen differenzierter über
die Gesundheit von Frauen denken.
											Unser Immunsystem verdient
dieselbe Gleichberechtigung
											wie der Rest unserer Körper.
											Wir müssen den Geschichten
der Patienten zuhören
											und wir müssen uns trauen 
zu sagen: ""Ich weiß es nicht"".
											""Ich weiß es nicht"" ist etwas Schönes.
											Mit ""Ich weiß es nicht""
beginnen Entdeckungen.
											Und wenn wir das schaffen,
											wenn wir uns dem weiten,
großen Unbekannten annähern können,
											dann können wir es statt
mit Angst vor der Unsicherheit
											vielleicht mit Staunen begrüßen.
									","
											Kadın sağlığı konusunda daha
incelikli yolları düşünmeliyiz.
											Bağışıklık sistemimiz, eşitlik için
en az vücudumuzun geri kalanı kadar
											bir savaş alanı.
											Hastaların hikâyelerini dinlemeliyiz
											ve ""bilmiyorum"" demeye istekli olmalıyız.
											""Bilmiyorum"" demek güzel bir şey.
											""Bilmiyorum"" demek keşfin başladığı yer.
											Eğer bunu yapabilirsek,
											eğer bilmediğimizi
kabullenmeye yanaşırsak,
											belirsizlikten korkmak yerine
											belki de bir merak
duygusuyla karşılayabiliriz.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											Thank you.
									","
											Gracias.
									","
											Vielen Dank.
											(Applaus)
									","
											Teşekkürler.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
											Thank you.
									","
											Gracias.
									","
											Vielen Dank.
									","
											Teşekkürler.
									",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
"
","
","
","
",What happens when you have a disease doctors can't diagnose,Jennifer Brea,17:07,"activism,gender,health,gender equality,health care,history,medical research,illness,film,personal growth,medicine,pain,TED Fellows,women,science"
