es,tr,en,fr,de,pt,title,speaker,duration,tags
"
											Los otros grupos étnicos, los cuales tienen jefes,
											se han asegurado de rodear a los jefes
											con consejos y consejos de consejos y consejos de consejos de consejos
											para prevenir que abusen de su poder.
											En la tradición ashanti, por ejemplo,
											el jefe no puede tomar decisión alguna
											sin la venia del consejo de los ancianos.
											Sin el consejo, el jefe no puede pasar ley alguna,
											y si el jefe no gobierna de acuerdo a la voluntad de la gente
											será removido.
											Si no, la gente abandona al jefe,
											se van a otro lado y crean un nuevo asentamiento.
											Y aun si miras a los antiguos imperios africanos,
											estaban organizados alrededor de un principio particular -
											el principio de la confederación,
											el cual se caracteriza por tener una gran devolución de autoridad,
											descentralización de poder.
									","
											Başkanları olan diğer etnik gruplar, başkanlarla çevrili olmalarını...
											...ve bu başkanların güçlerini kötüye kullanmalarını önlemek için...
											...meclis üstüne meclis, meclis üstüne meclis olmasını...
											...garanti altına almışlardır.
											Örneğin; Ashanti geleneğinde...
											...başkan, ihtiyarlar meclisinin oybirliği olmadan...
											...karar veremez.
											Meclis olmadan, başkan bir yasayı geçiremez, ...
											...ve eğer başkan, insanların isteğine göre yönetmezse...
											...görevden alınır.
											Bunu da yapmazlarsa, insanlar başkanı bırakırlar...
											...başka bir yere giderler ve yeni bir yerleşim kurarlar.
											Eski Afrika imparatorluklarına baktığınızda, ...
											...hepsi, tek bir prensip çevresinde düzen kurmuşlardır...
											...büyük oranda yetki devri, ...
											...gücün merkezden dağıtılması ile karakterize edilen...
											...konfederasyon prensibi.
									","
											The other ethnic groups, which did have chiefs,
											made sure that they surrounded the chiefs
											with councils upon councils upon councils
											to prevent them from abusing their power.
											In Ashanti tradition, for example,
											the chief cannot make any decision
											without the concurrence of the council of elders.
											Without the council the chief can't pass any law,
											and if the chief doesn't govern according to the will of the people
											he will be removed.
											If not, the people will abandon the chief,
											go somewhere else and set up a new settlement.
											And even if you look in ancient African empires,
											they were all organized around one particular principle —
											the confederacy principle,
											which is characterized by a great deal of devolution of authority,
											decentralization of power.
									","
											Les autres groupes ethniques, qui avaient des chefs
											s'assuraient qu'ils entouraient bien les chefs
											de conseils et de conseils et de conseils
											afin des les empêcher d'abuser de leur pouvoir.
											Dans la tradition Ashanti, par example,
											le chef ne peut prendre aucune décision
											sans l'assentiment simultané du conseil des anciens.
											Sans le conseil, le chef ne peut pas faire passer une loi,
											et si le chef ne gouverne pas selon la volonté de son peuple
											il est destitué.
											S'il ne l'est pas, le peuple abandonne le chef,
											s'en va ailleurs et crée une autre implantation.
											Et même si vous prenez les anciens empires africains,
											ils étaient tous organisés autour d'un principe précis —
											le principe de confédération,
											qui se caractérise par un fort transfert d'autorité,
											une décentralisation du pouvoir.
									","
											Die anderen Ethnien, die Häuptlinge hatten,
											stellten sicher, dass sie die Häuptlinge in Schach hielten
											mit Versammlungen, Versammlungen, Versammlungen
											um sie vom Machtmissbrauch abzuhalten.
											In der Tradition der Ashanti, z.B.
											kann der Häuptling keine Entscheidung fällen
											ohne dass die Versammlung der Ältesten zugestimmt hat.
											Ohne diese Zustimmung kann der Häuptling keine Gesetze erlassen,
											und falls er nicht gemäß dem Willen des Volkes regiert,
											wird er entfernt.
											Gelingt dies nicht, verläßt das Volk den Häuptling,
											geht anderswo hin und gründet eine neue Siedlung.
											Und selbst wenn wir uns die alten afrikanischen Reiche anschauen
											waren sie alle nach einem besonderen Prinzip organisiert:
											dem Konföderationsprinzip,
											welches durch eine umfassende Regionalisierung von Authorität charakterisiert ist,
											Dezentralisierung von Macht.
									","
											Os outros grupos étnicos,
que tinham chefes,
											asseguravam que, em volta dos chefes,
											havia conselhos, conselhos
e mais conselhos
											para os impedir de abusarem do poder.
											Na tradição Ashanti, por exemplo,
											o chefe não pode tomar qualquer decisão
											sem a concordância
do conselho dos anciãos.
											Sem o conselho, o chefe
não pode aprovar nenhuma lei
											e, se o chefe não governar
de acordo com a vontade do povo,
											é deposto.
											Caso contrário, o povo abandona o chefe,
											vai para outro sítio qualquer
e instaura uma nova povoação.
											Mesmo se observarmos
antigos impérios africanos,
											estavam todos organizados
em torno de um princípio em particular:
											o princípio da confederação,
											que se caracteriza por uma grande
delegação da autoridade,
											uma descentralização do poder.
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											Veamos, esto que les he descrito,
											es parte de la herencia política autóctona africana.
											Ahora, compárenlo con los sistemas modernos
											que han establecido las élites gobernantes en África.
											Son demasiado distantes.
											En el sistema económico del África tradicional,
											los medios de producción son de propiedad privada.
											Son propiedad de familias extendidas.
											Verán, en Occidente, la unidad básica económica y social
											es el individuo.
											Los americanos dirán ""Yo soy porque yo soy,
											y puedo hacer lo que me plazca, cuando quiera.""
											El acento está en el ""yo.""
											En África, los africanos dicen, ""Yo soy porque nosotros somos.""
											El ""nosotros"" denota comunidad - el sistema de familia extendida.
											Esas familias extendidas reúnen sus recursos.
									","
											Bu, benim size tarif ettiğim şey; ...
											...bu, Afrika'nın doğal politik mirasının bir parçası.
											Şimdi, bunu, Afrika üzerinde kurulan elit tabakayı yöneten...
											...modern sistemlerle karşılaştırın.
											Aralarında dağlar kadar fark var.
											Geleneksel Afrika'daki ekonomik sistemde, ...
											...üretim araçları, özel mülkiyete ait.
											Sahipleri geniş aileler.
											Gördüğünüz gibi, Batıda, temel ekonomik ve sosyal birim, ...
											...bireydir.
											Amerikalı ''Ben, ben olduğum için benim ve her zaman...
											...istediğim her şeyi yapabilirim'' diyecektir.
											Vurgu, ''Ben'' üzerindedir.
											Afrika'da Afrikalılar, ''Ben, biz olduğumuz için benim'' der.
											''Biz'', toplumu ifade ediyor yani geniş aile sistemini.
											Geniş aile sistemi, kaynaklarını bir havuzda biraraya toplar.
									","
											Now, this is what I have described to you.
											This is part of Africa's indigenous political heritage.
											Now, compare that to the modern systems
											the ruling elites established on Africa.
											It is a total far cry.
											In the economic system in traditional Africa,
											the means of production is privately owned.
											It's owned by extended families.
											You see, in the West, the basic economic and social unit
											is the individual.
											The American will say, ""I am because I am,
											and I can damn well do anything I want, anytime.""
											The accent is on the ""I.""
											In Africa, the Africans say, ""I am, because we are.""
											The ""we"" connotes community — the extended family system.
											The extended family system pools its resources together.
									","
											C'est ce que je viens de vous décrire,
											c'est une part de l'héritage politique autochtone de l'Afrique.
											Maintenant, comparons cela avec les systèmes modernes,
											les élites gouvernantes établies en Afrique.
											C'est totalement différent.
											Dans le système économique de l'Afrique traditionnelle,
											les moyens de production sont propriété privée.
											Ils appartiennent à des familles étendues.
											Voyez-vous, en Occident, l'unité économique et sociale
											est l'individu.
											L'Américain dira, ""je suis parce que je suis,
											et je peux sacrément bien faire tout ce que je veux quand je veux.""
											L'accent est sur le ""je"".
											En Afrique, les africains disent, ""je suis, car nous sommes"".
											Le ""nous"" suggère la communauté — le système de famille élargie.
											Le système de famille étendue regroupe les ressources de ses membres.
									","
											Die ist es, was ich Ihnen beschrieben habe,
											dies ist ein Teil von Afrikas ursprünglichem politischen Erbe.
											Vergleichen Sie das mit den modernen Systemen
											die die herrschenden Eliten in Afrika etabliert haben.
											Sie sind sehr weit von diesem Erbe entfernt.
											In dem Wirtschaftssystem des traditionellen Afrika,
											sind die Produktionmittel Privateigentum.
											Es gehört erweiterten Familien.
											Sehen Sie, im Westen ist die grundlegende wirtschaftliche und soziale Einheit
											das Individuum.
											Der Amerikaner sagt: ""Ich bin, weil ich bin.
											und ich kann alles tun was ich will, jederzeit.""
											Die Betonung liegt auf dem ""Ich"".
											In Afrika sagen die Afrikaner: ""Ich bin, weil wir sind.""
											Das ""Wir"" bedeutet Gemeinschaft - das erweiterte Familiensystem.
											Die erweiterte Familie nutzt ihre Ressourcen gemeinschaftlich.
									","
											É isto que vos descrevo.
											Faz parte da herança política
indígena de África.
											Agora comparem isso
com os sistemas modernos
											que as elites dirigentes
instituíram em África.
											É totalmente diferente.
											No sistema económico,
na África tradicional,
											os meios de produção
são propriedade privada.
											Pertencem a famílias alargadas.
											No Ocidente, a unidade básica,
económica e social,
											é o indivíduo.
											Os norte-americanos dirão:
											""Eu sou o que sou e posso fazer
o que quiser, em qualquer altura"".
											A tónica é no ""eu"".
											Em África, os africanos dizem:
""Eu sou o que nós somos"".
											O ""nós"" refere-se à comunidade,
o sistema da família alargada.
											O sistema da família alargada
acumula os recursos em conjunto.
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											Son dueños de granjas. Deciden qué hacer, qué producir.
											No tienen que obedecer a los jefes -
											ellos deciden qué hacer.
											Y cuando cosechan su siembra, venden el excedente
											en los mercados.
											Obtienen una ganancia, y es suya,
											no del jefe para que se las quite.
											Así, en breve, lo que teníamos en el África tradicional
											era un sistema de libre mercado.
											Había mercados en África
											antes que los colonialistas pusieran pie en el continente.
											Timbuctú era una gran ciudad mercado.
											Kano, Salaga - ahí estaban.
											Aun si vas a África Occidental, notarás que la actividad del mercado
											en África Occidental ha sido siempre dominada por mujeres.
											Así, es muy apropiado que esta sección se llame
											un mercado.
											El mercado no es ajeno a África.
									","
											Çiftlikleri vardır. Onlar, ne yapılacağına, ne üretileceğine karar verirler.
											Onlar, başkanlarından emir almaz...
											...onlar, ne yapılacağına karar verir.
											Ve hasatlarını ürettiklerinde, üretim fazlasını...
											...pazarlarda satarlar.
											Kar ettiklerinde, bu kar onlarındır, ...
											...başkanları tarafından el konulmak için değildir.
											Bu nedenle, geleneksel Afrika'da sahip olduğumuz...
											...fındıkkabuğu, yani serbest-pazar sistemiydi.
											Sömürgeciler ayak basmadan çok önce...
											...Afrika'da pazarlar mevcuttu.
											Timbuktu, büyük bir pazar kasabasaydı.
											Kano, Salaga, hepsi oradaydı.
											Batı Afrika'ya gitseniz bile, Batı Afrika'daki pazar faaliyetlerinde...
											...her zaman kadınlar tarafından domine edildiğini görürsünüz.
											Bu sebeple, bu bölümün pazar yeri olarak adlandırılması...
											...oldukça uygun.
											Pazar, Afrika'ya yabancı değil.
									","
											They own farms. They decide what to do, what to produce.
											They don't take any orders from their chiefs.
											They decide what to do.
											And when they produce their crops, they sell the surplus
											on marketplaces.
											When they make a profit it is theirs to keep,
											not for the chief to sequester it from them.
											So, in a nutshell, what we had in traditional Africa
											was a free-market system.
											There were markets in Africa
											before the colonialists stepped foot on the continent.
											Timbuktu was one great big market town.
											Kano, Salaga — they were all there.
											Even if you go to West Africa, you notice that market activity
											in West Africa has always been dominated by women.
											So, it's quite appropriate that this section is called
											a marketplace.
											The market is not alien to Africa.
									","
											Elles possèdent des fermes. Elles décident quoi faire, quoi produire.
											Elles ne prennent pas leurs ordres auprès de leurs chefs —
											elles décident elles-mêmes ce qu'elles vont faire.
											Et quand elles produisent leurs récoltes, elles vendent le surplus
											sur des marchés.
											Quand elles font un profit, elles le conservent pour elles,
											il n’est pas destiné à leur être confisqué par le chef.
											Donc, en résumé, ce que nous avions dans l'Afrique traditionnelle
											c'était un système d'économie de marché.
											Il y avait des marchés en Afrique
											avant que les colonialistes ne posent le pied sur le continent.
											Tombouctou était une grande ville de marché.
											Kano, Salaga — toutes l'étaient.
											Même si vous allez maintenant en Afrique de l'Ouest, vous remarquerez
											que l'activité des marchés a toujours été dominée par les femmes.
											Il est donc logique que cette partie soit
											celle du marché.
											Le marché n'est pas étranger à l'Afrique.
									","
											Sie besitzen Farmen. Sie entscheiden, was sie tun, was zu produzieren ist.
											Sie lassen sich keine Befehle von ihren Häuptlingen geben -
											sie entscheiden, was sie tun.
											Und wenn sie die Ernte einfahren, verkaufen sie den Überschuss
											auf Märkten.
											Wenn sie Gewinn machen, gehört er ihnen,
											und nicht dem Häuptling zur Beschlagnahme.
											Kurz gesagt, was wir im traditionellen Afrika hatten
											war eine freie Markwirtschaft.
											Es gab Märkte in Afrika
											noch bevor die Kolonialisten Afrika betraten.
											Timbuktu war eine einzige grosse Marktstadt.
											Kano, Salaga - sie waren alle dort.
											Selbst wenn man nach Westafrika geht, erkennt man, dass die Marktaktivitäten
											stets von Frauen dominiert wurden.
											Also, es ist durchaus passend, dass dieser Teil
											ein Markt genannt wird.
											Der Markt ist nichts Fremdes in Afrika.
									","
											Possuem quintas.
Decidem o que fazer, o que produzir.
											Não recebem ordens dos chefes.
											Decidem o que fazer.
											Quando produzem as suas culturas,
vendem os excedentes nos mercados.
											Quando obtêm lucros,
compete-lhes guardá-los,
											não é o chefe que os confisca.
											Em resumo, o que temos
na África tradicional
											é um sistema de mercado livre.
											Havia mercados em África
											antes de os colonialistas
porem o pé no continente.
											Timbuktu era uma enorme cidade comercial.
											Kano, Salaga - todas elas eram.
											Se forem para a África Ocidental,
hão de reparar que a atividade do mercado
											na África Ocidental foi sempre
dominada pelas mulheres.
											Portanto, é apropriado chamar
a esta secção um mercado.
											O mercado não é estranho a África.
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											Lo que los africanos practicaron era una forma diferente de capitalismo,
											pero entonces, después de la independencia, repentinamente,
											los mercados, el capitalismo se convirtió en una institución occidental,
											y los líderes dijeron que los africanos estábamos listos para el socialismo.
											Sinsentido.
											Y aun entonces, ¿qué clase de socialismo practican?
											El socialismo que practicaron era una forma peculiar de
											socialismo de banco suizo,
											que permitía a los jefes de estados y a los ministros
											violar y saquear los depósitos africanos,
											las tesorerías para depositarlas en Suiza.
											Esa no es clase de sistema que los africanos han conocido por siglos.
											¿Qué hacemos ahora?
											Regresar a las instituciones autóctonas de África,
											y es aquí que encargamos a los Chitas que vayan a los sectores informales,
											a los sectores tradicionales -
											allí es donde encontrarán a la gente africana.
									","
											Afrikalıların uyguladığı, kapitalizmin başka bir çeşidiydi, ...
											...fakat daha sonra, bağımsızlıktan sonra, aniden, ...
											...pazarlar, kapitalizm bir batı kurumu haline geldi, ...
											...ve liderler, Afrika'nın sosyalizme hazır olduğunu söylediler.
											Saçma.
											Ve bundan sonra bile, hangi çeşit sosyalizmi uyguladılar?
											Uyguladıkları sosyalizm, devlet başkanları ve bakanların, ...
											...Afrika'nın birikimlerini, hazinelerini gasp edip...
											...yağmalamasına olanak sağlayan...
											...İsviçre bankacılığı sosyalizminin...
											...garip bir türüydü.
											Bu, Afrikalıların yüzyıllardır bildiği bir sistem şekli değil.
											Biz, ne biliyoruz?
											Afrika'nın yerel kurumlarına geri dönelim, ...
											...ve bu, bizim enformel sektörlere, geleneksel sektörlere, Afrikalı insanları...
											...bulabileceğiniz yere girmeleri için...
											...Çitaları görevlendirdiğimiz yer.
									","
											What Africans practiced was a different form of capitalism,
											but then after independence, all of a sudden,
											markets, capitalism became a western institution,
											and the leaders said Africans were ready for socialism.
											Nonsense.
											And even then, what kind of socialism did they practice?
											The socialism that they practiced was a peculiar form of
											Swiss-bank socialism,
											which allowed the heads of states and the ministers
											to rape and plunder Africa's
											treasuries for deposit in Switzerland.
											That is not the kind of system Africans had known for centuries.
											What do we do now?
											Go back to Africa's indigenous institutions,
											and this is where we charge the Cheetahs to go into the informal sectors,
											the traditional sectors.
											That's where you find the African people.
									","
											Ce que les africains pratiquaient était une forme différente de capitalisme,
											mais par la suite, après l'indépendance, tout d'un coup,
											les marchés, le capitalisme devinrent une institution occidentale,
											et les dirigeants dirent que les africains étaient prêts pour le socialisme.
											Balivernes.
											Même vu ainsi, quelle sorte de socialisme ont-ils pratiqué ?
											Leur socialisme était une forme assez remarquable
											de socialisme avec compte en Suisse,
											qui permettait aux chefs des Etats et à leurs ministres
											de violer et piller les dépôts de l'Afrique,
											les excédents de trésorerie déposés en Suisse.
											Ce n'est pas le genre de système que les africains avaient connu pendant des siècles.
											Alors que faire maintenant ?
											Revenir aux institutions autochtones africaines,
											et c'est là que nous demandons aux guépards d'aller dans les secteurs informels,
											les secteurs traditionnels —
											c'est là que se trouve le peuple africain.
									","
											Was die Afrikaner praktizierten war eine andere Form des Kapitalismus,
											aber dann, nach der Unabhängigkeit, ganz plötzlich,
											wurden Märkte, wurde Kapitalismus zu einer westlichen Institution,
											und die Anführer sagten, die Afrikaner seien bereit für den Sozialismus.
											Unsinn.
											Und welche Art Sozialismus haben sie ausgeübt?
											Der Sozialismus, den sie ausübten, war eine besondere Form von
											Schweizer-Bank-Sozialismus,
											der den Staatschefs und Ministern erlaubte
											Afrikas Bodenschätze zu plündern,
											Schätze zur Lagerung in der Schweiz.
											Dies ist nicht die Art System, das die Afrikaner über Jahrhunderte hatten.
											Was tun wir jetzt?
											Wir gehen zurück zu Afrikas althergebrachten Institutionen
											und das ist es, wo wir die Geparden beauftragen, in die informellen Sektoren zu gehen,
											die traditionellen Sektoren -
											das ist es, wo man das afrikanische Volk trifft.
									","
											Os africanos praticavam uma forma
diferente de capitalismo
											mas, depois da independência,
de um momento para o outro,
											os mercados e o capitalismo
tornaram-se uma instituição ocidental
											e os líderes disseram que os africanos
estavam preparados para o socialismo.
											Um absurdo.
											Mesmo nessa altura, que tipo
de socialismo praticavam?
											O socialismo que praticavam
era uma forma peculiar
											de socialismo da banca suíça
											que permitia que os chefes
de estado e os ministros
											rapinassem e pilhassem
os excedentes de tesouraria de África,
											para os depositar na Suíça.
											Não era esse o sistema que os africanos
conheciam há séculos.
											O que é que fazemos agora?
											Voltar às instituições indígenas de África
											e é por isso que pedimos aos Chitas
que vão para o setor informal,
											para o setor tradicional.
											É aí que encontramos o povo africano.
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											Y quiero mostrarles este rápido y pequeño video
											respecto del sector informal, respecto de la construcción de botes
											que yo, yo mismo, traté de movilizar a los africanos en la Diáspora
											para invertir en ello.
											¿Puede por favor mostrarlo?
											Los hombres salen a pescar en esos pequeños botes.
											Sí, es una empresa.
											De un empresario ghanés local, usando su propio capital.
											No obtiene asistencia de su gobierno,
											y está construyendo un segundo bote, más grande.
											Un bote más grande significa que más peces serán atrapados y traídos.
											Significa que puede emplear a más ghaneses.
											También significa que puede generar riqueza.
											Y entonces tenemos lo que los economistas llaman
											efectos externos en la economía local.
											Y todo lo que tienes que hacer, todo lo que las élites tienen que hacer,
											es mover esta operación a un algo, que esté cerrado
											para que la operación sea más eficiente.
									","
											Ve size, enformel sektör hakkında, tekne inşaası hakkında...
											...Diyaspora'daki Afrikalıları yatırım yapmaları için...
											...harekete geçirmek amacıyla uğraştığım çok kısa bir video göstermek...
											...istiyorum.
											Gösterebilir misiniz lütfen?
											İnsanlar, bu küçük teknelerde balık tutacak.
											Evet, bu bir girişim.
											Bu, kendi öz sermayesini kullanan Ganalı bir yerel girişimcinin.
											Devletten hiçbir destek almıyor, ...
											ve daha büyük bir ikinci tekne inşaa ediyor.
											Daha büyük bir tekne demek, daha çok balık yakalanacak ve karaya çıkarılacak demek.
											Bunun anlamı; bu girişimci daha fazla sayıda Ganalı'yı istihdam edebilecek.
											Bu, ayrıca, o servet yapacak demek.
											Ve daha sonra, yerel ekonomi üzerinde, ekonomistlerin...
											...dış etki dedikleri etki olacak.
											Yapmanız gereken tek şey, elit tabakanın yapması gereken tek şey, ...
											...operasyonu kendi içinde kapalı başka birşeye yönlendirmektir...
											...böylece bu operasyon daha etkili yapılabilir.
									","
											And I'd like to show you a quick little video
											about the informal sector, about the boat-building
											that I, myself, tried to mobilize Africans in the Diaspora
											to invest in.
											Could you please show that?
											The men are going fishing in these small boats.
											Yes, it's an enterprise.
											This is by a local Ghanaian entrepreneur, using his own capital.
											He's getting no assistance from the government,
											and he's building a second, bigger boat.
											A bigger boat will mean more fish will be caught and landed.
											It means that he will be able to employ more Ghanaians.
											It also means that he will be able to generate wealth.
											And then it will have what economists call
											external effects on a local economy.
											All that you need to do, all that the elites need to do,
											is to move this operation into something that is enclosed
											so that the operation can be made more efficient.
									","
											Et j'aimerais vous montrer une rapide video
											sur le secteur informel, sur la construction de bateaux
											vers lequel j'ai personnellement cherché à mobiliser
											l'investissement de la Diaspora.
											Pouvez-vous la passer s'il vous plaît ?
											Les hommes vont pêcher sur ces petits bateaux.
											Oui, c'est une entreprise.
											Celle d'une entrepreneur Ghanéen local, utilisant son propre capital.
											Il ne reçoit aucune subvention du gouvernement,
											et il est en train de construire un second et plus gros bateau.
											Un plus grand bateau signifie que plus de poisson sera pris et débarqué.
											Cela signifie qu'il sera capable d'employer plus de Ghanéens.
											Cela veut dire également qu'il pourra générer de la richesse.
											Et alors cela produira ce que les économistes appellent
											des effets externes sur l'économie locale.
											Tout ce que vous avez à faire, tout ce que les élites doivent faire,
											est de déplacer ce chantier dans un endroit clos de murs
											de façon à ce que les opérations soient plus efficientes.
									","
											Ich würde Ihnen gern ein kurzes Video zeigen
											über den informellen Sektor, über den Bootsbau,
											bei dem ich selbst versucht habe, Afrikaner in der Diaspora zu mobilisieren,
											dort zu investieren.
											Könnten Sie das bitte zeigen?
											Die Männer gehen fischen in diesen kleinen Booten.
											Ja, das ist ein Unternehmen.
											Von einem Ghanaischen Unternehmen, mit seinem eigenen Kapital.
											Er bekommt keine Hilfe von der Regierung,
											und er baut ein zweites, grösseres Boot.
											Ein größeres Boot bedeutet, dass mehr Fisch gefangen und eingebracht wird.
											Es bedeutet, dass er in der Lage sein wird, mehr Ghanaer einzustellen.
											Es bedeutet auch, dass er in der Lage sein wird, Wohlstand zu schaffen.
											Und dann wird es, wie die Ökonomen sagen,
											externe Effekte auf eine lokale Wirtschaft haben.
											Alles was man tun muss, alles, was die Eliten tun müssen,
											ist, diese Tätigkeit in etwas abgeschlossenes zu wandeln,
											so dass es effizienter gemacht werden kann.
									","
											Vou mostrar-vos um pequeno vídeo
											sobre o setor informal,
sobre a construção de barcos
											para o qual tentei mobilizar
investidores africanos da Diáspora.
											Podem mostrá-lo?
											(Vídeo)
											Os homens vão pescar
nestes pequenos barcos.
											Sim, é uma empresa.
											É um empresário ganiano local
que usa o seu capital.
											Não obtém qualquer ajuda do governo
											e está a construir
um segundo barco, ainda maior.
											Um barco maior significa 
maior pesca.
											Significa que poderá empregar
mais ganianos.
											Também significa que poderá gerar riqueza.
											Assim, terá o que os economistas chamam
											efeitos exteriores numa economia local.
											Só é preciso fazer o que as elites
deviam fazer:
											é deslocar este estaleiro
para um local protegido
											para que os trabalhos sejam feitos
de modo mais eficaz.
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
","
","
","
","
","
",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
"
											Ahora, no sólo es el sector informal -
											también está la medicina tradicional.
											80 por ciento de los africanos todavía dependen de la medicina tradicional.
											El sector moderno de salud ha colapsado totalmente.
											Vamos, esta es un área - quiero decir, que hay un rico tesoro
											en el área de la medicina tradicional.
											Aquí es donde tenemos que movilizar a los africanos,
											en la Diáspora particularmente, para invertir en ello.
											Necesitamos también movilizar a los africanos en la Diáspora,
											no sólo de entrar en los sectores tradicionales también,
											si no entrar en la agricultura e instigar el cambio desde dentro.
											Pudimos movilizar a los ghaneses en la Diáspora
											para instigar el cambio en Ghana y traer la democracia a Ghana.
											Y yo sé que con los Chitas, podemos retomar África,
											un poblado a la vez.
											Muchas gracias.
									","
											Şimdi, bunun içinde sadece enformel sektör değil...
											ayrıca geleneksel tıp da var.
											Afrikalıların yüzde 80'i hala geleneksel tıbba güveniyor.
											Modern sağlık sektörü, tamamen çöktü.
											Şimdi, bu öyle bir alan ki - yani, geleneksel tıp alanında...
											...sahipsiz hazine var.
											Burası, bizim, özelliklede Diyaspora'daki Afrikalıları...
											...buna yatırım yapmaya yönlendirmemiz gereken yer.
											Ayrıca Diyaspora'daki Afrikalıları sadece geleneksel...
											...sektörlere değil ayrıca tarıma ve bu andan...
											...itibaren değişimi başlatmaya yönlendirmeliyiz.
											Diyaspora'daki Ganalıları, Ganada değişimi...
											...başlatmaya ve Gana'ya demokrasiyi getirmeye yönlendirebildik.
											Ve biliyorum ki Çitalarla, Afrika'yı bir gün...
											...geri alabiliriz.
											Çok teşekkür ederim.
									","
											Now, it is not just this informal sector.
											There is also traditional medicine.
											80 percent of Africans still rely on traditional medicine.
											The modern healthcare sector has totally collapsed.
											Now, this is an area — I mean, there is a treasure trove of wealth
											in the traditional medicine area.
											This is where we need to mobilize Africans,
											in the Diaspora especially, to invest in this.
											We also need to mobilize Africans in the Diaspora,
											not only to go into the traditional sectors,
											but to go into agriculture and also to instigate change from within.
											We were able to mobilize Ghanaians in the Diaspora
											to instigate change in Ghana and bring about democracy in Ghana.
											And I know that with the Cheetahs, we can take Africa back
											one village at a time.
											Thank you very much.
									","
											Mais, ce n'est pas seulement ce secteur informel —
											il y a aussi la médecine traditionnelle.
											80% des africains ont toujours recours à la médecine traditionnelle.
											Le secteur moderne de la santé s'est totalement effondré
											Bon, ceci est un domaine — je veux dire qu'il y a un un trésor de richesse
											dans le domaine de la médecine traditionnelle.
											C'est là que nous devons mobiliser les africains,
											dans la Diaspora en particulier.
											Nous devons également mobiliser les africains de la Diaspora,
											pas seulement pour aller vers les secteurs traditionnels mais
											aussi vers l'agriculture et aussi d'instiller le changement de l'intérieur.
											Nous avons pu mobiliser les Ghanéens de la Diaspora
											pour initier le changement au Ghana et y amener la démocratie.
											Et je sais qu'avec les guépards, nous pouvons reprendre possession de l'Afrique
											village par village.
											Merci beaucoup.
									","
											Es ist nicht nur dieser informelle Sektor -
											da ist auch noch die traditionelle Medizin.
											80 Prozent der Afrikaner verlassen sich immer noch auf traditionelle Medizin.
											Der moderne Gesundheitssektor ist komplett zusammengebrochen.
											Dies ist ein Gebiet - ich bin der Ansicht, dass dort eine Schatzkammer des Wohlstandes liegt,
											auf dem Gebiet der traditionellen Medizin.
											Dies ist, wo wir die Afrikaner mobilisieren müssen,
											insbesondere in der Diaspora, zu investieren.
											Wir müssen auch die Afrikaner in der Diaspora mobilisieren,
											nicht nur, auch in die traditionellen Sektoren zu gehen,
											sondern, in die Landwirtschaft zu gehen und auch, Veränderung von innen anzustossen.
											Wir waren in der Lage, Ghanaer in der Diaspora zu mobilisieren,
											Veränderung in Ghana anzustossen und Demokratie nach Ghana zu bringen.
											Und ich weiß, mit den Geparden können wir Afrika zurückgewinnen
											ein Dorf nach dem anderen.
											Vielen Dank.
									","
											Não há apenas este setor informal.
											Também há a medicina tradicional.
											Uns 80% de africanos continuam
a confiar na medicina tradicional.
											O moderno setor dos serviços de saúde
entrou totalmente em colapso.
											Há um imenso tesouro de riqueza
											na área da medicina tradicional.
											É para onde precisamos de mobilizar
o investimento dos africanos,
											em especial na Diáspora.
											Também temos que mobilizar
africanos na Diáspora
											não só para irem
para setores tradicionais,
											mas para irem para a agricultura
para fomentarem a mudança por dentro.
											Conseguimos mobilizar ganianos
na Diáspora
											para fomentarem a mudança no Gana
e instaurarem a democracia no Gana.
											Sei que, com os Chitas,
podemos reconquistar África,
											uma aldeia de cada vez.
											Muito obrigado.
									",Africa's cheetahs versus hippos,George Ayittey,17:50,"Africa,business,economics,entrepreneur,global issues,philanthropy,corruption,global development"
