es,fr,de,tr,title,speaker,duration,tags
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: Así que lo primero 
que notarán es que la gente
											tiene opiniones muy fuertes 
sobre este tipo de trabajo.
											Estoy de acuerdo 
completamente con el optimismo
											de esta primera cita,
											porque en una escala de cero 
a la voz de Morgan Freeman,
											pasa a ser uno de los 
galardones más sugerentes
											que haya escuchado 
en nuestro camino.
											(Risas)
											Pero como veremos, no es 
la única opinión que hay por ahí.
									","
											SR : La première chose que vous remarquerez,
c'est que les gens
											ont des opinions très marquées
sur ce genre de recherches.
											Je suis entièrement d'accord avec l'optimisme
											de cette première citation,
											parce que sur une échelle de zéro
à la voix de Morgan Freeman,
											c'est l'un des hommages les plus inspirés
											que j'ai entendus à notre encontre.
											(Rires)
											Mais comme vous le verrez,
ce n'est pas la seule opinion que l'on trouve.
									","
											SR: Es ist auffällig, dass 
die Leute sehr klare Meinungen
											über diese Art Forschung haben.
											Nun teile ich den Optimismus
dieses ersten Zitats total,
											denn auf einer Skala 
von eins bis überirdisch
											ist es eine der wohlklingendsten Lobreden,
											die uns je begegnet ist.
											(Gelächter)
											Es gab aber auch andere Meinungen.
									","
											SR: Muhtemelen ilk
olarak, insanların bu tarz
											işler hakkında gerçekten güçlü
fikirleri olduğunu fark edeceksiniz.
											Bu ilk alıntının aktardığı olumlu etkiye
											kesinlikle katılıyorum,
											çünkü sıfır ile
Morgan Freeman'ın sesi aralığında,
											karşımıza çıkan en mükafatlandırıcı
											çağrışımlardan biri bu.
											(Gülüşmeler)
											Ama şimdi göreceksiniz ki
tek seçenek bu değil.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											[""Esto asusta... ¡¿Qué pasa si pueden hacerlo fácilmente en los humanos en un par de años?! OH DIOS MÍO, ESTAMOS PERDIDOS"".
									","
											[« Ça me terrifie... Et si on pouvait facilement faire ça chez l'homme dans quelques années ?! OH MON DIEU, NOUS SOMMES CONDAMNÉS »]
									","
											[Ziemlich erschreckend ... Was ist, wenn das in ein paar Jahren auch bei Menschen ganz leicht geht? OMG, DIE MENSCHHEIT IST VERLOREN]
									","
											[''Böyle şeyler ödümü koparıyor. Birkaç yıl içerisinde insanlar üzerinde de bunu böyle kolayca yaparlarsa ya? TANRIM, HAPI YUTTUK!'']
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: De hecho, si echamos 
un vistazo a la segunda opinión
											creo que todos 
coincidimos en que, eh,
											probablemente no sea tan positivo.
											Pero esto también 
nos recuerda que,
											aunque todavía estamos 
trabajando con ratones,
											es probablemente una buena idea 
empezar a pensar y debatir
											sobre las posibles 
ramificaciones éticas
											del control de la memoria.
									","
											XL : En effet, si on regarde le deuxième,
											je pense qu'on est tous d'accord pour dire que,
eh bien,
											il est probablement moins positif.
											Mais ça nous rappelle tout de même que,
											même si on travaille pour l'instant
sur des souris,
											ce serait probablement une bonne idée
de commencer à réfléchir et à discuter
											des conséquences éthiques potentielles
											du contrôle de la mémoire.
									","
											XL: Wir sind uns wohl alle einig, 
dass das zweite Zitat
											dass es irgendwie nicht so positiv ist.
											Es erinnert uns aber auch daran,
											dass wir zwar jetzt noch mit Mäusen arbeiten,
											dass wir uns jetzt schon 
Gedanken machen sollten
											über die möglichen ethischen Auswirkungen
											der Gedächtniskontrolle.
									","
											XL: Cidden ikinci yoruma bakacak olursak,
											hepimiz bunun olumlu bir düşünce olmadığı
											konusunda uzlaşabiliriz.
											Yine de bu yorum,
											henüz fareler ile çalışıyor
olmamıza rağmen,
											hafıza kontrolünün muhtemel
etik ikilemleri üzerine
											düşünmeye ve tartışmaya
											itiyor bizleri.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: Ahora, en el espíritu 
de la tercera cita,
											queremos hablar de un 
proyecto reciente que hemos
											trabajado en el laboratorio 
que hemos llamado Proyecto Origen.
											[""Deberían hacer una película, donde siembran ideas en las mentes de la gente, para poder controlarlos y lograr su propia ganancia personal, llamémosle: Origen"".]
											Razonamos que, ahora que nosotros 
podemos reactivar un recuerdo,
											¿qué pasa si podemos hacerlo pero luego 
empiezan a manosear ese recuerdo?
											¿Podríamos posiblemente hasta 
convertirlo en una falsa memoria?
									","
											SR : Maintenant, une troisième citation,
											qui nous permettra de parler d'un projet récent
sur lequel on a travaillé au labo,
											et que nous avons appelé le Projet Inception.
											[« Ils devraient faire un film à ce sujet. Dans lequel ils implanteraient des idées dans l'esprit des gens, pour pouvoir les contrôler pour leur gain personnel. On l'appellerait : Inception. »]
											On s'est dit que maintenant qu'on pouvait
réactiver un souvenir,
											si on commençait
à le bricoler ?
											Peut-être qu'on pourrait même
le transformer en un faux souvenir ?
									","
											SR: Im Geiste des dritten Zitats
											möchten wir nun von einem 
anderen Projekt erzählen,
											an dem wir kürzlich im Labor arbeitete: 
Das Projekt ""Inception"", also ""Beginn"".
											[""Darüber sollte es einen Film geben. Wo sie den Leuten Ideen ins Gehirn einpflanzen und sie für ihre eigenen Zwecke kontrollieren können. Der Titel wird Inception.""]
											Wir überlegten, dass wir ja nun 
eine Erinnerung reaktivieren können –
											wie wäre es nun, an dieser Erinnerung 
ein wenig herumzubasteln?
											Könnten wir vielleicht sogar 
eine falsche Erinnerung daraus machen?
									","
											SR: Şimdi üçüncü alıntının etkisiyle,
											son dönemde, laboratuvarda
üzerine çalıştığımız Inception Projesi
											olarak adlandırdığımız bir
projeden bahsetmek istiyoruz.
											[''Bunun hakkında bir film çekmeliler. İnsanların zihinlerine, kendi kazançları için kullanacakları fikir yerleştirdikleri bir film. Adı da Inception olsun.'']
											Bir anıyı tekrardan
canlandırabildiğimize göre,
											bunu yapıp o anıyı kurcalarsak,
değiştirirsek ne olur?
											Onu sahte bir anıya
bile çevirebilir miyiz?
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: Toda la memoria es 
sofisticada y dinámica,
											pero por simplicidad, 
imaginemos la memoria como
											una secuencia de película.
											Hasta ahora lo que hemos dicho 
básicamente es que podemos controlar
											este botón de ""reproducir"" 
de la secuencia
											así que podemos activar esta secuencia 
de vídeo en cualquier momento y lugar.
											Pero ¿hay una posibilidad de 
que en realidad podamos llegar
											dentro del cerebro y editar 
esta secuencia de película
											para que sea diferente del original?
											Sí podemos.
											Resultó que todo lo que 
necesitamos hacer es básicamente
											reactivar un recuerdo utilizando 
láseres como lo hicimos antes,
											pero al mismo tiempo, 
si presentamos información nueva
											y permitimos que esta nueva información 
se incorpore en esta memoria antigua,
											esto va a cambiar la memoria.
											Es como hacer un video remix.
									","
											XL : Tout souvenir est sophistiqué et dynamique,
											mais par souci de simplicité,
nous allons envisager le souvenir
											comme un clip vidéo.
											On vous a jusque là expliqué
qu'on pouvait en gros contrôler
											le bouton « play » du clip vidéo,
											pour pouvoir jouer ce clip vidéo
n'importe quand, n'importe où.
											Mais serait-il possible d'aller réellement
											à l'intérieur du cerveau,
et de modifier ce clip vidéo
											pour le rendre différent de l'original ?
											Oui, nous le pouvons.
											Tout ce qu'on a à faire,
c'est en gros
											de réactiver un souvenir à l'aide de lasers,
comme nous l'avons fait auparavant,
											mais en même temps,
si on présente de nouvelles informations,
											et qu'on permet à ces nouvelles informations
de s'incorporer dans ce vieux souvenir,
											ça va le modifier.
											C'est un peu comme faire un remix.
									","
											XL: Natürlich sind Erinnerungen 
differenziert und dynamisch,
											aber der Einfachheit halber 
stellen wir uns eine Erinnerung
											wie einen Filmclip vor.
											Bisher haben wir einfach erklärt, 
dass wir auf ""Play"" drücken
											und damit den Film abspielen können –
											egal wann, egal wo.
											Aber besteht auch die Möglichkeit, 
dass wir ins Gehirn eindringen
											und den Film bearbeiten können,
											so dass er anders wird als das Original?
											Ja, das können wir.
											Eigentlich müssen wir nichts anderes tun
											als wie vorher eine Erinnerung 
mit Laser zu aktivieren,
											doch wenn wir gleichzeitig 
neue Informationen haben,
											die wir in die Erinnerung einbauen,
											wird die Erinnerung verändert.
											Es ist etwa wie ein Remix unseres Films.
									","
											XL: Anılar çok yönlü ve dinamiktirler,
											ama sadeleştirmek adına,
anıyı film klibiymişçesine
											hayal edelim.
											Şu ana kadar sizlere,
klipteki ''oynat'' tuşunu
											kontrol edebileceğimizi anlattık,
											böylece bu video klibi her zaman
ve her yerde oynatabiliyoruz.
											Peki ya gerçekten beynin içine girip,
											bu film klibini düzenleyebilmemiz
gerçekten mümkün mü,
											aslından farklı bir şeye
dönüştürebilir miyiz?
											Evet, yapabiliriz.
											Gördük ki tek yapmamız gereken şey,
											öncesinde yaptığımız gibi lazerleri
kullanarak anıyı yeniden canlandırmak,
											ama aynı zamanda, yeni bir bilgi ekler
											ve bu yeni bilgiyi, eski anıya
dahil etmesini sağlarsak
											bu durum anıyı değiştirecektir.
											Remiks kasetler hazırlamak gibi bir şey.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: ¿Cómo lo hacemos?
											En lugar de encontrar un 
recuerdo de miedo en el cerebro,
											podemos empezar por 
tomar nuestros animales,
											y digamos ponerlos en una 
caja azul como esta caja azul
											y encontramos las neuronas 
que representan esa caja azul
											y las alteramos para 
responder a pulsos de luz
											exactamente como dijimos antes.
											Ya al día siguiente, podemos 
tomar nuestros animales y colocarlos
											en una caja roja que nunca 
han experimentado antes.
											Podemos disparar luz en 
el cerebro para reactivar
											la memoria de la caja azul.
											¿Qué pasaría aquí si, 
mientras el animal
											está recordando la 
memoria de la caja azul,
											le damos un par de choques 
eléctricos suaves en el pie?
											Así que aquí estamos tratando de 
hacer artificialmente una asociación
											entre la memoria de la caja azul
											y los choques en el pie.
											Estamos tratando 
de conectar los dos.
											Así que para 
probar si lo hicimos
											una vez más podemos 
llevar nuestros animales
											y colocarlos en la caja azul.
											Una vez más, solo habíamos 
reactivado la memoria de la caja azul
											mientras que el animal tiene un par 
de choques suaves en el pie,
											y ahora de repente 
el animal se congela.
											Es como si estuviera recordando haber sido 
ligeramente sorprendido en este entorno
											aunque en realidad nunca pasó.
											Así formó un falso recuerdo,
											porque está falsamente 
atemorizado al entorno
											donde, técnicamente hablando,
											en realidad no le pasó nada malo.
									","
											SR : Alors, comment fait-on ?
											Au lieu de trouver un souvenir de peur
dans le cerveau,
											nous peut commencer
par prendre nos animaux,
											et les mettre, disons, dans une boîte bleue,
comme celle-ci,
											on trouve les cellules du cerveau
qui représentent cette boîte bleue,
											et on les incite à réagir
à des impulsions de lumière,
											exactement comme on l'a dit.
											Le jour suivant, on peut prendre nos animaux
et les mettre
											dans une boîte rouge
qu'ils n'ont jamais connue auparavant.
											On peut envoyer de la lumière
dans le cerveau
											pour réactiver la mémoire
de la boîte bleue.
											Qu'est-ce qui se passerait si,
pendant que l'animal se rappelle
											du souvenir de la boîte bleue,
											on lui donnait un ou deux petits chocs électriques
aux pattes ?
											Là, on essaye de créer artificiellement
une association
											entre la mémoire de la boîte bleue
											et les chocs électriques aux pattes.
											On essaye juste de relier les deux.
											Afin de tester si on a réussi,
											on peut prendre nos animaux de nouveau,
											et les remettre dans la boîte bleue.
											Encore une fois, on a juste réactivé la mémoire
de la boîte bleue
											pendant que l'animal recevait
quelques chocs électriques aux pattes,
											et maintenant,
l'animal fait soudain le mort.
											C'est comme s'il se rappelait avoir été
légèrement choqué dans cet environnement,
											même si cela ne s'est en fait
jamais produit.
											Il a donc formé un faux souvenir
											parce qu'il craint de façon erronée
un environnement
											où, d'un point de vue technique,
											rien de mauvais
ne lui est réellement arrivé.
									","
											SR: Und wie können wir das machen?
											Wir suchen im Gehirn nicht 
nach einer Erinnerung an Angst,
											sondern nehmen die Tiere
											und setzen sie zum Beispiel in 
eine blaue Kiste wie diese hier
											und nun suchen wir die Gehirnzellen, 
welche die blaue Kiste darstellen.
											Nun bringen wir sie dazu, 
auf die Lichtpulse zu reagieren,
											so wie wir das vorher erklärt haben.
											Am nächsten Tag nehmen wir die Tiere
											und setzen sie in eine rote Kiste, 
die sie noch nicht kennen.
											Wir können nun Licht 
in ihre Gehirne schießen und dadurch
											die Erinnerung an die blaue Kiste reaktivieren.
											Was passiert aber nun, wenn wir dem Tier,
											während es sich an die blaue Kiste erinnert,
											an den Füßen ein paar 
leichte Stromschläge verpassen?
											Wir versuchen also, 
künstlich eine Verbindung
											zwischen der Erinnerung an die blaue Kiste
											und die Stromschläge herzustellen.
											Beides soll verknüpft werden.
											Um zu testen, ob wir das konnten,
											nehmen wir die Mäuse jetzt wieder
											und setzen sie zurück in die blaue Kiste.
											Wir haben also gerade die Erinnerung 
an die blaue Kiste reaktiviert
											und der Maus gleichzeitig einige 
leichte Stromschläge verpasst,
											und nun erstarrt sie plötzlich.
											Das Tier scheint sich zu erinnern, dass es 
in dieser Umgebung Stromschläge bekam,
											obwohl das so gar nie passiert ist.
											Es hat also eine falsche Erinnerung,
											weil es sich fälschlicherweise 
vor der Umgebung fürchtet,
											wo es im Grunde genommen
											nie etwas Schlimmes erlebt hat.
									","
											SR: Bunu nasıl yapıyoruz?
											Beyinde korku anısı bulmaktansa,
											hayvanlarımızı alıp
											onları, örneğin buradaki mavi kutu
gibi bir kutunun içine koyduk
											ve mavi kutuyu temsil eden
beyin hücrelerini buluyoruz
											ve ışık demetine tepki gösterecek
şekilde onları kandırıyoruz,
											tıpkı öncesinde söylediğimiz gibi.
											Sonraki gün, hayvanlarımızı alıp
											daha önce hiç bulunmadıkları
kırmızı bir kutunun içine yerleştiriyoruz.
											Mavi kutunun anısını hatırlatmak için
											beyne ışın yolluyoruz.
											Hayvan mavi kutunun anısını hatırlarken,
											ona hafif ayak şokları
											uygularsak ne olur?
											Burada, mavi kutunun anısı ile
											ayak şoku arasında suni bir
											bağlantı kurmaya çalışıyoruz.
											Bu ikisini birleştirmeye çalışıyoruz.
											Yapıp yapamadığımızı görmek için
											hayvanımızı tekrardan alıp
											mavi kutunun içerisine yerleştiriyoruz.
											Tekrardan, mavi kutunun anısını
yeniden canlandırdık
											ve bu sırada hafif bir ayak şoku verildi
											ve hayvan birden dondu.
											Sanki daha önce burada hafif bir
şekilde elektrik çarpmış gibi hissediyor,
											ama aslında böyle bir şey yaşanmadı.
											Böylece sahte bir anı oluşturuldu,
											çünkü teknik olarak kötü hiçbir şeyin
											yaşanmadığı bir yerde,
											yanlış noktada korku duydu.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: Así que, hasta 
ahora solo hablamos de
											este interruptor de luz ""encendido"".
											De hecho, tenemos también 
un controlador de luz para ""apagado"",
											y es muy fácil imaginar que
											mediante la instalación de ese 
controlador de luz ""apagado"",
											también podemos apagar un recuerdo, 
en cualquier momento y lugar.
									","
											XL : Jusqu'ici, on n'a parlé
											que d'un interrupteur
que la lumière allume.
											En fait, on en a aussi un
que la lumière éteint,
											et il est très facile d'imaginer
											qu'en installant cet interrupteur
que la lumière éteint,
											on puisse également effacer un souvenir,
n'importe quand, n'importe où.
									","
											XL: Bisher haben wir aber erst gesehen,
											wie dieser lichtgesteuerten Schalter 
auf ""an"" gestellt wird.
											Wir haben jedoch auch 
einen lichtgesteuerten ""Aus""-Schalter,
											und wir können uns vorstellen,
											dass dieser ""Aus""-Schalter es möglich macht,
											eine Erinnerung abzuschalten –
egal wann, egal wo.
									","
											XL: Pekâlâ, şu ana değin yalnızca
											ışık kontrollü açma tuşundan bahsettik.
											Aslında, ışık kontrollü
kapama tuşuna da sahibiz
											ve ışık kontrollü kapama tuşunu kurarak
											bir anıyı, istediğimiz yerde ve zamanda
											kapatabileceğimizi düşünebilmek
de çok zor olmasa gerek.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											Así que de todo lo que 
hemos estado hablando hoy
											se basa en este principio de la 
neurociencia cargado filosóficamente
											de que la mente, con sus 
propiedades aparentemente misteriosas,
											en realidad está hecha de cosas 
físicas con las que nosotros podemos jugar.
									","
											Tout ce dont on a parlé aujourd'hui
											repose sur ce principe très philosophique
des neurosciences
											qui dit que l'esprit,
avec ses propriétés apparemment mystérieuses,
											est en fait constitué d'objets physiques
que nous pouvons manipuler.
									","
											Alles, was wir heute erzählt haben,
											basiert auf dem philosophischen 
Prinzip der Neurowissenschaft,
											dass der Verstand mit 
seinen geheimnisvollen Eigenschaften
											eigentlich aus Materie besteht, 
an der wir herumbasteln können.
									","
											Bugün üzerine konuştuğumuz her şey,
											nörolojinin felsefi yönlü prensibine
dayanıyor, ki bunda da zihin
											aşikar gizemli özellikleri ile,
											aslında bizlerin üzerinde oynama
yapabileceği maddesel şeylerden oluşur.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: Y yo personalmente,
											veo un mundo donde 
nos podemos reactivar
											cualquier tipo de 
memoria que deseemos.
											También veo un mundo donde 
podemos borrar recuerdos no deseados.
											Ahora, veo un mundo 
en que editar recuerdos
											es una realidad,
											porque vivimos en una 
época donde es posible
											arrancar preguntas del 
árbol de la ciencia ficción
											y sembrarlas en el suelo 
de la realidad experimental.
									","
											SR : Quant à moi, personnellement,
											je vois un monde
où on peut réactiver
											tous les souvenirs
que nous voulons.
											Je vois aussi un monde où on peut effacer
des souvenirs indésirables.
											Je vois même un monde
où modifier les souvenirs
											est devenu une réalité,
											parce que nous vivons à une époque
où il est possible
											de cueillir des questions
sur l'arbre de la science fiction,
											et de les ancrer
dans la réalité expérimentale.
									","
											SR: Für mich heißt das,
											dass ich eine Welt sehe, in der wir
											Erinnerungen wiederherstellen können, 
wie wir wollen.
											Ich sehe auch eine Welt vor mir, in der wir unerwünschte Erinnerungen auslöschen können.
											Ich sehe sogar eine Welt, 
wo das Überarbeiten von Erinnerungen
											eine Realität ist,
											weil wir in einer Zeit leben, in der es möglich ist,
											Fragen aus der Science Fiction zu pflücken
											und sie in der experimentellen 
Realität auszuprobieren.
									","
											SR: Şahsen ben,
											istediğimiz her türlü anıyı yeniden
											canlandırabileceğimiz bir dünya görüyorum.
											İstemediğimiz anılardan kurtulabileceğimiz
bir dünya da olacak bu.
											Şu anda bile, anı düzenlemesi
yapmanın gerçekliğin
											bir parçası olduğu bir dünya görüyorum,
											çünkü bizler,
											bilim kurgu ağacından sorular
toplayıp onları deneysel
											gerçekliğe yatırabildiğimiz
bir zamanda yaşıyoruz.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: Hoy en día, la gente 
en el laboratorio
											y personas de otros 
grupos de todo el mundo
											utilizan métodos similares 
para activar o editar recuerdos,
											sean viejos o nuevos, 
positivos o negativos,
											todo tipo de recuerdos 
para que podamos entender
											cómo funciona la memoria.
									","
											XL : En ce moment même, dans les labos,
											et dans d'autres groupes
partout dans le monde,
											des gens utilisent des méthodes similaires
pour activer ou modifier les souvenirs,
											qu'ils soient anciens ou nouveaux,
positifs ou négatifs,
											toutes sortes de souvenirs,
pour pouvoir comprendre
											comment fonctionne la mémoire.
									","
											XL: Heutzutage versuchen Leute im Labor
											und in anderen Gruppen auf der ganzen Welt
											mit ähnlichen Methoden, Erinnerungen 
zu aktivieren oder zu bearbeiten.
											Alte und neue, positive und negative,
											alle Arten von Erinnerungen,
											damit wir verstehen, 
wie die Erinnerung funktioniert.
									","
											XL: Artık laboratuvarda insanlar
											ve dünyadanın farklı yerlerindeki insanlar
											anıları canlandırmak ve düzenlemek
için benzer yöntemler kullanıyorlar,
											yeni veya eski, olumlu veya olumsuz
											hafızanın nasıl işlediğini anlamamız için
											her türden anılar.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: Por ejemplo, un grupo 
en nuestro laboratorio
											fue capaz de encontrar las neuronas 
que conforman un recuerdo de miedo
											y convertirlo en un recuerdo 
agradable, así de simple.
											Eso es exactamente lo que quiero decir 
sobre este tipo de procesos de edición.
											Un amigo en el laboratorio fue 
incluso capaz de reactivar
											recuerdos de ratones femeninos 
en ratones machos,
											que se rumora que es 
una experiencia placentera.
									","
											SR : Par exemple,
un groupe dans notre labo
											a réussi à trouver les cellules cérébrales
qui composaient un souvenir de peur,
											et les a convertis en un souvenir agréable,
juste comme ça.
											C'est exactement ce que je veux dire
lorsque je parle de modifier ces processus.
											Un mec au labo,
a même réussi à réactiver
											des souvenirs de souris femelles
chez les souris mâles,
											ce qui est une expérience agréable,
selon la rumeur.
									","
											SR: Eine unserer Laborgruppen 
hat zum Beispiel
											herausgefunden, welche Hirnzellen 
eine Angst-Erinnerung ausmachen
											und wandelte sie in angenehme 
Erinnerungen um – einfach so.
											Genau das meinte ich mit ""überarbeiten"".
											Ein Typ im Labor schaffte 
es sogar, Erinnerungen von
											weibliche Mäusen 
in männlichen Mäusen zu reaktivieren.
											Das soll ja eine eine angenehme Erfahrung sein.
									","
											SR: Mesela, laboratuvarımızdaki bir grup
											korku anısını oluşturan
beyin hücrelerini buldular
											ve onları hoş anılara dönüştürdüler,
işte böyle.
											Bu tarz süreçleri düzenlemek derken
tam olarak bunu kastediyordum.
											Hatta laboratuvardaki bir eleman,
											erkek faredeki dişi fare anıları
yeniden canlandırabilmiş,
											hatta diyorlar ki zevkli bir
deneyime dönüştürmüş.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											XL: En efecto, estamos viviendo 
un momento muy emocionante
											donde la ciencia no tiene 
límites de velocidad arbitrarios
											sino que solo está limitada 
por nuestra propia imaginación.
									","
											XL : En effet, nous vivons une période
très excitante,
											où la vitesse de la science
n'a aucune limite arbitraire,
											mais n'est liée
qu'à notre propre imagination.
									","
											XL: Wir leben wirklich in einer aufregenden Zeit,
											in der die Wissenschaft keine 
vorgegebene Höchstgeschwindigkeit kennt,
											sondern nur von der
eigenen Vorstellungskraft begrenzt wird.
									","
											XL: Kesinlikle, bilimin herhangi
keyfi hız limitleri olmadığı,
											çok heyecan verici bir dönemde yaşıyoruz,
											yalnızca bizlerin
hayal gücüne bağlı kalıyor.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											SR: Y finalmente, ¿qué 
hacemos con todo esto?
											¿Cómo podemos impulsar 
esta tecnología?
											Estas son las preguntas 
que no deben permanecer
											solo dentro del laboratorio,
											y así un objetivo de la charla de hoy 
era exponer a todo el mundo
											al tipo de cosas que es posible
											en la moderna neurociencia,
											pero ahora, igualmente importante,
											involucrar a todo el mundo 
activamente en esta conversación.
											Así que vamos a pensar juntos como 
un equipo en lo que esto significa
											y donde puede y 
debe ir desde aquí,
											porque Xu y yo creemos 
que todos tenemos
											algunas decisiones muy 
grandes delante de nosotros.
									","
											SR : Pour conclure,
que faut-il penser de tout cela ?
											Comment faire avancer
cette technologie ?
											Ce sont des questions
qui ne doivent pas rester
											confinées au labo,
											et l'un des objectifs de cette conférence
était donc de mettre tout le monde au courant
											du genre de choses qu'il est possible de faire
											dans les neurosciences modernes,
											mais il est tout aussi important
											de faire participer activement
tout le monde à ce débat.
											Alors réfléchissons ensemble, comme une équipe,
à ce que tout cela signifie,
											à ce que nous pouvons
et devons faire,
											parce que Xu et moi pensons
que nous avons tous
											de grandes décisions
qui nous attendent.
									","
											SR: Zum Schluss bleibt die Frage: 
Was machen wir aus all dem?
											Wie fördern wir diese Technologie?
											Diese Fragen sollen nicht einfach
											im Labor beantwortet werden,
											und deshalb war ein Ziel 
dieses Vortrags, Ihnen allen
											aufzuzeigen, was mit 
der modernen Neurowissenschaft
											alles möglich ist,
											doch genau so wichtig ist es nun,
											dass sich alle an dieser Diskussion beteiligen.
											So sollten wir nun gemeinsam überlegen, 
welche Bedeutung das alles hat
											und was wir damit erreichen können und wollen,
											denn Xu und ich glauben, dass da ein 
paar wirklich große Entscheidungen
											vor uns allen liegen.
									","
											SR: Sonuç olarak bütün
bunlardan ne çıkarıyoruz?
											Bu teknolojiyi daha ileri nasıl taşırız?
											Bu sorular, yalnızca laboratuvar ile
											sınırlı kalmamalı,
											bugünkü konuşmanın bir amacı da,
											herkesi modern nörobilimde
mümkün olan şeyler ile
											harekete geçirmekti,
											ama şimdi, bir o kadar da,
											herkesi bu iletişim ağına
davet etmek istiyoruz.
											Hep beraber bir takım
olarak, bütün bunların
											ne anlama geldiğini ve buradan nereye
erişebileceğimizi düşünelim,
											çünkü Xu ve ben, her birimizin önünde
											alacağımız büyük kararlar
olduğunu düşünüyoruz.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											Gracias.
XL: Gracias.
									","
											Merci.
XL : Merci.
									","
											Vielen Dank.
Xu: Vielen Dank.
									","
											Teşekkürler.
XL: Teşekkürler.
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Alkışlar)
									",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
"
","
","
","
",A mouse. A laser beam. A manipulated memory.,Steve Ramirez and Xu Liu,15:25,"TEDx,animals,memory,neuroscience"
