fr,en,de,es,pt,title,speaker,duration,tags
"
											Maintenant, ces choses — je les fais apparaître facilement, mais c'est en vérité beaucoup de travail.
											Et j'ai eu toutes ces mesures de force,
											et puis je suis allé voir la production de force du système.
											Et c'est vraiment très simple — le temps est sur l'axe des X
											et la force sur l'axe des Y. Et vous pouvez voir deux pics.
											Et cela m'a rendu vraiment perplexe.
											Le premier pic, est évidemment le coup du membre sur le capteur de force.
											Mais il y a un second grand pic une demie milliseconde plus tard,
											et je ne savais pas ce que c'était.
											Donc maintenant, vous pourriez supposer un second pic pour d'autres raisons,
											mais pas une demie milliseconde plus tard.
											Je reviens encore sur ces vidéos à haute vitesse,
											il y a un bon indice de ce qui pourrait se passer.
											Voici la même orientation que nous avons vu plus tôt.
											Ici nous avons l'appendice raptorial — là le talon,
											et il va tourner et frapper le capteur de force.
											Et ce que je voudrais que vous fassiez dans cette capture, c'est de garder vos yeux sur
											la surface du capteur de force, quand le membre s'y déploie.
											Et j'espère que vous êtes capable de voir un flash de lumière.
									","
											Now, things — I'm making this sound very easy, this is actually a lot of work.
											And I got all these force measurements,
											and then I went and looked at the force output of the system.
											And this is just very simple — time is on the X-axis
											and the force is on the Y-axis. And you can see two peaks.
											And that was what really got me puzzled.
											The first peak, obviously, is the limb hitting the load cell.
											But there's a really large second peak half a millisecond later,
											and I didn't know what that was.
											So now, you'd expect a second peak for other reasons,
											but not half a millisecond later.
											Again, going back to those high-speed videos,
											there's a pretty good hint of what might be going on.
											Here's that same orientation that we saw earlier.
											There's that raptorial appendage — there's the heel,
											and it's going to swing around and hit the load cell.
											And what I'd like you to do in this shot is keep your eye on this,
											on the surface of the load cell, as the limb comes flying through.
											And I hope what you are able to see is actually a flash of light.
									","
											Nun, die Sache ist — ich lasse das hier sehr einfach erscheinen, das ist jedoch eine Menge Arbeit.
											Ich hatte nun alle diese Kraftmessungen
											und dann ging ich her und betrachtete die Kraftausgangsgröße des Systems.
											Das ist nun sehr einfach — die Zeit ist auf der x-Achse
											und die Kraft ist auf der y-Achse. Und sie können zwei Spitzen erkennen.
											Und das ist, was mich wirklich verblüffte.
											Die erste Spitze ist offensichtlich das Bein, das auf die Wägezelle trifft.
											Aber es gibt eine wirklich große zweite Spitze eine halbe Millisekunde später
											und ich hatte keine Ahnung, woher die stammte.
											Nun, man könnte eine zweite Spitze aus unterschiedlichen Gründen erwarten,
											aber nicht eine halbe Millisekunde später.
											Um wieder auf die Hochgeschwindigkeitsvideos zurück zu kommen,
											hier gibt es einen ziemlich guten Hinweis über das, was vor sich gehen könnte.
											Das hier ist die gleiche Anordnung, die wir zuvor gesehen haben
											Das hier ist der Fangarm — hier ist die Ferse,
											und das wird herumschwingen und auf die Wägezelle treffen.
											Und was ich Sie während dieses Filmes zu tun bitte, ist Ihre Augen auf das zu lenken,
											auf die Oberfläche der Wägezelle, während der Schenkel durchgeflogen kommt.
											Und was ich erhoffe ist, dass Sie tatsächlich einen Lichtblitz erkennen können.
									","
											ahora, las cosas — esto suena muy fácil, pero lleva mucho trabajo conseguirlo.
											Obtuve todas estas mediciones de fuerza
											y luego fui a ver la salida de fuerzas del sistema.
											Esto es muy simple — el tiempo está en el eje X
											y la fuerza está en el eje Y. Pueden verse dos picos.
											Y eso fue lo que me dejó intrigada.
											El primer pico, obviamente, es la garra golpeando la celda de carga.
											Pero hay un segundo gran pico medio milisegundo después
											y yo no sabía qué era.
											Entonces uno esperaría un segundo pico por otras razones
											pero no medio milisegundo después.
											Otra vez, volviendo a esos videos de alta velocidad
											hay una pista bastante buena de lo que puede estar sucediendo.
											Aquí hay esa misma orientación que vimos antes.
											Está el apéndice predatorio — está el talón
											y va a menearse e impactar la celda de carga.
											Y lo que quiero que hagan en esta toma es que miren esto
											en la superficie de la celda de carga, mientras pasa la garra.
											Y espero que lo que puedan ver sea en verdad un destello de luz.
									","
											Eu dou a ideia de que o som
é muito fácil, mas dá muito trabalho.
											Obtive todas estas medições de força
											e depois observei 
a produção da força do sistema.
											É muito simples
											O tempo está no eixo x
e a força no eixo y.
											Vemos dois picos.
											Fiquei muito intrigada.
											O primeiro pico, obviamente,
é o membro a atingir a célula de carga.
											Mas há um segundo pico muito grande
meio milissegundo depois
											e eu não percebia o que era.
											Podíamos esperar um segundo pico
por outras razões,
											mas não meio milissegundo depois.
											Voltando àqueles vídeos
de alta velocidade.
											há uma boa pista para o que
podia estar a passar-se.
											Esta é a mesma orientação
que vimos há bocado.
											Está ali o apêndice predador,
ali é o calcanhar.
											Vai virar-se e bater na célula de carga.
											Atenção agora ao que se vai passar
											na superfície da célula de carga,
quando o membro a atingir.
											Espero que consigam ver
que há um raio de luz.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Audience: Ouah.
									","
											Audience: Wow.
									","
											Publikum: Wow.
									","
											Audiencia: ¡Guau!
									","
											Audiência: Uau!
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Sheila Patek: Et si nous prenons seulement une image, ce que vous pouvez voir
											au bout de la flèche jaune est une bulle de vapeur.
											Et c'est la cavitation.
											Et la cavitation est un puissant phénomène hydrodynamique
											qui se produit lorsque vous avez des zones d'eau
											qui bougent à différentes vitesses extrêmes.
											Et lorsque cela arrive, cela peut créer des zones de très basse pression
											ce qui aboutit littéralement à une vaporisation de l'eau.
											Et lorsque cette bulle de vapeur éclate, elle émet du son, de la lumière et de la chaleur
											et c'est un processus très destructif.
											Et donc là c'est sur le stomatopode. Et encore une fois, c'est une situation
											où les ingénieurs sont très familiers avec ce phénomène,
											parce que cela détruit les hélices de bateau.
											Des personnes ont travaillé pendant des années pour essayer et concevoir
											une hélice de bateau tournant à haute vitesse qui ne crée pas de cavitation
											et use littéralement le métal et fait des trous dedans.
											comme on peut le voir sur ces photos.
									","
											Sheila Patek: And so if we just take that one frame, what you can actually see there
											at the end of that yellow arrow is a vapor bubble.
											And what that is, is cavitation.
											And cavitation is an extremely potent fluid dynamic phenomenon
											which occurs when you have areas of water
											moving at extremely different speeds.
											And when this happens, it can cause areas of very low pressure,
											which results in the water literally vaporizing.
											And when that vapor bubble collapses, it emits sound, light and heat,
											and it's a very destructive process.
											And so here it is in the stomatopod. And again, this is a situation
											where engineers are very familiar with this phenomenon,
											because it destroys boat propellers.
											People have been struggling for years to try and design
											a very fast rotating boat propeller that doesn't cavitate
											and literally wear away the metal and put holes in it,
											just like these pictures show.
									","
											Sheila Patek: Wenn wir nun dieses eine Einzelbild nehmen, kann man am Ende
											des gelben Pfeiles eine Dampfblase sehen.
											Und was dies zeigt, ist Kavitation.
											Nun, Kavitation ist ein äußerst wirksames fluidmechanisches Phänomen,
											das auftritt, wenn Sie Bereiche haben von Wasser,
											die sich mit extrem unterschiedlichen Geschwindigkeiten bewegen.
											Und wenn dies eintritt, kann es zu Gebieten sehr geringen Drucks führen,
											was in einer buchstäblichen Verdampfung von Wasser resultiert.
											Und wenn diese Dampfblase kollabiert, emitiert sie Schall, Licht und Wärme,
											und das ist ein sehr zerstörerischer Prozess.
											Und so verhält sich das bei den Stomatopoden. Und es ist wieder so,
											dass Ingenieure dieses Phänomen sehr gut kennen.
											Denn es zerstört Schiffsschrauben.
											Einige Menschen kämpfen bereits viele Jahre damit und versuchen,
											sehr schnell rotierende Schiffsschrauben so zu gestalten, dass diese nicht kavitieren
											und an diesen im wahrsten Sinne des Wortes das Metall nicht abgetragen und perforiert wird,
											so wie diese Bilder das zeigen.
									","
											Sheila Patek: Y si tomamos ese cuadro, lo que vemos allí
											al final de la flecha amarilla es una burbuja de vapor.
											Eso es la cavitación.
											La cavitación es un fenómeno extremadamente potente de la dinámica de fluidos
											que ocurre cuando uno tiene áreas de agua
											que se mueven a velocidades muy diferentes.
											Cuando esto sucede, puede provocar áreas de muy baja presión
											que da como resutado, literalmente, la evaporación de agua.
											Y cuando estalla la burbuja de vapor emite sonido, luz y calor;
											es un proceso muy destructivo.
											Y aquí en el estomatópodo. Nuevamente, es una situación en que
											los ingenieros están muy familiarizados con este fenómeno
											porque destruye las hélices de los barcos.
											La gente hace años que viene luchando tratando de diseñar
											una hélice que gire muy rápido pero no cavite
											porque, literalmente, desgaste el metal y hace hoyos en las hélices
											como muestran estas imágenes.
									","
											SP: Se isolarmos esta imagem,
vemos ali,
											na ponta da seta amarela,
uma bolha de vapor.
											Isto é cavitação.
											A cavitação é um fenómeno
fluido dinâmico extremamente potente
											que ocorre quando temos áreas de água
											que se movem a velocidades
extremamente diferentes.
											Quando isso acontece, pode provocar
áreas de pressão muito baixa
											que resultam, literalmente,
na vaporização da água.
											Quando essa bolha de vapor rebenta,
emite som, luz e calor.
											É um processo muito destrutivo.
											Cá está ele no estomatópode.
											É também um fenómeno muito conhecido
dos engenheiros
											porque destrói as hélices dos barcos.
											Há anos que se tenta conceber
											uma hélice de rotação muito rápida
que não provoque cavitação
											e destrua o metal e lhe faça buracos,
											tal como estas imagens mostram.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Donc c'est une force puissante dans les systèmes hydrauliques, et l'étape d'après
											je vais vous montrer la crevette-mante approchant un escargot.
											Cela a été pris à 20 mille images par seconde, et
											tout le mérite en revient au caméraman de la BBC, Tim Green, pour l'avoir filmé,
											parce que je n'aurais pas pu le faire même dans un million d'années.
											L'un des avantages de travailler avec un caméraman professionnel.
											Vous pouvez le voir entrer en collision, et un flash incroyable de lumière
											et toute la cavitation se propagent sur toute la surface de l'escargot.
											Donc c'est vraiment une image impressionnante,
											extrêmement ralentie, à des vitesses extrêmement lentes.
											Et encore une fois, nous pouvons le voir légèrement différemment d'ici,
											avec la formation de la bulle et son éclatement entre ces deux surfaces.
											En fait, vous avez peut-être vu une cavitation remontant le bord du membre.
									","
											So this is a potent force in fluid systems, and just to sort of take it one step further,
											I'm going to show you the mantis shrimp approaching the snail.
											This is taken at 20,000 frames per second, and I have to give
											full credit to the BBC cameraman, Tim Green, for setting this shot up,
											because I could never have done this in a million years —
											one of the benefits of working with professional cameramen.
											You can see it coming in, and an incredible flash of light,
											and all this cavitation spreading over the surface of the snail.
											So really, just an amazing image,
											slowed down extremely, to extremely slow speeds.
											And again, we can see it in slightly different form there,
											with the bubble forming and collapsing between those two surfaces.
											In fact, you might have even seen some cavitation going up the edge of the limb.
									","
											Das ist also eine starke Kraft in flüssigen Phasen und um das jetzt einen Schritt weiter zu führen,
											werde ich Ihnen den Fangschreckenkrebs bei der Annäherung an die Schnecke zeigen.
											Dies wurde bei etwa 20.000 Einzelbildern pro Sekunde gefilmt, und ich muss
											dem BBC Kameramann, Tim Green, die ganze Anerkennung für diese Aufnahme zollen,
											denn ich hätte dies nicht in Millionen von Jahren hinbekommen.
											Einer der Vorzüge der Arbeit mit professionellen Kameraleuten.
											Sie sehen wie es eintrifft und einen erstaunlichen Lichtblitz,
											und diese gesamte Kavitation verteilt sich über die Oberfläche der Schnecke.
											Wirklich, einfach ein erstaunliches Bild,
											extrem verlangsamt auf äußerst langsame Geschwindigkeiten.
											Und wiederum können wir das hier in leicht veränderter Form sehen,
											zusammen mit den sich bildenden und kollabierenden Blasen zwischen den zwei Oberflächen.
											Möglicherweise haben Sie vielleicht sogar etwas Kavitation an der Ecke des Schenkels heraufwandern sehen können.
									","
											Entonces esta es una fuerza potente de los sistemas de fluidos y para llevarlo un poco más lejos
											les voy a mostrar el camarón mantis acercarse al caracol.
											Esta fue fomada a 20.000 cuadros por segundo y tengo que dar
											crédito al camarógrafo de la BBC, Tim Green, por lograr esta toma
											porque yo no hubiera podido hacerlo ni en un millón de años.
											Una de las ventajas de trabajar con camarógrafos profesionales.
											Pueden verlo llegar y un destello de luz increíble
											y toda esta cavitación esparcida por la superficie del caracol.
											Así, realmente, una imagen asombrosa
											ralentizada al extremo, a velocidades extremadamente bajas.
											De nuevo, podemos verla de manera ligeramente diferente allí
											formando la burbuja y explotando entre esas dos superficies.
											De hecho, podrían haber visto alguna cavitación en el borde de la garra.
									","
											É uma força potente
em sistemas de fluidos,
											e, só para adiantar mais um pouco,
											vou mostrar o estomatópode
a aproximar-se do caracol.
											Isto foi filmado a 20 000
imagens por segundo.
											Todo o mérito desta sequência deve-se
ao operador de imagem da BBC, Tim Green,
											porque eu nunca a teria feito
nem num milhão de anos.
											É a vantagem de trabalhar
com profissionais.
											Vemo-lo a chegar, um incrível raio de luz
											e toda aquela cavitação a espalhar-se
pela superfície do caracol.
											É, de facto, uma imagem fantástica,
											filmada com uma lentidão extrema.
											Aqui, vemo-la de uma forma
ligeiramente diferente.
											A bolha a formar-se e a rebentar
entre as duas superfícies,
											Até podem ter visto uma certa cavitação
subindo pela extremidade do membro.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Donc, pour expliquer le dilemme concernant ces deux pics de force:
											je pense que cela se passe ainsi, le premier impact est en fait
											le coup porté sur le capteur de force par le membre, et le second impact est
											l'éclatement de la bulle de cavitation.
											Et ces animaux pourraient très bien utiliser
											non seulement la force et l'énergie stockée par leur ressort spécialisé,
											mais aussi les propriétés extrêmes de la dynamique des fluides. Et ils utilisent peut-être
											la dynamique des fluides comme une seconde force pour casser l'escargot.
											Donc c'est un double coup dur fascinant, pour ainsi dire, de la part de ces animaux.
									","
											So to solve this quandary of the two force peaks:
											what I think was going on is: that first impact is actually
											the limb hitting the load cell, and the second impact is actually
											the collapse of the cavitation bubble.
											And these animals may very well be making use of
											not only the force and the energy stored with that specialized spring,
											but the extremes of the fluid dynamics. And they might actually be
											making use of fluid dynamics as a second force for breaking the snail.
											So, really fascinating double whammy, so to speak, from these animals.
									","
											Um also das Dilemma der zwei Kraftspitzen zu klären:
											ich vermute, was hier vor sich ging ist, dass der erste Einschlag tatsächlich
											der Schenkelauprall auf die Wägezelle, und der zweite Einschlag in der Tat
											der Zusammenbruch der Kavitationsblasen ist.
											Und diese Tiere können sehr wahrscheinlich Gebrauch machen,
											nicht nur von der Kraft und Energie, die in dieser speziellen Sprungfeder gespeichert ist,
											sondern auch von den extremen Eigenschaften der Strömungsmechanik. Sie könnten tatsächlich
											die Strömungsmechanik als zweite Kraft gebrauchen, um die Schnecke aufzubrechen.
											Also, ein wirklich faszinierender Doppelschlag von diesen Tieren, sozusagen.
									","
											Así, para resolver el dilema de los dos picos de fuerza:
											lo que pensé que estaba sucediendo fue que el primer impacto es
											la garra golpeando la celda de carga y el segundo es
											la explosión de la burbuja de cavitación.
											Y estos animales pueden muy bien estar haciendo uso de
											no sólo la fuerza y energía almacenada con ese resorte especializado
											sino los extremos de la dinámica de fluidos. Y pueden en realidad estar
											usando la dinámica de fluidos como segunda fuerza para romper el caracol.
											Una suerte de latigazo doble, por así decirlo, de estos animales.
									","
											Para resolver este dilema
dos dois picos de forças:
											penso que se passa o seguinte:
											o primeiro impacto é o membro
a atingir a célula de carga
											e o segundo impacto é o rebentamento
da bolha de cavitação.
											Estes animais podem estar a utilizar
											não só a força e a energia
armazenada naquela mola especializada,
											mas os extremos da dinâmica de fluidos.
											Podem estar a usar a dinâmica de fluidos
											como uma segunda força
para partir o caracol.
											Portanto, um fascinante golpe duplo,
por parte destes animais.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Donc, une question qu'on me pose souvent après ce discours —
											j'y ai pensé et je voudrais y répondre maintenant — c'est, qu'arrive-t-il à l'animal?
											Parce que manifestement, si il brise des escargots,
											le pauvre membre doit se désintégrer. Et c'est le cas.
											Ceci est la surface d'impact du talon sur ces deux images,
											et il sont usés. En fait, je les ai déjà vus user
											leur talon entièrement jusqu'à la chair.
											Mais l'un des avantages d'être un arthropode
											c'est qu'il doit muer. Et toutes les trois semaines environ,
											ces animaux muent, et fabriquent un nouveau membre et il n'y a aucun problème.
											Une solution très très pratique pour ce problème particulier.
									","
											So, one question I often get after this talk —
											so I figured I'd answer it now — is, well, what happens to the animal?
											Because obviously, if it's breaking snails,
											the poor limb must be disintegrating. And indeed it does.
											That's the smashing part of the heel on both these images,
											and it gets worn away. In fact, I've seen them wear away
											their heel all the way to the flesh.
											But one of the convenient things about being an arthropod
											is that you have to molt. And every three months or so
											these animals molt, and they build a new limb and it's no problem.
											Very, very convenient solution to that particular problem.
									","
											Nun, eine Frage bekomme ich nach diesem Vortrag oft gestellt -
											daher dachte ich mir, sie gleich jetzt zu beantworten: was geschieht mit dem Tier?
											Denn wenn es offensichtlich Schnecken knackt,
											muss sich der arme Schenkel auch zerlegen. Und das tut er, in der Tat.
											Das ist der schlagende Teil der Ferse auf diesen beiden Bildern
											und er wird abgetragen. Ich habe sogar gesehen, wie sie
											die Ferse bis zum Fleisch abnutzen.
											Aber eines der angenehmen Dinge, ein Gliederfüßer zu sein
											ist, dass man sich häuten muss. Und alle drei Monate etwa
											häuten sich diese Tiere, und sie bilden einen neuen Schenkel und es gibt kein Problem.
											Eine sehr, sehr bequeme Lösung für das spezielle Problem.
									","
											Entonces una pregunta que suelen hacerme al final de estas charlas
											que imagino contestarla ahora — es, bien, ¿qué pasa con el animal?
											Porque, obviamente, si parte caracoles,
											la pobre garra debe desintegrarse. Y, de hecho, lo hace.
											Esa es la parte del talón que impacta en ambas imágenes
											y queda desgastado. De hecho, los he visto desgastar
											su talón hasta quedar en carne viva.
											Pero una ventaja de ser artrópodo
											es que cambian la piel. Y cada tres meses aproximadamente
											estos animales cambian la piel y construyen una nueva garra sin problema.
											Una solución muy, muy, práctica para ese problema particular.
									","
											Uma pergunta que me costumam fazer
depois desta palestra
											— portanto, acho que vou já responder —
											é: O que acontece ao animal?
											Porque, se ele anda a partir caracóis,
											o pobre membro deve desintegrar-se
— o que acontece realmente.
											Esta é a parte esmagada
do calcanhar nas duas imagens.
											Está desgastado.
											Eu reparei que o calcanhar
se desgastava até à carne.
											Mas uma das coisas convenientes
em ser um artrópode
											é que mudam de pele.
											De três em três meses, estes animais
mudam de pele
											e criam um novo membro e não há problema.
											É uma solução conveniente
para este problema em especial.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Donc, je voudrais finir sur une note plutôt dingue.
									","
											So, I'd like to end on sort of a wacky note.
									","
											Nun, ich möchte gerne mit einer etwas verwunderlichen Folgerung enden.
									","
											Me gustaría termianr con una nota extravagante.
									","
											Queria acabar com uma nota
um pouco louca.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Risos)
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Peut-être que tout ceci est dingue pour des gens comme vous, je ne sais pas.
									","
											Maybe this is all wacky to folks like you, I don't know.
									","
											Vielleicht ist das alles verwunderlich für Menschen wie Sie, ich weiß es nicht.
									","
											Quizá todo esto sea extravagante para gente como Uds., no lo sé.
									","
											Talvez tudo isto seja
uma loucura para vocês.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											(Rires)
									","
											(Laughter)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Risos)
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Donc, le ressort — le ressort en forme de selle —
											est en fait bien connu par les biologistes depuis longtemps,
											pas comme un ressort mais comme un signal visuel.
											Et il y a un point coloré spectaculaire
											au centre de la selle de beaucoup d'espèces de stomatopode.
											Et c'est tout à fait intéressant, de trouver les origines évolutives
											des signaux visuels sur ce qui est vraiment, chez toutes les espèces, leurs ressorts.
											Et je pense qu'une explications possible pour cela pourrait être
											de revenir au phénomène de mue.
									","
											So, the saddles — that saddle-shaped spring —
											has actually been well known to biologists for a long time,
											not as a spring but as a visual signal.
											And there's actually a spectacular colored dot
											in the center of the saddles of many species of stomatopods.
											And this is quite interesting, to find evolutionary origins
											of visual signals on what's really, in all species, their spring.
											And I think one explanation for this could be
											going back to the molting phenomenon.
									","
											Also, der Sattel — die sattelförmige Sprungfeder —
											ist den Biologen eigentlich seit geraumer Zeit bekannt,
											nicht als Sprungfeder, sondern als ein optischer Reiz.
											Hier ist ein eigentlich spektakulär gefärbter Punkt
											im Mittelpunkt des Sattels bei vielen Arten von Stomatopoden.
											Und es ist recht interessant, evolutionäre Ursprünge
											von optischen Reizen in etwas zu finden, das, eigentlich bei allen Arten, die Sprungfeder darstellt.
											Und ich glaube eine Erklärung hierfür lässt sich finden,
											wenn man nochmals die Häutung in Betracht zieht.
									","
											Las monturas — ese resorte de montura —
											es bien conocido por biólogos desde hace mucho tiempo
											no como resorte pero sí como señal visual.
											Y hay un punto espectacularmente coloreado
											en el centro de las monturas de muchas especies de estomatópodos.
											Y eso es muy interesante, encontrar orígenes evolutivos
											de señales visuales en lo que son, en todas las especies, sus resortes.
											Y pienso que una explicación de esto podría ser
											volviendo al fenómeno de cambio de piel.
									","
											A sela, ou seja, a mola em forma de sela,
											há muito tempo
que é conhecida pelos biólogos
											não como uma mola,
mas como um sinal visual.
											Há, de facto, um ponto
colorido espetacular
											no centro das selas de muitas espécies
de estomatópodes.
											É muito interessante encontrar
origens evolutivas
											de sinais visuais no que é
a sua mola, em todas as espécies.
											Penso que uma explicação para isso
											poderá estar ligada ao fenómeno
da mudança de pele.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
											Donc ces animaux entre dans une période de mue quand ils sont
											incapables de frapper — leurs corps deviennent très mous.
											Et ils sont littéralement incapables de frapper sinon ils s'auto-détruisent.
											Ceci est vrai. Et ce qu'ils font, pendant toute la période
											pendant laquelle ils ne peuvent frapper, ils deviennent très odieux et affreux,
											et ils frappent tout ce qu'ils voient, peu importe quoi ou qui.
											Et ensuite ils arrivent au point où ils ne peuvent plus du tout frapper,
											ils envoient seulement des signaux. Ils agitent leurs pattes.
											Et c'est l'un des exemples classiques de bluff dans le comportement animal.
											C'est un fait très bien établi que ces animaux
											peuvent bluffer. Ils ne peuvent en vérité pas frapper, mais ils font semblant.
											Et je suis très curieuse de savoir si ces points colorés
											situés au centre des selles communiquent quelques informations
											sur leur capacité à frapper, ou leur force de frappe,
											ou quelque chose sur la période du cycle de mue.
											Donc c'est un fait étrange et intéressant de trouver une structure visuelle
											juste au milieu de leur ressort.
									","
											So these animals go into a molting period where they're
											unable to strike — their bodies become very soft.
											And they're literally unable to strike or they will self-destruct.
											This is for real. And what they do is, up until that time period
											when they can't strike, they become really obnoxious and awful,
											and they strike everything in sight; it doesn't matter who or what.
											And the second they get into that time point when they can't strike any more,
											they just signal. They wave their legs around.
											And it's one of the classic examples in animal behavior of bluffing.
											It's a well-established fact of these animals
											that they actually bluff. They can't actually strike, but they pretend to.
											And so I'm very curious about whether those colored dots
											in the center of the saddles are conveying some kind of information
											about their ability to strike, or their strike force,
											and something about the time period in the molting cycle.
											So sort of an interesting strange fact to find a visual structure
											right in the middle of their spring.
									","
											Diese Tiere beginnen die Häutungsphase, in der sie
											schlagunfähig sind - ihre Körper werden sehr weich.
											Und sie sind buchstäblich schlagunfähig oder sie zerstören sich selbst.
											Das ist harte Realität. Nun bis zu dieser Phase, in der sie
											schlagunfähig sind, werden sie wahrhaft abscheulich und schlimm,
											und treten alles in Sichtweite, ganz egal wen oder was.
											In der Sekunde, in der sie in die schlagunfähige Phase eintreten,
											geben sie einfach nur Signale von sich. Sie winken mit den Beinen umher.
											Dies ist ein klassisches Beispiel von tierischem Täuschungsverhalten.
											Dies ist eine gut entwickelte Eigenschaft bei diesen Tieren,
											dass sie tatsächlich täuschen. Sie können eigentlich nicht zuschlagen, aber sie tun als ob.
											Daher war ich sehr neugierig, ob diese farbigen Punkte
											in der Mitte des Sattels irgend eine Art von Information beinhalten
											bezüglich ihrer Fähigkeit zu Schlagen, oder ihrer Schlagkraft
											und etwas über die Zeitspanne des Häutungszykluses.
											Also eine irgendwie interessante, seltsame Eigenschaft einer visuellen Struktur,
											direkt im Zentrum ihrer Sprungfeder.
									","
											Estos animales entran en un período de cambio de piel en que
											no golpean — sus cuerpos quedan muy blandos.
											Y, literalmente, no pueden golpear o se autodestruirían.
											Esto es real. Y lo que hacen es, hasta que ese período
											en que no pueden golpear, se vuelven repugnantes y espantosos
											y le pegan a todo lo que ven sin importar quién o qué sea.
											Luego entran en ese punto del tiempo en que no pueden golpear más
											sólo señalan. Mueven sus piernas.
											Es uno de los ejemplos típicos en comportamiento animal de fingir.
											Es un hecho muy conocido de estos animales
											que en realidad fingen. No pueden golpear realmente, pero fingen hacerlo.
											Y me tiene intrigada si esos puntos coloreados
											del centro de la montura llevan algún tipo de información
											sobre su habilidad para golpear o de su fuerza de golpe
											y algo sobre el período del ciclo de cambio de piel.
											Es un hecho extraño e interesante encontrar una estructura visual
											en medio de la montura de su resorte.
									","
											Estes animais entram
num período de mudança de pele
											em que não conseguem atacar
— o corpo torna-se muito mole.
											São incapazes de atacar, senão
destroem-se a si mesmos.
											Isto é real. Até chegar esse momento
em que não podem atacar,
											tornam-se muito desagradáveis e horríveis.
											atacam tudo o que veem,
não interessa quem ou o quê.
											No momento em que deixam
de poder atacar, mostram um sinal.
											Agitam as pernas.
											É um dos exemplos clássicos 
do comportamento animal de fazer ""bluff"".
											É um facto estabelecido
de que estes animais fazem ""bluff"".
											Não podem atacar, mas fingem que podem.
											Sinto imensa curiosidade
em saber se estes pontos coloridos
											no centro da sela transmitem
qualquer tipo de informações
											quanto à sua capacidade de ataque
ou quanto à força do seu ataque
											e sobre o período de tempo
no ciclo de mudança da pele.
											É um pouco estranho
encontrar uma estrutura visual
											mesmo no meio da sua mola.
									",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
"
","
","
","
","
",The shrimp with a kick!,Sheila Patek,16:25,"biology,biomechanics,oceans,online video,science,technology"
