es,pt,de,title,speaker,duration,tags
"
											Evidentemente, tengo
una vida maravillosa así que...
											(risas)
											la pregunta es: 
¿qué significa esto para Uds.?
									","
											Obviamente, estou a ter uma vida fabulosa, por isso...
											(Risos)
											A questão é, o que é que isto tudo 
significa para vocês?
									","
											Anscheinend habe ich
ein tolles Leben, aber —
											(Lachen) —
											die Frage ist, 
was bedeutet das nun für Sie?
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Pues, resulta que existe
un algoritmo para el amor.
											Solo que no es ninguno
de los que existen en Internet.
											De hecho, es algo
que escriben Uds. mismos.
											Así que, sea si buscan 
esposo o esposa,
											o intentan encontrar su pasión,
											o montar una empresa,
											lo único que necesitan
es encontrar su propio sistema
											seguir sus propias reglas,
											y sentirse libres de ser
todo lo exigentes que deseen.
									","
											Bem, afinal há mesmo um algoritmo para o amor.
											Não são aqueles que nos mostram ""online"".
											De facto, é algo que escrevemos nós mesmos.
											Por isso, quer estejam à procura de 
um marido ou de uma esposa
											ou a tentar encontrar a vossa paixão
											ou a tentar começar um negócio,
											tudo o que têm de descobrir 
é a vossa própria estrutura
											e viver segundo as vossas próprias regras
											e sentirem-se livres para ser tão exigentes 
quanto quiserem.
									","
											Anscheinend gibt es doch 
einen Algorithmus für die Liebe.
											Es ist nur nicht der, mit dem
wir online konfrontiert werden.
											Es ist etwas, was Sie
selbst entwerfen müssen.
											Ob Sie nun nach einem Ehemann 
oder einer Ehefrau suchen,
											Ihre Leidenschaft finden wollen
											oder sich selbstständig machen wollen,
											Sie müssen einfach selbst 
die Rahmenbedingungen festlegen
											und Ihren eigenen Regeln folgen,
											und seien Sie so wählerisch, 
wie Sie wollen.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Bueno, el día de mi boda
											hablé de nuevo con 
mi abuela otra vez
											y me dijo, ""Está bien, 
quizás me equivoqué.
											Parece que encontraste
											un sistema realmente estupendo.
											Ahora, sobre las bolas de Matzah:
											tienen que ser blanditas, no duras.""
									","
											No meu dia de casamento,
											tive outra vez uma conversa com a minha avó,
											que me disse: ""Tudo bem, talvez estivesse errada.
											""Parece que criaste
											""um sistema realmente fantástico.
											""Agora, em relação às tuas bolinhas de 'matzá',
											""elas têm de ser fofinhas, não duras"".
									","
											Auf meiner Hochzeit
											hatte ich noch einmal ein Gespräch 
mit meiner Großmutter
											und sie sagte: ""Okay,
vielleicht lag ich falsch.
											Es scheint, als ob du
											ein wirklich tolles System
entwickelt hast.
											Aber nun zu den Matzeknödeln.
											Sie sollten locker sein, nicht hart.""
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											Y en eso sí le haré caso.
									","
											E eu vou aceitar esse conselho dela.
									","
											Diesen Rat nehme ich gerne an.
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaus)
									",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
"
","
","
",How I hacked online dating,Amy Webb,17:27,"algorithm,culture,data,love,technology"
