es,pt,tr,title,speaker,duration,tags
"
											Y el cuarto mito es,
											Ir a la cama temprano y madrugar
											hacen que un hombre sea saludable, rico y sabio.
											Bueno eso es incorrecto en muchos niveles.
											(Risas)
											No hay evidencia de que levantarse temprano
											e ir a la cama temprano te haga más rico,
en absoluto.
											No hace a una diferencia en el nivel socioeconómico.
											En mi experiencia, la única diferencia entre
											las personas diurnas y las nocturnas
											es que las personas que se levantan 
por la mañana temprano
											son sólo horriblemente engreídas.
									","
											E o quarto mito é:
											deitar cedo e cedo erguer
											dá saúde, riqueza e sabedoria.
											Bem, é errado a muitos níveis diferentes.
											(Risos)
											Não existe qualquer prova
de que levantar cedo
											e deitar cedo nos traga qualquer riqueza.
											Não há diferença
no estatuto socioeconómico.
											Pela minha experiência,
a única diferença
											entre as pessoas madrugadoras
e as noctívagas
											é que as pessoas
que se levantam de manhã cedo
											são horrivelmente presunçosas.
									","
											Ve dördüncü efsane de,
											erken yatmak erken kalkmak
											insanı sağlıklı, zengin ve akıllı yapar
											Pekala, bu bir çok açıdan yanlış.
											(Gülüşme)
											Erken kalkıp erken yatmanın zengin ettiğine dair
											hiçbir kanıt yok.
											Sosyoekonomik statülerde hiçbir fark yok.
											Deneyimlerime göre, sabah insanları ile gece insanları
											arasındaki tek fark,
											sabah erken kalkan insanların
											son derece kendini beğenmiş olmasıdır.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											(Risas) 
(Aplausos)
									","
											(Risos)
(Aplausos)
									","
											(Gülüşme) (Alkış)
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Así que para la última parte, 
los últimos minutos,
											lo que quiero hacer es cambiar de marcha
											y hablar sobre algunas áreas realmente nuevas 
de la neurociencia,
											que es la asociación entre la salud mental,
											las perturbaciones mentales 
y los trastornos del sueño.
											Sabemos desde hace 130 años que 
en los trastornos mentales severos,
											existe siempre, siempre una alteración del sueño,
											pero ha sido ignorado.
											En la década de los 70, cuando la gente empezó 
a pensar otra vez,
											dijeron, ""Sí, bueno, por supuesto que
hay trastornos del sueño en la esquizofrenia
											porque toman antipsicóticos.
											Son los antipsicóticos los que causan los 
problemas de sueño"",
											ignorando el hecho de que cien años antes,
											la interrupción del sueño se había informado antes 
que los antipsicóticos.
									","
											Ok. Para a última parte
os derradeiros minutos,
											o que quero fazer é mudar as engrenagens
											e falar de áreas novas 
e de vanguarda da neurociência,
											onde se situa a associação
											entre saúde mental, doença mental
e distúrbio de sono.
											Sabemos, há 130 anos, que
na doença mental grave
											há sempre, sempre, distúrbio do sono,
											mas isso tem sido largamente ignorado.
											Nos anos 70, quando as pessoas
voltaram a pensar nisto, disseram:
											""Sim, claro que têm distúrbio do sono
na esquizofrenia,
											""porque tomam anti-psicóticos.
											""São os anti-psicóticos que causam 
os problemas do sono"",
											ignorando o facto de que,
durante os cem anos anteriores,
											tinham sido reportados distúrbios do sono,
antes dos anti-psicóticos.
									","
											Pekala. Son kısım, son birkaç dakika için,
											konuyu değiştirmek ve
											nörobilimin bazı çok yeni alanlarından bahsetmek istiyorum:
											zihinsel sağlık, zihinsel hastalık ve
											uyku bozukluğu arasındaki ilişki.
											30 yıldır, ciddi zihinsel hastalıkta
											her zaman, her zaman uyku bozukluğu olduğunu biliyoruz.
											Ama bu çoğunlukla gözardı edilir.
											1970'lerde, insanlar bunun hakkında yeniden konuşmaya başladıklarında dediler ki
											""Evet, tabii ki şizofrenik olan kişi uyku bozukluğu yaşar
											çünkü antipsikotik alır.
											Antipsikotikler uyku sorunlarına yol açar.""
											Yüzlerce yıl önce, uyku bozukluğunun antipsikotiklerden önce de
											görüldüğü gerçeğini gözardı ettiler.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											¿Qué está pasando?
											Muchos grupos están estudiando
											condiciones como la depresión, 
la esquizofrenia y el trastorno bipolar
											y lo que sucede en términos 
de la interrupción del sueño.
											Tenemos un gran estudio que publicamos 
el año pasado sobre la esquizofrenia,
											y los datos fueron extraordinarios.
											En aquellos individuos con esquizofrenia,
											gran parte del tiempo, estaban despiertos 
durante la fase de noche
											y luego estaban dormidos durante el día.
											Otros grupos no mostraron 
ningún tipo de patrones de 24 horas.
											Su sueño estaba completamente destrozado.
											algunos no tenían ninguna capacidad para 
regular su sueño por el ciclo luz-oscuridad.
											Se levantaban más y más y más tarde.
											y más tarde cada noche. Estaban destrozados.
									","
											Então, o que é que se passa?
											Muitos grupos estão a estudar doenças
											como a depressão, a esquizofrenia 
e a doença bipolar
											e o que se passa em termos
de distúrbio do sono.
											Temos um grande estudo, que publicámos 
no ano passado, sobre a esquizofrenia,
											e os dados são extraordinários.
											Os indivíduos com esquizofrenia
											estavam acordados, grande parte do tempo,
durante a fase da noite
											e depois adormeciam durante o dia.
											Outros grupos não mostravam 
qualquer padrão de 24 horas.
											O seu sono era completamente esmagado.
											Alguns não tinham capacidade
para regular o sono pelo ciclo luz/escuro.
											Deitavam-se cada vez mais tarde
em cada noite.
											Era esmagado.
									","
											Yani neler oluyor?
											Birçok grup depresyon, şizofreni ve bipolar gibi
											durumları ve uyku bozukluğu
											açısından neler olduğunu araştırıyorlar.
											Geçen yıl şizofreni ile ilgili yayınladığımız büyük bir çalışma var
											ve veriler oldukça olağandışı.
											Şizofreni sahibi kişiler,
											çoğunlukla gece uyanıktılar
											ve gündüz uyuyorlardı.
											Diğer gruplar hiçbir 24 saatlik model göstermediler.
											Uykuları tamamen bozulmuştu.
											Ve bazılarının uykularını aydınlık-karanlık döngüsüyle düzenleme yeteneği yoktu.
											Her gece daha geç, daha geç ve
											daha da geç kalkıyorlardı. Uykuları bozulmuştu.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											¿Qué está pasando?
											Y un descubrimiento realmente emocionante es que
											el trastorno mental y el sueño no están 
simplemente asociados
											sino que están vinculados físicamente 
dentro del cerebro.
											Las redes neuronales que nos predisponen 
a un sueño normal,
											que nos proveen un sueño normal,
											y aquellas que nos dan salud mental normal,
se superponen.
											Y ¿cuál es la evidencia de esto?
											Bueno, los genes que han demostrado 
ser muy importantes
											en la generación de sueño normal,
											cuando mutan, cuando cambian,
											también predisponen a los individuos 
a problemas de salud mental.
											Y el año pasado, publicamos un estudio
											que demostró que un gen que se ha vinculado 
a la esquizofrenia,
											cuando muta, también interrumpe el sueño.
											Así que tenemos evidencia de una auténtica 
superposición mecánica
											entre estos dos importantes sistemas.
									","
											Então, o que se passa?
											As notícias entusiasmantes são que
											a doença mental e o sono
não estão associados,
											mas estão fisicamente ligados
no interior do cérebro.
											As redes neurais que nos predispõem
ao sono normal,
											que nos proporcionam um sono normal,
											e as redes que nos dão saúde mental normal
estão sobrepostas.
											Que indícios há nesse sentido?
											Os genes, que se revelaram
muito importantes
											na geração do sono normal,
											quando sofrem mutações,
quando alterados,
											também predispõem os indivíduos
a problemas de saúde mental.
											No ano passado, publicámos um estudo
											que mostrou que um gene
que tem sido associado à esquizofrenia,
											quando sofre mutação também esmaga o sono.
											Portanto, temos indícios de uma genuína
sobreposição mecânica
											entre estes dois importantes sistemas.
									","
											Yani neler oluyor?
											Oldukça heyecan verici olan haber ise,
											zihinsel hastalık ve uykunun ilişkili olmadığı
											ama fiziksel olarak beyinle bağlantılı olduklarıdır.
											Sizi normal uykuya yatkınlaştıran,
											size normal uyku sağlayan sinirsel ağlar ile
											normal zihin sağlığı verenler örtüşüyor.
											Peki ya bunun kanıtı nedir?
											Pekala, normal uyku jenerasyonunda
											oldukça önemli olduğu görülen genler,
											mutasyona uğradığında, değiştiğinde
											bireyleri ayrıca zihinsel sağlık sorunlarına da yatkınlaştırıyor.
											Ve geçen yıl, şizorfreni ile bağlantılı olan,
											mutasyona uğradığında uykuyu da bozan
											bir geni ortaya koyan bir çalışma yayınladık.
											Yani bu iki önemli sistem arasındaki
											eşsiz mekanik örtüşmenin bir kanıtı var.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Otro trabajo surgió de estos estudios.
											El primero fue que la interrupción del sueño 
en realidad precede
											ciertos tipos de enfermedades mentales,
											y hemos demostrado que en esos individuos jóvenes
											que corren un alto riesgo de desarrollar 
trastornos bipolares,
											ya tienen una anormalidad del sueño
											antes de cualquier diagnóstico clínico de 
trastorno bipolar.
											La otra parte de los datos es que 
la interrupción del sueño
											en realidad puede exacerbar,
											empeorar el estado de los trastornos mentales.
											Mi colega Dan Freeman, ha utilizado 
una gama de agentes
											que han estabilizado el sueño 
y reducido los niveles de paranoia
											en aquellos individuos, en un 50%.
									","
											Outro trabalho decorreu destes estudos.
											O primeiro foi que o distúrbio do sono
											precede certos tipos de doença mental.
											Mostrámos que nos indivíduos jovens
											que têm elevado risco de desenvolver
transtorno bipolar
											já existe uma anormalidade no sono
											anterior a qualquer diagnóstico clínico 
de doença bipolar.
											A outra parte dos dados
foi que o distúrbio do sono
											pode exacerbar, piorar
o estado da doença mental.
											O meu colega Dan Freeman
usou uma série de agentes
											que estabilizaram o sono
e reduziram em 50%
											os níveis de paranoia nesses indivíduos.
									","
											Bu çalışmalardan başka işler de ortaya çıktı.
											İlki, uyku bozukluğunun aslında
											bazı tür zihinsel hastalıklardan önce geldiğiydi
											ve bipolar rahatsızlık geliştirmede yüksek riski olan
											genç bireylerin
											klinik olarak bipolar teşhisi konmasından önce de
											uyku anormalliğine sahip olduğunu gösterdik.
											Bir başka bilgi de, uyku bozukluğunun
											aslında zihinsel hastalık durumunu alevlendirebileceği,
											kötüleştirebileceğiydi.
											İş arkadaşım Dan Freeman, bu bireylerde yüzde 50 oranda
											uykuyu düzenleyen ve paranoya seviyelerini azaltan
											bir dizi madde kullandı.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Entonces, ¿Qué tenemos?
											Tenemos, en estas conexiones,
cosas realmente interesantes.
											En términos de neurociencia, 
mediante la comprensión
											de la neurociencia de estos dos sistemas,
											estamos empezando a entender realmente
cómo ambos, el dormir
											y las enfermedades mentales,
se generan y regulan dentro del cerebro.
											La segunda área es que si podemos usar sueño
											y los trastornos del sueño como una señal de 
advertencia temprana,
											entonces tenemos la oportunidad de actuar.
											Si sabemos que estos individuos son vulnerables,
											la intervención temprana entonces se convierte 
en una posibilidad.
											Y la tercera, que creo que es la más emocionante,
											es que podemos pensar en los centros del sueño 
dentro del cerebro
											como una nueva área terapéutica.
											Estabilizando el sueño en aquellos individuos 
que son vulnerables,
											ciertamente nos permite hacerlos más saludables,
											pero también aliviar algunos de los terribles síntomas de los trastornos mentales.
									","
											Portanto, o que obtivemos?
											Obtivemos, nestas conexões,
algumas coisas muito entusiasmantes.
											Em termos de neurociência, ao entender
a neurociência destes dois sistemas,
											estamos a começar a compreender
como o sono e os distúrbios mentais
											são gerados e regulados
no interior do cérebro.
											A segunda área é que,
se pudermos usar o sono
											e o distúrbio do sono
como um sinal de alerta precoce,
											temos a possibilidade de avançar.
											Se soubermos que estes indivíduos
são vulneráveis,
											torna-se possível a intervenção precoce.
											E a terceira, a mais entusiasmante,
											é que podemos pensar nos centros do sono,
no interior do cérebro,
											como novos alvos terapêuticos.
											Ao estabilizar o sono nos indivíduos
que são vulneráveis,
											podemos torná-los mais saudáveis,
											e também aliviar alguns
dos sintomas temíveis da doença mental.
									","
											Peki elimizde ne var?
											Bu bağlantılarda bazı heyecan verici şeyler elde ettik.
											Nörobilim açısından,
											bu iki sistemin nörobilimini anlayarak
											hem uyku hem de zihinsel hastalığın nasıl oluştuğunu
											ve beyin içinde düzenlendiğini gerçekten anlamaya başlıyoruz.
											İkinci alan ise, uyku ve uyku bozukluğunu
											erken uyarı sinyali alarak kullanabilirsek
											içeri girme şansımız var.
											Bu bireylerin hassas olduğunu bilirsek
											o zaman erken müdahale mümkün olabilir.
											Ve üçüncü ve bence en heyecan vericisi de,
											beyindeki uyku merkezlerini
											yeni bir tedavi edici hedef olarak düşünebiliriz.
											Hassas olan bireylerde uykuyu düzenleyerek
											kesinlikle daha sağlıklı olmalarını sağlayabiliriz
											ama aynı zamanda zihinsel hastalığın bazı korkunç belirtilerini de azaltabiliriz.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Así que para finalizar.
											Empecé diciendo que hay 
que tomar el sueño en serio.
											Nuestras actitudes hacia el sueño
son muy diferentes
											desde una edad preindustrial,
											cuando estábamos casi envueltos en un edredón.
											Solíamos entender intuitivamente 
la importancia de dormir.
											Y esto no es ninguna charlatanería.
											Esto es una respuesta pragmática a la buena salud.
											Si duermen bien, aumenta su concentración,
											su atención, la toma de decisiones, la creatividad, 
las habilidades sociales, la salud.
											Si duermen, se reducen los cambios de humor, 
el estrés,
											los niveles de ira, la impulsividad,
											y la tendencia a beber y tomar drogas.
											Y terminamos diciendo
											que la comprensión de la neurociencia del sueño
											realmente está cambiando
la manera de pensar acerca
											de algunas de las causas 
de las enfermedades mentales,
											y de hecho nos está proporcionando nuevas formas
											para tratar estas afecciones
increíblemente debilitantes.
									","
											Permitam-me que termine.
											Quando comecei por dizer
que levo o sono muito a sério:
											As nossas atitudes em relação ao sono
											são muito diferentes das atitudes
da era pré industrial,
											quando quase éramos enrolados num edredão.
											Compreendíamos intuitivamente
a importância do sono.
											E isto não é nenhum disparate.
											É uma resposta pragmática
para uma boa saúde.
											Se dormirmos bem, aumentamos
a concentração, a atenção,
											a capacidade para tomar decisões,
											a criatividade, a saúde
as competências sociais.
											Se dormirmos, diminuem
as nossas mudanças de humor, o stress,
											os níveis de irritação, de impulsividade,
											e a tendência para beber e tomar drogas.
											Assim, terminamos, dizendo
											que a compreensão da neurociência do sono
											está a informar a maneira como pensamos
											sobre algumas das causas da doença mental.
											Na verdade, está a fornecer-nos
novas maneiras
											de tratar estas doenças
tão incrivelmente debilitantes.
									","
											Bitireyim.
											Uykuyu ciddiye almanızı söyleyerek başladım.
											Uykuya karşı olan tavrımız,
											neredeyse kuş tüyü yorganlara sarıldığımız
											endüstri öncesi dönemden çok farklı.
											Uykunun önemini sezgiyle anlardık.
											Ve bu bir tür hipnotik saçmalık değil.
											Bu, sağlığa pragmatik bir cevap.
											İyi uyursanız, konsantrasyonunuz, dikkatiniz, karar vermeniz,
											yaratıcılığınız, sosyal becerileriniz ve sağlığınız artar.
											Uyursanız, ruh halinizdeki ani değişimler, stresiniz,
											sinir seviyeleriniz, dürtülerinize hakim olamamanız
											ve içki içip uyuşturucu kullanma eğiliminiz azalır.
											Ve şunu söyleyerek bitirdik:
											Uykunun nörobilimini anlamak
											zihinsel hastalıkların nedenlerinden bazıları
											hakkında nasıl düşündüğümüzü gösteriyor
											ve bizi inanılmaz derecede zayıflatan bu koşulları
											tedavi etmek için bize yeni yollar sağlıyor.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Jim Butcher, el escritor
de literatura fantástica, dijo,
											""El sueño es Dios. Adórenlo"".
											Y sólo puedo recomendarles que hagan eso mismo.
									","
											Jim Butcher, o escritor
de literatura fantástica, disse:
											""O sono é deus. Adorai-o"".
											Só posso recomendar-vos
que façam o mesmo.
									","
											Kurgu yazarı Jim Butcher şöyle demiş:
											""Uyku Tanrıdır. Gidip ona tapının.""
											Ve size de yalnızca aynısını yapmanızı önerebilirim.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											Gracias por su atención.
									","
											Obrigado pela vossa atenção.
									","
											Dikkatiniz için teşekkür ederim.
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Alkış)
									",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
"
","
","
",Why do we sleep?,Russell Foster,21:46,"health,mental health,neuroscience,science,consciousness,biology,brain,mind,memory,cognitive science"
