en,pt,tr,de,fr,title,speaker,duration,tags
"
											And assigning collective guilt
											isn't just about having
to explain yourself all the time.
											Deah and his wife Yusor
were a young married couple
											living in Chapel Hill, North Carolina,
											where they both went to school.
											Deah was an athlete.
											He was in dental school,
talented, promising ...
											And his sister would tell me
that he was the sweetest,
											most generous human being she knew.
											She was visiting him there
and he showed her his resume,
											and she was amazed.
											She said, ""When did my baby brother
become such an accomplished young man?""
											Just a few weeks after Suzanne's visit
to her brother and his new wife,
											their neighbor,
											Craig Stephen Hicks,
											murdered them,
											as well as Yusor's sister, Razan,
who was visiting for the afternoon,
											in their apartment,
											execution style,
											after posting anti-Muslim statements
on his Facebook page.
											He shot Deah eight times.
											So bigotry isn't just immoral,
it can even be lethal.
									","
											Atribuir uma culpa coletiva
											não se trata de termos
que estar sempre a justificarmo-nos.
											Deah e a mulher dele, Yusor,
eram um jovem casal
											que viviam em Chapel Hill,
na Carolina do Norte,
											onde tinham andado juntos na escola.
											Deah era atleta.
											Andava na escola dentária,
tinha talento, era promissor.
											A irmã dele disse-me
que ele era o ser humano
											mais doce, mais generoso
que ela conhecia.
											Ela foi lá visitá-lo 
e ele mostrou-lhe o seu currículo.
											Ela ficou espantada e disse-lhe:
											""Quando é que o meu maninho
se tornou num rapaz tão completo?""
											Poucas semanas depois da visita de Suzanne
ao irmão e à sua recente noiva,
											um vizinho,
											Craig Stephen Hicks,
											assassinou-os,
											assim como à irmã de Yusor, Razan,
que tinha ido visitá-los naquela tarde
											no apartamento deles,
											ao estilo de execução,
											depois de publicar uma declaração
antimuçulmana no Facebook.
											Alvejou Deah oito vezes.
											Portanto, o fanatismo não é apenas imoral,
pode mesmo ser mortal.
									","
											Ve ortak suç atfetmek
											sürekli kendini açıklamak zorunda olmak
demek değildir.
											Deah ve eşi Yusor
											Chapel Hill, Kuzey Caroline'de
yaşayan ve orada okuyan
											genç evli bir çiftti.
											Deah bir atletti.
											Diş hekimliği okuyordu,
yetenekli, gelecek vaad ediyordu.
											Kız kardeşi bana, onun tanıdığı
											en tatlı, en cömert insan olduğunu söyledi.
											Onu ziyarete gittiğinde
abisi ona özgeçmişini göstermiş

											ve kız şaşırıp kalmış.
											Demiş ki: ""Küçük kardeşim ne zaman
bu kadar başarılı bir genç adam oldu?""
											Suzanne'nin kardeşini ve eşini
ziyaretinden birkaç hafta sonra
											komşuları,
											Craig Stephen Hicks
											onları katletti,
											onları dairelerinde ziyarete gelen
Yusor'un kız kardeşi Razan'ı da
											yakın mesafeden infaz etti.
											Facebook sayfasında Müslüman karşıtı
ifadeler yazdıktan sonra.
											Deah'ı sekiz kez vurmuş.
											Taassub sadece ahlak dışı değil,
ölümcül de olabiliyor.
									","
											Bei der Zuweisung von Kollektivschuld
											geht es nicht nur darum, sich
selbst erklären zu müssen.
											Deah und seine Frau Yusor
waren ein junges, verheiratetes Paar,
											das in Chapel Hill, North Carolina lebte,
											wo beide zur Schule gingen.
											Deah war ein Sportler.
											Er war an der zahnmedizinischen Fakultät,
talentiert, viel versprechend ...
											Seine Schwester würde mir sagen, dass er
der süßeste, großzügigste Mensch war,
											den sie kannte.
											Sie besuchte ihn dort und
er zeigte ihr seinen Lebenslauf.
											Sie war verblüfft und sagte:
											""Wann ist aus meinem Brüderlein solch
ein versierter junger Mann geworden?""
											Nur ein paar Wochen nach dem Besuch von
Suzanne bei ihrem Bruder und seiner Frau,
											hat ihr Nachbar,
											Craig Stephen Hicks,
											sie ermordet,
											genauso wie die Schwester von Yusor,
Razan, die am Nachmittag zu Besuch war.
											Er tat es in ihrer Wohnung,
											wie bei einer Hinrichtung,
											nachdem er Äußerungen gegen Muslime
auf seiner Facebook-Seite gepostet hatte.
											Er schoss acht Mal auf Deah.
											Fanatismus kann nicht nur
unmoralisch, sondern auch tödlich sein.
									","
											Faire une condamnation collective,
											ce n'est pas l'obligation
de vous expliquer tout le temps.
											Deah et son épouse Yusor
étaient un jeune couple marié
											vivant à Chapel Hill, en Caroline du Nord,
											où ils étudiaient tous les deux.
											Deah était un athlète.
											Il était étudiant dans une école dentaire,
talentueux et prometteur...
											Sa sœur m'a dit qu'il était
la personne la plus gentille
											et la plus généreuse qu'elle ait connue.
											Elle lui rendait visite là-bas,
il lui a montré son CV
											et elle a été stupéfaite.
											Elle se disait : « Quand mon petit frère
est devenu un jeune homme si accompli ? »
											Après quelques semaines la visite
de Suzanne à son frère et son épouse,
											leur voisin,
											Craig Stephen Hicks,
											les a tués,
											ainsi que Razan, la sœur de Yusor,
qui leur rendait visite pour l'après-midi,
											dans leur appartement,
											en mode exécution,
											après avoir posté un commentaire
antimusulman sur sa page Facebook.
											Il a tiré 8 fois sur Deah.
											Donc, le fanatisme est non seulement
immoral mais il peut même être mortel.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											So, back to my story.
											What happened after 9/11?
											Did we go to the mosque
or did we play it safe and stay home?
											Well, we talked it over,
											and it might seem like
a small decision, but to us,
											it was about what kind of America
we wanted to leave for our kids:
											one that would control us by fear
											or one where we were practicing
our religion freely.
											So we decided to go to the mosque.
											And we put my son in his car seat,
											buckled him in, and we drove silently,
intensely, to the mosque.
											I took him out, I took off my shoes,
I walked into the prayer hall
											and what I saw made me stop.
											The place was completely full.
											And then the imam made an announcement,
											thanking and welcoming our guests,
											because half the congregation
											were Christians, Jews,
Buddhists, atheists,
											people of faith and no faith,
											who had come not to attack us,
but to stand in solidarity with us.
									","
											Voltemos à minha história.
											O que aconteceu depois de 11/Set?
											Fomos para a mesquita
ou jogámos pelo seguro e ficámos em casa?
											Falámos sobre isso,
											pode parecer uma pequena decisão,
mas para nós,
											tratava-se do tipo de América 
que queríamos deixar aos nossos filhos:
											Uma que nos controlasse pelo medo
											ou uma em que praticássemos
livremente a nossa religião?
											Decidimos ir para a mesquita.
											Pusemos o meu filho na cadeira do carro,
											apertámos o cinto e conduzimos em silêncio,
intensamente, até à mesquita.
											Tirei-o do carro, tirei os meus sapatos,
dirigi-me para a sala das orações
											e o que vi fez-me parar.
											O local estava totalmente cheio.
											Depois o imã fez uma declaração,
											agradecendo e dando
as boas-vindas aos convidados,
											porque metade da congregação
											eram cristãos, judeus, budistas, ateus,
											pessoas de fé e pessoas sem fé,
											que não tinham ido atacar-nos
mas demonstrar a sua solidariedade.

									","
											Hikayeme geri dönelim.
											11 Eylül'den sonra ne oldu?
											Camiye mi gittik yoksa riske girmeyip
evde mi kaldık?
											Mesele hakkında konuştuk
											ve küçük bir karar gibi gözükebilir,
ama bizim için,
											mesele çocuklarımıza nasıl
bir Amerika bırakacağımızdı.
											Bizi korku ile kontrol eden mi
											yoksa inancımızı özgürce
yaşayabileceğimiz bir yer mi?
											Camiye gitmeye karar verdik.
											Ve oğlumu araba koltuğuna oturttuk,
											kemerini bağladık ve sessizce
camiye doğru yol aldık.
											Onu dışarı çıkardım, ayakkabılarımı
çıkardım, mescide yürüdüm
											ve gördüğüm şey beni durdurdu.
											Mekan tamamen doluydu.
											Ve sonra imam bir duyuru yaptı.
											Gelenleri teşekkürle karşıladı.
											Çünkü cemaatin yarısı
											Hiristiyan, Yahudi, Budist, ateist,
											bize saldırmak için değil,
dayanışma için gelen
											inançlı ve inaçsız insanlardı.
									","
											Also zurück zum Anfang.
											Was geschah nach dem 9/11?
											Sind wir zur Moschee gegangen 
oder blieben wir sicher zu Hause?
											Wir besprachen es
											und für uns war es keine
leichte Entscheidung,
											denn es ging darum, welches Amerika
wir unseren Kindern überlassen wollen:
											eines, dass uns durch Angst
kontrollieren würde,
											oder eines, in dem wir unsere Religion
frei ausüben können.
											Wir entschieden uns für die Moschee.
											Mit unserem Sohn im Kindersitz
											fuhren wir schweigend,
mit Hochdruck zur Moschee.
											Ich nahm ihn heraus, zog meine Schuhe aus,
ging in die Gebetshalle,
											und was ich sah, ließ mich anhalten.
											Die Halle war restlos gefüllt.
											Dann machte der Imam eine Ankündigung,
											bedankte sich und hieß
unsere Gäste willkommen,
											denn die Hälfte der Versammelten
											waren Christen, Juden,
Buddhisten, Atheisten,
											Gläubige und Nicht-Gläubige,
											die gekommen waren, nicht um uns
anzugreifen, sondern um uns beizustehen.
									","
											Revenons à mon histoire,
qu'est-il arrivé après le 11 septembre ?
											Avons-nous choisi d'aller à la mosquée
ou la sécurité de la maison ?
											Eh bien, nous avons parlé,
											ça peut sembler être
une petite décision mais pour nous,
											il s'agissait de savoir quelle Amérique
nous voulions laisser à nos enfants :
											celle qui pourrait
nous contrôler par la peur
											ou celle où nous pratiquerions
notre religion librement.
											On a donc décidé d'aller à la mosquée.
											On a mis mon fils dans son siège auto
											et conduit en profond silence,
vers la mosquée.
											Je l'ai pris, ai enlevé mes chaussures,
suis entrée dans la salle de la prière
											et ce que je vis m'a laissée sans voix.
											La salle était bondée.
											L'imam a fait une annonce,
											il a remercié et souhaité
la bienvenue à nos invités,
											car la moitié de la congrégation
											étaient des chrétiens, juifs,
bouddhistes et athées,
											des gens avec et sans croyance,
											qui n'étaient pas venus
nous attaquer mais nous soutenir.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											I just break down at this time.
											These people were there because they chose
courage and compassion
											over panic and prejudice.
									","
											Nessa altura, fui-me abaixo.
											Aquelas pessoas estavam ali porque 
optaram pela coragem e solidariedade
											em vez do pânico e do preconceito.
									","
											O zaman kendimi tutamayıp ağladım.
											O insanlar oradaydı çünkü
panik ve önyargı yerine
											cesaret ve merhameti seçmişlerdi.
									","
											In diesem Moment
bin ich zusammengebrochen.
											Diese Menschen waren dort, 
weil sie Mut und Mitgefühl
											Panik und Vorurteilen vorgezogen hatten.
									","
											A ce moment-là,
j'ai eu les larmes aux yeux.
											Ces gens étaient là car ils avaient choisi
le courage et la compassion
											au lieu de la panique et du préjugé.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											What will you choose?
											What will you choose
at this time of fear and bigotry?
											Will you play it safe?
											Or will you join those who say
											we are better than that?
									","
											O que é que escolheriam?
											O que é que escolheriam 
naquela altura de medo e fanatismo?
											Jogariam pelo seguro?
											Ou juntar-se-iam aos que dizem
											que somos melhores do que isso?
									","
											Siz neyi seçeceksiniz?
											Bu korku ve taassup zamanında
neyi seçeceksiniz?
											Kendinizi sağlama mı alacaksınız
											yoksa biz bundan daha iyiyiz
diyenlere mi katılacaksınız?
									","
											Was werden Sie wählen?
											Was werden Sie im Moment
der Angst und des Fanatismus wählen?
											Werden Sie auf Nummer sicher gehen?
											Oder werden Sie sich
denen anschließen, die meinen:
											Wir sind besser als die.
									","
											Que choisirez-vous ?
											Que choisirez-vous dans cette époque
de peur et de fanatisme ?
											Allez-vous choisir la sécurité ?
											Ou allez-vous rejoindre ceux qui disent
											que nous sommes mieux que cela ?
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Thank you.
									","
											Obrigada.
									","
											Teşekkür ederim.
									","
											Vielen Dank.
									","
											Merci.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Thank you so much.
									","
											Muito obrigada.
									","
											Çok teşekkür ederim.
									","
											Danke schön!
									","
											Merci beaucoup.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Helen Walters: So Dalia,
you seem to have struck a chord.
											But I wonder,
											what would you say to those
who might argue
											that you're giving a TED Talk,
											you're clearly a deep thinker,
											you work at a fancy think tank,
											you're an exception, you're not the rule.
											What would you say to those people?
									","
											Helen Waters: Dalia, parece
que tocaste numa corda sensível.
											Mas interrogo-me,
											o que dirias aos que possam argumentar
											que estás a fazer uma palestra TED,
és nitidamente uma pensadora,
											trabalhas num grupo
de discussão sofisticado,
											és uma exceção, não és a regra.
											O que dirias a essas pessoas?
									","
											Helen Walters: Dalia,
bir yaraya parmak bastınız.
											Fakat merak ediyorum,
											size şu gibi itirazlarda
bulunacaklara ne dersiniz:
											TED Konuşması yapıyorsunuz,
											derin düşünen bir insansınız,
											üst düzey beyin takımında çalışıyorsunuz,
											istisnasınız, standarta uymuyorsunuz.
											Bu insanlara ne söylersiniz?
									","
											Helen Walters: Also Dalia, Sie scheinen
einen Nerv getroffen zu haben.
											Aber ich frage mich,
											was sagen Sie denjenigen,
die vielleicht behaupten,
											dass Sie einen TEDTalk halten,
											eine Denkerin mit Tiefgang sind,
											in einer noblen Denkfabrik arbeiten,
											also eine Ausnahme
und nicht die Regel sind.
											Was würden Sie zu jenen Leuten sagen?
									","
											Helen Walters : Dalia, il semble
que vous ayez touché une corde sensible.
											Mais je me demande,
											que répondriez-vous 
à ceux qui disent
											qu'être une conférencière de TED,
quelqu'un qui réfléchit beaucoup,
											travaillant avec un groupe
de réflexion réputé,
											fait de vous une exception à la règle.
											Que diriez-vous à ces gens ?
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											Dalia Mogahed: I would say,
don't let this stage distract you,
											I'm completely ordinary.
											I'm not an exception.
											My story is not unusual.
											I am as ordinary as they come.
											When you look at Muslims
around the world —
											and I've done this, I've done
the largest study ever done
											on Muslims around the world —
											people want ordinary things.
											They want prosperity for their family,
											they want jobs
											and they want to live in peace.
											So I am not in any way an exception.
											When you meet people who seem
like an exception to the rule,
											oftentimes it's that the rule is broken,
											not that they're an exception to it.
									","
											Dalia Mogahed: Diria 
que não se iludissem com este palco.
											Sou totalmente vulgar,
											Não sou uma exceção.
											A minha história não é invulgar.
											Sou tão vulgar como eles.
											Quando olhamos para muçulmanos
no mundo inteiro
											— eu já fiz isso, fiz o maior estudo
jamais feito
											sobre muçulmanos pelo mundo inteiro —
											as pessoas querem coisas normais.
											Querem prosperidade para a família,
querem trabalho,
											querem viver em paz.
											Por isso não sou nada uma exceção.
											Quando encontramos pessoas
que parecem ser uma exceção à regra,
											quase sempre é porque a regra foi quebrada,
											não é que eles sejam uma exceção à regra.
									","
											Dalia Mogahed: Bu sahne
sizi yanıltmason derim,
											ben tamamen sıradanım.
											Ben bir istisna değilim.
											Hikayem sıradışı değil.
											Ben de onlar kadar sıradanım.
											Tüm dünya Müslümanlarına baktığınızda —
											ki ben bunu yaptım, Dünya genelindeki
Müslümanlar üzerinde yapılan
											en geniş çaplı çalışmayı yaptım —
											insanlar sıradan şeyleri istiyorlar.
											Aileleri için huzur istiyorlar,
											iş istiyorlar
											ve barış içinde yaşamak istiyorlar.
											Yani ben hiçbir şekilde bir istisna değilim.
											Standardın dışında gözüken
insanlarla tanıştığınızda,
											çoğu zaman o standartta
bir bozukluk vardır,
											mesele onların istisna olmaları değildir.
									","
											Dalia Mogahed: Ich würde sagen,
täuschen Sie sich nicht.
											Ich bin vollkommen normal.
											Ich bin keine Ausnahme.
											Meine Geschichte ist nicht ungewöhnlich.
											Ich bin so gewöhnlich, wie es erlaubt ist.
											Wenn man auf die Muslime
auf der ganzen Welt blickt,
											und ich tat das mit der
größten je durchgeführten Studie
											zu Muslimen auf der ganzen Welt,
											wollen Menschen normale Dinge.
											Sie wollen Wohlstand für die Familie,
											sie wollen Arbeit
											und sie wollen in Frieden leben.
											Also bin ich in keinerlei
Hinsicht eine Ausnahme.
											Wenn Menschen wie eine
Ausnahme zur Regel erscheinen,
											dann ist oft die Regel gebrochen worden,
											und sie sind nicht
die Ausnahme zu der Regel.
									","
											Dalia : Je dirais :
ne soyez pas éblouis par la scène,
											je suis très ordinaire.
											Je ne suis pas une exception.
											Mon histoire n'est pas inhabituelle.
											Je suis aussi normale que possible.
											Quand vous regardez les musulmans
à travers le monde — et je l'ai fait,
											j'ai réalisé la plus grande étude jamais
faite sur les musulmans autour du monde —
											ils veulent des choses simples :
											la prospérité de leur famille,
											du travail
											et vivre en paix.
											Donc, je ne suis
en aucun cas une exception.
											Si vous rencontrez des gens
qui ont l'air d'être une exception,
											cela signifie souvent
que la règle n'est pas correcte
											et non qu'ils sont une exception.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											HW: Thank you so much.
Dalia Mogahed.
									","
											HW: Muito obrigada, Dalia Mogahed.
									","
											HW: Çok teşekkürler.
Dalia Mogahed.
									","
											HW: Vielen Dank. Dalia Mogahed.
									","
											HW : Merci beaucoup. Dalia Mogahed.
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Applaudissements)
									",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
"
","
","
","
","
",What it's like to be Muslim in America,Dalia Mogahed,16:16,"faith,culture,Islam,United States"
