en,fr,de,es,tr,title,speaker,duration,tags
"
											MZ: I mean, you know the feeling:
											that amazing episode
of ""Transparent"" ends,
											and then the next one starts playing
											so you're like, eh, OK fine,
I'll just stay up and watch it.
											Or the LinkedIn progress bar
says you are this close
											to having the perfect profile,
											so you add a little more
personal information.
											As one UX designer told me,
											the only people who refer
to their customers as ""users""
											are drug dealers and technologists.
									","
											MZ : Vous connaissez ce sentiment :
											ce super épisode de « Transparent » finit
											et le suivant commence
											alors vous vous dites :
« Je vais rester debout et le regarder. »
											Ou la barre de progression de LinkedIn
vous dit très proche
											d'un profil parfait,
											alors vous ajoutez un peu
d'informations personnelles.
											Comme me l'a dit un designer,
											les seules personnes qui appellent
leurs clients des « consommateurs »
											sont les trafiquants de drogue
et les technologues.
									","
											MZ: Sie kennen das Gefühl:
											Eine tolle Folge von ""Transparent"" endet
und dann beginnt die nächste,
											also denken Sie sich: ""Okay,
ich bleibe wach und schaue weiter.""
											Oder die Anzeige von LinkedIn,
die Ihnen mitteilt,
											dass Sie kurz vor
dem perfekten Profil sind,
											also fügen Sie noch
persönliche Informationen hinzu.
											Ein UX-Designer erzählte mir,
											dass die einzigen Leute,
die ihre Kunden als ""User"" bezeichnen,
											Drogendealer und Technologen sind.
									","
											MZ: Es decir, Uds. conocen 
ese sentimiento:
											ese increíble episodio 
de ""Transparente"" termina,
											y luego el siguiente comienza,
											así que uno piensa, está bien, 
me quedaré despierto y lo veré.
											O la barra de progreso de LinkedIn 
dice que están muy cerca
											de tener el perfil perfecto,
											para que agreguen 
más información personal.
											Como me dijo un diseñador de UX,
											las únicas personas que se refieren 
a sus clientes como ""usuarios""
											son traficantes de drogas y tecnólogos.
									","
											MZ: Yani, o hissi bilirsiniz:
											""Transparent"" dizisinin
o muhteşem son bölümü
											ve bir sonraki oynamaya başlar,
											siz de tamam dersiniz,
uyumayıp izleyeceğim.
											LinkedIn ilerleme çubuğu size
mükemmel bir profile ne kadar
											yaklaştığınızı gösterir,
											siz de biraz daha
kişisel bilgi eklersiniz.
											Bir UX tasarımcısının söylediği gibi,
											müşterilerine ""kullanıcı"" adıyla
hitap eden tek insanlar, uyuşturucu
											satıcıları ve teknoloji uzmanlarıdır.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									","
											(Alkış)
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											And users, as we know,
are worth a lot of money.
											Here's former Facebook
product manager and author,
											Antonio García Martínez.
									","
											Nous le savons, les utilisateurs
valent beaucoup d'argent.
											Voici l'ancien chef de produit
chez Google et l'auteur
											Antonio García Martínez.
									","
											Und User sind, wie wir wissen,
eine Menge Geld wert.
											Hier ist der ehemalige
Facebook-Produktmanager und Autor
											Antonio García Martínez.
									","
											Y los usuarios, como sabemos, 
valen mucho dinero.
											Aquí está el exgerente 
de Facebook y escritor,
											Antonio García Martínez.
									","
											Kullanıcılar da, bildiğimiz
gibi, çok fazla para ederler.
											Karşınızda, eski Facebook üretim müdürü
											ve yazarı, Antonio García Martínez.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Antonio García Martínez:
The saying is, if any product is free
											then you're the product;
your attention is the product.
											But what is your attention worth?
											That's why literally every time
you load a page,
											not just on Facebook or any app,
											there's an auction being held instantly,
billions of times a day,
											for exactly how much
that one ad impression cost.
									","
											(Audio) Antonio García Martínez :
On dit que si un produit est gratuit,
											vous êtes le produit,
votre attention est le produit.
											Mais que vaut votre attention ?
											C'est pour cela que
quand vous chargez une page,
											pas juste sur Facebook,
											une mise aux enchères
a lieu des milliards de fois par jour
											pour déterminer le prix d'une publicité.
									","
											(Audio) AGM: Man sagt,
wenn etwas umsonst ist,
											bist du das Produkt;
deine Aufmerksamkeit ist es.
											Aber was ist deine Aufmerksamkeit wert?
											Wann immer du eine Seite lädst,
nicht nur Apps wie Facebook,
											gibt es eine sofortige Auktion,
Millionen Mal pro Tag,
											über den Wert dieses einen Views.
									","
											(Audio) Antonio García Martínez: 
Si algún producto es gratis
											entonces tú eres el producto; 
tu atención es el producto.
											Pero, ¿qué valor tiene tu atención?
											Por eso, literalmente, 
cada vez que carga una página,
											no solo en Facebook, 
en cualquier aplicación,
											hay una subasta realizada al instante, 
millones de veces al día,
											para exactamente cuánto costó 
esa impresión de anuncio.
									","
											(Ses) Antonio García Martínez:
Söylenen şu, eğer bir ürün ücretsizse,
											o zaman ürün
sizsinizdir; ilginiz, üründür.
											Peki ilginizin değeri nedir?
											Sadece Facebook'ta
veya bir uygulamada değil,
											bir yerde bir sayfa açtığınızda
											bir reklam etkisinin ederini
ölçmek için günde milyarlarca kez,
											anında bir açık artırma yapılıyor.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											MZ: By the way, the average person
will spend two years of their life
											on Facebook.
											So, back to challenge week.
											Immediately, we saw
some creativity kick in.
											Here's New Yorker Lisa Alpert.
									","
											MZ : Au fait, en moyenne,
chacun passe deux ans de sa vie
											sur Facebook.
											Revenons au défi.
											Immédiatement, nous avons vu
une augmentation de la créativité.
											Voici Lisa Alpert, qui habite à New York.
									","
											MZ: Im Durchschnitt verbringt man
zwei Jahre seines Lebens auf Facebook.
											Zurück zur Woche der Herausforderung.
Wir merkten sofort die Kreativität.
											Hier ist die New Yorkerin Lisa Alpert.
									","
											MZ: Por cierto, la persona promedio 
pasará dos años de su vida
											en Facebook.
											Volvamos a la semana del desafío.
											Inmediatamente, vimos 
un poco de creatividad.
											Aquí está la neoyorquina Lisa Alpert.
									","
											MZ: Bu arada, ortalama bir insan
yaşamının iki senesini Facebook'ta
											geçirmiş olacak.
											Mücadele haftasına dönelim.
											Birdenbire, bir
yaratıcılık doğduğunu gördük.
											İşte New York'tan Lisa Alpert.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Lisa Alpert: I was bored, I guess.
											So I suddenly looked at the stairway
that went up to the top of the station,
											and I thought, you know,
											I had just come down that stairway,
but I could go back up
											and then come back down
and get a little cardio.
											So I did,
											and then I had a little more time,
so I did it again and I did it again,
											and I did it 10 times.
											And I had a complete cardio workout.
											I got on that R train feeling
kind of exhausted,
											but, like, wow,
that had never occurred to me.
											How is that possible?
									","
											(Audio) Lisa Alpert : Je devais m'ennuyer.
											Alors j'ai regardé les escaliers
qui menaient sur la rue
											et je me suis dit
											que je venais de les descendre,
je pouvais les remonter
											puis les redescendre
et faire un peu de cardio.
											Alors je l'ai fait.
											Puis j'avais un peu plus de temps,
alors j'ai recommencé encore et encore,
											je l'ai fait 10 fois.
											J'avais fait un entraînement
cardio complet.
											J'étais épuisée quand j'ai pris le métro,
											mais je n'avais jamais eu cette idée.
											Comment est-ce possible ?
									","
											(Audio) Lisa Alpert: Mir war langweilig.
											Plötzlich sah ich die Treppen,
die die Bahnstation hoch führten,
											und dachte mir,
											dass ich dort gerade heruntergekommen war
und wieder hochgehen könnte,
											um dann wieder herunterzugehen
und etwas Sport zu machen.
											Also tat ich das,
											und hatte dann noch etwas mehr Zeit,
also machte ich es nochmal,
											insgesamt 10 Mal.
											Ich hatte ein komplettes Cardio-Training.
											Ich stieg etwas ermüdet in den Zug —
											aber so etwas war mir
noch nie eingefallen.
											Wie ist das möglich?
									","
											(Audio) Lisa Alpert: 
Estaba aburrida, supongo.
											Así que de repente miré la escalera que 
iba a la parte superior de la estación,
											y pensé que
											acababa de bajar esa escalera, 
pero que podía volver a subir
											y luego bajé e hice un poco de cardio.
											Así que lo hice,
											y como tenía un poco más de tiempo, 
lo hice de nuevo y lo hice de nuevo,
											y lo hice 10 veces.
											E hice un entrenamiento 
de cardio completo.
											Me subí al tren sintiéndome 
un poco exhausta,
											pero, contenta, pues eso nunca 
se me había ocurrido.
											¿Cómo es eso posible?
									","
											(Ses) Lisa Alpert: Sanırım sıkılmıştım.
											Birden, istasyonun yukarısına
çıkan merdivenlere baktım ve
											şöyle düşündüm, bilirsiniz,
											az önce o merdivenlerden
indim, fakat tekrar çıkabilirim
											ve sonra tekrar inebilirim
ve spor yapmış olabilirim.
											Ben de yaptım,
											sonra biraz daha zamanım
vardı, tekrar ve tekrar yaptım,
											10 kez yapmıştım.
											Bir spor çalışmasını tamamlamış oldum.
											R trenine bitkin bir şekilde bindim,
											ama, vay, bu bana
daha önce hiç olmamıştı.
											Bu nasıl oldu?
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											MZ: So creativity, I learned, means
different things to different people.
									","
											MZ : J'ai appris que la créativité
a un sens différent selon les gens.
									","
											MZ: Kreativität, so lernte ich,
ist von Person zu Person verschieden.
									","
											MZ: Y la creatividad significa diferentes 
cosas para diferentes personas.
									","
											MZ: Yani öğrendim ki, yaratıcılık
herkes için farklı bir anlama geliyor.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											But everyone found
day three's challenge the hardest.
											It was called ""Delete that app.""
											Take that app — you know the one;
											that one that always gets you,
it sucks you in —
											take it off your phone,
											even if just for the day.
											I deleted the game Two Dots
and nearly cried.
									","
											Mais tout le monde a trouvé
que le 3ème jour était le plus difficile.
											Il s'appelait : « Supprimez cette appli ».
											Prenez cette appli — vous savez laquelle,
											celle qui vous tient, qui vous attire —
											ôtez-la de votre téléphone,
											même pour un seul jour.
											J'ai supprimé le jeu Two Dots
et j'ai failli pleurer.
									","
											Aber die Tag-3-Herausforderung
war für alle am schwierigsten.
											Sie hieß ""Lösche diese App"".
											Nehmen Sie die App — Sie wissen welche;
											die App, die Sie ständig
beansprucht und einsaugt —
											schmeißen Sie sie runter,
selbst nur für einen Tag.
											Ich löschte das Spiel TwoDots
und habe fast geheult.
									","
											Pero todos encontraron 
el desafío del tercer día más difícil.
											Se llamó ""Eliminar esa aplicación"".
											Selecciona esa aplicación
											que siempre te atrapa, que te engancha,
											elimínala de tu teléfono,
											incluso solo por el día.
											Eliminé el juego Two Dots y casi lloro.
									","
											Fakat herkes üçüncü gün
mücadelesinin en zor olduğunu düşündü.
											Adı ""O uygulamayı sil"".
											O uygulamayı — hangisi olduğunu
											biliyorsun; seni hep elinde
tutan, seni içine çeken —
											telefonundan sil,
											en azından o gün için.
											Ben Two Dots adlı oyunu
sildim ve neredeyse ağlayacaktım.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Laughter)
									","
											(Rires)
									","
											(Gelächter)
									","
											(Risas)
									","
											(Gülüşmeler)
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											Yeah, Two Dots players
know what I'm talking about.
											But my misery had good company.
									","
											Les joueurs de Two Dots
savent de quoi je parle.
											Mais je n'étais pas seule
à me sentir si mal.
									","
											TwoDots-Spieler wissen, wovon ich spreche.
											Aber mein Elend hatte gute Gesellschaft.
									","
											Sí, los jugadores de Two Dots 
saben de lo que hablo.
											Pero mi desgracia tenía buena compañía.
									","
											Evet, Two Dots
oyuncuları beni anlıyorlar.
											Fakat, mutsuzluğum yalnız değildi.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Man 2: This is Liam
in Los Angeles,
											and I deleted Twitter, Facebook,
Instagram, Tumblr, Snapchat and Vine
											from my phone
											in one fell swoop.
											And it was kind of an embarrassingly
emotional experience at first.
											It felt weirdly lonely
to look at that lock screen
											with no new notifications on it.
											But I really liked deciding for myself
											when to think about or access
my social networks,
											not giving my phone the power
to decide that for me.
											So thank you.
									","
											(Audio) Homme n°2 :
C'est Liam de Los Angeles
											et j'ai supprimé Twitter, Facebook,
Instagram, Tumblr, Snapchat et Vine
											de mon téléphone d'un seul coup.
											Ce fut une expérience gênante au début.
											Je me sentais un peu seul
en regardant mon écran
											et en n'y voyant pas de notifications.
											Mais j'ai vraiment aimé décider
											quand penser ou accéder
à mes réseaux sociaux,
											ne pas donner à mon téléphone
le pouvoir de le décider pour moi.
											Alors merci.
									","
											(Audio) Mann 2: Hier ist Liam
aus Los Angeles
											und ich habe Twitter, Facebook,
Instagram, Tumblr, Snapchat und Vine
											auf einmal von meinem Telefon gelöscht.
											Es war eine peinlich emotionale Erfahrung.
											Es fühlte sich merkwürdig einsam an,
auf den Sperrbildschirm zu schauen
											und keine Benachrichtigungen zu sehen.
											Mir gefiel, selbst zu entscheiden,
											wann ich soziale Netzwerke nutzen möchte
											und nicht meinem Telefon
diese Entscheidung zu überlassen.
											Vielen Dank also.
									","
											(Audio) Hombre 2: 
Este es Liam en Los Ángeles,
											y eliminé Twitter, Facebook, 
Instagram, Tumblr, Snapchat y Vine
											de mi teléfono
											de un solo golpe.
											Y fue una experiencia 
embarazosamente emotiva al principio.
											Era extraño mirar esa pantalla
											sin nuevas notificaciones.
											Pero realmente me gustó 
decidirlo solo,
											al pensar cuándo acceder 
a mis redes sociales,
											y no dar a mi teléfono 
el poder de decidir eso por mí.
											Así que gracias.
									","
											(Ses) Adam 2: Ben
Los Angeles'tan Liam ve
											telefonumdan Twitter, Facebook,
Instagram, Tumblr, Snapchat ve Vine'ı
											bir hamlede
											sildim.
											İlk başta bu utandırıcı bir
şekilde duygusal bir tecrübeydi.
											Hiçbir bildirim olmayan kilit
ekranına bakmak, garip şekilde
											yalnız hissettirdi.
											Fakat telefonumun benim adıma
											karar verme gücüne sahip olması
yerine, sosyal ağlarıma ne zaman
											erişeceğim konusunda kendi
kararımı vermeyi çok sevdim.
											O yüzden teşekkürler.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Woman 3: Deleting the Twitter app
was very sad,
											and I feel I maybe, over the last year
when I've been on Twitter,
											have developed an addiction to it,
											and this ""Bored and Brilliant"" challenge
has really made me realize it.
											After a brief period of really horrible
withdrawal feeling,
											like lack-of-caffeine headache,
											I now feel lovely.
											I had a lovely dinner with my family,
											and I hope to continue this structured use
of these powerful tools.
									","
											(Audio) Femme n°3 :
Supprimer Twitter fut très triste,
											j'ai l'impression qu'au cours de l'année
que j'ai passée sur Twitter,
											j'avais développé une addiction
											et ce défi « Ennui et génie »
m'a permis de m'en rendre compte.
											Après une brève période
de sevrage qui fut terrible,
											tel un mal de crâne lié au manque de café,
											je me sens très bien.
											J'ai eu un bon dîner avec ma famille
											et j'espère continuer cet usage structuré
de ces outils puissants.
									","
											(Audio) Frau 3: Es war traurig,
Twitter zu löschen,
											und ich denke, dass ich über die Jahre
eine Abhängigkeit entwickelt habe.
											Die Herausforderung half mir,
das zu erkennen.
											Nach einer kurzen Phase
schrecklicher Entzugserscheinungen,
											wie Kopfschmerzen durch zu wenig Koffein,
fühle ich mich jetzt wunderbar.
											Ich hatte ein tolles Abendessen
mit meiner Familie und hoffe,
											mit diesem mächtigen Werkzeug
auch weiterhin bewusster umzugehen.
									","
											(Audio) Mujer 3: Eliminar 
la aplicación de Twitter fue muy triste,
											y creo que tal vez, 
en el último año estando en Twitter,
											he desarrollado una adicción a esto,
											y este desafío ""Aburrido y brillante"" 
realmente me lo ha hecho ver.
											Tras un breve período de sensación 
de abstinencia realmente horrible,
											como la falta de cafeína,
											ahora me siento estupenda.
											Tuve una cena maravillosa con mi familia,
											y espero continuar controlando el uso 
de estas poderosas herramientas.
									","
											(Ses) Kadın 3: Twitter
uygulamasını silmek çok üzücüydü
											ve Twitter'da geçirdiğim son
bir yılda ona karşı bir bağımlılık
											geliştirdiğimi hissettim
											ve bu ""Sıkkın ve Zeki""
mücadelesi bunu fark etmemi sağladı.
											Berbat bir geri çekilme hissi
süreci sonrasında, tıpkı kafein
											eksikliğinin baş ağrısı gibi,
											artık hoş hissediyorum.
											Ailemle hoş bir akşam yemeği yedim
											ve umarım bu güçlü araçları bu
şekilde kullanmaya devam ederim.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Audio) Woman 4: I don't have
that guilty gut feeling
											I have when I know
I'm wasting time on my phone.
											Maybe I'll have to start giving myself
challenges and reminders like this
											every morning.
									","
											(Audio) Femme n°4 :
Je ne me sens pas coupable
											comme quand je perds mon temps
sur mon téléphone.
											Peut-être que je vais me donner
de tels défis et rappels
											tous les matins.
									","
											(Audio) Frau 4: Sonst hatte ich
ein schuldiges Bauchgefühl,
											weil ich Zeit am Handy verschwendete.
											Vielleicht sollte ich mir jeden Morgen
Herausforderungen und Erinnerungen geben.
									","
											(Audio) Mujer 4: No tengo 
esa sensación de culpabilidad
											cuando sé que estoy perdiendo 
el tiempo en mi teléfono.
											Quizá debería empezar a hacerme 
desafíos y recordatorios como este
											cada mañana.
									","
											(Ses) Kadın 4: Telefonumda
boşa vaktimi harcadığımda
											hissettiğim suçluluk
hissini şu an hissetmiyorum.
											Belki de kendime her sabah
bu tür mücadeleler ve hatırlatıcılar
											yaratmalıyım.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											MZ: I mean, yes, this was progress.
											I could not wait to see
what the numbers said
											at the end of that week.
											But when the data came in,
											it turned out that we had cut down,
											on average,
											just six minutes —
											from 120 minutes a day on our phones
											to 114.
											Yeah. Whoop-de-do.
									","
											MZ : Il y avait du progrès.
											J'avais hâte de voir les chiffres
											à la fin de la semaine.
											Mais quand nous avons reçu les données,
											il s'avèra que nous avions diminué
notre utilisation, en moyenne,
											de six minutes,
											passant de 120 minutes par jour
sur notre téléphone
											à 114 minutes.
											Youhou.
									","
											MZ: Wir machten Fortschritte!
											Ich konnte die Zahlen
am Ende der Woche kaum abwarten.
											Aber als die Daten kamen,
stellte sich heraus,
											dass wir im Durchschnitt nur 6 Minuten
weniger am Handy waren —
											von 120 Minuten auf 114.
											Na, großartig.
									","
											MZ: Quiero decir, sí, esto fue progreso.
											No podía esperar ver 
lo que decían los números
											al final de esa semana.
											Pero cuando llegaron los datos,
											resultó que habíamos reducido,
											el promedio
											solo a seis minutos,
											de 120 minutos 
al día en nuestros teléfonos
											a 114.
											Sí. Lo logramos.
									","
											MZ: Yani, evet, bu bir süreçtir.
											Hafta sonunda rakamların
ne söylediğini görmek için
											sabırsızlanıyorum.
											Fakat veriler geldiğinde gördük ki,
											ortalamada bir eksiğimiz
											vardı,
											yalnızca altı dakika —
											günde 120 dakika telefondan,
											114 dakikaya.
											Evet. Yaşasın.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											So I went back to the scientists
feeling kind of low,
											and they just laughed at me,
											and they said, you know,
changing people's behavior
											in such a short time period
											was ridiculously ambitious,
											and actually what you've achieved
is far beyond what we thought possible.
											Because more important than the numbers,
were the people's stories.
											They felt empowered.
											Their phones had been transformed
											from taskmasters
											back into tools.
									","
											Je suis retournée voir les scientifiques
en me sentant abattue
											et ils se sont moqués de moi,
											ils ont dit que changer
le comportement des gens
											en si peu de temps
											était très ambitieux
											et que ce que j'avais réussi
dépassait ce qu'ils pensaient possible.
											Car au-delà des chiffres,
il y avait les histoires des gens.
											Ils se sentaient autonomisés.
											Leur téléphone était passé
											du maître des tâches
											à un outil.
									","
											Also wandte ich mich niedergeschlagen
an die Wissenschaftler.
											Sie lachten mich bloß aus
und sagten, es sei sehr ambitioniert,
											das Verhalten von Menschen
in so kurzer Zeit zu verändern,
											und dass ich mehr erreicht hätte,
als sie für möglich hielten.
											Denn wichtiger als die Zahlen
waren die Geschichten der Leute.
											Sie fühlten sich gestärkt.
											Ihre Telefone verwandelten sich
von strengen Aufsehern
											zurück in Werkzeuge.
									","
											Así que volví a los científicos 
sintiéndome algo mal,
											y solo se rieron de mí,
											y dijeron, cambiar 
el comportamiento de las personas
											en un período de tiempo tan corto
											era ridículamente ambicioso,
											y en realidad lo logrado está mucho 
más allá de lo que creíamos posible.
											Porque más importantes que los números, 
eran las historias de las personas.
											Se sintieron empoderados.
											Sus teléfonos se habían transformado
											de coordinadores de tareas
											nuevamente en herramientas.
									","
											Biraz sıkkın hissederek
bilim adamlarına gittim
											ve bana güldüler, dediler ki,
											bu kadar kısa sürede
insanların davranışlarını
											değiştirmek, saçma bir şekilde
											hırslıydı ve başardığın şey,
											mümkün olduğunu
düşündüğümüzün ötesinde bir şeydi.
											Çünkü insanların hikayeleri,
rakamlardan daha önemlidir.
											Güçlenmiş hissettiler.
											Telefonları bir başkan olmaktan
											çıkıp, bir araca
											dönüştü.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
