tr,es,pt,fr,de,title,speaker,duration,tags
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											(Gülüşmeler)
									","
											(Risas)
									","
											(Risos)
									","
											(Rires)
									","
											(Gelächter)
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											(Alkış)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Biliyor musunuz, bence
											bir toplumda
											ne kadar çeşitli yetenekler olduğu önemlidir,
											bir şeyi ne kadar yapabilen olduğu değil.
											Ve karşımızdaki zorlukların kalbinde
											(Alkış)
											Karşımızdaki zorlukların kalbinde
											yapabilirliğimizi ve zekamızı
											yeni baştan tanımlayabilmemiz yatar.
											Bu çizgisellik işi bir sorundur.
									","
											Saben, para mí,
											las comunidades humanas dependen de
											una diversidad de talento,
											no una concepción única de la capacidad.
											Y lo central de nuestro desafío...
											(Aplausos)
											Lo central de nuestro desafío
											es reconstituir nuestro sentido de la capacidad
											y de la inteligencia.
											Esta cuestión de la linealidad es un problema.
									","
											Para mim,
											as comunidades humanas dependem
de uma diversidade de talentos,
											e não de uma ideia singular de capacidade.
											O mais importante dos nossos desafios...
											(Aplausos)
											O mais importante dos nossos desafios
											é restabelecer a nossa noção
de capacidade e de inteligência.
											Esta coisa da linearidade é um problema.
									","
											Vous savez, pour moi,
											les communautés humaines s'appuient sur
											une diversité de talents,
											et non pas sur une conception unique de compétence.
											Et au coeur de nos défis —
											(Applaudissements)
											Au coeur du défi se trouve
											la reconstruction de notre sens de la compétence
											et de l'intelligence.
											Cette linéarité est un problème.
									","
											Wissen Sie, ich glaube, dass
											menschliche Gesellschaften von
											Talent-Vielfalt abhängen,
											nicht von einer einzigen Vorstellung von Fähigkeit.
											Und die zentrale Herausforderung —
											(Applaus)
											Die zentrale Herausforderung ist
											die Wiederherstellung unserer Vorstellung, was Fähigkeit
											und Intelligenz bedeutet.
											Diese Sache mit der Linearität ist ein Problem.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Dokuz yıl önce
											Los Angeles'e geldiğimde
											bir ilke ile karşılaştım.
											çok iyi niyetle yazılmıştı
											şöyle diyordu, ""Üniversite anaokulunda başlar.""
											Hayır, başlamaz.
											(Gülüşmeler)
											Başlamaz.
											Eğer zamanımız olsa devam ederdim, ama yok.
											(Gülüşmeler)
											Anaokulu anaokulunda başlar.
											(Gülüşmeler)
											Bir arkadaşım bir keresinde şöyle söylemişti,
											""Üç yaşında bir çocuk, altı yaşındaki bir çocuğun yarısı değildir.""
											(Gülüşmeler)
											(Alkış)
											Üç yaşındadır.
									","
											Cuando llegué a Los Ángeles
											Hace unos nueve años,
											Me encontré con una declaración de política,
											muy bien intencionada,
											que decía, ""La universidad comienza en el jardín"".
											No, no es cierto.
											(Risas)
											No es cierto.
											Si tuviéramos tiempo, profundizaría 
en esto, pero no podemos.
											(Risas)
											El jardín empieza en el jardín.
											(Risas)
											Un amigo mío dijo una vez:
											""Sabes, un niño de 3 años no es la mitad de un niño de 6"".
											(Risas)
											(Aplausos)
											Ellos tienen 3 años.
									","
											Quando cheguei a Los Angeles,
há cerca de nove anos,
											deparei-me com uma declaração
											muito bem intencionado,
que dizia:
											""A faculdade começa
no jardim de infância"".
											Não começa nada,
											(Risos)
											Não começa.
											Se tivéssemos tempo, falávamos disso,
mas não temos.
											(Risos)
											O jardim de infância começa
no jardim de infância.
											(Risos)
											Um amigo meu disse-me um dia:
											""Uma criança de três anos
não é metade de uma de seis anos"".
											(Risos)
											(Aplausos)
											Tem três anos.
									","
											Quand je suis arrivé à Los Angeles
											il y a environ neuf ans,
											je suis tombé sur une déclaration,
											très bien intentionnée,
											qui disait, ""L'université commence à la maternelle.""
											Non, pas du tout.
											(Rires)
											Pas du tout.
											Si nous avions le temps, vous m'entendriez là-dessus.
											(Rires)
											La maternelle commence à la maternelle.
											(Rires)
											Un de mes amis a dit une fois,
											""Vous savez, à trois ans on n'est pas la moitié d'un enfant de six ans.""
											(Rires)
											(Applaudissements)
											Ils ont trois ans.
									","
											Als ich vor ungefähr neun Jahren
											in Los Angeles ankam,
											stieß ich auf einen - sehr gut gemeinten -
											Punkt in einem politischen Programm,
											der lautete: ""Die Uni fängt im Kinderkarten an.""
											Nein, tut sie nicht.
											(Gelächter)
											Das tut sie nicht.
											Hätten wir die Zeit dafür, könnten wir das näher erörtern, aber wir haben sie nicht.
											(Gelächter)
											Der Kindergarten fängt im Kindergarten an.
											(Gelächter)
											Einer meiner Freunde hat mal gesagt,
											""Weißt Du, ein Dreijähriger ist kein halber Sechsjähriger.""
											(Gelächter)
											(Applaus)
											Sie sind drei.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Ama şu son konuşmalarda duyduğumuz gibi
											anaokuluna girmek için öyle bir rekabet varki
											doğru anaokuluna girmek için
											artık üç yaşında çocuklar mülakata alınıyorlar.
											Umursamaz bir panelin önünde oturan bir çocuk düşünün
											önünde özgeçmişi,
											(Gülüşmeler)
											Panelistler sayfaları çevirirken, ""Ee, bu kadar mı?""
											(Gülüşmeler)
											(Alkış)
											""36 aydır yaşıyorsun, bu kadar mı?""
											(Gülüşmeler)
											""Hiç bir şey başaramamışsin.
											Zaten belliki ilk altı ayı meme emerek geçirmişsin.""
											(Gülüşmeler)
											Görüyorsunuz, kavram olarak saçma sapan ama insanlara çekici geliyor.
									","
											Pero tal como escuchamos en esta última sesión,
											hay tal competencia hoy en día para entrar al jardín,
											—para llegar al jardín de infantes correcto—,
											que a los 3 años están siendo entrevistados.
											Los niños sentados frente a un panel inconmovible,
											con sus currículum,
											(Risas)
											hojeando y diciendo: ""Bien, ¿es sólo esto?""
											(Risas)
											(Aplausos)
											""Has estado aquí 36 meses, ¿y esto es todo?""
											(Risas)
											""No has logrado nada.
											Puedo ver que los primeros seis 
meses fueron de lactancia materna"".
											(Risas)
											Como concepción es indignante, 
pero es lo que atrae a muchas personas.
									","
											Mas como ouvimos na última sessão,
											agora há tanta competição
para entrar no jardim de infância,
											para entrar no jardim de infância certo,
											que as crianças são entrevistadas
com três anos!
											Crianças sentadas em frente
a painéis impassíveis
											com os seus currículos...
											(Risos)
											... a folheá-los e a dizer: ""Só isto?""
											(Risos)
											(Aplausos)
											""Andas cá há 36 meses e isto é tudo?""
											(Risos)
											""Não fizeste nada — não te empenhaste.
											""Parece-me que passaste
os primeiros seis meses a mamar.""
											(Risos)
											Como conceito é escandaloso,
mas atrai as pessoas.
									","
											Mais comme la session précédente disait,
											il y a une telle concurrence maintenant pour entrer à la maternelle,
											pour entrer dans la bonne maternelle,
											qu'à trois ans on doit passer des entretiens.
											Des enfants assis devant des jurys blasés,
											vous savez, inspectant leurs CV,
											(Rires)
											feuilletant et disant, ""Eh bien, c'est tout?""
											(Rires)
											(Applaudissements)
											""Cela fait 36 mois que vous êtes là, et c'est tout?""
											(Rires)
											""Vous n'avez rien fait, rien.
											Passé les six premiers mois à têter, à ce que je vois.""
											(Rires)
											Vous voyez, comme idée c'est choquant, mais ça attire les gens.
									","
											Aber wie wir in dieser letzten Sitzung gehört haben,
											gibt es mittlerweile solch einen Wettbewerb um einen Kindergartenplatz,
											im richtigen Kindergarten,
											dass Leute dafür schon mit drei Jahren ein Vorstellungsgespräch haben müssen.
											Kinder, die vor unbeeindruckten Gremien sitzen —
											Sie wissen schon, mit ihren Lebensläufen —
											(Gelächter)
											welche die Seiten durchblättern und fragen: ""Nun, das ist alles?""
											(Gelächter)
											(Applaus)
											""Sie sind schon seit 36 Monaten auf der Welt, und das ist alles?""
											(Gelächter)
											""Sie haben nichts erreicht, geben Sie es zu!
											Wie ich das sehe, haben Sie die ersten sechs Monate an der Brust verbracht.""
											(Gelächter)
											Sehen Sie, das ist eine ungeheuerliche Vorstellung, aber sie zieht Leute an.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Bir başka büyük sorun da uyum.
											Eğitim sistemlerimizi
											fast food modeline uyarlamışız.
											Jamie Oliver bu konuya değindi geçen gün.
											Catering kalite güvence sisteminde iki model vardır.
											Bunlardan biri olan fast food modelinde
											her şey standarttır.
											Diğer model Zagat ve Michelin gibi restoranlardır,
											bunlarda hiç bir şey standart değildir
											Her şey o anki duruma göre özel olarak hazırlanır.
											Eğitim dünyasi olarak biz kendimize fast food modelini layık görüyoruz.
											ve bu yaklaşım ruhumuzu ve enerjimizi tüketiyor
											aynı hamburgerlerin sağlığımızı tükettiği gibi.
									","
											El otro gran problema es la conformidad.
											Hemos construido nuestros sistemas de educación
											bajo el modelo del comida rápida.
											Esto es algo que Jamie Oliver habló el otro día.
											Hay dos modelos de calidad 
garantizada en el servicio de comida.
											Uno es el de comida rápida,
											donde todo está estandarizado.
											El otro es como los restaurantes Zagat y Michelin,
											donde nada es estandarizado,
											están adaptados a las circunstancias locales.
											Y hemos comprado el modelo 
de comida rápida para la educación.
											y esto empobrece a nuestro espíritu y nuestras energías
											tanto como la comida rápida está 
agotando nuestros cuerpos físicos.
									","
											A outra grande questão é a conformidade.
											Construímos os nossos sistemas educativos
segundo o modelo ""fast-food"".
											Jamie Oliver falou sobre isto outro dia.
											Há dois modelos de garantia
de qualidade na restauração.
											Um é o ""'fast-food""
em que tudo é estandardizado.
											O outro são os restaurantes
tipo Zagat e Michelin,
											em que nada é estandardizado,
											são personalizados
segundo as circunstâncias locais.
											Temo-nos vendido a um modelo
""fast-food"" de ensino.
											Isso está a empobrecer
o nosso espírito e as nossas energias
											tal como a ""fast-food""
está a destruir os nossos corpos.
									","
											L'autre gros problème est la conformité.
											Nous avons construit nos systèmes éducatifs
											sur le modèle du fast food.
											C'est quelque chose dont Jamie Oliver parlait l'autre jour.
											Vous savez qu'il y a deux modes de mesure de la qualité dans la restauration.
											L'un est le fast food,
											où tout est standardisé.
											L'autre, ce sont les restaurants comme Zagat ou les étoiles Michelin,
											où rien n'est standardisé,
											ils s'adaptent aux circonstances locales.
											Et nous nous sommes précipités dans un modèle éducatif ""fast food"".
											Et cela appauvrit notre pensée et nos énergies
											autant que les fast foods détériorent nos corps.
									","
											Das andere große Problem ist Anpassung.
											Wir haben unser Bildungssystem dem
											Fastfood-Modell nachgebildet.
											Dies ist etwas, worüber Jamie Oliver letztens gesprochen hat.
											Wissen Sie, es gibt zwei Modelle der Qualitätssicherung in der Gastronomie.
											Eines davon ist Fastfood,
											wo alles einheitlich genormt ist.
											Das andere sind Dinge wie Zagat- und Michelin-Restaurants,
											wo alles eben genau nicht genormt ist,
											sondern an die lokalen Umstände angepasst.
											Und wir haben uns an dieses Fastfood-Bildungsmodell verkauft.
											Und es lässt unseren Geist und unsere Energien verarmen,
											genauso wie Fastfood unsere Körper entleert.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											(Alkış)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Burada bir kaç noktaya dikkat etmeliyiz bence.
											Birincisi insan yetileri inanılmaz derecede çeşitlilik gösterir.
											Insanların farklı yatkınlıklari vardır.
											Geçenlerde farkına vardımki
											ben çocukken
											Eric Clapton ile aynı zamanda bana da bir gitar verilmiş.
											Dediğimi anladıniz. Eric'in şansı yaver gitmiş.
											(Gülüşmeler)
											Ben nedense o kadar başarılı olamadım.
											Ne kadar uğraştıysam aleti çalıştırmayı başaramadım
											halbuki ne kadar sık ve şevkle üflerdim içine.
											Bir türlü olmadı işte.
									","
											Creo que tenemos que reconocer un par de cosas aquí.
											Una de ellas es que el talento 
humano es tremendamente diverso.
											Las personas tienen aptitudes muy diferentes.
											Yo estaba pensando hace poco que
											me dieron una guitarra cuando era niño
											más o menos al mismo tiempo que 
Eric Clapton consiguió su primera guitarra.
											Ya saben, todo salió bien para Eric, eso es todo lo que diré.
											(Risas)
											En cierto modo, no lo hizo para mí.
											No pude hacer que funcionara
											sin importar lo mucho que practicara.
											No funcionó.
									","
											Acho que temos de reconhecer
aqui umas coisas.
											Uma é que o talento dos homens
é muito diversificado.
											As pessoas têm aptidões muito diferentes.
											Recentemente lembrei-me que,
em miúdo, me deram uma guitarra
											quase ao mesmo tempo que Eric Clapton
recebeu a sua primeira guitarra.
											Como sabem, resultou com o Eric.
E mais não digo.
											(Risos)
											De certa forma, não resultou para mim.
											Não consegui tocar
por mais que tentasse.
											Simplesmente não resultou.
											(Risos)
									","
											Je crois qu'il nous faut reconnaître deux choses ici.
											L'une est que les talents humains sont terriblement variés.
											Les gens ont des aptitudes très différentes.
											J'ai découvert récemment
											qu'on m'a donné enfant une guitare
											vers l'époque où Eric Clapton a eu sa première guitare.
											Vous savez, ça a marché pour Eric, c'est ce que je peux dire.
											(Rires)
											D'un certain point de vue, pas pour moi.
											Je n'arrivais pas à faire marcher ce machin
											peu importe comment je soufflais dedans.
											Cela ne voulait pas marcher pas.
									","
											Ich glaube, dass wir einige Dinge hier erkennen müssen.
											Eines davon ist, dass menschliche Talente enorm vielfältig sind.
											Menschen haben sehr unterschiedliche Begabungen.
											Ich bin kürzlich darauf gekommen,
											dass man mir als Kind ungefähr zum gleichen Zeitpunkt
											eine Gitarre geschenkt hat, als Eric Clapton seine erste bekam.
											Wissen Sie, ich sage nur: Für Eric hat das funktioniert.
											(Gelächter)
											Für mich leider nicht.
											Ich konnte dieses Ding einfach nicht zum Funktionieren bringen,
											egal wie oft oder wie stark ich hineinbließ.
											Es wollte einfach nicht klappen.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Sadece o da değil.
											İşin biraz da tutkuyla alakası var.
											Genellikle, insanlar çok umursamadıkları işleri daha iyi yaparlar.
											Tutkuyla ilgili,
											ruhumuza ve enerjimize heyecan vermesiyle.
											Eğer sevdiğiniz ve iyi yaptığınız bir iş yapıyorsanız
											zaman bile farklı işler.
											Eşim, kısa zaman önce yazdığı romanı bitirdi
											bence müthiş bir kitap,
											bir başlayınca saatlerce ortadan kayboluyordu.
											Sevdiğiniz işi yaparken
											bir saat beş dakika gibi gelir.
											Ruhunuzla uyuşmayan bir iş yaparken ise
											beş dakika saatler kadar uzun gelir.
											Bu kadar çok genç insanın eğitimden umudu kesmesinin nedeni
											ruhlarını beslemiyor olması.
											Enerjilerini, tutkularını beslemiyor.
									","
											Pero no sólo es eso.
											Se trata de la pasión.
											A menudo, las personas son buenas 
en cosas que realmente no les importa.
											Se trata de la pasión.
											y de lo que entusiasma nuestro espíritu y nuestra energía.
											Y si estás haciendo lo que amas, aquello en lo que eres bueno,
											el tiempo toma un curso totalmente diferente.
											Mi esposa acaba de terminar de escribir una novela,
											y yo creo que es un gran libro,
											pero ella desaparece durante horas y horas.
											Esto lo saben, si estás haciendo algo que te gusta,
											una hora se siente como cinco minutos.
											Si estás haciendo algo que no se identifica con tu espíritu,
											cinco minutos se siente como una hora.
											Y la razón por la que muchos jóvenes 
están abandonando la escuela
											es porque no alimenta su espíritu,
											no alimenta su energía o su pasión.
									","
											Mas não tem só a ver com isso.
											Tem a ver com paixão.
											Muitas vezes, as pessoas são boas
em coisas que não lhes interessam.
											Tem a ver com paixão
											e com o que nos estimula
o espírito e a energia.
											Se fizermos o que adoramos fazer,
aquilo que somos bons a fazer,
											a vida toma um percurso
inteiramente diferente.
											A minha mulher acabou
de escrever um romance
											e é um grande livro, acho eu,
											mas ela desaparece horas e horas.
											Se estamos a fazer
uma coisa de que gostamos,
											uma hora parece cinco minutos.
											Se fizermos uma coisa
que não nos diz nada,
											cinco minutos parecem uma hora.
											A razão por que tantos desistem
de continuar a estudar
											é porque não os satisfaz,
											não lhes transmite energia
nem alimenta a paixão.
									","
											Mais ce n'est pas que cela.
											C'est une question de passion.
											Souvent, les gens sont bons à des choses qui ne les branchent pas.
											C'est une question de passion,
											et ce qui excite notre âme et notre énergie.
											Et si vous faites ce que vous aimez faire, pour laquelle vous êtes doué,
											le temps s'écoule différemment.
											Ma femme vient de finir d'écrire un roman,
											et je pense que c'est un grand livre,
											mais elle disparaît pendant des heures.
											Vous le savez, si vous faites quelque chose que vous aimez,
											une heure paraît cinq minutes.
											Si vous faites quelque chose qui ne résonne pas en vous
											cinq minutes paraissent une heure.
											La raison pour laquelle tant de gens abandonnent les études
											c'est parce qu'elles ne nourrissent pas leur esprit,
											elles ne nourrissent pas leur énergie ou leur passion.
									","
											Aber es geht nicht nur darum.
											Es geht um Leidenschaft.
											Oft ist es so, dass Menschen Dinge gut können, die ihnen eigentlich nicht viel bedeuten.
											Es geht um Leidenschaft
											und um das, was unseren Geist und unsere Energie weckt.
											Und wenn man das tut, was man liebt, was man gut kann,
											dann verläuft die Zeit komplett anders.
											Meine Frau hat gerade einen Roman fertiggestellt,
											und ich finde das Buch toll,
											aber sie verschwindet stundenlang.
											Sie kennen das, wenn Sie etwas tun, das Sie lieben,
											fühlt sich eine Stunde wie fünf Minuten an.
											Wenn Sie etwas tun, das ihrem Geist nicht entspricht,
											fühlen sich fünf Minuten an wie eine Stunde.
											Und der Grund dafür, dass so viele Leute aus der institutionalisierten Bildung aussteigen,
											ist, dass sie ihren Geist nicht nährt,
											sie nährt weder ihre Energie noch ihre Leidenschaft.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Bence metaforları değiştirmeliyiz.
											Bence sanayi modeli,
											üretim modeli
											çizgiselliğe dayalı
											uyum göstermeye, insanları kümelemeye dayalı bir eğitim modelinden vazgeçmeliyiz.
											Yeni bir modele,
											ziraat prensiplerine dayalı bir modele kaymalıyız.
											İnsan gelişmesinin
											mekanik bir süreç olmadığının
											organik bir süreç olduğunun bilincinde bir modele kaymalıyız.
											Insan gelişiminin sonuçlarını tahmin edemeyiz.
											Sadece bir çiftçinin ürününe yaptığı gibi
											sağlıklı büyümenin gerçekleşebileceği
											ideal ortamı hazırlayabiliriz.
									","
											Así que creo que tenemos que cambiar las metáforas.
											Tenemos que pasar de un modelo 
de educación, esencialmente industrial
											de manufactura,
											que se basa en la linealidad
											en la conformidad y agrupación de personas.
											Tenemos que pasar a un modelo
											que se basa más en principios de la agricultura.
											Tenemos que reconocer que el florecimiento humano
											no es un proceso mecánico,
											es un proceso orgánico.
											Y no se puede predecir el resultado del desarrollo humano;
											todo lo que puedes hacer, como un agricultor,
											es crear las condiciones en que
											ellos comenzarán a florecer.
									","
											Portanto, acho que temos
de mudar de metáforas.
											Temos de abandonar o que é
um modelo industrial de ensino,
											um modelo de fabrico
											que se baseia
na linearidade e na conformidade
											e num processamento em série.
											Temos de mudar para um modelo
baseado nos princípios da agricultura.
											Temos de reconhecer
que o crescimento das pessoas
											não é um processo mecânico,
é um processo orgânico.
											Não podemos prever o resultado
do desenvolvimento humano;
											o que podemos fazer,
tal como um agricultor,
											é criar as condições que
permitam o seu desabrochar.
									","
											Et je pense que nous devons changer de métaphores.
											Nous devons aller de ce qui est essentiellement un modèle éducatif industriel,
											un modèle manufacturier,
											qui est basé sur la linéarité
											et la conformité et des fournées de gens.
											Nous devons aller vers un modèle
											qui est davantage basé sur les principes de l'agriculture.
											Nous devons reconnaître que l'épanouissement humain
											n'est pas un processus mécanique,
											c'est un processus organique.
											Et vous ne pouvez pas prédire le résultat du développement humain;
											tout ce que vous pouvez, comme un fermier,
											c'est créer les conditions dans lesquelles
											ils vont commencer à s'épanouir.
									","
											Deshalb glaube ich, dass wir unsere Metaphern auswechseln müssen.
											Wir müssen von dem, was im Grunde ein industrielles Bildungsmodell ist —
											ein Modell der Herstellung,
											das auf Linearität basiert und
											auf Anpassung und darauf, Menschen in verschiedene Stapel einzuteilen —
											zu einem Modell wechseln,
											das mehr auf den Prinzipien der Landwirtschaft basiert.
											Wir müssen erkennen, dass das Aufblühen von Menschen
											kein mechanischer Prozess ist.
											Es ist ein organischer Prozess.
											Und man kann das Ergebnis der Entwicklung eines Menschen nicht vorhersagen;
											man kann nur, wie es ein Bauer tut,
											die Umstände herbeiführen, unter denen
											sie aufblühen.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Yani konu eğitim reformu ve değişimi olunca
											başka bir sistemi kopyalamaktan bahsedemeyiz.
											KIPPS gibi muhteşem modeller var mesela. Gerçekten şahane bir sistem.
											Bir sürü muhteşem model var.
											Ama önemli olan kendi şartlarınıza göre uyarlama yapmak
											ve eğitimi öğrenciye göre
											kişiselleştirmek.
											Bence gelecek için gereken çözüm
											işte budur.
											Çünkü ihtiyaca yönelik bir yama değil;
											eğitimde devinimden bahsediyoruz.
											Öğrencinin kendi çözümünlerini üreteceği,
											kişisel ders programına dayalı ama dışarıdan destekli bir modelden.
									","
											Así que cuando miramos la reforma 
de la educación y su transformación,
											no es como la clonación de un sistema.
											Hay algunos muy buenos como el KIPPs, es un gran sistema.
											Hay muchos modelos muy buenos.
											Se trata de personalizar a sus circunstancias,
											y la personalización de la educación
											a la gente que está realmente en las clases.
											Y haciendo esto, creo que
											es la respuesta para el futuro
											porque no se trata de expandir una nueva solución;
											se trata de crear un movimiento en la educación
											en el que las personas desarrollan sus propias soluciones,
											pero con un apoyo externo, 
basado en un currículum personalizado.
									","
											Quando pensamos em reformar
e transformar o ensino,
											não é como clonar um sistema.
											Há alguns excelentes como o KIPP,
é um sistema ótimo.
											Há muitos sistemas fantásticos.
											Tem tudo a ver com a adaptação
às circunstâncias da altura
											e com a personalização do ensino
de acordo com os alunos.
											Penso que fazer isso
é a resposta para o futuro
											porque não tem a ver
com a definição duma solução nova;
											mas sim com a criação
de um movimento no ensino
											em que as pessoas desenvolvam
as suas soluções,
											mas com base num currículo personalizado.
									","
											Et quand nous considérons la réforme de l'éducation et sa transformation,
											ce n'est pas comme cloner un système.
											Il y a de grands systèmes comme KIPP.
											Il y a plusieurs excellents modèles.
											Il s'agit de les adapter aux circonstances,
											et de personnaliser l'éducation
											des personnes à qui vous enseignez vos matières
											Et faire cela, je pense
											est la réponse au futur
											parce que ce n'est pas monter en puissance une nouvelle solution;
											il s'agit de créer un mouvement dans l'éducation
											dans lequel les gens développent leurs propres solutions,
											mais avec un support externe basé sur un cursus personnalisé.
									","
											Wenn wir uns also damit beschäftigen, das Bildungssystem zu reformieren und zu transformieren,
											dann geht es nicht darum, ein einziges System zu klonen.
											Es gibt großartige Systeme, z. B. KIPP.
											Es gibt viele großartige Modelle.
											Es geht darum, sie den eigenen Gegebenheiten anzupassen,
											und die Bildung auf diejenigen zuzuschneiden,
											die tatsächlich unterrichtet werden.
											Und dies zu tun, denke ich,
											ist die Antwort für die Zukunft,
											denn es geht nicht darum, eine neue Patent-Lösung zu schaffen,
											sondern darum, eine Bildungs-Bewegung zu schaffen,
											in welcher Menschen ihre eigenen Lösungen entwickeln,
											aber mit externer Hilfe, basierend auf personalisierten Lehrplänen.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Şu anda bu odadaki
											insanlar
											iş dünyasının
											mutlimedyanın, internetin muazzam kaynaklarını temsil ediyorlar.
											Bu teknolojiler,
											ögretmenlerin müthiş yetenekleriyle birleşince
											eğitim sisteminde devrim yaratmak için uygun fırsat çıkıyor ortaya.
											Sizi bu konuda rol almaya davet ediyorum
											çünkü bu konu çok önemli, sırf bizler için değil,
											çocuklarımız için.
											Ama sanayi modelinden vazgeçmemiz,
											ziraat modeline geçmemiz gerekiyor.
											ki okullar gelişebilsin.
											Çünkü o okullar, çocuklarımızın hayatı tecrübe edecekleri mekanlardır.
											Veya evlerimiz, eğer çocuk aileleriyle veya arkadaşlarıyla
											evde eğitim görmek istiyorsa.
									","
											Ahora, en esta sala,
											hay personas que representan
											recursos extraordinarios en los negocios,
											en multimedia, en Internet.
											Estas tecnologías,
											combinadas con el talento extraordinario de los maestros,
											ofrecen una oportunidad para revolucionar la educación.
											Y los impulso a que se involucren en esto
											porque es vital, no sólo para nosotros mismos,
											sino para el futuro de nuestros hijos.
											Pero tenemos que cambiar del modelo industrial
											a un modelo de agricultura,
											en el que cada escuela puede ser mañana floreciente.
											Ahí es donde los niños experimentan la vida.
											O en la casa, si es ahí donde eligen ser educados
											con sus familias o sus amigos.
									","
											Nesta sala estão pessoas que representam
											recursos extraordinários
nas áreas do negócio,
											da multimédia, da Internet.
											Estas tecnologias, aliadas ao talento
extraordinário dos professores,
											oferecem uma oportunidade
para revolucionar o ensino.
											Peço-vos que se envolvam
											porque é vital, não só para nós,
mas para o futuro dos nossos filhos.
											Temos de mudar de um modelo industrial
para um modelo agrícola,
											em que todas as escolas
possam florescer amanhã.
											É aí que as crianças experimentam a vida.
											Ou em casa, se assim 
se optar por serem ensinadas
											pelas famílias ou amigos.
									","
											Maintenant, dans cette salle,
											il y a des gens qui représentent
											des ressources extraordinaires dans les affaires,
											en multimédia, dans l'internet.
											Ces technologies,
											combinées aux talents extraordinaires d'enseignants,
											fournissent une occasion de révolutionner l'éducation.
											Et je vous exhorte à y participer
											parce que c'est vital, pas seulement pour nous,
											mais pour le futur de nos enfants.
											Mais nous devons passer du modèle industriel
											à un modèle agricole,
											où chaque école peut fleurir demain.
											C'est là que les enfants expérimentent la vie.
											Ou à la maison, si c'est là qu'ils choisissent d'être éduqués
											avec leurs famille ou leurs amis.
									","
											Nun, in diesem Raum,
											sind Leute, die über außergewöhnliche
											Ressourcen in der Geschäftswelt, in den Bereichen
											Multimedia und Internet verfügen.
											Diese Technologien,
											zusammen mit den außergewöhnlichen Begabungen von Lehrern,
											bieten die Gelegenheit, Bildung zu revolutionieren.
											Und ich bitte Sie dringlichst, sich in dem Feld zu engagieren,
											denn es ist lebenswichtig, nicht nur für uns,
											sondern für die Zukunft unserer Kinder.
											Doch wir müssen von einem industriellen Modell zu einem
											Landwirtschafts-Modell wechseln,
											in dem morgen jede einzelne Schule aufblühen kann.
											Es ist dort, wo Kinder das Leben erfahren.
											Oder zuhause, wenn sie sich entscheiden, dort gemeinsam mit
											ihren Familien oder Freunden unterrichtet zu werden.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
