pt,es,en,fr,de,title,speaker,duration,tags
"
											Dentro deste espírito,
mantemos um mosaico digital,
											porque isto não é construtivista,
nem Montessori, nem nada disso,
											é um sítio onde mantemos
o currículo brasileiro,
											com 600 azulejos,
											aos quais queremos expor as crianças
até elas atingirem 17 anos.
											Seguimos sempre isto,
sabemos como se estão a dar, e dizemos:
											""Ainda não estás interessado nisto,
vamos esperar um ano"".
											As crianças estão em grupos
que não são divididos por idades.
											Assim, temos um miúdo de seis anos
com outro de onze,
											o que elimina os gangues e os grupos
											e essas coisas que costumamos
encontrar nas escolas, em geral.
											Eles têm uma classificação
entre 0% e 100%,
											que fazem eles próprios numa aplicação,
de duas em duas horas.
											Até sabermos, por exemplo, que 37% deles
estão em condições, neste assunto,
											para podermos enviá-los para o mundo
com conhecimento suficiente desse assunto.
											Os cursos são: o Mundial de futebol,
ou como construir uma bicicleta.
											Eles inscrevem-se num curso
de 45 dias para construir uma bicicleta.
											Tentem construir uma bicicleta
sem saber que o valor de pi é 3,1416.
											Não conseguem.
											Agora, tente qualquer um de vós
usar 3,1416 para alguma coisa.
											Já não sabem.
											Isto perdeu-se e é isso
que tentamos fazer,
											criar sabedoria nessa escola.
									","
											Y luego, en este mismo sentido,
											mantenemos un mosaico digital,
											porque esto no es constructivista,
ni Montessori o algo así.
											Es algo donde conservamos
el plan de estudios de Brasil
											con 600 azulejos en el mosaico,
											a los que queremos exponer a los niños
hasta que cumplan 17 años.
											Seguir esto todo el tiempo,
saber cómo les va
											y decir, no estás interesado 
en esto, esperemos un año.
											Los niños están en grupos
y no en categorías por edad,
											hay niños de 6 años, que están 
listos, con niños de 11 años,
											eso elimina las bandas y los grupos
											y esas cosas que hay en 
las escuelas en general.
											Tienen una calificación
de 0 a 100 %
											autoevaluada con una aplicación
cada 2 horas.
											Queremos que sigan con ese tema
hasta alcanzar el 37 %
											para mandarlos al mundo 
sabiendo sobre eso.
											Los cursos son la Copa Mundial de 
Fútbol, o construir una bicicleta.
											Se anotan en un curso de 45 días
para construir una bicicleta.
											Traten de construir una bicicleta
sin saber que pi es 3,1416.
											No pueden.
											Y, trate cualquiera de Uds.,
de usar 3,1416 para algo.
											Ya no lo saben.
											Esto se ha perdido y eso es 
lo que queremos hacer allí,
											es decir, buscar sabiduría 
en esa escuela.
									","
											And then, in this same vein,
											we keep a digital mosaic,
											because this is not constructivist
or Montessori or something.
											It's something where we keep
the Brazilian curriculum
											with 600 tiles of a mosaic,
											which we want to expose these kids
to by the time they're 17.
											And follow this all the time
and we know how they're doing
											and we say, you're not interested 
in this now, let's wait a year.
											And the kids are in groups
that don't have an age category,
											so the six-year-old kid
who is ready for that with an 11-year-old,
											that eliminates all of the gangs
and the groups
											and this stuff that we have 
in the schools, in general.
											And they have a zero 
to 100 percent grading,
											which they do themselves with an app
every couple of hours.
											Until we know they're 37 percent of the
way we'd like them to be on this issue,
											so that we can send them out in the world
with them knowing enough about it.
											And so the courses are World Cup Soccer,
or building a bicycle.
											And people will sign up for 
a 45-day course on building a bicycle.
											Now, try to build a bicycle without 
knowing that pi is 3.1416.
											You can't.
											And try, any one of you, 
using 3.1416 for something.
											You don't know anymore.
											So this is lost and that's what 
we try to do there,
											which is looking 
for wisdom in that school.
									","
											Ensuite, dans la même veine,
											nous gardons une mosaïque digitale,
											parce que ce n'est pas constructiviste
ou Montessori ou quoi que ce soit.
											C'est quelque chose nous gardons
le curriculum brésilien
											avec 600 bouts de mosaïque
											que nous voulons que les enfants
connaissent avant leurs 17 ans.
											Nous suivons toujours cela
et nous savons comment cela se passe
											et s'ils ne sont pas intéressés par
quelque chose, nous attendons 1 an.
											Et les enfants sont dans des groupes
sans catégorie d'âge,
											donc un enfant de 6 ans qui est prêt
avec un autre de 11 ans,
											cela élimine tous les gangs
et les groupes
											et ces choses que nous avons
en général à l'école.
											Et ils ont une note entre 0 et 100%,
											qu'ils remplissent eux-même via une
application toutes les deux heures.
											Jusqu'à ce qu'ils atteignent les 37% que
nous souhaitions qu'ils aient sur le sujet
											pour qu'ils puissent aller dans le monde
en en sachant assez sur le sujet.
											Les cours sont la coupe du monde de foot
ou la construction d'un vélo.
											Et les gens s'inscrivent à un cours
de 45 jours sur la construction d'un vélo.
											Essayez de construire un vélo sans savoir
que pi = 3,1416.
											C'est impossible.
											Et essayez d'utiliser 3,1416
pour quoi que ce soit.
											Vous n'en savez pas plus.
											C'est une perte,
c'est ce que nous essayons de faire :
											chercher la sagesse dans cette école.
									","
											Im gleichen Zuge bewahren
wir ein digitales Mosaik,
											denn es ist nicht Konstruktivismus
oder Montessori oder so etwas.
											Wir bewahren den brasilianischen Lehrplan
mit Hilfe von 600 Mosaik-Platten,
											denen wir die Kinder bis zum ihrem
18. Lebensjahr aussetzen wollen.
											Wir folgen dem die ganze Zeit
und wissen, wie es ihnen geht.
											Wenn sie noch kein Interesse zeigen,
dann warten wir noch ein Jahr.
											Die Kinder lernen in Gruppen
ohne Alterskategorien.
											Ein Sechsjähriger, der dazu bereit ist,
lernt zusammen mit Elfjährigen.
											Dadurch werden die Gangs
und Gruppen abgeschafft,
											die wir sonst in den Schulen haben.
											Es gibt Noten von 0 bis 100 %,
											die sie selbst alle paar Stunden
mit Hilfe einer App vergeben.
											Wir wollen, dass sie daran arbeiten, bis
sie 37 % des Weges hinter sich haben,
											so dass sie genug darüber wissen,
wenn wir sie in die Welt schicken.
											Es gibt Unterricht in
											Weltmeisterschaftsfußball oder Fahrradbau.
											Sie lernen in einem 45-Tage-Kurs,
wie man ein Fahrrad baut.
											Versuchen Sie mal ein Fahrrad zu bauen,
ohne zu wissen, dass Pi 3,1416 ist.
											Das geht nicht.
											Versuchen Sie 3,1416
für irgendetwas zu verwenden.
											Sie wissen nicht mehr, wie.
											Sie haben es vergessen.
											In der Schule versuchen wir
danach zu suchen, nach Weisheit.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Isto traz-nos de volta ao gráfico
e à distribuição da nossa vida.
											Acumulei muito dinheiro.

											Algumas pessoas pensam e dizem:
""Está na altura de devolver"".
											Bem, se querem devolver
é porque tiraram demais.
											(Risos) (Aplausos)
											Estou sempre a imaginar
o Warren Buffet a acordar, um dia,
											e descobrir que tem mais 30 mil milhões
de dólares do que julgava.
											Ele vê aquilo e diz:
											""O que faço com isto?
Devia dar a quem precise muito.
											""Vou dá-los ao Bill Gates"".
											(Risos)
											O meu consultor financeiro,
em Nova Iorque, diz-me:
											""Você é meio tolo,
porque teria 4,1 vezes
											""mais dinheiro do que tem hoje
se o investisse em vez de o partilhar"".
											Mas eu prefiro ir partilhando.
											(Aplausos)
									","
											Esto nos lleva de vuelta a este gráfico 
y esta distribución de la vida.
											Cuando lo pienso, acumulé mucho dinero.
											Cuando al pensarlo dicen,
es tiempo de devolver...
											bueno, si devuelves, es porque 
tomaste demasiado.
											(Risas) (Aplausos)
											Sigo pensando en Warren Buffet
que un día despertó
											y vio que tenía USD 30 000 millones
más de los que pensaba.
											Y se dijo, ¿qué voy a hacer con esto?
											Y dijo, se lo daré a alguien 
que lo necesite de verdad.
											Se lo daré a Bill Gates. (Risas)
											Mi asesor financiero en Nueva York,
											dice, mira, eres un tonto
											porque hoy podrías tener 
4,1 veces más dinero
											si hubieras hecho dinero con el dinero 
en vez de compartirlo sobre la marcha.
											Pero me gusta más 
compartir sobre la marcha.
											(Aplausos)
									","
											And that brings us back to this graph
and this distribution of our life.
											I accumulated a lot of money 
when I think about it.
											When you think and you say,
now is the time to give back —
											well, if you're giving back, 
you took too much.
											(Laughter) (Applause)
											I keep thinking of Warren Buffet
waking up one day
											and finding out he has 30 billion dollars
more than he thought he had.
											And he looks and he says,
what am I going to do with this?
											And he says, I'll give it to someone
who really needs this.
											I'll give it to Bill Gates. (Laughter)
											And my guy, who's my financial
advisor in New York,
											he says, look, you're a silly guy
											because you would have 4.1 times 
more money today
											if you had made money with money
instead of sharing as you go.
											But I like sharing as you go better.
											(Applause)
									","
											Et cela nous ramène à ce graphique
et à la distribution de nos vies.
											Quand j'y pense, j'ai accumulé
beaucoup d'argent.
											Quand vous pensez et dites : maintenant
c'est le moment de rendre —
											si vous rendez,
c'est que vous avez trop pris.
											(Rires)
(Applaudissements)
											Je pense toujours à Warren Buffet
se réveillant un jour
											et découvrant qu'il a 30 milliards
de plus que ce qu'il pensait.
											Et il dit :
que vais-je en faire ?
											Il dit qu'il le donnera à quelqu'un
qui en a vraiment besoin.
											Il va les donner à Bill Gates.
(Rires)
											Et mon gars, qui est mon conseiller
financier à New York,
											il dit :
tu es un mec idiot
											parce que tu aurais 4,1 fois plus
d'argent aujourd'hui
											si tu avais fait de l'argent avec
de l'argent plutôt que de le partager.
											Mais je préfère partager.
											(Applaudissements)
									","
											Das bringt uns zurück zur Kurve
und der Verteilung des Lebens.
											Ich habe viel Geld angesammelt.
											Man denkt sich, nun ist
es Zeit zurückzugeben —
											aber wenn man zurückgibt,
hat man zu viel genommen.
											(Lachen) (Applaus)
											Ich stelle mir vor, wie Warren Buffet
eines Tages aufwacht
											und feststellt, dass er 30 Mrd. Dollar
mehr hat, als er dachte.
											Er fragt sich: ""Was mache ich damit?
											Ich werde es jemandem geben,
der es wirklich braucht.
											Ich werde es Bill Gates geben."" (Lachen)
											Mein Finanzberater
in New York sagt zu mir:
											Du bist ein Dummerchen,
											denn Du würdest heute
4,1-mal mehr Geld haben,
											wenn du Geld mit Geld gemacht hättest,
statt es mit vollen Händen zu verteilen.
											Aber mit vollen Händen
zu geben, gefällt mir besser.
											(Applaus)
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Durante algum tempo,
ensinei os MBA do MIT.
											Um dia, acabei no cemitério
de Mount Auburn.
											É um cemitério lindo
em Cambridge.
											Andava a passear.
Era o meu aniversário e estava a pensar.
											E, na primeira volta,
vi uns túmulos de pessoas grandiosas
											que fizeram grandes feitos
e pensei:
											""Quero ser lembrado pelo quê?""
											Dei outra volta
											e na segunda vez,
ocorreu-me outra pergunta,
											que me serviu melhor:
											""Porque hei de querer ser lembrado?""
											(Risos)
											Isto levou-me a outros lados.
											Quando fiz 50 anos,
eu e a minha esposa, Fernanda,
											passámos a tarde juntos,
tínhamos uma grande fogueira,
											e atirei tudo o que tinha feito
para a fogueira.
											Havia um livro publicado
em 38 línguas,
											centenas e centenas de artigos
muitos DVD, tudo o que havia.
											Isso teve dois resultados.
											Primeiro, libertou os nossos cinco filhos
de seguir os nossos passos.
											Eles não sabem o que eu faço.
											(Risos)
											Isso é bom.
											Não vou levá-los a lado nenhum e dizer:
											""Um dia, isto será tudo vosso"".
											(Risos)
											As cinco crianças não sabem nada,
o que é bom.
									","
											Enseñé maestrías en administración 
en el MIT durante un tiempo
											y un día terminé en el 
cementerio Mount Auburn.
											Es un hermoso cementerio de Cambridge.
											Estaba caminando. Era mi cumpleaños 
y estaba pensando.
											Y la primera vez, vi esas lápidas
											y esta gente maravillosa que 
había hecho grandes cosas
											y pensé, ¿por qué cosas quiero
ser recordado?
											Di otro paseo,
											y la segunda vez, me pregunté
											algo que me hizo mejor y fue:
											¿Querría que me recuerden?
											(Risas)
											Eso, creo, me transportó
a otros lugares.
											Cuando cumplí 50 años, nos sentamos
con mi esposa Fernanda una tarde,
											hicimos una fogata,
											y allí tiré a la fogata todo lo que 
había hecho hasta el momento.
											Un libro en 38 idiomas,
											cientos y cientos de artículos
y DVDs y todo fue a la fogata.
											Esto por 2 motivos.
											Uno, para liberar a nuestros 5 hijos de 
seguir nuestros pasos, nuestra sombra,
											ellos no saben qué hago.
											(Risas)
											Eso es bueno.
											No los voy a llevar a un sitio
											para decirles, un día 
todo esto será de Uds.
											(Risas)
											Los 5 niños no saben nada, 
y eso es bueno.
									","
											I taught MBAs at MIT for a time
											and I ended up, one day,
at the Mount Auburn Cemetery.
											It is a beautiful cemetery in Cambridge.
											And I was walking around.
It was my birthday and I was thinking.
											And the first time around, 
I saw these tombstones
											and these wonderful people 
who'd done great things
											and I thought, what do I want 
to be remembered for?
											And I did another stroll around,
											and the second time,
another question came to me,
											which did me better, which was,
											why do I want to be remembered at all?
											(Laughter)
											And that, I think, 
took me different places.
											When I was 50, my wife Fernanda and I
sat for a whole afternoon,
											we had a big pit with fire,
											and I threw everything I had ever 
done into that fire.
											This is a book in 38 languages,
											hundreds and hundreds of articles
and DVDs, everything there was.
											And that did two things.
											One, it freed our five kids
from following in our steps, our shadow —
											They don't know what I do.
											(Laughter)
											Which is good.
											And I'm not going to take them somewhere
											and say, one day 
all of this will be yours.
											(Laughter)
											The five kids know nothing, which is good.
									","
											J'ai enseigné à des masters
au MIT pendant un certain temps
											et, un jour, je me suis retrouvé
au cimetière de Mount Auburn.
											C'est un beau cimetière à Cambridge.
											Je me promenais. C'était mon anniversaire 
et je réfléchissais.
											La première fois,
j'ai vu ces pierres tombales
											et ces personnes géniales
ayant fait de super choses
											et je me suis demandé pour quoi
je voudrais qu'on se souvienne de moi.
											J'ai fait un autre tour,
											et la deuxième fois,
une autre question m'est venue,
											elle m'a fait plus de bien, c'était :
											pourquoi voudrais-je 
qu'on se souvienne de moi ?
											(Rires)
											Et cela m'a conduit ailleurs.
											Quand j'avais 50 ans, ma femme Fernanda et
moi sommes restés assis tout un après-midi
											avec un feu de camp
											et j'ai lancé dans ce feu
tout ce que j'avais jamais fait.
											C'est un livre en 38 langues,
											des centaines et des centaines d'articles
et de DVD, tout ce qu'il y avait.
											Et cela a eu deux impacts.
											Le premier est que cela a libéré nos cinq
enfants de suivre nos pas, notre ombre —
											Ils ne savent pas ce que je fais.
											(Rires)
											Ce qui est bien.
											Et je ne vais pas les amener quelque part
											et leur dire : un jour,
tout ceci sera à vous.
											(Rires)
											Les cinq enfants ne savent rien,
ce qui est bien.
									","
											Ich habe am MIT eine Weile
Betriebswirtschaft unterrichtet.
											Eines Tages fand ich mich
am Mount Auburn Friedhof,
											ein schöner Friedhof in Cambridge.
											Ich ging umher. Es war mein Geburtstag
und ich war nachdenklich.
											Während der ersten Runde
sah ich all die Grabsteine
											wundervoller Menschen,
die große Taten vollbracht haben.
											Ich fragte mich: ""Woran sollen sich 
Leute bei mir erinnern?""
											Ich machte eine zweite Runde
											und eine weitere, bessere Frage
kam mir in den Sinn:
											Warum will ich überhaupt,
dass man sich an mich erinnert?
											(Lachen)
											Das hat mich in eine
andere Richtung gelenkt.
											Mit 50 saß ich mit meiner Frau Fernanda
											einen ganzen Nachmittag
an einer großen Feuerstelle
											und wir warfen alles, was ich je
gemacht hatte, in das Feuer:
											Ein Buch in 38 Sprachen,
											Hunderte von Artikeln und DVDs.
Alles, was ich hatte.
											Das hat zwei Dinge bewirkt.
											Erstens befreite es unsere 5 Kinder davon,
in unsere Fußstapfen zu treten.
											Sie wissen nicht, was ich mache.
											(Lachen)
											Und das ist gut so.
											Ich werde sie nicht irgendwohin mitnehmen
											und sagen: ""Eines Tages wird
das alles dir gehören.""
											(Lachen)
											Unsere fünf Kinder wissen nichts,
und das ist gut so.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											O segundo resultado
											foi que me libertei desta âncora
das concretizações passadas.
											Estou livre para começar coisas novas
e tomar decisões de raiz
											numa parte dos dias terminais.
											Algumas pessoas diriam:
											""Agora, que tens tempo,
nos dias terminais, sais e fazes coisas"".
											Não. Já estivemos na praia,
											fomos a Samoa, às Maldivas
e a Moçambique.
											Essa parte já está.
											Já escalei montanhas
nos Himalaias.
											Já mergulhei a 60 metros
para ver tubarões-martelo.
											Passei 59 dias a andar de camelo
do Chade a Tombuctu.
											Fui ao Polo Norte magnético
num trenó puxado por cães.
											Temos andado ocupados.
											Chamo-lhe a minha lista vazia
de coisas a fazer antes de morrer.
											(Risos)
									","
											Y lo segundo es que
											me liberé del ancla de los 
logros pasados o lo que sea.
											Soy libre para empezar algo nuevo 
cada vez y decidir desde cero
											en parte de esos días terminales.
											Y algunos pensarán:
											tienes esos días terminales
											saldrás y harás de todo.
											No, hemos estado en las playas,
											hemos estado en Samoa, 
Maldivas y Mozambique,
											eso está hecho.
											He escalado montañas en el Himalaya.
											He bajado 60 metros para ver
tiburones martillo.
											Pasé 59 días encima de un camello
desde Chad a Tombuctú.
											Fui al Polo Norte magnético
en un trineo tirado por perros.
											Hemos estado ocupados.
											Es lo que me gusta llamar
mi lista de balde vacío.
											(Risas)
									","
											And the second thing is,
											I freed myself from this anchor
of past achievement or whatever.
											I'm free to start something new every time
and to decide things from scratch
											in part of those terminal days.
											And some people would say,
											oh, so now you have this time,
these terminal days,
											and so you go out and do everything.
											No, we've been to the beaches,
											so we've been to Samoa and Maldives
and Mozambique,
											so that's done.
											I've climbed mountains in the Himalayas.
											I've gone down 60 meters to see 
hammerhead sharks.
											I've spent 59 days on the back of a camel
from Chad to Timbuktu.
											I've gone to the magnetic 
North Pole on a dog sled.
											So, we've been busy.
											It's what I'd like to call 
my empty bucket list.
											(Laughter)
									","
											Et la deuxième chose est que
											je me suis libéré de cet ancrage
de mes réussites passées.
											Je suis libre de commencer quelque chose
de nouveau à chaque fois
											depuis le début durant
ces jours terminaux.
											Et certains diraient :
											maintenant vous avez ce temps,
ces jours terminaux,
											alors vous sortez et faites tout.
											Non, nous sommes allés à la plage,
											aux Samoa et aux Maldives,
au Mozambique,
											donc c'est fait.
											J'ai escaladé des montagnes de l'Himalaya.
											Je suis descendu à 60 mètres de profondeur
pour voir des requins marteaux.
											J'ai passé 59 jours sur le dos d'un
dromadaire, du Tchad à Tombouctou.
											J'ai été au pôle nord magnétique
sur un traîneau tiré par des chiens.
											Donc j'ai été occupé.
											C'est ce que j'aime appeler
ma liste vide de choses à faire.
											(Rires)
									","
											Zweitens befreite ich
mich selbst von dem Anker
											meiner vergangenen Errungenschaften,
oder was auch immer.
											Ich kann jedes Mal frei
etwas Neues beginnen
											und Entscheidungen von Grund auf treffen,
z. B. während meiner ""letzten Tage"".
											Manche würden sagen:
""Jetzt hast du diese 'letzten Tage',
											du gehst raus und machst alles.""
											Nein. Wir waren an den Stränden,
											wir waren auf Samoa,
den Malediven und in Mozambik
											das haben wir hinter uns.
											Ich habe die Berge des Himalaya bestiegen.
											Ich bin 60 m tief getaucht,
um Hammerhaie zu sehen.
											Von Tschad nach Timbuktu habe ich 59 Tage
auf einem Kamelrücken verbracht.
											Ich bin mit Schlittenhunden
am magnetischen Nordpol gewesen.
											Wir waren also ausgelastet.
											Meine Liste an Dingen, 
die noch machen will, ist leer.
											(Lachen)
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Com esta perspetiva,
olho para este período e penso:
											Não estou reformado,
não me sinto reformado.
											Por isso, comecei
a escrever um livro novo.
											Nos últimos dois anos
abrimos três empresas novas.
											Estou a divulgar este sistema educativo
de forma gratuita.
											Descobri uma coisa interessante:
ninguém o quer de graça.
											Há 10 anos que ando a tentar
											que o sistema público
adote esta perspetiva educativa,
											como as escolas públicas que temos,
											que têm, em vez de um
aproveitamento médio de 43 em 100,
											têm aproveitamentos de 91 em 100.
											Mas de graça não se consegue,
ninguém o quer.
											Talvez comecemos a cobrá-lo
e aí consigamos chegar a algum lado.
											Mas divulgar este sistema
é uma das coisas que queremos fazer.
									","
											Y con esta lógica, me veo hoy y pienso:
											no estoy jubilado, no me siento jubilado.
											Estoy escribiendo un nuevo libro.
											Creamos 3 nuevas compañías 
en los últimos 2 años.
											Ahora trabajo en llevar este 
sistema escolar al mundo, gratis.
											Descubrí que, curiosamente, 
nadie lo quiere gratis.
											He tratado durante 10 años
											que el sistema público 
adopte esta lógica escolar,
											como las escuelas públicas que tenemos,
											que en vez de 43 de 100,
en sus calificaciones,
											tienen 91 de 100.
											Pero gratis, nadie lo quiere.
											Así que quizá cobrando
llegue a buen puerto.
											Una de las cosas que queremos
es transmitir esto.
									","
											And with this rationale,
I look at these days and I think,
											I'm not retired. 
I don't feel retired at all.
											And so I'm writing a new book.
											We started three new companies
in the last two years.
											I'm now working on getting this 
school system for free out into the world,
											and I've found, very interestingly enough,
that nobody wants it for free.
											And so I've been trying for 10 years
											to get the public system
to take over this school rationale,
											much as the public schools we have,
											which has instead of 43 out of 100,
as their rating, as their grades,
											has 91 out of 100.
											But for free, nobody wants it.
											So maybe we'll start charging for it 
and then it will go somewhere.
											But getting this out is one
of the things we want to do.
									","
											Et c'est pour cette raison,
quand je pense à ces jours, je pense que
											je ne suis pas retraité.
je ne me sens pas retraité.
											Et donc j'écris un nouveau livre.
											Nous avons lancé trois nouvelles
entreprises les deux dernières années.
											Je travaille maintenant pour étendre
ce système d'école gratuite dans le monde,
											de façon intéressante, j'ai découvert
que personne n'en veut gratuitement.
											Depuis 10 ans, j'essaye
											que le système public reprenne
ce concept d'école,
											plus particulièrement les écoles publiques
											qui ont un score de 43/100
											au lieu de 91/100.
											Mais gratuitement, personne n'en veut.
											Peut-être que nous le ferons payer
et qu'ainsi nous aboutirons.
											Mais l'étendre est une des choses
que nous voulons faire.
									","
											Mit dieser Logik sehe ich
auf diese Tage und denke mir:
											Ich bin kein Rentner. Ich fühle mich
überhaupt nicht wie ein Rentner.
											Also schreibe ich an einem neuen Buch,
											in den letzten zwei Jahren haben wir
drei neue Unternehmen gegründet.
											Ich arbeite daran, dieses Schulsystem
kostenfrei in der Welt zu verbreiten.
											Interessanterweise will es
niemand kostenlos haben.
											Seit 10 Jahren versuche ich,
das öffentliche Schulsystem zu überzeugen,
											dieses Schulprinzip zu übernehmen.
											Die öffentlichen Schulen haben
den Notendurchschnitt 43 von 100,
											nicht wie wir 91 von 100.
											Aber kostenlos will es niemand haben.
											Vielleicht erreichen wir etwas, wenn
wir anfangen, Geld dafür zu verlangen.
											Wir möchten dieses System verbreiten.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Tudo isto encerra uma mensagem,
para todos vós, que é mais ou menos esta:
											Todos aprendemos a estar,
ao domingo à noite,
											a enviar ""e-mails""
e a trabalhar de casa.
											Mas poucos de nós aprenderam
a ir ao cinema à segunda à tarde.
											Se estamos à procura de sabedoria,
também temos de aprender a fazer isso.
											Durante todos estes anos
o que temos feito é muito simples,
											perguntar três vezes de seguida:
""Porquê?""
											À primeira vez,
temos sempre uma boa resposta.
											À segunda,
começa a ficar difícil.
											À terceira, já não sabemos bem
porque estamos a fazer aquilo.
											O pensamento que vos quero deixar
é a semente, a ideia,
											de que se fizerem isto
irão chegar à pergunta: ""Para quê?""
											Porque estou a fazer isto?
											Em resultado,
e com o passar do tempo,
											espero e desejo que,
com isto,
											tenham um futuro
com muito mais sabedoria.
											Muito obrigado.
											(Aplausos)
											Chris Anderson: Incrível...
									","
											El mensaje que quiero dejarles
											es un poco así:
											Todos hemos aprendido a pasar 
la noche del domingo
											enviando emails 
y trabajando desde casa.
											Pero pocos hemos aprendido
											a ir al cine el lunes por la tarde.
											Y si buscamos sabiduría, tenemos 
que aprender a hacer eso también.
											Por eso lo que hemos hecho en 
estos años ha sido muy simple,
											usamos esa pequeña herramienta,
que es preguntar 3 porqués seguidos.
											Para el primer porqué
siempre tenemos buena respuesta.
											Para el segundo, ya es más difícil.
											Para el tercer porqué uno no sabe
por qué hace lo que hace.
											Quiero dejarles la semilla y la idea
de que quizá si hacen esto,
											lleguen a la pregunta, ¿para qué?
											¿Para qué hago esto?
											Es de esperar que como 
resultado, con el tiempo,
											espero que con esto, y eso les deseo,
											tengan un futuro mucho más sabio.
											Muchas gracias.
											(Aplausos)
									","
											And I think what this leaves us
as a message for all of you,
											I think is a little bit like this:
											We've all learned
how to go on Sunday night
											to email and work from home.
											But very few of us have learned
											how to go to the movies
on Monday afternoon.
											And if we're looking for wisdom,
we need to learn to do that as well.
											And so, what we've done all
of these years is very simple,
											is use the little tool,
which is ask three whys in a row.
											Because the first why
you always have a good answer for.
											The second why,
it starts getting difficult.
											By the third why, you don't really know
why you're doing what you're doing.
											What I want to leave you with is the seed
and the thought that maybe if you do this,
											you will come to the question, what for?
											What am I doing this for?
											And hopefully, as a result of that,
and over time,
											I hope that with this,
and that's what I'm wishing you,
											you'll have a much wiser future.
											Thank you very much.
											(Applause)
									","
											Et je crois que 
notre message à votre attention
											doit ressembler à cela :
											nous avons tous appris
à envoyer des mails
											et à travailler 
chez nous le dimanche soir.
											Mais très peu ont appris
											à aller au cinéma le lundi après-midi.
											Et si nous recherchons la sagesse,
nous devons apprendre cela également.
											Et donc, ce que nous avons fait toutes
ces années est très simple, et c'est
											utiliser un petit outil :
demander pourquoi trois fois d'affilée.
											Parce que vous avez toujours une bonne
réponse au premier.
											Le deuxième commence à être compliqué.
											Au troisième pourquoi, vous ne savez plus
pourquoi vous faites ce que vous faites.
											Je veux vous laisser ce début de réflexion
que peut-être, si vous faites cela,
											vous vous demanderez pour quoi ?
											Pour quoi fais-je cela ?
											Et, je l'espère, le résultat,
le temps passant,
											j'espère et je vous souhaite
											d'avoir un futur plus sage.
											Merci beaucoup.
											(Applaudissements)
									","
											Die Lehre, die Sie daraus
ziehen können, klingt etwa so:
											Wir haben alle gelernt, wie man am Sonntag
											seine E-Mails abruft und
von zu Hause arbeitet.
											Aber nur wenige von uns haben gelernt,
											wie man am Montag
Nachmittag ins Kino geht.
											Wenn wir nach Weisheit suchen,
dann müssen wir auch das lernen.
											Was wir all diese Jahre lang
getan haben, ist sehr einfach.
											Wir haben das kleine Mittel der
drei Warum-Fragen benutzt.
											Denn man hat immer eine gute
Antwort auf das erste Warum.
											Für das zweite Warum ist es
schon etwas schwieriger.
											Aber nach dem dritten Warum
weiß man nicht mehr,
											warum man das macht, was man macht.
											Ich möchte in Ihnen den Gedanken sähen,
											dass Sie vielleicht zur Frage kommen
""Wofür? Wofür mache ich das?""
											Ich hoffe und wünsche Ihnen,
dass Sie dadurch mit der Zeit
											eine weisere Zukunft haben werden.
											Vielen Dank.
											(Applaus)
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
