en,de,fr,title,speaker,duration,tags
"
											One reason for this is that there are
a lot more people in your home
											than you think there are,
											or at least a lot more relationships.
											Every person in your house has
a discrete one-on-one relationship
											with every other person,
											and those pairings or dyads add up fast.
											In a family with two parents and two kids,
there are six dyads:
											Mom has a relationship with child A and B,
											Dad has a relationship with child A and B.
											There's the marital relationship,
											and there is the relationship
between the kids themselves.
											The formula for this
looks very chilly but it's real.
											K equals the number of people
in your household,
											and X equals the number of dyads.
											In a five-person family,
there are ten discrete dyads.
											The eight-person Brady Bunch —
never mind the sweetness here —
											there were 28 dyads in that family.
											The original Kennedy family with nine kids
had 55 different relationships.
											And Bobby Kennedy, who grew up
to have 11 children of his own,
											had a household with a whopping 91 dyads.
											This overpopulation of relationships
											makes fights unavoidable.
									","
											Ein Grund dafür ist, dass es
bei Ihnen zu Hause viel mehr Leute gibt,
											als Sie denken,
											oder zumindest viel mehr Beziehungen.
											Jede Person zu Hause
hat eine eigene Einzelbeziehung
											mit jeder anderen Person,
											und diese Paarungen oder Dyaden
werden schnell mehr.
											In einer Familie mit 2 Eltern
und 2 Kindern gibt es 6 Paarungen:
											Mutter hat eine Beziehung zu Kind A und B,
											Vater hat eine Beziehung zu Kind A und B.
											Dann ist da noch die Ehe
											und die Beziehung
zwischen den Kindern selbst.
											Die Formel dafür sieht 
sehr nüchtern aus, ist aber korrekt.
											K ist gleich die Anzahl
der Personen im Haushalt
											und X ist gleich die Nummer der Paarungen.
											In einer fünfköpfigen Familie
gibt es 10 verschiedene Paarungen.
											In der achtköpfigen Brady Family —
Familienidyll mal beiseite —
											gab es 28 Paarungen.
											Die ursprünglich
neunköpfige Kennedy-Familie
											hatte 55 verschiedene Beziehungen.
											Und Bobby Kennedy, der später
selbst 11 eigene Kinder hatte,
											lebte in einem Haushalt
mit sage und schreibe 91 Paarungen.
											Bei dieser Unmenge von Beziehungen
											ist Streit unvermeidlich.
									","
											L'une des raisons pour ça, c'est 
qu'il y a plus de gens dans votre maison
											que vous ne le pensez,
											ou du moins, plus de relations.
											Chaque personne dans votre maison 
a une relation distincte et individuelle
											avec chaque autre personne,
											et ces paires se créent rapidement.
											Dans une famille de 2 parents 
et 2 enfants, il y a 6 paires :
											la mère avec les enfants A et B,
											le père avec les enfants A et B,
											il y a la relation conjugale,
											et il y a la relation entre les enfants.
											Cette formulation semble être 
simple mais elle est vraie.
											K représente le nombre 
de personnes dans votre foyer
											et X représente le nombre de paires.
											Dans une famille de 5 personnes,
il y a 10 paires.
											Dans « Sept à la maison »
- on oublie la sérénité ici -
											il y a 21 paires dans la famille.
											La famille originelle des Kennedy,
avec 9 enfants, comptait 55 paires.
											Et Bobby Kennedy, qui a eu 11 enfants,
											avait un foyer gigantesque avec 91 paires.
											Cette multitude de relations
											rend les querelles inévitables.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											And far and away the biggest trigger
for all sibling fights is property.
											Studies have found that over 95 percent
of the fights among small children
											concern somebody touching, playing with,
											looking at the other person's stuff.
									","
											Der bei weitem häufigste Auslöser
für allen Geschwisterstreit ist Eigentum.
											Studien belegen, dass über 95 % 
der Konflikte zwischen kleinen Kindern
											dadurch ausgelöst werden,
dass jemand das Zeug eines anderen
											berührt, anschaut oder damit spielt.
									","
											La possession est l'élément qui déclenche
les querelles entre frères et sœurs.
											Des études ont montré que plus de 95%
des querelles des enfants en bas âge
											concernent la possession :
toucher, regarder,
											ou jouer avec le jouet d'un autre.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											This in its own way is healthy
if it's very noisy,
											and the reason is that small children
come into the world
											with absolutely no control.
											They are utterly helpless.
											The only way they have
of projecting their very limited power
											is through the objects
they can call their own.
											When somebody crosses
that very erasable line,
											they're going to go nuts,
and that's what happens.
									","
											Das ist an sich gesund,
wenn es dabei sehr laut zugeht,
											und der Grund ist, dass kleine Kinder,
wenn sie auf die Welt kommen,
											absolut nichts beeinflussen können.
											Sie sind völlig hilflos.
											Um ihre sehr begrenzte Macht zu zeigen,
											bleiben ihnen nur die Dinge,
die sie ihr eigen nennen dürfen.
											Wenn jemand diese 
kaum sichtbare Linie überschreitet,
											passiert das Unvermeidliche —
sie rasten aus.
									","
											C'est un signe que tout va bien 
si c'est très bruyant,
											et cela s'explique par le fait que 
les petits viennent au monde
											sans aucune expérience.
											Ils sont complètement désarmés.
											La seule façon qu'ils ont d'affirmer
leur pouvoir très limité,
											c'est avec des objets qu'ils
prétendent être les leurs.
											Lorsque quelqu'un dépasse
cette limite facilement franchissable,
											ils deviennent dingues,
et voilà ce qu'il se passe.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											Another very common casus belli
among children is the idea of fairness,
											as any parent who hears 14 times a day,
""But that's unfair!""
											can tell you.
											In a way this is good, too, though.
											Kids are born with a very innate sense
of right and wrong,
											of a fair deal versus an unfair one,
											and this teaches them powerful lessons.
											Do you want to know how powerfully encoded
fairness is in the human genome?
											We process that phenomenon
											through the same lobe in our brain
that processes disgust,
											meaning we react to the idea
of somebody being cheated
											the same way we react to putrefied meat.
									","
											Ein weiterer sehr häufiger casus belli
unter Kindern ist die Fairness,
											was alle Eltern, die 14 -mal pro Tag
""Aber das ist unfair!"" hören,
											bestätigen können.
											Doch das ist eigentlich auch gut.
											Kinder kommen mit einem angeborenen
Sinn für Gut und Böse auf die Welt,
											für ein faires im Vergleich
zu einem unfairen Angebot,
											und das sind für sie
eindrucksvolle Lektionen.
											Wollen Sie wissen, wie stark Fairness 
im menschlichen Genom verankert ist?
											Wir verarbeiten dieses Phänomen
											im selben Gehirnlappen wie Ekel,
											reagieren also auf jemanden,
der betrogen wird,
											genauso wie auf verdorbenes Fleisch.
									","
											Un autre élément qui déclenche la guerre
entre les enfants, c'est l'idée d'équité,
											comme tout parent qui entend 14
fois par jour « mais c'est pas juste ! »
											pourrait vous le dire.
											D'une certaine manière, c'est normal.
											Les enfants naissent avec un sens 
très inné de ce qui est bien ou mal,
											de ce qui est juste ou non,
											et cela leur enseigne des leçons utiles.
											Vous voulez savoir à quel point l'équité
est encodée dans les gènes des humains ?
											On réagit à l'injustice
											avec le même lobe du cerveau 
qui produit le dégoût,
											c'est-à-dire qu'on réagit pareil
face à quelqu'un qui s'est fait tromper
											que face à de la viande putréfiée.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Laughter)
									","
											(Gelächter)
									","
											(Rires)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											Any wonder that this fellow,
Bernie Madoff, is unpopular?
									","
											Wundern Sie sich noch,
dass Bernie Madoff unbeliebt ist?
									","
											Une idée pourquoi ce cher 
Bernie Madoff est impopulaire ?
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											All of these dramas played out day to day,
											moment to moment,
											serve as a real-time,
total-immersion exercise for life.
											Siblings teach each other conflict
avoidance and conflict resolution,
											when to stand up for themselves,
											when to stand down;
											they learn love,
											loyalty, honesty, sharing,
caring, compromise,
											the disclosure of secrets
and much more important,
											the keeping of confidences.
									","
											All diese Dramen,
die sich tagein, tagaus abspielen,
											Augenblick für Augenblick,
											dienen als intensives, praxisbezogenes
Echtzeit-Training fürs Leben.
											Geschwister lehren einander 
Konfliktvermeidung und Konfliktlösung,
											wann man sich behaupten muss,
											wann man aufgeben soll.
											Sie lernen Liebe Treue, Ehrlichkeit,
											zu teilen und sich zu kümmern,
Kompromisse zu schließen,
											Geheimnisse zu verraten und,
was noch viel wichtiger ist,
											Vertrauliches zu bewahren.
									","
											Toutes ces situations jour après jour,
											à chaque instant,
											servent d'exercices en immersion totale,
et en temps réel, pour la vie.
											Les frères et sœurs s'enseignent comment
éviter un conflit et comment le résoudre,
											quand il faut se défendre,
											quand il faut lâcher l'affaire,
											ils apprennent l'amour,
											la loyauté, l'honnêteté, le partage,
l'attention, le compromis,
											la révélation des secrets 
et beaucoup plus important encore,
											comment garder des confidences.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											I listen to my young daughters —
aren’t they adorable? —
											I listen to my young daughters
talking late into the night,
											the same way my parents, no doubt,
listened to my brothers and me talking,
											and sometimes I intervene,
but usually I don't.
											They're part of a conversation
I am not part of,
											nobody else in the world is part of,
											and it's a conversation
that can and should go on
											for the rest of their lives.
											From this will come a sense of constancy,
											a sense of having a permanent
traveling companion,
											somebody with whom they road-tested life
											before they ever had to get out
and travel it on their own.
									","
											Ich höre meine kleinen Töchter —
sind sie nicht süß? —
											Ich höre meine kleinen Töchter,
wie sie bis spät in die Nacht reden,
											so wie sicher meine Eltern 
meinen Bruder und mich reden hörten.
											Manchmal greife ich ein,
aber normalerweise lasse ich es.
											Sie führen eine Unterhaltung,
in der ich keine Rolle spiele,
											in der niemand sonst wo eine Rolle spielt,
											und diese Unterhaltung kann und sollte
für den Rest ihres Lebens weitergehen.
											Daraus wird ein Gefühl 
der Beständigkeit entstehen,
											das Gefühl, einen ständigen
Reisegefährten zu haben,
											jemanden, mit dem man 
das Leben erprobt hat,
											ehe man die Reise allein antreten musste.
									","
											J'écoute mes petites filles -
ne sont-elles pas adorables?
											J'écoute mes petites filles 
se parler jusque tard dans la nuit,
											de la même manière que mes parents 
nous écoutaient, mes frères et moi,
											il m'arrive parfois d'intervenir 
mais souvent je ne le fais pas.
											Elles sont dans une conversation 
dans laquelle je ne suis pas,
											dans laquelle personne d'autre n'est,
											et c'est une conversation qui peut 
et qui devrait continuer
											pour le restant de leurs vies.
											De ces conversations 
va naître une loyauté,
											un moyen pour elles de toujours 
avoir un compagnon de voyage,
											quelqu'un avec qui
emprunter des routes sinueuses
											avant même qu'elles soient obligées 
de partir et voyager seules.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											Brothers and sisters aren't
the sine qua non of a happy life;
											plenty of adult sibling
relationships are fatally broken
											and need to be abandoned
for the sanity of everybody involved.
											And only-children, throughout history,
have shown themselves
											to be creatively, brilliantly capable
											of getting their socialization
and comradeship skills
											through friends, through cousins,
through classmates.
											But having siblings and not
making the most of those bonds
											is, I believe, folly of the first order.
											If relationships are broken
and are fixable, fix them.
											If they work, make them even better.
											Failing to do so is a little like having
a thousand acres of fertile farmland
											and never planting it.
											Yes, you can always get your food
at the supermarket,
											but think what you're
allowing to lie fallow.
											Life is short, it's finite,
and it plays for keeps.
											Siblings may be among the richest harvests
of the time we have here.
									","
											Geschwister sind nicht zwingend notwendig
für ein glückliches Leben;
											viele Beziehungen unter erwachsenen
Geschwistern sind zerrüttet
											und müssen zum Schutz
aller Beteiligten abgebrochen werden.
											Einzelkinder haben stets gezeigt,
											dass sie auf kreative 
und brillante Weise fähig sind,

											ihre Fähigkeiten, sich zu sozialisieren
und Beziehungen einzugehen,
											durch Freunde, Cousins
oder Klassenkameraden zu erwerben.
											Aber Geschwister zu haben
und diese Bindung nicht zu nutzen,
											ist meiner Meinung nach 
Dummheit ersten Ranges.
											Wenn Beziehungen kaputt sind
und gekittet werden können,
											kitten Sie sie.
											Wenn sie funktionieren, 
machen Sie sie noch besser.
											Andernfalls ist es, als hätten Sie
400 Hektar fruchtbares Land
											und würden dort nichts anbauen.
											Sicher, man kann seine Lebensmittel
immer im Supermarkt kaufen,
											aber bedenken Sie,
was Sie brachliegen lassen.
											Das Leben ist kurz, es ist endlich 
und es schenkt uns nichts.
											Geschwister könnten zu den reichsten
Erträgen unseres Lebens gehören.
									","
											Frères et sœurs ne sont pas la condition 
sine qua non d'une vie heureuse -
											beaucoup de relations entre frères 
et sœurs adultes sont abîmées
											et ont besoin d'être délaissées pour
le bien-être de tout le monde.
											Et les enfants uniques, à travers 
l'histoire, se sont montrés
											capables de manière brillante et créative
											de se sociabiliser facilement
											avec des amis, des cousins, 
ou des camarades de classe.
											Mais avoir des frères et sœurs
et ne pas tirer profit de ces liens
											est, selon moi, de la pure bêtise.
											Si les relations sont abîmées 
mais réparables, réparez-les.
											Si elles sont bonnes, 
rendez-les encore meilleures.
											Échouer à faire ça, c'est un peu comme
avoir des milliers d'hectares fertiles
											et ne pas s'en servir.
											Oui, vous pouvez toujours avoir 
de la nourriture au supermarché,
											mais pensez à ce que 
vous laissez en jachère.
											La vie est courte, limitée,
il faut la vivre à fond.
											Les frères et sœurs sont probablement la
meilleure récolte que l'on puisse avoir.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											Thank you.
									","
											Danke schön.
									","
											Merci.
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
											(Applause)
									","
											(Applaus)
									","
											(Applaudissements)
									",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
"
","
","
",The sibling bond,Jeffrey Kluger,20:54,"TEDx,life,psychology,science,compassion,happiness,humanity,family,anthropology,sociology,brain"
