en,pt,tr,de,es,title,speaker,duration,tags
"
											So there are two big issues here.
											Number one, children are told
that they can be anything,
											they can do anything,
											and yet, most stories
that children of color consume
											are about people who are not like them.
											Number two is that majority groups
don't get to realize
											the great extent to which
they are similar to minorities —
											our everyday experiences, our hopes,
											our dreams, our fears
											and our mutual love for hummus.
											It's delicious!
									","
											Portanto, há aqui dois grandes problemas.
											Primeiro: diz-se às crianças que podem
ser tudo, fazer tudo,
											e ainda assim, a maioria das histórias
consumidas por crianças de cor
											são acerca de pessoas diferentes delas.
											Segundo: os grupos da maioria
não se apercebem
											do quão parecidos eles são
com as minorias
											— as nossas experiências diárias,
as nossas esperanças,
											os nossos sonhos, os nossos medos
											e a nossa paixão mútua por húmus.
											É delicioso!
									","
											Yani burada iki büyük mesele var.
											Bir, çocuklara her şeyi yapabilecekleri,
											her şey olabilecekleri söyleniyor,
											ama yine de, renkli çocukların 
okudukları hikâyeler
											onları sevmeyen insanlar hakkında.
											İkincisiyse, çoğunluk gruplar, 
büyük ölçüde
											azınlık gruplarla benzerlik
gösterdiklerinin farkında değiller —
											günlük işlerimiz, umutlarımız,
											hayallerimiz, korkularımız
											ve humusa olan ortak sevgimiz.
											Nefis!
									","
											Es gibt also zwei große Probleme.
											Erstens lernen Kinder, dass sie
alles Mögliche sein und tun können,
											und doch lesen farbige Kinder
vor allem Geschichten über Menschen,
											die nicht wie sie sind.
											Zweitens erkennen Mehrheiten gar nicht,
											wie viel sie doch
mit Minderheiten gemein haben —
											alltägliche Erlebnisse, Hoffnungen,
											Träume, Ängste
											und eine Schwäche für Hummus,
er ist echt köstlich!
									","
											Así que hay dos grandes problemas.
											Nº 1. A los niños se les dice 
que pueden ser cualquier cosa,
											que pueden hacer cualquier cosa,
											pero la mayoría de las historias 
leídas por niños de color
											son de personas que no son como ellos.
											Nº 2. Los grupos mayoritarios 
no llegan a darse cuenta
											en qué gran medida 
son similares a las minorías,
											nuestras experiencias cotidianas, 
nuestras esperanzas,
											nuestros sueños, nuestros miedos,
											y nuestra preferencia mutua por el humus.
											¡Es delicioso!
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Risas)
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											Just like the color blue
for Ancient Greeks,
											minorities are not a part
of what we consider normal,
											because normal is simply a construction
of what we've been exposed to,
											and how visible it is around us.
									","
											Tal como a cor azul
para os gregos da Antiguidade,
											as minorias não fazem parte
daquilo que consideramos normal,
											porque o ""normal"" é simplesmente uma construção daquilo a que fomos expostos,
											e o quão visível ele é à nossa volta.
									","
											Tıpkı Antik Yunanlar için mavi rengi gibi,
											azınlık gruplar da bizim ""normal""
algımızın dışında,
											çünkü normal, basitçe çevremizde olan,
											çevremizde olmasına alıştığımız 
bir kurgudur.
									","
											Genau so wie die Farbe Blau
für die alten Griechen
											sind Minderheiten nicht Teil
unserer Vorstellung von Normalität.
											Denn Normalität ist einfach ein Konstrukt
unseres Umfelds und hängt davon ab,
											wie sichtbar dieses für uns ist.
									","
											Al igual que el color azul 
para los antiguos griegos,
											las minorías no son una parte 
de lo que consideramos normal,
											porque lo normal es simplemente una 
construcción a que hemos estado expuestos,
											y a lo visible que nos rodea.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											And this is where things
get a bit difficult.
											I can accept the preexisting notion
of normal — that normal is good,
											and anything outside of that very
narrow definition of normal is bad.
											Or I can challenge
that preexisting notion of normal
											with my work
											and with my voice
											and with my accent
											and by standing here onstage,
											even though I'm scared shitless
and would rather be in the bathroom.
									","
											E aqui é que as coisas
se tornam complicadas.
											Posso aceitar o conceito pré-existente
de ""normal"" — que normal é bom
											e qualquer coisa fora da
definição limitada de normal é mau.
											Ou posso desafiar
esse conceito pré-existente de ""normal""
											com o meu trabalho
											e com a minha voz
											e com o meu sotaque
											e estando aqui neste palco,
											mesmo apavorado e preferindo
que estivesse na casa-de-banho.
									","
											Burası işlerin biraz zora gittiği nokta.
											Önceden olan ""normal"" düşüncesini
kabul edebilirim — normal güzeldir
											ve bu oldukça dar ""normal"" algısının
dışında her şey kötüdür.
											Ya da bu önceden olan ""normal"" algısına
kafa tutabilirim,
											işimle
											ve sesimle
											ve aksanımla
											ve burada sahnede durarak,
											korkudan altıma edecek olsam ve tuvalette
olmayı tercih etsem de.
									","
											Und hier hätten wir das Dilemma.
											Ich könnte dieses bestehende Konzept 
von Normalität annehmen —
											dass Normales gut und alles
abseits dieser engen Definition
											schlecht sei.
											Ich könnte es aber auch infrage stellen.
											Mit meiner Kunst,
											mit meiner Stimme
											mit meinem Akzent,
											und zwar hier auf dieser Bühne,
											obwohl ich eine Höllenangst habe
und lieber im Badezimmer wäre.
									","
											Y aquí es donde las cosas 
se ponen un poco difíciles.
											Puedo aceptar la idea preexistente 
de lo normal, que lo normal es bueno,
											y cualquier cosa fuera de esa definición 
muy restrictiva de lo normal es mala.
											O puedo contrarrestar esa idea 
preexistente de la normalidad
											con mi trabajo
											y con mi voz
											y con mi acento
											y estando aquí en el escenario,
											aunque estoy cagado de miedo 
y preferiría estar en el baño.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Risas)
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											(Applause)
									","
											(Aplausos)
											E por isso...
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Aplausos)
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											(Video) Sheep (SS's voice):
I'm now slowly starting to use my voice
											in my work again.
											And it feels good.
											It does not mean I won't have a breakdown
											the next time a couple dozen
people say that I talk
											(Mumbling) like I have peanut
butter in my mouth.
									","
											(Vídeo) Ovelha: Recomecei lentamente
a usar a minha voz no meu trabalho outra vez.
											E sabe bem.
											Não quer dizer que não me vá abaixo
											da próxima vez que disserem que eu
											(A murmurar) falo como se tivesse
manteiga de amendoim na boca.
									","
											(Video) Koyun (SS'nin sesi):
Şimdi tekrar yavaşça sesimi işimde
											kullanmaya başlıyorum.
											Ve bu beni iyi hissettiriyor.
											Bu gelecek sefer birkaç düzine insan
											ağzımda fıstık ezmesi varmış gibi 
konuştuğumu söyleyince
											bozulmayacağım anlamına gelmez.
									","
											(Video) Schaf (SS's Stimme):
Ich benutze allmählich wieder
											meine Stimme in meiner Kunst.
Und es tut gut.
											Es wird mich immer noch fertig machen,
											wenn mir wieder einige Leute sagen,
											(Murmeln) ich hätte Erdnussbutter im Mund.
									","
											(Video) Ovejas (Voz de SS): Estoy ahora 
lentamente empezando a usar mi voz
											en mi trabajo de nuevo.
											Y me siento bien.
											Eso no significa que 
no vaya a tener una crisis
											la próxima vez que docenas 
de personas digan que hablo
											(Murmurando) como si tuviera 
crema de maní en la boca.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Risas)
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											SS: It just means I now have
a much better understanding
											of what's at stake,
											and how giving up is not an option.
									","
											SS: Quer apenas dizer que agora
percebo muito melhor
											o que está em causa
											e que desistir não é uma opção.
									","
											SS: Bu sadece bu işten ne kazanacağımı

											ve vazgeçmenin bir seçenek olmadığını
											şimdi daha iyi anladığım anlamına gelir.
									","
											SS: Mir ist jetzt aber viel bewusster,
											was auf dem Spiel steht,
											und dass aufgeben nicht in Frage kommt.
									","
											SS: solo significa que ahora tengo 
una comprensión mucho mejor
											de lo que está en juego,
											y que renunciar no es una opción.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											The Ancient Greeks didn't just wake up
one day and realize
											that the sky was blue.
											It took centuries, even, for humans
to realize what we had been ignoring
											for so long.
											And so we must continuously challenge
our notion of normal,
											because doing so is going
to allow us as a society
											to finally see the sky for what it is.
									","
											Os gregos antigos não acordaram
simplesmente um dia e aperceberam-se
											de que o céu era azul.
											Foram precisos séculos para que
os humanos se apercebessem daquilo
											que tínhamos ignorado por tanto tempo.
											E por isso, temos de continuar a desafiar
a noção de ""normal"",
											porque fazê-lo vai permitir-nos,
como sociedade,
											ver finalmente o céu por aquilo que ele é.
									","
											Antik Yunanlar bir sabah uyanıp
											gökyüzünün mavi olduğunu fark etmediler.
											İnsanlar için bile, bu kadar zamandır 
görmedikleri bir şeyi fark etmek
											yüzyıllar sürdü.
											Yani, sürekli ""normal"" algımızı
sorgulamalıyız,
											çünkü bu, toplum olarak bizim
											gökyüzünü olduğu gibi
görmemizi sağlayacak.
									","
											Den alten Griechen fiel auch nicht
eines Tages plötzlich auf,
											dass der Himmel blau ist.
											Wir Menschen brauchten Jahrhunderte,
um Sachen zu bemerken,
											die wir so lange ignoriert hatten.
											Deshalb müssen wir unser Verständnis
von Normalität regelmäßig hinterfragen,
											denn so können wir als Gesellschaft
											den Himmel endlich so sehen, wie er ist.
									","
											Los antiguos griegos no se despertaron 
un día y se dieron cuenta
											que el cielo era azul.
											Tomó siglos, incluso, para los humanos 
ver lo que habíamos estado ignorando
											tanto tiempo.
											Y así debemos desafiar continuamente 
nuestra noción de lo normal,
											ya que al hacerlo, nos permitirá, 
como sociedad,
											ver por fin el cielo tal y como es.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											(Video) Characters: Thank you. Thank you.
Thank you. Thank you. Thank you.
											Frankenstein's monster: (Grunts)
									","
											(Vídeo) Personagens: Obrigado. Obrigado.
Obrigado. Obrigado. Obrigado.
											Monstro de Frankenstein: (Grunhidos)
									","
											(Video) Karakterler: Teşekkürler.
Teşekkürler. Teşekkürler. Teşekkürler.
											Frankestein'ın canavarı: (Homurtular)
									","
											(Video) Figuren: Danke. Danke.
Danke. Danke. Danke.
											Frankensteins Monster: (Knurren)
									","
											(Video) Personajes: Gracias. 
Gracias. Gracias. Gracias. Gracias.
											El monstruo de Frankenstein: (Gruñe)
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											(Laughter)
									","
											(Risos)
									","
											(Gülüşmeler)
									","
											(Lachen)
									","
											(Risas)
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											SS: Thank you.
									","
											SS: Obrigado.
									","
											SS: Teşekkürler.
									","
											SS: Danke.
									","
											SS: Gracias.
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
											(Applause)
									","
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applaus)
									","
											(Aplausos)
									","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
"
","
","
","
","
","Why I keep speaking up, even when people mock my accent",Safwat Saleem,10:48,"art,comedy,bullying,communication,fear,design,identity,humor,Internet,language,media,speech,society,vocals,TED Fellows,animation"
