es,tr,en,pt,title,speaker,duration,tags
"
											Así que, déjenme resumir.
											Si esta noche, todo se dio
como lo planeado,
											usé mi habilidad para vocalizar sonidos
que se familiaricen con sus cerebros.
											Y usé este vínculo
											para transmitir mis patrones cerebrales
asociados con mis recuerdos e ideas
											a sus cerebros.
											En esto, empiezo a revelar
el mecanismo neuronal oculto
											por el cual nos comunicamos.
											Y sabemos que en el futuro
nos permitirá mejorar
											y facilitar la comunicación.
											Pero estos estudios también revelan
											que las comunicación se basa
en un contexto común.
											Y tenemos que estar
muy preocupados como sociedad
											si perdemos este contexto
y la habilidad de hablar con la gente
											que sean ligeramente diferentes a nosotros
											porque permitimos que unos cuantos
medios de comunicación muy fuertes
											tomen el control del micrófono,
											y manipulen y controlen
la forma cómo todos pensamos.
											Y no sé bien cómo arreglarlo
porque sólo soy un científico.
											Pero tal vez una forma de hacerlo
											es regresar a la forma
más natural de comunicación,
											es decir, el diálogo,
											en el cual no sólo soy yo
hablándoles a Uds. ahora,
											sino una forma más natural de conversar,
											en la cual esté hablando y escuchando,
											y juntos tratemos de llegar
a un contexto común y a ideas nuevas.
											Porque después de todo,
											las personas con las que nos relacionamos
definen quienes somos.
											Y nuestro deseo de estar
vinculado con otro cerebro
											es algo muy básico que empieza
a una edad muy temprana.
									","
											Şimdi özetleyelim.
											Bu akşam her şey 
planlandığı gibi giderse,
											sesimi beyinlerinizle eşleştirme
yeteneğimi kullandım.
											Bu eşleştirmeyi de
											hatıralarım ve fikirlerimle birleşen
beyin kalıplarımı sizlerin beynine
											aktarmak için kullandım.
											Bunu yaparken de
iletişim kurarken kullandığımız
											gizli mekanizmayı kullandım.
											Biliyoruz ki, bu, gelecekte bizim
											iletişimi geliştirmemize yardımcı olacak.
											Ancak bu çalışmalar aynı zamanda
											göstermiştir ki, iletişim
ortak bir zemine dayanır.
											Toplum olarak gerçekten
endişelenmemiz gereken an,
											bu ortak zemini ve bizden farklı
düşüncelerde olanlarla konuşma
											yeteneğimizi, mikrofonu ve düşünme
											şeklimizi kontrol edebilen birkaç
güçlü medya kanalı yüzünden
											kaybettiğimiz
											zaman olacaktır.
											Nasıl düzeltilir bilemiyorum,
çünkü ben sadece bilim adamıyım.
											Belki de bir yolu
											iletişimin daha doğal hâli olan
diyaloğa dönmektir,
											burada ben sadece konuşan değil,
											hem konuşan hem dinleyen olduğum
											konuşmanın daha doğal hâline.
											Bu şekilde birlikte
											ortak bir zeminde ve yeni fikirlerde 
buluşmaya çalışırız.
											Çünkü her şeyden önce,
											eşleştiğimiz insanlar
kim olduğumuzu anlatır.
											Başka bir beyinle eşleşme isteği de
											çok erken yaşlarda başlayan
temel bir istektir.
									","
											So let me summarize.
											If everything worked as planned tonight,
											I used my ability to vocalize sound
to be coupled to your brains.
											And I used this coupling
											to transmit my brain patterns associated
with my memories and ideas
											into your brains.
											In this, I start to reveal
the hidden neural mechanism
											by which we communicate.
											And we know that in the future
it will enable us to improve
											and facilitate communication.
											But these studies also reveal
											that communication relies
on a common ground.
											And we have to be
really worried as a society
											if we lose this common ground
and our ability to speak with people
											that are slightly different than us
											because we let a few very strong
media channels
											take control of the mic,
											and manipulate and control
the way we all think.
											And I'm not sure how to fix it
because I'm only a scientist.
											But maybe one way to do it
											is to go back to the more
natural way of communication,
											which is a dialogue,
											in which it's not only me
speaking to you now,
											but a more natural way of talking,
											in which I am speaking and I am listening,
											and together we are trying to come
to a common ground and new ideas.
											Because after all,
											the people we are coupled to
define who we are.
											And our desire to be coupled
to another brain
											is something very basic
that starts at a very early age.
									","
											Então, vou resumir.
											Se tudo esta noite correu como planeado,
											usei a minha capacidade de vocalizar 
sons para me ligar aos vossos cérebros.
											E usei essa interligação
											para transmitir os padrões cerebrais
das minhas memórias e ideias
											para os vossos cérebros.
											Assim, começo a revelar
o mecanismo neural escondido
											através do qual comunicamos.
											E sabemos que, no futuro,
isso irá permitir-nos melhorar
											e facilitar a comunicação.
											Mas estes estudos também revelam
											que a comunicação depende
de haver uma base em comum.
											E, como sociedade, temos
de nos preocupar bastante
											em não perder essa base comum
e a nossa capacidade de falar com pessoas
											que são um pouco diferentes de nós,
											por deixarmos alguns canais
de ""media"" poderosos
											assumirem o controlo do microfone,
											e manipularem e controlarem
a forma como todos pensamos.
											Não sei bem como corrigir isso,
pois sou apenas um cientista.
											Mas talvez uma maneira
											seja voltar à forma
mais natural de comunicação,
											que é o diálogo,
											não como estou a fazer agora,
											mas de forma mais natural de conversar,
											em que eu falo e também escuto,
											e juntos tentamos chegar
a um denominador comum e a novas ideias.
											Pois, afinal de contas,
											as pessoas com quem nos ligamos
definem quem somos.
											E o nosso desejo de nos ligar
a outro cérebro
											é algo bem básico, que começa 
desde a mais tenra idade.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Así que déjenme terminar con un ejemplo
de mi propia vida personal
											que creo que es un buen ejemplo
de cómo relacionarse con otros
											definirá realmente quiénes somos.
									","
											Şimdi eşleştiğimiz insanların
bizi nasıl tanımladığına iyi
											bir örnek olduğunu düşündüğüm
											kendi hayatımdan bir örnekle tamamlayayım.
									","
											So let me finish with an example
from my own private life
											that I think is a good example
of how coupling to other people
											is really going to define who we are.
									","
											Vou terminar com um facto
da minha vida pessoal
											que acho ser um bom exemplo
de como ligando-nos a outras pessoas
											realmente define quem somos.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Este es mi hijo Jonathan
a una edad muy temprana.
											Vean cómo el desarrolló
un juego vocal junto a mi esposa,
											sólo a partir del deseo y el puro placer
de estar vinculado a otro ser humano.
									","
											Bu benim oğlum Jonathan
daha çok küçükken.
											Sadece başka biriyle eşleşme
arzusu ve saf mutluluğu ile
											eşimle beraber nasıl 
bir ses oyunu geliştirdiğine bakın.
									","
											This my son Jonathan at a very early age.
											See how he developed
a vocal game together with my wife,
											only from the desire and pure joy
of being coupled to another human being.
									","
											Este é o meu filho Jonathan
muito pequeno.
											Vejam como ele desenvolve 
um jogo vocal com a minha esposa,
											só por causa do desejo e da pura alegria
de se interligar com outro ser humano.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											(Ambos vocalizando)
									","
											(İkisi de sesler çıkarıyorlar)
									","
											(Both vocalizing)
									","
											(Vocalizações)
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											(Risas)
									","
											(Gülüşmeler)
									","
											(Laughter)
									","
											(Risos)
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Ahora, piensen cómo
la habilidad de mi hijo
											de estar conectado a nosotros
y a otras personas en su vida
											va a moldear el hombre
en el que se va a convertir.
											Y piensen como Uds. cambian a diario
											de la interacción y del vínculo
con otras personas en su vida.
									","
											Şimdi düşünün,
											oğlumun bizimle ve hayatındaki
diğer insanlarla eşleşme
											yeteneği, dönüşeceği yetişkini
nasıl şekillendiriyor.
											Diğer insanlarla etkileşimle ve

											birlikteliklerinizle, fikirlerinizin
nasıl günbegün değiştiğini düşünün.
									","
											Now, think how the ability of my son
											to be coupled to us
and other people in his life
											is going to shape the man
he is going to become.
											And think how you change on a daily basis
											from the interaction and coupling
to other people in your life.
									","
											Pensem como a capacidade do meu filho
											de se interligar connosco
e com outras pessoas na sua vida
											irá moldar o homem
em que ele se tornará.
											Pensem como vocês mudam diariamente
											devido à interação e ligação 
com outras pessoas, na vossa vida.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Así que, sigan relacionándose con otros.
											Sigan compartiendo sus ideas,
											porque la suma de todos nosotros
juntos, conectados,
											es más grande que las partes.
									","
											Yani diğer insanlarla 
eşleşmeye devam edin.
											Fikirlerinizi yayın,
											çünkü hepimizin toplamı,
birlikte, eşleşerek,
											parçalarınızdan daha güçlüdür.
									","
											So keep being coupled to other people.
											Keep spreading your ideas,
											because the sum of all of us
together, coupled,
											is greater than our parts.
									","
											Então, continuem a interligar-se
a outras pessoas.
											Continuem a espalhar as vossas ideias,
											porque a soma de todos nós
em conjunto, interligados,
											é maior do que cada um de nós.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											Gracias.
									","
											Teşekkürler.
									","
											Thank you.
									","
											Obrigado.
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
											(Aplausos)
									","
											(Alkışlar)
									","
											(Applause)
									","
											(Aplausos)
									",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
"
","
","
","
",This is your brain on communication,Uri Hasson,14:51,"brain,cognitive science,collaboration,language,communication,neuroscience,mind,science,speech"
